cpd_id,category,old_formula,new_formula,formula_changed,old_charge,new_charge,charge_changed,old_stereo_defined,new_stereo_defined,old_stereo_potential,new_stereo_potential,old_smiles,new_smiles
cpd12158,canonicalization,C36H36FeN4O2,C36H36FeN4O2,no,5,5,no,0,0,1,1,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe+3]35n6c(c(C)c(CCC(C)=O)c6=CC6=[N+]3C(=C4)C(C)=C6CCC(C)=O)=CC1=[N+]25,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4[n]3[Fe+3]35[n]6c(c(C)c(CCC(C)=O)c6=CC6=[N+]3C(=C4)C(C)=C6CCC(C)=O)=CC1=[N+]25
cpd12160,canonicalization,C36H36FeN4O2,C36H36FeN4O2,no,4,4,no,0,0,1,1,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe+2]35n6c(c(C)c(CCC(C)=O)c6=CC6=[N+]3C(=C4)C(C)=C6CCC(C)=O)=CC1=[N+]25,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4[n]3[Fe+2]35[n]6c(c(C)c(CCC(C)=O)c6=CC6=[N+]3C(=C4)C(C)=C6CCC(C)=O)=CC1=[N+]25
cpd12878,canonicalization,C63H90CoN13O14P,C63H90CoN13O14P,no,-1,-1,no,13,13,15,15,CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5CO)[n+]5cn(c8cc(C)c(C)cc85)[Co-3]364(C)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C,CC1=C2[N]3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5[N]6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5CO)[n+]5c[n](c8cc(C)c(C)cc85)[Co-3]364([CH3])[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C
cpd14553,canonicalization,C40H44FeN6O8S2,C40H44FeN6O8S2,no,-2,-2,no,6,6,8,8,CC1=C(CCC(=O)[O-])/C2=C/c3c(CCC(=O)[O-])c(C)c4n3[Fe]n3/c(c(C)c(C(C)SC[C@H]([NH3+])C(=O)[O-])/c3=C/C3=N/C(=C\4)C(C(C)SC[C@H]([NH3+])C(=O)[O-])=C3C)=C\C1=N2,CC1=C(CCC(=O)[O-])/C2=C/c3c(CCC(=O)[O-])c(C)c4[n]3[Fe][n]3/c(c(C)c(C(C)SC[C@H]([NH3+])C(=O)[O-])/c3=C/C3=N/C(=C\4)C(C(C)SC[C@H]([NH3+])C(=O)[O-])=C3C)=C\C1=N2
cpd14960,canonicalization,C43H44CoN4O16,C43H44CoN4O16,no,-6,-6,no,9,9,10,10,C[C@@]1(CC(=O)[O-])C2=[NH+]C(=C1CCC(=O)[O-])C[C@@]1(C)C(CC(=O)[O-])=C(CCC(=O)[O-])/C3=C/C4=N/C(=C5\N([Co][NH+]31)/C(=C\2)[C@@H](CCC(=O)[O-])[C@]5(C)CC(=O)[O-])[C@H](CC(=O)[O-])[C@@]4(C)CCC(=O)[O-],C[C@@]1(CC(=O)[O-])C2=[NH+]C(=C1CCC(=O)[O-])C[C@@]1(C)C(CC(=O)[O-])=C(CCC(=O)[O-])/C3=C/C4=N/C(=C5\[N]([Co][NH+]31)/C(=C\2)[C@@H](CCC(=O)[O-])[C@]5(C)CC(=O)[O-])[C@H](CC(=O)[O-])[C@@]4(C)CCC(=O)[O-]
cpd14961,stereo_gained,C44H50CoN4O14,C44H50CoN4O14,no,-6,-6,no,7,9,10,10,CC1=C(CCC(=O)[O-])C2=[N+]3C1(C)CC1=C(CCC(=O)[O-])[C@](C)(CC(=O)[O-])C4=[N+]1[Co-2]31N3C(=C4)[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@]3(C)[C@H]3[C@H](CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C(=[N+]31)C2C,CC1=C(CCC(=O)[O-])C2=N[C@@]1(C)CC1=C(CCC(=O)[O-])[C@](C)(CC(=O)[O-])C(=N1)/C=C1/[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@](C)([C@@H]3N=C(C2C)[C@](C)(CCC(=O)[O-])[C@H]3CC(=O)[O-])[N]1[Co+]
cpd15460,canonicalization,C30H22FeN3O16,C30H22FeN3O16,no,-4,-4,no,3,3,4,4,O=C1N[C@H](C(=O)[O-])COC(=O)[C@@H]2COC(=O)[C@H](CO)NC(=O)c3cccc4c3O[Fe-3]35(Oc6cccc1c6O3)(O4)Oc1cccc(c1O5)C(=O)N2,O=C1N[C@H](C(=O)[O-])COC(=O)[C@@H]2COC(=O)[C@H](CO)NC(=O)c3cccc4c3[O][Fe-3]35([O]c6cccc1c6[O]3)([O]4)[O]c1cccc(c1[O]5)C(=O)N2
cpd15574,canonicalization,O4W,O4W,no,-2,-2,no,0,0,0,0,O=[W](=O)([O-])[O-],[O]=[W](=[O])([O-])[O-]
cpd15607,canonicalization,C34H34FeN4O6,C34H34FeN4O6,no,2,2,no,2,2,3,3,C=Cc1c(C)c2n3c1C=c1c(C)c(C=C)c4n1[Fe]31n3c(c(C)c(CCC(=O)[O-])c3C=C3[N+]1=C([CH+]2)[C@](C)(O)[C@@]3(O)CCC(=O)[O-])C=4,C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[n]1[Fe]31[n]3c(c(C)c(CCC(=O)[O-])c3C=C3[N+]1=C([CH+]2)[C@](C)(O)[C@@]3(O)CCC(=O)[O-])C=4
cpd16312,canonicalization,C61H89CoN13O15P,C61H89CoN13O15P,no,2,2,no,15,15,18,18,C[Co+]N1/C2=C(/C)C3=[NH+]/C(=C\C4=[NH+]/C(=C(/C)C5=N[C@@](C)(C1[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NCC(C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n2cnc6cc(O)ccc62)O[C@@H]1CO)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O,[CH3][Co+][N]1/C2=C(/C)C3=[NH+]/C(=C\C4=[NH+]/C(=C(/C)C5=N[C@@](C)(C1[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NCC(C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n2cnc6cc(O)ccc62)O[C@@H]1CO)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O
cpd16354,canonicalization,C35H33MgN4O6,C35H33MgN4O6,no,-1,-1,no,7,7,7,7,C=Cc1c(C)/c2n3/c1=C\C1=N/C(=C\c4c(C)c5c(n4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])[C@@H](C(=O)OC)C5=O)C(CC)=C1CO,C=Cc1c(C)/c2[n]3/c1=C\C1=N/C(=C\c4c(C)c5c([n]4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])[C@@H](C(=O)OC)C5=O)C(CC)=C1CO
cpd16355,canonicalization,C35H31MgN4O6,C35H31MgN4O6,no,-1,-1,no,7,7,7,7,C=Cc1c(C)/c2n3/c1=C\C1=N/C(=C\c4c(C)c5c(n4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])[C@@H](C(=O)OC)C5=O)C(CC)=C1C=O,C=Cc1c(C)/c2[n]3/c1=C\C1=N/C(=C\c4c(C)c5c([n]4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])[C@@H](C(=O)OC)C5=O)C(CC)=C1C=O
cpd17028,canonicalization,MnO2,MnO2,no,0,0,no,0,0,0,0,O=[Mn]=O,[O]=[Mn]=[O]
cpd17189,added,,C21H20O10,no,,0,no,,5,,5,,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O
cpd17516,canonicalization,C6H10FeO6,C6H10FeO6,no,0,0,no,0,0,2,2,CC(O)C(=O)O[Fe]OC(=O)C(C)O,CC(O)C(=O)[O][Fe][O]C(=O)C(C)O
cpd17522,canonicalization,C12H18CaO14,C12H18CaO14,no,0,0,no,8,8,8,8,O=C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,O=C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)[O][Ca][O]C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O
cpd17523,canonicalization,C6H10O6Zn,C6H10O6Zn,no,0,0,no,0,0,2,2,CC(O)C(=O)O[Zn]OC(=O)C(C)O,CC(O)C(=O)[O][Zn][O]C(=O)C(C)O
cpd17605,canonicalization,C12H18CaO14,C12H18CaO14,no,0,0,no,8,8,8,8,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O[Ca]OC(=O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O][Ca][O]C(=O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O
cpd17664,stereo_gained,C47H80O17,C47H80O17,no,0,0,no,23,24,24,24,CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C
cpd17854,added,,C17H16N2O6,no,,0,no,,3,,3,,O=C(O)C1=N[C@H](C(=O)[O-])C/C(=C\C=[N+]2/CCc3cc(O)c(O)cc32)C1
cpd19081,canonicalization,C12H39Na3O26Sb2,C12H39Na3O26Sb2,no,-2,-2,no,8,8,10,10,O.O.O.O.O.O.O.O.O.O=C([O-])[C@@H]1O[Sb](=O)(O[Sb]2(=O)O[C@H]([C@H](O)CO)[C@H](O)[C@H](C(=O)[O-])O2)O[C@H]([C@H](O)CO)[C@@H]1O.[NaH].[NaH].[NaH],O.O.O.O.O.O.O.O.O.O=C([O-])[C@@H]1[O][Sb](=[O])([O][Sb]2(=[O])[O][C@H]([C@H](O)CO)[C@H](O)[C@H](C(=O)[O-])[O]2)[O][C@H]([C@H](O)CO)[C@@H]1O.[NaH].[NaH].[NaH]
cpd19177,canonicalization,C45H45CoN4O16,C45H45CoN4O16,no,-7,-7,no,5,5,8,8,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)[O-])C3=CC4=[N+]5C(=C(CCC(=O)[O-])[C@]4(C)CC(=O)[O-])C[C@@]4(C)C(CC(=O)[O-])=C(CCC(=O)[O-])C6=CC7=[N+]8C(=C(CC(=O)[O-])[C@@]7(C)CCC(=O)[O-])C12N3[Co-2]58N64,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)[O-])C3=CC4=[N+]5C(=C(CCC(=O)[O-])[C@]4(C)CC(=O)[O-])C[C@@]4(C)C(CC(=O)[O-])=C(CCC(=O)[O-])C6=CC7=[N+]8C(=C(CC(=O)[O-])[C@@]7(C)CCC(=O)[O-])C12[N]3[Co-2]58[N]64
cpd19283,stereo_gained,C64H106O32,C64H106O32,no,0,0,no,37,38,38,38,CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)=C[C@@H](C[C@](C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd19284,stereo_gained,C58H96O27,C58H96O27,no,0,0,no,32,33,33,33,CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)=C[C@@H](C[C@](C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd19285,stereo_gained,C58H96O27,C58H96O27,no,0,0,no,32,33,33,33,CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)=C[C@@H](C[C@](C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd19419,canonicalization,C24H54OSn2,C24H54OSn2,no,0,0,no,0,0,0,0,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[O][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC
cpd19421,removed,C55H73MgN4O6,,no,1,,no,,,,,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(C(=O)OC)C5=O)C(CC)=C1CO,
cpd19422,canonicalization,C35H35MgN4O5,C35H35MgN4O5,no,-1,-1,no,7,7,9,9,C=Cc1c(C)/c2n3/c1=C\C1=N/C(=C\c4c(C)c5c(n4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])[C@@H](C(=O)OC)C5=O)C(CC)C1C,C=Cc1c(C)/c2[n]3/c1=C\C1=N/C(=C\c4c(C)c5c([n]4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])[C@@H](C(=O)OC)C5=O)C(CC)C1C
cpd19423,canonicalization,C35H37MgN4O6,C35H37MgN4O6,no,-1,-1,no,7,7,10,10,CCC1/C2=C/c3c(C)c4c5n3[Mg]n3/c(c(C)c(C(C)O)/c3=C/C(=N2)C1C)=C\C1=N/C(=C\5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)[O-])[C@@H]1C,CCC1/C2=C/c3c(C)c4c5[n]3[Mg][n]3/c(c(C)c(C(C)O)/c3=C/C(=N2)C1C)=C\C1=N/C(=C\5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)[O-])[C@@H]1C
cpd19424,canonicalization,C35H35MgN4O6,C35H35MgN4O6,no,-1,-1,no,7,7,8,8,CCC1=C(C)C2=N/C1=C\c1c(C)c3c4n1[Mg]n1/c(c(C)c(C(C)O)/c1=C/2)=C\C1=N/C(=C\4[C@@H](C(=O)OC)C3=O)[C@@H](CCC(=O)[O-])[C@@H]1C,CCC1=C(C)C2=N/C1=C\c1c(C)c3c4[n]1[Mg][n]1/c(c(C)c(C(C)O)/c1=C/2)=C\C1=N/C(=C\4[C@@H](C(=O)OC)C3=O)[C@@H](CCC(=O)[O-])[C@@H]1C
cpd19425,canonicalization,C35H35MgN4O6,C35H35MgN4O6,no,-1,-1,no,7,7,9,9,CCC1/C2=C/c3c(C)c4c5n3[Mg]n3/c(c(C)c(C(C)=O)/c3=C/C(=N2)C1C)=C\C1=N/C(=C\5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)[O-])[C@@H]1C,CCC1/C2=C/c3c(C)c4c5[n]3[Mg][n]3/c(c(C)c(C(C)=O)/c3=C/C(=N2)C1C)=C\C1=N/C(=C\5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)[O-])[C@@H]1C
cpd19426,canonicalization,C35H33MgN4O6,C35H33MgN4O6,no,-1,-1,no,8,8,9,9,C/C=C1C2=C\c3c(C)c4c5n3[Mg]n3/c(c(C)c(C(C)=O)/c3=C/C(=N\2)C\1C)=C\C1=N/C(=C\5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)[O-])[C@@H]1C,C/C=C1C2=C/c3c(C)c4c5[n]3[Mg][n]3/c(c(C)c(C(C)=O)/c3=C/C(=N/2)C\1C)=C\C1=N/C(=C\5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)[O-])[C@@H]1C
cpd19427,canonicalization,C33H31MgN4O3,C33H31MgN4O3,no,-1,-1,no,6,6,6,6,C=Cc1c(C)/c2n3/c1=C\C1=N/C(=C\c4c(C)c5c(n4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])CC5=O)C(CC)=C1C,C=Cc1c(C)/c2[n]3/c1=C\C1=N/C(=C\c4c(C)c5c([n]4[Mg]3)/C(=C3\N=C(/C=2)[C@@H](C)[C@@H]3CCC(=O)[O-])CC5=O)C(CC)=C1C
cpd19503,canonicalization,C10H10MoN5O8PS2,C10H10MoN5O8PS2,no,-2,-2,no,3,3,3,3,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@H](COP(=O)([O-])[O-])C3=C(S[Mo](=O)(=O)S3)[C@@H]1N2,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@H](COP(=O)([O-])[O-])C3=C([S][Mo](=[O])(=[O])[S]3)[C@@H]1N2
cpd19633,canonicalization,HClO2,HClO2,no,0,0,no,0,0,0,0,O=[ClH]=O,[O-][ClH+2][O-]
cpd19643,canonicalization,C6H10CaO4,C6H10CaO4,no,0,0,no,0,0,0,0,CCC(=O)O[Ca]OC(=O)CC,CCC(=O)[O][Ca][O]C(=O)CC
cpd19644,canonicalization,C10H14CaO6,C10H14CaO6,no,2,2,no,0,0,0,0,CC(=O)CCC(=O)O[Ca+2]OC(=O)CCC(C)=O,CC(=O)CCC(=O)[O][Ca+2][O]C(=O)CCC(C)=O
cpd19648,canonicalization,C6H10MgO4,C6H10MgO4,no,2,2,no,0,0,0,0,CCC(=O)O[Mg+2]OC(=O)CC,CCC(=O)[O][Mg+2][O]C(=O)CC
cpd19935,canonicalization,CH3Hg,CH3Hg,no,1,1,no,0,0,0,0,C[Hg+],[CH3][Hg+]
cpd19991,canonicalization,C20H18O2Sn,C20H18O2Sn,no,0,0,no,0,0,0,0,CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)[O][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1
cpd19992,canonicalization,C18H16OSn,C18H16OSn,no,0,0,no,0,0,0,0,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,[OH][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1
cpd20077,canonicalization,AlF6Na3,AlF6Na3,no,0,0,no,0,0,1,1,F[Al-3](F)(F)(F)(F)F.[Na+].[Na+].[Na+],[F][Al-3]([F])([F])([F])([F])[F].[Na+].[Na+].[Na+]
cpd20300,canonicalization,F6Na2Si,F6Na2Si,no,0,0,no,0,0,1,1,[Si-2](F)(F)(F)(F)(F)F.[Na+].[Na+],F[Si-2](F)(F)(F)(F)F.[Na+].[Na+]
cpd20853,canonicalization,C14H10CaO6,C14H10CaO6,no,0,0,no,0,0,0,0,O=C(O[Ca]OC(=O)c1ccccc1O)c1ccccc1O,O=C([O][Ca][O]C(=O)c1ccccc1O)c1ccccc1O
cpd20971,canonicalization,C45H56CoN5O13,C45H56CoN5O13,no,-3,-3,no,12,12,12,12,C/C1=C2/[NH+]=C(/C=C3\[NH+]=C(/C(C)=C4/[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)[O-])[C@H]5CC(=O)[O-])N4[Co+])[C@@](C)(CC(N)=O)[C@@H]3CCC(=O)[O-])C(C)(C)[C@@H]2CCC(=O)[O-],C/C1=C2/[NH+]=C(/C=C3\[NH+]=C(/C(C)=C4/[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)[O-])[C@H]5CC(=O)[O-])[N]4[Co+])[C@@](C)(CC(N)=O)[C@@H]3CCC(=O)[O-])C(C)(C)[C@@H]2CCC(=O)[O-]
cpd21167,canonicalization,C20H22MoN10O15P2S2,C20H22MoN10O15P2S2,no,-2,-2,no,7,7,9,9,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)C3=C(S[Mo](=O)(=O)S3)[C@@H]1N2,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)C3=C([S][Mo](=[O])(=[O])[S]3)[C@@H]1N2
cpd21288,canonicalization,C19H22MoN8O15P2S2,C19H22MoN8O15P2S2,no,-2,-2,no,7,7,9,9,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@H]4Nc5[nH]c(N)nc(=O)c5N[C@H]4C4=C3S[Mo](=O)(=O)S4)[C@@H](O)[C@H]2O)c(=O)n1,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@H]4Nc5[nH]c(N)nc(=O)c5N[C@H]4C4=C3[S][Mo](=[O])(=[O])[S]4)[C@@H](O)[C@H]2O)c(=O)n1
cpd22092,canonicalization,Fe3S4,Fe3S4,no,0,0,no,0,0,0,0,S1[Fe]2S[Fe]3S[Fe]1[SH]23,[S]1[Fe]2[S][Fe]3[S][Fe]1[SH]23
cpd22207,stereo_representation_change,C20H39N3O16P,C20H39N3O16P,no,1,1,no,15,15,16,16,C[NH2+][C@H]1C[C@@H]([NH3+])[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H]([C@H]([NH3+])COP(=O)([O-])[O-])[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@]4(O[C@H]23)O[C@H](C([NH3+])COP(=O)(O)O)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O
cpd22240,canonicalization,C72H98CoN18O20P2,C72H98CoN18O20P2,no,-3,-3,no,17,17,19,19,CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5COP(=O)([O-])[O-])[n+]5cn(c8cc(C)c(C)cc85)[Co-3]364(C[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C,CC1=C2[N]3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5[N]6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5COP(=O)([O-])[O-])[n+]5c[n](c8cc(C)c(C)cc85)[Co-3]364([CH2][C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C
cpd22638,canonicalization,null,null,no,null,null,no,6,6,7,7,C=Cc1c(C)c2n3c1C=c1c(C)c(CC)c4[nH]1~[Mg]31n3c(c(C)c5c3C(=C3[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C)C(=C2)N3~1)[C@H](C(=O)OC)C5O)C=4,C=Cc1c(C)c2[n]3c1C=c1c(C)c(CC)c4[nH]1~[Mg]31[N]3C(=C2)[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C3=C2c3c(c(C)c([n]31)C=4)C(O)[C@H]2C(=O)OC
