cpd_id,category,old_formula,new_formula,formula_changed,old_charge,new_charge,charge_changed,old_stereo_defined,new_stereo_defined,old_stereo_potential,new_stereo_potential,old_smiles,new_smiles
cpd03918,stereo_gained,C58H84CoN16O11,C58H84CoN16O11,no,1,1,no,14,16,15,17,CC1=C2N3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)O)[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@@H](C)O)[C@H]5CC(N)=O)[N]4[Co+][CH2][C@H]1O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O
cpd03919,canonicalization,C58H83CoN16O14P,C58H83CoN16O14P,no,-1,-1,no,14,14,15,15,CC1=C2N3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])[O-])[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,CC1=C2[N]3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])[O-])[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364[CH2][C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
cpd03920,stereo_gained,C68H95CoN21O21P2,C68H95CoN21O21P2,no,-1,-1,no,18,20,21,23,CC1=C2N3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]2O)[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4/[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]1O)[C@H]5CC(N)=O)[N]4[Co+][CH2][C@H]1O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]1O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O
cpd04145,canonicalization,C34H30ClFeN4O4,C34H30ClFeN4O4,no,-2,-2,no,4,4,4,4,C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe](Cl)n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C,C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3[n]1[Fe]([Cl])[n]1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C
cpd04254,canonicalization,H8Cl2N2Pt,H8Cl2N2Pt,no,2,2,no,0,0,0,0,Cl[Pt]Cl.[NH4+].[NH4+],[Cl][Pt][Cl].[NH4+].[NH4+]
cpd04488,canonicalization,C5FeN6O,C5FeN6O,no,-2,-2,no,0,0,1,1,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,N#[C][Fe-2]([C]#N)([C]#N)([C]#N)([C]#N)[N]=O
cpd04612,added,,C8H12N2,no,,0,no,,0,,0,,NNCCc1ccccc1
cpd04761,canonicalization,C25H46FeN6O8,C25H46FeN6O8,no,4,4,no,0,0,0,0,CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCC[NH3+])O[Fe+3](O1)O2,CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCC[NH3+])[O][Fe+3]([O]1)[O]2
cpd04815,added,,C22H22N2O8,no,,0,no,,5,,5,,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
cpd04839,canonicalization,C5H4FeN6Na2O3,C5H4FeN6Na2O3,no,0,0,no,0,0,1,1,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O.O.O.[Na+].[Na+],N#[C][Fe-2]([C]#N)([C]#N)([C]#N)([C]#N)[N]=O.O.O.[Na+].[Na+]
cpd04937,canonicalization,C7H5BiO4,C7H5BiO4,no,0,0,no,0,0,0,0,O=C1O[Bi](O)Oc2ccccc21,O=C1[O][Bi]([OH])[O]c2ccccc21
cpd04995,canonicalization,C14H10MgO6,C14H10MgO6,no,0,0,no,0,0,0,0,O=C(O[Mg]OC(=O)c1ccccc1O)c1ccccc1O,O=C([O][Mg][O]C(=O)c1ccccc1O)c1ccccc1O
cpd05139,stereo_gained,C149H250N44O42S,C149H250N44O42S,no,4,4,no,0,31,31,34,CCC(C)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)[O-])C(=O)NC(C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(N)=[NH2+])C(N)=O)C(C)CC)C(C)C)C(C)O,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)CC)C(C)C)[C@@H](C)O
cpd05140,canonicalization,C6H11AuO5S,C6H11AuO5S,no,0,0,no,5,5,5,5,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H]([S][Au])[C@H](O)[C@@H](O)[C@@H]1O
cpd05890,added,,C19H22O9,no,,0,no,,5,,5,,CC(=O)Cc1cc(=O)c2c(C)cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2o1
cpd06909,added,,C17H14O5,no,,0,no,,0,,0,,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1
cpd06915,added,,C21H17O11,no,,-1,no,,5,,5,,O=C([O-])[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd06920,added,,C19H18O8,no,,0,no,,0,,0,,COc1cc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)ccc1O
cpd06921,added,,C18H16O8,no,,0,no,,0,,0,,COc1cc(-c2oc3cc(OC)c(O)c(O)c3c(=O)c2OC)ccc1O
cpd06974,added,,C16H12O7,no,,0,no,,0,,0,,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O
cpd07003,added,,C21H20O11,no,,0,no,,5,,5,,O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12
cpd07005,added,,C18H16O8,no,,0,no,,0,,0,,COc1ccc(-c2oc3cc(OC)c(O)c(O)c3c(=O)c2OC)cc1O
cpd07007,added,,C16H12O8,no,,0,no,,0,,0,,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O
cpd07011,added,,C15H10O8,no,,0,no,,0,,0,,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12
cpd07086,added,,C16H12O5,no,,0,no,,0,,0,,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12
cpd07407,added,,C16H12O5,no,,0,no,,0,,0,,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1
cpd07911,canonicalization,C28H32Cl2O10P2S2,C28H32Cl2O10P2S2,no,0,0,no,4,4,4,4,CCOP(=S)(OCC)Oc1ccc2c(c1)OC(=O)[C@]1(Cl)[C@]2(C)[C@]2(Cl)C(=O)Oc3cc(OP(=S)(OCC)OCC)ccc3[C@@]12C,CCOP(=S)(OCC)Oc1ccc2c(c1)OC(=O)[C@]1(Cl)[C@]2(C)[C@]2(Cl)C(=O)Oc3cc(OP(=S)(OCC)OCC)ccc3[C@]21C
cpd07912,canonicalization,C28H32Cl2O10P2S2,C28H32Cl2O10P2S2,no,0,0,no,4,4,4,4,CCOP(=S)(OCC)Oc1ccc2c(c1)OC(=O)[C@]1(Cl)[C@@]2(C)[C@]2(Cl)C(=O)Oc3cc(OP(=S)(OCC)OCC)ccc3[C@]12C,CCOP(=S)(OCC)Oc1ccc2c(c1)OC(=O)[C@]1(Cl)[C@@]2(C)[C@]2(Cl)C(=O)Oc3cc(OP(=S)(OCC)OCC)ccc3[C@@]21C
cpd07975,canonicalization,C20H35N3Sn,C20H35N3Sn,no,0,0,no,0,0,0,0,c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,c1nc[n]([Sn]([CH]2CCCCC2)([CH]2CCCCC2)[CH]2CCCCC2)n1
cpd07976,canonicalization,C18H34OSn,C18H34OSn,no,0,0,no,0,0,0,0,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH][Sn]([CH]1CCCCC1)([CH]1CCCCC1)[CH]1CCCCC1
cpd08024,canonicalization,CH3ClHg,CH3ClHg,no,0,0,no,0,0,0,0,C[Hg]Cl,[CH3][Hg][Cl]
cpd08029,canonicalization,C8H8HgO2,C8H8HgO2,no,0,0,no,0,0,0,0,CC(=O)O[Hg]c1ccccc1,CC(=O)[O][Hg][c]1ccccc1
cpd08108,connectivity_change,C55H73MgN4O6,C55H73MgN4O6,no,1,1,no,8,12,9,12,C/C=C1/C2=Cc3c(C)c4c5n3[Mg]36n7c(c(C)c(C(C)=O)c7C=C([C@@H]1C)N2~3)C=C1[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C5[C@@H](C(=O)OC)C4=O)N1~6,C/C=C1C2=C/c3c(C)c4c5[n]3[Mg][n]3/c(c(C)c(C(C)=O)/c3=C/C(=N/2)[C@@H]\1C)=C\C1=N/C(=C\5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C
cpd08192,canonicalization,C13H15HgNO5,C13H15HgNO5,no,-1,-1,no,0,0,1,1,COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-],COC([CH2][Hg])CNC(=O)c1ccccc1OCC(=O)[O-]
cpd08196,canonicalization,C8H10K2O15Sb2,C8H10K2O15Sb2,no,0,0,no,0,0,4,4,O.O.O.O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2.[K+].[K+],O.O.O.O=C([O-])C1[O][Sb]2[O]C(=O)C([O]2)C(C(=O)[O-])[O][Sb]2[O]C(=O)C1[O]2.[K+].[K+]
cpd08370,canonicalization,C44H43CoN4O16,C44H43CoN4O16,no,-7,-7,no,5,5,7,7,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)[O-])C3=CC4=[N+]5C(=C(CCC(=O)[O-])[C@]4(C)CC(=O)[O-])Cc4c(CC(=O)[O-])c(CCC(=O)[O-])c6n4[Co-2]54N3[C@]12C1=C(CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C(=[N+]14)C6,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)[O-])C3=CC4=[N+]5C(=C(CCC(=O)[O-])[C@]4(C)CC(=O)[O-])Cc4c(CC(=O)[O-])c(CCC(=O)[O-])c6[n]4[Co-2]54[N]3[C@]12C1=C(CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C(=[N+]14)C6
cpd08371,canonicalization,C45H46CoN4O16,C45H46CoN4O16,no,-6,-6,no,7,7,10,10,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)[O-])C3=NC12C1=N/C(=C\C2=N[C@@](C)(CC4=C(CCC(=O)[O-])[C@](C)(CC(=O)[O-])/C(=C/3)N4[Co+])C(CC(=O)[O-])=C2CCC(=O)[O-])[C@](C)(CCC(=O)[O-])C1CC(=O)[O-],CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)[O-])C3=NC12C1=N/C(=C\C2=N[C@@](C)(CC4=C(CCC(=O)[O-])[C@](C)(CC(=O)[O-])/C(=C/3)[N]4[Co+])C(CC(=O)[O-])=C2CCC(=O)[O-])[C@](C)(CCC(=O)[O-])C1CC(=O)[O-]
cpd08372,connectivity_change,C44H45CoN4O16,C44H45CoN4O16,no,-7,-7,no,6,7,9,7,C[C@]1(CC(=O)[O-])C(CCC(=O)[O-])=C2C[C@@]3(C)C(=CC(=O)[O-])C(CCC(=O)[O-])=C4CC5=[N+]6C(=C(CC(=O)[O-])[C@@]5(C)CCC(=O)[O-])[C@]5(C)N7C(=CC1=[N+]2[Co-2]76[NH+]43)[C@@H](CCC(=O)[O-])[C@]5(C)CC(=O)[O-],C[C@]1(CCC(=O)[O-])C2=NC(=C1CC(=O)[O-])[C@]1(C)[N]([Co+])/C(=C\C3=NC(=C(CCC(=O)[O-])[C@]3(C)CC(=O)[O-])C[C@]3(C)N=C(C2)C(CCC(=O)[O-])=C3CC(=O)[O-])[C@@H](CCC(=O)[O-])[C@]1(C)CC(=O)[O-]
cpd08373,canonicalization,C44H48CoN4O16,C44H48CoN4O16,no,-6,-6,no,9,9,9,9,C[C@@]1(CC(=O)[O-])C2=[NH+]C(=C1CCC(=O)[O-])C[C@]1(C)N=C(CC3=N[C@H]([C@H](CC(=O)[O-])[C@@]3(C)CCC(=O)[O-])[C@]3(C)N([Co+])/C(=C\2)[C@@H](CCC(=O)[O-])[C@]3(C)CC(=O)[O-])C(CCC(=O)[O-])=C1CC(=O)[O-],C[C@@]1(CC(=O)[O-])C2=[NH+]C(=C1CCC(=O)[O-])C[C@]1(C)N=C(CC3=N[C@H]([C@H](CC(=O)[O-])[C@@]3(C)CCC(=O)[O-])[C@]3(C)[N]([Co+])/C(=C\2)[C@@H](CCC(=O)[O-])[C@]3(C)CC(=O)[O-])C(CCC(=O)[O-])=C1CC(=O)[O-]
cpd08375,canonicalization,C45H53CoN4O14,C45H53CoN4O14,no,-5,-5,no,9,9,10,10,CC1=C(CCC(=O)[O-])C2=N[C@@]1(C)CC1=C(CCC(=O)[O-])[C@](C)(CC(=O)[O-])C(=[NH+]1)/C(C)=C1/[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@](C)([C@@H]3N=C(C2C)[C@](C)(CCC(=O)[O-])[C@H]3CC(=O)[O-])N1[Co+],CC1=C(CCC(=O)[O-])C2=N[C@@]1(C)CC1=C(CCC(=O)[O-])[C@](C)(CC(=O)[O-])C(=[NH+]1)/C(C)=C1/[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@](C)([C@@H]3N=C(C2C)[C@](C)(CCC(=O)[O-])[C@H]3CC(=O)[O-])[N]1[Co+]
cpd08434,added,,C17H14O8,no,,0,no,,0,,0,,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC)c1O
cpd08438,canonicalization,H2O4V,H2O4V,no,-1,-1,no,0,0,0,0,O=[V]([O-])(O)O,[O]=[V]([O-])([OH])[OH]
cpd08629,canonicalization,C35H34MgN4O5,C35H34MgN4O5,no,0,0,no,4,4,5,5,C=CC1=C(C)C2=N/C1=C\c1c(C)c(C(O)CC(=O)OC)c3n1[Mg]n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C,C=CC1=C(C)C2=N/C1=C\c1c(C)c(C(O)CC(=O)OC)c3[n]1[Mg][n]1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C
cpd08630,canonicalization,C35H30MgN4O5,C35H30MgN4O5,no,-2,-2,no,4,4,5,5,C=CC1=C(C)C2=N/C1=C\c1c(C)c(C([O-])=CC(=O)OC)c3n1[Mg]n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C,C=CC1=C(C)C2=N/C1=C\c1c(C)c(C([O-])=CC(=O)OC)c3[n]1[Mg][n]1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C
cpd08631,canonicalization,C35H29MgN4O5,C35H29MgN4O5,no,-1,-1,no,5,5,5,5,C=CC1=C(C)C2=N/C1=C\c1c(C)c3c4n1[Mg]n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\4[C@@H](C(=O)OC)C3=O)C(CCC(=O)[O-])=C1C,C=CC1=C(C)C2=N/C1=C\c1c(C)c3c4[n]1[Mg][n]1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\4[C@@H](C(=O)OC)C3=O)C(CCC(=O)[O-])=C1C
cpd08632,canonicalization,C35H31MgN4O5,C35H31MgN4O5,no,-1,-1,no,7,7,7,7,C=CC1=C(C)C2=N/C1=C\c1c(C)c3c4n1[Mg]n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\4[C@@H](C(=O)OC)C3=O)[C@@H](CCC(=O)[O-])[C@@H]1C,C=CC1=C(C)C2=N/C1=C\c1c(C)c3c4[n]1[Mg][n]1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\4[C@@H](C(=O)OC)C3=O)[C@@H](CCC(=O)[O-])[C@@H]1C
cpd08648,canonicalization,C55H71MgN4O5,C55H71MgN4O5,no,1,1,no,10,10,10,10,C=CC1=C(C)C2=N/C1=C\c1c(C)c3c4n1[Mg]n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\4[C@@H](C(=O)OC)C3=O)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C,C=CC1=C(C)C2=N/C1=C\c1c(C)c3c4[n]1[Mg][n]1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\4[C@@H](C(=O)OC)C3=O)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C
cpd08649,connectivity_change,C55H75N4O6Zn,C55H75N4O6Zn,no,1,1,no,3,12,9,12,CCC1C2=Cc3c(C)c4c5n3[Zn]36n7c(cc(C(C)=O)c7C=C(C1C)N2~3)C=C1[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=C5C(C(=O)OC)C4=O)N1~6,CC[C@H]1/C2=C/c3c(C)c4c5[n]3[Zn][n]3/c(c(C)c(C(C)=O)/c3=C/C(=N2)[C@@H]1C)=C\C1=N/C(=C\5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]1C
cpd08704,canonicalization,AsNaO2,AsNaO2,no,0,0,no,0,0,1,1,O=[As]O[Na],O=[As][O-]~[Na+]
cpd08996,canonicalization,C3FeN3,C3FeN3,no,0,0,no,0,0,0,0,N#C[Fe](C#N)C#N,N#[C][Fe]([C]#N)[C]#N
cpd08997,canonicalization,C2FeN2,C2FeN2,no,0,0,no,0,0,0,0,N#C[Fe]C#N,N#[C][Fe][C]#N
cpd09263,added,,C27H24O18,no,,-2,no,,10,,10,,O=C([O-])[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)O[C@H](C(=O)[O-])[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd09264,added,,C16H12O8,no,,0,no,,0,,0,,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(O)c1O
cpd09323,canonicalization,C2H7N2O3Pt,C2H7N2O3Pt,no,1,1,no,0,0,1,1,N[Pt]1([NH3+])OCC(=O)O1,[NH2][Pt]1([NH3+])[O]CC(=O)[O]1
cpd09372,canonicalization,C6H8Ge2O7,C6H8Ge2O7,no,-2,-2,no,0,0,0,0,O=C([O-])CC[Ge](=O)O[Ge](=O)CCC(=O)[O-],O=C([O-])C[CH2][Ge](=[O])[O][Ge](=[O])[CH2]CC(=O)[O-]
cpd09375,canonicalization,H2BiN3O9,H2BiN3O9,no,0,0,no,0,0,0,0,O=[N+]([O-])O[Bi](ON(O)O)O[N+](=O)[O-],O=[N+]([O-])[O][Bi]([O]N(O)O)[O][N+](=O)[O-]
cpd09420,smiles_representation_change,Cl2Hg,Cl2Hg,no,0,0,no,0,0,0,0,Cl[Hg]Cl,[Cl-].[Cl-].[Hg+2]
cpd09730,canonicalization,H56Cl6N14O2Ru3,H56Cl6N14O2Ru3,no,18,18,no,0,0,0,0,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[Ru]O[Ru+10]O[Ru],[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[Ru][O][Ru+10][O][Ru]
cpd09981,canonicalization,C4H3ClHgO,C4H3ClHgO,no,0,0,no,0,0,0,0,Cl[Hg]c1ccco1,[Cl][Hg][c]1ccco1
cpd10112,canonicalization,C18H15ClSn,C18H15ClSn,no,0,0,no,0,0,0,0,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,[Cl][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1
cpd10918,canonicalization,C12H27ClSn,C12H27ClSn,no,0,0,no,0,0,0,0,CCCC[Sn](Cl)(CCCC)CCCC,CCC[CH2][Sn]([Cl])([CH2]CCC)[CH2]CCC
cpd10920,canonicalization,Cr2K2O7,Cr2K2O7,no,0,0,no,0,0,0,0,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].[K+].[K+],[K+].[K+].[O]=[Cr](=[O])([O-])[O][Cr](=[O])(=[O])[O-]
cpd10926,canonicalization,Cl3Sb,Cl3Sb,no,0,0,no,0,0,0,0,Cl[Sb](Cl)Cl,[Cl][Sb]([Cl])[Cl]
cpd11117,canonicalization,C6H10Hg2I2O2,C6H10Hg2I2O2,no,0,0,no,0,0,2,2,I[Hg]CC1COC(C[Hg]I)CO1,[I][Hg][CH2]C1COC([CH2][Hg][I])CO1
cpd11126,canonicalization,C60H78OSn2,C60H78OSn2,no,0,0,no,0,0,0,0,CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1,CC(C)([CH2][Sn]([CH2]C(C)(C)c1ccccc1)([CH2]C(C)(C)c1ccccc1)[O][Sn]([CH2]C(C)(C)c1ccccc1)([CH2]C(C)(C)c1ccccc1)[CH2]C(C)(C)c1ccccc1)c1ccccc1
cpd11145,canonicalization,MoNa2O4,MoNa2O4,no,0,0,no,0,0,0,0,O=[Mo](=O)([O-])[O-].[Na+].[Na+],[Na+].[Na+].[O]=[Mo](=[O])([O-])[O-]
cpd11312,canonicalization,C49H54FeN4O6,C49H54FeN4O6,no,-2,-2,no,6,6,7,7,C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C=O,C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3[n]1[Fe][n]1/c(c(C)c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C=O
cpd11313,canonicalization,C49H56FeN4O5,C49H56FeN4O5,no,-2,-2,no,6,6,7,7,C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C,C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3[n]1[Fe][n]1/c(c(C)c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C
cpd11574,canonicalization,MoO4,MoO4,no,-2,-2,no,0,0,0,0,O=[Mo](=O)([O-])[O-],[O]=[Mo](=[O])([O-])[O-]
cpd11595,canonicalization,CrO4,CrO4,no,-2,-2,no,0,0,0,0,O=[Cr](=O)([O-])[O-],[O]=[Cr](=[O])([O-])[O-]
cpd11598,canonicalization,H3O3Sb,H3O3Sb,no,0,0,no,0,0,0,0,O[Sb](O)O,[OH][Sb]([OH])[OH]
