cpd_id	conflict_type	reason	pubchem_cid	stored_inchikey	pubchem_inchikey
cpd07880	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 2)	36324	QXAITBQSYVNQDR-ZIOPAAQOSA-P	QXAITBQSYVNQDR-UHFFFAOYSA-N
cpd07911	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 4)	365489	KPPSNIXPCINDBZ-HFLBTKGNSA-N	KPPSNIXPCINDBZ-UHFFFAOYSA-N
cpd07912	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 4)	365489	KPPSNIXPCINDBZ-ZVBOOHQUSA-N	KPPSNIXPCINDBZ-UHFFFAOYSA-N
cpd07924	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C10H15N3O14P3, pubchem=C10H14O) — requires manual review	7531	DLHNIFPAUZVLLA-XLPZGREQSA-K	RIWRBSMFKVOJMN-UHFFFAOYSA-N
cpd08004	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C12H9Cl2N2O2, pubchem=C11H6F3NO3) — requires manual review	68459	XLDXIMZNPPNBFA-UHFFFAOYSA-M	BIRIVPOTERXIOW-UHFFFAOYSA-N
cpd08052	MISMATCH	MISMATCH: IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator) — requires manual review	13806	XFKVYXCRNATCOO-UHFFFAOYSA-M	VYXSBFYARXAAKO-UHFFFAOYSA-N
cpd08063	MISMATCH	MISMATCH: IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator) — requires manual review	65217	TUFFYSFVSYUHPA-UHFFFAOYSA-M	MYFATKRONKHHQL-UHFFFAOYSA-N
cpd08069	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C131H235N39O31, pubchem=C10H12N2O4) — requires manual review	2877953	VDXZNPDIRNWWCW-UHFFFAOYSA-T	XZWVZJDHIDYKPB-UHFFFAOYSA-N
cpd08135	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C13H6Cl4NO2, pubchem=C5H10Cl2Si) — requires manual review	75475	BDOBMVIEWHZYDL-UHFFFAOYSA-M	KPYXTYWOSWVJBL-UHFFFAOYSA-N
cpd08209	XREF_CONFLICT			XGNKMQBCAVIQOR-IHWYPQMZSA-M	
cpd08216	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C25H37NO6S, pubchem=C8H8O2) — requires manual review	81564	BGGYAYMMFYBWEX-PJEAHERNSA-L	GHPODDMCSOYWNE-UHFFFAOYSA-N
cpd08221	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C30H47N3O10S, pubchem=C9H18O3) — requires manual review	12943849	HXBAELAEMDXAJM-YBEJBUJJSA-L	XQTIFSCLEWPKCF-SSDOTTSWSA-N
cpd08291	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C43H44ClN3O12, pubchem=C7H7NO5S) — requires manual review	8458	WNILXTVROMRWPH-YJESNTBUSA-P	ZDTXQHVBLWYPHS-UHFFFAOYSA-N
cpd08293	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C43H46ClN3O12, pubchem=C11H11NO3) — requires manual review	709625	BOJUNPZGRNCNTI-JJYLQHECSA-P	YAADMLWHGMUGQL-VOTSOKGWSA-N
cpd08297	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C32H39N8O20P3S, pubchem=C15H12N2) — requires manual review	69588	TWUWGOHYNMKFRS-QLBVCIFUSA-J	CPHGOBGXZQKCKI-UHFFFAOYSA-N
cpd08341	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (20 vs 22)	11320601	YKSIHFDRGQQOCJ-FFZQLSOYSA-N	YKSIHFDRGQQOCJ-NSPRRIPUSA-N
cpd08361	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (4 vs 6)	25201153	UPHPWXPNZIOZJL-KXXVROSKSA-B	UPHPWXPNZIOZJL-UYSNGIAKSA-A
cpd08369	XREF_CONFLICT			KTPLCQZQLKZXTI-LPFAUARPSA-G	
cpd08370	XREF_CONFLICT			CEUAMGIFALVCDB-QTESGACZSA-G	
cpd08427	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C33H60N5O9, pubchem=C6H5ClN2O2) — requires manual review	345364	QNPQJKICJQEMBY-DAOOESDTSA-M	HWZUMEVIIGNXGM-UHFFFAOYSA-N
cpd08438	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=O4V, pubchem=C5H12O3S2) — requires manual review	22931856	CTCUHZQONANKCN-UHFFFAOYSA-N	JJRYDZAYWWFTQA-UHFFFAOYSA-N
cpd08441	XREF_CONFLICT			ZQHDSLZHMAUUQK-ZTYGKHTCSA-L	
cpd08454	XREF_CONFLICT			HOPZWKBQZZDSHF-JOYGSARASA-O	
cpd08472	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: stereo_inversion: 9 of 10 shared stereocenters have different configuration	443342	JNNGEAWILNVFFD-QXYRDGMJSA-M	JNNGEAWILNVFFD-DXNVVGTLSA-N
cpd08486	XREF_CONFLICT			DZRPPMHBDFQTRM-GKTZRJCYSA-O	
cpd08489	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C21H25N2O4, pubchem=C10H13NO) — requires manual review	735802	MCYFKSAEMZYBPP-YGNUYKAGSA-O	PAVMRYVMZLANOQ-MRVPVSSYSA-N
cpd08490	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	11953961	WQHITQXKXQBIPT-YGNUYKAGSA-N	ALAYFJAHDKALQW-AXHNFQJDSA-O
cpd08501	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C11H14ClN2, pubchem=C8H6N2O) — requires manual review	255799	NLPRAJRHRHZCQQ-XVBQNVSMSA-O	UFMBERDMCRCVSM-UHFFFAOYSA-N
cpd08531	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 2)	123697	ACZWIDANLCXHBM-SKBLSWPDSA-L	ACZWIDANLCXHBM-UHFFFAOYSA-N
cpd08546	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C24H21N5O6, pubchem=C17H21FO4) — requires manual review	11141358	LTKHPMDRMUCUEB-IBGZPJMESA-L	CYELPLPLQCGHEV-JLHYYAGUSA-N
cpd08573	MISMATCH	MISMATCH: IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator) — requires manual review	443398	CUVRQWZAXXYGOG-LBPRGKRZSA-O	HHRNQOGXBRYCHF-LBPRGKRZSA-N
cpd08597	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (7 vs 8)	644209	CAHCBJPUTCKATP-NNFUYEGGSA-O	CAHCBJPUTCKATP-FAWZKKEFSA-N
cpd08600	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C19H27Cl2N2O, pubchem=C5H5ClN2) — requires manual review	581796	VQLPLYSROCPWFF-QZTJIDSGSA-O	MVAXKFAQKTWRAH-UHFFFAOYSA-N
cpd08629	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 4)	443425	MVCDIAGKFJFPBB-JXBSUKTBSA-L	MVCDIAGKFJFPBB-UHFFFAOYSA-M
cpd08631	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (1 vs 5)	443429	YXBIPIDDNARELO-KKNVGXODSA-K	YXBIPIDDNARELO-JSSVAETHSA-L
cpd08654	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (8 vs 9)	443449	XNBWKKYPKJHUKD-AXLMTQBOSA-M	XNBWKKYPKJHUKD-JXHFLFEZSA-N
cpd08664	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (6 vs 7)	443459	NJHXRWOUQCGQAV-PKZSZHAESA-M	NJHXRWOUQCGQAV-MMZROTCTSA-N
cpd08742	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C31H46N7O17P3S, pubchem=C11H13BrO4) — requires manual review	285845	MPYXOYHSKAAPLW-AVJOVGNRSA-J	SJTJBIRPIITRRT-UHFFFAOYSA-N
cpd08744	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C31H48N7O18P3S, pubchem=C3H9O3PS) — requires manual review	9039	LQMGDAUBYDSVAK-VEQIRKQXSA-J	WTUNGUOZHBRADH-UHFFFAOYSA-N
cpd08745	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C31H46N7O18P3S, pubchem=C17H20O) — requires manual review	89144	ZDNHBFFDLIHLER-GIOVMEBGSA-J	OKFOGGVYBGIWSE-UHFFFAOYSA-N
cpd08801	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C42H65N5O21S, pubchem=C15H14O2) — requires manual review	252568	LGBOBVYRTQDYBA-ZUGGQKJLSA-L	UEKKNMHEJIWKDR-UHFFFAOYSA-N
cpd08805	MISMATCH	MISMATCH: IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator) — requires manual review	54704423	CTFJMTPWQZXWGH-ISIOAQNYSA-N	HZACOPMRVHUEFI-ISIOAQNYSA-N
cpd08806	XREF_CONFLICT			FPZLLRFZJZRHSY-HJYUBDRYSA-O	
cpd08808	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: stereo_inversion: 1 of 22 shared stereocenters have different configuration	91825621	XJHXLMVKYIVZTE-QNFIFJGWSA-P	XJHXLMVKYIVZTE-LOALFDMRSA-P
cpd08826	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C79H85Cl3N9O24, pubchem=C3H11NO6P2) — requires manual review	4368807	NUGCUVZKRIIKBF-UADAONDISA-O	PCTMREJZUSEOQD-UHFFFAOYSA-N
cpd08827	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: stereo_inversion: 1 of 17 shared stereocenters have different configuration	16152970	AAPHCFFPXJQKHX-GLHDJCOUSA-O	AAPHCFFPXJQKHX-XDMXBEBWSA-N
cpd08832	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C66H88N13O13, pubchem=C15H16O4) — requires manual review	15101860	GSXRBRIWJGAPDU-BBVRJQLQSA-O	GVOBJKJXYACWHR-UHFFFAOYSA-N
cpd08833	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C72H109N12O20, pubchem=C13H12O3) — requires manual review	12747545	CUOJDWBMJMRDHN-VIHUIGFUSA-M	RDOFXDKHPHWUQW-UHFFFAOYSA-N
cpd08838	MISMATCH	MISMATCH: IGNORE:metal_representation_diff (metal coordination or charge representation differs) — requires manual review	56928075	CYGWTJMCJJCQOD-YIQDADEHSA-M	UFQXFJJSBICVNO-BMSLWYEYSA-N
cpd08858	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C47H66O13, pubchem=C13H16O3) — requires manual review	98283	IOBYJKGBKZPFPF-HECGZWQHSA-N	WFLUEQCOAQCQLP-UHFFFAOYSA-N
cpd08861	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C20H25N2O, pubchem=C8H9NO3) — requires manual review	69308	VBEQZFNVRMPLSM-DTIPLSSUSA-O	LFOLBPDHVGDKGJ-UHFFFAOYSA-N
cpd08874	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C14H11O4, pubchem=C11H15BClNO2) — requires manual review	12067060	DDJMTYQKHHPPOP-QPJJXVBHSA-M	XFZFMAUUZHBQSS-UHFFFAOYSA-N
cpd08887	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	55977	DQGOJKVIMNNGAH-UHFFFAOYSA-N	RWJXTYSZCDAMCD-UHFFFAOYSA-N
cpd08899	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C15H11N2O3, pubchem=C28H32BN3O4S) — requires manual review	49759079	OWDPOEGUZYTAJW-MRVPVSSYSA-M	KMPFYNPZTKSJHQ-UHFFFAOYSA-N
cpd08912	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C57H59O34, pubchem=C6H3ClFI) — requires manual review	2736563	SXQVVJLKKXCRRI-BPHWPHSASA-M	VNMRRTIDEYNZOV-UHFFFAOYSA-N
cpd08913	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C60H60O37, pubchem=C8H6ClN) — requires manual review	87110	OEWULMGIAMZUKA-WQGAUDPLSA-L	MYTGFBZJLDLWQG-UHFFFAOYSA-N
cpd08915	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C58H56O36, pubchem=C9H7ClN2O) — requires manual review	11183174	CIEYYIPVFQMNPA-YGPFERFGSA-L	MREJJMASIQVOTH-UHFFFAOYSA-N
cpd08919	XREF_CONFLICT			NVBLGZSVOCZYSB-GQUPQBGVSA-N	
cpd08920	XREF_CONFLICT			FOTVSBOQCPDUFW-PEVLUNPASA-N	
cpd08922	XREF_CONFLICT			CLRPHHQWISAVTG-OXUVVOBNSA-N	
cpd08923	XREF_CONFLICT			UVVASRPYKPUSTA-OUUKCGNVSA-N	
cpd08931	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C29H39O6, pubchem=C14H17NO3) — requires manual review	2890	BXPDHYNAAYOQOQ-XBBODHJJSA-M	LJUNPHMOGNFFOS-UHFFFAOYSA-N
cpd08932	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: stereo_inversion: 1 of 17 shared stereocenters have different configuration	5282079	WKTLNJXZVDLRTJ-NVMPMOQHSA-N	WKTLNJXZVDLRTJ-QRRXZRELSA-N
cpd08945	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (4 vs 5)	443670	KWAOMPWGIIXDPH-LTTZEQNMSA-O	KWAOMPWGIIXDPH-MVWHLILJSA-N
cpd08950	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C19H24NO6, pubchem=C18H18N2O3) — requires manual review	24898515	DTTIPGMCFAKXCP-UAFONNFLSA-O	AYNDDJMEHBUOGI-UHFFFAOYSA-N
cpd08952	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C20H24NO6, pubchem=C10H12O3) — requires manual review	245987	IUKYXZADSGGCJJ-UJXPUUNTSA-O	XWAVPOFYNPXXEL-UHFFFAOYSA-N
cpd08956	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C35H47NO10, pubchem=C12H11NO) — requires manual review	11816284	MHOUUNHTVCQAIF-HRFOQIDISA-N	WOLBUCVAZJNGTL-UHFFFAOYSA-N
cpd08970	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C17H20NO4, pubchem=C8H6ClN) — requires manual review	142742	VLDOBKJPRUQEEC-FVQBIDKESA-O	ZZAJFWXXFZTTLH-UHFFFAOYSA-N
cpd09019	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C23H28NO8, pubchem=C8H11ClSi) — requires manual review	13029	FBWQZJWDTGIERI-MIYFKOFASA-O	KWYZNESIGBQHJK-UHFFFAOYSA-N
cpd09025	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C35H44NO10, pubchem=C11H20O4) — requires manual review	15511556	DWSNNJANRGBGNU-SMGNAMCTSA-M	MCHRBOFYIGYFPP-VIFPVBQESA-N
cpd09104	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C26H36NO6, pubchem=C29H37NO2) — requires manual review	15434420	QQRXJJYMLPMZPS-FOBKFMRFSA-N	GVKBRMPULOEHLO-HHHXNRCGSA-N
cpd09106	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C26H32NO4, pubchem=C10H12O3) — requires manual review	13688462	WTGMKSGYOMOVSY-FNBVWYOKSA-M	WOAXKTCKJQSLCB-UHFFFAOYSA-N
cpd09111	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C26H32NO4, pubchem=C9H9ClO4) — requires manual review	22883	BHQAJMGEYYHIGV-JKSUJKDBSA-O	ZJRUTGDCLVIVRD-UHFFFAOYSA-N
cpd09132	XREF_CONFLICT			XCIQCJDABRSRPD-DWSZVYAXSA-N	
cpd09133	MISMATCH	MISMATCH: IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator) — requires manual review	129395	FVBONYMGQSELGJ-JUKGBBNCSA-N	QSPIPUXWSNFXCK-AGILITTLSA-N
cpd09134	MISMATCH	MISMATCH: IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator) — requires manual review	10009567	VEGRBTMPAZLYSO-JLPOCNGGSA-N	OYEXGNNKRQPUBW-FJYHMNRNSA-N
cpd09139	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C40H49O18, pubchem=C5H5ClN2O) — requires manual review	74403	AASZIVFAOBUOTM-QGYAIUEGSA-M	XBJLKXOOHLLTPG-UHFFFAOYSA-N
cpd09146	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C18H9N2O4, pubchem=C22H25F2N3O2S) — requires manual review	67214570	HQBBWGCZACJJJB-UHFFFAOYSA-M	RKTAZGBNWGMPHR-UHFFFAOYSA-N
cpd09168	XREF_CONFLICT			QDTWEFYUJUHTQY-UHFFFAOYSA-L	
cpd09172	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C21H16O7, pubchem=C36H39ClN2O3S) — requires manual review	20084246	IHAACFJGQDINAI-UHFFFAOYSA-L	LGPVYVUYKWUSAV-UHFFFAOYSA-N
cpd09173	XREF_CONFLICT			WTCFRKORYWVLAQ-UHFFFAOYSA-L	
cpd09174	XREF_CONFLICT			BQJNFNNZXWQNOB-UHFFFAOYSA-M	
cpd09192	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C8H16NO, pubchem=C6H4ClNO2) — requires manual review	79222	LOFDEIYZIAVXHE-YUMQZZPRSA-O	UAWMVMPAYRWUFX-UHFFFAOYSA-N
cpd09201	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C30H46N8O18P3S, pubchem=C9H14O3) — requires manual review	95448	LWFFRRDSDGEAQK-ZSCOKQQMSA-K	IXKFNTFJUHTDNE-UHFFFAOYSA-N
cpd09213	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C9H5ClNO4, pubchem=C7H10O3) — requires manual review	10130016	IUKNBHUPGHNINH-UHFFFAOYSA-M	RIJWDPRXCXJDPK-UHFFFAOYSA-N
cpd09215	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C28H29ClNO10, pubchem=C6H3N3O2) — requires manual review	568650	PVBGAGFRLSUWAK-CXTNQITHSA-M	ONDDYTHSSNTDLR-UHFFFAOYSA-N
cpd09216	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C29H31ClNO10, pubchem=C13H7Cl2NO) — requires manual review	13000268	FLWNVTUDIWPFJL-ZJTSJXPUSA-M	REOFTPBYJKJOPQ-UHFFFAOYSA-N
cpd09221	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C17H12N2O7, pubchem=C18H24N2O3) — requires manual review	53485924	DBCRBUVJYHSJEQ-UHFFFAOYSA-L	SGZSHVUSFGUOCM-UHFFFAOYSA-N
cpd09222	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C27H19N3O10, pubchem=C14H14ClNO) — requires manual review	102944	KUACUXAJPDYURP-UHFFFAOYSA-L	SIGGISMALGOPAO-UHFFFAOYSA-N
cpd09223	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C43H47N3O18, pubchem=C17H19ClN2OS) — requires manual review	15818794	MDWKFXALIRELND-UYUGCTTCSA-L	PSQXUHVOOSIWTL-UHFFFAOYSA-N
cpd09230	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (1 vs 3)	5311309	OELFLUMRDSZNSF-BRWVUGGUSA-M	OELFLUMRDSZNSF-OFLPRAFFSA-N
cpd09255	XREF_CONFLICT			UFMCZIKUXUBKOL-SDRUEKIVSA-L	
cpd09261	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C27H29O15, pubchem=C9H8ClN3) — requires manual review	3820802	SHPPXMGVUDNKLV-KMFFXDMSSA-M	HLKDVENNWRMMOS-UHFFFAOYSA-N
cpd09275	XREF_CONFLICT			PJLJEKUBOITBPI-ASZXTAQUSA-N	
cpd09285	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C25H32NaO8, pubchem=C20H31NO3) — requires manual review	122706677	HLHQSPQPHMOTMP-FKIWUUNWSA-M	ZIJOERJCUZAWQB-HIQFOQTISA-N
cpd09337	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C54H72N8O25, pubchem=C21H26N2O2) — requires manual review	23584250	SXUHAXWFSQWHCG-DPLGGHQZSA-N	OEENWGJJSQGRID-UHFFFAOYSA-N
cpd09366	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C22H24ClN2O9, pubchem=C13H11FO3S) — requires manual review	12535076	UBDNTYUBJLXUNN-IFLJXUKPSA-M	MRHDJDZJOOZLDD-UHFFFAOYSA-N
cpd09375	MISMATCH	MISMATCH: IGNORE:metal_representation_diff (metal coordination or charge representation differs) — requires manual review	16683874	AMJXSDJRYOAQME-UHFFFAOYSA-N	HWSISDHAHRVNMT-UHFFFAOYSA-N
cpd09394	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: stereo_inversion: 1 of 35 shared stereocenters have different configuration	444041	WHGYBXFWUBPSRW-OMSKNMJKSA-N	WHGYBXFWUBPSRW-FOUAGVGXSA-N
cpd09421	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C14H21N4O9P2S, pubchem=C10H12Cl2) — requires manual review	23557572	IVZLQSNMVFZOLQ-UHFFFAOYSA-M	ZFHLUUHAMWNEJI-UHFFFAOYSA-N
cpd09456	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C29H31ClN3O9S, pubchem=C9H8O2) — requires manual review	68110	HYYMPXVEPSKZOU-SPIKMXEPSA-K	MSTDXOZUKAQDRL-UHFFFAOYSA-N
cpd09471	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: stereo_inversion: 1 of 18 shared stereocenters have different configuration	16152170	SUFIXUDUKRJOBH-WTFWTRATSA-M	SUFIXUDUKRJOBH-JSMFNTJWSA-N
cpd09500	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (2 vs 3)	656665	ZNRGQMMCGHDTEI-ITGUQSILSA-O	ZNRGQMMCGHDTEI-FUNVUKJBSA-N
cpd09574	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 1)	4881	PNFZSRRRZNXSMF-WUKNDPDISA-I	PNFZSRRRZNXSMF-UHFFFAOYSA-N
cpd09579	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C31H43N2O6, pubchem=C8H8ClNO3) — requires manual review	12829011	ISNYUQWBWALXEY-KQSRDXMQSA-O	GQIGLHVYCRDEFF-UHFFFAOYSA-N
cpd09584	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C10H19N7O4, pubchem=C9H9N3) — requires manual review	2735399	RPQXVSUAYFXFJA-HGRQIUPRSA-P	WGZDTRWVJYXEFO-UHFFFAOYSA-N
cpd09601	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C23H29ClN5O3, pubchem=C9H5ClFN3) — requires manual review	640536	MREBEPTUUMTTIA-PCLIKHOPSA-O	FDEAZDLUUDWXIE-UHFFFAOYSA-N
cpd09613	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C18H33O3, pubchem=C6H11BrO2) — requires manual review	520656	PVMIAUUBHIBDJY-DLBZAZTESA-M	WMDHQEHPOVOEOG-UHFFFAOYSA-N
cpd09638	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C22H33O5, pubchem=C12H16ClNO4) — requires manual review	2734261	XAFFULPVQSAGOV-GSPMAKDWSA-M	ROWPWZMWICGKBY-FVGYRXGTSA-N
cpd09656	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	656759	HHZWHXHTVABHTP-UHFFFAOYSA-N	YMEXYIFTFLKKQK-UHFFFAOYSA-N
cpd09666	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (0 vs 1)	656767	MMGAVKCAGQCFHS-XDOYNYLZSA-O	MMGAVKCAGQCFHS-UHFFFAOYSA-N
cpd09697	STEREO_DIFF_REJECTED	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (6 vs 7)	71296231	PDLAMJKMOKWLAJ-NSQTWWIKSA-M	PDLAMJKMOKWLAJ-ZNHRTHKOSA-M
cpd09699	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C37H70O11P2, pubchem=C6H6Cl2N2) — requires manual review	11860	KGPOTEGAEDLRDC-ZCXUNETKSA-L	HQCHAOKWWKLXQH-UHFFFAOYSA-N
cpd09706	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C32H59NO11P, pubchem=C9H13N) — requires manual review	73844	URBBRAZIPCKXJD-GHVJWSGMSA-M	RLIPQCDHACHPJW-UHFFFAOYSA-N
cpd09707	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C32H57NO11P, pubchem=C6HBr3Cl2) — requires manual review	643342	PEZXEQJZQAVYCZ-GHVJWSGMSA-M	VMDXHIDUWUOGDU-UHFFFAOYSA-N
cpd09712	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C52H96N2O20P2, pubchem=C7H4Cl2F3NO) — requires manual review	688247	GOWLTLODGKPXMN-MWJFIXGVSA-J	FKISQWQHZULEEG-UHFFFAOYSA-N
cpd09732	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C63H121N2O21P, pubchem=C7H5F3N2O) — requires manual review	6425058	NOMMSPDMDKUROE-YIMSBROXSA-N	PNXJWEQRIVLWBG-UHFFFAOYSA-N
cpd09735	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C17H31O3, pubchem=C20H26N4O5S) — requires manual review	65713	KGJRSNOTKLROQM-QXMHVHEDSA-M	GZKDXUIWCNCNBJ-UHFFFAOYSA-N
cpd09777	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C38H64NO14, pubchem=C11H12O3) — requires manual review	2799640	CQSPEFZMAFYKML-RQWHEHCQSA-O	YCJSSCAQCRQQJT-UHFFFAOYSA-N
cpd09824	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C32H32BrN2O2, pubchem=C8H17NO2) — requires manual review	1615251	QUIJNHUBAXPXFS-XLJNKUFUSA-O	AKVBCGQVQXPRLD-SSDOTTSWSA-N
cpd09825	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C23H31N4O4S2, pubchem=C19H24IN3) — requires manual review	13620386	UFOXIKRFTOAYEM-UHFFFAOYSA-O	RZMYMHBVAQVDTA-UHFFFAOYSA-M
