K10046	rxn07488	rxn07487	rxn31753
K10047	rxn33628	rxn30897	rxn28001	rxn28169
K22026	rxn32633	rxn19878	rxn00365
K11381	rxn35554	rxn07435	rxn30541	rxn35553	rxn35551	rxn35549	rxn31250	rxn07433	rxn06031
K11389	rxn07191
K11358	rxn32253	rxn38254	rxn37937	rxn30355	rxn33740	rxn33295	rxn34671
K10027	rxn16538	rxn06792	rxn31261	rxn16537	rxn31452
K22002	rxn01606
K22003	rxn01606
K12694	rxn04106
K09065	rxn05012
K12693	rxn15432
K12696	rxn17095
K12695	rxn15420	rxn04112
K12692	rxn15429
K12698	rxn02311
K12697	rxn04088
K12699	rxn04101
K22013	rxn35377	rxn31902
K22011	rxn37661
K12661	rxn02676
K12660	rxn01619
K13990	rxn02283	rxn01654	rxn01641
K09011	rxn31994
K11337	rxn15925
K11334	rxn15923	rxn15930
K12665	rxn11902	rxn11900
K11333	rxn15923	rxn15930
K12664	rxn11902	rxn11900
K13998	rxn12649	rxn01601	rxn30104	rxn14120	rxn01602	rxn32434	rxn32556
K11336	rxn15924	rxn15929
K13995	rxn02523
K11335	rxn15923	rxn15930
K00672	rxn02431
K00673	rxn33032
K09007	rxn03174	rxn03421	rxn00302	rxn03419
K00678	rxn11897	rxn11899
K00679	rxn06901
K00677	rxn06729
K00674	rxn03031
K10011	rxn07473	rxn07475
K12674	rxn03764
K10012	rxn07476
K12673	rxn03762
K12676	rxn03658
K12675	rxn03763	rxn03766	rxn03765
K12677	rxn14321
K00660	rxn31420	rxn31540	rxn31541	rxn31514	rxn31542
K00669	rxn02084
K00667	rxn38482	rxn31257	rxn38489	rxn31276	rxn38490	rxn31255	rxn38485	rxn37965	rxn31254	rxn38492	rxn38487	rxn38486	rxn31256	rxn38484
K00668	rxn38489	rxn34718	rxn31323	rxn30156	rxn31887	rxn31322	rxn31225	rxn31324	rxn34716	rxn31321	rxn31325	rxn31326	rxn34710	rxn30116	rxn31327	rxn34709	rxn37889	rxn34717
K00665	rxn31887	rxn31276	rxn08434	rxn34716	rxn34710	rxn37965	rxn38492	rxn37889	rxn31256	rxn34718	rxn31323	rxn38490	rxn31328	rxn31326	rxn31254	rxn38487	rxn34717	rxn30156	rxn38486	rxn31257	rxn31322	rxn31255	rxn31225	rxn31327	rxn34709	rxn38482	rxn31324	rxn38485	rxn31321	rxn31325	rxn30116	rxn38484
K00664	rxn05875
K12640	rxn07289	rxn30826	rxn07283	rxn07303	rxn14166	rxn14110	rxn07288	rxn07284
K12643	rxn00725
K11311	rxn00594	rxn00595
K12645	rxn15821	rxn15823	rxn15822	rxn14215	rxn15824
K12644	rxn05016
K00694	rxn31840
K00695	rxn33446
K00692	rxn06618
K00693	rxn05800
K00690	rxn00577
K00691	rxn15222
K00698	rxn06153
K00699	rxn01697	rxn02078	rxn04909	rxn16264	rxn15770	rxn01812	rxn03024	rxn03202	rxn14014	rxn03026	rxn11787	rxn02217	rxn11789	rxn03025	rxn16263	rxn16265	rxn01721	rxn11790	rxn11791	rxn01795
K00696	rxn15062
K00697	rxn35505
K09020	rxn16794	rxn16826
K09021	rxn16828
K13980	rxn32682	rxn11834	rxn11838	rxn38034	rxn05871	rxn38318	rxn11809	rxn32074
K09024	rxn16776
K09023	rxn16829
K12658	rxn02360
K12657	rxn38123	rxn34567
K13988	rxn28560
K12659	rxn30339	rxn30332
K13987	rxn28560
K00684	rxn06491
K00681	rxn11997	rxn02791	rxn05952	rxn31443	rxn06817	rxn06025	rxn33431	rxn31675
K00682	rxn01981	rxn06472
K09018	rxn16776
K00689	rxn15569	rxn06050
K00688	rxn31426
K00685	rxn11996
K09019	rxn16149
K22093	rxn06501	rxn03211
K22086	rxn05869
K22085	rxn05869
K22084	rxn05869
K22083	rxn01160
K22089	rxn25080	rxn03218	rxn27287	rxn25081
K22087	rxn05869
K22099	rxn30129	rxn15454	rxn19488
K22064	rxn14215
K22065	rxn01661
K22082	rxn01160
K22081	rxn01160
K11395	rxn32050	rxn00783	rxn03884
K11391	rxn07214
K11394	rxn06358
K22049	rxn07447
K22050	rxn04019
K01909	rxn05996
K01908	rxn28089	rxn35418	rxn35424
K01907	rxn00988
K01906	rxn02296
K01905	rxn31758	rxn00669
K01904	rxn01613	rxn33556	rxn33659	rxn33539	rxn01427	rxn33619
K01903	rxn28991	rxn30152
K01902	rxn28991	rxn30152
K01900	rxn33785	rxn27228
K13950	rxn20499
K00639	rxn35211
K01969	rxn27997
K13953	rxn32682	rxn14089	rxn11834	rxn11838	rxn38034	rxn31891	rxn34308	rxn05871	rxn38318	rxn11809	rxn04726	rxn32074
K13954	rxn14089	rxn38034	rxn31891	rxn34308	rxn05871	rxn38318	rxn04726
K13951	rxn32682	rxn11834	rxn11838	rxn38034	rxn05871	rxn38318	rxn11809	rxn32074
K13952	rxn32682	rxn11834	rxn11838	rxn38034	rxn05871	rxn38318	rxn11809	rxn32074
K01960	rxn28116
K12629	rxn06949
K12628	rxn03938
K01968	rxn27997
K00637	rxn06002
K00634	rxn00871
K01966	rxn20619
K00635	rxn06145
K01965	rxn20619
K00632	rxn00598	rxn07689	rxn03128	rxn19982	rxn19980	rxn19979	rxn07681	rxn07884	rxn03866	rxn19989	rxn19986	rxn33120	rxn07685	rxn07880	rxn19988	rxn33363
K01964	rxn20619	rxn38011
K01963	rxn38011	rxn34705
K00630	rxn05901	rxn14401
K01962	rxn38011	rxn34705
K00631	rxn05901	rxn14401
K01961	rxn34708	rxn38011
K12630	rxn03940
K00629	rxn05901	rxn14401
K00627	rxn30418	rxn38077
K01959	rxn28116
K00628	rxn01773
K01958	rxn28116
K12636	rxn25582
K12635	rxn03946
K12638	rxn21914	rxn11688	rxn07275	rxn21915	rxn31531	rxn32219
K12637	rxn21914	rxn11688	rxn07275	rxn21915	rxn31531	rxn32219
K13967	rxn01951	rxn01506
K12632	rxn03942
K12631	rxn06950
K12634	rxn03945
K12633	rxn03943	rxn03944
K00625	rxn28107	rxn34298
K00626	rxn31210	rxn19980
K01956	rxn38060	rxn01016	rxn30680
K00623	rxn00753
K01955	rxn38060	rxn01016	rxn30680
K00624	rxn19260
K01954	rxn38060	rxn01016	rxn30680
K00621	rxn33205
K01953	rxn38046
K00622	rxn11778	rxn07730	rxn07826	rxn11776
K01952	rxn32174
K01951	rxn27919	rxn11772	rxn38134
K00620	rxn38121	rxn33610
K01950	rxn33083
K13935	rxn30156
K13930	rxn09320
K00650	rxn15302
K00651	rxn33981	rxn01303
K13939	rxn30396	rxn30380	rxn30369	rxn30368
K13937	rxn38115	rxn19018
K13938	rxn32434	rxn30104
K00658	rxn17745	rxn31236	rxn31235
K00659	rxn19858	rxn25892	rxn14193	rxn25846
K00656	rxn34258	rxn35425
K01988	rxn02491
K00657	rxn00855
K00654	rxn27107
K00655	rxn06140	rxn14402
K00652	rxn02297
K00649	rxn05919
K13942	rxn06696
K13940	rxn30396	rxn30368
K13941	rxn30396	rxn30380	rxn30369
K01971	rxn15042
K00640	rxn27109
