ModelSEED ID	External ID	Source
rxn00023	Thiosulfate:ferricytochrome-c oxidoreductase	name
rxn00023	thiosulfate:ferricytochrome-c oxidoreductase	name
rxn00024	1,2-Benzenediol:oxygen oxidoreductase	name
rxn00025	beta-Carotene:oxygen 15,15'-oxidoreductase (bond-cleaving)	name
rxn00025	beta-carotene 15,15'-dioxygenase, carotene dioxygenase	name
rxn00025	beta-carotene 15,15'-monooxygenase	name
rxn00025	beta-carotene:oxygen 15,15'-oxidoreductase (bond-cleaving)	name
rxn00025	carotene 15,15'-dioxygenase	name
rxn00026	thiamine:oxygen 5-oxidoreductase	name
rxn00027	Cyclobutadipyrimidine (in DNA) pyrimidine-lyase	name
rxn00028	AA oxidase	name
rxn00028	AAO	name
rxn00028	L-ASCORBATE-OXIDASE-RXN	name
rxn00028	L-Ascorbate:oxygen oxidoreductase	name
rxn00028	L-ascorbate oxidase	name
rxn00028	L-ascorbate:O2 oxidoreductase	name
rxn00028	L-ascorbate:oxygen oxidoreductase	name
rxn00028	L-ascorbic acid oxidase	name
rxn00028	ascorbase	name
rxn00028	ascorbate dehydrogenase	name
rxn00028	ascorbate oxidase	name
rxn00028	ascorbic acid oxidase	name
rxn00028	ascorbic oxidase	name
rxn00029	5-Aminolevulinate hydro-lyase(adding 5-aminolevulinate and	name
rxn00029	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing)	name
rxn00029	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing, porphobilinogen-forming)	name
rxn00029	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	name
rxn00029	5-levulinic acid dehydratase	name
rxn00029	PORPHOBILSYNTH-RXN	name
rxn00029	PPBNGS	name
rxn00029	Porphobilinogen synthase	name
rxn00029	aminolevulinate dehydratase	name
rxn00029	aminolevulinic dehydratase	name
rxn00029	cyclizing)	name
rxn00029	delta-aminolevulinate dehydratase	name
rxn00029	delta-aminolevulinic acid dehydrase	name
rxn00029	delta-aminolevulinic acid dehydratase	name
rxn00029	delta-aminolevulinic dehydratase	name
rxn00029	porphobilinogen synthase	name
rxn00029	porphobilinogensynthase	name
rxn00030	4-Hydroxy-3-hexanone propanal-lyase	name
rxn00030	4-hydroxy-3-hexanone aldolase	name
rxn00030	4-hydroxy-3-hexanone propanal-lyase	name
rxn00030	4-hydroxy-3-hexanone propanal-lyase (propanal-forming)	name
rxn00030	propioin synthase	name
rxn00031	Raffinose:raffinose alpha-D-galactosyltransferase	name
rxn00031	raffinose (raffinose donor) galactosyltransferase	name
rxn00031	raffinose-raffinose alpha-galactosyltransferase	name
rxn00031	raffinose-raffinose alpha-galactotransferase	name
rxn00031	raffinose:raffinose 1F-alpha-D-galactosyltransferase	name
rxn00031	raffinose:raffinose alpha-D-galactosyltransferase	name
rxn00031	raffinose:raffinose alpha-galactosyltransferase	name
rxn00032	Choline:oxygen 1-oxidoreductase	name
rxn00033	4-Hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	name
rxn00033	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	name
rxn00034	(alpha-beta-bond-cleaving)	name
rxn00034	1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase	name
rxn00034	1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase (alpha-beta-bond-cleaving)	name
rxn00034	1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase (alphabeta-bond-cleaving)	name
rxn00034	lignostilbene alphabeta-dioxygenase	name
rxn00035	Columbamine:oxygen oxidoreductase (cyclizing)	name
rxn00035	berberine synthase	name
rxn00035	columbamine oxidase	name
rxn00035	columbamine:oxygen oxidoreductase (cyclizing)	name
rxn00036	3,4-dihydroxy-L-phenylalanine:oxygen oxidoreductase	name
rxn00037	(5-hydroxylating)	name
rxn00037	6-Hydroxynicotinate, hydrogen-donor:oxygen oxidoreductase	name
rxn00037	omega-3 fatty acid desaturase(FAD7) (FADD)	name
rxn00038	(R)-3-((R)-3-Hydroxybutanoyloxy)-butanoate hydroxybutanoylhydrolase	name
rxn00038	(R)-3-((R)-3-hydroxybutanoyloxy)butanoate hydroxybutanoylhydrolase	name
rxn00038	D-(-)-3-hydroxybutyrate-dimer hydrolase	name
rxn00038	hydroxybutyrate-dimer hydrolase	name
rxn00039	1-O-Galloyl-beta-D-glucose:1-O-galloyl-beta-D-glucose	name
rxn00039	1-O-galloyl-beta-D-glucose:1-O-galloyl-beta-D-glucose O-galloyltransferase	name
rxn00039	O-galloyltransferase	name
rxn00040	Tannin acylhydrolase	name
rxn00040	digallate acylhydrolase	name
rxn00040	tannase	name
rxn00040	tannase S	name
rxn00040	tannin acetylhydrolase	name
rxn00040	tannin acylhydrolase	name
rxn00041	Orsellinate-depside hydrolase	name
rxn00041	lecanorate hydrolase	name
rxn00041	orsellinate-depside hydrolase	name
rxn00042	Nucleoside:oxygen 5'-oxidoreductase	name
rxn00042	inosine:oxygen 5'-oxidoreductase	name
rxn00042	nucleoside oxidase	name
rxn00042	nucleoside:oxygen 5'-oxidoreductase	name
rxn00043	1,2-benzenediol:oxygen oxidoreductase	name
rxn00043	Dopa oxidase	name
rxn00043	catechol oxidase	name
rxn00043	catechol:oxygen oxidoreductase	name
rxn00043	catecholase	name
rxn00043	diphenol oxidase	name
rxn00043	o-diphenol oxidoreductase	name
rxn00043	o-diphenol:oxygen oxidoreductase	name
rxn00043	o-diphenolase	name
rxn00043	phenolase	name
rxn00043	polyphenol oxidase	name
rxn00043	pyrocatechol oxidase	name
rxn00043	tyrosinase	name
rxn00044	6-aminohexanoate-dimer hydrolase	name
rxn00044	6-aminohexanoic acid oligomer hydrolase	name
rxn00044	N-(6-Aminohexanoyl)-6-aminohexanoate amidohydrolase	name
rxn00044	N-(6-aminohexanoyl)-6-aminohexanoate amidohydrolase	name
rxn00045	Bilirubin-glucuronoside:bilirubin-glucuronoside	name
rxn00045	D-glucuronosyltransferase	name
rxn00045	bilirubin glucuronoside glucuronosyltransferase	name
rxn00045	bilirubin monoglucuronide transglucuronidase	name
rxn00045	bilirubin-glucuronoside glucuronosyltransferase	name
rxn00045	bilirubin-glucuronoside:bilirubin-glucuronoside D-glucuronosyltransferase	name
rxn00046	1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucoside:1-O-(4-	name
rxn00046	1-O-(4-hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucoside:1-O-(4-hydroxy-3,5-dimethoxycinnamoyl-beta-D-glucoside 1-O-sinapoyltransferase	name
rxn00046	1-O-sinapoyl-beta-D-glucose:1-O-sinapoyl-beta-D-glucose 1-O-sinapoyltransferase	name
rxn00046	hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucoside	name
rxn00047	4-(4-Deoxy-beta-D-gluc-4-enuronosyl)-D-galacturonate lyase	name
rxn00047	R_4_4_Deoxy_beta_D_gluc_4_enuronosyl__D_galacturonate_lyase	name
rxn00048	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)	name
rxn00048	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase	name
rxn00048	6,7-dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase	name
rxn00048	RBFSb	name
rxn00048	RIBOFLAVIN-SYN-RXN	name
rxn00048	heavy riboflavin synthase	name
rxn00048	light riboflavin synthase	name
rxn00048	lumazine 2,3-butanediyltransferase	name
rxn00048	riboflavin synthase	name
rxn00048	riboflavin synthase beta chain	name
rxn00048	riboflavin synthetase	name
rxn00048	riboflavine synthase	name
rxn00048	riboflavine synthetase	name
rxn00048	riboflavinsynthase	name
rxn00051	D-urobilinogen:oxygen oxidoreductase	name
rxn00052	thiamine-aldehyde:oxygen 5-oxidoreductase	name
rxn00053	Prostaglandin H2:oxygen oxidoreductase	name
rxn00054	2-Aminophenol:oxygen oxidoreductase	name
rxn00054	2-aminophenol:oxygen oxidoreductase (dimerizing)	name
rxn00055	3-amino-3-carboxypropyltransferase	name
rxn00055	S-adenosyl-L-methionine:S-adenosyl-L-methionine	name
rxn00055	S-adenosyl-L-methionine:S-adenosyl-L-methionine 3-amino-3-carboxypropyltransferase	name
rxn00055	S-adenosyl-L-methionine:S-adenosyl-L-methionine:S-adenosyl-L-methionine 3-amino-3-carboxypropyltransferase	name
rxn00055	S-adenosyl-L-methionine:S-adenosyl-L-methionine:S-adenosyl-Lmethionine 3-amino-3-carboxypropyltransferase	name
rxn00055	nicotianamine synthase	name
rxn00056	Fe(II):oxygen oxidoreductase	name
rxn00056	Fe2+:oxygen oxidoreductase	name
rxn00056	HEPH	name
rxn00056	caeruloplasmin	name
rxn00056	ceruloplasmin	name
rxn00056	ferro:O2 oxidoreductase	name
rxn00056	ferroxidase	name
rxn00056	ferroxidase I	name
rxn00056	ferroxidase, iron II:oxygen oxidoreductase	name
rxn00056	hephaestin	name
rxn00056	iron II:oxygen oxidoreductase	name
rxn00056	iron oxidase, iron(II):oxygen oxidoreductase	name
rxn00056	iron(II): oxygen oxidoreductase	name
rxn00057	Catechol:oxygen oxidoreductase (dimerizing)	name
rxn00057	catechol oxidase (dimerizing)	name
rxn00057	catechol:oxygen oxidoreductase (dimerizing)	name
rxn00058	Cytochrome C Oxidase	name
rxn00058	Ferrocytochrome-c:oxygen oxidoreductase	name
rxn00059	Benzenediol:oxygen oxidoreductase	name
rxn00060	(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)	name
rxn00060	HMB-synthase	name
rxn00060	HMBS	name
rxn00060	OHMETHYLBILANESYN-RXN	name
rxn00060	Porphobilinogen ammonia-lyase (polymerizing)	name
rxn00060	Porphobilinogen deaminase	name
rxn00060	hydroxymethylbilane synthase	name
rxn00060	hydroxymethylbilanesynthase	name
rxn00060	porphobilinogen ammonia-lyase (polymerizing)	name
rxn00060	porphobilinogen deaminase	name
rxn00060	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)	name
rxn00060	pre-uroporphyrinogen synthase	name
rxn00060	uroporphyrinogen I synthase	name
rxn00060	uroporphyrinogen I synthetase	name
rxn00060	uroporphyrinogen synthase	name
rxn00060	uroporphyrinogen synthetase	name
rxn00061	ADPase	name
rxn00061	ATP diphosphohydrolase	name
rxn00061	ATP diphosphohydrolase (phosphate-forming)	name
rxn00061	ATP diphosphohydrolase [ambiguous]	name
rxn00061	ATP-diphosphatase	name
rxn00061	ATP-diphosphohydrolase	name
rxn00061	Adenosine diphosphatase	name
rxn00061	Apyrase	name
rxn00061	adenosine diphosphatase	name
rxn00062	3.6.4.9-RXN	name
rxn00062	ATP maintanence	name
rxn00062	ATP maintenance requirement	name
rxn00062	ATP maintenance requirment	name
rxn00062	ATP phosphohydrolase	name
rxn00062	ATP phosphohydrolase (protein-secreting)	name
rxn00062	ATP phosphohydrolase (tubulin-dimerizing)	name
rxn00062	ATP phosphohydrolase (tungstate-importing)	name
rxn00062	ATPase	name
rxn00062	D-galactofuranose ABC transporter	name
rxn00062	D-galactose ABC transporter	name
rxn00062	Katanin	name
rxn00062	Microtubule-severing ATPase	name
rxn00062	Model-specific reaction, used to affect ATP levels by converting ADT to ATP	name
rxn00062	NUCLEOSIDE-TRIPHOSPHATASE-RXN	name
rxn00062	microtubule-severing ATPase	name
rxn00062	nucleoside-triphosphatase (ATP)	name
rxn00062	ribose ABC transporter	name
rxn00063	ATP Pyrophosphatase	name
rxn00063	ATP diphosphatase	name
rxn00063	ATP diphosphohydrolase (diphosphate-forming)	name
rxn00063	ATP diphosphohydrolase [ambiguous]	name
rxn00063	ATP pyrophosphatase	name
rxn00063	ATP pyrophosphohydrolase	name
rxn00063	ATPase (ambiguous)	name
rxn00063	Nucleoside triphosphate pyrophosphorylase (atp)	name
rxn00063	adenosine triphosphate pyrophosphatase	name
rxn00063	atp pyrophosphatase	name
rxn00064	ATP amine hydrolysis (spontaneous)	name
rxn00064	ATP aminohydrolase	name
rxn00064	ATP deaminase	name
rxn00064	adenosine triphosphate deaminase	name
rxn00065	3',5'-cyclic AMP synthetase	name
rxn00065	ATP diphosphate-lyase (cyclizing)	name
rxn00065	ATP diphosphate-lyase (cyclizing, 3',5'-cyclic-AMP-forming)	name
rxn00065	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)	name
rxn00065	ATP pyrophosphate-lyase (cyclizing)	name
rxn00065	Adenylate cyclase	name
rxn00065	adenyl cyclase	name
rxn00065	adenylate cyclase	name
rxn00065	adenylylcyclase	name
rxn00066	DPNH peroxidase	name
rxn00066	NAD peroxidase	name
rxn00066	NADH peroxidase	name
rxn00066	NADH-peroxidase	name
rxn00066	NADH2 peroxidase	name
rxn00066	NADH:hydrogen-peroxide oxidoreductase	name
rxn00066	diphosphopyridine nucleotide peroxidase	name
rxn00066	nicotinamide adenine dinucleotide peroxidase	name
rxn00067	CoA-disulfide reductase	name
rxn00067	CoA-disulfide reductase (NADH2)	name
rxn00067	CoA:NAD(P)+ oxidoreductase	name
rxn00067	CoA:NAD+ oxidoreductase	name
rxn00067	CoADR	name
rxn00067	NADH2:CoA-disulfide oxidoreductase	name
rxn00067	coenzyme A disulfide reductase	name
rxn00068	Fe(II):NAD+ oxidoreductase	name
rxn00068	Fe2+:NAD+ oxidoreductase	name
rxn00068	Ferric-chelate reductase	name
rxn00068	NADH2:Fe3+ oxidoreductase	name
rxn00068	NADH:Fe2+ oxidoreductase	name
rxn00068	NADH:Fe3+ oxidoreductase	name
rxn00068	NADH:Fe3+-EDTA reductase	name
rxn00068	ferric chelate reductase	name
rxn00068	ferric chelate reductase (ambigous)	name
rxn00068	ferric-chelate reductase	name
rxn00068	ferric-chelate reductase (NADH)	name
rxn00068	iron chelate reductase	name
rxn00068	iron chelate reductase (ambigous)	name
rxn00069	GLUTAMATE-SYNTHASE-NADH-RXN	name
rxn00069	Glutamate synthase [NADH]	name
rxn00069	L-glutamate synthase (NADH)	name
rxn00069	L-glutamate synthetase	name
rxn00069	L-glutamate:NAD+ oxidoreductase (transaminating)	name
rxn00069	NADH-dependent glutamate synthase	name
rxn00069	NADH-glutamate synthase	name
rxn00069	NADH: GOGAT	name
rxn00069	glutamate (reduced nicotinamide adenine dinucleotide) synthase	name
rxn00069	glutamate synthase (NADH)	name
rxn00069	glutamate synthase (NADH2)	name
rxn00070	glutathione-disulfide reductase	name
rxn00070	glutathione:NAD+ oxidoreductase	name
rxn00071	AFR	name
rxn00071	AFR-reductase	name
rxn00071	MDAsA reductase (NADPH)	name
rxn00071	MDHA	name
rxn00071	Monodehydroascorbate reductase (NADH)	name
rxn00071	NADH-semidehydroascorbate oxidoreductase	name
rxn00071	NADH:AFR oxidoreductase	name
rxn00071	NADH:ascorbate radical oxidoreductase	name
rxn00071	NADH:monodehydroascorbate oxidoreductase	name
rxn00071	NADH:semidehydroascorbic acid oxidoreductase	name
rxn00071	SDA reductase	name
rxn00071	SOR	name
rxn00071	ascorbate free radical reductase	name
rxn00071	ascorbate free-radical reductase	name
rxn00071	ascorbic free radical reductase	name
rxn00071	monodehydroascorbate reductase (NADH)	name
rxn00071	monodehydroascorbate reductase (NADH2)	name
rxn00071	semidehydroascorbate reductase	name
rxn00072	NADH:cob(III)alamine oxidoreductase	name
rxn00074	B12r reductase	name
rxn00074	NADH2:cob(II)alamin oxidoreductase	name
rxn00074	NADH:cob(II)alamin oxidoreductase	name
rxn00074	cob(I)alamin:NAD+ oxidoreductase	name
rxn00074	cob(II)alamin reductase	name
rxn00074	vitamin B12r reductase	name
rxn00075	DPN hydrolase	name
rxn00075	DPNase	name
rxn00075	NAD glycohydrolase	name
rxn00075	NAD hydrolase	name
rxn00075	NAD nucleosidase	name
rxn00075	NAD+ glycohydrolase	name
rxn00075	NAD+ nucleosidase	name
rxn00075	NADase	name
rxn00075	diphosphopyridine nucleosidase	name
rxn00075	nicotinamide adenine dinucleotide glycohydrolase	name
rxn00075	nicotinamide adenine dinucleotide nucleosidase	name
rxn00076	NAD diphosphatase	name
rxn00076	NAD+ diphosphatase	name
rxn00076	NAD+ phosphohydrolase	name
rxn00076	NADH pyrophosphatase	name
rxn00076	NADP pyrophosphatase	name
rxn00076	NADPYROPHOSPHAT-RXN	name
rxn00076	RXNBWI-18	name
rxn00076	nicotinamide adenine dinucleotide pyrophosphatase	name
rxn00077	ATP:NAD+ 2'-phosphotransferase	name
rxn00077	DPN kinase	name
rxn00077	NAD kinase	name
rxn00077	NAD+ kinase	name
rxn00077	NADH kinase POS5	name
rxn00077	NADK	name
rxn00077	NADkinase	name
rxn00077	RXNBWI-16	name
rxn00077	RXNBWI-19	name
rxn00077	nad(+) kinase	name
rxn00077	nicotinamide adenine dinucleotide kinase	name
rxn00077	nicotinamide adenine dinucleotide kinase (phosphorylating)	name
rxn00078	ATP:NADH 2'-phosphotransferase	name
rxn00078	DPNH kinase	name
rxn00078	NADH kinase	name
rxn00078	NADH2 kinase	name
rxn00078	reduced diphosphopyridine nucleotide kinase	name
rxn00078	reduced nicotinamide adenine dinucleotide kinase (phosphorylating)	name
rxn00079	NADPH:ferricytochrome oxidoreductase	name
rxn00080	NADPH:aquacob(III)alamin oxidoreductase	name
rxn00080	cob(II)alamin:NADP+ oxidoreductase	name
rxn00082	(nitric-oxide-forming)	name
rxn00082	N-(omega)-Hydroxyarginine,NADPH:oxygen oxidoreductase	name
rxn00083	H+-Thase	name
rxn00083	NAD transhydrogenase	name
rxn00083	NAD(P) transhydrogenase	name
rxn00083	NAD(P) transhydrogenase (AB-specific)	name
rxn00083	NAD(P) transhydrogenase (B-specific)	name
rxn00083	NAD(P)(+) transhydrogenase (AB-specific)	name
rxn00083	NAD(P)(+) transhydrogenase (B-specific)	name
rxn00083	NAD(P)+ transhydrogenase	name
rxn00083	NAD(P)+ transhydrogenase (AB-specific)	name
rxn00083	NADH transhydrogenase	name
rxn00083	NADH-NADP-transhydrogenase	name
rxn00083	NADPH-NAD oxidoreductase	name
rxn00083	NADPH-NAD transhydrogenase	name
rxn00083	NADPH:NAD+ oxidoreductase	name
rxn00083	NADPH:NAD+ oxidoreductase (AB-specific)	name
rxn00083	NADPH:NAD+ oxidoreductase (B-specific)	name
rxn00083	NADPH:NAD+ transhydrogenase	name
rxn00083	Pyridine nucleotide transhydrogenase	name
rxn00083	Transhydrogenase	name
rxn00083	energy-linked transhydrogenase	name
rxn00083	nad(p)(+) transhydrogenase (b-specific)	name
rxn00083	nicotinamide adenine dinucleotide (phosphate) transhydrogenase	name
rxn00083	nicotinamide nucleotide transhydrogenase	name
rxn00083	pyridine nucleotide transferase	name
rxn00083	pyridine nucleotide transhydrogenase	name
rxn00084	NADP peroxidase	name
rxn00084	NADPH peroxidase	name
rxn00084	NADPH2 peroxidase	name
rxn00084	NADPH:hydrogen-peroxide oxidoreductase	name
rxn00084	TPN peroxidase	name
rxn00084	TPNH peroxidase	name
rxn00084	nicotinamide adenine dinucleotide phosphate peroxidase	name
rxn00084	triphosphopyridine nucleotide peroxidase	name
rxn00085	GOGAT	name
rxn00085	L-Glutamate:NADP+ oxidoreductase (transaminating)	name
rxn00085	L-glutamate synthase	name
rxn00085	L-glutamate synthetase	name
rxn00085	L-glutamate:NADP+ oxidoreductase (transaminating)	name
rxn00085	L-glutamine:2-oxoglutarate aminotransferase, NADPH oxidizing	name
rxn00085	NADPH-dependent glutamate synthase	name
rxn00085	NADPH-glutamate synthase	name
rxn00085	NADPH-linked glutamate synthase	name
rxn00085	glutamate (reduced nicotinamide adenine dinucleotide phosphate) synthase	name
rxn00085	glutamate synthase (NADPH)	name
rxn00085	glutamate synthase (NADPH) large chain	name
rxn00085	glutamate synthase (NADPH) small chain	name
rxn00085	glutamate synthetase (NADP)	name
rxn00085	glutamine amide-2-oxoglutarate aminotransferase (oxidoreductase, NADP)	name
rxn00085	glutamine-ketoglutaric aminotransferase	name
rxn00086	GSH reductase	name
rxn00086	GSSG reductase	name
rxn00086	Glutathione reductase	name
rxn00086	Glutathione reductase (NADPH)	name
rxn00086	NADPH-GSSG reductase	name
rxn00086	NADPH-glutathione reductase	name
rxn00086	NADPH:oxidized-glutathione oxidoreductase	name
rxn00086	glutathione S-reductase	name
rxn00086	glutathione oxidoreductase	name
rxn00086	glutathione reductase	name
rxn00086	glutathione reductase (NADPH)	name
rxn00086	glutathione reductase (nadph)	name
rxn00086	glutathione-disulfide reductase	name
rxn00086	glutathione:NADP+ oxidoreductase	name
rxn00087	NADPH:CoA-glutathione oxidoreductase	name
rxn00088	NADP phosphatase	name
rxn00088	NADP+ 2'-phosphohydrolase	name
rxn00088	NADPPHOSPHAT-RXN	name
rxn00088	RXN-5822	name
rxn00088	phosphatase	name
rxn00089	NADP+ glycohydrolase	name
rxn00090	Glutathione:oxygen oxidoreductase	name
rxn00090	glutathione oxidase	name
rxn00090	glutathione:oxygen oxidoreductase	name
rxn00092	ADP phosphohydrolase	name
rxn00092	RXN-10862	name
rxn00092	nucleoside-diphosphatase (ADP)	name
rxn00093	ADP aminohydrolase	name
rxn00093	ADP deaminase	name
rxn00093	adenosine diphosphate deaminase	name
rxn00093	adenosinepyrophosphate deaminase	name
rxn00095	1-P,4-P-bis(5'-nucleosyl)-tetraphosphate nucleosidebisphosphohydrolase	name
rxn00095	Ap4A hydrolase	name
rxn00095	Ap4A hydrolase, reversible	name
