ModelSEED ID	External ID	Source
rxn00006	CAT	iYO844
rxn00006	MNXR96455	metanetx.reaction
rxn00007	R_R00010_c	AlgaGEM
rxn00007	R_R00010_c	AraGEM
rxn00007	ATH1	BiGG
rxn00007	NTH1	BiGG
rxn00007	NTH2	BiGG
rxn00007	TREH	BiGG
rxn00007	TREHe	BiGG
rxn00007	TREHpp	BiGG
rxn00007	TREHv	BiGG
rxn00007	R00010	KEGG
rxn00007	R06103	KEGG
rxn00007	R_R00010_c	Maize_C4GEM
rxn00007	TREH	iAF1260
rxn00007	TREHpp	iAF1260
rxn00007	ATH1	iIN800
rxn00007	NTH1	iIN800
rxn00007	NTH2	iIN800
rxn00007	TREH	iJR904
rxn00007	TREHe	iJR904
rxn00007	TREH	iMA945
rxn00007	TREHpp	iMA945
rxn00007	TREH	iMM904
rxn00007	TREHv	iMM904
rxn00007	TREH	iMO1053-PAO1
rxn00007	TREH	iMO1056
rxn00007	TREH	iND750
rxn00007	TREHv	iND750
rxn00007	TREH	iRR1083
rxn00007	TREHe	iRR1083
rxn00007	MNXR95163	metanetx.reaction
rxn00008	R00011	KEGG
rxn00008	MANGANESE-PEROXIDASE-RXN	MetaCyc
rxn00008	MNXR106337	metanetx.reaction
rxn00008	MNXR134184	metanetx.reaction
rxn00009	R00012	KEGG
rxn00009	2.7.7.45-RXN	MetaCyc
rxn00009	18153	Rhea
rxn00009	18154	Rhea
rxn00009	18155	Rhea
rxn00009	18156	Rhea
rxn00009	rxn555_r	TS_Athaliana
rxn00009	rxn555_x	TS_Athaliana
rxn00009	MNXR106338	metanetx.reaction
rxn00010	GLXCBL	BiGG
rxn00010	GLXCL	BiGG
rxn00010	GLYOCARBOLIG-RXN	EcoCyc
rxn00010	R00013	KEGG
rxn00010	GLYOCARBOLIG-RXN	MetaCyc
rxn00010	10136	Rhea
rxn00010	10137	Rhea
rxn00010	10138	Rhea
rxn00010	10139	Rhea
rxn00010	GLYOCARBOLIG-RXN	RiceCyc
rxn00010	GLYOCARBOLIG-RXN	SorghumCyc
rxn00010	GLXCL	iAF1260
rxn00010	GLXCL	iJN746
rxn00010	GLXCL	iJR904
rxn00010	GLXCL	iMA945
rxn00010	GLXCBL	iMO1053-PAO1
rxn00010	GLXCBL	iMO1056
rxn00010	GLXCBL	iRR1083
rxn00010	GLXCBL	iYO844
rxn00010	MNXR100303	metanetx.reaction
rxn00011	R_R00014_c	AlgaGEM
rxn00011	RXN-12583	AraCyc
rxn00011	R_R00014_c	AraGEM
rxn00011	RXN-12583	CornCyc
rxn00011	RXN-12583	EcoCyc
rxn00011	R_PDHam1hi	JP_Creinhardtii_MSB
rxn00011	R_PDHam1mi	JP_Creinhardtii_MSB
rxn00011	R_PDHam1hi	JP_Creinhardtii_NMeth
rxn00011	R_PDHam1mi	JP_Creinhardtii_NMeth
rxn00011	R00014	KEGG
rxn00011	R_R00014_c	Maize_C4GEM
rxn00011	R_R00014_m	Maize_C4GEM
rxn00011	R_R00014_p	Maize_C4GEM
rxn00011	RXN-12583	MetaCyc
rxn00011	RXN-12583	PlantCyc
rxn00011	RXN-12583	PoplarCyc
rxn00011	RXN-12583	SoyCyc
rxn00011	rxn556_m	TS_Athaliana
rxn00011	rxn556_p	TS_Athaliana
rxn00011	R_R00014_c	iRS1563
rxn00011	R00014_c	iRS1597
rxn00011	MNXR102428	metanetx.reaction
rxn00012	R00015	KEGG
rxn00012	RXN-1781	MetaCyc
rxn00012	23312	Rhea
rxn00012	23313	Rhea
rxn00012	23314	Rhea
rxn00012	23315	Rhea
rxn00012	MNXR106339	metanetx.reaction
rxn00012	MNXR140696	metanetx.reaction
rxn00013	R00016	KEGG
rxn00013	GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN	MetaCyc
rxn00013	rbs_18	iAG612
rxn00013	G1PPDM	iYO844
rxn00013	MNXR140075	metanetx.reaction
rxn00013	MNXR141822	metanetx.reaction
rxn00014	CCP	BiGG
rxn00014	CCP2m	BiGG
rxn00014	CYCPO	BiGG
rxn00014	R_CCP2m	JP_Creinhardtii_MSB
rxn00014	R00017	KEGG
rxn00014	CCP	iIT341
rxn00014	CCP2m	iMM904
rxn00014	CYCPO	iMO1053-PAO1
rxn00014	CYCPO	iMO1056
rxn00014	MNXR138164	metanetx.reaction
rxn00015	HSPMS	BiGG
rxn00015	R00018	KEGG
rxn00015	2.5.1.44-RXN	MetaCyc
rxn00015	18645	Rhea
rxn00015	18646	Rhea
rxn00015	18647	Rhea
rxn00015	18648	Rhea
rxn00015	HSPMS	iAF692
rxn00015	MNXR100740	metanetx.reaction
rxn00016	R_R00022_c	AlgaGEM
rxn00016	RXN-12625	AraCyc
rxn00016	R_R00022_c	AraGEM
rxn00016	HXAD	BiGG
rxn00016	RXN-12625	CornCyc
rxn00016	R00022	KEGG
rxn00016	R_R00022_c	Maize_C4GEM
rxn00016	RXN-12625	MetaCyc
rxn00016	30671	Rhea
rxn00016	30672	Rhea
rxn00016	30673	Rhea
rxn00016	30674	Rhea
rxn00016	R_R00022_c	iRS1563
rxn00016	R00022_c	iRS1597
rxn00016	HXAD	iSO783
rxn00016	HXAD	iYO844
rxn00016	MNXR95628	metanetx.reaction
rxn00017	R00023	KEGG
rxn00017	HYPONITRITE-REDUCTASE-RXN	MetaCyc
rxn00017	19337	Rhea
rxn00017	19338	Rhea
rxn00017	19339	Rhea
rxn00017	19340	Rhea
rxn00017	MNXR106341	metanetx.reaction
rxn00018	R_R00024_p	AlgaGEM
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	AraCyc
rxn00018	R_R00024_p	AraGEM
rxn00018	RBPC	BiGG
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	BrachyCyc
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	ChlamyCyc
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	CornCyc
rxn00018	R_RBPCh	JP_Creinhardtii_MSB
rxn00018	R_RBPCh	JP_Creinhardtii_NMeth
rxn00018	R00024	KEGG
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	MaizeCyc
rxn00018	R_R00024_p	Maize_C4GEM
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	MetaCyc
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	PlantCyc
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	PoplarCyc
rxn00018	23124	Rhea
rxn00018	23125	Rhea
rxn00018	23126	Rhea
rxn00018	23127	Rhea
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	RiceCyc
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	SorghumCyc
rxn00018	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	SoyCyc
rxn00018	rxn1050_p	TS_Athaliana
rxn00018	RBPC	iAF692
rxn00018	R_R00024_p	iRS1563
rxn00018	R00024_p	iRS1597
rxn00018	MNXR103435	metanetx.reaction
rxn00018	MNXR141823	metanetx.reaction
rxn00019	2NPDO	iMO1053-PAO1
rxn00019	2NPDO	iMO1056
rxn00019	MNXR102013	metanetx.reaction
rxn00020	R_R00026_c	AraGEM
rxn00020	R00026	KEGG
rxn00020	R06092	KEGG
rxn00020	R_R00026_c	Maize_C4GEM
rxn00020	rxn1059_r	TS_Athaliana
rxn00020	rll_74	iAO358
rxn00020	R_R00026_c	iRS1563
rxn00020	R_R06092_c	iRS1563
rxn00020	R00026_c	iRS1597
rxn00020	MNXR106343	metanetx.reaction
rxn00020	MNXR141824	metanetx.reaction
rxn00021	R00027	KEGG
rxn00021	21460	Rhea
rxn00021	21461	Rhea
rxn00021	21462	Rhea
rxn00021	21463	Rhea
rxn00021	MNXR106344	metanetx.reaction
rxn00022	R_R00028_c	AlgaGEM
rxn00022	FSP2_1	BiGG
rxn00022	MAL12	BiGG
rxn00022	MAL32	BiGG
rxn00022	MALT	BiGG
rxn00022	YGR287C	BiGG
rxn00022	YIL172C	BiGG
rxn00022	YJL216C	BiGG
rxn00022	R00028	KEGG
rxn00022	R06084	KEGG
rxn00022	RXN-15910	MetaCyc
rxn00022	rbs_447	iAG612
rxn00022	rbs_448	iAG612
rxn00022	rbs_449	iAG612
rxn00022	rll_13	iAO358
rxn00022	FSP2_1	iIN800
rxn00022	MAL12	iIN800
rxn00022	MAL32	iIN800
rxn00022	YGR287C	iIN800
rxn00022	YIL172C	iIN800
rxn00022	YJL216C	iIN800
rxn00022	MALT	iMEO21
rxn00022	MALT	iMM904
rxn00022	MALT	iND750
rxn00022	MALT	iNJ661
rxn00022	MALT	iSB619
rxn00022	MALT	iYO844
rxn00022	MNXR101350	metanetx.reaction
rxn00022	MNXR110025	metanetx.reaction
rxn00022	MNXR140588	metanetx.reaction
rxn00023	R00029	KEGG
rxn00023	MNXR138952	metanetx.reaction
rxn00024	R00031	KEGG
rxn00024	RXN-5861	MetaCyc
rxn00024	34283	Rhea
rxn00024	34284	Rhea
rxn00024	34285	Rhea
rxn00024	34286	Rhea
rxn00024	R_R00031_c	iRS1563
rxn00024	MNXR106346	metanetx.reaction
rxn00025	1.14.99.36-RXN	AraCyc
rxn00025	BETA-CAROTENE-1515-DIOXYGENASE-RXN	AraCyc
rxn00025	BETA-CAROTENE-1515-DIOXYGENASE-RXN	BrachyCyc
rxn00025	1.14.99.36-RXN	CornCyc
rxn00025	R_CAROMO	JP_Creinhardtii_MSB
rxn00025	R00032	KEGG
rxn00025	1.14.99.36-RXN	MetaCyc
rxn00025	RXN-13374	MetaCyc
rxn00025	BETA-CAROTENE-1515-DIOXYGENASE-RXN	PoplarCyc
rxn00025	32887	Rhea
rxn00025	32888	Rhea
rxn00025	32889	Rhea
rxn00025	32890	Rhea
rxn00025	MNXR96222	metanetx.reaction
rxn00026	R00033	KEGG
rxn00026	MNXR106347	metanetx.reaction
rxn00026	MNXR141825	metanetx.reaction
rxn00027	R00034	KEGG
rxn00027	MNXR106348	metanetx.reaction
rxn00028	R_R00068_c	AlgaGEM
rxn00028	R_R00068_c	AraGEM
rxn00028	L-ASCORBATE-OXIDASE-RXN	BrachyCyc
rxn00028	L-ASCORBATE-OXIDASE-RXN	ChlamyCyc
rxn00028	R_ASCBOR	JP_Creinhardtii_MSB
rxn00028	R00068	KEGG
rxn00028	L-ASCORBATE-OXIDASE-RXN	MaizeCyc
rxn00028	R_R00068_c	Maize_C4GEM
rxn00028	L-ASCORBATE-OXIDASE-RXN	PoplarCyc
rxn00028	L-ASCORBATE-OXIDASE-RXN	RiceCyc
rxn00028	L-ASCORBATE-OXIDASE-RXN	SorghumCyc
rxn00028	L-ASCORBATE-OXIDASE-RXN	SoyCyc
rxn00028	rxn425_m	TS_Athaliana
rxn00028	rxn425_p	TS_Athaliana
rxn00028	R00068_c	iRS1597
rxn00028	MNXR138954	metanetx.reaction
rxn00029	R_R00036_c	AlgaGEM
rxn00029	PORPHOBILSYNTH-RXN	AraCyc
rxn00029	R_R00036_c	AraGEM
rxn00029	HEM2	BiGG
rxn00029	PPBNGS	BiGG
rxn00029	PORPHOBILSYNTH-RXN	BrachyCyc
rxn00029	PORPHOBILSYNTH-RXN	ChlamyCyc
rxn00029	PORPHOBILSYNTH-RXN	CornCyc
rxn00029	PORPHOBILSYNTH-RXN	EcoCyc
rxn00029	JM_Cre_406	JM_Creinhardtii
rxn00029	R_PPBNGS	JP_Creinhardtii_MSB
rxn00029	R00036	KEGG
rxn00029	PORPHOBILSYNTH-RXN	MaizeCyc
rxn00029	R_R00036_c	Maize_C4GEM
rxn00029	PORPHOBILSYNTH-RXN	MetaCyc
rxn00029	PORPHOBILSYNTH-RXN	PlantCyc
rxn00029	PORPHOBILSYNTH-RXN	PoplarCyc
rxn00029	24064	Rhea
rxn00029	24065	Rhea
rxn00029	24066	Rhea
rxn00029	24067	Rhea
rxn00029	PORPHOBILSYNTH-RXN	RiceCyc
rxn00029	PORPHOBILSYNTH-RXN	SorghumCyc
rxn00029	PORPHOBILSYNTH-RXN	SoyCyc
rxn00029	rxn524_p	TS_Athaliana
rxn00029	PPBNGS	iAF1260
rxn00029	PPBNGS	iAF692
rxn00029	PORPHOBILSYNTH-RXN	iAbaylyiv4
rxn00029	HEM2	iIN800
rxn00029	PPBNGS	iIT341
rxn00029	PPBNGS	iJN746
rxn00029	PPBNGS	iJR904
rxn00029	PPBNGS	iMA945
rxn00029	PPBNGS	iMEO21
rxn00029	PPBNGS	iMM904
rxn00029	PPBNGS	iMO1053-PAO1
rxn00029	PPBNGS	iMO1056
rxn00029	PPBNGS	iND750
rxn00029	PPBNGS	iNJ661
rxn00029	PPBNGS	iRR1083
rxn00029	R_R00036_c	iRS1563
rxn00029	R00036_c	iRS1597
rxn00029	PPBNGS	iSB619
rxn00029	PPBNGS	iSO783
rxn00029	PPBNGS	iYO844
rxn00029	MNXR103095	metanetx.reaction
rxn00030	R00038	KEGG
rxn00030	PROPIOIN-SYNTHASE-RXN	MetaCyc
rxn00030	11100	Rhea
rxn00030	11101	Rhea
rxn00030	11102	Rhea
rxn00030	11103	Rhea
rxn00030	MNXR106349	metanetx.reaction
rxn00031	R00039	KEGG
rxn00031	2.4.1.166-RXN	MetaCyc
rxn00031	MNXR106350	metanetx.reaction
rxn00032	MNXR132746	metanetx.reaction
rxn00033	R00042	KEGG
rxn00033	1.2.3.13-RXN	MetaCyc
rxn00033	17197	Rhea
rxn00033	17198	Rhea
rxn00033	17199	Rhea
rxn00033	17200	Rhea
rxn00033	MNXR138953	metanetx.reaction
rxn00034	R00043	KEGG
rxn00034	LIGNOSTILBENE-ALPHA-BETA-DIOXYGENASE-RXN	MetaCyc
rxn00034	MNXR106353	metanetx.reaction
rxn00035	R00044	KEGG
rxn00035	COLUMBAMINE-OXIDASE-RXN	MetaCyc
rxn00035	23564	Rhea
rxn00035	23565	Rhea
rxn00035	23566	Rhea
rxn00035	23567	Rhea
rxn00035	MNXR106354	metanetx.reaction
rxn00036	R00045	KEGG
rxn00036	RXN-13061	MetaCyc
rxn00036	34287	Rhea
rxn00036	34288	Rhea
rxn00036	34289	Rhea
rxn00036	34290	Rhea
rxn00036	R_R00045_c	iRS1563
rxn00036	MNXR106355	metanetx.reaction
rxn00037	R_R00047_c	AlgaGEM
rxn00037	R_R00047_c	AraGEM
rxn00037	R_R00047_c	Maize_C4GEM
rxn00037	R_R00047_c	iRS1563
rxn00037	R00047_c	iRS1597
rxn00037	MNXR134187	metanetx.reaction
rxn00038	R00048	KEGG
rxn00038	HYDROXYBUTYRATE-DIMER-HYDROLASE-RXN	MetaCyc
rxn00038	10172	Rhea
rxn00038	10173	Rhea
rxn00038	10174	Rhea
rxn00038	10175	Rhea
rxn00038	MNXR106357	metanetx.reaction
rxn00039	R00049	KEGG
rxn00039	2.3.1.90-RXN	MetaCyc
rxn00039	11416	Rhea
rxn00039	11417	Rhea
rxn00039	11418	Rhea
rxn00039	11419	Rhea
rxn00039	MNXR106358	metanetx.reaction
rxn00039	MNXR139941	metanetx.reaction
rxn00040	R00053	KEGG
rxn00040	TANNASE-RXN	MetaCyc
rxn00040	16365	Rhea
rxn00040	16366	Rhea
rxn00040	16367	Rhea
rxn00040	16368	Rhea
rxn00040	MNXR106360	metanetx.reaction
rxn00041	R00054	KEGG
rxn00041	ORSELLINATE-DEPSIDE-HYDROLASE-RXN	MetaCyc
rxn00041	19549	Rhea
rxn00041	19550	Rhea
rxn00041	19551	Rhea
rxn00041	19552	Rhea
rxn00041	MNXR106361	metanetx.reaction
rxn00042	R00055	KEGG
rxn00042	RXN-7802	MetaCyc
rxn00042	23036	Rhea
rxn00042	23037	Rhea
rxn00042	23038	Rhea
rxn00042	23039	Rhea
rxn00042	MNXR106362	metanetx.reaction
rxn00043	CATECHOL-OXIDASE-RXN	BrachyCyc
rxn00043	CATECHOL-OXIDASE-RXN	CornCyc
rxn00043	R00058	KEGG
rxn00043	CATECHOL-OXIDASE-RXN	MaizeCyc
rxn00043	CATECHOL-OXIDASE-RXN	MetaCyc
rxn00043	CATECHOL-OXIDASE-RXN	PlantCyc
rxn00043	CATECHOL-OXIDASE-RXN	PoplarCyc
rxn00043	21632	Rhea
rxn00043	21633	Rhea
rxn00043	21634	Rhea
rxn00043	21635	Rhea
rxn00043	CATECHOL-OXIDASE-RXN	SoyCyc
rxn00043	MNXR106365	metanetx.reaction
rxn00044	AHXDH	BiGG
rxn00044	R00059	KEGG
rxn00044	RXN-3962	MetaCyc
rxn00044	21364	Rhea
rxn00044	21365	Rhea
rxn00044	21366	Rhea
rxn00044	21367	Rhea
rxn00044	AHXDH	iAF692
rxn00044	MNXR95638	metanetx.reaction
rxn00045	R00062	KEGG
rxn00045	2.4.1.95-RXN	MetaCyc
rxn00045	MNXR125894	metanetx.reaction
rxn00046	R00063	KEGG
rxn00046	2.3.1.103-RXN	MetaCyc
rxn00046	22664	Rhea
rxn00046	22665	Rhea
rxn00046	22666	Rhea
rxn00046	22667	Rhea
rxn00046	MNXR106369	metanetx.reaction
rxn00046	MNXR139933	metanetx.reaction
rxn00047	R00064	KEGG
rxn00047	R_R00064_c	iRS1563
rxn00047	MNXR134188	metanetx.reaction
rxn00048	R_R00066_c	AlgaGEM
rxn00048	RIBOFLAVIN-SYN-RXN	AraCyc
rxn00048	R_R00066_c	AraGEM
rxn00048	RIBOFLAVIN-SYN-RXN	BrachyCyc
rxn00048	RIBOFLAVIN-SYN-RXN	ChlamyCyc
rxn00048	RIBOFLAVIN-SYN-RXN	CornCyc
rxn00048	reac_615	DF_Athaliana
rxn00048	RIBOFLAVIN-SYN-RXN	EcoCyc
rxn00048	R00066	KEGG
rxn00048	RIBOFLAVIN-SYN-RXN	MaizeCyc
rxn00048	R_R00066_c	Maize_C4GEM
rxn00048	RIBOFLAVIN-SYN-RXN	MetaCyc
rxn00048	RIBOFLAVIN-SYN-RXN	PlantCyc
rxn00048	RIBOFLAVIN-SYN-RXN	PoplarCyc
rxn00048	20772	Rhea
rxn00048	20773	Rhea
rxn00048	20774	Rhea
rxn00048	20775	Rhea
rxn00048	RIBOFLAVIN-SYN-RXN	RiceCyc
rxn00048	RIBOFLAVIN-SYN-RXN	SorghumCyc
rxn00048	RIBOFLAVIN-SYN-RXN	SoyCyc
rxn00048	rxn1043_p	TS_Athaliana
rxn00048	rll_399	iAO358
rxn00048	RIBOFLAVIN-SYN-RXN	iAbaylyiv4
rxn00048	RBFSb	iMO1053-PAO1
rxn00048	R_R00066_c	iRS1563
rxn00048	R00066_c	iRS1597
rxn00048	MNXR103430	metanetx.reaction
rxn00050	MNXR134189	metanetx.reaction
rxn00051	R00070	KEGG
rxn00051	RXN-16676	MetaCyc
rxn00051	MNXR106372	metanetx.reaction
rxn00052	R00072	KEGG
rxn00052	MNXR106373	metanetx.reaction
rxn00052	MNXR141826	metanetx.reaction
rxn00053	MNXR134190	metanetx.reaction
rxn00054	R00074	KEGG
rxn00054	O-AMINOPHENOL-OXIDASE-RXN	MetaCyc
rxn00054	40963	Rhea
rxn00054	40964	Rhea
rxn00054	40965	Rhea
rxn00054	40966	Rhea
rxn00054	MNXR106375	metanetx.reaction
rxn00055	2.5.1.43-RXN	AraCyc
rxn00055	2.5.1.43-RXN	BrachyCyc
rxn00055	2.5.1.43-RXN	CornCyc
rxn00055	reac_69	DF_Athaliana
rxn00055	R00075	KEGG
rxn00055	2.5.1.43-RXN	MaizeCyc
rxn00055	2.5.1.43-RXN	MetaCyc
rxn00055	2.5.1.43-RXN	PlantCyc
rxn00055	2.5.1.43-RXN	PoplarCyc
rxn00055	16481	Rhea
rxn00055	16482	Rhea
rxn00055	16483	Rhea
rxn00055	16484	Rhea
rxn00055	2.5.1.43-RXN	RiceCyc
rxn00055	2.5.1.43-RXN	SorghumCyc
rxn00055	2.5.1.43-RXN	SoyCyc
rxn00055	R00075_c	iRS1597
rxn00055	MNXR106376	metanetx.reaction
rxn00056	R_R00078_c	AlgaGEM
rxn00056	RXN0-1483	AraCyc
rxn00056	FEROpp	BiGG
rxn00056	RXN0-1483	ChlamyCyc
rxn00056	RXN0-1483	CornCyc
rxn00056	RXN0-1483	EcoCyc
rxn00056	R_FERO	JP_Creinhardtii_MSB
rxn00056	R00078	KEGG
rxn00056	RXN0-1483	MaizeCyc
rxn00056	RXN0-1483	MetaCyc
rxn00056	RXN0-1483	PoplarCyc
rxn00056	11148	Rhea
rxn00056	11149	Rhea
rxn00056	11150	Rhea
rxn00056	11151	Rhea
rxn00056	RXN0-1483	SoyCyc
rxn00056	rxn558_p	TS_Athaliana
rxn00056	FEROpp	iAF1260
rxn00056	FEROpp	iMA945
rxn00056	MNXR99561	metanetx.reaction
rxn00057	R00080	KEGG
rxn00057	CATECHOL-OXIDASE-DIMERIZING-RXN	MetaCyc
rxn00057	12809	Rhea
rxn00057	12810	Rhea
rxn00057	12811	Rhea
rxn00057	12812	Rhea
rxn00057	MNXR106379	metanetx.reaction
rxn00058	JM_Cre_137	JM_Creinhardtii
rxn00058	JM_Cre_138	JM_Creinhardtii
rxn00058	JM_Cre_148	JM_Creinhardtii
rxn00058	JM_Cre_149	JM_Creinhardtii
rxn00058	R00081	KEGG
rxn00058	MNXR138955	metanetx.reaction
rxn00059	MNXR141827	metanetx.reaction
rxn00060	R_R00084_c	AlgaGEM
rxn00060	OHMETHYLBILANESYN-RXN	AraCyc
rxn00060	R_R00084_c	AraGEM
rxn00060	HEM3	BiGG
rxn00060	HMBS	BiGG
rxn00060	OHMETHYLBILANESYN-RXN	BrachyCyc
