MS ID	Old MS ID	External ID	Source
rxn00821		1.8.5.1-RXN.c	AraCyc
rxn17368		1.8.98.2-RXN.c	AraCyc
rxn17377		11-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN.c	AraCyc
rxn17378		12-ALPHA-L-FUCOSIDASE-RXN.c	AraCyc
rxn02441		12-OXOPHYTODIENOATE-REDUCTASE-RXN.c	AraCyc
rxn17379		13-BETA-GLUCAN-SYNTHASE-RXN.c	AraCyc
rxn37657		14-BETA-D-XYLAN-SYNTHASE-RXN.c	AraCyc
rxn17381		15-OXOPROSTAGLANDIN-13-REDUCTASE-RXN.c	AraCyc
rxn01200		1TRANSKETO-RXN.c	AraCyc
rxn01423		2-AMINOADIPATE-AMINOTRANSFERASE-RXN.c	AraCyc
rxn02909		2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN.c	AraCyc
rxn01790		2-DEHYDROPANTOATE-REDUCT-RXN.c	AraCyc
rxn01782		2-HEXADECENAL-REDUCTASE-RXN.c	AraCyc
rxn17388		2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN.c	AraCyc
rxn27497		2-ISOPROPYLMALATESYN-RXN.d	AraCyc
rxn01418		2-KETO-ADIPATE-DEHYDROG-RXN.c	AraCyc
rxn02270		2-MEBUCOA-FAD-RXN.c	AraCyc
rxn17390		2-METHYLACYL-COA-DEHYDROGENASE-RXN.c	AraCyc
rxn03394		2-OCTAPRENYLPHENOL-HYDROX-RXN.c	AraCyc
rxn00442		2-OXOGLUT-DECARBOX-RXN.c	AraCyc
rxn17402		2.1.1.100-RXN.c	AraCyc
rxn01478		2.1.1.103-RXN.c	AraCyc
rxn03224		2.1.1.114-RXN.c	AraCyc
rxn02711		2.1.1.116-RXN.c	AraCyc
rxn02713		2.1.1.117-RXN.c	AraCyc
rxn17408		2.1.1.125-RXN.c	AraCyc
rxn17409		2.1.1.126-RXN.c	AraCyc
rxn17410		2.1.1.127-RXN.c	AraCyc
rxn03500		2.1.1.128-RXN.c	AraCyc
rxn17413		2.1.1.140-RXN.c	AraCyc
rxn17414		2.1.1.143-RXN.r	AraCyc
rxn17420		2.1.1.34-RXN.c	AraCyc
rxn17424		2.1.1.61-RXN.c	AraCyc
rxn17425		2.1.1.62-RXN.c	AraCyc
rxn17428		2.1.1.64-RXN.c	AraCyc
rxn02068		2.1.1.69-RXN.c	AraCyc
rxn17432		2.1.1.71-RXN.c	AraCyc
rxn27503		2.1.1.71-RXN.v	AraCyc
rxn17436		2.1.1.77-RXN.c	AraCyc
rxn17437		2.1.1.79-RXN.c	AraCyc
rxn03633		2.1.1.82-RXN.c	AraCyc
rxn02472		2.1.1.83-RXN.c	AraCyc
rxn15014		2.3.1.103-RXN.c	AraCyc
rxn02311		2.3.1.107-RXN.c	AraCyc
rxn01743		2.3.1.133-RXN.c	AraCyc
rxn03231		2.3.1.150-RXN.c	AraCyc
rxn03637		2.3.1.156-RXN.c	AraCyc
rxn17462		2.3.1.158-RXN.c	AraCyc
rxn17463		2.3.1.159-RXN.c	AraCyc
rxn04106		2.3.1.160-RXN.c	AraCyc
rxn04180		2.3.1.162-RXN.c	AraCyc
rxn04184		2.3.1.167-RXN.c	AraCyc
rxn17464		2.3.1.168-RXN.c	AraCyc
rxn17464		2.3.1.168-RXN.c.araexp.BCAA-dehydrogenase-2MP-DH-lipoyl_BCAA-dehydrogenase-DH-lipoyl	AraCyc
rxn17466		2.3.1.171-RXN.c	AraCyc
rxn04614		2.3.1.172-RXN.c	AraCyc
rxn17469		2.3.1.179-RXN.c	AraCyc
rxn08766		2.3.1.180-RXN.c	AraCyc
rxn27507		2.3.1.181-RXN.c	AraCyc
rxn17471		2.3.1.23-RXN.c	AraCyc
rxn06238		2.3.1.41-RXN.c	AraCyc
rxn17473		2.3.1.43-RXN.c	AraCyc
rxn17479		2.3.1.67-RXN.c	AraCyc
rxn27508		2.3.1.75-RXN.r	AraCyc
rxn17483		2.3.1.78-RXN.c	AraCyc
rxn15389		2.3.1.91-RXN.c	AraCyc
rxn15399		2.3.1.92-RXN.c	AraCyc
rxn06549		2.3.1.97-RXN.c	AraCyc
rxn01572		2.3.1.99-RXN.c	AraCyc
rxn27509		2.3.2.15-RXN.v	AraCyc
rxn17492		2.4.1.101-RXN.c	AraCyc
rxn17495		2.4.1.109-RXN.c	AraCyc
rxn17497		2.4.1.111-RXN.c	AraCyc
rxn01888		2.4.1.111-RXN.c.araexp.CPD-12575	AraCyc
rxn27511		2.4.1.112-RXN.c	AraCyc
rxn17499		2.4.1.114-RXN.c	AraCyc
rxn02634		2.4.1.114-RXN.c.araexp.CPD-12575	AraCyc
rxn17500		2.4.1.115-RXN.c	AraCyc
rxn17502		2.4.1.117-RXN.c	AraCyc
rxn17504		2.4.1.119-RXN.c	AraCyc
rxn17505		2.4.1.121-RXN.c	AraCyc
rxn02220		2.4.1.121-RXN.c.araexp.CPD-12575	AraCyc
rxn00888		2.4.1.123-RXN.c	AraCyc
rxn17513		2.4.1.134-RXN.c	AraCyc
rxn17515		2.4.1.135-RXN.c	AraCyc
rxn17519		2.4.1.141-RXN.c	AraCyc
rxn17521		2.4.1.142-RXN.c	AraCyc
rxn17523		2.4.1.143-RXN.c	AraCyc
rxn17524		2.4.1.144-RXN.c	AraCyc
rxn17531		2.4.1.151-RXN.c	AraCyc
rxn17535		2.4.1.159-RXN.c	AraCyc
rxn17542		2.4.1.175-RXN.c	AraCyc
rxn04642		2.4.1.190-RXN.c	AraCyc
rxn04643		2.4.1.191-RXN.c	AraCyc
rxn17554		2.4.1.195-RXN.c	AraCyc
rxn02299		2.4.1.195-RXN.c.araexp.CPD-12575	AraCyc
rxn17556		2.4.1.198-RXN.c	AraCyc
rxn17560		2.4.1.207-RXN.c	AraCyc
rxn17563		2.4.1.210-RXN.c	AraCyc
rxn17566		2.4.1.214-RXN.c	AraCyc
rxn17567		2.4.1.218-RXN.c	AraCyc
rxn04022		2.4.1.218-RXN.c.araexp.CPD-12575	AraCyc
rxn17572		2.4.1.223-RXN.c	AraCyc
rxn17573		2.4.1.224-RXN.c	AraCyc
rxn17575		2.4.1.225-RXN.c	AraCyc
rxn17579		2.4.1.228-RXN.c	AraCyc
rxn17582		2.4.1.237-RXN.c	AraCyc
rxn17583		2.4.1.238-RXN.c	AraCyc
rxn17584		2.4.1.239-RXN.c	AraCyc
rxn17587		2.4.1.242-RXN.c	AraCyc
rxn05907		2.4.1.32-RXN.c	AraCyc
rxn06659		2.4.1.43-RXN.c	AraCyc
rxn17600		2.4.1.46-RXN.c	AraCyc
rxn02451		2.4.1.67-RXN.c	AraCyc
rxn01738		2.4.1.82-RXN.c	AraCyc
rxn17615		2.4.1.83-RXN.c	AraCyc
rxn17618		2.4.1.94-RXN.c	AraCyc
rxn17619		2.4.2.26-RXN.c	AraCyc
rxn17621		2.4.2.31-RXN.c	AraCyc
rxn17627		2.4.2.38-RXN.c	AraCyc
rxn27519		2.4.2.39-RXN.c	AraCyc
rxn17629		2.4.99.10-RXN.c	AraCyc
rxn02476		2.5.1.19-RXN.c	AraCyc
rxn00498		2.5.1.21-RXN.c	AraCyc
rxn01489		2.5.1.32-RXN.c	AraCyc
rxn05034		2.5.1.39-RXN.c	AraCyc
rxn00055		2.5.1.43-RXN.c	AraCyc
rxn17644		2.5.1.46-RXN.c	AraCyc
rxn02248		2.5.1.51-RXN.c	AraCyc
rxn17646		2.5.1.58-RXN.c	AraCyc
rxn17647		2.5.1.60-RXN.c	AraCyc
rxn11702		2.5.1.64-RXN.c	AraCyc
rxn00656		2.6.1.18-RXN.c	AraCyc
rxn02926		2.6.1.22-RXN.c	AraCyc
rxn01496		2.6.1.49-RXN.c	AraCyc
rxn17654		2.6.1.57-RXN.c	AraCyc
rxn00527		2.6.1.57-RXN.c.araexp.P-HYDROXY-PHENYLPYRUVATE_TYR	AraCyc
rxn00491		2.6.1.58-RXN.c	AraCyc
rxn17658		2.6.1.7-RXN.c	AraCyc
rxn05037		2.6.1.80-RXN.c	AraCyc
rxn07441		2.6.1.83-RXN.c	AraCyc
rxn02460		2.7.1.127-RXN.c	AraCyc
rxn02457		2.7.1.133-RXN.c	AraCyc
rxn02490		2.7.1.134-RXN.c	AraCyc
rxn02456		2.7.1.139-RXN.c	AraCyc
rxn02489		2.7.1.140-RXN.c	AraCyc
rxn27525		2.7.1.148-RXN.d	AraCyc
rxn17666		2.7.1.149-RXN.c	AraCyc
rxn17668		2.7.1.150-RXN.c	AraCyc
rxn04040		2.7.1.151-RXN.c	AraCyc
rxn13385		2.7.1.152-RXN.c	AraCyc
rxn17670		2.7.1.153-RXN.c	AraCyc
rxn17671		2.7.1.154-RXN.c	AraCyc
rxn17673		2.7.1.160-RXN.c	AraCyc
rxn17676		2.7.1.68-RXN.c	AraCyc
rxn17677		2.7.1.69-RXN.c	AraCyc
rxn15298		2.7.1.90-RXN.c	AraCyc
rxn17679		2.7.10.1-RXN.c	AraCyc
rxn17679		2.7.10.2-RXN.c	AraCyc
rxn17682		2.7.11.12-RXN.c	AraCyc
rxn17682		2.7.11.17-RXN.c	AraCyc
rxn17687		2.7.11.2-RXN.c	AraCyc
rxn17682		2.7.11.22-RXN.c	AraCyc
rxn17682		2.7.11.24-RXN.c	AraCyc
rxn17689		2.7.11.25-RXN.c	AraCyc
rxn17694		2.7.11.7-RXN.c	AraCyc
rxn17682		2.7.12.1-RXN.c	AraCyc
rxn17682		2.7.12.2-RXN.c	AraCyc
rxn27526		2.7.12.2-RXN.m	AraCyc
rxn17699		2.7.13.3-RXN.c	AraCyc
rxn00119		2.7.4.22-RXN.c	AraCyc
rxn17703		2.7.4.24-RXN.c	AraCyc
rxn00105		2.7.7.1-RXN.c	AraCyc
rxn01074		2.7.7.11-RXN.c	AraCyc
rxn00641		2.7.7.13-RXN.c	AraCyc
rxn01479		2.7.7.14-RXN.c	AraCyc
rxn01380		2.7.7.15-RXN.c	AraCyc
rxn17707		2.7.7.30-RXN.c	AraCyc
rxn00700		2.7.7.34-RXN.c	AraCyc
rxn00773		2.7.7.35-RXN.c	AraCyc
rxn17709		2.7.7.37-RXN.c	AraCyc
rxn01005		2.7.7.44-RXN.c	AraCyc
rxn02421		2.7.7.57-RXN.c	AraCyc
rxn03907		2.7.7.60-RXN.c	AraCyc
rxn17712		2.7.7.64-RXN.c	AraCyc
rxn01074		2.7.7.64-RXN.c.araexp.CPD-490_UDP-D-XYLOSE	AraCyc
rxn17713		2.7.7.64-RXN.c.araexp.CPD-7246_UDP-N-ACETYL-GALACTOSAMINE	AraCyc
rxn00293		2.7.7.64-RXN.c.araexp.N-ACETYL-D-GLUCOSAMINE-1-P_UDP-N-ACETYL-D-GLUCOSAMINE	AraCyc
rxn17714		2.7.7.8-RXN.c	AraCyc
rxn17715		2.7.8.11-RXN.c	AraCyc
rxn17718		2.7.8.15-RXN.c	AraCyc
rxn03501		2.7.8.23-RXN.c	AraCyc
rxn17725		2.7.9.3-RXN.c	AraCyc
rxn17726		2.7.9.4-RXN.c	AraCyc
rxn17728		2.7.9.5-RXN.c	AraCyc
rxn17731		2.8.1.6-RXN.c	AraCyc
rxn17731		2.8.1.6-RXN.c.araexp.Sulfurated-Sulfur-Acceptors_Unsulfurated-Sulfur-Acceptors	AraCyc
rxn01907		2.8.2.26-RXN.c	AraCyc
rxn01908		2.8.2.27-RXN.c	AraCyc
rxn02354		2.8.2.28-RXN.c	AraCyc
rxn00987		23-DIMETHYLMALATE-LYASE-RXN.c	AraCyc
rxn02807		24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN.c	AraCyc
rxn27533		2KETO-3METHYLVALERATE-RXN.m	AraCyc
rxn37658		2KETO-3METHYLVALERATE-RXN.r	AraCyc
rxn27534		2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN.m	AraCyc
rxn08094		2OXOGLUTARATEDEH-RXN.c	AraCyc
rxn17746		2OXOGLUTDECARB-RXN.c	AraCyc
rxn17746		2OXOGLUTDECARB-RXN.c.araexp.Oxo-glutarate-dehydro-suc-DH-lipoyl_Oxo-glutarate-dehydrogenase-lipoyl	AraCyc
rxn00459		2PGADEHYDRAT-RXN.c	AraCyc
rxn17748		2PGADEHYDRAT-RXN.d	AraCyc
rxn15271		2TRANSKETO-RXN.c	AraCyc
rxn00912		3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN.c	AraCyc
rxn00937		3-CYANOALANINE-HYDRATASE-RXN.c	AraCyc
rxn02213		3-DEHYDROQUINATE-DEHYDRATASE-RXN.c	AraCyc
rxn02212		3-DEHYDROQUINATE-SYNTHASE-RXN.c	AraCyc
rxn17753		3-DEHYDROSPHINGANINE-REDUCTASE-RXN.r	AraCyc
rxn03874		3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN.c	AraCyc
rxn00992		3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN.c	AraCyc
rxn01452		3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN.c	AraCyc
rxn17757		3-HYDROXYDECANOYL-ACP-DEHYDR-RXN.c	AraCyc
rxn18936		3-HYDROXYDECANOYL-ACP-DEHYDR-RXN.c.araexp.2-Octenoyl-ACPs_3-Hydroxy-octanoyl-ACPs	AraCyc
rxn18935		3-HYDROXYDECANOYL-ACP-DEHYDR-RXN.c.araexp.Beta-3-hydroxybutyryl-ACPs_Crotonyl-ACPs	AraCyc
rxn25719		3-HYDROXYDECANOYL-ACP-DEHYDR-RXN.c.araexp.Octadec-2-enoyl-ACPs_R-3-hydroxystearoyl-ACPs	AraCyc
rxn25662		3-HYDROXYDECANOYL-ACP-DEHYDR-RXN.c.araexp.R-3-hydroxy-cis-vaccenoyl-ACPs_cis-vaccen-2-enoyl-ACPs	AraCyc
rxn17758		3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN.c	AraCyc
rxn27540		3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN.m	AraCyc
rxn27541		3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN.x	AraCyc
rxn01174		3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN.c	AraCyc
rxn03062		3-ISOPROPYLMALDEHYDROG-RXN.c	AraCyc
rxn02789		3-ISOPROPYLMALISOM-RXN.c	AraCyc
rxn17768		3-OXO-5-BETA-STEROID-4-DEHYDROGENASE-RXN.c	AraCyc
rxn08766		3-OXOACYL-ACP-COA-SYNTHIII-RXN.c	AraCyc
rxn06237		3-OXOACYL-ACP-REDUCT-RXN.c	AraCyc
rxn25661		3-OXOACYL-ACP-REDUCT-RXN.c.araexp.3-oxo-cis-vaccenoyl-ACPs_R-3-hydroxy-cis-vaccenoyl-ACPs	AraCyc
rxn25718		3-OXOACYL-ACP-REDUCT-RXN.c.araexp.3-oxo-stearoyl-ACPs_R-3-hydroxystearoyl-ACPs	AraCyc
rxn05347		3-OXOACYL-ACP-SYNTH-BASE-RXN.c	AraCyc
rxn17770		3-OXOACYL-ACP-SYNTH-RXN.c	AraCyc
rxn17771		3-OXOACYL-ACP-SYNTH-RXN.m	AraCyc
rxn01099		3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN.c	AraCyc
rxn01906		3-SULFINOALANINE-AMINOTRANSFERASE-RXN.c	AraCyc
rxn27547		3-SULFINOALANINE-AMINOTRANSFERASE-RXN.d	AraCyc
rxn27548		3-SULFINOALANINE-AMINOTRANSFERASE-RXN.m	AraCyc
rxn15497		3-SULFINYL-PYRUVATE-SPON-RXN.c	AraCyc
rxn17774		3.1.1.23-RXN.c	AraCyc
rxn01702		3.1.1.64-RXN.c	AraCyc
rxn17777		3.1.1.69-RXN.c	AraCyc
rxn04058		3.1.1.78-RXN.c	AraCyc
rxn13971		3.1.1.82-RXN.c	AraCyc
rxn17791		3.1.11.1-RXN.c	AraCyc
rxn17792		3.1.11.2-RXN.c	AraCyc
rxn17795		3.1.13.1-RXN.c	AraCyc
rxn17798		3.1.13.4-RXN.c	AraCyc
rxn17800		3.1.14.1-RXN.c	AraCyc
rxn17802		3.1.16.1-RXN.c	AraCyc
rxn17803		3.1.2.14-RXN.c	AraCyc
rxn27551		3.1.2.14-RXN.d	AraCyc
rxn06556		3.1.2.21-RXN.c	AraCyc
rxn17812		3.1.2.22-RXN.c	AraCyc
rxn00965		3.1.2.23-RXN.c	AraCyc
rxn05049		3.1.2.27-RXN.c	AraCyc
rxn17816		3.1.21.3-RXN.c	AraCyc
rxn17819		3.1.21.7-RXN.c	AraCyc
rxn17827		3.1.26.11-RXN.c	AraCyc
rxn17828		3.1.26.12-RXN.c	AraCyc
rxn17831		3.1.26.3-RXN.c	AraCyc
rxn17833		3.1.26.4-RXN.c	AraCyc
rxn17834		3.1.26.5-RXN.c	AraCyc
rxn17839		3.1.27.1-RXN.c	AraCyc
rxn17847		3.1.27.9-RXN.c	AraCyc
rxn17849		3.1.3.16-RXN.c	AraCyc
rxn15361		3.1.3.46-RXN.c	AraCyc
rxn02435		3.1.3.56-RXN.c	AraCyc
rxn02434		3.1.3.57-RXN.c	AraCyc
rxn02461		3.1.3.62-RXN.c	AraCyc
rxn17856		3.1.3.67-RXN.c	AraCyc
rxn00123		3.1.3.74-RXN.c	AraCyc
rxn05107		3.1.3.77-RXN.c	AraCyc
rxn17857		3.1.30.1-RXN.c	AraCyc
rxn17791		3.1.4.1-RXN.c	AraCyc
rxn17859		3.1.4.10-RXN.c	AraCyc
rxn17861		3.1.4.11-RXN.e	AraCyc
rxn06022		3.1.4.14-RXN.c	AraCyc
rxn17864		3.1.4.17-RXN.c	AraCyc
rxn17865		3.1.4.37-RXN.c	AraCyc
rxn17874		3.1.4.39-RXN.c	AraCyc
rxn17890		3.2.1.1-RXN.c	AraCyc
rxn17896		3.2.1.106-RXN.c	AraCyc
rxn17901		3.2.1.113-RXN.c	AraCyc
rxn27553		3.2.1.114-RXN.g	AraCyc
