ModelSEED ID	External ID	Source
cpd00002	ATP	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|JM_Creinhardtii|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00002	ATP_c	JM_Creinhardtii
cpd00002	ATP_m	JM_Creinhardtii
cpd00002	C00002	KEGG
cpd00002	C00002_c	iRS1597
cpd00002	C00002_m	iRS1597
cpd00002	C00002_p	iRS1597
cpd00002	C00002_x	iRS1597
cpd00002	M_C00002_c	iRS1563
cpd00002	M_C00002_m	iRS1563
cpd00002	M_C00002_p	iRS1563
cpd00002	M_C00002_x	iRS1563
cpd00002	M_atp_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00002	M_atp_f	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00002	M_atp_g	JP_Creinhardtii_NMeth
cpd00002	M_atp_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00002	M_atp_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00002	M_atp_n	JP_Creinhardtii_MSB
cpd00002	S_ATP_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00002	S_ATP_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00002	S_ATP_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00002	S_ATP_x	AlgaGEM|AraGEM|Maize_C4GEM
cpd00002	atp	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIN800|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00002	cbs_274	iAG612
cpd00002	cbs_42	iAG612
cpd00002	cll_0	iAO358
cpd00002	met141_c	TS_Athaliana
cpd00002	met141_g	TS_Athaliana
cpd00002	met141_m	TS_Athaliana
cpd00002	met141_p	TS_Athaliana
cpd00002	met141_r	TS_Athaliana
cpd00002	met141_v	TS_Athaliana
cpd00002	met141_x	TS_Athaliana
cpd00003	C00003	KEGG
cpd00003	C00003_c	iRS1597
cpd00003	C00003_m	iRS1597
cpd00003	C00003_p	iRS1597
cpd00003	C00003_x	iRS1597
cpd00003	M_C00003_c	iRS1563
cpd00003	M_C00003_m	iRS1563
cpd00003	M_C00003_p	iRS1563
cpd00003	M_C00003_x	iRS1563
cpd00003	M_nad_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00003	M_nad_f	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00003	M_nad_g	JP_Creinhardtii_NMeth
cpd00003	M_nad_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00003	M_nad_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00003	M_nad_n	JP_Creinhardtii_MSB
cpd00003	M_nad_s	JP_Creinhardtii_MSB
cpd00003	M_nad_x	JP_Creinhardtii_MSB
cpd00003	NAD	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|JM_Creinhardtii|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00003	NAD_c	JM_Creinhardtii
cpd00003	NAD_m	DF_Athaliana|JM_Creinhardtii
cpd00003	S_NAD_43__c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00003	S_NAD_43__m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00003	S_NAD_43__p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00003	S_NAD_43__x	AlgaGEM|AraGEM|Maize_C4GEM
cpd00003	cbs_150	iAG612
cpd00003	cbs_35	iAG612
cpd00003	cbs_61	iAG612
cpd00003	cll_22	iAO358
cpd00003	met990_c	TS_Athaliana
cpd00003	met990_g	TS_Athaliana
cpd00003	met990_m	TS_Athaliana
cpd00003	met990_p	TS_Athaliana
cpd00003	met990_r	TS_Athaliana
cpd00003	met990_v	TS_Athaliana
cpd00003	met990_x	TS_Athaliana
cpd00003	nad	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00003	nad+	BiGG1|iIN800
cpd00004	C00004	KEGG
cpd00004	C00004_c	iRS1597
cpd00004	C00004_m	iRS1597
cpd00004	C00004_p	iRS1597
cpd00004	C00004_x	iRS1597
cpd00004	M_C00004_c	iRS1563
cpd00004	M_C00004_m	iRS1563
cpd00004	M_C00004_p	iRS1563
cpd00004	M_C00004_x	iRS1563
cpd00004	M_nadh_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00004	M_nadh_f	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00004	M_nadh_g	JP_Creinhardtii_NMeth
cpd00004	M_nadh_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00004	M_nadh_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00004	M_nadh_s	JP_Creinhardtii_MSB
cpd00004	M_nadh_x	JP_Creinhardtii_MSB
cpd00004	NADH	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|JM_Creinhardtii|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00004	NADH_c	JM_Creinhardtii
cpd00004	NADH_m	DF_Athaliana|JM_Creinhardtii
cpd00004	S_NADH_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00004	S_NADH_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00004	S_NADH_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00004	S_NADH_x	AlgaGEM|AraGEM|Maize_C4GEM
cpd00004	cbs_37	iAG612
cpd00004	cll_19	iAO358
cpd00004	cll_23	iAO358
cpd00004	met991_c	TS_Athaliana
cpd00004	met991_g	TS_Athaliana
cpd00004	met991_m	TS_Athaliana
cpd00004	met991_p	TS_Athaliana
cpd00004	met991_r	TS_Athaliana
cpd00004	met991_v	TS_Athaliana
cpd00004	met991_x	TS_Athaliana
cpd00004	nadh	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIN800|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00005	C00005	KEGG
cpd00005	C00005_c	iRS1597
cpd00005	C00005_m	iRS1597
cpd00005	C00005_p	iRS1597
cpd00005	M_C00005_c	iRS1563
cpd00005	M_C00005_m	iRS1563
cpd00005	M_C00005_p	iRS1563
cpd00005	M_C00005_x	iRS1563
cpd00005	M_nadph_b	JP_Creinhardtii_NMeth
cpd00005	M_nadph_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00005	M_nadph_f	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00005	M_nadph_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00005	M_nadph_m	JP_Creinhardtii_MSB
cpd00005	M_nadph_n	JP_Creinhardtii_MSB
cpd00005	M_nadph_s	JP_Creinhardtii_MSB
cpd00005	M_nadph_u	JP_Creinhardtii_MSB
cpd00005	M_nadph_x	JP_Creinhardtii_MSB
cpd00005	NADPH	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|JM_Creinhardtii|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00005	NADPH_c	JM_Creinhardtii
cpd00005	NADPH_m	JM_Creinhardtii
cpd00005	S_NADPH_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00005	S_NADPH_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00005	S_NADPH_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00005	cbs_23	iAG612
cpd00005	cbs_63	iAG612
cpd00005	cll_61	iAO358
cpd00005	met993_c	TS_Athaliana
cpd00005	met993_g	TS_Athaliana
cpd00005	met993_m	TS_Athaliana
cpd00005	met993_p	TS_Athaliana
cpd00005	met993_r	TS_Athaliana
cpd00005	met993_v	TS_Athaliana
cpd00005	met993_x	TS_Athaliana
cpd00005	nadph	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIN800|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00006	C00006	KEGG
cpd00006	C00006_c	iRS1597
cpd00006	C00006_m	iRS1597
cpd00006	C00006_p	iRS1597
cpd00006	M_C00006_c	iRS1563
cpd00006	M_C00006_m	iRS1563
cpd00006	M_C00006_p	iRS1563
cpd00006	M_C00006_x	iRS1563
cpd00006	M_nadp_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00006	M_nadp_f	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00006	M_nadp_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00006	M_nadp_m	JP_Creinhardtii_MSB
cpd00006	M_nadp_n	JP_Creinhardtii_MSB
cpd00006	M_nadp_s	JP_Creinhardtii_MSB
cpd00006	M_nadp_u	JP_Creinhardtii_MSB
cpd00006	M_nadp_x	JP_Creinhardtii_MSB
cpd00006	NADP	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|JM_Creinhardtii|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00006	NADP_c	JM_Creinhardtii
cpd00006	NADP_m	JM_Creinhardtii
cpd00006	S_NADP_43__c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00006	S_NADP_43__m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00006	S_NADP_43__p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00006	cbs_26	iAG612
cpd00006	cll_63	iAO358
cpd00006	met992_c	TS_Athaliana
cpd00006	met992_g	TS_Athaliana
cpd00006	met992_m	TS_Athaliana
cpd00006	met992_p	TS_Athaliana
cpd00006	met992_r	TS_Athaliana
cpd00006	met992_v	TS_Athaliana
cpd00006	met992_x	TS_Athaliana
cpd00006	nadp	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00006	nadp+	BiGG1|iIN800
cpd00007	C00007	KEGG
cpd00007	C00007_c	iRS1597
cpd00007	C00007_e	iRS1597
cpd00007	C00007_m	iRS1597
cpd00007	C00007_p	iRS1597
cpd00007	C00007_x	iRS1597
cpd00007	M_C00007_c	iRS1563
cpd00007	M_C00007_p	iRS1563
cpd00007	M_C00007_x	iRS1563
cpd00007	M_o2_b	JP_Creinhardtii_NMeth
cpd00007	M_o2_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00007	M_o2_e	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00007	M_o2_g	JP_Creinhardtii_NMeth
cpd00007	M_o2_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00007	M_o2_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00007	M_o2_n	JP_Creinhardtii_MSB
cpd00007	M_o2_u	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00007	M_o2_x	JP_Creinhardtii_MSB
cpd00007	O2	JM_Creinhardtii
cpd00007	O2_c	JM_Creinhardtii
cpd00007	O2_m	JM_Creinhardtii
cpd00007	OXYGEN-MOLECULE	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00007	S_Oxygen_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00007	S_Oxygen_ext	Maize_C4GEM
cpd00007	S_Oxygen_ext_b	AlgaGEM|AraGEM
cpd00007	S_Oxygen_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00007	S_Oxygen_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00007	S_Oxygen_pmd	Maize_C4GEM
cpd00007	S_Oxygen_x	AlgaGEM|AraGEM|Maize_C4GEM
cpd00007	cbs_16	iAG612
cpd00007	cbs_472	iAG612
cpd00007	cll_115	iAO358
cpd00007	cll_291	iAO358
cpd00007	met1019_c	TS_Athaliana
cpd00007	met1019_g	TS_Athaliana
cpd00007	met1019_m	TS_Athaliana
cpd00007	met1019_p	TS_Athaliana
cpd00007	met1019_r	TS_Athaliana
cpd00007	met1019_v	TS_Athaliana
cpd00007	met1019_x	TS_Athaliana
cpd00007	o2	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIN800|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iRR1083|iSB619|iSO783|iYO844
cpd00008	ADP	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|JM_Creinhardtii|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00008	ADP_c	JM_Creinhardtii
cpd00008	ADP_m	JM_Creinhardtii
cpd00008	C00008	KEGG
cpd00008	C00008_c	iRS1597
cpd00008	C00008_m	iRS1597
cpd00008	C00008_p	iRS1597
cpd00008	G11113	KEGG
cpd00008	M_C00008_c	iRS1563
cpd00008	M_C00008_m	iRS1563
cpd00008	M_C00008_p	iRS1563
cpd00008	M_adp_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00008	M_adp_f	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00008	M_adp_g	JP_Creinhardtii_NMeth
cpd00008	M_adp_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00008	M_adp_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00008	M_adp_n	JP_Creinhardtii_MSB
cpd00008	S_ADP_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00008	S_ADP_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00008	S_ADP_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00008	S_ADP_x	AlgaGEM
cpd00008	adp	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIN800|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00008	cbs_44	iAG612
cpd00008	cll_3	iAO358
cpd00008	met112_c	TS_Athaliana
cpd00008	met112_g	TS_Athaliana
cpd00008	met112_m	TS_Athaliana
cpd00008	met112_p	TS_Athaliana
cpd00008	met112_r	TS_Athaliana
cpd00008	met112_v	TS_Athaliana
cpd00008	met112_x	TS_Athaliana
cpd00009	C00009	KEGG
cpd00009	C00009_c	iRS1597
cpd00009	C00009_e	iRS1597
cpd00009	C00009_m	iRS1597
cpd00009	C00009_p	iRS1597
cpd00009	M_C00009_c	iRS1563
cpd00009	M_C00009_m	iRS1563
cpd00009	M_C00009_p	iRS1563
cpd00009	M_pi_b	JP_Creinhardtii_NMeth
cpd00009	M_pi_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00009	M_pi_e	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00009	M_pi_f	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00009	M_pi_g	JP_Creinhardtii_NMeth
cpd00009	M_pi_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00009	M_pi_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00009	M_pi_n	JP_Creinhardtii_MSB
cpd00009	M_pi_x	JP_Creinhardtii_MSB
cpd00009	PI	iAbaylyiv4
cpd00009	Pi	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|JM_Creinhardtii|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc
cpd00009	Pi_c	JM_Creinhardtii
cpd00009	Pi_e	DF_Athaliana
cpd00009	Pi_m	JM_Creinhardtii
cpd00009	S_Orthophosphate_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00009	S_Orthophosphate_ext_b	AlgaGEM|AraGEM
cpd00009	S_Orthophosphate_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00009	S_Orthophosphate_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00009	S_Orthophosphate_pmd	Maize_C4GEM
cpd00009	S_Orthophosphate_x	AlgaGEM
cpd00009	cbs_27	iAG612
cpd00009	cll_4	iAO358
cpd00009	met1079_c	TS_Athaliana
cpd00009	met1079_g	TS_Athaliana
cpd00009	met1079_m	TS_Athaliana
cpd00009	met1079_p	TS_Athaliana
cpd00009	met1079_r	TS_Athaliana
cpd00009	met1079_v	TS_Athaliana
cpd00009	met1079_x	TS_Athaliana
cpd00009	pi	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIN800|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00010	C00010	KEGG
cpd00010	C00010_c	iRS1597
cpd00010	C00010_m	iRS1597
cpd00010	C00010_p	iRS1597
cpd00010	C00010_x	iRS1597
cpd00010	CO-A	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00010	CoA	DF_Athaliana|JM_Creinhardtii
cpd00010	CoA_c	JM_Creinhardtii
cpd00010	CoA_m	JM_Creinhardtii
cpd00010	M_C00010_c	iRS1563
cpd00010	M_C00010_m	iRS1563
cpd00010	M_C00010_p	iRS1563
cpd00010	M_C00010_x	iRS1563
cpd00010	M_coa_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00010	M_coa_g	JP_Creinhardtii_NMeth
cpd00010	M_coa_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00010	M_coa_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00010	M_coa_s	JP_Creinhardtii_MSB
cpd00010	M_coa_x	JP_Creinhardtii_MSB
cpd00010	S_CoA_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00010	S_CoA_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00010	S_CoA_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00010	S_CoA_x	AlgaGEM|AraGEM|Maize_C4GEM
cpd00010	cbs_66	iAG612
cpd00010	cbs_83	iAG612
cpd00010	cll_11	iAO358
cpd00010	coa	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIN800|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00010	met428_c	TS_Athaliana
cpd00010	met428_g	TS_Athaliana
cpd00010	met428_m	TS_Athaliana
cpd00010	met428_p	TS_Athaliana
cpd00010	met428_r	TS_Athaliana
cpd00010	met428_v	TS_Athaliana
cpd00010	met428_x	TS_Athaliana
cpd00011	C00011	KEGG
cpd00011	C00011_c	iRS1597
cpd00011	C00011_e	iRS1597
cpd00011	C00011_m	iRS1597
cpd00011	C00011_p	iRS1597
cpd00011	C00011_x	iRS1597
cpd00011	CARBON-DIOXIDE	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00011	CO2	JM_Creinhardtii
cpd00011	CO2_c	JM_Creinhardtii
cpd00011	CO2_m	JM_Creinhardtii
cpd00011	M_C00011_c	iRS1563
cpd00011	M_C00011_m	iRS1563
cpd00011	M_C00011_p	iRS1563
cpd00011	M_C00011_x	iRS1563
cpd00011	M_co2_b	JP_Creinhardtii_NMeth
cpd00011	M_co2_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00011	M_co2_e	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00011	M_co2_g	JP_Creinhardtii_NMeth
cpd00011	M_co2_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00011	M_co2_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00011	M_co2_x	JP_Creinhardtii_MSB
cpd00011	S_CO2_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00011	S_CO2_ext	Maize_C4GEM
cpd00011	S_CO2_ext_b	AlgaGEM|AraGEM
cpd00011	S_CO2_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00011	S_CO2_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00011	S_CO2_pmd	Maize_C4GEM
cpd00011	S_CO2_x	AraGEM
cpd00011	cbs_12	iAG612
cpd00011	cll_2	iAO358
cpd00011	co2	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00011	dco2	BiGG1|iIN800
cpd00011	met405_c	TS_Athaliana
cpd00011	met405_g	TS_Athaliana
cpd00011	met405_m	TS_Athaliana
cpd00011	met405_p	TS_Athaliana
cpd00011	met405_r	TS_Athaliana
cpd00011	met405_v	TS_Athaliana
cpd00011	met405_x	TS_Athaliana
cpd00012	C00013	KEGG
cpd00012	C00013_c	iRS1597
cpd00012	C00013_m	iRS1597
cpd00012	C00013_p	iRS1597
cpd00012	C00013_x	iRS1597
cpd00012	M_C00013_c	iRS1563
cpd00012	M_C00013_m	iRS1563
cpd00012	M_C00013_p	iRS1563
cpd00012	M_C00013_x	iRS1563
cpd00012	M_ppi_c	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00012	M_ppi_h	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00012	M_ppi_m	JP_Creinhardtii_MSB|JP_Creinhardtii_NMeth
cpd00012	M_ppi_n	JP_Creinhardtii_MSB
cpd00012	M_ppi_u	JP_Creinhardtii_MSB
cpd00012	PP	JM_Creinhardtii
cpd00012	PPI	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc|iAbaylyiv4
cpd00012	PP_c	JM_Creinhardtii
cpd00012	PP_m	JM_Creinhardtii
cpd00012	S_Pyrophosphate_c	AlgaGEM|AraGEM|Maize_C4GEM
cpd00012	S_Pyrophosphate_m	AlgaGEM|AraGEM|Maize_C4GEM
cpd00012	S_Pyrophosphate_p	AlgaGEM|AraGEM|Maize_C4GEM
cpd00012	S_Pyrophosphate_pmd	Maize_C4GEM
cpd00012	S_Pyrophosphate_x	AlgaGEM|AraGEM|Maize_C4GEM
cpd00012	cbs_146	iAG612
cpd00012	cll_324	iAO358
cpd00012	cll_38	iAO358
cpd00012	met1058_c	TS_Athaliana
cpd00012	met1058_g	TS_Athaliana
cpd00012	met1058_m	TS_Athaliana
cpd00012	met1058_p	TS_Athaliana
cpd00012	met1058_r	TS_Athaliana
cpd00012	met1058_v	TS_Athaliana
cpd00012	met1058_x	TS_Athaliana
cpd00012	ppi	BiGG|BiGG1|iAF1260|iAF692|iGT196|iIN800|iIT341|iJN746|iJR904|iMA945|iMEO21|iMM904|iMO1053-PAO1|iMO1056|iND750|iNJ661|iPS189|iRR1083|iSB619|iSO783|iYO844
cpd00013	AMMONIA	AraCyc|BrachyCyc|ChlamyCyc|CornCyc|DF_Athaliana|EcoCyc|MaizeCyc|MetaCyc|PlantCyc|PoplarCyc|RiceCyc|SorghumCyc|SoyCyc
cpd00013	Am	JM_Creinhardtii
cpd00013	Am_c	JM_Creinhardtii
cpd00013	Am_m	JM_Creinhardtii
cpd00013	C00014	KEGG
cpd00013	C00014_c	iRS1597
cpd00013	C00014_e	iRS1597
cpd00013	C00014_m	iRS1597
cpd00013	C00014_p	iRS1597
cpd00013	M_C00014_c	iRS1563
cpd00013	M_C00014_m	iRS1563
cpd00013	M_C00014_p	iRS1563
