MS ID	Old MS ID	External ID	Source
rxn31108		R_Bc1	AlgaGEM
rxn34278		R_Bc11	AlgaGEM
rxn34279		R_Bc12	AlgaGEM
rxn34280		R_Bc13	AlgaGEM
rxn34281		R_Bc14	AlgaGEM
rxn34282		R_Bc15	AlgaGEM
rxn34283		R_Bc16	AlgaGEM
rxn34284		R_Bc17	AlgaGEM
rxn34285		R_Bc18	AlgaGEM
rxn34286		R_Bc19	AlgaGEM
rxn31109		R_Bc2	AlgaGEM
rxn34287		R_Bc20	AlgaGEM
rxn34288		R_Bc21	AlgaGEM
rxn34289		R_Bc22	AlgaGEM
rxn34290		R_Bc23	AlgaGEM
rxn34291		R_Bc24	AlgaGEM
rxn34292		R_Bc25	AlgaGEM
rxn34293		R_Bc26	AlgaGEM
rxn31136		R_Bc30	AlgaGEM
rxn31137		R_Bc31	AlgaGEM
rxn31138		R_Bc32	AlgaGEM
rxn31139		R_Bc33	AlgaGEM
rxn31140		R_Bc34	AlgaGEM
rxn31141		R_Bc35	AlgaGEM
rxn31142		R_Bc36	AlgaGEM
rxn31143		R_Bc37	AlgaGEM
rxn31144		R_Bc38	AlgaGEM
rxn31145		R_Bc39	AlgaGEM
rxn31111		R_Bc4	AlgaGEM
rxn34274		R_Bc6	AlgaGEM
rxn34275		R_Bc7	AlgaGEM
rxn34276		R_Bc8	AlgaGEM
rxn34277		R_Bc9	AlgaGEM
rxn05467		R_Ex1	AlgaGEM
rxn10904		R_Ex10	AlgaGEM
rxn34294		R_Ex11	AlgaGEM
rxn28594		R_Ex12	AlgaGEM
rxn10838		R_Ex13	AlgaGEM
rxn10826		R_Ex14	AlgaGEM
rxn12426		R_Ex15	AlgaGEM
rxn10542		R_Ex16	AlgaGEM
rxn10917		R_Ex17	AlgaGEM
rxn10928		R_Ex18	AlgaGEM
rxn10906		R_Ex19	AlgaGEM
rxn05319		R_Ex2	AlgaGEM
rxn10921		R_Ex20	AlgaGEM
rxn10999		R_Ex21	AlgaGEM
rxn09682		R_Ex22	AlgaGEM
rxn29362		R_Ex23	AlgaGEM
rxn09683		R_Ex24	AlgaGEM
rxn05468		R_Ex3	AlgaGEM
rxn10935		R_Ex4	AlgaGEM
rxn29241		R_Ex5	AlgaGEM
rxn10541		R_Ex6	AlgaGEM
rxn05238		R_Ex7	AlgaGEM
rxn31356		R_Ex8	AlgaGEM
rxn31357		R_Ex9	AlgaGEM
rxn00001		R_R00004_c	AlgaGEM
rxn00003		R_R00006_c	AlgaGEM
rxn19264		R_R00009_x	AlgaGEM
rxn00007		R_R00010_c	AlgaGEM
rxn00011		R_R00014_c	AlgaGEM
rxn34234		R_R00019_p	AlgaGEM
rxn31206		R_R00021_p	AlgaGEM
rxn00016		R_R00022_c	AlgaGEM
rxn20788		R_R00024_p	AlgaGEM
rxn00022		R_R00028_c	AlgaGEM
rxn32594		R_R00028_p	AlgaGEM
