MS ID	Old MS ID	External ID	Source
cpd08286		S_2_45_C_45_Methyl_45_D_45_erythritol_32_4_45_phosphate_c	AlgaGEM
cpd03330		S_2_45_Carboxy_45_2_44_3_45_dihydro_45_5_44_6_45_dihydroxyindole_c	AlgaGEM
cpd09797		S_2_45_Carboxy_45_2_45_hydroxy_45_8_45_carboxychromene_c	AlgaGEM
cpd03770		S_2_45_Chloromaleylacetate_c	AlgaGEM
cpd16369		S_2_45_Dechloroethylifosfamide_c	AlgaGEM
cpd02857		S_2_45_Dehydro_45_3_45_deoxy_45_D_45_arabino_45_heptonate_32_7_45_phosphate_c	AlgaGEM
cpd00894		S_2_45_Dehydro_45_3_45_deoxy_45_D_45_galactonate_c	AlgaGEM
cpd00176		S_2_45_Dehydro_45_3_45_deoxy_45_D_45_gluconate_c	AlgaGEM
cpd00712		S_2_45_Dehydropantoate_c	AlgaGEM
cpd11425		S_2_45_Demethylmenaquinone_c	AlgaGEM
cpd00509		S_2_45_Deoxy_45_D_45_ribose_32_1_45_phosphate_c	AlgaGEM
cpd00510		S_2_45_Deoxy_45_D_45_ribose_32_5_45_phosphate_c	AlgaGEM
cpd16461		S_2_45_Ethyl_45_5_45_methyl_45_3_44_3_45_diphenyl_45_1_45_pyrroline_c	AlgaGEM
cpd19184		S_2_45_Ethylidene_45_1_44_5_45_dimethyl_45_3_44_3_45_diphenylpyrrolidine_c	AlgaGEM
cpd03442		S_2_45_Hexaprenyl_45_3_45_methyl_45_5_45_hydroxy_45_6_45_methoxy_45_1_44_4_45_benzoquinone_c	AlgaGEM
cpd03441		S_2_45_Hexaprenyl_45_3_45_methyl_45_6_45_methoxy_45_1_44_4_45_benzoquinone_c	AlgaGEM
cpd03440		S_2_45_Hexaprenyl_45_6_45_methoxy_45_1_44_4_45_benzoquinone_c	AlgaGEM
cpd03439		S_2_45_Hexaprenyl_45_6_45_methoxyphenol_c	AlgaGEM
cpd04378		S_2_45_Hydroxy_45_1_44_4_45_benzoquinone_c	AlgaGEM
cpd03174		S_2_45_Hydroxy_45_3_45__40_4_45_hydroxyphenyl_41_propenoate_c	AlgaGEM
cpd08731		S_2_45_Hydroxy_45_4_45_isopropenylcyclohexane_45_1_45_carboxyl_45_CoA_c	AlgaGEM
cpd09809		S_2_45_Hydroxy_45_7_45_hydroxymethylchromene_45_2_45_carboxylate_c	AlgaGEM
cpd09788		S_2_45_Hydroxy_45_8_45_methylchromene_45_2_45_carboxylate_c	AlgaGEM
cpd03561		S_2_45_Hydroxybutanoic_32_acid_c	AlgaGEM
cpd16405		S_2_45_Hydroxycarbamazepine_c	AlgaGEM
cpd00844		S_2_45_Hydroxycyclohexan_45_1_45_one_c	AlgaGEM
cpd03146		S_2_45_Hydroxyestradiol_45_17beta_c	AlgaGEM
cpd02469		S_2_45_Hydroxyethylenedicarboxylate_c	AlgaGEM
cpd16393		S_2_45_Hydroxyfelbamate_c	AlgaGEM
cpd01709		S_2_45_Hydroxyglutarate_c	AlgaGEM
cpd03326		S_2_45_Hydroxyhepta_45_2_44_4_45_dienedioate_c	AlgaGEM
cpd16408		S_2_45_Hydroxyiminostilbene_c	AlgaGEM
cpd09800		S_2_45_Hydroxyisophthalic_32_acid_c	AlgaGEM
cpd03480		S_2_45_Hydroxyphenylacetate_c	AlgaGEM
cpd03871		S_2_45_Hydroxypropylphosphonate_c	AlgaGEM
cpd01710		S_2_45_Isopropylmaleate_c	AlgaGEM
cpd01498		S_2_45_Maleylacetate_c	AlgaGEM
cpd08013		S_2_45_Methoxy_45_estradiol_45_17beta_32_3_45_glucuronide_c	AlgaGEM
cpd03147		S_2_45_Methoxyestradiol_45_17beta_c	AlgaGEM
cpd08014		S_2_45_Methoxyestrone_32_3_45_glucuronide_c	AlgaGEM
cpd03144		S_2_45_Methoxyestrone_c	AlgaGEM
cpd14702		S_2_45_Methyl_45_1_45_hydroxybutyl_45_ThPP_c	AlgaGEM
cpd14700		S_2_45_Methyl_45_1_45_hydroxypropyl_45_ThPP_c	AlgaGEM
cpd02894		S_2_45_Methyl_45_4_45_amino_45_5_45_hydroxymethylpyrimidine_32_diphosphate_c	AlgaGEM
cpd14613		S_2_45_Methyl_45_6_45_phytylquinol_c	AlgaGEM
cpd02124		S_2_45_Methylacetoacetyl_45_CoA_c	AlgaGEM
cpd02125		S_2_45_Methylbut_45_2_45_enoyl_45_CoA_c	AlgaGEM
cpd00760		S_2_45_Methylbutanoyl_45_CoA_c	AlgaGEM
cpd01502		S_2_45_Methylmaleate_c	AlgaGEM
cpd02187		S_2_45_Methylprop_45_2_45_enoyl_45_CoA_c	AlgaGEM
cpd00481		S_2_45_Methylpropanoyl_45_CoA_c	AlgaGEM
cpd09802		S_2_45_Naphthaldehyde_c	AlgaGEM
cpd09804		S_2_45_Naphthoic_32_acid_c	AlgaGEM
cpd09823		S_2_45_Naphthoyl_45_CoA_c	AlgaGEM
cpd03448		S_2_45_Octaprenyl_45_3_45_methyl_45_6_45_methoxy_45_1_44_4_45_benzoquinone_c	AlgaGEM
cpd03447		S_2_45_Octaprenyl_45_6_45_methoxy_45_1_44_4_45_benzoquinone_c	AlgaGEM
cpd11625		S_2_45_Oxo_32_acid_c	AlgaGEM
cpd03606		S_2_45_Oxo_45_3_45_hydroxy_45_4_45_phosphobutanoate_c	AlgaGEM
cpd00269		S_2_45_Oxoadipate_c	AlgaGEM
cpd02364		S_2_45_Oxoarginine_c	AlgaGEM
cpd00094		S_2_45_Oxobutanoate_c	AlgaGEM
cpd00024		S_2_45_Oxoglutarate_c	AlgaGEM
cpd00024		S_2_45_Oxoglutarate_m	AlgaGEM
cpd00024		S_2_45_Oxoglutarate_p	AlgaGEM
cpd01960		S_2_45_Oxohept_45_3_45_enedioate_c	AlgaGEM
cpd16395		S_2_45_Phenyl_45_1_44_3_45_propanediol_32_monocarbamate_c	AlgaGEM
cpd01647		S_2_45_Phenylacetamide_c	AlgaGEM
cpd08288		S_2_45_Phospho_45_4_45__40_cytidine_32_5_39__45_diphospho_41__45_2_45_C_45_methyl_45_D_45_erythritol_c	AlgaGEM
cpd00482		S_2_45_Phospho_45_D_45_glycerate_c	AlgaGEM
cpd00482		S_2_45_Phospho_45_D_45_glycerate_p	AlgaGEM
cpd00727		S_2_45_Phosphoglycolate_c	AlgaGEM
cpd00727		S_2_45_Phosphoglycolate_p	AlgaGEM
cpd09410		S_2_45_Phytyl_45_1_44_4_45_naphthoquinone_c	AlgaGEM
cpd03562		S_2_45_Propyn_45_1_45_al_c	AlgaGEM
cpd16335		S_2_45_Succinyl_45_5_45_enolpyruvyl_45_6_45_hydroxy_45_3_45_cyclohexene_45_1_45_carboxylate_c	AlgaGEM
cpd28162		S_2_45_Succinyl_45_6_45_hydroxy_45_2_44_4_45_cyclohexadiene_45_1_45_carboxylate_c	AlgaGEM
cpd02021		S_2_45_Succinylbenzoyl_45_CoA_c	AlgaGEM
cpd02826		S_2_45__40_Formamido_41__45_N1_45__40_5_39__45_phosphoribosyl_41_acetamidine_c	AlgaGEM
cpd10562		S_2_45__40_S_45_Glutathionyl_41_acetyl_32_chloride_c	AlgaGEM
cpd10560		S_2_45__40_S_45_Glutathionyl_41_acetyl_32_glutathione_c	AlgaGEM
cpd03049		S_2_45__40_alpha_45_Hydroxyethyl_41_thiamine_32_diphosphate_c	AlgaGEM
cpd02060		S_2_45_trans_45_Dodecenoyl_45_CoA_c	AlgaGEM
cpd02060		S_2_45_trans_45_Dodecenoyl_45_CoA_x	AlgaGEM
cpd02249		S_2beta_45_Hydroxygibberellin_32_1_c	AlgaGEM
cpd00446		S_3_39__44_5_39__45_Cyclic_32_AMP_c	AlgaGEM
cpd00697		S_3_39__44_5_39__45_Cyclic_32_GMP_c	AlgaGEM
cpd14689		S_3_39__45_Hydroxyechinenone_c	AlgaGEM
cpd00044		S_3_39__45_Phosphoadenylyl_32_sulfate_c	AlgaGEM
cpd03395		S_3_39__45_Phosphoadenylylselenate_c	AlgaGEM
cpd03498		S_3_44_3_39__44_4_39_5_45_Tetrahydroxystilbene_c	AlgaGEM
cpd02252		S_3_44_4_39__44_5_45_Trihydroxystilbene_c	AlgaGEM
cpd10544		S_3_44_4_45_Dihydro_45_3_45_hydroxy_45_4_45_S_45_glutathionyl_32_bromobenzene_c	AlgaGEM
cpd11225		S_3_44_4_45_Dihydroxy_45_2_45_butanone_32_4_45_phosphate_c	AlgaGEM
cpd00291		S_3_44_4_45_Dihydroxy_45_L_45_phenylalanine_c	AlgaGEM
cpd00881		S_3_44_4_45_Dihydroxy_45_trans_45_cinnamate_c	AlgaGEM
cpd03307		S_3_44_4_45_Dihydroxymandelaldehyde_c	AlgaGEM
cpd02500		S_3_44_4_45_Dihydroxyphenylacetaldehyde_c	AlgaGEM
cpd03306		S_3_44_4_45_Dihydroxyphenylethyleneglycol_c	AlgaGEM
cpd03723		S_3_44_4_45_Dihydroxystyrene_c	AlgaGEM
cpd03063		S_3_45_Aminoisobutanoate_c	AlgaGEM
cpd03664		S_3_45_Butyn_45_1_45_al_c	AlgaGEM
cpd03663		S_3_45_Butynoate_c	AlgaGEM
cpd16396		S_3_45_Carbamoyl_45_2_45_phenylpropionaldehyde_c	AlgaGEM
cpd03189		S_3_45_Carboxy_45_1_45_hydroxypropyl_45_ThPP_m	AlgaGEM
cpd30045		S_3_45_Chloroallyl_32_aldehyde_c	AlgaGEM
cpd01651		S_3_45_Cyano_45_L_45_alanine_c	AlgaGEM
cpd12452		S_3_45_D_45_Glucosyl_45_1_44_2_45_diacylglycerol_c	AlgaGEM
cpd00699		S_3_45_Dehydroquinate_c	AlgaGEM
cpd01716		S_3_45_Dehydroshikimate_c	AlgaGEM
cpd01879		S_3_45_Dehydrosphinganine_c	AlgaGEM
cpd02730		S_3_45_Deoxy_45_D_45_manno_45_octulosonate_32_8_45_phosphate_c	AlgaGEM
cpd00875		S_3_45_Deoxy_45_D_45_manno_45_octulosonate_c	AlgaGEM
cpd03585		S_3_45_Deoxy_45_D_45_manno_45_octulosonyl_45_lipid_32_IV_40_A_41__c	AlgaGEM
cpd01653		S_3_45_Fumarylpyruvate_c	AlgaGEM
cpd03092		S_3_45_Hexaprenyl_45_4_44_5_45_dihydroxybenzoate_c	AlgaGEM
cpd03151		S_3_45_Hexaprenyl_45_4_45_hydroxy_45_5_45_methoxybenzoate_c	AlgaGEM
cpd09429		S_3_45_Hexaprenyl_45_4_45_hydroxybenzoate_c	AlgaGEM
cpd08744		S_3_45_Hydroxy_45_2_44_6_45_dimethyl_45_5_45_methylene_45_heptanoyl_45_CoA_c	AlgaGEM
cpd02569		S_3_45_Hydroxy_45_3_45_methyl_45_2_45_oxobutanoic_32_acid_c	AlgaGEM
cpd14989		S_3_45_Hydroxy_45_5_45_oxohexanoyl_45_CoA_c	AlgaGEM
cpd02065		S_3_45_Hydroxy_45_L_45_kynurenine_c	AlgaGEM
cpd00923		S_3_45_Hydroxy_45_N6_44_N6_44_N6_45_trimethyl_45_L_45_lysine_c	AlgaGEM
cpd15053		S_3_45_Hydroxy_45_OPC4_45_CoA_c	AlgaGEM
cpd15049		S_3_45_Hydroxy_45_OPC6_45_CoA_c	AlgaGEM
cpd15045		S_3_45_Hydroxy_45_OPC8_45_CoA_c	AlgaGEM
cpd00483		S_3_45_Hydroxyanthranilate_c	AlgaGEM
cpd03043		S_3_45_Hydroxybutanoyl_45_CoA_c	AlgaGEM
cpd16406		S_3_45_Hydroxycarbamazepine_c	AlgaGEM
cpd14689		S_3_45_Hydroxyechinenone_c	AlgaGEM
cpd03570		S_3_45_Hydroxyisovaleryl_45_CoA_c	AlgaGEM
cpd03347		S_3_45_Hydroxykynurenamine_c	AlgaGEM
cpd16374		S_3_45_Hydroxylidocaine_c	AlgaGEM
cpd14936		S_3_45_Hydroxyoctadecanoyl_45_CoA_c	AlgaGEM
cpd14939		S_3_45_Hydroxyoctadecanoyl_45__91_acp_93__c	AlgaGEM
cpd04103		S_3_45_Hydroxypimeloyl_45_CoA_c	AlgaGEM
cpd00745		S_3_45_Hydroxypropanoate_c	AlgaGEM
cpd03375		S_3_45_Hydroxypropionyl_45_CoA_c	AlgaGEM
cpd01881		S_3_45_Indoleacetonitrile_c	AlgaGEM
cpd08747		S_3_45_Isopropylbut_45_3_45_enoic_32_acid_c	AlgaGEM
cpd08746		S_3_45_Isopropylbut_45_3_45_enoyl_45_CoA_c	AlgaGEM
cpd14552		S_3_45_Keto_45_4_45_methylzymosterol_c	AlgaGEM
cpd03193		S_3_45_Keto_45_beta_45_D_45_galactose_c	AlgaGEM
cpd03199		S_3_45_Ketolactose_c	AlgaGEM
cpd03455		S_3_45_Mercaptolactate_c	AlgaGEM
cpd03311		S_3_45_Methoxy_45_4_45_hydroxyphenylacetaldehyde_c	AlgaGEM
cpd03313		S_3_45_Methoxy_45_4_45_hydroxyphenylglycolaldehyde_c	AlgaGEM
cpd03462		S_3_45_Methoxyanthranilate_c	AlgaGEM
cpd03316		S_3_45_Methoxytyramine_c	AlgaGEM
cpd14698		S_3_45_Methyl_45_1_45_hydroxybutyl_45_ThPP_c	AlgaGEM
cpd00123		S_3_45_Methyl_45_2_45_oxobutanoic_32_acid_c	AlgaGEM
cpd19026		S_3_45_Methyl_45_2_45_oxopentanoate_c	AlgaGEM
cpd01882		S_3_45_Methylbutanoyl_45_CoA_c	AlgaGEM
cpd01966		S_3_45_Methylcrotonyl_45_CoA_c	AlgaGEM
cpd02068		S_3_45_Methylglutaconyl_45_CoA_c	AlgaGEM
cpd09791		S_3_45_Methylsalicylate_c	AlgaGEM
cpd15054		S_3_45_Oxo_45_OPC4_45_CoA_c	AlgaGEM
cpd15050		S_3_45_Oxo_45_OPC6_45_CoA_c	AlgaGEM
cpd15046		S_3_45_Oxo_45_OPC8_45_CoA_c	AlgaGEM
cpd01507		S_3_45_Oxoadipyl_45_CoA_c	AlgaGEM
cpd03119		S_3_45_Oxodecanoyl_45_CoA_x	AlgaGEM
cpd11487		S_3_45_Oxodecanoyl_45__91_acp_93__c	AlgaGEM
cpd11487		S_3_45_Oxodecanoyl_45__91_acp_93__p	AlgaGEM
cpd03117		S_3_45_Oxododecanoyl_45_CoA_x	AlgaGEM
cpd11489		S_3_45_Oxododecanoyl_45__91_acp_93__c	AlgaGEM
cpd11489		S_3_45_Oxododecanoyl_45__91_acp_93__p	AlgaGEM
cpd11485		S_3_45_Oxohexadecanoyl_45__91_acp_93__c	AlgaGEM
cpd11485		S_3_45_Oxohexadecanoyl_45__91_acp_93__p	AlgaGEM
cpd03123		S_3_45_Oxohexanoyl_45_CoA_x	AlgaGEM
cpd11486		S_3_45_Oxohexanoyl_45__91_acp_93__c	AlgaGEM
cpd11486		S_3_45_Oxohexanoyl_45__91_acp_93__p	AlgaGEM
cpd03121		S_3_45_Oxooctanoyl_45_CoA_x	AlgaGEM
cpd11490		S_3_45_Oxooctanoyl_45__91_acp_93__c	AlgaGEM
cpd11490		S_3_45_Oxooctanoyl_45__91_acp_93__p	AlgaGEM
cpd03114		S_3_45_Oxopalmitoyl_45_CoA_x	AlgaGEM
cpd04104		S_3_45_Oxopimeloyl_45_CoA_c	AlgaGEM
cpd00191		S_3_45_Oxopropanoate_c	AlgaGEM
cpd14935		S_3_45_Oxostearoyl_45_CoA_c	AlgaGEM
cpd14938		S_3_45_Oxostearoyl_45__91_acp_93__c	AlgaGEM
cpd12689		S_3_45_Oxotetradecanoyl_45_CoA_x	AlgaGEM
cpd11491		S_3_45_Oxotetradecanoyl_45__91_acp_93__c	AlgaGEM
cpd11491		S_3_45_Oxotetradecanoyl_45__91_acp_93__p	AlgaGEM
cpd00169		S_3_45_Phospho_45_D_45_glycerate_c	AlgaGEM
cpd00169		S_3_45_Phospho_45_D_45_glycerate_p	AlgaGEM
cpd00203		S_3_45_Phospho_45_D_45_glyceroyl_32_phosphate_c	AlgaGEM
cpd00203		S_3_45_Phospho_45_D_45_glyceroyl_32_phosphate_p	AlgaGEM
cpd02069		S_3_45_Phosphonooxypyruvate_c	AlgaGEM
cpd01807		S_3_45_Phosphonopyruvate_c	AlgaGEM
