cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	mismatch_detail
cpd08915	Anemone blue anthocyanin 4	C12133	kegg_xref	MISMATCH	CIEYYIPVFQMNPA-YGPFERFGSA-L	MREJJMASIQVOTH-UHFFFAOYSA-N	11183174	O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](Oc2cc3oc(-c4cc(O)c(O)c(O)c4)c(O[C@@H]4O[C@H](COC(=O)CC(=O)OC(C(=O)[O-])C(O)C(=O)[O-])[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4OC(=O)/C=C/c4ccc(O)c(O)c4)cc-3c(=O)c2)[C@H](O)[C@@H](O)[C@@H]1O	COC1=CC2=C(C=C1)N=CN=C2Cl	IGNORE:wrong_mapping (formula: stored=C58H56O36, pubchem=C9H7ClN2O)
cpd08921	Petunidin 3-O-glucoside	C12139	kegg_xref	MISMATCH	NLHQFPXGYVBSBS-QKYBYQKWSA-N	CCQDWIRWKWIUKK-QKYBYQKWSA-O	443651	COc1cc(-c2oc3cc(O)cc(=O)c-3cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c1O	COC1=CC(=CC(=C1O)O)C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O	IGNORE:protonation_formula_diff (formula: stored=C22H22O12, pubchem=C22H23O12+, H_diff=+1)
cpd08931	Stigmatellin Y	C12150	kegg_xref	MISMATCH	BXPDHYNAAYOQOQ-XBBODHJJSA-M	LJUNPHMOGNFFOS-UHFFFAOYSA-N	2890	C/C=C(C)/C=C/C=C/[C@H](OC)[C@@H](C)[C@@H](OC)[C@@H](C)CCc1oc2cc([O-])cc(OC)c2c(=O)c1C	C1CCN(CC1)C(=O)C2=CC3=C(C=C2)OCCO3	IGNORE:wrong_mapping (formula: stored=C29H39O6, pubchem=C14H17NO3)
cpd08950	1-Epideacetylbowdensine	C12169	kegg_xref	MISMATCH	DTTIPGMCFAKXCP-UAFONNFLSA-O	AYNDDJMEHBUOGI-UHFFFAOYSA-N	24898515	COc1c2c(cc3c1OCO3)[C@@]13CC[N@@H+](C2)[C@@H]1CC[C@H](OC(C)=O)[C@@H]3O	CC1=C(C(=O)N2C=CC=C(C2=N1)OCC3=CC=CC=C3)CCO	IGNORE:wrong_mapping (formula: stored=C19H24NO6, pubchem=C18H18N2O3)
cpd08952	1,2-O-Diacetylzephyranthine	C12171	kegg_xref	MISMATCH	IUKYXZADSGGCJJ-UJXPUUNTSA-O	XWAVPOFYNPXXEL-UHFFFAOYSA-N	245987	CC(=O)O[C@H]1[C@H]2c3cc4c(cc3C[NH+]3CC[C@H](C[C@H]1OC(C)=O)[C@H]23)OCO4	CC(C(=O)O)OCC1=CC=CC=C1	IGNORE:wrong_mapping (formula: stored=C20H24NO6, pubchem=C10H12O3)
cpd08956	Proansamycin X	C12176	kegg_xref	MISMATCH	MHOUUNHTVCQAIF-HRFOQIDISA-N	WOLBUCVAZJNGTL-UHFFFAOYSA-N	11816284	C/C1=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C(\C)C(=O)C2=C(O)C(C)C(O)C3=C2C(=O)C=C(NC1=O)C3=O	CN1C2=C(C(=O)CC2)C3=CC=CC=C31	IGNORE:wrong_mapping (formula: stored=C35H47NO10, pubchem=C12H11NO)
cpd08970	9-O-Demethylhomolycorine	C12190	kegg_xref	MISMATCH	VLDOBKJPRUQEEC-FVQBIDKESA-O	ZZAJFWXXFZTTLH-UHFFFAOYSA-N	142742	COc1cc2c(cc1O)C(=O)O[C@@H]1CC=C3CC[NH+](C)[C@H]3[C@H]21	CC1=C(C=CC(=C1)Cl)C#N	IGNORE:wrong_mapping (formula: stored=C17H20NO4, pubchem=C8H6ClN)
cpd09019	Dubiusine	C12240	kegg_xref	MISMATCH	FBWQZJWDTGIERI-MIYFKOFASA-O	KWYZNESIGBQHJK-UHFFFAOYSA-N	13029	COc1cc2c(cc1OC(=O)CC(C)O)[C@@H]1[C@H](OC2=O)[C@@H](OC(C)=O)C=C2CC[NH+](C)[C@H]21	C[Si](C)(C1=CC=CC=C1)Cl	IGNORE:wrong_mapping (formula: stored=C23H28NO8, pubchem=C8H11ClSi)
cpd09025	Protorifamycin I	C12246	kegg_xref	MISMATCH	DWSNNJANRGBGNU-SMGNAMCTSA-M	MCHRBOFYIGYFPP-VIFPVBQESA-N	15511556	C/C1=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](CO)/C=C(\C)C(=O)c2c([O-])c(C)cc3c2C(=O)C=C(NC1=O)C3=O	CC(C)[C@@H](C(=O)OC(C)(C)C)OC(=O)C	IGNORE:wrong_mapping (formula: stored=C35H44NO10, pubchem=C11H20O4)
cpd09102	2,3,9,10-Tetrahydroxyberberine	C12331	kegg_xref	MISMATCH	GZQCOOSAYGQCDU-UHFFFAOYSA-M	DAHMYCXNJSCLGA-UHFFFAOYSA-O	443768	O=c1c([O-])ccc2cc3n(cc1-2)CCc1cc(O)c(O)cc1-3	C1C[N+]2=C(C=C3C=CC(=C(C3=C2)O)O)C4=CC(=C(C=C41)O)O	IGNORE:protonation_formula_diff (formula: stored=C17H12NO4, pubchem=C17H14NO4+, H_diff=+2)
cpd09104	Militarinone A	C12333	kegg_xref	MISMATCH	QQRXJJYMLPMZPS-FOBKFMRFSA-N	GVKBRMPULOEHLO-HHHXNRCGSA-N	15434420	CC[C@@H](C)C[C@@H](C)/C=C(C)/C=C/C=C/C(=O)c1c(O)c([C@]2(O)CC[C@@H](O)CC2)cn([O-])c1=O	CC(C)N(CC[C@H](C1=CC=CC=C1)C2=C(C=CC(=C2)CO)OCC3=CC=CC=C3)C(C)C	IGNORE:wrong_mapping (formula: stored=C26H36NO6, pubchem=C29H37NO2)
cpd09105	Militarinone B	C12334	kegg_xref	MISMATCH	UEAKETRIAVWZRM-JGKYVDRVSA-M	NKHVQSJVSMTQID-YNUTZCEOSA-N	54691340	CC[C@@H](C)C[C@@H](C)/C=C(C)/C=C/C=C/C(=O)C1=C([O-])C(C(O)c2ccc(O)cc2)NC1=O	CC[C@@H](C)C[C@@H](C)/C=C(\C)/C=C/C=C/C(=C\1/C(=O)C(NC1=O)C(C2=CC=C(C=C2)O)O)/O	IGNORE:protonation_formula_diff (formula: stored=C26H32NO5, pubchem=C26H33NO5, H_diff=+1)
cpd09106	Militarinone C	C12335	kegg_xref	MISMATCH	WTGMKSGYOMOVSY-FNBVWYOKSA-M	WOAXKTCKJQSLCB-UHFFFAOYSA-N	13688462	CC[C@@H](C)C[C@@H](C)/C=C(C)/C=C/C=C/C(=O)C1=C([O-])C(Cc2ccc(O)cc2)NC1=O	CC(=O)OCC1C2CC3C1C3C2=O	IGNORE:wrong_mapping (formula: stored=C26H32NO4, pubchem=C10H12O3)
cpd09111	Ancistrotectorine	C12340	kegg_xref	MISMATCH	BHQAJMGEYYHIGV-JKSUJKDBSA-O	ZJRUTGDCLVIVRD-UHFFFAOYSA-N	22883	COc1cc2c(c(OC)c1-c1c(C)cc3cccc(OC)c3c1O)[C@@H](C)[NH+](C)[C@@H](C)C2	C1=CC(=C(C=C1Cl)CO)OCC(=O)O	IGNORE:wrong_mapping (formula: stored=C26H32NO4, pubchem=C9H9ClO4)
cpd09133	Tetracenomycin X	C12380	kegg_xref	MISMATCH	FVBONYMGQSELGJ-JUKGBBNCSA-N	QSPIPUXWSNFXCK-AGILITTLSA-N	129395	COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(OC)C(=O)CC(OC)C(=O)[C@]1(O)C3=O	CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)[C@@]4(C(=O)C=C([C@H]([C@@]4(C3=O)O)O)OC)OC)OC)C(=O)OC	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd09134	Elloramycin A	C12381	kegg_xref	MISMATCH	VEGRBTMPAZLYSO-JLPOCNGGSA-N	OYEXGNNKRQPUBW-FJYHMNRNSA-N	10009567	COC(=O)c1c(O[C@@H]2O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]2OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(OC)C(=O)CC(OC)C(=O)[C@]1(O)C3=O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C([C@H]([C@@]5(C4=O)O)O)OC)OC)OC)OC)OC	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd09139	9-demethylpremithramycin A3	C12386	kegg_xref	MISMATCH	AASZIVFAOBUOTM-QGYAIUEGSA-M	XBJLKXOOHLLTPG-UHFFFAOYSA-N	74403	CO[C@@H]1C(=O)C(C(C)=O)=C([O-])[C@@]2(O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]5C[C@](C)(O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C(=O)c3c(cc4cc(O)cc(O)c4c3O)C[C@@H]12	COC1=NN=C(C=C1)Cl	IGNORE:wrong_mapping (formula: stored=C40H49O18, pubchem=C5H5ClN2O)
cpd09146	Prekinamycin	C12393	kegg_xref	MISMATCH	HQBBWGCZACJJJB-UHFFFAOYSA-M	RKTAZGBNWGMPHR-UHFFFAOYSA-N	67214570	Cc1cc2c(N=N)c3c(=O)c4c([O-])cccc4c(=O)c-3c-2c(=O)c1	CC(C)(C)OC(=O)NCCCC1(NN=C(S1)C2=C(C=CC(=C2)F)F)C3=CC=CC=C3	IGNORE:wrong_mapping (formula: stored=C18H9N2O4, pubchem=C22H25F2N3O2S)
cpd09172	12-Deoxyaklanonic acid	C12420	kegg_xref	MISMATCH	IHAACFJGQDINAI-UHFFFAOYSA-L	LGPVYVUYKWUSAV-UHFFFAOYSA-N	20084246	CCC(=O)C=C([O-])c1c(CC(=O)[O-])cc2c(c1O)C(=O)c1c(O)cccc1C2	CCOC(=O)C(C)(C)CC1=C(C2=C(N1CC3=CC=C(C=C3)Cl)C=CC(=C2)OCC4=NC5=CC=CC=C5C=C4)SC(C)(C)C	IGNORE:wrong_mapping (formula: stored=C21H16O7, pubchem=C36H39ClN2O3S)
cpd09192	Trachelanthamidine	C12440	kegg_xref	MISMATCH	LOFDEIYZIAVXHE-YUMQZZPRSA-O	UAWMVMPAYRWUFX-UHFFFAOYSA-N	79222	OC[C@@H]1CC[NH+]2CCC[C@@H]12	C1=CC(=NC=C1C(=O)O)Cl	IGNORE:wrong_mapping (formula: stored=C8H16NO, pubchem=C6H4ClNO2)
cpd09201	Pseudoecgonyl-CoA	C12450	kegg_xref	MISMATCH	LWFFRRDSDGEAQK-ZSCOKQQMSA-K	IXKFNTFJUHTDNE-UHFFFAOYSA-N	95448	C[NH+]1C2CCC1[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C2	CCOC(=O)C(CC=C)C(=O)C	IGNORE:wrong_mapping (formula: stored=C30H46N8O18P3S, pubchem=C9H14O3)
cpd09213	3-Amino-4,7-dihydroxy-8-chlorocoumarin	C12469	kegg_xref	MISMATCH	IUKNBHUPGHNINH-UHFFFAOYSA-M	RIJWDPRXCXJDPK-UHFFFAOYSA-N	10130016	Nc1c([O-])c2ccc(O)c(Cl)c2oc1=O	COC(=O)CC(=O)C1CC1	IGNORE:wrong_mapping (formula: stored=C9H5ClNO4, pubchem=C7H10O3)
cpd09215	4''-<i>O</i>-demethylclorobiocin	C12472	kegg_xref	MISMATCH	PVBGAGFRLSUWAK-CXTNQITHSA-M	ONDDYTHSSNTDLR-UHFFFAOYSA-N	568650	CC(C)=CCc1cc(C(=O)Nc2c([O-])c3ccc(O[C@@H]4OC(C)(C)[C@H](O)[C@@H](O)[C@H]4O)c(Cl)c3oc2=O)ccc1O	C1=CN=C(C=C1[N+](=O)[O-])C#N	IGNORE:wrong_mapping (formula: stored=C28H29ClNO10, pubchem=C6H3N3O2)
cpd09216	Novclobiocin 104	C12473	kegg_xref	MISMATCH	FLWNVTUDIWPFJL-ZJTSJXPUSA-M	REOFTPBYJKJOPQ-UHFFFAOYSA-N	13000268	CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C	C1=CC=C2C(=C1)N=C(C3=C(O2)C=CC(=C3)Cl)Cl	IGNORE:wrong_mapping (formula: stored=C29H31ClNO10, pubchem=C13H7Cl2NO)
cpd09221	Coumeroic acid	C12478	kegg_xref	MISMATCH	DBCRBUVJYHSJEQ-UHFFFAOYSA-L	SGZSHVUSFGUOCM-UHFFFAOYSA-N	53485924	Cc1c(C(=O)[O-])c[nH]c1C(=O)Nc1c([O-])c2ccc(O)c(C)c2oc1=O	CC(C)(C)OC(=O)N1CCCC12CN(C2=O)CC3=CC=CC=C3	IGNORE:wrong_mapping (formula: stored=C17H12N2O7, pubchem=C18H24N2O3)
cpd09222	Coumermic acid	C12479	kegg_xref	MISMATCH	KUACUXAJPDYURP-UHFFFAOYSA-L	SIGGISMALGOPAO-UHFFFAOYSA-N	102944	Cc1c(C(=O)Nc2c([O-])c3ccc(O)c(C)c3oc2=O)c[nH]c1C(=O)Nc1c([O-])c2ccc(O)c(C)c2oc1=O	CC(C1=CC=CC=C1)(C2=C(C=CC(=C2)Cl)N)O	IGNORE:wrong_mapping (formula: stored=C27H19N3O10, pubchem=C14H14ClNO)
cpd09223	Coumermycin D	C12480	kegg_xref	MISMATCH	MDWKFXALIRELND-UYUGCTTCSA-L	PSQXUHVOOSIWTL-UHFFFAOYSA-N	15818794	CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4c[nH]c(C(=O)Nc5c([O-])c6ccc(O[C@@H]7OC(C)(C)[C@H](OC)[C@@H](O)[C@H]7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C	CCNC(=S)NC1=C(C=C(C=C1)Cl)C(C)(C2=CC=CC=C2)O	IGNORE:wrong_mapping (formula: stored=C43H47N3O18, pubchem=C17H19ClN2OS)
cpd09261	Luteolin 7-O-neohesperidoside	C12630	kegg_xref	MISMATCH	SHPPXMGVUDNKLV-KMFFXDMSSA-M	HLKDVENNWRMMOS-UHFFFAOYSA-N	3820802	C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc([O-])c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	C1=CC(=CC(=C1)Cl)C2=CC(=NN2)N	IGNORE:wrong_mapping (formula: stored=C27H29O15, pubchem=C9H8ClN3)
cpd09273	Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)	C12642	kegg_xref	MISMATCH	INHGDGANTMTXOR-JZWLZXDTSA-M	XLZUBCUKXQFBKB-JZWLZXDTSA-O	443913	O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(=O)cc(O)cc-3oc2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O)O)O	IGNORE:protonation_formula_diff (formula: stored=C24H21O13, pubchem=C24H23O13+, H_diff=+2)
cpd09274	Cyanidin 3-O-(6'-O-malonylglucoside)	C12643	kegg_xref	MISMATCH	ZGUWOJKYBFIEIE-JZWLZXDTSA-M	ROQLTZUOXIQBDO-JZWLZXDTSA-O	443915	O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(=O)cc(O)cc-3oc2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O	C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O)O)O)O	IGNORE:protonation_formula_diff (formula: stored=C24H21O14, pubchem=C24H23O14+, H_diff=+2)
cpd05545	Tingenone	C08638	kegg_xref	MISMATCH	HAAOYRFPRMWJNB-GMIFGOKCSA-N	WSTYNZDAOAEEKG-QSPBTJQRSA-N	441687	CC1C(=O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@]2(C)[C@@H]3C[C@@H](C)C(=O)C[C@]3(C)CC[C@@]12C	C[C@@H]1C[C@@H]2[C@@](CC[C@@]3([C@@]2(CC[C@@]4(C3=CC=C5C4=CC(=O)C(=C5C)O)C)C)C)(CC1=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05547	Delphinidin 3,3',5'-tri-O-glucoside	C08640	kegg_xref	MISMATCH	WZYIHQQXWWOIGS-KCRRSQHJSA-N	QLGDRYVFMZAWDU-KCRRSQHJSA-O	441689	O=c1cc(O)cc2oc(-c3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1-2	C1=C(C=C(C(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=[O+]C5=CC(=CC(=C5C=C4O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O	IGNORE:protonation_formula_diff (formula: stored=C33H40O22, pubchem=C33H41O22+, H_diff=+1)
cpd05552	6-Hydroxycyanidin	C08646	kegg_xref	MISMATCH	FEXOWXAYUITPHA-UHFFFAOYSA-M	PWDAKBACEAGRSH-UHFFFAOYSA-O	441697	O=C1C=C2OC(c3ccc(O)c(O)c3)C(=O)C=C2C([O-])=C1O	C1=CC(=C(C=C1C2=C(C=C3C(=[O+]2)C=C(C(=C3O)O)O)O)O)O	IGNORE:protonation_formula_diff (formula: stored=C15H9O7, pubchem=C15H11O7+, H_diff=+2)
cpd05559	Malonylawobanin	C08653	kegg_xref	MISMATCH	ZQSLPDJJNBIZFP-CMDQSJTDSA-M	LXITVYYZHYMDFB-AWJFVBHYSA-O	5281258	O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc(=O)cc3oc(-c4cc(O)c(O)c(O)c4)c(O[C@@H]4O[C@H](COC(=O)/C=C/c5ccc(O)cc5)[C@@H](O)[C@H](O)[C@H]4O)cc2-3)[C@H](O)[C@@H](O)[C@@H]1O	C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C([O+]=C4C=C(C=C(C4=C3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)O)O)O)O)O)C6=CC(=C(C(=C6)O)O)O)O)O)O)O	IGNORE:protonation_formula_diff (formula: stored=C39H37O22, pubchem=C39H39O22+, H_diff=+2)
cpd05628	Monardaein	C08723	kegg_xref	MISMATCH	UFGQXUZTKTYXDP-BRFBQXCASA-L	HOQNHEQPPFYHLF-QBMVVDGVSA-O	11979367	O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc(=O)cc3oc(-c4ccc(O)cc4)c(O[C@@H]4O[C@H](COC(=O)/C=C/c5ccc(O)cc5)[C@@H](O)[C@H](O)[C@H]4O)cc2-3)[C@H](O)[C@@H](O)[C@@H]1OC(=O)CC(=O)[O-]	C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C([O+]=C4C=C(C=C(C4=C3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)O)OC(=O)CC(=O)O)O)O)O)C6=CC=C(C=C6)O)O)O)O)O	IGNORE:protonation_formula_diff (formula: stored=C42H38O23, pubchem=C42H41O23+, H_diff=+3)
cpd05631	3,5,7-Trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1-benzopyrylium chloride	C08726	kegg_xref	MISMATCH	SWYJHYWBVLVUQV-UHFFFAOYSA-L	OGBSHLKSHNAPEW-UHFFFAOYSA-N	164544	COc1cc(C2OC3=CC(=O)C=C([O-])C3=CC2=O)ccc1O.[Cl-]	COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O.[Cl-]	IGNORE:protonation_formula_diff (formula: stored=C16H11ClO6, pubchem=C16H13ClO6, H_diff=+2)
cpd05632	Petunidin	C08727	kegg_xref	MISMATCH	YHIFAQWLXPBLKG-UHFFFAOYSA-L	QULMBDNPZCFSPR-UHFFFAOYSA-N	73386	COc1cc(C2OC3=CC(=O)C=C([O-])C3=CC2=O)cc(O)c1O.[Cl-]	COC1=CC(=CC(=C1O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]	IGNORE:protonation_formula_diff (formula: stored=C16H11ClO7, pubchem=C16H13ClO7, H_diff=+2)
cpd05655	Bruceantinol	C08750	kegg_xref	MISMATCH	LZGQSBMUOUHYJP-FSKXZQRUSA-N	SREUSBYRKOPNJK-AJPRWBMOSA-N	5281305	COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(=O)C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)(C)OC(C)=O)[C@@H]24	CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)(C)OC(=O)C)(OC5)C(=O)OC)O)O)C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05712	11-Deoxocucurbitacin I	C08807	kegg_xref	MISMATCH	XISBPIKSYOIZBG-CTYMYLBISA-N	PTCAIPUXGKZZBJ-CTYMYLBISA-N	5281324	CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](CC(=O)C(=O)C4(C)C)[C@]3(C)CC[C@]12C	C[C@@]12CC[C@@]3([C@H]([C@@H](C[C@]3([C@@H]1CC=C4[C@H]2C=C(C(=O)C4(C)C)O)C)O)[C@](C)(C(=O)/C=C/C(C)(C)O)O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05714	Spinoside A	C08809	kegg_xref	MISMATCH	DWIRGRHFCBVTLO-OCCINUARSA-N	UODJOGKPOAZZHT-OCCINUARSA-N	5281325	CC(=O)O[C@H]1[C@H](O[C@@H]2C[C@@]3(C)[C@@H]4CC=C5[C@@H](CC(=O)C(=O)C5(C)C)[C@]4(C)CC[C@]3(C)[C@H]2[C@@](C)(O)C(=O)/C=C/C(C)(C)O)OC[C@H](OC(C)=O)[C@@H]1O	CC(=O)O[C@H]1CO[C@H]([C@@H]([C@H]1O)OC(=O)C)O[C@@H]2C[C@]3([C@@H]4CC=C5[C@H]([C@@]4(CC[C@@]3([C@H]2[C@](C)(C(=O)/C=C/C(C)(C)O)O)C)C)C=C(C(=O)C5(C)C)O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05739	Withanolide D	C08842	kegg_xref	MISMATCH	TXRYVMFJPXODEF-VTIHXGHCSA-N	SASUFNRGCZMRFD-JCUIILOWSA-N	161671	CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56C(=O)CCC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1	CC1=C(C(=O)O[C@H](C1)[C@@](C)([C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3C[C@@H]5[C@]6([C@@]4(C(=O)C=C[C@@H]6O)C)O5)C)O)C	IGNORE:tautomer_connectivity (same heavy-atom connectivity, different H positions — tautomer not recognized by RDKit enumerator)
cpd05757	Decogenin 3-O-alpha-L-oleandroside	C08860	kegg_xref	MISMATCH	VWVNEVMJJOFEPL-PPBUWAHCSA-N	QKBSRWIVHXFMNA-OEKLXEDWSA-N	441854	CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)C4C(=O)C(=O)[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@@H](C)[C@@H]1O	C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4C3=C(C(=O)[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05900	Drummondin A	C09004	kegg_xref	MISMATCH	KFOIHZFXWKXAHE-UHFFFAOYSA-L	LHWKHBMFNXXUHX-UHFFFAOYSA-N	5316970	CCC(=O)C1=C([O-])C(C)(C)C([O-])=C(Cc2c(O)c3c(c(C(=O)CC)c2O)OC(C)(C)C=C3)C1=O	CCC(=O)C1=C(C(=C(C(C1=O)(C)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)CC)O)O	IGNORE:protonation_formula_diff (formula: stored=C26H28O8, pubchem=C26H30O8, H_diff=+2)
cpd05930	Apodine	C09034	kegg_xref	MISMATCH	FDXDBXVUBKERTH-SVGRROCGSA-O	SXLKMYFJLWDXFU-ZEWNOJEFSA-N	441984	COC(=O)C1C[C@]23CC(=O)O[C@H]2CC[NH+]2CC[C@]4(C1=Nc1ccccc14)[C@@H]23	COC(=O)C1=C2[C@]3(CCN4[C@H]3[C@@]5(C1)CC(=O)O[C@H]5CC4)C6=CC=CC=C6N2	IGNORE:protonation_formula_diff (formula: stored=C21H23N2O4, pubchem=C21H22N2O4, H_diff=-1)
cpd05941	Baloxine	C09045	kegg_xref	MISMATCH	RACODWFTWAOJJO-RJJQJMNJSA-O	CQSFDKICYDHRGT-XSGSXHBCSA-N	441991	COC(=O)C1C[C@]2([C@H](C)O)CC(=O)C[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@@H]([C@@]12CC(=O)CN3[C@@H]1[C@@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)O	IGNORE:protonation_formula_diff (formula: stored=C21H25N2O4, pubchem=C21H24N2O4, H_diff=-1)
