cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles
cpd20316	Chloramben	C19056	kegg_xref	PROTONATION_DIFF	HSSBORCLYSCBJR-UHFFFAOYSA-M	HSSBORCLYSCBJR-UHFFFAOYSA-N	8630	Nc1cc(Cl)cc(C(=O)[O-])c1Cl	C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl
cpd20317	Tricamba	C19057	kegg_xref	PROTONATION_DIFF	WCLDITPGPXSPGV-UHFFFAOYSA-M	WCLDITPGPXSPGV-UHFFFAOYSA-N	16824	COc1c(Cl)cc(Cl)c(Cl)c1C(=O)[O-]	COC1=C(C(=C(C=C1Cl)Cl)Cl)C(=O)O
cpd20329	Bromofenoxim	C19069	kegg_xref	PROTONATION_DIFF	XTFNPKDYCLFGPV-OMCISZLKSA-M	XTFNPKDYCLFGPV-OMCISZLKSA-N	86287521	O=[N+]([O-])c1ccc(O/N=C/c2cc(Br)c([O-])c(Br)c2)c([N+](=O)[O-])c1	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O/N=C/C2=CC(=C(C(=C2)Br)O)Br
cpd20331	Disul	C19071	kegg_xref	PROTONATION_DIFF	HJEINPVZRDJRBY-UHFFFAOYSA-M	HJEINPVZRDJRBY-UHFFFAOYSA-N	8701	O=S(=O)([O-])OCCOc1ccc(Cl)cc1Cl	C1=CC(=C(C=C1Cl)Cl)OCCOS(=O)(=O)O
cpd20337	Fenuron TCA	C19077	kegg_xref	PROTONATION_DIFF	XDWSZOWLJIWERG-UHFFFAOYSA-M	XDWSZOWLJIWERG-UHFFFAOYSA-N	20565	CN(C)C(=O)Nc1ccccc1.O=C([O-])C(Cl)(Cl)Cl	C[NH+](C)C(=O)NC1=CC=CC=C1.C(=O)(C(Cl)(Cl)Cl)[O-]
cpd20348	Monuron TCA	C19088	kegg_xref	PROTONATION_DIFF	DUQGREMIROGTTD-UHFFFAOYSA-M	DUQGREMIROGTTD-UHFFFAOYSA-N	8799	CN(C)C(=O)Nc1ccc(Cl)cc1.O=C([O-])C(Cl)(Cl)Cl	CN(C)C(=O)NC1=CC=C(C=C1)Cl.C(=O)(C(Cl)(Cl)Cl)O
cpd20351	Haloxydine	C19091	kegg_xref	PROTONATION_DIFF	MJAWMRVEIWPJRW-UHFFFAOYSA-M	MJAWMRVEIWPJRW-UHFFFAOYSA-N	75902	O=c1c(Cl)c(F)[n-]c(F)c1Cl	C1(=C(NC(=C(C1=O)Cl)F)F)Cl
cpd20362	Eglinazine	C19102	kegg_xref	PROTONATION_DIFF	IAUFMJOLSFEAIJ-UHFFFAOYSA-M	IAUFMJOLSFEAIJ-UHFFFAOYSA-N	109865	CCNc1nc(Cl)nc(NCC(=O)[O-])n1	CCNC1=NC(=NC(=N1)Cl)NCC(=O)O
cpd20365	Proglinazine	C19105	kegg_xref	PROTONATION_DIFF	XCXCBWSRDOSZRU-UHFFFAOYSA-M	XCXCBWSRDOSZRU-UHFFFAOYSA-N	14621415	CC(C)Nc1nc(Cl)nc(NCC(=O)[O-])n1	CC(C)NC1=NC(=NC(=N1)NCC(=O)O)Cl
cpd20374	Chlorfenac	C19114	kegg_xref	PROTONATION_DIFF	QZXCCPZJCKEPSA-UHFFFAOYSA-M	QZXCCPZJCKEPSA-UHFFFAOYSA-N	6805	O=C([O-])Cc1c(Cl)ccc(Cl)c1Cl	C1=CC(=C(C(=C1Cl)CC(=O)O)Cl)Cl
cpd20381	Fenthiaprop	C19121	kegg_xref	PROTONATION_DIFF	WHWHBAUZDPEHEM-UHFFFAOYSA-M	WHWHBAUZDPEHEM-UHFFFAOYSA-N	156003	CC(Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1)C(=O)[O-]	CC(C(=O)O)OC1=CC=C(C=C1)OC2=NC3=C(S2)C=C(C=C3)Cl
cpd20386	Oxapyrazon	C19126	kegg_xref	PROTONATION_DIFF	XRGQIRXQFSJBKJ-UHFFFAOYSA-M	XRGQIRXQFSJBKJ-UHFFFAOYSA-N	3081924	O=C([O-])C(=O)Nc1cnn(-c2ccccc2)c(=O)c1Br	C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)NC(=O)C(=O)O)Br
cpd20387	Proxan	C19127	kegg_xref	PROTONATION_DIFF	UOJYYXATTMQQNA-UHFFFAOYSA-M	UOJYYXATTMQQNA-UHFFFAOYSA-N	7919	CC(C)OC(=S)[S-]	CC(C)OC(=S)S
cpd20388	Hexahydro-4-hydroxy-3,6-dioxopyridazine-4-acetic acid	C19128	kegg_xref	PROTONATION_DIFF	BKVRQJSQZDTXCG-UHFFFAOYSA-M	BKVRQJSQZDTXCG-UHFFFAOYSA-N	12785740	O=C([O-])CC1(O)CC(=O)NNC1=O	C1C(=O)NNC(=O)C1(CC(=O)O)O
cpd20392	Glyphosine	C19132	kegg_xref	PROTONATION_DIFF	OXHDYFKENBXUEM-UHFFFAOYSA-J	OXHDYFKENBXUEM-UHFFFAOYSA-N	17112	O=C([O-])C[NH+](CP(=O)([O-])[O-])CP(=O)([O-])[O-]	C(C(=O)O)N(CP(=O)(O)O)CP(=O)(O)O
cpd20404	4-Tritylmorpholine	C19144	kegg_xref	PROTONATION_DIFF	ZJMLMBICUVVJDX-UHFFFAOYSA-O	ZJMLMBICUVVJDX-UHFFFAOYSA-N	14993	c1ccc(C(c2ccccc2)(c2ccccc2)[NH+]2CCOCC2)cc1	C1COCCN1C(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4
cpd20410	DIECA	C19150	kegg_xref	PROTONATION_DIFF	LMBWSYZSUOEYSN-UHFFFAOYSA-M	LMBWSYZSUOEYSN-UHFFFAOYSA-N	8987	CCN(CC)C(=S)[S-]	CCN(CC)C(=S)S
cpd20434	1,2-Dimethylhydrazine	C19176	kegg_xref	PROTONATION_DIFF	DIIIISSCIXVANO-UHFFFAOYSA-O	DIIIISSCIXVANO-UHFFFAOYSA-N	1322	CN[NH2+]C	CNNC
cpd20456	Benzyl Violet	C19198	kegg_xref	PROTONATION_DIFF	CIGATVLAEMOWGZ-UHFFFAOYSA-M	CIGATVLAEMOWGZ-UHFFFAOYSA-N	53297422	CCN(Cc1ccc(S(=O)(=O)[O-])cc1)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)cc1.[Na+]	CCN(CC1=CC=C(C=C1)S(=O)(=O)O)C2=CC=C(C=C2)C(=C3C=CC(=[N+](C)C)C=C3)C4=CC=C(C=C4)N(CC)CC5=CC(=CC=C5)S(=O)(=O)[O-].[Na+]
cpd20462	1,4,5,6,7,7-Hexachloro-5-norbornene-2,3-dicarboxylic acid	C19204	kegg_xref	PROTONATION_DIFF	DJKGDNKYTKCJKD-UHFFFAOYSA-L	DJKGDNKYTKCJKD-UHFFFAOYSA-N	8266	O=C([O-])C1C(C(=O)[O-])C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl	C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O
cpd20470	Bromochloroacetic acid	C19212	kegg_xref	PROTONATION_DIFF	GEHJBWKLJVFKPS-UHFFFAOYSA-M	GEHJBWKLJVFKPS-UHFFFAOYSA-N	542762	O=C([O-])C(Cl)Br	C(C(=O)O)(Cl)Br
cpd20485	1,2-Diethylhydrazine	C19227	kegg_xref	PROTONATION_DIFF	YCBOYOYVDOUXLH-UHFFFAOYSA-O	YCBOYOYVDOUXLH-UHFFFAOYSA-N	15374	CCN[NH2+]CC	CCNNCC
cpd20491	1,1-Dimethylhydrazine	C19233	kegg_xref	PROTONATION_DIFF	RHUYHJGZWVXEHW-UHFFFAOYSA-O	RHUYHJGZWVXEHW-UHFFFAOYSA-N	5976	CN(C)[NH3+]	CN(C)N
cpd20499	(2R,2'R)-2,2'-{[(5R,6R,7S,9S,11R,16R,18S,19S)-19-amino-11,16,18-trihydroxy-5,9-dimethylicosane-6,7-diyl]bis[oxy(2-oxoethane-2,1-diyl)]}dibutanedioic acid	xref_resolved:kegg_xref=C19241->CID14077784(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	UVBUBMSSQKOIBE-NDFMDLIYSA-K	UVBUBMSSQKOIBE-NDFMDLIYSA-N	14077784	CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(=O)[O-])C(=O)[O-])[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)[NH3+])OC(=O)C[C@H](CC(=O)[O-])C(=O)[O-]	CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O
cpd20500	Fumonisin B2	C19242	kegg_xref	PROTONATION_DIFF	UXDPXZQHTDAXOZ-STOIETHLSA-K	UXDPXZQHTDAXOZ-STOIETHLSA-N	2733489	CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)[O-])C(=O)[O-])[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)[NH3+])OC(=O)C[C@@H](CC(=O)[O-])C(=O)[O-]	CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCC[C@H](C[C@@H]([C@H](C)N)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O
cpd20515	2-Methylaziridine	C19257	kegg_xref	PROTONATION_DIFF	OZDGMOYKSFPLSE-UHFFFAOYSA-O	OZDGMOYKSFPLSE-UHFFFAOYSA-N	6377	CC1C[NH2+]1	CC1CN1
cpd20519	2-Methylimidazole	C19261	kegg_xref	PROTONATION_DIFF	LXBGSDVWAMZHDD-UHFFFAOYSA-O	LXBGSDVWAMZHDD-UHFFFAOYSA-N	12749	Cc1[nH]cc[nH+]1	CC1=NC=CN1
cpd20544	N-Nitrososarcosine	C19286	kegg_xref	PROTONATION_DIFF	HJMPSKKJHVWPBK-UHFFFAOYSA-M	HJMPSKKJHVWPBK-UHFFFAOYSA-N	25811	CN(CC(=O)[O-])N=O	CN(CC(=O)O)N=O
cpd20556	Sodium ortho-phenylphenate	C19298	kegg_xref	PROTONATION_DIFF	KSQXVLVXUFHGJQ-UHFFFAOYSA-N	KSQXVLVXUFHGJQ-UHFFFAOYSA-M	23675735	Oc1ccccc1-c1ccccc1.[Na+]	C1=CC=C(C=C1)C2=CC=CC=C2[O-].[Na+]
cpd20563	2,2',2''-Trichlorotriethylamine hydrochloride	C19305	kegg_xref	PROTONATION_DIFF	VEAUDLLZYJVHRI-UHFFFAOYSA-M	VEAUDLLZYJVHRI-UHFFFAOYSA-N	61220	ClCCN(CCCl)CCCl.[Cl-]	C(CCl)N(CCCl)CCCl.Cl
cpd20564	3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole	C19306	kegg_xref	PROTONATION_DIFF	LVTKHGUGBGNBPL-UHFFFAOYSA-O	LVTKHGUGBGNBPL-UHFFFAOYSA-N	5284474	Cc1c(N)[nH+]c(C)c2c1[nH]c1ccccc12	CC1=C2C(=C(N=C1N)C)C3=CC=CC=C3N2
cpd20573	3,6-Bis(dimethylamino)acridine	C19315	kegg_xref	PROTONATION_DIFF	DPKHZNPWBDQZCN-UHFFFAOYSA-O	DPKHZNPWBDQZCN-UHFFFAOYSA-N	62344	CN(C)c1ccc2cc3ccc(N(C)C)cc3[nH+]c2c1	CN(C)C1=CC2=C(C=C1)C=C3C=CC(=CC3=N2)N(C)C
cpd20589	1-Aziridineethanol	C19332	kegg_xref	PROTONATION_DIFF	VYONOYYDEFODAJ-UHFFFAOYSA-O	VYONOYYDEFODAJ-UHFFFAOYSA-N	14074	OCC[NH+]1CC1	C1CN1CCO
cpd20670	Doxylamine succinate	C19414	kegg_xref	PROTONATION_DIFF	KBAUFVUYFNWQFM-UHFFFAOYSA-M	KBAUFVUYFNWQFM-UHFFFAOYSA-N	11224	C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1.O=C([O-])CCC(=O)[O-]	CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O
cpd20672	D & C Red no. 21	C19416	kegg_xref	PROTONATION_DIFF	DBZJJPROPLPMSN-UHFFFAOYSA-L	DBZJJPROPLPMSN-UHFFFAOYSA-N	27020	O=C1OC2(c3ccccc31)c1cc(Br)c([O-])c(Br)c1Oc1c2cc(Br)c([O-])c1Br	C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)Br)O)Br)Br)O)Br
cpd20695	C.I. Acid Green 5	C19439	kegg_xref	PROTONATION_DIFF	DGOBMKYRQHEFGQ-UHFFFAOYSA-L	DGOBMKYRQHEFGQ-UHFFFAOYSA-M	53297432	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)c2ccc(S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+]	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)O)C=C3)C5=CC=C(C=C5)S(=O)(=O)[O-].[Na+].[Na+]
cpd20737	N-Nitrosoguvacine	C19481	kegg_xref	PROTONATION_DIFF	XAZBVEFQMFZFEZ-UHFFFAOYSA-M	XAZBVEFQMFZFEZ-UHFFFAOYSA-N	62102	O=NN1CCC=C(C(=O)[O-])C1	C1CN(CC(=C1)C(=O)O)N=O
cpd20739	4-Hydroxy-1-nitroso-L-proline	C19483	kegg_xref	PROTONATION_DIFF	ABVBOWJCKJGCJM-DMTCNVIQSA-M	ABVBOWJCKJGCJM-DMTCNVIQSA-N	61873	O=NN1C[C@H](O)C[C@H]1C(=O)[O-]	C1[C@H](CN([C@@H]1C(=O)O)N=O)O
cpd20741	1-Nitroso-L-proline	C19485	kegg_xref	PROTONATION_DIFF	WLKPHJWEIIAIFW-BYPYZUCNSA-M	WLKPHJWEIIAIFW-BYPYZUCNSA-N	10419304	O=NN1CCC[C@H]1C(=O)[O-]	C1C[C@H](N(C1)N=O)C(=O)O
cpd20772	Rhodamine B	C19517	kegg_xref	PROTONATION_DIFF	PYWVYCXTNDRMGF-UHFFFAOYSA-M	PYWVYCXTNDRMGF-UHFFFAOYSA-N	6694	CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-]	CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]
cpd20776	Semicarbazide hydrochloride	C19521	kegg_xref	PROTONATION_DIFF	XHQYBDSXTDXSHY-UHFFFAOYSA-M	XHQYBDSXTDXSHY-UHFFFAOYSA-N	11236	NNC(N)=O.[Cl-]	C(=O)(N)NN.Cl
cpd20816	7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate	C19562	kegg_xref	PROTONATION_DIFF	WYUDBEMLROEPHR-UHFFFAOYSA-M	WYUDBEMLROEPHR-UHFFFAOYSA-N	54611	Cc1c2ccccc2c(COS(=O)(=O)[O-])c2ccc3ccccc3c12	CC1=C2C(=C(C3=CC=CC=C13)COS(=O)(=O)O)C=CC4=CC=CC=C42
cpd20833	4-(3-pyridyl)-4-hydroxybutyric acid	C19579	kegg_xref	PROTONATION_DIFF	STZOZPPVGWNSMC-UHFFFAOYSA-M	STZOZPPVGWNSMC-UHFFFAOYSA-N	438	O=C([O-])CCC(O)c1cccnc1	C1=CC(=CN=C1)C(CCC(=O)O)O
cpd20841	AFP1	C19587	kegg_xref	PROTONATION_DIFF	NRCXNPKDOMYPPJ-HYORBCNSSA-M	NRCXNPKDOMYPPJ-HYORBCNSSA-N	5484726	O=C1CCc2c1c(=O)oc1c3c(cc([O-])c21)O[C@H]1OC=C[C@@H]31	C1CC(=O)C2=C1C3=C(C4=C(C=C3O)O[C@@H]5[C@H]4C=CO5)OC2=O
cpd20858	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide	C19605	kegg_xref	PROTONATION_DIFF	KNPUXTWHFSLCDT-BBYIEOQPSA-M	KNPUXTWHFSLCDT-BBYIEOQPSA-N	183009	CN(CCCC(O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1)N=O	CN(CCCC(C1=CN=CC=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)N=O
cpd20870	18-Oxooleate	C19617	kegg_xref	PROTONATION_DIFF	SNOSCANYFCXCGY-UPHRSURJSA-M	SNOSCANYFCXCGY-UPHRSURJSA-N	56928100	O=CCCCCCCC/C=C\CCCCCCCC(=O)[O-]	C(CCC/C=C\CCCCCCCC(=O)O)CCCC=O
cpd20871	1,18-9<i>Z</i>-octadecenedioic acid	C19618	kegg_xref	PROTONATION_DIFF	SBLKVIQSIHEQOF-UPHRSURJSA-L	SBLKVIQSIHEQOF-UPHRSURJSA-N	9543674	O=C([O-])CCCCCCC/C=C\CCCCCCCC(=O)[O-]	C(CCC/C=C\CCCCCCCC(=O)O)CCCC(=O)O
cpd20874	9,10,18-Trihydroxystearate	C19621	kegg_xref	PROTONATION_DIFF	OISFHODBOQNZAG-UHFFFAOYSA-M	OISFHODBOQNZAG-UHFFFAOYSA-N	5282938	O=C([O-])CCCCCCCC(O)C(O)CCCCCCCCO	C(CCCCO)CCCC(C(CCCCCCCC(=O)O)O)O
cpd20886	2,2'-Dithiodiethanesulfonic acid	C19637	kegg_xref	PROTONATION_DIFF	BYUKOOOZTSTOOH-UHFFFAOYSA-L	BYUKOOOZTSTOOH-UHFFFAOYSA-N	65626	O=S(=O)([O-])CCSSCCS(=O)(=O)[O-]	C(CS(=O)(=O)O)SSCCS(=O)(=O)O
cpd20891	5beta-Cholanic acid	C19642	kegg_xref	PROTONATION_DIFF	RPKLZQLYODPWTM-LVVAJZGHSA-M	RPKLZQLYODPWTM-LVVAJZGHSA-N	92803	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCCC4)C)C
cpd20917	(4-azaniumylbutyl)({3-[(3- azaniumylpropyl)azaniumyl]propyl})azanium	xref_resolved:chebi_xref=CHEBI:59903->CID23278624(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	DODDBCGMRAFLEB-UHFFFAOYSA-Q	DODDBCGMRAFLEB-UHFFFAOYSA-R	23278624	[NH3+]CCCC[NH2+]CCCNCCC[NH3+]	C(CC[NH2+]CCC[NH2+]CCC[NH3+])C[NH3+]
cpd20937	GASH	xref_resolved:chebi_xref=CHEBI:59895->CID46878579(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	FBCIXVYKFFJYFT-WDSKDSINSA-M	FBCIXVYKFFJYFT-WDSKDSINSA-N	46878579	NC(=O)CNC(=O)[C@H](C[S-])NC(=O)CC[C@H]([NH3+])C(=O)[O-]	C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)N)[C@@H](C(=O)[O-])[NH3+]
cpd20941	1-Amino-4-{[3-({4-chloro-6-[(3-sulfophenyl)amino]-1,3,5-triazin-2-yl}amino)-4-sulfophenyl]amino}-9,10-dihydro-9,10-dioxoanthracene-2-sulfonic acid	xref_resolved:kegg_xref=C19693->CID85599(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	NSDSIQGBHACTLY-UHFFFAOYSA-K	NSDSIQGBHACTLY-UHFFFAOYSA-N	85599	Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(S(=O)(=O)[O-])c(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)[O-])c4)n3)c2)c2c1C(=O)c1ccccc1C2=O	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=C(C=C4)S(=O)(=O)O)NC5=NC(=NC(=N5)NC6=CC(=CC=C6)S(=O)(=O)O)Cl)S(=O)(=O)O)N
cpd20952	(2S,3S,4S,5Z)-4-(2-carboxylatoethyl)-5-[2-({5-[(3-ethenyl-4-methyl-5-oxo-2,5-dihydro-1H-pyrrol-2-yl)methyl]-3-ethyl-4-methyl-1H-pyrrol-2-yl}methyl)-3-methyl-4-oxo-4,5-dihydrocyclopenta[b]pyrrol-6(1H)-ylidene]-3-methylpyrrolidinium-2-carboxylate	xref_resolved:chebi_xref=CHEBI:61796->CID50986256(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	QUHVVVWAQMRCSJ-IXXPHHLHSA-L	QUHVVVWAQMRCSJ-IXXPHHLHSA-M	50986256	C=CC1=C(C)C(=O)NC1Cc1[nH]c(Cc2[nH]c3c(c2C)C(=O)C/C3=C2/N[C@H](C(=O)[O-])[C@@H](C)[C@@H]2CCC(=O)[O-])c(CC)c1C	CCC1=C(NC(=C1C)CC2C(=C(C(=O)N2)C)C=C)CC3=C(C4=C(N3)/C(=C\5/[C@H]([C@@H]([C@H]([NH2+]5)C(=O)[O-])C)CCC(=O)[O-])/CC4=O)C
cpd20971	Cobyrinate c-monamide	C19724	kegg_xref	PROTONATION_DIFF	NJNUXMOGJWUPPV-OKJGWHJPSA-I	NJNUXMOGJWUPPV-OKJGWHJPSA-M	56928114	C/C1=C2/[NH+]=C(/C=C3\[NH+]=C(/C(C)=C4/[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)[O-])[C@H]5CC(=O)[O-])N4[Co+])[C@@](C)(CC(N)=O)[C@@H]3CCC(=O)[O-])C(C)(C)[C@@H]2CCC(=O)[O-]	C/C/1=C/2\[C@H]([C@]([C@@]([N-]2)([C@H]3[C@@H]([C@@](C(=N3)/C(=C\4/[C@H](C(C(=N4)/C=C\5/[C@H]([C@](C1=N5)(C)CC(=O)N)CCC(=O)O)(C)C)CCC(=O)O)/C)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O.[Co+2]
cpd20974	5'-hydroxy-pseudobaptigenin	C19727	kegg_xref	PROTONATION_DIFF	BNFXYMBRFDJYCH-UHFFFAOYSA-M	BNFXYMBRFDJYCH-UHFFFAOYSA-N	15301053	O=c1c(-c2ccc3c(c2)OCO3)coc2cc([O-])cc(O)c12	C1OC2=C(O1)C=C(C=C2)C3=COC4=CC(=CC(=C4C3=O)O)O
cpd21006	(2Z,6Z)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl diphosphate	xref_resolved:chebi_xref=CHEBI:60374->CID45479402(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	VWFJDQUYCIWHTN-FBXUGWQNSA-L	VWFJDQUYCIWHTN-FBXUGWQNSA-K	45479402	CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O	CC(=CCC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)C
cpd21040	Quercetin 3-O-rhamnoside 7-O-glucoside	C19796	kegg_xref	PROTONATION_DIFF	MCTZMXCUYPDYNE-AHHFARBASA-M	MCTZMXCUYPDYNE-AHHFARBASA-N	6325870	C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc([O-])c3c2=O)[C@H](O)[C@H](O)[C@H]1O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O
cpd21052	(S)-Piperidine-2-carboxamide	C19809	kegg_xref	PROTONATION_DIFF	XIMBESZRBTVIOD-YFKPBYRVSA-O	XIMBESZRBTVIOD-YFKPBYRVSA-N	6933831	NC(=O)[C@@H]1CCCC[NH2+]1	C1CCN[C@@H](C1)C(=O)N
cpd21058	(2E)-3-methyl-5-[(1R,2R,4aS,8aS)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]pent-2-en-1-yl diphosphate	xref_resolved:chebi_xref=CHEBI:58821->CID46224563(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	LKJRXYMJDDAXEN-LENLPTBCSA-L	LKJRXYMJDDAXEN-LENLPTBCSA-K	46224563	CC1=CCC[C@H]2[C@](C)(CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O)[C@H](C)CC[C@]12C	C[C@@H]1CC[C@]2([C@H]([C@]1(C)CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)CCC=C2C)C
cpd21078	(2E)-3-methyl-5-[(1R,2S,8aS)-1,2,5,5-tetramethyl-1,2,3,5,6,7,8,8a-octahydronaphthalen-1-yl]pent-2-en-1-yl diphosphate	xref_resolved:chebi_xref=CHEBI:58822->CID46224564(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	BPSHPRCHMGHBGC-AHKHSGQUSA-L	BPSHPRCHMGHBGC-AHKHSGQUSA-K	46224564	C/C(=C\COP(=O)([O-])OP(=O)([O-])O)CC[C@@]1(C)[C@@H]2CCCC(C)(C)C2=CC[C@@H]1C	C[C@H]1CC=C2[C@H]([C@]1(C)CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)CCCC2(C)C
cpd21094	(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30E,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl diphosphate	xref_resolved:chebi_xref=CHEBI:60388->CID46926150(PROTONATION_DIFF)	xref_resolved	PROTONATION_DIFF	NTXGVHCCXVHYCL-RTRZQXHFSA-L	NTXGVHCCXVHYCL-RTRZQXHFSA-K	46926150	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O	CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
cpd21122	D-Glycero-D-manno-heptose 7-phosphate	C19882	kegg_xref	PROTONATION_DIFF	SDADNVAZGVDAIM-NNPWBXLPSA-L	SDADNVAZGVDAIM-NNPWBXLPSA-N	441339	O=P([O-])([O-])OC[C@@H](O)[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	C([C@H]([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O)OP(=O)(O)O
