cpd_id	compound_name	result_type	reason	pubchem_cid	strategy	query	stored_smiles	pubchem_smiles	stored_inchikey	pubchem_inchikey
cpd24096	Glc3Man9GlcNAc2	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 69 shared stereocenters have different configuration	71297337	name_lookup	Glc3Man9GlcNAc2	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O	KUYCTNQKTFGPMI-JTKGDZNCSA-N	KUYCTNQKTFGPMI-SXHURMOUSA-N
cpd24105	carbomycin	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 16 shared stereocenters have different configuration	5287879	name_lookup	carbomycin	CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H]([NH+](C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C2OC2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O	C[C@@H]1C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O[C@@H](C[C@H]2[C@@H](O2)/C=C/C1=O)C)OC(=O)C)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O	FQVHOULQCKDUCY-GCXOOQFVSA-O	FQVHOULQCKDUCY-OGHXVOSASA-N
cpd24255	(<i>N</i>-acetylgalactosaminyl)<sub>2</sub>-(glucosyl)-(<i>N</i>-acetylgalactosaminyl)<sub>3</sub>- <i>N,N'</i>-diacetylbacillosaminyl-diphospho-<i>tri-trans,hepta-cis</i>-undecaprenol	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 45 shared stereocenters have different configuration	91820033	name_lookup	GalNAc-alpha1,4-GalNAc-alpha1,4-(Glcbeta1,3)-GalNAc-alpha1,4-GalNAc-alpha1,4-GalNAc-alpha1,3-Bac-alpha1-PP-Und	CC(=O)N[C@H]1[C@@H](O[C@@H]2[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](C)[C@H]2NC(C)=O)O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O[C@H]4O[C@H](CO)[C@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H]4NC(C)=O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O	C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O[C@@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)NC(=O)C)O)NC(=O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)NC(=O)C)O)NC(=O)C)O)NC(=O)C)NC(=O)C	UNWLHBGOABGYBQ-XNFPZYILSA-L	UNWLHBGOABGYBQ-DZBHWJKISA-L
cpd24312	premithramycin B lactone	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 23 shared stereocenters have different configuration	90658235	name_lookup	premithramycin B lactone	CO[C@@H]1C(O)=C(C(C)=O)OC(=O)[C@@]2(O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]5C[C@](C)(O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)[C@@H](O)[C@@H](C)O3)C(=O)c3c(cc4cc(O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@H](O)[C@@H](C)O6)[C@H](O)[C@@H](C)O5)c(C)c(O)c4c3O)C[C@@H]12	C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2O)C)OC3=CC4=CC5=C(C(=C4C(=C3C)O)O)C(=O)[C@]6([C@@H](C5)[C@@H](C(=C(OC6=O)C(=O)C)O)OC)O[C@H]7C[C@H]([C@@H]([C@H](O7)C)O)O[C@H]8C[C@H]([C@H]([C@H](O8)C)O)O[C@H]9C[C@]([C@@H]([C@H](O9)C)O)(C)O)O)O	BWNNJKJJQAJRNH-MXJQGJNCSA-N	BWNNJKJJQAJRNH-ZGFWTYNKSA-N
cpd45812	bryostatin 7	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 14 shared stereocenters have different configuration	10101973	name_lookup	bryostatin 7	COC(=O)/C=C1/C[C@H]2C[C@]3(O)O[C@@H](C[C@@H](O)CC(=O)O[C@@H]([C@@H](C)O)C[C@@H]4C/C(=C\C(=O)OC)[C@H](OC(C)=O)[C@@](O)(O4)C(C)(C)/C=C/[C@@H](C1)O2)C[C@H](OC(C)=O)C3(C)C	C[C@H]([C@H]1C[C@@H]2C/C(=C\C(=O)OC)/[C@@H]([C@@](O2)(C(/C=C/[C@H]3C/C(=C\C(=O)OC)/C[C@H](O3)C[C@]4(C([C@H](C[C@H](O4)C[C@H](CC(=O)O1)O)OC(=O)C)(C)C)O)(C)C)O)OC(=O)C)O	FCYKUTUWVZTVAK-VNEZVRIKSA-N	FCYKUTUWVZTVAK-LCPCCJDFSA-N
cpd46095	GlcNAc-MurNAc disaccharide	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 10 shared stereocenters have different configuration	154586206	name_lookup	GlcNAc-MurNAc disaccharide	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O	C[C@H](C(=O)[O-])O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)CO)O)NC(=O)C	WQKIVDUWFNRJHE-NNRGKNABSA-M	WQKIVDUWFNRJHE-KFWNFBQJSA-M
cpd25692	oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside-28-glucoside	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 23 shared stereocenters have different configuration	134820360	name_lookup	oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside-28-glucoside	CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)[O-])[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O	QZMAEZWZCGBZFK-WCRAFUTRSA-M	QZMAEZWZCGBZFK-AOJWCAIYSA-M
cpd26093	MurNAc(beta-methyl)-L-Ala-D-Glu	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 8 shared stereocenters have different configuration	135887860	name_lookup	MurNAc(beta-methyl)-L-Ala-D-Glu	CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])[C@H]1NC(C)=O	C[C@@H](C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-])NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)OC)NC(=O)C	BIKQFKLJXJNHSA-VBGKWZEPSA-L	BIKQFKLJXJNHSA-PAGGVFEGSA-L
cpd22645	isovitexin 2''-O-rhamnoside	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 10 shared stereocenters have different configuration	23844078	name_lookup	isovitexin 2''-O-rhamnoside	C[C@@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2c2c([O-])cc3oc(-c4ccc(O)cc4)cc(=O)c3c2[O-])[C@H](O)[C@H](O)[C@H]1O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O	BGPMMCPSTAYIEL-JWUFSHJESA-L	BGPMMCPSTAYIEL-UTKQBPCESA-N
cpd22705	(digitoxigenin-3beta-yl)-beta-D-glucoside	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 13 shared stereocenters have different configuration	15558776	name_lookup	digitoxigenin glucoside	C[C@]12CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](C3=CC(=O)OC3)CC[C@]12O	C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O	CMHWMOGWFZWDMR-FMUUHJOYSA-N	CMHWMOGWFZWDMR-FVGBAMMESA-N
cpd23237	(3beta,12beta)-20-(beta-D-glucopyranosyloxy)-12-hydroxydammar-24-en-3-yl beta-D-glucopyranoside	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 19 shared stereocenters have different configuration	9918692	name_lookup	(3beta,12beta)-20-(beta-D-glucopyranosyloxy)-12-hydroxydammar-24-en-3-yl beta-D-glucopyranoside	CC(C)=CCCC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C	CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C	SWIROVJVGRGSPO-RAEVAQEDSA-N	SWIROVJVGRGSPO-JBVRGBGGSA-N
cpd23323	<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetylmuramoyl-L-alanyl-D-isglutaminyl-N<sup>6</sup>-(L-alanyl-L-alanyl)-L-lysyl-D-alanyl-D-alanine	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 28 shared stereocenters have different configuration	90659167	name_lookup	ditrans,octacis-undecaprenyldiphospho-N-acetylmuramoyl-L-alanyl-D-isglutaminyl-N6-(L-alanyl-L-alanyl)-L-lysyl-D-alanyl-D-alanine	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)[C@H](C)NC(=O)[C@H](C)[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O	C[C@@H](C(=O)N[C@@H](C)C(=O)NCCCC[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])NC(=O)CC[C@H](C(=O)N)NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)CO)OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C)[NH3+]	SPNUHDHMVZBORE-WMXZGDGASA-L	SPNUHDHMVZBORE-XUQLFXMQSA-L
cpd23337	N-acetylmuramoyl-L-alanyl-D-isoglutaminyl-N-(beta-D-asparatyl)-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 27 shared stereocenters have different configuration	90658840	name_lookup	ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramoyl-L-alanyl-gamma-D-isoglutaminyl-N-(beta-D-asparatyl)-L-lysyl-D-alanyl-D-alanine	CC(=O)N[C@H]1[C@H](O[C@@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)C[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O	C[C@@H](C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)C[C@H](C(=O)[O-])[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)N)NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)CO)OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C	LBWQSTBUXZWAPL-PBUIOWKLSA-K	LBWQSTBUXZWAPL-SNILWHOYSA-K
cpd02937	(5Z,13E)-6,9-alpha-epoxy-11-alpha-hydroxy-15-oxoprosta-5,13-dienoate	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 6 shared stereocenters have different configuration	25246210	xref_resolved	xref_resolved:chebi_xref=CHEBI:57407->CID25246210(STEREO_DIFF)	CCCCCC(=O)/C=C/[C@@H]1[C@H]2C/C(=C\CCCC(=O)[O-])O[C@H]2C[C@H]1O	CCCCCC(=O)/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/O2)O	YCLHGWBUIYKBPM-NBFHXWIWSA-M	YCLHGWBUIYKBPM-ABXKVQRYSA-M
cpd04090	Vancomycin	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 18 shared stereocenters have different configuration	72715788	xref_resolved	xref_resolved:chebi_xref=CHEBI:76842->CID72715788(STEREO_DIFF)	C[NH2+][C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)[O-])c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)([NH3+])[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)[O-])CC(=O)N)NC(=O)[C@@H](CC(C)C)[NH2+]C)O)Cl)CO)O)O)(C)[NH3+])O	MYPYJXKWCTUITO-JTFZNGFOSA-O	MYPYJXKWCTUITO-LYRMYLQWSA-O
cpd40047	3'-phosphonatoadenosine 5'-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[oxo(phenyl)acetyl]sulfanyl}ethyl)amino]propyl}amino)butyl] diphosphate}	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 5 shared stereocenters have different configuration	46173476	chebi_xref	CHEBI:58811	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)c1ccccc1	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)C(=O)C4=CC=CC=C4)O	FISPFQWSJIRGHD-CGTAVEALSA-J	FISPFQWSJIRGHD-SVHODSNWSA-J
cpd40562	(13R)-hydroxy-(14S,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 6 shared stereocenters have different configuration	71728436	chebi_xref	CHEBI:75235	CCCCC[C@@H]1O[C@@H]1[C@H](O)/C=C\C/C=C\C/C=C\CCCC(=O)[O-]	CCCCC[C@H]1[C@@H](O1)[C@@H](/C=C\C/C=C\C/C=C\CCCC(=O)[O-])O	FMRVHRPEVIVXKX-UBYAXNGNSA-M	FMRVHRPEVIVXKX-ZJIVTKJASA-M
cpd39263	1-O-(3beta,16alpha-dihydroxy-23,28-dioxoolean-12-en-28-yl)-beta-D-glucopyranose	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 15 shared stereocenters have different configuration	155289506	chebi_xref	CHEBI:167137	CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]2C1	C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)C)C)(C)C=O)O	ZVZVUYATPFOSIP-GTECIAEHSA-N	ZVZVUYATPFOSIP-XIOCVSSGSA-N
cpd34891	avenacin A-2	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 28 shared stereocenters have different configuration	90658759	name_lookup	avenacin A-2	C[C@]1(CO)[C@@H]2CC[C@]3(C)[C@H](C[C@H]4O[C@]45[C@H]4C[C@@](C)(C=O)[C@@H](OC(=O)c6ccccc6)C[C@]4(C)[C@@H](O)C[C@]53C)[C@@]2(C)CC[C@@H]1O[C@@H]1OC[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2C[C@@H]4[C@]5([C@]3(C[C@@H]([C@@]6([C@H]5C[C@@]([C@H](C6)OC(=O)C7=CC=CC=C7)(C)C=O)C)O)C)O4)C)(C)CO)O[C@H]8[C@@H]([C@H]([C@H](CO8)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	WFOVENUXZAPSIJ-BBBJRGKDSA-N	WFOVENUXZAPSIJ-TZLKGKMXSA-N
cpd34909	(+)-hedycaryol	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 3 shared stereocenters have different configuration	10998630	name_lookup	(+)-hedycaryol	C/C1=C/CC/C(C)=C/C[C@@H](C(C)(C)O)CC1	C/C/1=C\CC/C(=C/C[C@@H](CC1)C(C)(C)O)/C	SDMLCXJKAYFHQM-OMCWFWFASA-N	SDMLCXJKAYFHQM-MKJLVJGCSA-N
cpd35012	(3beta,12beta)-3,12-dihydroxydammar-24-en-20-yl beta-D-glucopyranoside	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 14 shared stereocenters have different configuration	9852086	name_lookup	(3beta,12beta)-3,12-dihydroxydammar-24-en-20-yl beta-D-glucopyranoside	CC(C)=CCCC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C	CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C	FVIZARNDLVOMSU-VIMLXLKTSA-N	FVIZARNDLVOMSU-IRFFNABBSA-N
cpd32071	(2S,4aR,6aS,9R,11aS,11bR)-4,4,8,11b-tetramethyl-1,2,3,4,4a,5,6,9,10,11,11a,11b-dodecahydro-6a,9-methanocyclohepta[a]naphthalen-2-ol	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 6 shared stereocenters have different configuration	131841454	chebi_xref	CHEBI:140188	CC1=C[C@@]23CC[C@@H]4C(C)(C)C[C@H](O)C[C@@]4(C)[C@H]2CC[C@@H]1C3	CC1=C[C@@]23CC[C@H]4[C@]([C@@H]2CC[C@@H]1C3)(C[C@H](CC4(C)C)O)C	KMRGROLDAASNIW-ZHRPLEGYSA-N	KMRGROLDAASNIW-UELOQWINSA-N
cpd32098	mupirocin H	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 7 shared stereocenters have different configuration	53465503	name_lookup	mupirocin H	C[C@H](O)[C@H](C)/C=C/C[C@@H](C)[C@@H](O)[C@H]1OC(=O)C[C@H]1O	C[C@H](C/C=C/[C@@H](C)[C@H](C)O)[C@H]([C@@H]1[C@H](CC(=O)O1)O)O	AKVNYEYIRKXNJP-KORCHIGMSA-N	AKVNYEYIRKXNJP-JZTXUPKOSA-N
cpd32278	monodeglucosyl avenacin A-1	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 23 shared stereocenters have different configuration	90657536	name_lookup	monodeglucosyl avenacin A-1	CNc1ccccc1C(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@]1(C)C=O)[C@@]13O[C@@H]1C[C@@H]1[C@@]4(C)CC[C@H](O[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@](C)(CO)[C@@H]4CC[C@@]1(C)[C@]3(C)C[C@@H]2O	C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2C[C@@H]4[C@]5([C@]3(C[C@@H]([C@@]6([C@H]5C[C@@]([C@H](C6)OC(=O)C7=CC=CC=C7NC)(C)C=O)C)O)C)O4)C)(C)CO)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O	SRFOOYAHGIGROO-LXRQSZAUSA-N	SRFOOYAHGIGROO-QHUCUAONSA-N
