cpd_id	compound_name	result_type	reason	pubchem_cid	strategy	query	stored_smiles	pubchem_smiles	stored_inchikey	pubchem_inchikey
cpd07109	3,5-Di-O-galloyl-4-O-digalloylquinic acid	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C35H27O22, pubchem=C9H11NO3) — requires manual review	72878	kegg_xref	C10220	O=C(Oc1cc(C(=O)O[C@H]2[C@H](OC(=O)c3cc(O)c(O)c(O)c3)C[C@](O)(C(=O)[O-])C[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c1O)c1cc(O)c(O)c(O)c1	COC1=CC(=CC(=C1)C(=O)N)OC	IECIGJUPCKCYMX-ZVLUUUFJSA-M	YTLRWVNYANKXOW-UHFFFAOYSA-N
cpd07118	Gemin A	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C82H54O52, pubchem=C10H17NO6) — requires manual review	11021202	kegg_xref	C10229	O=C(O[C@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(Oc2c(C(=O)O[C@H]3O[C@@H]4COC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@@H]4OC(=O)c5cc(O)c([O-])c(O)c5-c5c(cc(O)c([O-])c5O)C(=O)O[C@@H]34)cc(O)c(O)c2O)c1	CC(C)(C)OC(=O)N[C@@H](CC(=O)O)C(=O)OC	ODXMIHPUPFEYDB-HISCDKSNSA-L	IWFIVTBTZUCTQH-LURJTMIESA-N
cpd07124	Mallotusinic acid	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C48H30O32, pubchem=C10H20N2O4) — requires manual review	7019681	kegg_xref	C10235	O=C1OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(Oc5c(C(=O)[O-])cc(O)c(O)c5O)c(O)c4[O-])C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C2C1=CC(=O)C(O)(O4)C2(O)O)C(OC(=O)c1cc(O)c(O)c(O)c1)O3	CC(C)(C)OC(=O)N[C@H](CCCN)C(=O)O	MWPRJJBXNINUTQ-UHFFFAOYSA-L	AMPVNPYPOOQUJF-SSDOTTSWSA-N
cpd07129	Rugosin D	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C82H56O52, pubchem=C11H7Cl2NO2) — requires manual review	96590	kegg_xref	C10240	O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(Oc4c(C(=O)O[C@@H]5O[C@@H]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7[O-])C(=O)O[C@H]6[C@H](OC(=O)c6cc(O)c(O)c(O)c6)[C@H]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c([O-])c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)Cl	LELFYNPFJFAEND-YLVKXZTISA-L	BPDBLWKFVXHGFT-UHFFFAOYSA-N
cpd07168	Angularine	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C18H26NO6, pubchem=C10H18N2O5) — requires manual review	192414	kegg_xref	C10279	C=C1C/C(=C/C)C(=O)O[C@@H]2CC[NH+]3C[C@@H](O)[C@H](COC(=O)[C@]1(C)O)[C@H]23	C[C@@H](C(=O)NCC(=O)O)NC(=O)OC(C)(C)C	MCWACAVORNFEFS-HMNNQIDUSA-O	PBGVVLQMNSPMKN-LURJTMIESA-N
cpd07189	Aristolindiquinone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C12H9O4, pubchem=C8H17Cl) — requires manual review	31240	kegg_xref	C10300	CC1=C([O-])C(=O)c2c(C)ccc(O)c2C1=O	CCCCC(CC)CCl	BEBGSFZOQXPJCT-UHFFFAOYSA-M	WLVCBAMXYMWGLJ-UHFFFAOYSA-N
cpd07200	7-Chloroemodin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C15H8ClO5, pubchem=C13H17ClN2O2) — requires manual review	134519	kegg_xref	C10311	Cc1cc(O)c2c(c1)C(=O)c1cc([O-])c(Cl)c(O)c1C2=O	CCOC(=O)[C@H](CC1=CNC2=CC=CC=C21)N.Cl	AVSZOSVPTLSHOV-UHFFFAOYSA-M	PESYCVVSLYSXAK-MERQFXBCSA-N
cpd07206	Coleone A	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C20H21O6, pubchem=C12H24N2O3) — requires manual review	76807	kegg_xref	C10317	C=CC[C@]1(C)c2c(C)c3c(c(O)c2OC1O)C(=O)C(C(C)C)=C([O-])C3=O	CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N	WKRCSOAPKREAOF-GFOWMXPYSA-M	LCPYQJIKPJDLLB-UWVGGRQHSA-N
cpd07207	Conocurvone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C60H54O11, pubchem=C17H24N2O5) — requires manual review	6992475	kegg_xref	C10318	CC(C)=CCC[C@]1(C)C=Cc2c(ccc3c2C(=O)C([O-])=C(C2=C(C4=C([O-])C(=O)c5c(ccc6c5C=C[C@@](C)(CCC=C(C)C)O6)C4=O)C(=O)c4c(ccc5c4C=C[C@@](C)(CCC=C(C)C)O5)C2=O)C3=O)O1	C[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1	IJDNMADFCZSLQD-UPMPAGDASA-L	CWMXJBNCYBDNTJ-JSGCOSHPSA-N
cpd07224	Droserone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C11H7O4, pubchem=C10H6BrNO2) — requires manual review	219988	kegg_xref	C10335	CC1=C([O-])C(=O)c2c(O)cccc2C1=O	C1=CC2=C(C=CC=C2Br)C(=C1)[N+](=O)[O-]	CQDXJBJBEQPBEM-UHFFFAOYSA-M	OTYRDQXZRJZHOX-UHFFFAOYSA-N
cpd07237	Macrophylline	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C13H22NO3, pubchem=C14H20O5) — requires manual review	84197	kegg_xref	C10348	C/C=C(/C)C(=O)OC[C@@H]1[C@H]2CCC[NH+]2C[C@@H]1O	C1COCCOC2=CC=CC=C2OCCOCCO1	LVZCTOQMFLAKLI-CSZIUDOQSA-O	FNEPSTUXZLEUCK-UHFFFAOYSA-N
cpd07245	(1R,4beta,7abeta)-2,3,5,7a-Tetrahydro-1,7a-dihydroxy-7-(hydroxymethyl)-4-methyl-1H-pyrrolizin-4-ium	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C9H16NO3, pubchem=C6H13NO2) — requires manual review	444080	kegg_xref	C10356	C[NH+]1C/C=C(/CO)C(=O)[C@H](O)CC1	CC(C)[C@@H](C(=O)O)NC	GRAGROPQORVALZ-VKWJFSHESA-O	AKCRVYNORCOYQT-YFKPBYRVSA-N
cpd07309	Genistein 8-C-glucoside	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C21H18O10, pubchem=C8H6BrNO3) — requires manual review	75213	kegg_xref	C10420	O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])cc([O-])c12	C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)CBr	HIWJJOYYZFELEZ-FFYOZGDPSA-L	GZHPNIQBPGUSSX-UHFFFAOYSA-N
cpd07320	1-Caffeoyl-4-deoxyquinic acid	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C16H17O8, pubchem=C16H18O2) — requires manual review	75490	kegg_xref	C10432	O=C(/C=C/c1ccc(O)c(O)c1)OC1(C(=O)[O-])C[C@@H](O)C[C@H](O)C1	CC1=CC(=CC(=C1O)C)C2=CC(=C(C(=C2)C)O)C	IQRPXVABWMLCMZ-LOMYTOQZSA-M	YGYPMFPGZQPETF-UHFFFAOYSA-N
cpd07328	4-p-Coumaroylquinic acid	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C16H17O8, pubchem=C9H5F6NS) — requires manual review	2806924	kegg_xref	C10441	O=C(/C=C/c1ccc(O)cc1)O[C@H]1[C@H](O)C[C@](O)(C(=O)[O-])C[C@H]1O	C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C(=S)N	XWRHBGVVCOSNKO-OTCYKTEZSA-M	OWYYZIVORPIBPZ-UHFFFAOYSA-N
cpd07377	Lonchocarpenin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C27H27O6, pubchem=C12H19NO4S) — requires manual review	11282264	kegg_xref	C10491	COc1ccc(-c2c([O-])c3c(OC)c4c(c(CC=C(C)C)c3oc2=O)OC(C)(C)C=C4)cc1	CCOC1=C(C=CC(=C1)[C@@H](CS(=O)(=O)C)N)OC	CCYKXDPVYWRNMH-UHFFFAOYSA-M	BXUJVINGXQGNFD-SNVBAGLBSA-N
cpd07386	1,3,4,5-Tetracaffeoylquinic acid	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C43H35O18, pubchem=CdCl2) — requires manual review	24947	kegg_xref	C10500	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)[O-])C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1	Cl[Cd]Cl	VTHDRBWIVRFQKI-ATQMDXCCSA-M	YKYOUMDCQGMQQO-UHFFFAOYSA-L
cpd07420	Tectorigenin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C16H11O6, pubchem=C14H12N2O2S) — requires manual review	1236372	kegg_xref	C10534	COc1c([O-])cc2occ(-c3ccc(O)cc3)c(=O)c2c1O	CC1=CC2=C(N1S(=O)(=O)C3=CC=CC=C3)N=CC=C2	OBBCRPUNCUPUOS-UHFFFAOYSA-M	AHBQPALYDSJJKZ-UHFFFAOYSA-N
cpd07422	6,7-Dihydroxy-3-(4-methoxyphenyl)-4-benzopyrone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C16H11O5, pubchem=C13H19BO4S) — requires manual review	2759530	kegg_xref	C10536	COc1ccc(-c2coc3cc([O-])c(O)cc3c2=O)cc1	B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)S(=O)(=O)C	GCWOYVFHJDNKIN-UHFFFAOYSA-M	BDOSWBBKOSGKAV-UHFFFAOYSA-N
cpd07472	Cryptopleurine	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C24H28NO3, pubchem=C6H14N4O2) — requires manual review	232	kegg_xref	C10586	COc1ccc2c3c(c4cc(OC)c(OC)cc4c2c1)C[C@H]1CCCC[NH+]1C3	C(CC(C(=O)O)N)CN=C(N)N	RSHYSOGXGSUUIJ-OAHLLOKOSA-O	ODKSFYDXXFIFQN-UHFFFAOYSA-N
cpd06930	Eupatilin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C18H15O7, pubchem=C11H22N2) — requires manual review	2735885	kegg_xref	C10040	COc1ccc(-c2cc(=O)c3c(O)c(OC)c([O-])cc3o2)cc1OC	C1CCC(CC1)CN2CCNCC2	DRRWBCNQOKKKOL-UHFFFAOYSA-M	LRPGNFROBDUREU-UHFFFAOYSA-N
cpd06939	8-(3,3-DMA)galangin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C20H16O5, pubchem=C11H13NO4) — requires manual review	5133769	kegg_xref	C10049	CC(C)=CCc1c([O-])cc([O-])c2c(=O)c(O)c(-c3ccccc3)oc12	CCOC(=O)C(=O)NC1=CC=C(C=C1)OC	WCSHKPNHOSDFGK-UHFFFAOYSA-L	QDDMLBBXHFMAJZ-UHFFFAOYSA-N
cpd06940	Gossypetin 8-rhamnoside	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C21H18O12, pubchem=C20H9Cl3F5N3O3) — requires manual review	91708	kegg_xref	C10050	C[C@@H]1O[C@@H](Oc2c([O-])cc(O)c3c(=O)c([O-])c(-c4ccc(O)c(O)c4)oc23)[C@H](O)[C@H](O)[C@H]1O	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC3=C(C=C(C=N3)C(F)(F)F)Cl)Cl)F	LXSRQKADIMPZPQ-QBURSZLVSA-L	UISUNVFOGSJSKD-UHFFFAOYSA-N
cpd06948	Dinatin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C16H11O6, pubchem=C8H7N3O3) — requires manual review	639510	kegg_xref	C10058	COc1c([O-])cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O	COC1=NC(=C(C=C1)[N+](=O)[O-])CC#N	IHFBPDAQLQOCBX-UHFFFAOYSA-M	KOOPAOCWSWOMQI-UHFFFAOYSA-N
cpd06950	3,5-Dimethoxy-1,6-dihydroxyxanthone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C15H11O6, pubchem=C7H5ClFNO2) — requires manual review	87593	kegg_xref	C10060	COc1cc(O)c2c(=O)c3ccc([O-])c(OC)c3oc2c1	CC1=CC(=C(C=C1F)Cl)[N+](=O)[O-]	VKZMZDFCRUHZNI-UHFFFAOYSA-M	SJDPAVRCQNFVDM-UHFFFAOYSA-N
cpd06952	Gambogic acid	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (3 vs 4)	5281632	kegg_xref	C10062	CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4CC1C(C)(C)OC2(C/C=C(/C)C(=O)[O-])C4=O)C3=O	CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C	GEZHEQNLKAOMCA-OAWOWVGUSA-M	GEZHEQNLKAOMCA-PLUQQRNKSA-N
cpd06957	Irisxanthone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C20H18O11, pubchem=C14H26N2O) — requires manual review	454736	kegg_xref	C10067	COc1c([O-])ccc2c(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c([O-])cc3oc12	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1	MTQVPZUZBBTLNO-HSLVGEKZSA-L	UPZBXVBPICTBDP-TUAOUCFPSA-N
cpd06960	1,3-Dihydroxy--7-methoxyxanthone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C14H9O5, pubchem=C8H6F2O3) — requires manual review	588648	kegg_xref	C10070	COc1ccc2oc3cc([O-])cc(O)c3c(=O)c2c1	C1=C(C=C(C=C1F)F)C(C(=O)O)O	FVIYCYAHKMJVJK-UHFFFAOYSA-M	PHMLPPFFMSRWBK-UHFFFAOYSA-N
cpd06962	5,6,7,3',4'-Pentahydroxyflavone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C15H9O7, pubchem=C5H7NS) — requires manual review	62510	kegg_xref	C10072	O=c1cc(-c2ccc(O)c(O)c2)oc2cc([O-])c(O)c(O)c12	CC1=C(SC=N1)C	VYAKIUWQLHRZGK-UHFFFAOYSA-M	UWSONZCNXUSTKW-UHFFFAOYSA-N
cpd06963	Hyperin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C21H18O12, pubchem=C8H17N) — requires manual review	78194	kegg_xref	C10073	O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc([O-])c12	C1CCCC(CC1)CN	OVSQVDMCBVZWGM-DTGCRPNFSA-L	CAOQEOHEZKVYOJ-UHFFFAOYSA-N
cpd06964	Jacareubin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C18H13O6, pubchem=C6H8O2) — requires manual review	95964	kegg_xref	C10074	CC1(C)C=Cc2c(cc3oc4c(O)c([O-])ccc4c(=O)c3c2O)O1	C1CC=C(C1)C(=O)O	UCLUVPCGXYTYEK-UHFFFAOYSA-M	PYRZPBDTPRQYKG-UHFFFAOYSA-N
cpd06965	4-C-Glucosyl-1,3,7-trihydroxyxanthone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C19H17O10, pubchem=C19H20FNO3) — requires manual review	43815	kegg_xref	C10075	O=c1c2cc(O)ccc2oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])cc(O)c12	C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4	JUZGXATTXYZBGK-HBVDJMOISA-M	AHOUBRCZNHFOSL-YOEHRIQHSA-N
cpd06966	3-Hydroxyblancoxanthone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C23H21O6, pubchem=C13H22N2) — requires manual review	3017535	kegg_xref	C10076	C=CC(C)(C)c1c2c(c(O)c3c(=O)c4ccc([O-])c(O)c4oc13)C=CC(C)(C)O2	CCCCCCCCNC1=CC=NC=C1	XRVLGJCHUWXTDX-UHFFFAOYSA-M	RHDWCSIBVZKRRU-UHFFFAOYSA-N
cpd06967	(1S)-1,5-anhydro-1-(1,3,6,7-tetrahydroxy-9-oxo-9H-xanthen-2-yl)-D-glucitol	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C19H16O11, pubchem=C9H11NO2) — requires manual review	428477	kegg_xref	C10077	O=c1c2cc(O)c([O-])cc2oc2cc([O-])c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12	C1CC2CC1C3C2C(=O)NC3=O	AEDDIBAIWPIIBD-ZJKJAXBQSA-L	RIVOBMOBWMOLDJ-UHFFFAOYSA-N
cpd06969	5,7,2',4',5'-Pentahydroxyflavone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C15H9O7, pubchem=C7H7F3N2O) — requires manual review	5194226	kegg_xref	C10079	O=c1cc(-c2cc(O)c(O)cc2O)oc2cc([O-])cc(O)c12	C1=CC(=CC(=C1)OC(F)(F)F)NN	DSNIERNBMAVNJI-UHFFFAOYSA-M	PGUYGXWLFYYEFI-UHFFFAOYSA-N
cpd06970	Mangostin	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C24H24O6, pubchem=C5H8N2O) — requires manual review	258806	kegg_xref	C10080	COc1c([O-])cc2oc3cc([O-])c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C	CCOC(=NC#N)C	GNRIZKKCNOBBMO-UHFFFAOYSA-L	PLVWUINOWYHRAA-UHFFFAOYSA-N
cpd06973	1,8-Dihydroxy-2,6-dimethoxyxanthone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C15H11O6, pubchem=C5H3FN2O4) — requires manual review	69711	kegg_xref	C10083	COc1cc([O-])c2c(=O)c3c(O)c(OC)ccc3oc2c1	C1(=C(NC(=O)NC1=O)C(=O)O)F	PUECEVJMPDNNHT-UHFFFAOYSA-M	SEHFUALWMUWDKS-UHFFFAOYSA-N
cpd06976	1,3,6,7-Tetrahydroxyxanthone	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C13H6O6, pubchem=C7H6O2S) — requires manual review	95737	kegg_xref	C10086	O=c1c2cc(O)c([O-])cc2oc2cc([O-])cc(O)c12	C1=CC(=CC(=C1)S)C(=O)O	ZHTQCPCDXKMMLU-UHFFFAOYSA-L	RSFDFESMVAIVKO-UHFFFAOYSA-N
cpd06977	1,3,6-Trihydroxy-8-methyl-9H-xanthen-9-one	MISMATCH	MISMATCH: IGNORE:wrong_mapping (formula: stored=C14H8O5, pubchem=C8H14Cl2N2O2) — requires manual review	10664	kegg_xref	C10087	Cc1cc([O-])cc2oc3cc([O-])cc(O)c3c(=O)c12	CC1=NC=C(C(=C1O)CN)CO.Cl.Cl	AQZHBCDRWFMXIN-UHFFFAOYSA-L	HNWCOANXZNKMLR-UHFFFAOYSA-N
