cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	stored_stereo_defined	stored_stereo_potential	pubchem_stereo_defined	pubchem_stereo_potential
cpd34909	(+)-hedycaryol	(+)-hedycaryol	name_lookup	STEREO_DIFF	SDMLCXJKAYFHQM-OMCWFWFASA-N	SDMLCXJKAYFHQM-MKJLVJGCSA-N	10998630	C/C1=C/CC/C(C)=C/C[C@@H](C(C)(C)O)CC1	C/C/1=C\CC/C(=C/C[C@@H](CC1)C(C)(C)O)/C	3	3	3	3
cpd35012	(3beta,12beta)-3,12-dihydroxydammar-24-en-20-yl beta-D-glucopyranoside	(3beta,12beta)-3,12-dihydroxydammar-24-en-20-yl beta-D-glucopyranoside	name_lookup	STEREO_DIFF	FVIZARNDLVOMSU-VIMLXLKTSA-N	FVIZARNDLVOMSU-IRFFNABBSA-N	9852086	CC(C)=CCCC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C	CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C	14	15	15	15
cpd35178	4-acetylnivalenol	4-acetylnivalenol	name_lookup	STEREO_DIFF	XGCUCFKWVIWWNW-IZEYKREJSA-N	XGCUCFKWVIWWNW-CAYGJDLQSA-N	304599	CC(=O)O[C@@H]1[C@@H](O)[C@H]2O[C@@H]3C=C(C)C(=O)[C@@H](O)[C@]3(CO)[C@]1(C)C21CO1	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)CO	7	8	8	8
cpd35210	Ins-1-P-6-Man-beta(1-2)-Ins-1-P-Cer(d18:0/2-OH-24:0)	Ins-1-P-6-Man-beta(1-2)-Ins-1-P-Cer(d18:0/2-OH-24:0)	name_lookup	STEREO_DIFF	YIOXLZJXYRDBIN-BNZHPDCNSA-L	YIOXLZJXYRDBIN-IKNUKMEBSA-L	90658920	CCCCCCCCCCCCCCCCCCCCCC[C@H](O)C(=O)N[C@@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](COP(=O)([O-])O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O)[C@H](O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCCCCCCC[C@@H](C(=O)N[C@@H](COP(=O)([O-])O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)COP(=O)([O-])OC3[C@@H]([C@H](C([C@H]([C@H]3O)O)O)O)O)O)O)O)O)O)O)O)[C@@H](CCCCCCCCCCCCCCC)O)O	20	22	18	22
cpd35333	4-[(2Z)-2-(methylimino)ethyl]phenol	4-[(2Z)-2-(methylimino)ethyl]phenol	name_lookup	STEREO_DIFF	PWLWDRGPAXZDSB-YFHOEESVSA-O	PWLWDRGPAXZDSB-UHFFFAOYSA-O	90658985	C/[NH+]=C\Cc1ccc(O)cc1	C[NH+]=CCC1=CC=C(C=C1)O	1	1	0	1
cpd35459	phosphoinositol-alpha-mannoside-phosphoinositol	phosphoinositol-alpha-mannoside-phosphoinositol	name_lookup	STEREO_DIFF	BCJXLUMCLOOKBY-BEUVOYNRSA-K	BCJXLUMCLOOKBY-XQZRKBHSSA-L	154586215	O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2O[C@H](COP(=O)([O-])O[C@@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O	C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC2[C@@H]([C@H](C([C@@H]([C@@H]2O)O)OP(=O)(O)[O-])O)O)O)O)O)OP(=O)([O-])OC3[C@@H]([C@H](C([C@H]([C@H]3O)O)O)O)O	17	18	13	19
cpd35595	IPC-2' (C24)	inositol phosphoceramide B' (C24)	name_lookup	STEREO_DIFF	VNKKSGSHXRHPDZ-LIMFHIGASA-M	VNKKSGSHXRHPDZ-UHUYPSQSSA-M	70678692	CCCCCCCCCCCCCCCCCCCCCC[C@H](O)C(=O)N[C@@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCCCCCCC[C@@H](C(=O)N[C@@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)[C@@H](CCCCCCCCCCCCCCC)O)O	9	10	7	10
cpd35662	<i>N</i>-desmethyl-gliotoxin	N-desmethyl-gliotoxin	name_lookup	STEREO_DIFF	XBSZMUDABCOEST-MDJOXXCMSA-N	XBSZMUDABCOEST-DVXAYSFTSA-N	90659181	O=C1N[C@@]2(CO)SSC13CC1=CC=C[C@H](O)[C@H]1N3C2=O	C1C2=CC=C[C@@H]([C@H]2N3C14C(=O)NC(C3=O)(SS4)CO)O	3	4	2	4
cpd35688	Ins-1-P-6-Man-1-2-Ins-1-P-Cer(d18:0/2-OH-26:0)	mannose-(inositol-P)2-ceramide-B'	name_lookup	STEREO_DIFF	KQAGNTYMDLIIEG-RZVRETCDSA-L	KQAGNTYMDLIIEG-MRIAFVENSA-L	90659187	CCCCCCCCCCCCCCCCCCCCCCCC[C@H](O)C(=O)N[C@@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1OC1O[C@H](COP(=O)([O-])O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O)[C@H](O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCCCCCCCCC[C@@H](C(=O)N[C@@H](COP(=O)([O-])O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1OC2[C@H]([C@H]([C@@H]([C@H](O2)COP(=O)([O-])OC3[C@@H]([C@H](C([C@H]([C@H]3O)O)O)O)O)O)O)O)O)O)O)O)[C@@H](CCCCCCCCCCCCCCC)O)O	19	22	17	22
cpd35693	coniferyl alcohol radical	coniferyl alcohol radical	name_lookup	STEREO_DIFF	ORAJWSYKRGVTDP-FPYGCLRLSA-N	ORAJWSYKRGVTDP-UHFFFAOYSA-N	122706626	COC1=C/C(=C/[CH]CO)C=CC1=O	COC1=C/C(=C\[CH]CO)/C=CC1=O	1	1	1	1
cpd35694	(R)-2-(phosphomethyl)malate	(R)-2-(phosphomethyl)malate	name_lookup	STEREO_DIFF	PHYKLCHCKYTLRX-RXMQYKEDSA-L	PHYKLCHCKYTLRX-YFKPBYRVSA-K	126456476	O=C(O)C[C@@](O)(CP(=O)([O-])O)C(=O)[O-]	C(C(=O)[O-])[C@](CP(=O)(O)[O-])(C(=O)[O-])O	1	2	1	2
cpd35738	core oligosaccharide-lipid A (<i>E. coli</i> K-12 core type)	core oligosaccharide-lipid A (E. coli K-12 core type) (no GlcNAc)	name_lookup	STEREO_DIFF	CEMLXOTXCUORFY-UUAFBPCQSA-D	CEMLXOTXCUORFY-NHYUMOMVSA-D	134820530	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]4O[C@H]([C@H](O)CO[C@H]5O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@H]5O[C@H](CO[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO[C@H]7O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]7O)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)([O-])[O-]	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)([O-])[O-])CO[C@@]2(C[C@H]([C@H]([C@H](O2)[C@@H](CO)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)[C@H](CO)O)OP(=O)([O-])[O-])O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)[C@@H](CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)[C@H](CO)O)O)O)O)O)OP(=O)([O-])[O-])O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O)O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@@H]9[C@@H]([C@H]([C@H]([C@H](O9)CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)[C@H](CO)O)O)O)O)O)O)O)O)O)O)O[C@@]1(C[C@H]([C@H]([C@H](O1)[C@@H](CO)O)O)O)C(=O)[O-])C(=O)[O-])OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC	68	68	68	68
cpd35748	4,15-diacetylnivalenol	4,15-diacetylnivalenol	name_lookup	STEREO_DIFF	PIHGROVBUUNPDW-KAECGEELSA-N	PIHGROVBUUNPDW-SUWHGTQISA-N	107714	CC(=O)OC[C@]12[C@H](O)C(=O)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)C12CO2	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)(C3([C@@H]([C@H]([C@H](C34CO4)O2)O)OC(=O)C)C)COC(=O)C	7	8	6	8
cpd35839	FL 1060	FL 1060	name_lookup	STEREO_DIFF	BWWVAEOLVKTZFQ-ISVUSNJMSA-N	BWWVAEOLVKTZFQ-NTZNESFSSA-N	36273	CC1(C)S[C@@H]2[C@H](/[NH+]=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)[O-]	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)O)C	4	4	3	4
cpd36030	<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramate	ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramate	name_lookup	STEREO_DIFF	BKNZZLAWFBEHQY-LLUSABRBSA-K	BKNZZLAWFBEHQY-XOKDJXLKSA-K	90659372	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)[O-])[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O	C[C@H](C(=O)[O-])O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)CO)OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C	21	23	21	23
cpd36034	2-<i>O</i>-(3'-hydroxy)phytanyl-3-<i>O</i>-phytanyl-<i>sn</i>-glycero-1-phosphoserine	2-O-(3'-hydroxy)phytanyl-3-O-phytanyl-sn-glycero-1-phosphoserine	name_lookup	STEREO_DIFF	YALRQOMGANIIQK-BOMFZTBMSA-M	YALRQOMGANIIQK-QQLPJPLTSA-M	126961238	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OCCC(C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	C[C@H](CCC[C@H](C)CCCC(C)C)CCC[C@@H](C)CCOC[C@@H](COP(=O)([O-])OC[C@@H](C(=O)[O-])[NH3+])OCC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O	7	9	8	9
cpd36987	CPD-18076	a (glucosyl)3(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	name_lookup	STEREO_DIFF	VOBIUONKNAOEKQ-ZERNGFLDSA-L	VOBIUONKNAOEKQ-PAJMUHFPSA-L	146037409	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O	CC(CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O)NC(=O)C)O)NC(=O)C	84	87	84	87
cpd37310	2-methoxyestrone	CHEBI:1189	chebi_xref	STEREO_DIFF	WHEUWNKSCXYKBU-BFDPJXHCSA-N	WHEUWNKSCXYKBU-QPWUGHHJSA-N	440624	COc1cc2c(cc1O)CC[C@@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=C(C=C34)OC)O	4	4	4	4
cpd37318	(5S)-2,5-dihydroxy-5-(hydroxymethyl)-3-oxocyclohex-1-en-1-olate	CHEBI:131711	chebi_xref	STEREO_DIFF	OWHGXOODGNBQRG-UHFFFAOYSA-M	OWHGXOODGNBQRG-SSDOTTSWSA-M	121225552	O=C1CC(O)(CO)CC([O-])=C1O	C1C(=C(C(=O)C[C@]1(CO)O)[O-])O	0	1	1	1
cpd37404	7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oyl-coenzyme A(4-)	CHEBI:132977	chebi_xref	STEREO_DIFF	KJGXHAKCKWIECY-XGCWFBGISA-J	KJGXHAKCKWIECY-FMNMLSRDSA-J	121596240	C[C@@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](CC7=CC(=O)CC[C@]67C)O)O)C	14	16	14	16
cpd37405	12alpha-hydroxy-3-oxochola-4,6-dien-24-oyl-CoA	CHEBI:132978	chebi_xref	STEREO_DIFF	XXRCPHNWDYEHBJ-WNIWGKFTSA-J	XXRCPHNWDYEHBJ-UCJRQDITSA-J	121596242	C[C@@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5C=CC7=CC(=O)CC[C@]67C)O)C	13	15	13	15
cpd37422	(2R)-2-{[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy}-3-(octadecanoyloxy)propyl (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	CHEBI:133606	chebi_xref	STEREO_DIFF	KRTOMQDUKGRFDJ-ZAHDIIMDSA-M	KRTOMQDUKGRFDJ-ZWTKVEACSA-M	71581203	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	11	12	9	12
cpd37723	(1s,2R,3a'S,3b'R,5S,6a'R)-2,4',4',5,6a'-pentamethyl-2',3',3a',3b',4',5',6',6a'-octahydrospiro[cyclopentane-1,1'-cyclopenta[a]pentalene]	CHEBI:137523	chebi_xref	STEREO_DIFF	RCIADIYJKCSKCC-YNGBHSAQSA-N	RCIADIYJKCSKCC-WRRKAJKMSA-N	155289445	C[C@@H]1CC[C@H](C)[C@@]12CC[C@@H]1C2=C[C@@]2(C)CCC(C)(C)[C@@H]12	C[C@@H]1CC[C@@H](C12CC[C@@H]3C2=C[C@@]4([C@H]3C(CC4)(C)C)C)C	6	6	5	6
cpd37743	beta-muricholoyl-CoA	CHEBI:137668	chebi_xref	STEREO_DIFF	GGOBJYLDOQWHDT-GAWRFGEOSA-J	GGOBJYLDOQWHDT-TWQBTYDKSA-J	129626814	C[C@@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4(CC[C@H]6[C@H]5[C@H]([C@H]([C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C	16	18	16	18
cpd37863	(5Z)-7-{(1R,3R,4S,5R)-3-[(1E,3S)-3-hydroxyoct-1-en-1-yl]-2-oxabicyclo[3.1.1]heptan-4-yl}hept-5-enoate	CHEBI:138322	chebi_xref	STEREO_DIFF	VQUUFWNZZIMDBR-SXNJQZKASA-M	VQUUFWNZZIMDBR-FFYWQILMSA-M	129626744	CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-]	CCCCC[C@@H](/C=C/[C@@H]1[C@H](C2CC(C2)O1)C/C=C\CCCC(=O)[O-])O	7	7	5	7
cpd37864	(5Z)-7-{(1R,3R,4S,5R)-3-[(1E,3S)-3,7-dihydroxyoct-1-en-1-yl]-2-oxabicyclo[3.1.1]heptan-4-yl}hept-5-enoate	CHEBI:138323	chebi_xref	STEREO_DIFF	RWKLFZNKJPQWRW-RBHGNWNXSA-M	RWKLFZNKJPQWRW-NEQDKWGSSA-M	129626746	CC(O)CCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-]	CC(CCC[C@@H](/C=C/[C@@H]1[C@H](C2CC(C2)O1)C/C=C\CCCC(=O)[O-])O)O	7	8	5	8
cpd37865	(5Z)-7-{(1R,3R,4S,5R)-3-[(1E,3S)-3,6-dihydroxyoct-1-en-1-yl]-2-oxabicyclo[3.1.1]heptan-4-yl}hept-5-enoate	CHEBI:138324	chebi_xref	STEREO_DIFF	GQTKTVLOOUFFTJ-QLKVQSEBSA-M	GQTKTVLOOUFFTJ-IYNSNTTDSA-M	129626748	CCC(O)CC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-]	CCC(CC[C@@H](/C=C/[C@@H]1[C@H](C2CC(C2)O1)C/C=C\CCCC(=O)[O-])O)O	7	8	5	8
cpd38198	(20S)-20-(beta-D-glucopyranosyloxy)-dammara-24-ene-3beta-ol	CHEBI:142484	chebi_xref	STEREO_DIFF	JQOUYGJYNQSCQP-SKWFVUTISA-N	JQOUYGJYNQSCQP-UZTNOJNJSA-N	132574557	CC(C)=CCCC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C	CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C	13	14	14	14
cpd38316	2-O-(beta-D-mannosyl-(1->2)-beta-D-mannosyl)-bis(myo-inositol) 1,3'-phosphate	CHEBI:142887	chebi_xref	STEREO_DIFF	PMUCECFZOHGHSS-PHIWOPILSA-M	PMUCECFZOHGHSS-TZRHDMPKSA-M	135398115	O=P([O-])(O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O[C@H]3[C@H]([C@@H]([C@H]([C@@H]([C@H]3OP(=O)([O-])OC4[C@@H]([C@H](C([C@H]([C@H]4O)O)O)O)O)O)O)O)O)CO)O)O)O)O)O)O	22	23	20	23
cpd38317	2-O-(beta-D-mannosyl)-bis(myo-inositol) 1,3'-phosphate	CHEBI:142888	chebi_xref	STEREO_DIFF	RQXSBVMUGIVOOA-SROYCTHLSA-M	RQXSBVMUGIVOOA-BUBREWLGSA-M	135397996	O=P([O-])(O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2OP(=O)([O-])OC3[C@@H]([C@H](C([C@H]([C@H]3O)O)O)O)O)O)O)O)O)O)O)O)O	17	18	15	18
cpd38341	4-amino-4-deoxyprephenate	CHEBI:143070	chebi_xref	STEREO_DIFF	OJJQTAMHYLSXHT-XGAOUMNUSA-M	OJJQTAMHYLSXHT-UHFFFAOYSA-M	137333877	[NH3+][C@H]1C=C[C@@](CC(=O)C(=O)[O-])(C(=O)[O-])C=C1	C1=CC(C=CC1[NH3+])(CC(=O)C(=O)[O-])C(=O)[O-]	2	2	0	2
cpd38354	(9S),10-epoxy-(10,12Z)-octadecadienoic acid(1-)	CHEBI:143139	chebi_xref	STEREO_DIFF	LVVCDOSOKGYQFY-KRWDZBQOSA-M	LVVCDOSOKGYQFY-KKJXIILJSA-M	137333894	CCCCCC=CC=C1O[C@H]1CCCCCCCC(=O)[O-]	CCCCC/C=C\C=C/1\[C@@H](O1)CCCCCCCC(=O)[O-]	1	3	3	3
