rxn02005	c	0
rxn05145	c	0
rxn05146	c	0
rxn05147	c	0
rxn05148	c	0
rxn05149	c	0
rxn05150	c	0
rxn05151	c	0
rxn05152	c	0
rxn05153	c	0
rxn05154	c	0
rxn05155	c	0
rxn05156	c	0
rxn05157	c	0
rxn05158	c	0
rxn05159	c	0
rxn05160	c	0
rxn05161	c	0
rxn05162	c	0
rxn05163	c	0
rxn05164	c	0
rxn05165	c	0
rxn05166	c	0
rxn05167	c	0
rxn05168	c	0
rxn05169	c	0
rxn05170	c	0
rxn05171	c	0
rxn05172	c	0
rxn05173	c	0
rxn05174	c	0
rxn05175	c	0
rxn05176	c	0
rxn05177	c	0
rxn05178	c	0
rxn05179	c	0
rxn05180	c	0
rxn05181	c	0
rxn05182	c	0
rxn05183	c	0
rxn05184	c	0
rxn05185	c	0
rxn05187	c	0
rxn05188	c	0
rxn05189	c	0
rxn05190	c	0
rxn05191	c	0
rxn05192	c	0
rxn05193	c	0
rxn05194	c	0
rxn05195	c	0
rxn05196	c	0
rxn05197	c	0
rxn05198	c	0
rxn05199	c	0
rxn05200	c	0
rxn05201	c	0
rxn05202	c	0
rxn05203	c	0
rxn05204	c	0
rxn05205	c	0
rxn05206	c	0
rxn05207	c	0
rxn05208	c	1
rxn05209	c	1
rxn05210	c	0
rxn05211	c	0
rxn05212	c	0
rxn05213	c	0
rxn05214	c	0
rxn05215	c	0
rxn05216	c	0
rxn05217	c	0
rxn05218	c	0
rxn05219	c	0
rxn05220	c	0
rxn05221	c	0
rxn05222	c	0
rxn05223	c	0
rxn05224	c	0
rxn05225	c	1
rxn05226	c	0
rxn05237	c	0
rxn05238	c	0
rxn05240	c	0
rxn05241	c	0
rxn05242	c	0
rxn05243	c	0
rxn05244	c	0
rxn05245	c	0
rxn05255	c	0
rxn05292	c	0
rxn05297	c	0
rxn05298	c	0
rxn05299	c	0
rxn05300	c	0
rxn05301	c	0
rxn05303	c	0
rxn05305	c	0
rxn05306	c	0
rxn05307	c	0
rxn05308	c	0
rxn05310	c	0
rxn05312	c	0
rxn05313	c	0
rxn05315	c	1
rxn05316	c	0
rxn05317	c	0
rxn05318	c	0
rxn05319	c	0
rxn05466	c	0
rxn05467	c	0
rxn05468	c	0
rxn05469	c	0
rxn05470	c	0
rxn05471	c	0
rxn05472	c	0
rxn05473	c	0
rxn05474	c	0
rxn05475	c	0
rxn05476	c	0
rxn05477	c	0
rxn05478	c	0
rxn05479	c	0
rxn05480	c	0
rxn05481	c	0
rxn05482	c	0
rxn05483	c	0
rxn05484	c	0
rxn05485	c	0
rxn05486	c	0
rxn05487	c	0
rxn05488	c	0
rxn05489	c	0
rxn05490	c	0
rxn05491	c	0
rxn05493	c	0
rxn05494	c	0
rxn05495	c	0
rxn05496	c	0
rxn05497	c	0
rxn05498	c	1
rxn05499	c	0
rxn05500	c	0
rxn05501	c	0
rxn05502	c	0
rxn05504	c	0
rxn05505	c	0
rxn05506	c	1
rxn05507	c	1
rxn05508	c	0
rxn05510	c	0
rxn05511	c	0
rxn05512	c	0
rxn05513	c	0
rxn05514	c	0
rxn05515	c	0
rxn05516	c	1
rxn05517	c	1
rxn05518	c	0
rxn05519	c	0
rxn05520	c	0
rxn05521	c	0
rxn05522	c	0
rxn05523	c	0
rxn05525	c	0
rxn05526	c	0
rxn05527	c	0
rxn05528	c	0
rxn05529	c	0
rxn05531	c	0
rxn05532	c	0
rxn05533	c	0
rxn05534	c	0
rxn05535	c	0
rxn05536	c	0
rxn05537	c	0
rxn05538	c	0
rxn05539	c	0
rxn05540	c	0
rxn05541	c	0
rxn05542	c	0
rxn05543	c	0
rxn05544	c	0
rxn05545	c	0
rxn05546	c	0
rxn05547	c	0
rxn05548	c	0
rxn05549	c	0
rxn05550	c	0
rxn05551	c	0
rxn05552	c	0
rxn05553	c	0
rxn05554	c	1
rxn05555	c	0
rxn05557	c	0
rxn05558	c	0
rxn05559	c	0
rxn05560	c	0
rxn05561	c	0
rxn05562	c	1
rxn05563	c	1
rxn05564	c	0
rxn05565	c	0
rxn05566	c	0
rxn05567	c	0
rxn05568	c	0
rxn05569	c	0
rxn05570	c	0
rxn05571	c	0
rxn05572	c	0
rxn05573	c	0
rxn05574	c	0
rxn05577	c	0
rxn05578	c	0
rxn05579	c	0
rxn05580	c	0
rxn05581	c	1
rxn05582	c	0
rxn05585	c	0
rxn05586	c	0
rxn05589	c	0
rxn05590	c	0
rxn05593	c	0
rxn05594	c	0
rxn05595	c	0
rxn05596	c	0
rxn05597	c	0
rxn05598	c	0
rxn05599	c	0
rxn05601	c	0
rxn05602	c	0
rxn05603	c	0
rxn05604	c	1
rxn05605	c	0
rxn05607	c	0
rxn05608	c	0
rxn05609	c	0
rxn05610	c	0
rxn05611	c	0
rxn05612	c	0
rxn05613	c	0
rxn05614	c	0
rxn05615	c	0
rxn05616	c	1
rxn05617	c	0
rxn05618	c	0
rxn05619	c	0
rxn05620	c	0
rxn05621	c	0
rxn05622	c	1
rxn05623	c	0
rxn05625	c	0
rxn05626	c	0
rxn05627	c	0
rxn05628	c	0
rxn05629	c	0
rxn05630	c	0
rxn05634	c	0
rxn05635	c	0
rxn05636	c	0
rxn05637	c	0
rxn05638	c	0
rxn05639	c	0
rxn05640	c	0
rxn05641	c	0
