id	compartment	direction	gfdir	type	base_cost	forward_cost	reverse_cost	complexes
rxn00055	c|e	=	=	gapfilling	5	0	-2.408	null
rxn00056	c|e	=	=	gapfilling	2	0	0	null
rxn00057	c|e	=	=	gapfilling	5	0	-25.4921	null
rxn00058	c|e	=	=	gapfilling	4	0	0	null
rxn00060	c|e	>	=	gapfilling	2	0	-1.5973	null
rxn00061	c|e	=	=	gapfilling	5	0	-0.3634	null
rxn00062	c|e	>	=	gapfilling	4	0	0.3183	null
rxn00063	c|e	>	=	gapfilling	1	0	0.1757	null
rxn00064	c|e	=	=	gapfilling	5	0	0.1517	null
rxn00065	c|e	>	=	gapfilling	2	0	1.105	null
rxn00066	c|e	>	=	gapfilling	3	0	-6.7064	null
rxn00067	c|e	=	=	gapfilling	5	1.2918	0	null
rxn00068	c|e	=	=	gapfilling	5	6.03	0	null
rxn00069	c|e	=	=	gapfilling	1	0	0	null
rxn00070	c|e	=	=	gapfilling	5	0	0	null
rxn00071	c|e	=	=	gapfilling	4	0	0	null
rxn00072	c|e	=	=	gapfilling	5	0	0	null
rxn00074	c|e	=	=	gapfilling	3	0	0	null
rxn00076	c|e	>	=	gapfilling	1	0	0.0687	null
rxn00077	c|e	=	=	conditional	2	0	0	cpx00366|cpx32767
rxn00078	c|e	=	=	gapfilling	5	0	0	null
rxn00079	c|e	=	=	gapfilling	6	0	0	null
rxn00080	c|e	=	=	gapfilling	5	0	0	null
rxn00082	c|e	=	=	gapfilling	15	0	0	null
rxn00083	c|e	=	=	conditional	2	0	0	cpx01541|cpx00121|cpx01540|cpx31442|cpx31443
rxn00084	c|e	=	=	gapfilling	5	0	-6.7064	null
rxn00085	c|e	=	=	gapfilling	2	0	0	null
rxn00086	c|e	=	=	gapfilling	2	0	0	null
rxn00088	c|e	=	=	gapfilling	4	0	0.7683	null
rxn00089	c|e	=	=	gapfilling	4	0	0.6327	null
rxn00090	c|e	>	=	gapfilling	1	0	-1.87917	null
rxn00092	c|e	=	=	gapfilling	4	0	0.3183	null
rxn00093	c|e	=	=	gapfilling	5	0	0.1517	null
rxn00095	c|e	>	=	gapfilling	2	0	0.0687	null
rxn00096	c|e	=	=	gapfilling	4	0	0	null
rxn00097	c|e	=	=	gapfilling	2	0	0	null
rxn00098	c|e	=	=	gapfilling	4	0	0.3183	null
rxn00099	c|e	=	=	gapfilling	5	0	-0.3104	null
rxn00100	c|e	>	=	gapfilling	2	0	0.55	null
rxn00101	c|e	>	=	gapfilling	2	0	0.4247	null
rxn00102	c|e	=	=	conditional	2	0	0	cpx01443|cpx01444|cpx34945
rxn00103	c|e	=	=	gapfilling	4	0	0.691	null
rxn00105	c|e	=	=	gapfilling	2	0	0	null
rxn00106	c|e	=	=	gapfilling	6	0	0	null
rxn00107	c|e	=	=	gapfilling	5	0	0	null
rxn00108	c|e	=	=	gapfilling	5	0	0	null
rxn00109	c|e	=	=	gapfilling	4	3.29716	0	null
rxn00113	c|e	=	=	gapfilling	4	0	0.2623	null
rxn00114	c|e	=	=	gapfilling	2	0	0	null
rxn00116	c|e	>	=	gapfilling	1	0	0.3183	null
rxn00117	c|e	=	=	gapfilling	2	0	0	null
rxn00118	c|e	=	=	gapfilling	1	0	0	null
rxn00119	c|e	=	=	gapfilling	2	0	0	null
rxn00120	c|e	>	=	gapfilling	1	0	0.3183	null
rxn00121	c|e	=	=	gapfilling	4	0	0	null
rxn00122	c|e	>	=	conditional	2	0	-0.323	cpx00687|cpx32967
rxn00123	c|e	>	=	gapfilling	1	0	0.7683	null
rxn00124	c|e	=	=	gapfilling	2	0	0	null
rxn00125	c|e	=	=	gapfilling	5	0	0.2527	null
rxn00126	c|e	>	=	gapfilling	2	0	0.6913	null
rxn00127	c|e	>	=	gapfilling	2	0	0.691	null
rxn00128	c|e	=	=	gapfilling	4	0	0.695	null
rxn00129	c|e	=	=	gapfilling	5	0	0	null
rxn00130	c|e	=	=	gapfilling	4	0	0.1517	null
rxn00131	c|e	=	=	gapfilling	2	0	0	null
rxn00132	c|e	>	=	gapfilling	2	0	0.7683	null
rxn00133	c|e	=	=	gapfilling	4	0	0.0687	null
rxn00134	c|e	=	=	gapfilling	2	0	0	null
rxn00136	c|e	=	=	gapfilling	4	0	0.0687	null
rxn00137	c|e	>	=	gapfilling	3	0	0.7683	null
rxn00138	c|e	>	=	gapfilling	2	0	0.648	null
rxn00139	c|e	<	=	gapfilling	2	1.301	0	null
rxn00140	c|e	=	=	gapfilling	4	0	0.0707000000000001	null
rxn00141	c|e	=	=	gapfilling	2	0	0	null
rxn00142	c|e	=	=	gapfilling	5	0	0	null
rxn00143	c|e	=	=	gapfilling	2	0	0	null
rxn00144	c|e	=	=	gapfilling	5	0	0.6197	null
rxn00145	c|e	=	=	gapfilling	3	0	0	null
rxn00146	c|e	=	=	gapfilling	3	0	0	null
rxn00147	c|e	>	=	conditional	2	0	0.7793	cpx01030|cpx33070
rxn00148	c|e	<	=	conditional	2	0	0	cpx01664|cpx32786
rxn00149	c|e	=	=	gapfilling	4	0	0.0196999999999999	null
rxn00150	c|e	=	=	gapfilling	4	0	0.0196999999999999	null
rxn00151	c|e	>	=	conditional	2	0	0	cpx01639|cpx33069
rxn00152	c|e	>	=	gapfilling	2	0	-2.61557	null
rxn00153	c|e	=	=	gapfilling	5	0	-0.1427	null
rxn00155	c|e	=	=	gapfilling	5	0	0	null
rxn00156	c|e	=	=	gapfilling	4	0	-2.98457	null
rxn00157	c|e	<	=	conditional	2	0	0	cpx00407|cpx00408|cpx32050
rxn00158	c|e	=	=	gapfilling	5	0	0.3537	null
rxn00159	c|e	>	=	conditional	2	0	1.132	cpx01471|cpx01470|cpx30265|cpx30267
rxn00160	c|e	>	=	conditional	2	0	1.132	cpx00339|cpx30316
rxn00161	c|e	>	=	conditional	2	0	1.132	cpx00765|cpx30269
rxn00162	c|e	>	=	conditional	2	0	0.51	cpx01183|cpx01180|cpx01182|cpx01181|cpx01178|cpx01177|cpx01179|cpx30265|cpx30269|cpx34761
rxn00163	c|e	=	=	gapfilling	4	0	-4.5733	null
rxn00164	c|e	=	=	gapfilling	4	2.312	0	null
rxn00165	c|e	>	=	gapfilling	2	0	0.249	null
rxn00166	c|e	>	=	gapfilling	2	0	0.249	null
rxn00168	c|e	=	=	gapfilling	5	0	0.656	null
rxn00170	c|e	=	=	gapfilling	4	0	0.2703	null
rxn00171	c|e	=	=	conditional	2	0	0	cpx00843|cpx00712|cpx30994
rxn00172	c|e	<	=	conditional	2	0	0	cpx01482|cpx01481|cpx35617
rxn00173	c|e	>	=	conditional	2	0	0	cpx00945|cpx32078
rxn00174	c|e	=	=	gapfilling	4	0	0.51	null
rxn00175	c|e	>	=	conditional	2	0	0	cpx00848|cpx35613
rxn00176	c|e	=	=	gapfilling	4	0	-1.4586	null
rxn00177	c|e	=	=	gapfilling	4	0	0	null
rxn00178	c|e	>	=	conditional	2	0	0	cpx00453|cpx00454|cpx00666|cpx32089
rxn00179	c|e	=	=	gapfilling	2	0	0	null
rxn00181	c|e	=	=	gapfilling	5	0	0	null
rxn00182	c|e	=	=	gapfilling	2	0	0	null
rxn00183	c|e	>	=	gapfilling	2	0	0.0196999999999999	null
rxn00184	c|e	=	=	gapfilling	2	0	0	null
rxn00185	c|e	=	=	gapfilling	5	0	-1.30227	null
rxn00186	c|e	>	=	gapfilling	2	0	0.586	null
rxn00187	c|e	>	=	gapfilling	2	0	0.7906	null
rxn00188	c|e	=	=	gapfilling	4	0.7273	0	null
rxn00189	c|e	>	=	gapfilling	2	0	0.5277	null
rxn00190	c|e	>	=	gapfilling	2	0	0.1757	null
rxn00191	c|e	=	=	gapfilling	2	0	0	null
rxn00192	c|e	>	=	gapfilling	2	0	0.4706	null
rxn00193	c|e	=	=	gapfilling	2	0	0	null
rxn00194	c|e	>	=	gapfilling	2	0	0.691	null
rxn00195	c|e	=	=	gapfilling	4	0	0	null
rxn00196	c|e	>	=	gapfilling	2	0	0.0196999999999999	null
rxn00197	c|e	=	=	gapfilling	5	0	0	null
rxn00198	c|e	=	=	gapfilling	4	0	1.313	null
rxn00199	c|e	>	=	conditional	2	0	0.691	cpx00073|cpx30271
rxn00200	c|e	=	=	gapfilling	4	0	0.5277	null
rxn00202	c|e	<	=	gapfilling	2	1.8927	0	null
rxn00203	c|e	>	=	gapfilling	2	0	0.591	null
rxn00204	c|e	=	=	gapfilling	4	0	-3.04297	null
rxn00205	c|e	>	=	gapfilling	2	0	-6.4146	null
rxn00206	c|e	>	=	gapfilling	3	0	-2.59697	null
rxn00207	c|e	=	=	gapfilling	6	0	0	null
rxn00208	c|e	>	=	gapfilling	2	0	-1.55727	null
rxn00209	c|e	>	=	gapfilling	2	0	-1.80397	null
rxn00210	c|e	=	=	gapfilling	4	0	-1.30227	null
rxn00211	c|e	=	=	gapfilling	2	0	0	null
rxn00212	c|e	>	=	gapfilling	2	0	0.0687	null
rxn00213	c|e	=	=	gapfilling	2	0	0	null
rxn00214	c|e	=	=	gapfilling	2	0	0	null
rxn00215	c|e	=	=	gapfilling	4	0	-0.3897	null
rxn00216	c|e	=	=	conditional	2	0	0	cpx00907|cpx00908|cpx32677|cpx32763
rxn00217	c|e	=	=	gapfilling	5	0	0	null
rxn00218	c|e	=	=	gapfilling	5	0	0	null
rxn00219	c|e	=	=	gapfilling	5	0	-1.94097	null
rxn00220	c|e	=	=	gapfilling	4	0	0.7683	null
rxn00221	c|e	>	=	gapfilling	2	0	0.7683	null
rxn00222	c|e	>	=	gapfilling	2	0	0.6887	null
rxn00223	c|e	=	=	gapfilling	2	0	0	null
rxn00224	c|e	=	=	conditional	3	0	0	cpx01501|cpx35330
rxn00225	c|e	<	=	conditional	2	0	0	cpx00005|cpx32890|cpx32896
rxn00226	c|e	=	=	gapfilling	4	3.364	0	null
rxn00227	c|e	>	=	gapfilling	2	0	-0.0987	null
rxn00228	c|e	=	=	gapfilling	4	0	0.2903	null
rxn00229	c|e	=	=	gapfilling	4	0	-10.7987	null
rxn00230	c|e	=	=	gapfilling	4	0	0	null
rxn00231	c|e	>	=	gapfilling	3	0	0.3737	null
rxn00232	c|e	=	=	gapfilling	4	0	-2.1883	null
rxn00233	c|e	=	=	gapfilling	5	0	-0.4353	null
rxn00234	c|e	=	=	gapfilling	4	0	0	null
rxn00235	c|e	=	=	gapfilling	5	0	0.6317	null
rxn00236	c|e	=	=	gapfilling	4	0	0.3183	null
rxn00237	c|e	=	=	gapfilling	2	0	0	null
rxn00239	c|e	=	=	gapfilling	2	0	0	null
rxn00240	c|e	=	=	gapfilling	5	0	0	null
rxn00241	c|e	=	=	gapfilling	4	0	0.3183	null
rxn00242	c|e	>	=	gapfilling	2	0	0.6257	null
rxn00243	c|e	=	=	gapfilling	5	0	0.5187	null
rxn00244	c|e	=	=	gapfilling	5	0	-0.1613	null
rxn00245	c|e	>	=	gapfilling	2	0	0.1833	null
rxn00247	c|e	>	=	conditional	2	0	0.971	cpx01779|cpx34782
rxn00248	c|e	=	=	conditional	2	0	0	cpx00142|cpx00143|cpx00141|cpx00144|cpx30262
rxn00249	c|e	=	=	gapfilling	4	0	0	null
rxn00250	c|e	=	=	conditional	2	0	0	cpx01399|cpx01398|cpx01400|cpx35743
rxn00251	c|e	=	=	conditional	2	0	0	cpx00785|cpx00786|cpx34763
rxn00252	c|e	>	=	gapfilling	1	0	1.1136	null
rxn00253	c|e	=	=	gapfilling	5	0	0.43	null
rxn00254	c|e	=	=	gapfilling	4	0	0.5277	null
rxn00255	c|e	=	=	gapfilling	4	0	0	null
rxn00256	c|e	<	=	conditional	2	1.8927	0	cpx01368|cpx01369|cpx32120|cpx32128
rxn00257	c|e	=	=	gapfilling	2	0	0	null
rxn00258	c|e	=	=	gapfilling	4	0	0	null
rxn00259	c|e	=	=	gapfilling	5	0	0	null
rxn00260	c|e	=	=	gapfilling	2	0	0	null
rxn00262	c|e	>	=	gapfilling	2	0	-1.30227	null
rxn00263	c|e	=	=	gapfilling	4	0	-1.30227	null
rxn00264	c|e	=	=	gapfilling	4	0	-1.54897	null
rxn00265	c|e	>	=	conditional	2	0	0	cpx00792|cpx00791|cpx00793|cpx34920
rxn00266	c|e	=	=	gapfilling	5	1.822	0	null
rxn00267	c|e	=	=	gapfilling	5	0	0	null
rxn00268	c|e	=	=	gapfilling	5	0	0	null
rxn00269	c|e	>	=	gapfilling	2	0	-1.15627	null
rxn00270	c|e	=	=	gapfilling	4	0	-0.046	null
rxn00271	c|e	=	=	gapfilling	5	0	0	null
rxn00272	c|e	=	=	gapfilling	2	0	0	null
rxn00274	c|e	=	=	gapfilling	2	0	0	null
rxn00275	c|e	=	=	gapfilling	4	0	0	null
rxn00276	c|e	=	=	gapfilling	5	0	0	null
rxn00278	c|e	=	=	gapfilling	2	0	0	null
rxn00279	c|e	=	=	gapfilling	4	0	0.51	null
rxn00280	c|e	=	=	gapfilling	5	0	0	null
rxn00282	c|e	=	=	gapfilling	4	0	0	null
rxn00283	c|e	=	=	gapfilling	2	0	0	null
rxn00284	c|e	=	=	gapfilling	5	0	0	null
rxn00285	c|e	=	=	conditional	2	0	0	cpx01385|cpx35645
rxn00286	c|e	=	=	gapfilling	5	0	0	null
rxn00287	c|e	=	=	gapfilling	5	0	0.4243	null
rxn00288	c|e	>	=	conditional	2	2.045	0	cpx00271|cpx01802|cpx01799|cpx00646|cpx01803|cpx01800|cpx31269
rxn00289	c|e	=	=	gapfilling	2	0	0	null
rxn00290	c|e	=	=	gapfilling	2	0	0	null
rxn00291	c|e	=	=	gapfilling	2	0	0	null
rxn00292	c|e	>	=	gapfilling	2	0	0.5187	null
rxn00293	c|e	=	=	gapfilling	2	0	0	null
rxn00295	c|e	=	=	gapfilling	2	0	0	null
rxn00297	c|e	=	=	gapfilling	2	0	0	null
rxn00298	c|e	=	=	gapfilling	4	0	0	null
rxn00299	c|e	>	=	gapfilling	3	0	-0.6893	null
rxn00300	c|e	>	=	gapfilling	2	0	-0.8539	null
rxn00301	c|e	>	=	gapfilling	1	0	0.1757	null
rxn00302	c|e	>	=	gapfilling	2	0	0.0207000000000001	null
rxn00303	c|e	=	=	gapfilling	2	0	0	null
rxn00304	c|e	=	=	gapfilling	4	0	0	null
rxn00305	c|e	>	=	conditional	2	0	0.971	cpx01019|cpx34764
rxn00306	c|e	=	=	gapfilling	2	0	0	null
rxn00307	c|e	=	=	gapfilling	4	0	1.105	null
rxn00308	c|e	=	=	gapfilling	5	0	0.375	null
rxn00309	c|e	=	=	gapfilling	6	0	0	null
rxn00310	c|e	=	=	gapfilling	4	0	-1.30227	null
rxn00311	c|e	=	=	gapfilling	4	0	-8.06267	null
rxn00312	c|e	>	=	gapfilling	2	0	-9.9257	null
rxn00313	c|e	>	=	gapfilling	2	0	0.691	null
rxn00314	c|e	=	=	gapfilling	4	0	0	null
rxn00315	c|e	=	=	gapfilling	5	0	0	null
rxn00316	c|e	=	=	gapfilling	4	0	0.4706	null
rxn00317	c|e	=	=	gapfilling	4	0	0	null
rxn00318	c|e	=	=	gapfilling	4	0	0	null
rxn00320	c|e	=	=	gapfilling	1	0	0	null
rxn00321	c|e	=	=	gapfilling	2	0	0	null
rxn00322	c|e	>	=	gapfilling	2	0	0.691	null
rxn00323	c|e	=	=	gapfilling	5	0	0	null
rxn00324	c|e	<	=	conditional	2	0	0	cpx00304|cpx30311
rxn00325	c|e	=	=	gapfilling	4	0	-2.87727	null
rxn00326	c|e	=	=	gapfilling	4	0	0	null
rxn00327	c|e	>	=	gapfilling	2	0	0.8487	null
rxn00328	c|e	=	=	gapfilling	2	0	0	null
rxn00330	c|e	<	=	conditional	2	1.8967	0	cpx00509|cpx00508|cpx32134
rxn00331	c|e	=	=	gapfilling	2	0	0	null
rxn00332	c|e	=	=	gapfilling	4	2.057	0	null
rxn00333	c|e	>	=	gapfilling	2	0	-1.40297	null
rxn00334	c|e	=	=	gapfilling	4	0	0	null
rxn00335	c|e	=	=	gapfilling	5	0	0	null
rxn00336	c|e	>	=	conditional	2	0	0	cpx01897|cpx34883
rxn00337	c|e	=	=	gapfilling	2	0	0	null
rxn00338	c|e	>	=	gapfilling	2	0	-4.33497	null
rxn00339	c|e	=	=	gapfilling	4	0	0.7906	null
rxn00340	c|e	>	=	gapfilling	2	0	0.648	null
rxn00341	c|e	=	=	gapfilling	4	0	1.2727	null
rxn00342	c|e	>	=	gapfilling	2	0	0.5277	null
rxn00343	c|e	=	=	gapfilling	4	0	1.1804	null
rxn00344	c|e	=	=	gapfilling	5	0	0.4706	null
rxn00345	c|e	=	=	gapfilling	4	0	0	null
rxn00346	c|e	>	=	gapfilling	2	0	0.691	null
rxn00347	c|e	=	=	gapfilling	2	0	0	null
rxn00348	c|e	=	=	gapfilling	4	0	0	null
rxn00350	c|e	=	=	gapfilling	2	0	0	null
rxn00351	c|e	>	=	gapfilling	2	0	0.3646	null
rxn00352	c|e	=	=	gapfilling	5	0	0.4243	null
rxn00354	c|e	=	=	gapfilling	4	0	0	null
rxn00355	c|e	=	=	gapfilling	2	0	0	null
rxn00356	c|e	=	=	gapfilling	4	0	0	null
rxn00357	c|e	=	=	gapfilling	5	0	0	null
rxn00358	c|e	=	=	gapfilling	3	0	0	null
rxn00359	c|e	=	=	gapfilling	4	0	-1.0813	null
rxn00360	c|e	=	=	gapfilling	4	0	0.7683	null
rxn00361	c|e	=	=	gapfilling	2	0	0	null
rxn00362	c|e	=	=	gapfilling	1	0	0	null
rxn00363	c|e	>	=	gapfilling	2	0	0.7683	null
rxn00364	c|e	=	=	gapfilling	2	0	0	null
rxn00365	c|e	=	=	gapfilling	2	0	0	null
rxn00366	c|e	>	=	gapfilling	1	0	0.3183	null
rxn00367	c|e	=	=	gapfilling	4	0	0.1757	null
rxn00368	c|e	=	=	gapfilling	2	0	0	null
rxn00369	c|e	=	=	gapfilling	2	0	0	null
rxn00370	c|e	=	=	gapfilling	4	0	0	null
rxn00371	c|e	>	=	conditional	2	0	0.691	cpx00948|cpx00952|cpx00954|cpx00957|cpx00956|cpx00953|cpx00955|cpx00949|cpx00958|cpx00951|cpx00959|cpx31004
rxn00372	c|e	=	=	gapfilling	4	0	0.5443	null
rxn00373	c|e	=	=	gapfilling	4	0	0.437	null
rxn00374	c|e	=	=	gapfilling	4	0	-0.7823	null
rxn00375	c|e	=	=	gapfilling	2	0	0	null
rxn00376	c|e	=	=	gapfilling	4	0	0	null
rxn00377	c|e	=	=	gapfilling	4	0	0.5443	null
rxn00378	c|e	=	=	gapfilling	5	0	0	null
rxn00379	c|e	=	=	gapfilling	2	0	0	null
rxn00380	c|e	=	=	gapfilling	4	2.3996	0	null
rxn00381	c|e	=	=	gapfilling	4	0	-1.0813	null
rxn00382	c|e	=	=	gapfilling	5	0	-1.3823	null
rxn00383	c|e	=	=	gapfilling	4	0	-3.06327	null
rxn00384	c|e	=	=	gapfilling	5	0	-0.6313	null
rxn00385	c|e	=	=	gapfilling	4	0	0	null
rxn00386	c|e	=	=	gapfilling	4	0	0	null
rxn00387	c|e	=	=	gapfilling	4	0	0	null
rxn00388	c|e	=	=	gapfilling	4	0	1.1804	null
rxn00390	c|e	=	=	gapfilling	5	0	-0.4763	null
rxn00391	c|e	=	=	gapfilling	4	0	0.7683	null
rxn00392	c|e	=	=	conditional	2	0	0	cpx00687|cpx32770
rxn00393	c|e	=	=	gapfilling	5	0	0	null
rxn00394	c|e	>	=	gapfilling	2	0	0.6097	null
rxn00395	c|e	>	=	gapfilling	2	0	-0.2383	null
rxn00396	c|e	=	=	gapfilling	4	0	0	null
rxn00400	c|e	>	=	gapfilling	2	0	-5.86767	null
rxn00401	c|e	=	=	gapfilling	4	0	-9.9257	null
rxn00402	c|e	=	=	gapfilling	4	0	0	null
rxn00403	c|e	=	=	gapfilling	4	0	0	null
rxn00404	c|e	=	=	gapfilling	4	0	0	null
rxn00405	c|e	>	=	gapfilling	2	0	0.691	null
rxn00406	c|e	=	=	gapfilling	4	0	0	null
rxn00407	c|e	>	=	gapfilling	2	0	0.4857	null
rxn00408	c|e	>	=	gapfilling	1	0	0.3183	null
rxn00409	c|e	=	=	gapfilling	2	0	0	null
rxn00410	c|e	=	=	gapfilling	2	0	0	null
rxn00411	c|e	=	=	gapfilling	5	0	0	null
rxn00412	c|e	>	=	gapfilling	2	0	0.3603	null
rxn00413	c|e	=	=	gapfilling	5	0	1.105	null
rxn00414	c|e	>	=	gapfilling	2	0	-0.1257	null
rxn00415	c|e	=	=	gapfilling	4	0	0	null
rxn00416	c|e	>	=	gapfilling	2	0	0.1757	null
rxn00417	c|e	=	=	gapfilling	4	0	0	null
rxn00419	c|e	=	=	gapfilling	5	0	0	null
rxn00420	c|e	>	=	gapfilling	2	0	0.7683	null
rxn00421	c|e	=	=	gapfilling	5	0	0	null
rxn00422	c|e	=	=	gapfilling	2	0	0	null
rxn00423	c|e	>	=	gapfilling	2	0	0.6386	null
rxn00424	c|e	=	=	gapfilling	4	0	0	null
rxn00425	c|e	=	=	gapfilling	4	0	0	null
rxn00426	c|e	=	=	gapfilling	4	0	0	null
rxn00427	c|e	=	=	gapfilling	4	0	-6.0624	null
rxn00428	c|e	=	=	gapfilling	6	0	0	null
rxn00429	c|e	=	=	gapfilling	4	0	0.0196999999999999	null
rxn00430	c|e	=	=	gapfilling	1	0	0	null
rxn00431	c|e	>	=	gapfilling	14	0	0.7007	null
rxn00432	c|e	=	=	gapfilling	4	0	-1.52697	null
rxn00433	c|e	>	=	gapfilling	2	0	-0.90327	null
rxn00434	c|e	=	=	gapfilling	5	0	-0.90327	null
rxn00435	c|e	=	=	gapfilling	5	0	-0.6243	null
rxn00436	c|e	=	=	gapfilling	4	0	0.3183	null
rxn00437	c|e	=	=	gapfilling	4	0	0	null
rxn00438	c|e	=	=	gapfilling	2	0	0	null
rxn00439	c|e	=	=	gapfilling	4	0	0.3183	null
rxn00440	c|e	=	=	gapfilling	2	0	0	null
rxn00441	c|e	>	=	conditional	2	0	0.313	cpx00636|cpx31098
rxn00443	c|e	=	=	gapfilling	5	0	0	null
rxn00444	c|e	=	=	gapfilling	4	0	-6.4624	null
rxn00445	c|e	=	=	gapfilling	4	0	-1.46297	null
rxn00448	c|e	=	=	gapfilling	4	0	-11.8203	null
rxn00449	c|e	=	=	gapfilling	2	0	0	null
rxn00450	c|e	=	=	gapfilling	4	0	-1.30227	null
rxn00451	c|e	=	=	gapfilling	5	0	0	null
rxn00452	c|e	>	=	gapfilling	2	0	-0.3146	null
rxn00453	c|e	=	=	gapfilling	5	0	0.0644	null
rxn00454	c|e	=	=	gapfilling	5	0	0	null
rxn00455	c|e	=	=	gapfilling	4	0	0	null
rxn00456	c|e	=	=	gapfilling	5	0	0.8163	null
rxn00457	c|e	=	=	gapfilling	5	0	0	null
rxn00458	c|e	=	=	gapfilling	5	0	0.691	null
rxn00459	c|e	=	=	conditional	2	0	0	cpx00197|cpx34957
rxn00460	c|e	=	=	gapfilling	5	0	0	null
rxn00461	c|e	=	=	gapfilling	2	0	0	null
rxn00462	c|e	=	=	gapfilling	4	0	0.413	null
rxn00463	c|e	>	=	gapfilling	1	0	0.1757	null
rxn00464	c|e	=	=	gapfilling	5	0	-0.0588	null
rxn00465	c|e	=	=	gapfilling	5	0	1.2727	null
rxn00466	c|e	=	=	gapfilling	5	0	0	null
rxn00467	c|e	=	=	gapfilling	2	0	0	null
rxn00468	c|e	=	=	gapfilling	5	0	-0.5057	null
rxn00469	c|e	=	=	gapfilling	2	0	0	null
rxn00470	c|e	>	=	gapfilling	2	0	0.691	null
rxn00471	c|e	>	=	gapfilling	2	0	0.462	null
rxn00472	c|e	=	=	gapfilling	4	0	0	null
rxn00473	c|e	>	=	gapfilling	2	0	1.4437	null
rxn00474	c|e	>	=	gapfilling	2	0	-0.1947	null
rxn00475	c|e	=	=	gapfilling	5	0	0	null
rxn00476	c|e	=	=	gapfilling	5	0	0	null
rxn00477	c|e	=	=	gapfilling	4	0	-1.30227	null
rxn00478	c|e	>	=	gapfilling	2	0	-8.20997	null
rxn00479	c|e	>	=	gapfilling	2	0	-9.9257	null
rxn00480	c|e	=	=	gapfilling	4	0	-7.97897	null
rxn00481	c|e	=	=	gapfilling	5	0	0.5277	null
rxn00483	c|e	=	=	gapfilling	4	0	0	null
rxn00484	c|e	>	=	gapfilling	2	0	0.691	null
rxn00485	c|e	=	=	gapfilling	4	0	0.1757	null
rxn00486	c|e	=	=	gapfilling	5	0	-0.171	null
rxn00487	c|e	=	=	gapfilling	4	0	0	null
rxn00488	c|e	=	=	gapfilling	4	0	-1.30227	null
rxn00489	c|e	=	=	gapfilling	4	0	-9.9257	null
rxn00490	c|e	>	=	gapfilling	2	0	-1.9067	null
rxn00491	c|e	=	=	gapfilling	5	0	0	null
rxn00492	c|e	=	=	gapfilling	4	0	0.4706	null
rxn00493	c|e	=	=	gapfilling	2	0	0	null
rxn00494	c|e	=	=	gapfilling	5	0	0	null
rxn00495	c|e	=	=	gapfilling	4	0	0.981	null
