ID	DATABASE	MNX
C12181	KEGG	MNXM57782
D04621	KEGG	MNXM57783
cpd24715	SEED	MNXM57789
CPD-7115	MetaCyc	MNXM57789
cpd24728	SEED	MNXM57791
CPD-7132	MetaCyc	MNXM57791
cpd06379	SEED	MNXM57795
C09484	KEGG	MNXM57795
cpd09062	SEED	MNXM57800
C12289	KEGG	MNXM57800
cpd04634	SEED	MNXM57801
D00517	KEGG	MNXM57801
C07457	KEGG	MNXM57801
cpd17244	SEED	MNXM57806
C16973	KEGG	MNXM57806
CPD-15243	MetaCyc	MNXM57806
cpd19264	SEED	MNXM57808
C17793	KEGG	MNXM57808
cpd19265	SEED	MNXM57809
C17794	KEGG	MNXM57809
cpd06959	SEED	MNXM57810
C10069	KEGG	MNXM57810
cpd07154	SEED	MNXM57817
C10265	KEGG	MNXM57817
cpd05554	SEED	MNXM57819
C08648	KEGG	MNXM57819
cpd20220	SEED	MNXM57823
C18960	KEGG	MNXM57823
cpd18063	SEED	MNXM57825
C18082	KEGG	MNXM57825
cpd18065	SEED	MNXM57826
C18084	KEGG	MNXM57826
D07279	KEGG	MNXM57828
cpd05674	SEED	MNXM57829
C08769	KEGG	MNXM57829
cpd05675	SEED	MNXM57830
C08770	KEGG	MNXM57830
D04622	KEGG	MNXM57831
D04623	KEGG	MNXM57832
CPD-19056	MetaCyc	MNXM57832
cpd05555	SEED	MNXM57833
C08649	KEGG	MNXM57833
cpd16884	SEED	MNXM57835
CPD-19628	MetaCyc	MNXM57835
cpd17445	SEED	MNXM57839
C17256	KEGG	MNXM57839
cpd07829	SEED	MNXM57840
C10944	KEGG	MNXM57840
cpd17545	SEED	MNXM57841
C17414	KEGG	MNXM57841
cpd05905	SEED	MNXM57845
C09009	KEGG	MNXM57845
cpd17192	SEED	MNXM57846
C16914	KEGG	MNXM57846
cpd17366	SEED	MNXM57847
C17112	KEGG	MNXM57847
C21399	KEGG	MNXM57849
CPD-17493	MetaCyc	MNXM57849
cpd20307	SEED	MNXM57850
C19047	KEGG	MNXM57850
D02580	KEGG	MNXM57852
CPD-17676	MetaCyc	MNXM57852
cpd06650	SEED	MNXM57861
C09758	KEGG	MNXM57861
cpd17775	SEED	MNXM57865
C17660	KEGG	MNXM57865
CPD-18826	MetaCyc	MNXM57865
cpd06438	SEED	MNXM57867
C09543	KEGG	MNXM57867
cpd20368	SEED	MNXM57873
C19108	KEGG	MNXM57873
cpd24198	SEED	MNXM57875
CPD-14136	MetaCyc	MNXM57875
cpd06441	SEED	MNXM57877
C09546	KEGG	MNXM57877
cpd17634	SEED	MNXM57878
C17508	KEGG	MNXM57878
D04624	KEGG	MNXM57879
CPD-19556	MetaCyc	MNXM57892
cpd17245	SEED	MNXM57895
C16974	KEGG	MNXM57895
cpd17902	SEED	MNXM57905
C17913	KEGG	MNXM57905
cpd02733	SEED	MNXM57907
C04483	KEGG	MNXM57907
D10781	KEGG	MNXM57907
DEOXYCHOLATE	MetaCyc	MNXM57907
cpd07583	SEED	MNXM57912
C10697	KEGG	MNXM57912
cpd07247	SEED	MNXM57914
C10358	KEGG	MNXM57914
cpd06011	SEED	MNXM57915
C09115	KEGG	MNXM57915
cpd21266	SEED	MNXM57916
C20027	KEGG	MNXM57916
cpd06013	SEED	MNXM57917
C09117	KEGG	MNXM57917
cpd20221	SEED	MNXM57918
C18961	KEGG	MNXM57918
cpd17246	SEED	MNXM57920
C16975	KEGG	MNXM57920
cpd04343	SEED	MNXM57922
C07053	KEGG	MNXM57922
D04625	KEGG	MNXM57922
cpd06969	SEED	MNXM57923
C10079	KEGG	MNXM57923
cpd07584	SEED	MNXM57933
C10698	KEGG	MNXM57933
cpd07887	SEED	MNXM57934
C11002	KEGG	MNXM57934
cpd07356	SEED	MNXM57936
C10470	KEGG	MNXM57936
cpd07487	SEED	MNXM57939
C10601	KEGG	MNXM57939
CPD-15821	MetaCyc	MNXM57942
cpd04688	SEED	MNXM57946
C07518	KEGG	MNXM57946
D00545	KEGG	MNXM57946
cpd17608	SEED	MNXM57947
C17480	KEGG	MNXM57947
cpd25321	SEED	MNXM57948
CPD-8507	MetaCyc	MNXM57948
cpd05723	SEED	MNXM57949
C08821	KEGG	MNXM57949
CPD-4127	MetaCyc	MNXM57949
cpd06960	SEED	MNXM57955
C10070	KEGG	MNXM57955
cpd05343	SEED	MNXM57967
C08432	KEGG	MNXM57967
cpd09526	SEED	MNXM57968
C13694	KEGG	MNXM57968
cpd06380	SEED	MNXM57969
C09485	KEGG	MNXM57969
cpd19210	SEED	MNXM57972
C16881	KEGG	MNXM57972
cpd07856	SEED	MNXM57975
C10971	KEGG	MNXM57975
cpd17248	SEED	MNXM57985
C16977	KEGG	MNXM57985
CPD0-1234	MetaCyc	MNXM57992
cpd11958	SEED	MNXM57998
cpd25308	SEED	MNXM58001
CPD-8478	MetaCyc	MNXM58001
cpd17249	SEED	MNXM58010
C16978	KEGG	MNXM58010
cpd07042	SEED	MNXM58012
C10153	KEGG	MNXM58012
cpd07225	SEED	MNXM58015
C10336	KEGG	MNXM58015
cpd12163	SEED	MNXM58017
C02695	KEGG	MNXM58017
cpd00217	SEED	MNXM58018
G01318	KEGG	MNXM58018
C00252	KEGG	MNXM58018
Isomaltose	MetaCyc	MNXM58018
cpd17250	SEED	MNXM58020
C16979	KEGG	MNXM58020
cpd17572	SEED	MNXM58022
C17442	KEGG	MNXM58022
D04628	KEGG	MNXM58024
D04629	KEGG	MNXM58027
cpd08072	SEED	MNXM58028
C11201	KEGG	MNXM58028
cpd20367	SEED	MNXM58029
C19107	KEGG	MNXM58029
cpd14577	SEED	MNXM58030
C15846	KEGG	MNXM58030
D04630	KEGG	MNXM58042
cpd06381	SEED	MNXM58045
C09486	KEGG	MNXM58045
D04631	KEGG	MNXM58048
CPD-19660	MetaCyc	MNXM58049
D09773	KEGG	MNXM58053
cpd26142	SEED	MNXM58055
CPD0-1407	MetaCyc	MNXM58055
cpd01604	SEED	MNXM58056
C02421	KEGG	MNXM58056
D08089	KEGG	MNXM58058
cpd17486	SEED	MNXM58059
C17352	KEGG	MNXM58059
CPD-9416	MetaCyc	MNXM58059
cpd20370	SEED	MNXM58060
C19110	KEGG	MNXM58060
CPD-19039	MetaCyc	MNXM58061
D06468	KEGG	MNXM58106
CPD-19657	MetaCyc	MNXM58109
cpd24517	SEED	MNXM58113
CPD-4603	MetaCyc	MNXM58113
D04547	KEGG	MNXM58115
cpd10440	SEED	MNXM58116
C14743	KEGG	MNXM58116
cpd26054	SEED	MNXM58119
CPD0-1267	MetaCyc	MNXM58119
cpd06679	SEED	MNXM58126
C09787	KEGG	MNXM58126
cpd19682	SEED	MNXM58135
C18418	KEGG	MNXM58135
cpd20323	SEED	MNXM58136
C19063	KEGG	MNXM58136
cpd04345	SEED	MNXM58137
C07055	KEGG	MNXM58137
D04732	KEGG	MNXM58138
cpd26243	SEED	MNXM58143
CPD0-1607	MetaCyc	MNXM58143
D02296	KEGG	MNXM58147
D04632	KEGG	MNXM58148
D01452	KEGG	MNXM58150
cpd26065	SEED	MNXM58151
CPD0-1293	MetaCyc	MNXM58151
D03976	KEGG	MNXM58152
D04019	KEGG	MNXM58153
D03980	KEGG	MNXM58154
D07585	KEGG	MNXM58155
D02273	KEGG	MNXM58157
cpd07993	SEED	MNXM58158
C11111	KEGG	MNXM58158
cpd07994	SEED	MNXM58159
C11112	KEGG	MNXM58159
cpd07155	SEED	MNXM58275
C10266	KEGG	MNXM58275
cpd07358	SEED	MNXM58283
C10472	KEGG	MNXM58283
cpd06165	SEED	MNXM58291
C09270	KEGG	MNXM58291
cpd18060	SEED	MNXM58306
C18079	KEGG	MNXM58306
CPD-14453	MetaCyc	MNXM58306
cpd09114	SEED	MNXM58328
C12343	KEGG	MNXM58328
cpd16568	SEED	MNXM58329
C16808	KEGG	MNXM58329
cpd17898	SEED	MNXM58331
C17899	KEGG	MNXM58331
D00347	KEGG	MNXM58335
cpd04633	SEED	MNXM58336
D00516	KEGG	MNXM58336
C07456	KEGG	MNXM58336
cpd04850	SEED	MNXM58337
C07714	KEGG	MNXM58337
D00630	KEGG	MNXM58337
cpd19292	SEED	MNXM58338
C17837	KEGG	MNXM58338
D04633	KEGG	MNXM58339
D04634	KEGG	MNXM58341
cpd05402	SEED	MNXM58359
C08494	KEGG	MNXM58359
cpd06382	SEED	MNXM58363
C09487	KEGG	MNXM58363
cpd07121	SEED	MNXM58364
C10232	KEGG	MNXM58364
cpd06445	SEED	MNXM58365
C09550	KEGG	MNXM58365
D04635	KEGG	MNXM58374
cpd23810	SEED	MNXM58375
CPD-13278	MetaCyc	MNXM58375
D05352	KEGG	MNXM58376
D04636	KEGG	MNXM58378
cpd17008	SEED	MNXM58383
cpd19696	SEED	MNXM58386
C18432	KEGG	MNXM58386
cpd17777	SEED	MNXM58387
C17662	KEGG	MNXM58387
cpd06651	SEED	MNXM58389
C09759	KEGG	MNXM58389
D04637	KEGG	MNXM58391
cpd16569	SEED	MNXM58399
C16809	KEGG	MNXM58399
cpd25311	SEED	MNXM58400
CPD-8489	MetaCyc	MNXM58400
cpd06586	SEED	MNXM58401
C09692	KEGG	MNXM58401
cpd24729	SEED	MNXM58438
CPD-7134	MetaCyc	MNXM58438
cpd20333	SEED	MNXM58440
C19073	KEGG	MNXM58440
cpd10279	SEED	MNXM58441
C14580	KEGG	MNXM58441
D04638	KEGG	MNXM58447
cpd17901	SEED	MNXM58451
C17912	KEGG	MNXM58451
D04640	KEGG	MNXM58452
D08935	KEGG	MNXM58453
D00349	KEGG	MNXM58454
D02590	KEGG	MNXM58455
cpd17972	SEED	MNXM58456
C17987	KEGG	MNXM58456
cpd17973	SEED	MNXM58457
C17988	KEGG	MNXM58457
cpd17974	SEED	MNXM58458
C17989	KEGG	MNXM58458
cpd17967	SEED	MNXM58459
C17982	KEGG	MNXM58459
cpd17969	SEED	MNXM58460
C17984	KEGG	MNXM58460
cpd17976	SEED	MNXM58461
C17991	KEGG	MNXM58461
cpd17975	SEED	MNXM58462
C17990	KEGG	MNXM58462
cpd17977	SEED	MNXM58463
C17992	KEGG	MNXM58463
cpd17978	SEED	MNXM58464
C17993	KEGG	MNXM58464
cpd17980	SEED	MNXM58465
C17995	KEGG	MNXM58465
cpd17979	SEED	MNXM58466
C17994	KEGG	MNXM58466
cpd17981	SEED	MNXM58467
C17996	KEGG	MNXM58467
cpd17966	SEED	MNXM58468
C17981	KEGG	MNXM58468
cpd17968	SEED	MNXM58469
C17983	KEGG	MNXM58469
cpd17971	SEED	MNXM58470
C17986	KEGG	MNXM58470
cpd17970	SEED	MNXM58471
C17985	KEGG	MNXM58471
D04641	KEGG	MNXM58472
cpd27302	SEED	MNXM58473
ITACONIC-ANHYDRIDE	MetaCyc	MNXM58473
D04642	KEGG	MNXM58474
D04643	KEGG	MNXM58475
D00350	KEGG	MNXM58477
D04644	KEGG	MNXM58478
cpd09045	SEED	MNXM58479
C12266	KEGG	MNXM58479
D08095	KEGG	MNXM58482
D09916	KEGG	MNXM58483
cpd06383	SEED	MNXM58484
C09488	KEGG	MNXM58484
cpd04990	SEED	MNXM58486
D04645	KEGG	MNXM58489
D10130	KEGG	MNXM58490
D10131	KEGG	MNXM58491
D10071	KEGG	MNXM58492
D10132	KEGG	MNXM58493
D04646	KEGG	MNXM58495
cpd06964	SEED	MNXM58496
C10074	KEGG	MNXM58496
cpd07228	SEED	MNXM58505
C10339	KEGG	MNXM58505
cpd09148	SEED	MNXM58507
C12395	KEGG	MNXM58507
CPD-12934	MetaCyc	MNXM58507
cpd14562	SEED	MNXM58508
C15826	KEGG	MNXM58508
cpd19480	SEED	MNXM58509
C18212	KEGG	MNXM58509
CPD-17689	MetaCyc	MNXM58509
cpd19481	SEED	MNXM58510
C18213	KEGG	MNXM58510
CPD-17690	MetaCyc	MNXM58510
cpd19482	SEED	MNXM58511
C18214	KEGG	MNXM58511
CPD-17691	MetaCyc	MNXM58511
D06768	KEGG	MNXM58514
E00138	KEGG	MNXM58514
D05313	KEGG	MNXM58515
E00169	KEGG	MNXM58516
D06800	KEGG	MNXM58516
D06699	KEGG	MNXM58517
E00072	KEGG	MNXM58517
cpd07585	SEED	MNXM58519
C10699	KEGG	MNXM58519
D09111	KEGG	MNXM58520
cpd06875	SEED	MNXM58521
C09985	KEGG	MNXM58521
cpd17122	SEED	MNXM58522
C16780	KEGG	MNXM58522
cpd17123	SEED	MNXM58523
C16781	KEGG	MNXM58523
cpd05398	SEED	MNXM58525
C08490	KEGG	MNXM58525
cpd06015	SEED	MNXM58528
C09119	KEGG	MNXM58528
cpd06016	SEED	MNXM58529
C09120	KEGG	MNXM58529
cpd06448	SEED	MNXM58530
C09553	KEGG	MNXM58530
CPD-19603	MetaCyc	MNXM58530
cpd07697	SEED	MNXM58534
C10811	KEGG	MNXM58534
cpd05598	SEED	MNXM58535
C08692	KEGG	MNXM58535
D07009	KEGG	MNXM58537
D06970	KEGG	MNXM58538
D06971	KEGG	MNXM58539
D09107	KEGG	MNXM58540
D09114	KEGG	MNXM58541
D09115	KEGG	MNXM58542
cpd21333	SEED	MNXM58543
C20100	KEGG	MNXM58543
cpd21334	SEED	MNXM58544
C20101	KEGG	MNXM58544
cpd21335	SEED	MNXM58545
C20102	KEGG	MNXM58545
D09094	KEGG	MNXM58546
D06993	KEGG	MNXM58547
cpd07359	SEED	MNXM58548
C10473	KEGG	MNXM58548
D09108	KEGG	MNXM58549
D07010	KEGG	MNXM58550
D10044	KEGG	MNXM58551
cpd06017	SEED	MNXM58553
C09121	KEGG	MNXM58553
D09112	KEGG	MNXM58554
D05351	KEGG	MNXM58556
cpd09729	SEED	MNXM58557
C13931	KEGG	MNXM58557
D06758	KEGG	MNXM58559
E00128	KEGG	MNXM58559
E00105	KEGG	MNXM58560
D06734	KEGG	MNXM58560
cpd19286	SEED	MNXM58561
C17831	KEGG	MNXM58561
cpd19287	SEED	MNXM58562
C17832	KEGG	MNXM58562
cpd19288	SEED	MNXM58563
C17833	KEGG	MNXM58563
G12631	KEGG	MNXM58563
cpd07043	SEED	MNXM58564
C10154	KEGG	MNXM58564
D06982	KEGG	MNXM58565
D06983	KEGG	MNXM58567
D04647	KEGG	MNXM58572
cpd07519	SEED	MNXM58575
C10633	KEGG	MNXM58575
cpd06587	SEED	MNXM58576
C09693	KEGG	MNXM58576
CPD-8837	MetaCyc	MNXM58576
cpd20866	SEED	MNXM58578
C19613	KEGG	MNXM58578
CPD-17897	MetaCyc	MNXM58578
D06981	KEGG	MNXM58582
cpd16575	SEED	MNXM58583
C16820	KEGG	MNXM58583
cpd05778	SEED	MNXM58584
C08881	KEGG	MNXM58584
cpd09413	SEED	MNXM58586
C13326	KEGG	MNXM58586
cpd07524	SEED	MNXM58588
C10638	KEGG	MNXM58588
cpd07526	SEED	MNXM58589
C10640	KEGG	MNXM58589
CPD-14847	MetaCyc	MNXM58734
CPD-15023	MetaCyc	MNXM58833
C20727	KEGG	MNXM58839
CPD-15540	MetaCyc	MNXM58839
CPD-14951	MetaCyc	MNXM58858
cpd19207	SEED	MNXM58892
C16876	KEGG	MNXM58892
cpd09308	SEED	MNXM58893
C12819	KEGG	MNXM58893
D10036	KEGG	MNXM58894
D07154	KEGG	MNXM58895
E00203	KEGG	MNXM58895
D09055	KEGG	MNXM58897
D09056	KEGG	MNXM58898
D06698	KEGG	MNXM58899
D06927	KEGG	MNXM58900
D06928	KEGG	MNXM58901
D09054	KEGG	MNXM58902
cpd17253	SEED	MNXM58903
C16982	KEGG	MNXM58903
D04648	KEGG	MNXM58904
cpd05436	SEED	MNXM58905
C08529	KEGG	MNXM58905
cpd19219	SEED	MNXM58906
C17004	KEGG	MNXM58906
cpd01065	SEED	MNXM58907
C01505	KEGG	MNXM58907
D03330	KEGG	MNXM58908
D06931	KEGG	MNXM58910
D09058	KEGG	MNXM58911
D09060	KEGG	MNXM58912
D06929	KEGG	MNXM58913
D10037	KEGG	MNXM58914
D06700	KEGG	MNXM58915
D09059	KEGG	MNXM58916
D09057	KEGG	MNXM58917
cpd01256	SEED	MNXM58922
C01823	KEGG	MNXM58922
CPD-4823	MetaCyc	MNXM58922
cpd24541	SEED	MNXM58923
C20614	KEGG	MNXM58923
CPD-4824	MetaCyc	MNXM58923
cpd07122	SEED	MNXM58924
C10233	KEGG	MNXM58924
D09061	KEGG	MNXM58926
cpd17558	SEED	MNXM58927
C17427	KEGG	MNXM58927
cpd17559	SEED	MNXM58928
C17428	KEGG	MNXM58928
cpd17560	SEED	MNXM58929
C17429	KEGG	MNXM58929
cpd17561	SEED	MNXM58930
C17430	KEGG	MNXM58930
cpd17562	SEED	MNXM58931
C17431	KEGG	MNXM58931
cpd06018	SEED	MNXM58935
C09122	KEGG	MNXM58935
D09062	KEGG	MNXM58946
D06930	KEGG	MNXM58947
D03244	KEGG	MNXM58948
cpd12146	SEED	MNXM58950
cpd28502	SEED	MNXM58950
C02607	KEGG	MNXM58950
kappa-Carrageenan	MetaCyc	MNXM58950
cpd21303	SEED	MNXM58951
C20064	KEGG	MNXM58951
cpd05403	SEED	MNXM58952
C08495	KEGG	MNXM58952
cpd05599	SEED	MNXM58953
C08693	KEGG	MNXM58953
cpd19697	SEED	MNXM58958
C18433	KEGG	MNXM58958
cpd17528	SEED	MNXM58959
C17394	KEGG	MNXM58959
cpd06832	SEED	MNXM58960
C09942	KEGG	MNXM58960
cpd06834	SEED	MNXM58961
C09944	KEGG	MNXM58961
D05551	KEGG	MNXM58962
D09052	KEGG	MNXM58963
cpd14604	SEED	MNXM58964
C15873	KEGG	MNXM58964
cpd17953	SEED	MNXM58965
C17968	KEGG	MNXM58965
cpd14607	SEED	MNXM58966
C15876	KEGG	MNXM58966
cpd06652	SEED	MNXM58971
C09760	KEGG	MNXM58971
cpd15491	SEED	MNXM58983
CPD0-2265	MetaCyc	MNXM58983
cpd15492	SEED	MNXM58984
CPD0-2257	MetaCyc	MNXM58984
cpd24457	SEED	MNXM58987
CPD-3861	MetaCyc	MNXM58987
D01567	KEGG	MNXM58988
D09095	KEGG	MNXM58989
D06938	KEGG	MNXM58990
D06952	KEGG	MNXM58991
D09069	KEGG	MNXM58992
D06953	KEGG	MNXM58993
D09096	KEGG	MNXM58994
D06951	KEGG	MNXM58995
D06949	KEGG	MNXM58996
D06950	KEGG	MNXM58997
D06944	KEGG	MNXM58998
D06940	KEGG	MNXM58999
D06941	KEGG	MNXM59000
D06939	KEGG	MNXM59001
D06946	KEGG	MNXM59002
D06945	KEGG	MNXM59003
D06942	KEGG	MNXM59004
D09070	KEGG	MNXM59005
D06943	KEGG	MNXM59006
D06948	KEGG	MNXM59007
D06947	KEGG	MNXM59008
cpd20222	SEED	MNXM59010
C18962	KEGG	MNXM59010
cpd14606	SEED	MNXM59012
C15875	KEGG	MNXM59012
D09097	KEGG	MNXM59013
cpd27330	SEED	MNXM59021
KERATAN-6-SULFATE	MetaCyc	MNXM59021
cpd11867	SEED	MNXM59023
cpd04695	SEED	MNXM59025
D08098	KEGG	MNXM59025
C07525	KEGG	MNXM59025
cpd04640	SEED	MNXM59026
C07464	KEGG	MNXM59026
D02363	KEGG	MNXM59026
D04649	KEGG	MNXM59027
D04650	KEGG	MNXM59028
D04652	KEGG	MNXM59032
CPD-15826	MetaCyc	MNXM59036
cpd00212	SEED	MNXM59041
C00247	KEGG	MNXM59041
CPD-15616	MetaCyc	MNXM59041
L-sorbose	MetaCyc	MNXM59041
CPD-15828	MetaCyc	MNXM59042
cpd26381	SEED	MNXM59044
CPD0-2029	MetaCyc	MNXM59044
cpd08596	SEED	MNXM59062
C11792	KEGG	MNXM59062
D08100	KEGG	MNXM59062
K-BUTYRYL-COA	MetaCyc	MNXM59063
cpd26191	SEED	MNXM59064
CPD0-1506	MetaCyc	MNXM59064
D04653	KEGG	MNXM59087
D00813	KEGG	MNXM59088
cpd00995	SEED	MNXM59089
D08105	KEGG	MNXM59096
cpd05906	SEED	MNXM59104
C09010	KEGG	MNXM59104
cpd05907	SEED	MNXM59105
C09011	KEGG	MNXM59105
cpd07251	SEED	MNXM59107
C10362	KEGG	MNXM59107
D09063	KEGG	MNXM59108
D06934	KEGG	MNXM59109
cpd17723	SEED	MNXM59110
C17603	KEGG	MNXM59110
cpd17724	SEED	MNXM59111
C17604	KEGG	MNXM59111
cpd17725	SEED	MNXM59112
C17605	KEGG	MNXM59112
cpd17726	SEED	MNXM59113
C17606	KEGG	MNXM59113
cpd17727	SEED	MNXM59114
C17607	KEGG	MNXM59114
cpd17728	SEED	MNXM59115
C17608	KEGG	MNXM59115
D06933	KEGG	MNXM59116
D06932	KEGG	MNXM59117
D08826	KEGG	MNXM59118
cpd12284	SEED	MNXM59119
cpd14603	SEED	MNXM59127
C15872	KEGG	MNXM59127
cpd20302	SEED	MNXM59135
C19042	KEGG	MNXM59135
D09789	KEGG	MNXM59136
D10038	KEGG	MNXM59137
cpd14814	SEED	MNXM59139
C16093	KEGG	MNXM59139
cpd14813	SEED	MNXM59140
C16092	KEGG	MNXM59140
cpd14812	SEED	MNXM59141
C16091	KEGG	MNXM59141
cpd14226	SEED	MNXM59142
C13500	KEGG	MNXM59142
D02000	KEGG	MNXM59142
cpd11298	SEED	MNXM59143
C15654	KEGG	MNXM59143
cpd07745	SEED	MNXM59144
C10859	KEGG	MNXM59144
D09102	KEGG	MNXM59148
cpd17254	SEED	MNXM59149
C16983	KEGG	MNXM59149
D10039	KEGG	MNXM59150
E00250	KEGG	MNXM59151
D06899	KEGG	MNXM59151
cpd10215	SEED	MNXM59152
C14516	KEGG	MNXM59152
KOJIC-ACID	MetaCyc	MNXM59152
D09098	KEGG	MNXM59153
cpd07587	SEED	MNXM59154
C10701	KEGG	MNXM59154
cpd06653	SEED	MNXM59155
C09761	KEGG	MNXM59155
cpd06838	SEED	MNXM59157
C09948	KEGG	MNXM59157
D04654	KEGG	MNXM59158
D06446	KEGG	MNXM59159
D06447	KEGG	MNXM59160
D06448	KEGG	MNXM59161
cpd09109	SEED	MNXM59164
C12338	KEGG	MNXM59164
D09099	KEGG	MNXM59165
D09101	KEGG	MNXM59166
D09100	KEGG	MNXM59167
D06954	KEGG	MNXM59168
cpd10238	SEED	MNXM59170
C14539	KEGG	MNXM59170
D04655	KEGG	MNXM59171
D04656	KEGG	MNXM59174
D09068	KEGG	MNXM59175
D09067	KEGG	MNXM59179
cpd17734	SEED	MNXM59180
C17615	KEGG	MNXM59180
cpd17735	SEED	MNXM59181
C17616	KEGG	MNXM59181
cpd17736	SEED	MNXM59182
C17617	KEGG	MNXM59182
cpd17737	SEED	MNXM59183
C17618	KEGG	MNXM59183
D06937	KEGG	MNXM59187
cpd17575	SEED	MNXM59189
C17445	KEGG	MNXM59189
cpd17574	SEED	MNXM59190
C17444	KEGG	MNXM59190
cpd07699	SEED	MNXM59192
C10813	KEGG	MNXM59192
cpd19236	SEED	MNXM59234
C17181	KEGG	MNXM59234
cpd11299	SEED	MNXM59235
C15655	KEGG	MNXM59235
D09065	KEGG	MNXM59238
D09066	KEGG	MNXM59239
D06936	KEGG	MNXM59240
D09064	KEGG	MNXM59241
D06935	KEGG	MNXM59242
cpd09671	SEED	MNXM59243
C13853	KEGG	MNXM59243
CPD-19241	MetaCyc	MNXM59244
cpd26204	SEED	MNXM59247
CPD0-1540	MetaCyc	MNXM59247
cpd02834	SEED	MNXM59248
C04650	KEGG	MNXM59248
L-PHOSPHINOTHRICIN	MetaCyc	MNXM59248
cpd26027	SEED	MNXM59250
CPD0-1224	MetaCyc	MNXM59250
cpd10720	SEED	MNXM59257
C15026	KEGG	MNXM59257
cpd22536	SEED	MNXM59259
CPD-10024	MetaCyc	MNXM59259
cpd27346	SEED	MNXM59261
L-5-METHYLHYDANTOIN	MetaCyc	MNXM59261
cpd26356	SEED	MNXM59266
CPD0-1945	MetaCyc	MNXM59266
cpd15589	SEED	MNXM59267
cpd23030	SEED	MNXM59268
CPD-11636	MetaCyc	MNXM59268
cpd15387	SEED	MNXM59271
cpd24102	SEED	MNXM59273
CPD-13944	MetaCyc	MNXM59273
cpd26334	SEED	MNXM59277
CPD0-1916	MetaCyc	MNXM59277
CPD-18251	MetaCyc	MNXM59278
C21096	KEGG	MNXM59280
CPD-16506	MetaCyc	MNXM59280
cpd05182	SEED	MNXM59284
C08266	KEGG	MNXM59284
D-PHENYLGLYCINE	MetaCyc	MNXM59292
C21088	KEGG	MNXM59294
CPD-17461	MetaCyc	MNXM59294
cpd02212	SEED	MNXM59299
C03509	KEGG	MNXM59299
cpd23821	SEED	MNXM59300
C20570	KEGG	MNXM59300
CPD-13295	MetaCyc	MNXM59300
D08754	KEGG	MNXM59304
cpd12103	SEED	MNXM59306
C02424	KEGG	MNXM59306
cpd19604	SEED	MNXM59311
C18339	KEGG	MNXM59311
D02997	KEGG	MNXM59312
CPD0-915	MetaCyc	MNXM59321
cpd02003	SEED	MNXM59325
L-AZASERINE	MetaCyc	MNXM59326
cpd05184	SEED	MNXM59327
C08268	KEGG	MNXM59327
cpd01748	SEED	MNXM59343
C02699	KEGG	MNXM59343
CPD-9388	MetaCyc	MNXM59344
cpd05036	SEED	MNXM59345
D00877	KEGG	MNXM59345
C08057	KEGG	MNXM59345
CPD-2482	MetaCyc	MNXM59345
D08739	KEGG	MNXM59348
CPD-15872	MetaCyc	MNXM59367
cpd26212	SEED	MNXM59374
CPD0-1557	MetaCyc	MNXM59374
cpd23135	SEED	MNXM59375
CPD-11899	MetaCyc	MNXM59375
CPD-14053	MetaCyc	MNXM59378
cpd27357	SEED	MNXM59379
L-ERYTHRO-ASCORBATE	MetaCyc	MNXM59379
CPD-10819	MetaCyc	MNXM59381
cpd01395	SEED	MNXM59384
C02045	KEGG	MNXM59384
ERYTHRULOSE	MetaCyc	MNXM59384
cpd01912	SEED	MNXM59386
C02985	KEGG	MNXM59386
cpd17522	SEED	MNXM59387
C17388	KEGG	MNXM59387
cpd21775	SEED	MNXM59388
1-CARBOXYGLUTAMIC_ACID	MetaCyc	MNXM59388
cpd15236	SEED	MNXM59390
cpd03018	SEED	MNXM59397
C05016	KEGG	MNXM59397
D08703	KEGG	MNXM59401
cpd16472	SEED	MNXM59402
C16673	KEGG	MNXM59402
CPD-18649	MetaCyc	MNXM59403
cpd23361	SEED	MNXM59417
CPD-12339	MetaCyc	MNXM59417
cpd03074	SEED	MNXM59420
cpd03893	SEED	MNXM59421
C06477	KEGG	MNXM59421
cpd26532	SEED	MNXM59426
CPD0-918	MetaCyc	MNXM59426
HOMOMETHIONINE	MetaCyc	MNXM59436
cpd19886	SEED	MNXM59438
C18622	KEGG	MNXM59438
CPD-17729	MetaCyc	MNXM59438
cpd05203	SEED	MNXM59442
C08288	KEGG	MNXM59442
CPD0-1690	MetaCyc	MNXM59442
cpd08513	SEED	MNXM59452
C11703	KEGG	MNXM59452
cpd24835	SEED	MNXM59464
CPD-7684	MetaCyc	MNXM59464
cpd03556	SEED	MNXM59467
cpd03204	SEED	MNXM59473
C05412	KEGG	MNXM59473
CPD0-1198	MetaCyc	MNXM59473
CPD-15701	MetaCyc	MNXM59477
cpd26017	SEED	MNXM59479
CPD0-1197	MetaCyc	MNXM59479
D08706	KEGG	MNXM59482
D08707	KEGG	MNXM59483
D08728	KEGG	MNXM59484
cpd23031	SEED	MNXM59486
CPD-11637	MetaCyc	MNXM59486
CPD-3739	MetaCyc	MNXM59488
cpd02213	SEED	MNXM59490
C03510	KEGG	MNXM59490
CPD-13969	MetaCyc	MNXM59497
cpd24103	SEED	MNXM59498
CPD-13948	MetaCyc	MNXM59498
cpd23141	SEED	MNXM59499
CPD-11912	MetaCyc	MNXM59499
cpd27367	SEED	MNXM59503
L-PENICILLAMINE	MetaCyc	MNXM59503
cpd12063	SEED	MNXM59514
cpd23029	SEED	MNXM59516
