# source=MFAToolkit WebGCM  sha=713236f  cues=etc/MFAToolkit/cues/  input=ModelSEED structures (Unique_ModelSEED_Structures.txt, SMILES preferred)  convention=A (H+ = -9.5 kcal/mol, H in compound dGf)  units=kcal/mol
compound_id	status	dg_kcal_per_mol	dgerr_kcal_per_mol	charge	formula	groups	note
cpd22770	ok	-97.89	2.304	0	C7H4O3Cl	-COO:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:1|-OH:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd22771	ok	-85.85	1.0997	0	C6H15N2O2	-CH3:1|>CH-:2|-NH3:2|-CH2-:2|-COO:1|Origin:1|1	No special notes for this compound.
cpd22772	ok	-33.35	1.8611	0	C4H9NOS	-CH3:1|>C=O:1|-CH2-:2|-SH:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd22773	ok	-50.62	4.8524	0	C17H37NO3S	-CH3:3|-CH2-:14|>N<:1|-SO3:1|Origin:1|0	No special notes for this compound.
cpd22774	ok	-536.13	8.5074	0	C18H32O16	-OH:11|-CH2-:4|ring -CH<:13|ring -O-:3|-O-:2|ring >C<:1|Origin:1|0	No special notes for this compound.
cpd22775	unknown_group			0	C17H29N2O12R2	RW:2|-NH2-:1|>CH-:1|-CH2-:3|-O-:2|ring -CH<:10|ring -O-:2|-OH:6|>C=O:2|-CH3:1|amide:1|-NH-:1|Origin:1|1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd22776	ok	-371.11	6.1076	0	C14H25NO11	-CH3:1|>C=O:1|ring -CH<:10|-O-:1|ring -O-:2|-CH2-:2|-OH:7|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd22777	ok	22.27	4.0062	0	C9H27N4	-NH2:1|-CH2-:9|-NH2-:2|-NH3:1|Origin:1|3	No special notes for this compound.
cpd22778	ok	38.87	5.8431	0	C13H35N4	-CH3:2|-CH2-:11|-NH2-:3|-NH-:1|Origin:1|3	No special notes for this compound.
cpd22779	unknown_group			0	C21H35N2O3R2S	RW:2|-NH2-:1|>CH-:2|>C=O:1|-CH2-:6|-S-:1|=CH-:3|=C<:3|-CH3:5|-O-CO-:1|amide:1|-NH-:1|Origin:1|1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd22780	ok	-74.12	2.6444	0	C18H38NO3	-CH3:1|-CH2-:12|=CH-:2|>CH-:3|-OH:3|-NH3:1|Origin:1|1	No special notes for this compound.
cpd22781	ok	226.22	21.44	0	C10H18N2	?CH:2|?C-:2|-CH2-:6|-NH2-:2|Origin:1|2	No special notes for this compound.
cpd22782	unknown_group			0	C12H22N2	=CH2:2|WdblCdblW:2|=CH-:2|-CH2-:6|-NH2-:2|Origin:1|2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WdblCdblW:2|
cpd22783	ok	-17.83	16.201	0	C80H130O7P2	-CH3:17|=C<:16|=CH-:16|-CH2-:31|-OPO2-:1|-OPO3:1|Origin:1|-2	No special notes for this compound.
cpd22785	unknown_group			0	C10H7N4OF3	?N:2|?C-:2|>CH-:1|-NH-:2|aromatic ring =C<:2|aromatic ring =CH-:4|-O-:1|>C<:1|WF:3|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:3|
cpd22786	ok	-219.17	2.7112	0	C6H12O6	-OH:5|-CH2-:2|ring -CH<:3|ring -O-:1|ring >C<:1|Origin:1|0	No special notes for this compound.
cpd22787	ok	-217.61	2.739	0	C6H12O6	-OH:5|-CH2-:1|ring >C<:1|ring -O-:1|ring -CH2-:1|ring -CH<:3|Origin:1|0	No special notes for this compound.
cpd22788	ok	-217.61	2.739	0	C6H12O6	-OH:5|-CH2-:1|ring >C<:1|ring -O-:1|ring -CH2-:1|ring -CH<:3|Origin:1|0	No special notes for this compound.
cpd22789	ok	-217.61	2.739	0	C6H12O6	-OH:5|-CH2-:1|ring >C<:1|ring -O-:1|ring -CH2-:1|ring -CH<:3|Origin:1|0	No special notes for this compound.
cpd22790	ok	-219.17	2.7112	0	C6H12O6	-OH:5|-CH2-:2|ring -CH<:3|ring -O-:1|ring >C<:1|Origin:1|0	No special notes for this compound.
cpd22791	ok	-219.17	2.7112	0	C6H12O6	-OH:5|-CH2-:2|ring -CH<:3|ring -O-:1|ring >C<:1|Origin:1|0	No special notes for this compound.
cpd22792	ok	-332.05	2.9367	0	C9H15O9	-COO:1|ring >C<:1|-OH:6|ring -CH2-:1|ring -CH<:3|>CH-:2|-CH2-:1|ring -O-:1|Origin:1|-1	No special notes for this compound.
cpd22793	ok	-544.55	2.8332	0	C9H15O12P	-COO:1|ring >C<:1|-OH:5|ring -CH2-:1|ring -CH<:3|>CH-:2|-CH2-:1|-OPO3:1|ring -O-:1|Origin:1|-2	No special notes for this compound.
cpd22794	ok	-615.93	5.9655	0	C18H26N3O16P	-NH2:1|ring =C<:1|ring =CH-:2|ring -CH<:7|ring -O-:2|-CH2-:2|-OPO3-:1|ring >C<:1|-COO:1|ring -CH2-:1|-OH:7|>CH-:2|ring >C=O:1|ring =N-:1|amide:1|ring -N<:1|Origin:1|OCNC:1|CCCN:1|-2	No special notes for this compound.
cpd22795	ok	-140.55	8.5091	0	C46H77NO8P	-CH3:10|=C<:8|=CH-:8|-CH2-:17|-O-:2|>CH-:2|-OPO3-:1|-NH3:1|-COO:1|Origin:1|-1	No special notes for this compound.
cpd22796	ok	-730.50	4.7046	0	C17H23N3O17P2	-CH3:1|>C=O:1|ring -CH<:5|-OPO3-:1|-OPO2-:1|-CH2-:2|>CH-:2|-CH=O:2|-O-:1|ring =CH-:2|ring >C=O:2|ring -O-:1|-OH:3|amide:3|-NH-:1|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|-2	No special notes for this compound.
cpd22797	ok	-279.02	0.95522	0	C6H5O7	-COO:3|-CH2-:1|>CH-:2|-OH:1|Origin:1|-3	No special notes for this compound.
cpd22798	ok	-279.02	0.95522	0	C6H5O7	-COO:3|-CH2-:1|>CH-:2|-OH:1|Origin:1|-3	No special notes for this compound.
cpd22799	ok	-273.96	1.4044	0	C10H13O7	-COO:3|-CH2-:6|>C<:1|-OH:1|Origin:1|-3	No special notes for this compound.
cpd22800	ok	-715.02	6.9374	0	C19H28N4O16P2	-CH3:3|>C=O:2|ring -CH<:9|-OH:3|-OPO3-:1|-OPO2-:1|-CH2-:1|ring -O-:2|ring =CH-:2|ring >C=O:2|amide:4|-NH-:2|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|-2	No special notes for this compound.
cpd22801	ok	-170.75	3.9117	0	C10H18N2O5	-CH3:3|>C=O:2|ring -CH<:5|-OH:2|ring -O-:1|amide:2|-NH-:2|Origin:1|0	No special notes for this compound.
cpd22802	ok	-160.65	2.8507	0	C8H13NO5	-CH3:1|>C=O:1|ring =C<:1|ring =CH-:1|ring -O-:1|ring -CH<:3|-CH2-:1|-OH:3|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd22803	ok	-537.96	7.0773	0	C30H38N6O16P	-CH3:2|ring =C<:3|ring =N-:3|two fused rings >C=:2|-NH2:1|ring >C=O:1|>CH-:5|-NH-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:5|-OH:5|-O-:1|ring -CH<:4|ring -O-:1|-OPO3-:1|-COO:2|amide:1|ring -NH-:1|Origin:1|OCCN:1|CCNC:1|heteroaromatic:1|-3	No special notes for this compound.
cpd22804	ok	-644.94	7.5412	0	C35H44N7O19P	-CH3:2|ring =C<:3|ring =N-:3|two fused rings >C=:2|-NH2:1|ring >C=O:1|>CH-:6|-NH-:2|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:7|-OH:5|-O-:1|ring -CH<:4|ring -O-:1|-OPO3-:1|-COO:3|>C=O:1|amide:2|ring -NH-:1|Origin:1|OCCN:1|CCNC:1|heteroaromatic:1|-4	No special notes for this compound.
cpd22805	ok	-270.11	6.0777	0	C18H22N6O8P	-NH2:1|ring =C<:2|ring =N-:2|two fused rings >C=:2|ring >C=O:1|-CH2-:2|-NH-:1|aromatic ring =C<:2|aromatic ring =CH-:4|ring -CH<:4|ring -O-:1|-OPO3:1|-OH:2|ring -CH2-:1|ring -NH-:2|amide:1|Origin:1|OCCC:1|CCNC:2|-1	No special notes for this compound.
cpd22806	ok	-279.69	5.7137	0	C20H28N6O8P	-CH3:2|ring -CH<:1|ring -NH-:2|two fused rings >C=:2|ring =N-:2|ring =C<:2|-NH2:1|ring >C=O:1|>CH-:4|-NH-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:2|-OH:3|-OPO3:1|amide:1|Origin:1|OCCC:1|CCNC:2|-1	No special notes for this compound.
cpd22807	ok	-67.19	5.7436	0	C20H28N6O5	-CH3:2|ring -CH<:1|ring -NH-:2|two fused rings >C=:2|ring =N-:2|ring =C<:2|-NH2:1|ring >C=O:1|>CH-:4|-NH-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:2|-OH:4|amide:1|Origin:1|OCCC:1|CCNC:2|0	No special notes for this compound.
cpd22808	ok	-401.51	6.4973	0	C25H36N6O12P	-CH3:2|ring -CH<:5|ring -NH-:2|two fused rings >C=:2|ring =N-:2|ring =C<:2|-NH2:1|ring >C=O:1|>CH-:4|-NH-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:3|-OH:5|-O-:1|ring -O-:1|-OPO3:1|amide:1|Origin:1|OCCC:1|CCNC:2|-1	No special notes for this compound.
cpd22809	ok	-817.51	6.5156	0	C25H36N6O18P3	-CH3:2|ring -CH<:5|ring -NH-:2|two fused rings >C=:2|ring =N-:2|ring =C<:2|-NH2:1|ring >C=O:1|>CH-:4|-NH-:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:3|-OH:5|-O-:1|ring -O-:1|-OPO2-:2|-OPO3:1|amide:1|Origin:1|OCCC:1|CCNC:2|-3	No special notes for this compound.
cpd22810	ok	-535.89	6.7818	0	C28H34N6O16P	-NH2:1|ring =C<:2|ring =N-:3|two fused rings >C=:2|ring =CH-:1|-CH2-:6|-NH-:1|aromatic ring =C<:2|aromatic ring =CH-:4|>CH-:4|-OH:5|-O-:1|ring -CH<:4|ring -O-:1|-OPO3-:1|-COO:2|ring >C=O:1|amide:1|ring -NH-:1|Origin:1|OCCC:1|CCNC:1|heteroaromatic:1|-3	No special notes for this compound.
cpd22811	ok	-138.16	2.2435	0	C5H8O4	-CH3:1|ring >C<:1|-OH:2|ring -O-:1|ring -CH2-:1|ring -CH<:1|ring >C=O:1|Origin:1|0	No special notes for this compound.
cpd22812	ok	-138.16	2.2435	0	C5H8O4	-CH3:1|ring >C<:1|-OH:2|ring -O-:1|ring -CH2-:1|ring -CH<:1|ring >C=O:1|Origin:1|0	No special notes for this compound.
cpd22813	ok	-183.89	2.7516	0	C5H10O5	-CH3:1|ring >C<:2|-OH:4|ring -O-:1|ring -CH2-:1|ring -CH<:1|Origin:1|0	No special notes for this compound.
cpd22814	no_groups			0	C5H10O7B	-CH3:1|two fused rings >C<:2|ring -O-:3|ring -CH2-:1|ring -CH<:1|-OH:4|unlabeled atoms:1|Origin:1|3	Formation energy not estimated due to the presence of 1 atoms that could not be assigned to any of the existing set of structural groups.
cpd22815	no_groups			0	H4O4B	-OH:4|unlabeled atoms:1|Origin:1|3	Formation energy not estimated due to the presence of 1 atoms that could not be assigned to any of the existing set of structural groups.
cpd22816	ok	134.09	5.5869	0	C17H27N5S	-CH3:2|-CH2-:5|-S-:1|ring -CH<:2|ring -CH2-:2|ring -N<:1|ring =C<:2|ring =CH-:2|ring -NH-:1|two fused rings >C=:2|-NH2:1|ring =N-:2|Origin:1|heteroaromatic:2|0	No special notes for this compound.
cpd22817	ok	-130.45	2.356	0	C8H13NO4	-CH3:1|>CH-:1|-OH:1|-CH2-:1|>C=O:1|ring -CH<:1|ring -CH2-:2|ring -O-CO-:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd22818	ok	-85.93	2.5442	0	C12H21NO3	-CH3:1|-CH2-:6|>C=O:1|ring -CH<:1|ring -CH2-:2|ring -O-CO-:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd22819	ok	-54.30	2.0513	0	C15H30O2	-CH3:2|-CH2-:11|>C=O:1|>CH-:1|-OH:1|Origin:1|0	No special notes for this compound.
cpd22820	ok	-195.27	5.9618	0	C4H6N3O4P	-CH3:1|ring -N<:2|ring -CH2-:1|ring >C=O:1|-OPO2:1|ring >C=:1|=NH:1|amide:1|Origin:1|-2	No special notes for this compound.
cpd22821	ok	-653.41	11.559	0	C20H40N3O16P	-CH3:1|-NH2-:1|ring -CH<:12|ring -CH2-:1|-NH3:2|-OH:7|-O-:1|ring -O-:4|-CH2-:2|two fused rings >CH-:2|two fused rings >C<:1|>CH-:1|-OPO3:1|Origin:1|2	No special notes for this compound.
cpd22822	ok	-798.47	7.5636	0	C15H21N5O17P3	-NH2:1|ring =C<:1|ring =N-:3|ring =CH-:2|two fused rings >C=:2|ring -N<:1|ring -CH<:8|ring -O-:2|-CH2-:2|-OPO3-:1|-OPO2-:1|-OPO3:1|-OH:4|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
cpd22823	ok	-107.05	0.99865	0	C8H13O3	-CH3:1|-CH2-:5|>C=O:1|-COO:1|Origin:1|-1	No special notes for this compound.
cpd22824	ok	-172.43	1.9567	0	C12H20NO5	-CH3:1|-CH2-:7|>C=O:2|>CH-:1|-OH:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd22825	ok	-186.93	1.6364	0	C8H14NO5	-CH3:1|>CH-:2|-OH:2|-CH2-:3|>C=O:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd22826	ok	-165.95	2.4594	0	C16H28NO5	-CH3:1|-CH2-:11|>C=O:2|>CH-:1|-OH:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd22827	ok	-175.67	1.7574	0	C10H16NO5	-CH3:1|-CH2-:5|>C=O:2|>CH-:1|-OH:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd22828	ok	-142.41	1.9754	0	C12H22NO4	-CH3:1|-CH2-:8|>C=O:1|>CH-:1|-OH:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd22829	ok	-39.94	1.4046	0	C9H16O2	-CH3:1|-CH2-:4|>CH-:1|-OH:1|=CH-:2|-CH=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd22830	ok	-59.99	0.64704	0	C3H4O2	-CH3:1|>C=O:1|-CH=O:1|Origin:1|OCCO:1|0	No special notes for this compound.
cpd22831	ok	-200.76	5.874	0	C9H11N5O6P	-NH2:1|ring =C<:1|ring =N-:1|ring >C=O:1|two fused rings >C=:2|ring -NH-:3|ring -CH2-:2|ring -CH<:2|>C=O:1|ring -OPO2-:1|ring -O-:1|Origin:1|OCCC:1|OCNC:1|-1	No special notes for this compound.
cpd22832	ok	-93.95	2.1803	0	C7H12N2O3	-NH3:1|-CH2-:1|>C=O:1|ring -CH2-:3|ring -CH<:1|-COO:1|amide:1|ring -N<:1|Origin:1|0	No special notes for this compound.
cpd22833	ok	-257.65	0.38555	0	CH4O4P	-CH3:1|-OPO3:1|Origin:1|-1	No special notes for this compound.
cpd22834	ok	-378.44	5.6282	0	C12H22O11	-OH:9|-CH2-:1|ring -CH<:11|ring -O-:1|-O-:1|Origin:1|0	No special notes for this compound.
cpd22835	ok	-110.93	2.3995	0	C6H4O4Cl	-COO:1|=CH-:3|>C=O:1|=C<:1|-OH:1|tertiary -Cl:1|Origin:1|OCCC:3|-1	No special notes for this compound.
cpd22836	ok	44.75	2.8397	0	C7H11N2	-NH3:1|-CH2-:2|ring =C<:1|ring =CH-:4|ring =N-:1|Origin:1|heteroaromatic:1|1	No special notes for this compound.
cpd22837	ok	-889.01	7.2159	0	C28H40N7O20P3S	-CH3:3|>CH-:2|-CH2-:8|-COO:1|>C=O:4|-OH:2|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|heteroaromatic:2|-4	No special notes for this compound.
cpd22838	ok	-100.61	4.8599	0	C7H5O4	-CH3:1|ring =C<:1|ring =CH-:1|ring -O-CO-:1|ring >C=:1|=CH-:1|-COO:1|Origin:1|OCCC:2|CCCC:1|-1	No special notes for this compound.
cpd22839	ok	17.23	2.6739	0	C7H6Cl2	-CH3:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:2|Origin:1|0	No special notes for this compound.
cpd22840	ok	19.15	2.7671	0	C7H6Cl2	-CH3:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:2|Origin:1|BinaryVicinalCl:1|DistinctVicinalCl:1|0	No special notes for this compound.
cpd22841	ok	-51.07	3.1887	0	C7H8O2Cl2	-CH3:1|ring =C<:3|ring =CH-:1|tertiary -Cl:2|ring -CH<:2|-OH:2|Origin:1|CCCC:1|BinaryVicinalCl:1|DistinctVicinalCl:1|0	No special notes for this compound.
cpd22842	ok	-59.81	3.6791	0	C7H6O2Cl2	-CH3:1|aromatic ring =C<:5|aromatic ring =CH-:1|tertiary -Cl:2|-OH:2|Origin:1|BinaryVicinalCl:1|DistinctVicinalCl:1|0	No special notes for this compound.
cpd22843	ok	-130.71	3.3238	0	C7H4O4Cl2	-CH3:1|=C<:3|=CH-:1|tertiary -Cl:2|-COO:2|Origin:1|OCCC:2|CCCC:1|BinaryVicinalCl:1|DistinctVicinalCl:1|-2	No special notes for this compound.
cpd22844	ok	-105.09	4.9717	0	C7H4O4Cl	-CH3:1|ring =C<:1|ring =CH-:1|ring >C=:1|=C<:1|tertiary -Cl:1|-COO:1|ring -O-CO-:1|Origin:1|OCCC:2|CCCC:1|-1	No special notes for this compound.
cpd22845	ok	-177.97	1.9196	0	C7H5O5Cl	-CH3:1|=C<:1|=CH-:1|>C=O:1|>CH-:1|secondary -Cl:1|-COO:2|Origin:1|OCCC:2|-2	No special notes for this compound.
cpd22846	ok	-175.71	2.1267	0	C7H5O5Cl	-CH3:1|=C<:2|>C=O:1|-CH2-:1|-COO:2|tertiary -Cl:1|Origin:1|OCCC:2|-2	No special notes for this compound.
cpd22847	ok	-104.75	5.0557	0	C7H4O4Cl	-CH3:1|ring =C<:2|tertiary -Cl:1|ring -O-CO-:1|ring >C=:1|=CH-:1|-COO:1|Origin:1|OCCC:2|CCCC:1|-1	No special notes for this compound.
cpd22848	ok	-143.56	2.7081	0	C7H5O4Cl2	-CH3:1|ring =C<:2|tertiary -Cl:1|ring -O-CO-:1|ring -CH<:1|>CH-:1|secondary -Cl:1|-COO:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd22849	ok	-132.63	3.2466	0	C7H4O4Cl2	-CH3:1|=C<:3|=CH-:1|tertiary -Cl:2|-COO:2|Origin:1|OCCC:2|CCCC:1|-2	No special notes for this compound.
cpd22850	ok	-61.73	3.6095	0	C7H6O2Cl2	-CH3:1|aromatic ring =C<:5|aromatic ring =CH-:1|tertiary -Cl:2|-OH:2|Origin:1|0	No special notes for this compound.
cpd22851	ok	-52.99	3.1082	0	C7H8O2Cl2	-CH3:1|ring =C<:3|tertiary -Cl:2|ring =CH-:1|ring -CH<:2|-OH:2|Origin:1|CCCC:1|0	No special notes for this compound.
cpd22852	ok	-52.99	3.1082	0	C7H8O2Cl2	-CH3:1|ring =C<:3|tertiary -Cl:2|ring -CH<:2|-OH:2|ring =CH-:1|Origin:1|CCCC:1|0	No special notes for this compound.
cpd22853	ok	-19.00	2.6826	0	C7H6OCl2	-OH:1|-CH2-:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:2|Origin:1|0	No special notes for this compound.
cpd22854	ok	-11.07	2.7277	0	C7H4OCl2	-CH=O:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:2|Origin:1|OCCC:1|0	No special notes for this compound.
cpd22855	ok	-63.77	2.717	0	C7H3O2Cl2	-COO:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:2|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd22856	ok	-144.47	2.5737	0	C7H5O4Cl2	-CH3:1|ring >C<:1|>CH-:1|secondary -Cl:1|-COO:1|ring =CH-:1|ring =C<:1|tertiary -Cl:1|ring -O-CO-:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd22857	ok	-94.72	2.2603	0	C8H6O3Cl	-COO:1|-CH2-:1|aromatic ring =C<:3|aromatic ring =CH-:3|-OH:1|tertiary -Cl:1|Origin:1|-1	No special notes for this compound.
cpd22858	ok	-18.70	2.7699	0	C6H4OCl2	-OH:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:2|Origin:1|BinaryVicinalCl:1|DistinctVicinalCl:1|0	No special notes for this compound.
cpd22859	ok	-10.74	3.3733	0	C6H4OClBr	-OH:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:1|aromatic -Br:1|Origin:1|0	No special notes for this compound.
cpd22860	ok	-95.72	3.7295	0	C6H4O2ClF	-OH:2|aromatic ring =C<:4|aromatic ring =CH-:2|aromatic -F:1|tertiary -Cl:1|Origin:1|0	No special notes for this compound.
cpd22861	ok	-95.72	3.7295	0	C6H4O2ClF	-OH:2|aromatic ring =C<:4|aromatic -F:1|aromatic ring =CH-:2|tertiary -Cl:1|Origin:1|0	No special notes for this compound.
cpd22862	ok	-95.72	3.7295	0	C6H4O2ClF	-OH:2|aromatic ring =C<:4|aromatic ring =CH-:2|tertiary -Cl:1|aromatic -F:1|Origin:1|0	No special notes for this compound.
cpd22863	unknown_group			0	C6H2O4ClF	-COO:2|=CH-:2|=C<:2|WF:1|tertiary -Cl:1|Origin:1|OCCC:2|CCCC:1|-2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:1|
cpd22864	unknown_group			0	C6H2O4ClF	-COO:2|=C<:2|WF:1|=CH-:2|tertiary -Cl:1|Origin:1|OCCC:2|CCCC:1|-2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:1|
cpd22865	unknown_group			0	C6H2O4ClF	-COO:2|=CH-:2|=C<:2|tertiary -Cl:1|WF:1|Origin:1|OCCC:2|CCCC:1|-2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:1|
cpd22866	unknown_group			0	C6H3O4ClF	-COO:1|-CH2-:1|ring >C<:1|WF:1|ring =CH-:1|ring =C<:1|tertiary -Cl:1|ring -O-CO-:1|Origin:1|OCCC:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:1|
cpd22867	ok	-13.16	2.1228	0	C8H10O	-CH3:2|aromatic ring =C<:3|aromatic ring =CH-:3|-OH:1|Origin:1|0	No special notes for this compound.
cpd22868	ok	76.62	4.8879	0	C11H11N4Cl2	-CH3:1|ring =C<:4|ring =NH-:1|-NH2:2|ring =N-:1|aromatic ring =C<:3|aromatic ring =CH-:3|tertiary -Cl:2|Origin:1|BinaryVicinalCl:1|DistinctVicinalCl:1|heteroaromatic:1|1	No special notes for this compound.
cpd22869	ok	-635.08	7.7263	0	C15H5O19S4	ring >C=O:1|ring =C<:2|-SO4:4|aromatic ring =C<:5|aromatic ring =CH-:5|ring -O-:1|two fused rings >C=:2|-Oneg:1|Origin:1|OCCC:2|CCCC:1|-5	No special notes for this compound.
cpd22870	ok	-268.23	6.4582	0	C16H9O10S	-CH3:1|-O-:1|aromatic ring =C<:5|aromatic ring =CH-:5|ring =C<:2|ring -O-:1|two fused rings >C=:2|-Oneg:2|ring >C=O:1|-SO4:1|-OH:1|Origin:1|OCCC:2|CCCC:1|-3	No special notes for this compound.
cpd22871	unknown_group			0	C7H10N3O2F	-NH3:1|>C<:1|-CH2-:2|WF:1|ring =C<:1|ring =CH-:2|ring -NH-:1|ring =N-:1|-COO:1|Origin:1|heteroaromatic:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:1|
cpd22872	ok	-47.24	2.3313	0	C7H11N3O2	-CH3:1|>C<:1|-NH3:1|-CH2-:1|ring =C<:1|ring =CH-:2|ring -NH-:1|ring =N-:1|-COO:1|Origin:1|heteroaromatic:1|0	No special notes for this compound.
cpd22873	ok	-41.48	2.4158	0	C7H12N3O2	-CH3:1|-O-CO-:1|>CH-:1|-NH3:1|-CH2-:1|ring =C<:1|ring =CH-:2|ring -NH-:1|ring =N-:1|Origin:1|heteroaromatic:1|1	No special notes for this compound.
cpd22874	ok	-721.95	3.775	0	C10H15N3O13P3	-CH3:1|ring =C<:2|ring =CH-:1|ring -CH<:3|ring -CH2-:1|-OH:1|-CH2-:1|-OPO2-:2|-OPO3:1|ring -O-:1|ring >C=O:1|ring =N-:1|-NH2:1|amide:1|ring -N<:1|Origin:1|OCNC:1|CCCN:1|-3	No special notes for this compound.
cpd22875	unknown_group			0	C50H85N3O26R	RW:1|>C=O:3|-NH-:3|>CH-:4|-CH2-:17|-O-:4|ring -CH<:18|ring -O-:4|-OH:13|-CH3:3|ring >C<:1|-COO:1|ring -CH2-:1|=CH-:2|amide:2|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd22876	ok	-382.73	6.8914	0	C16H8O13S2	-CH3:1|-O-:1|aromatic ring =C<:5|aromatic ring =CH-:5|ring =C<:2|ring -O-:1|two fused rings >C=:2|-Oneg:2|ring >C=O:1|-SO4:2|Origin:1|OCCC:2|CCCC:1|-4	No special notes for this compound.
cpd22877	ok	-173.21	1.7781	0	C6H3O5Cl	-COO:2|>C=O:1|=CH-:2|>CH-:1|secondary -Cl:1|Origin:1|OCCO:1|OCCC:1|-2	No special notes for this compound.
cpd22878	ok	-153.92	1.2324	0	C5H6O4Cl	-COO:1|>C=O:1|-CH2-:2|>CH-:1|-OH:1|primary -Cl:1|Origin:1|OCCO:1|-1	No special notes for this compound.
cpd22879	ok	46.05	2.5356	0	C4H6N2	-CH3:1|ring -N<:1|ring =CH-:3|ring =N-:1|Origin:1|heteroaromatic:1|0	No special notes for this compound.
cpd22880	unknown_group			0	C11H16O16P2R2	RW:2|-O-CO-:2|-CH2-:2|>CH-:1|-OPO3-:1|ring -CH<:6|-OH:4|-OPO3:1|Origin:1|-2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd22881	unknown_group			0	C7H12NO6R	RW:1|>C=O:1|-NH-:1|ring -CH<:5|-OH:4|ring -O-:1|-CH2-:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd22882	unknown_group			0	C10H17O12PR	RW:1|-O-CO-:1|-CH2-:2|>CH-:1|-OH:6|-OPO3-:1|ring -CH<:6|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd22883	ok	-95.07	1.5609	0	C5H4O3Cl	-COO:1|>C=O:1|=CH-:2|-CH2-:1|primary -Cl:1|Origin:1|OCCO:1|OCCC:1|-1	No special notes for this compound.
cpd22884	ok	-47.55	1.7558	0	C5H7NO2	=CH2:1|=CH-:2|=C<:1|-NH3:1|-COO:1|Origin:1|OCCC:1|CCCC:1|0	No special notes for this compound.
cpd22885	unknown_group			0	C10H15NO9R	RW:1|>C=O:1|-NH-:1|ring -CH<:3|>CH-:2|-OH:5|-CH2-:1|ring -O-:1|ring >C<:1|-COO:1|ring -CH2-:1|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
