ID	NAMES	COMPARTMENT
ac8bol	5alpha-Cholest-8-en-3beta-ol	c
ac	acetate	c
ac	acetate	e
ac	acetate	m
ac	acetate	p
acacp	Acetyl-[acyl-carrier protein]	c
acacp	Acetyl-[acyl-carrier protein]	m
acact	acetoacetate	c
acact	acetoacetate	m
acal	acetaldehyde	c
acal	acetaldehyde	e
acal	acetaldehyde	m
acal	acetaldehyde	p
acami	N4-Acetylaminobutanal	c
acami	N4-Acetylaminobutanal	m
accln	acetylcholine	e
accoa	acetyl coenzyme a	c
accoa	acetyl coenzyme a	m
accoa	acetyl coenzyme a	p
acdbol	5alpha-Cholesta-7,24-dien-3beta-ol	c
acglp	Acylglycerophosphoinositol	c
acglpe	1-Acyl-sn-glycero-3-phosphoserine	c
acglpo	1-Acyl-sn-glycero-3-phosphoglycerol	c
acimole	4-Acetamidobutanoate	c
acimole	4-Acetamidobutanoate	m
aclac	2-acetolactate	m
acp	acyl-carrier protein	c
acp	acyl-carrier protein	m
acv	ACV	c
acylacpp	x	c
acylcoa	acyl-coa	c
acylcoa	acyl-coa	m
ad	adenine	c
ad	adenine	e
ad	adenine	m
adchor	4-Amino-4-deoxychorismate	c
adn	adenosine	c
adp	adenosine 5'-diphosphate	c
adp	adenosine 5'-diphosphate	e
adp	adenosine 5'-diphosphate	m
adpglc	ADP-glucose	c
adprib	ADP-D-ribose	c
adsde	Adipate semialdehyde	c
agl3p	1-acyl-sn-glycerol 3-phosphate	c
ahhmd	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate	c
ahhmd	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate	m
ahhmp	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol	c
ahhmp	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol	m
ahmp	4-Amino-2-methyl-5-phosphomethylpyrimidine	c
ahmp	4-Amino-2-methyl-5-phosphomethylpyrimidine	m
ahmpp	4-amino-2-methyl-5-diphosphonatomethylpyrimidine	c
ahmpp	4-amino-2-methyl-5-diphosphonatomethylpyrimidine	m
ahtd	2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)-dihydropteridine triphosphate	c
ahtd	2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)-dihydropteridine triphosphate	e
ahtd	2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)-dihydropteridine triphosphate	m
aicar	5-amino-1-(5-phospho-d-ribosyl)imidazole-4-carboxamide	c
air	5-amino-1-(5-phospho-d-ribosyl)imidazole	c
aka	2-oxoadipate	c
aka	2-oxoadipate	m
akg	2-oxoglutarate	c
akg	2-oxoglutarate	e
akg	2-oxoglutarate	m
akg	2-oxoglutarate	p
akp	2-dehydropantoate	m
al3ecoa	3-Isopropylbut-3-enoyl-CoA	c
ala	L-alanine	c
ala	L-alanine	e
ala	L-alanine	m
alagly	l-gamma-glutamyl-l-alanine	m
aldmde	Aldophosphamide	c
aldmde	Aldophosphamide	m
aldpme	Aldophosphamide	e
alin	alpha-Linolenate	c
alka	all-trans-Hexaprenyl diphosphate	c
am6sa	2-aminomuconic 6-semialdehyde	c
ama	l-2-aminoadipate	c
ama	l-2-aminoadipate	m
amac	aminoacetone	m
amasa	l-2-aminoadipate 6-semialdehyde	c
amasa	l-2-aminoadipate 6-semialdehyde	m
amiace	aminoacetaldehyde	c
amievul	5-aminolevulinate	c
amievul	5-aminolevulinate	m
amp	adenosine 5'-monophosphate	c
amp	adenosine 5'-monophosphate	e
amp	adenosine 5'-monophosphate	m
amp	adenosine 5'-monophosphate	p
amt3bol	4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol	c
an	anthranilate	c
aobut	2-amino-3-oxobutanoate	c
aobut	2-amino-3-oxobutanoate	m
aona	8-amino-7-oxononanoate	c
aona	8-amino-7-oxononanoate	m
apdruci	5-Amino-6-(5-phospho-D-ribitylamino)uracil	c
apebu	4-(2-aminophenyl)-2,4-dioxobutanoate	c
apine	alpha-Pinene	c
apine	alpha-Pinene	m
apiox	alpha-Pinene-oxide	m
apoacp	Apo-[acyl-carrier-protein]	c
apoce	Apocytochrome c	m
apop	Apoprotein	c
apop	Apoprotein	m
aproa	3-aminopropanal	c
aproa	3-aminopropanal	m
aps	5'-adenylyl sulfate	c
aps	5'-adenylyl sulfate	m
arg	l-arginine	c
arg	l-arginine	e
argsucc	argininosuccinate	c
asn	l-asparagine	c
asn	l-asparagine	e
asp	l-aspartate	c
asp	l-aspartate	e
asp	l-aspartate	m
asp	l-aspartate	p
aspsa	l-aspartate 4-semialdehyde	c
aspsa	l-aspartate 4-semialdehyde	m
asuc	n6-(1,2-dicarboxyethyl)-anp	c
at3p2	acylglycerone phosphates	c
atp	adenosine 5'-triphosphate	c
atp	adenosine 5'-triphosphate	e
atp	adenosine 5'-triphosphate	m
atp	adenosine 5'-triphosphate	p
atrp	P(1),P(4)-bis(5-adenosyl) tetraphosphate	c
att	allantoate	c
atxin	antheraxanthin	c
aura	5-amino-6-(d-ribitylamino)uracil	c
avn	averantin	c
avn	averantin	m
axtin	Antheraxanthin	c
b12pdiol	2,3-Bis(4-hydroxyphenyl)-1,2-propanediol	m
b1pnol	2,2-Bis(4-hydroxyphenyl)-1-propanol	m
b2ox	Bromobenzene-2,3-oxide	e
b2pol	1,2-Bis(4-hydroxyphenyl)-2-propanol	c
b2pol	1,2-Bis(4-hydroxyphenyl)-2-propanol	m
b34ox	Bromobenzene-3,4-oxide	e
b45ox	Benzopyrene-4,5-oxide	e
b78do	Benzopyrene-7,8-diol	e
bala	beta-alanine	c
bala	beta-alanine	m
basp	4-phospho-l-aspartate	c
bccp	biotin-carboxyl-carrier protein	c
bendl	p-Benzenediol	c
bendl	p-Benzenediol	m
betald	betaine aldehyde	c
betald	betaine aldehyde	m
betald	betaine aldehyde	p
bh2	6,7-Dihydrobiopterin	c
bh2	Dihydrobiopterin	e
bh4	5,6,7,8-tetrahydrobiopterin	c
bh4	5,6,7,8-tetrahydrobiopterin	e
bmte	Bis(4-hydroxyphenyl)methane	c
bmte	Bis(4-hydroxyphenyl)methane	e
bmte	Bis(4-hydroxyphenyl)methane	m
bmtl	Bis(4-hydroxyphenyl)methanol	c
bmtl	Bis(4-hydroxyphenyl)methanol	m
bpa	Bisphenol A	m
bpla	Bisphenol A 	c
bpla	Bisphenol A 	m
bt	Biotin?	c
bt	Biotin?	e
bt	Biotin?	m
btamp	biotinyl-5'-anp	c
btol	Benzene-1,2,4-triol	c
btol	Benzene-1,2,4-triol	m
c100	decanoate	c
c100acp	decanoyl-[acp]	c
c100acp	decanoyl-[acp]	m
c100coa	decanoyl-coa	c
c100coa	decanoyl-coa	m
c10dacp	dec-2-enoyl-[acyl-carrier protein]	c
c10dcoa	dec-2-enoyl-coa	m
c10hacp	3-hydroxydecanoyl-[acp]	c
c10hacp	3-hydroxydecanoyl-[acp]	m
c10hcoa	3-hydroxydecanoyl-coa	m
c10oacp	3-oxodecanoyl-[acp]	c
c10oacp	3-oxodecanoyl-[acp]	m
c10ocoa	3-oxodecanoyl-coa	m
c120	dodecanoate	c
c120acp	dodecanoyl-[acyl-carrier protein]	c
c120acp	dodecanoyl-[acyl-carrier protein]	m
c120car	dodecanoyl-carnitine	c
c120car	dodecanoyl-carnitine	m
c120coa	dodecanoyl-coa	c
c120coa	dodecanoyl-coa	m
c12dacp	dodec-2-enoyl-[acyl-carrier protein]	c
c12dcoa	dodec-2-enoyl-coa	m
c12hacp	3-hydroxydodecanoyl-[acyl-carrier protein]	c
c12hacp	3-hydroxydodecanoyl-[acyl-carrier protein]	m
c12hcoa	3-hydroxydodecanoyl-coa	m
c12oacp	3-oxododecanoyl-[acyl-carrier protein]	c
c12oacp	3-oxododecanoyl-[acyl-carrier protein]	m
c12ocoa	3-oxododecanoyl-coa	m
c140	myristate	c
c140	myristate	e
c140acp	myristoyl-[acp]	c
c140acp	myristoyl-[acp]	m
c140car	myristoyl-carnitine	c
c140car	myristoyl-carnitine	m
c140coa	myristoyl-coa	c
c140coa	myristoyl-coa	m
c14dacp	tetradec-2-enoyl-[acyl-carrier protein]	c
c14dcoa	tetradec-2-enoyl-coa	m
c14hacp	3-hydroxymyristoyl-[acp]	c
c14hacp	3-hydroxymyristoyl-[acp]	m
c14hcoa	3-hydroxymyristoyl-coa	m
c14oacp	3-oxomyristoyl-[acp]	c
c14oacp	3-oxomyristoyl-[acp]	m
c14ocoa	3-oxomyristoyl-coa	m
c160	Palmitic acid	c
c160	Palmitic acid	e
c160	Palmitic acid	m
c160acp	hexadecanoyl-[acp]	c
c160acp	hexadecanoyl-[acp]	m
c160car	palmitoyl-carnitine	c
c160car	palmitoyl-carnitine	m
c160coa	hexadecanoyl-coa	c
c160coa	hexadecanoyl-coa	m
c161	hexadecenoate	c
c161	hexadecenoate	e
c161acp	palmitoyl-[acyl-carrier protein] (mitochondrial)	c
c161car	hexadecenoyl-carnitine	c
c161car	hexadecenoyl-carnitine	m
c161coa	hexadecenoyl-CoA	c
c161coa	hexadecenoyl-CoA	m
c162car	hexadecadienoyl-carnitine	c
c162car	hexadecadienoyl-carnitine	m
c162coa	hexadecadienoyl-CoA	c
c162coa	hexadecadienoyl-CoA	m
c16a	Hexadecanal	c
c16dacp	hexadec-2-enoyl-[acyl-carrier protein]	c
c16dcoa	hexadec-2-enoyl-coa	m
c16e	c16e[c]	c
c16hacp	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]	c
c16hacp	3-hydroxyhexadecanoyl-[acyl-carrier protein]	m
c16hcoa	3-hydroxyhexadecanoyl-coa	m
c16oacp	3-oxohexadecanoyl-[acp]	c
c16oacp	3-oxohexadecanoyl-[acp]	m
c16ocoa	3-oxohexadecanoyl-coa	m
c180	octadecanoate	c
c180	octadecanoate	e
c180acp	octadecanoyl-[acyl-carrier protein]	m
c180car	stearoyl-carnitine	c
c180car	stearoyl-carnitine	m
c180coa	octadecanoyl-coa	c
c180coa	octadecanoyl-coa	m
c181	octadecenoate	c
c181	octadecenoate	e
c181acp	octadecenoyl-[acyl-carrier protein]	m
c181car	octadecenoyl-carnitine	c
c181car	octadecenoyl-carnitine	m
c181coa	octadecenoyl-coa	c
c181coa	octadecenoyl-coa	m
c182	linoleate	c
c182	linoleate	e
c182car	octadecadienoyl-carnitine	c
c182car	octadecadienoyl-carnitine	m
c182coa	linoleoyl-CoA	c
c182coa	linoleoyl-CoA	m
c183(3)	alpha-Linolenic acid	c
c183(3)	alpha-Linolenic acid	e
c183(3)car	c183(3)car[c]	c
c183(3)car	c183(3)car[m]	m
c183(3)coa	alpha-Linolenoyl-CoA	c
c183(3)coa	alpha-Linolenoyl-CoA	m
c183(6)	gamma-Linolenic acid	c
c183(6)	gamma-Linolenic acid	e
c183(6)car	c183(6)car[m]	c
c183(6)car	c183(6)car[m]	m
c183(6)coa	gamma-Linolenoyl-CoA	c
c183(6)coa	gamma-Linolenoyl-CoA	m
c184(3)	c184(3)[c]	c
c184(3)car	c184(3)car[c]	c
c184(3)car	c184(3)car[m]	m
c184(3)coa	Stearidonoyl-CoA	c
c184(3)coa	Stearidonoyl-CoA	m
c18dcoa	c18dcoa[c]	c
c18dcoa	c18dcoa[m]	m
c18hcoa	c18hcoa[c]	c
c18hcoa	c18hcoa[m]	m
c18oacp	3-oxooctadecanoyl-[acyl-carrier protein]	c
c18oacp	3-oxooctadecanoyl-[acyl-carrier protein]	m
c18ocoa	c18ocoa[c]	c
c18ocoa	c18ocoa[m]	m
c200	Icosanoic acid	c
c200	Icosanoic acid	e
c200car	eicosanoyl-car	c
c200car	eicosanoyl-car	m
c200coa	Eicosanoyl-CoA	c
c200coa	Eicosanoyl-CoA	m
c201	Eicosenoic acid	c
c201	Eicosenoic acid	e
c201coa	Icosenoyl-CoA	c
c201coa	Icosenoyl-CoA	m
c202	Icosadienoic acid	c
c202coa	(11Z,14Z)-Icosadienoyl-CoA	c
c202dcoa	c202dcoa[c]	c
c202hcoa	c202hcoa[c]	c
c202ocoa	c202ocoa[c]	c
c203(6)	8,11,14-Icosatrienoate	c
c203(6)	8,11,14-Icosatrienoate	e
c203(6)car	di-homo-gama-linolenate-car	c
c203(6)car	c203(6)car[m]	m
c203(6)coa	8,11,14-Eicosatrienoyl-CoA	c
c203(6)coa	8,11,14-Eicosatrienoyl-CoA	m
c203(6)dcoa	c203(6)dcoa[c]	c
c203(6)hcoa	c203(6)hcoa[c]	c
c203(6)ocoa	c203(6)ocoa[c]	c
c204(3)	c204(3)[c]	c
c204(3)	c204(3)[e]	e
c204(3)car	c204(3)car[c]	c
c204(3)car	c204(3)car[m]	m
c204(3)coa	(11Z,14Z,17Z)-Icosatrienoyl-CoA	c
c204(3)coa	(11Z,14Z,17Z)-Icosatrienoyl-CoA	m
c204(3)dcoa	c204(3)dcoa[c]	c
c204(3)hcoa	c204(3)hcoa[c]	c
c204(3)ocoa	c204(3)ocoa[c]	c
c204(6)	arachidonic acid 	c
c204(6)	arachidonic acid 	e
c204(6)car	aracar[c]	c
c204(6)car	aracar[m]	m
c204(6)coa	Arachidonyl-CoA	c
c204(6)coa	Arachidonyl-CoA	m
c205(3)	Eicosapentaenoic acid	c
c205(3)	Eicosapentaenoic acid	e
c205(3)car	c205(3)car[c]	c
c205(3)car	c205(3)car[m]	m
c205(3)coa	eicosapentaenoyl-CoA	c
c205(3)coa	eicosapentaenoyl-CoA	m
c20dcoa	c20dcoa[c]	c
c20dcoa	c20dcoa[m]	m
c20hcoa	c20hcoa[c]	c
c20hcoa	c20hcoa[m]	m
c20ocoa	c20ocoa[c]	c
c20ocoa	c20ocoam]	m
c220	Docosanoic acid	c
c220	Docosanoic acid	e
c220car	c220car[c]	c
c220car	c220car[m]	m
c220coa	Docosanoyl-CoA	c
c220coa	Docosanoyl-CoA	m
c224(6)car	c224(6)car[c]	c
c224(6)car	c224(6)car[m]	m
c224(6)coa	(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA	c
c224(6)coa	(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA	m
c225(3)	Docosapentaenoic acid	c
c225(3)	Docosapentaenoic acid	e
c225(3)car	c225(3)car[c]	c
c225(3)car	c225(3)car[m]	m
c225(3)coa	(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoyl-CoA	c
c225(3)coa	(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoyl-CoA	m
c225(3)dcoa	c225(3)dcoa[c]	c
c225(3)dcoa	c225(3)dcoa[m]	m
c225(3)hcoa	c225(3)hcoa[c]	c
c225(3)hcoa	c225(3)hcoa[m]	m
c225(3)ocoa	c225(3)ocoa[c]	c
c225(3)ocoa	c225(3)ocoa[m]	m
c225(6)car	c225(6)car[c]	c
c225(6)car	c225(6)car[m]	m
c225(6)coa	(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA	m
c226(3)	Docosahexaenoic acid(DHA)	c
c226(3)	Docosahexaenoic acid(DHA)	e
c226(3)car	c226(3)car[c]	c
c226(3)car	c226(3)car[m]	m
c226(3)coa	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA	c
c226(3)coa	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA	m
c22dcoa	c22dcoa[c]	c
c22dcoa	c22dcoa[m]	m
c22hcoa	c22hcoa[c]	c
c22hcoa	c22hcoa[m]	m
c22ocoa	c22ocoa[c]	c
c22ocoa	c22ocoa[m]	m
c240	c240[c]	c
c240	c240[e]	e
c240car	c240car[c]	c
c240car	c240car[m]	m
c240coa	Tetracosanoyl-CoA	c
c240coa	Tetracosanoyl-CoA	m
c244(6)car	c244(6)car[c]	c
c244(6)car	c244(6)car[m]	m
c244(6)coa	(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA	c
c244(6)coa	(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA	m
c245(3)	c245(3)[c]	c
c245(3)	c245(3)[e]	e
c245(3)car	c245(3)car[c]	c
c245(3)car	c245(3)car[m]	m
c245(3)coa	(9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA	c
c245(3)coa	(9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA	m
c245(3)dcoa	c245(3)dcoa[c]	c
c245(3)hcoa	c245(3)hcoa[c]	c
c245(3)ocoa	c245(3)ocoa[c]	c
c245(6)car	c245(6)car[c]	c
c245(6)car	c245(6)car[m]	m
c245(6)coa	(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA	m
c246(3)	c246(3)[c]	c
c246(3)	c246(3)[e]	e
c246(3)car	c246(3)car[c]	c
c246(3)car	c246(3)car[m]	m
c246(3)coa	(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA	c
c246(3)coa	(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA	m
c246(3)dcoa	c246(3)dcoa[m]	m
c246(3)hcoa	c246(3)hcoa[m]	m
c246(3)ocoa	c246(3)ocoa[m]	m
c24dcoa	c24dcoa[c]	c
c24dcoa	c24dcoa[c]	m
c24hcoa	c24hcoa[c]	c
c24hcoa	c24hcoa[m]	m
c24ocoa	c24ocoa[c]	c
c24ocoa	c24ocoa[m]	m
c2mdica	cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid	c
c40	butyrate	c
c40acp	butanoyl-[acyl-carrier protein]	c
c40acp	butanoyl-[acyl-carrier protein]	m
c40coa	butanoyl-coa	c
c40coa	butanoyl-coa	m
c4dacp	But-2-enoyl-[acyl-carrier protein]	c
c4dcoa	crotonoyl-coa	c
c4dcoa	but-2-enoyl-coa	m
c4hacp	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]	c
c4hacp	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]	m
c4hcoa	(S)-3-Hydroxybutanoyl-CoA	c
c4hcoa	3-hydroxybutanoyl-CoA	m
c60	hexanoate	c
c60acp	hexanoyl-[acp]	c
c60acp	hexanoyl-[acp]	m
c60coa	hexanoyl-coa	c
c60coa	hexanoyl-coa	m
c6dacp	hex-2-enoyl-[acyl-carrier protein]	c
c6dcoa	hex-2-enoyl-coa	m
c6hacp	3-hydroxyhexanoyl-[acp]	c
c6hacp	3-hydroxyhexanoyl-[acp]	m
c6hcoa	3-hydroxyhexanoyl-coa	m
c6oacp	3-oxohexanoyl-[acp]	c
c6oacp	3-oxohexanoyl-[acp]	m
c6ocoa	3-oxohexanoyl-coa	m
c80	octanoate	c
c80acp	octanoyl-[acp]	c
c80acp	octanoyl-[acp]	m
c80coa	octanoyl-coa	c
c80coa	octanoyl-coa	m
c8dacp	oct-2-enoyl-[acyl-carrier protein]	c
c8dcoa	oct-2-enoyl-coa	m
c8hacp	3-hydroxyoctanoyl-[acp]	c
c8hacp	3-hydroxyoctanoyl-[acp]	m
c8hcoa	3-hydroxyoctanoyl-coa	m
c8oacp	3-oxooctanoyl-[acp]	c
c8oacp	3-oxooctanoyl-[acp]	m
c8ocoa	3-oxooctanoyl-coa	m
ca	calcium	c
ca	calcium	e
caasp	n-carbamoyl-l-aspartate	c
caasp	n-carbamoyl-l-aspartate	m
cair	1-(5-phospho-d-ribosyl)-5-amino-4-imidazolecarboxylate	c
camp	cyclic-AMP	c
cap	carbamoyl phosphate	c
cap	carbamoyl phosphate	m
capmde	Carboxyphosphamide	c
capmde	Carboxyphosphamide	m
car	carnitine	c
car	carnitine	m
carbo	carboxylate	c
carbo	carboxylate	e
cbhcap	(S)-2-Isopropylmalate	c
cccp	carboxybiotin-carboxyl-carrier protein	c
ccdol	cis-Chlorobenzene dihydrodiol	m
ccl	catechol	c
ccl	catechol	m
ccmp	3',5'-cyclic CMP	c
cdate	Chloral hydrate	c
cdate	Chloral hydrate	m
cdol	4-methylcholesta-8,24-diene-3-ol	c
cdp	cdp	c
cdp	cdp	m
cdpcln	cdp-choline	c
cdpdg	cdpdiacylglycerol	c
cdpdg	cdpdiacylglycerol	m
cdpea	cdp-ethanolamine	c
cdtbe	cis-2,3-Dihydrodiol 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane	m
cellob	cellobiose	c
cer1p	Ceramide phosphate	c
cer	ceramides	c
cer	ceramides	e
cgly	cys-gly	m
cgmp	3',5'-cyclic GMP	c
chcoa	6-carboxyhexanoyl-CoA	c
chcoa	6-carboxyhexanoyl-CoA	m
chib	chitobiose	c
chib	chitobiose	e
chib	chitobiose	m
chit	chitin	c
chit	chitin	e
chit	chitin	m
chito	chitosan	c
chito	chitosan	e
chito	chitosan	m
chlat	Chenodeoxycholate	c
chlcoa	Choloyl-CoA	c
chlestr	cholesterol ester	c
chor	chorismate	c
chor	chorismate	m
chtrol	cholesterol	c
ci2a	cis-2-coumaric acid	c
ciate	Citronellate	c
cicit	2-(beta-D-glucosyloxy)-cis-cinnamate	c
cit	citrate	c
cit	citrate	e
