#ID	Name	Compartment	Charge	boundary Condition
M_gl_e	glycerol	e	UNDEF	false
M_meli_e	melibiose	e	UNDEF	false
M_dglc_e	d-glucose	e	UNDEF	false
M_melt_e	Melibiitol	e	UNDEF	false
M_sot_e	d-sorbitol	e	UNDEF	false
M_raff_e	raffinose	e	UNDEF	false
M_suc_e	sucrose	e	UNDEF	false
M_stac_e	stachyose	e	UNDEF	false
M_suc_c	sucrose	c	UNDEF	false
M_glue_c	Glucurone	c	UNDEF	false
M_glur_c	Glucarate	c	UNDEF	false
M_glue_m	Glucurone	m	UNDEF	false
M_glur_m	Glucarate	m	UNDEF	false
M_glact_c	L-Gulonolactone	c	UNDEF	false
M_o2_c	oxygen	c	UNDEF	false
M_xhlact_c	L-xylo-Hexulonolactone	c	UNDEF	false
M_h2o2_c	hydrogen peroxide	c	UNDEF	false
M_vc_c	Ascorbic acid	c	UNDEF	false
M_udp_c	udp	c	UNDEF	false
M_13glucan_c	1,3-beta-d-glucan	c	UNDEF	false
M_13glucan_e	1,3-beta-d-glucan	e	UNDEF	false
M_cellob_c	cellobiose	c	UNDEF	false
M_tre6p_c	alpha,alpha'-trehalose 6-phosphate	c	UNDEF	false
M_tre_c	alpha,alpha-trehalose	c	UNDEF	false
M_udxyl_c	UDP-D-xylose	c	UNDEF	false
M_adpglc_c	ADP-glucose	c	UNDEF	false
M_glycogen_c	glycogen	c	UNDEF	false
M_14glucan_c	1,4-alpha-d-glucan	c	UNDEF	false
M_star_c	starch(n)	c	UNDEF	false
M_dex_c	Dextrin	c	UNDEF	false
M_starr_c	starch(n-1)	c	UNDEF	false
M_mltiose_c	maltotriose	c	UNDEF	false
M_mlt_c	maltose	c	UNDEF	false
M_mltose_c	maltotetraose	c	UNDEF	false
M_chit_e	chitin	e	UNDEF	false
M_nag_e	N-Acetyl-D-glucosamine	e	UNDEF	false
M_chit_m	chitin	m	UNDEF	false
M_nag_m	n-acetyl-d-glucosamine	m	UNDEF	false
M_chit_c	chitin	c	UNDEF	false
M_nag_c	n-acetyl-d-glucosamine	c	UNDEF	false
M_chib_e	chitobiose	e	UNDEF	false
M_chib_m	chitobiose	m	UNDEF	false
M_chib_c	chitobiose	c	UNDEF	false
M_chito_c	chitosan	c	UNDEF	false
M_chito_e	chitosan	e	UNDEF	false
M_ac_e	acetate	e	UNDEF	false
M_chito_m	chitosan	m	UNDEF	false
M_naga1p_c	n-acetyl-d-glucosamine 1-phosphate	c	UNDEF	false
M_nag6p_c	N-Acetyl-D-glucosamine 6-phosphate	c	UNDEF	false
M_udpnag_c	udp-n-acetyl-d-glucosamine	c	UNDEF	false
M_nh3_c	ammonia	c	UNDEF	false
M_gln_c	l-glutamine	c	UNDEF	false
M_glu_c	l-glutamate	c	UNDEF	false
M_gdolmanp_c	GDP-4-dehydro-6-deoxy-D-mannose	c	UNDEF	false
M_hco3_c	hydrogencarbonate	c	UNDEF	false
M_malcoa_c	malonyl-coa	c	UNDEF	false
M_mmshy_m	(S)-Methylmalonate semialdehyde	m	UNDEF	false
M_hco3_m	hydrogencarbonate	m	UNDEF	false
M_ppacoa_m	propionyl-coa	m	UNDEF	false
M_lgt_c	(r)-s-lactoylglutathione	c	UNDEF	false
M_mgxl_c	methylglyoxal	c	UNDEF	false
M_gsh_c	glutathione	c	UNDEF	false
M_lac_c	(r)-lactate	c	UNDEF	false
M_lgt_m	(r)-s-lactoylglutathione	m	UNDEF	false
M_lac_m	(r)-lactate	m	UNDEF	false
M_gsh_m	glutathione	m	UNDEF	false
M_glx_c	glyoxylate	c	UNDEF	false
M_glya_c	glycolate	c	UNDEF	false
M_h2o_p	water	p	UNDEF	false
M_glx_p	glyoxylate	p	UNDEF	false
M_h_p	H+	p	UNDEF	false
M_mal_p	(s)-malate	p	UNDEF	false
M_hcit_c	2-hydroxybutane-1,2,4-tricarboxylate	c	UNDEF	false
M_aaccoa_p	acetoacetyl coenzyme a	p	UNDEF	false
M_icit_p	isocitrate	p	UNDEF	false
M_succ_p	succinate	p	UNDEF	false
M_oa_p	oxaloacetate	p	UNDEF	false
M_cit_p	citrate	p	UNDEF	false
M_rmecoa_m	(R)-Methylmalonyl-CoA	m	UNDEF	false
M_smecoa_m	(S)-Methylmalonyl-CoA	m	UNDEF	false
M_ppacoa_c	propionyl-coa	c	UNDEF	false
M_smecoa_c	(S)-Methylmalonyl-CoA	c	UNDEF	false
M_o2_m	oxygen	m	UNDEF	false
M_glya_m	glycolate	m	UNDEF	false
M_h2o2_m	hydrogen peroxide	m	UNDEF	false
M_glx_m	glyoxylate	m	UNDEF	false
M_o2_p	oxygen	p	UNDEF	false
M_glya_p	glycolate	p	UNDEF	false
M_h2o2_p	hydrogen peroxide	p	UNDEF	false
M_g_c	d-glycerate	c	UNDEF	false
M_3hpyr_c	3-hydroxypyruvate	c	UNDEF	false
M_ser_c	l-serine	c	UNDEF	false
M_gly_c	glycine	c	UNDEF	false
M_ser_m	l-serine	m	UNDEF	false
M_3hpyr_m	3-hydroxypyruvate	m	UNDEF	false
M_gly_m	glycine	m	UNDEF	false
M_ser_p	l-serine	p	UNDEF	false
M_3hpyr_p	3-hydroxypyruvate	p	UNDEF	false
M_gly_p	glycine	p	UNDEF	false
M_thf_c	tetrahydrofolate	c	UNDEF	false
M_metthf_c	5,10-methylenetetrahydrofolate	c	UNDEF	false
M_thf_m	tetrahydrofolate	m	UNDEF	false
M_metthf_m	5,10-methylenetetrahydrofolate	m	UNDEF	false
M_for_c	formate	c	UNDEF	false
M_procoa_m	Propanoyl-CoA	m	UNDEF	false
M_prpcoa_m	Propenoyl-CoA	m	UNDEF	false
M_procoa_c	Propanoyl-CoA	c	UNDEF	false
M_prpcoa_c	Propenoyl-CoA	c	UNDEF	false
M_hcoa_m	3-Hydroxypropionyl-CoA	m	UNDEF	false
M_prcoa_m	Propenoyl-CoA	m	UNDEF	false
M_hcoa_c	3-Hydroxypropionyl-CoA	c	UNDEF	false
M_prcoa_c	Propenoyl-CoA	c	UNDEF	false
M_3ocoa_m	3-Oxopropionyl-CoA	m	UNDEF	false
M_3ocoa_c	3-Oxopropionyl-CoA	c	UNDEF	false
M_malcoa_m	malonyl-coa	m	UNDEF	false
M_hyisocoa_c	(S)-3-hydroxy-isobutanoyl-CoA	c	UNDEF	false
M_hyisorate_c	3-Hydroxyisobutyrate	c	UNDEF	false
M_hyisocoa_m	(S)-3-hydroxy-isobutanoyl-CoA	m	UNDEF	false
M_hyisorate_m	3-Hydroxyisobutyrate	m	UNDEF	false
M_cccp_c	carboxybiotin-carboxyl-carrier protein	c	UNDEF	false
M_bccp_c	biotin-carboxyl-carrier protein	c	UNDEF	false
M_bala_m	beta-alanine	m	UNDEF	false
M_glu_m	l-glutamate	m	UNDEF	false
M_oppa_m	3-oxopropanoate;nalonate semialdehyde	m	UNDEF	false
M_succsal_m	succinate semialdehyde	m	UNDEF	false
M_gaba_m	4-aminobutanoate	m	UNDEF	false
M_gaba_c	4-aminobutanoate	c	UNDEF	false
M_aaccoa_c	acetoacetyl coenzyme a	c	UNDEF	false
M_hmgcoa_c	(s)-3-hydroxy-3-methylglutaryl-coa	c	UNDEF	false
M_aaccoa_m	acetoacetyl coenzyme a	m	UNDEF	false
M_hmgcoa_m	(s)-3-hydroxy-3-methylglutaryl-coa	m	UNDEF	false
M_acact_m	acetoacetate	m	UNDEF	false
M_acact_c	acetoacetate	c	UNDEF	false
M_aclac_m	2-acetolactate	m	UNDEF	false
M_obut_m	2-oxobutanoate	m	UNDEF	false
M_abut_m	(s)-2-aceto-2-hydroxybutanoate	m	UNDEF	false
M_pins_c	1-phosphatidyl-1d-myo-inositols	c	UNDEF	false
M_pinsp_c	1-phosphatidyl-1d-myo-inositol 3-phosphate	c	UNDEF	false
M_pins4p_c	1-phosphatidyl-1d-myo-inositol 4-phosphate	c	UNDEF	false
M_d45pi_c	1-phosphatidyl-1d-myo-inositol 4,5-bisphosphates	c	UNDEF	false
M_1p1dmi34b_c	1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate	c	UNDEF	false
M_ptpht_c	Phosphatidylinositol-3,4,5-trisphosphate	c	UNDEF	false
M_tpi_c	1D-myo-inositol 1,4,5-trisphosphate	c	UNDEF	false
M_dagly_c	1,2-Diacyl-sn-glycerol	c	UNDEF	false
M_dmi34b_m	D-myo-Inositol 3,4-bisphosphate	m	UNDEF	false
M_mi3p_m	1d-myo-inositol 3-phosphate	m	UNDEF	false
M_pyi35bp_c	1-phosphatidyl-1d-myo-inositol 3,5-bisphosphate	c	UNDEF	false
M_ip4_c	inositol 4-phosphate	c	UNDEF	false
M_ins_c	myo-inositol	c	UNDEF	false
M_mi3p_c	1d-myo-inositol 3-phosphate	c	UNDEF	false
M_cdpdg_c	cdpdiacylglycerol	c	UNDEF	false
M_cmp_c	cytidine-5'-monophosphate	c	UNDEF	false
M_i5p_c	Inositol 1,3,4,5,6-pentakisphosphate	c	UNDEF	false
M_i6p_c	Phytate;myo-Inositol hexakisphosphate	c	UNDEF	false
M_i3p_c	1D-myo-Inositol 1,3,4,5-tetrakisphosphate	c	UNDEF	false
M_i4p_c	Inositol 1,4,5,6-tetrakisphosphate	c	UNDEF	false
M_myocypi_c	1D-myo-inositol 1,2-cyclic phosphate	c	UNDEF	false
M_rib_c	D-ribose	c	UNDEF	false
M_xyl_c	D-xylose	c	UNDEF	false
M_xol_c	xylitol	c	UNDEF	false
M_larab_c	L-arabinose	c	UNDEF	false
M_laol_c	L-arabinitol	c	UNDEF	false
M_larabp_c	beta-L-Arabinose 1-phosphate	c	UNDEF	false
M_larab_m	L-arabinose	m	UNDEF	false
M_larabp_m	beta-L-Arabinose 1-phosphate	m	UNDEF	false
M_ribol_c	ribitol	c	UNDEF	false
M_oxal_c	oxalate	c	UNDEF	false
M_1dgali_e	1-alpha-D-Galactosyl-myo-inositol	e	UNDEF	false
M_ins_e	myo-inositol	e	UNDEF	false
M_asp_m	l-aspartate	m	UNDEF	false
M_asp_c	l-aspartate	c	UNDEF	false
M_akg_p	2-oxoglutarate	p	UNDEF	false
M_asp_p	l-aspartate	p	UNDEF	false
M_glu_p	l-glutamate	p	UNDEF	false
M_asn_c	l-asparagine	c	UNDEF	false
M_2oxate_c	2-Oxosuccinamate	c	UNDEF	false
M_2oxate_e	2-Oxosuccinamate	e	UNDEF	false
M_oa_e	oxaloacetate	e	UNDEF	false
M_nh3_e	ammonia	e	UNDEF	false
M_ala_c	L-alanine	c	UNDEF	false
M_citr_c	l-citrulline	c	UNDEF	false
M_argsucc_c	argininosuccinate	c	UNDEF	false
M_arg_c	l-arginine	c	UNDEF	false
M_fum_c	fumarate	c	UNDEF	false
M_imp_c	imp	c	UNDEF	false
M_asuc_c	n6-(1,2-dicarboxyethyl)-anp	c	UNDEF	false
M_cap_c	carbamoyl phosphate	c	UNDEF	false
M_caasp_c	n-carbamoyl-l-aspartate	c	UNDEF	false
M_cap_m	carbamoyl phosphate	m	UNDEF	false
M_caasp_m	n-carbamoyl-l-aspartate	m	UNDEF	false
M_nh3_m	ammonia	m	UNDEF	false
M_s1p5c_c	(S)-1-pyrroline-5-carboxylate	c	UNDEF	false
M_s1p5c_m	(S)-1-pyrroline-5-carboxylate	m	UNDEF	false
M_pram_c	5-phospho-d-ribosylamine	c	UNDEF	false
M_gln_m	l-glutamine	m	UNDEF	false
M_npran_c	n-(5-phospho-d-ribosyl)anthranilate	c	UNDEF	false
M_cpad5p_c	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	c	UNDEF	false
M_igp_c	1-(indol-3-yl)glycerol 3-phosphate	c	UNDEF	false
M_hisolp_c	l-histidinol phosphate	c	UNDEF	false
M_hisol_c	l-histidinol	c	UNDEF	false
M_basp_c	4-phospho-l-aspartate	c	UNDEF	false
M_aspsa_c	l-aspartate 4-semialdehyde	c	UNDEF	false
M_aspsa_m	l-aspartate 4-semialdehyde	m	UNDEF	false
M_hser_m	l-homoserine	m	UNDEF	false
M_hser_c	l-homoserine	c	UNDEF	false
M_phser_c	o-phospho-l-homoserine	c	UNDEF	false
M_phser_m	o-phospho-l-homoserine	m	UNDEF	false
M_thr_c	l-threonine	c	UNDEF	false
M_pht_m	o-phospho-4-hydroxy-l-threonine	m	UNDEF	false
M_hthr_m	4-hydroxy-l-threonine	m	UNDEF	false
M_pht_c	o-phospho-4-hydroxy-l-threonine	c	UNDEF	false
M_hthr_c	4-hydroxy-l-threonine	c	UNDEF	false
M_3pser_c	3-phospho-serine	c	UNDEF	false
M_php_m	3-phosphonooxypyruvate	m	UNDEF	false
M_3pser_m	3-phospho-serine	m	UNDEF	false
M_php_c	3-phosphonooxypyruvate	c	UNDEF	false
M_3pg_m	3-phospho-D-glycerate	m	UNDEF	false
M_aobut_c	2-amino-3-oxobutanoate	c	UNDEF	false
M_aobut_m	2-amino-3-oxobutanoate	m	UNDEF	false
M_thr_m	l-threonine	m	UNDEF	false
M_amievul_m	5-aminolevulinate	m	UNDEF	false
M_gly_e	glycine	e	UNDEF	false
M_o2_e	oxygen	e	UNDEF	false
M_glx_e	glyoxylate	e	UNDEF	false
M_h2o2_e	hydrogen peroxide	e	UNDEF	false
M_nh3_p	ammonia	p	UNDEF	false
M_ps_c	phosphatidylserine	c	UNDEF	false
M_fad_c	fad	c	UNDEF	false
M_cln_c	choline	c	UNDEF	false
M_fadh2_c	fadh2	c	UNDEF	false
M_betald_c	betaine aldehyde	c	UNDEF	false
M_fad_m	fad	m	UNDEF	false
M_cln_m	choline	m	UNDEF	false
M_fadh2_m	fadh2	m	UNDEF	false
M_betald_m	betaine aldehyde	m	UNDEF	false
M_fad_p	fad	p	UNDEF	false
M_cln_p	choline	p	UNDEF	false
M_fadh2_p	fadh2	p	UNDEF	false
M_betald_p	betaine aldehyde	p	UNDEF	false
M_hcys_c	l-homocysteine	c	UNDEF	false
M_llct_c	l-cystathionine	c	UNDEF	false
M_h2s_c	hydrogen sulfide	c	UNDEF	false
M_cys_c	l-cysteine	c	UNDEF	false
M_llct_m	l-cystathionine	m	UNDEF	false
M_cys_m	l-cysteine	m	UNDEF	false
M_trna_m	transfer RNA	m	UNDEF	false
M_lsertrna_m	L-Seryl-tRNA(Ser)	m	UNDEF	false
M_trna_c	transfer RNA	c	UNDEF	false
M_lsertrna_c	L-Seryl-tRNA(Ser)	c	UNDEF	false
M_tsulf_m	thiosulfate	m	UNDEF	false
M_oaser_m	o-acetyl-l-serine	m	UNDEF	false
M_scysn_m	s-sulfo-l-cysteine	m	UNDEF	false
M_h2s_m	hydrogen sulfide	m	UNDEF	false
M_tsulf_c	thiosulfate	c	UNDEF	false
M_rthio_c	reduced thioredoxin	c	UNDEF	false
M_oaser_c	o-acetyl-l-serine	c	UNDEF	false
M_slfi_c	sulfite	c	UNDEF	false
M_othio_c	oxidized thioredoxin	c	UNDEF	false
M_mthf_c	5-methyltetrahydrofolate	c	UNDEF	false
M_met_c	L-methionine	c	UNDEF	false
M_sam_c	s-adenosyl-l-methionine	c	UNDEF	false
M_dsam_c	s-adenosylmethioninamine	c	UNDEF	false
M_ptrsc_c	putrescine	c	UNDEF	false
M_sprmd_c	spermidine	c	UNDEF	false
M_mta_c	5'-methylthioadenosine	c	UNDEF	false
M_ad_c	adenine	c	UNDEF	false
M_mthrip_c	S-methyl-5-thio-alpha-D-ribose 1-phosphate	c	UNDEF	false
M_reol_c	5-Methylthio-5-deoxy-D-ribulose 1-phosphate	c	UNDEF	false
M_dkmtp_c	5-(methylthio)-2,3-dioxopentyl phosphate	c	UNDEF	false
M_dmpeno_c	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one	c	UNDEF	false
M_mtprop_c	3-nethylthiopropionate	c	UNDEF	false
M_co_c	carbon monoxide	c	UNDEF	false
M_mob_c	4-nethylthio-2-oxobutanoate	c	UNDEF	false
M_sah_c	s-adenosyl-l-homocysteine	c	UNDEF	false
M_adn_c	adenosine	c	UNDEF	false
M_oahser_c	o-acetyl-l-homoserine	c	UNDEF	false
M_osuhs_c	o-succinyl-l-homoserine	c	UNDEF	false
M_succ_c	succinate	c	UNDEF	false
M_obut_c	2-oxobutanoate	c	UNDEF	false
M_3sulala_c	3-sulfino-l-alanine	c	UNDEF	false
M_mrpyr_m	nercaptopyruvate	m	UNDEF	false
M_mrpyr_c	nercaptopyruvate	c	UNDEF	false
M_slpyr_c	3-sulfopyruvate	c	UNDEF	false
M_cyse_c	l-cysteate	c	UNDEF	false
M_slpyr_m	3-sulfopyruvate	m	UNDEF	false
M_cyse_m	l-cysteate	m	UNDEF	false
M_3sulpyr_c	3-Sulfinylpyruvate	c	UNDEF	false
M_3sulala_m	3-sulfino-l-alanine	m	UNDEF	false
M_3sulpyr_m	3-Sulfinylpyruvate	m	UNDEF	false
M_slfi_m	sulfite	m	UNDEF	false
M_metso_c	l-nethionine s-oxide	c	UNDEF	false
M_mtrip_c	s-nethyl-5-thio-d-ribose 1-phosphate	c	UNDEF	false
M_4mop_c	4-methyl-2-oxopentanoate	c	UNDEF	false
M_leu_c	l-leucine	c	UNDEF	false
M_4mop_m	4-methyl-2-oxopentanoate	m	UNDEF	false
M_leu_m	l-leucine	m	UNDEF	false
M_omval_c	(s)-3-nethyl-2-oxopentanoate	c	UNDEF	false
M_ile_c	l-isoleucine	c	UNDEF	false
M_omval_m	(s)-3-nethyl-2-oxopentanoate	m	UNDEF	false
M_ile_m	l-isoleucine	m	UNDEF	false
M_oival_c	(r)-2-oxoisovalerate	c	UNDEF	false
M_val_c	l-valine	c	UNDEF	false
M_val_m	l-valine	m	UNDEF	false
M_oival_m	(r)-2-oxoisovalerate	m	UNDEF	false
M_ivacoa_m	3-isovaleryl-coa	m	UNDEF	false
M_isocoa_m	isobutyryl-coa	m	UNDEF	false
M_mbcoa_m	2-methylbutanoyl-CoA	m	UNDEF	false
M_mcrcoa_m	3-nethylcrotonyl-coa	m	UNDEF	false
M_mcrocoa_m	2-methylcrotonoyl-coa	m	UNDEF	false
M_maclcoa_m	nethacrylyl-coa	m	UNDEF	false
M_maclcoa_c	nethacrylyl-coa	c	UNDEF	false
M_mcrocoa_c	2-methylcrotonoyl-coa	c	UNDEF	false
M_metbycoa_c	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA	c	UNDEF	false
M_metbycoa_m	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA	m	UNDEF	false
M_mcecoa_c	2-Methylacetoacetyl-CoA	c	UNDEF	false
M_mcecoa_m	2-Methylacetoacetyl-CoA	m	UNDEF	false
M_mmshy_c	(S)-Methylmalonate semialdehyde	c	UNDEF	false
M_methate_c	Methylmalonate	c	UNDEF	false
M_methate_m	Methylmalonate	m	UNDEF	false
M_3ibate_m	L-3-Amino-isobutanoate	m	UNDEF	false
M_mcrcoa_c	3-nethylcrotonyl-coa	c	UNDEF	false
M_mgcoa_c	trans-3-methylglutaconyl-coa	c	UNDEF	false
M_mgcoa_m	trans-3-methylglutaconyl-coa	m	UNDEF	false
M_ippmal_c	2-isopropylmalate	c	UNDEF	false
M_ppmal_c	2-isopropylmaleate	c	UNDEF	false
M_cbhcap_c	(S)-2-Isopropylmalate	c	UNDEF	false
M_oicap_c	(2s)-2-isopropyl-3-oxosuccinate	c	UNDEF	false
M_hmobut_m	3-Hydroxy-3-methyl-2-oxobutanoate	m	UNDEF	false
M_dmbut_m	(R)-2,3-Dihydroxy-3-methylbutanoate	m	UNDEF	false
M_dmvat_m	(r)-2,3-dihydroxy-3-methylvalerate	m	UNDEF	false
M_hcit_m	2-hydroxybutane-1,2,4-tricarboxylate	m	UNDEF	false
M_hacn_m	but-1-ene-1,2,4-tricarboxylate	m	UNDEF	false
M_hicit_m	homoisocitrate	m	UNDEF	false
M_aka_m	2-oxoadipate	m	UNDEF	false
M_kyn_c	l-kynurenine	c	UNDEF	false
M_apebu_c	4-(2-aminophenyl)-2,4-dioxobutanoate	c	UNDEF	false
M_amasa_m	l-2-aminoadipate 6-semialdehyde	m	UNDEF	false
M_ama_m	l-2-aminoadipate	m	UNDEF	false
M_amasa_c	l-2-aminoadipate 6-semialdehyde	c	UNDEF	false
M_sacp_c	l-saccharopine	c	UNDEF	false
M_lys_c	l-lysine	c	UNDEF	false
M_aka_c	2-oxoadipate	c	UNDEF	false
