rxnid	compartment	direction	gfdir	type	basecost	forward_cost	reverse_cost	complexes
rxn06255	c	=		gapfilling	5	0	-8.44667	
rxn06258	c	=		gapfilling	4	0	0.3473	
rxn06262	c	=		gapfilling	5	0	0	
rxn06263	c	=		gapfilling	5	0	0	
rxn06276	c	=		gapfilling	7	0	0	
rxn06278	c	=		gapfilling	4	2.5877	0	
rxn06280	c	=		gapfilling	4	0	0.39	
rxn06281	c	=		gapfilling	4	0	0	
rxn06282	c	=		gapfilling	5	0	0.9403	
rxn06284	c	=		gapfilling	5	1.9793	0	
rxn06285	c	=		gapfilling	5	0	-0.42	
rxn06290	c	=		gapfilling	5	0	0	
rxn06293	c	=		gapfilling	5	0	-0.42	
rxn06295	c	=		gapfilling	5	0	0.6257	
rxn06296	c	=		gapfilling	5	0	0.6386	
rxn06297	c	=		gapfilling	5	0	0	
rxn06298	c	=		gapfilling	5	0	-0.268	
rxn06300	c	=		gapfilling	4	0	0.39	
rxn06304	c	=		gapfilling	5	0	0	
rxn06306	c	=		gapfilling	5	0	0	
rxn06312	c	=		gapfilling	6	0	0	
rxn06313	c	=		gapfilling	4	0	0.6386	
rxn06314	c	=		gapfilling	4	0	0	
rxn06316	c	=		gapfilling	4	0	0	
rxn06317	c	=		gapfilling	4	0	-18.1653	
rxn06322	c	=		gapfilling	5	0	0	
rxn06323	c	=		gapfilling	5	0	0	
rxn06325	c	=		gapfilling	5	0	0	
rxn06326	c	=		gapfilling	5	0	0.7683	
rxn06328	c	=		gapfilling	5	0	0.6887	
rxn06329	c	=		gapfilling	5	0	0	
rxn06338	c	=		gapfilling	5	0	0	
rxn06341	c	=		gapfilling	5	0	0	
rxn06345	c	=		gapfilling	5	0	-10.008	
rxn06346	c	=		gapfilling	5	0	-10.008	
rxn06347	c	=		gapfilling	5	0	0	
rxn06348	c	=		gapfilling	4	0	-0.389	
rxn06349	c	=		gapfilling	5	0	0.6887	
rxn06353	c	=		gapfilling	5	0	0	
rxn06355	c	=		gapfilling	5	0	0	
rxn06356	c	=		gapfilling	5	0	0.7683	
rxn06357	c	=		gapfilling	5	0	0	
rxn06359	c	=		gapfilling	6	0	0	
rxn06364	c	=		gapfilling	5	0	0	
rxn06365	c	=		gapfilling	4	0	0	
rxn06366	c	=		gapfilling	4	0	0	
rxn06367	c	=		gapfilling	4	0	0.7683	
rxn06372	c	=		gapfilling	5	0	-1.042	
rxn06373	c	=		gapfilling	5	0	-0.735	
rxn06376	c	=		gapfilling	4	0	0	
rxn06379	c	=		gapfilling	4	0	0.6386	
rxn06381	c	=		gapfilling	7	0	0	
rxn06382	c	=		gapfilling	6	0	0	
rxn06383	c	=		gapfilling	5	0	0	
rxn06384	c	=		gapfilling	5	0	0.7683	
rxn06385	c	=		gapfilling	4	0	0.7683	
rxn06386	c	=		gapfilling	4	0	0.6386	
rxn06387	c	=		gapfilling	4	0	0.5714	
rxn06388	c	=		gapfilling	4	0	0	
rxn06389	c	=		gapfilling	4	0	0	
rxn06390	c	=		gapfilling	5	0	0.657	
rxn06391	c	=		gapfilling	5	0	0.5187	
rxn06392	c	=		gapfilling	5	0	0.6757	
rxn06393	c	=		gapfilling	5	0	0	
rxn06394	c	=		gapfilling	5	1.3113	0	
rxn06396	c	=		gapfilling	5	0	0	
rxn06397	c	=		gapfilling	5	0	0	
rxn06398	c	=		gapfilling	5	0	0.7683	
rxn06399	c	=		gapfilling	5	0	0	
rxn06400	c	=		gapfilling	5	0	0	
rxn06402	c	=		gapfilling	4	0	0	
rxn06403	c	=		gapfilling	4	0	0.6887	
rxn06404	c	=		gapfilling	5	0	0.9403	
rxn06409	c	=		gapfilling	5	0	0	
rxn06412	c	=		gapfilling	5	0	0	
rxn06416	c	=		gapfilling	5	0	0	
rxn06417	c	=		gapfilling	5	0	0	
rxn06424	c	=		gapfilling	5	0	0	
rxn06425	c	=		gapfilling	5	0	0.7906	
rxn06432	c	=		gapfilling	4	0	0.39	
rxn06434	c	=		gapfilling	4	0	0.39	
rxn06435	c	=		gapfilling	4	0	0.39	
rxn06437	c	=		gapfilling	4	0	0.39	
rxn06438	c	=		gapfilling	4	0	0.39	
rxn06439	c	=		gapfilling	4	0	0.39	
rxn06440	c	=		gapfilling	4	0	0.39	
rxn06441	c	=		gapfilling	4	0	0.39	
rxn06443	c	=		gapfilling	4	0	0.39	
rxn06444	c	=		gapfilling	4	0	0.39	
rxn06445	c	=		gapfilling	4	0	0.39	
rxn06446	c	=		gapfilling	4	0	0.266	
rxn06447	c	=		gapfilling	4	0	0.266	
rxn06448	c	=		gapfilling	4	0	0.39	
rxn06449	c	=		gapfilling	4	0	0.39	
rxn06451	c	=		gapfilling	7	0	0	
rxn06452	c	=		gapfilling	5	0	0	
rxn06453	c	=		gapfilling	5	0	0	
rxn06458	c	=		gapfilling	5	0	0	
rxn06459	c	=		gapfilling	5	0	0	
rxn06461	c	=		gapfilling	5	0	-0.1123	
rxn06465	c	=		gapfilling	5	0	-0.986	
rxn06468	c	=		gapfilling	6	0	0	
rxn06472	c	=		gapfilling	4	0	0.686	
rxn06476	c	=		gapfilling	5	0	0.5946	
rxn06478	c	=		gapfilling	5	0	0.5946	
rxn06484	c	=		gapfilling	5	0	-0.42	
rxn06485	c	=		gapfilling	5	0	0	
rxn06487	c	=		gapfilling	5	0	0	
rxn06488	c	=		gapfilling	5	0	0	
rxn06489	c	=		gapfilling	5	0	0.5277	
rxn06490	c	=		gapfilling	5	0	0	
rxn06499	c	=		gapfilling	5	0	0	
rxn06503	c	=		gapfilling	5	0	0	
rxn06507	c	=		gapfilling	5	0	0	
rxn06509	c	=		gapfilling	5	0	0.711	
rxn06514	c	=		gapfilling	5	0	0	
rxn06515	c	=		gapfilling	4	0	-0.42	
rxn06517	c	=		gapfilling	6	0	0	
rxn06522	c	=		gapfilling	4	0	0.5277	
rxn06524	c	=		gapfilling	5	0	-8.19467	
rxn06525	c	=		gapfilling	5	0	0	
rxn06527	c	=		gapfilling	4	0	0.237	
rxn06528	c	=		gapfilling	6	0	0	
rxn06531	c	=		gapfilling	5	0	0	
rxn06537	c	=		gapfilling	5	0	-0.42	
rxn06538	c	=		gapfilling	4	0	0	
rxn06539	c	=		gapfilling	5	0	0	
rxn06540	c	=		gapfilling	5	0	0	
rxn06542	c	=		gapfilling	5	0	0	
rxn06545	c	=		gapfilling	5	0	0	
rxn06546	c	=		gapfilling	5	0	0.698	
rxn06547	c	=		gapfilling	4	2.8559	0	
rxn06549	c	=		gapfilling	5	0	0.4706	
rxn06550	c	=		gapfilling	5	0	0.7683	
rxn06551	c	=		gapfilling	6	0	0	
rxn06554	c	=		gapfilling	6	0	0.574	
rxn06555	c	=		gapfilling	6	0	0.574	
rxn06556	c	=		gapfilling	4	0	0.4243	
rxn06558	c	=		gapfilling	4	0	0	
rxn06559	c	=		gapfilling	5	0	0.6386	
rxn06560	c	=		gapfilling	5	0	0	
rxn06561	c	=		gapfilling	5	0	-8.20997	
rxn06565	c	=		gapfilling	5	0	0	
rxn06567	c	=		gapfilling	5	0	0.6317	
rxn06570	c	=		gapfilling	5	0	-0.42	
rxn06573	c	=		gapfilling	5	0	0	
rxn06574	c	=		gapfilling	5	0	0	
rxn06575	c	=		gapfilling	6	3.603	0	
rxn06576	c	=		gapfilling	5	0	-9.828	
rxn06577	c	=		gapfilling	5	0	0	
rxn06578	c	=		gapfilling	4	0	-0.37	
rxn06581	c	=		gapfilling	6	0	0	
rxn06582	c	=		gapfilling	5	0	0	
rxn06584	c	=		gapfilling	5	0	0.5483	
rxn06588	c	=		gapfilling	5	0	0	
rxn06592	c	=		gapfilling	4	0	-0.389	
rxn06595	c	=		gapfilling	6	0	0	
rxn06601	c	=		gapfilling	4	0	0	
rxn06602	c	=		gapfilling	5	0	-0.42	
rxn06607	c	=		gapfilling	5	0	0.7514	
rxn06608	c	=		gapfilling	5	0	0	
rxn06610	c	=		gapfilling	4	0	0.7683	
rxn06614	c	=		gapfilling	5	0	0	
rxn06615	c	=		gapfilling	5	0	0	
rxn06616	c	=		gapfilling	5	0	0.5946	
rxn06620	c	=		gapfilling	5	0	-0.154	
rxn06621	c	=		gapfilling	5	0	0.0316000000000001	
rxn06624	c	=		gapfilling	5	0	0	
rxn06625	c	=		gapfilling	5	0	-1.27827	
rxn06626	c	=		gapfilling	4	0	0.5946	
rxn06630	c	=		gapfilling	5	0	0	
rxn06631	c	=		gapfilling	4	0	0	
rxn06633	c	=		gapfilling	5	0	0	
rxn06634	c	=		gapfilling	5	0	0.949	
rxn06636	c	=		gapfilling	5	0	0.2696	
rxn06641	c	=		gapfilling	5	2.7299	0	
rxn06645	c	=		gapfilling	5	0	0	
rxn06647	c	=		gapfilling	5	0	-1.0976	
rxn06648	c	=		gapfilling	5	2.7299	0	
rxn06649	c	=		gapfilling	5	0	0.5946	
rxn06652	c	=		gapfilling	4	0	0	
rxn06653	c	=		gapfilling	5	0	0	
rxn06655	c	=		gapfilling	5	32.5997	0	
rxn06656	c	=		gapfilling	5	0	0	
rxn06658	c	=		gapfilling	5	0	0.5277	
rxn06660	c	=		gapfilling	5	0	0.5946	
rxn06661	c	=		gapfilling	4	0	-1.6342	
rxn06663	c	=		gapfilling	4	0	0	
rxn06664	c	=		gapfilling	4	0	0.6386	
rxn06665	c	=		gapfilling	5	0	0.6427	
rxn06666	c	=		gapfilling	4	0	0.6386	
rxn06669	c	=		gapfilling	4	0	0.3646	
rxn06671	c	=		gapfilling	4	0	0	
rxn06677	c	=		gapfilling	4	0	-0.389	
rxn06678	c	=		gapfilling	4	0	-0.389	
rxn06680	c	=		gapfilling	5	0	0	
rxn06681	c	=		gapfilling	5	0	0	
rxn06682	c	=		gapfilling	4	0	0.7683	
rxn06683	c	=		gapfilling	5	0	0	
rxn06684	c	=		gapfilling	5	0	0	
rxn06685	c	=		gapfilling	6	0	0	
rxn06686	c	=		gapfilling	4	0	0.6386	
rxn06690	c	=		gapfilling	5	0	0	
rxn06694	c	=		gapfilling	5	0	0	
rxn06695	c	=		gapfilling	5	0	0.2703	
rxn06696	c	=		gapfilling	5	0	0	
rxn06700	c	=		gapfilling	4	0	0	
rxn06701	c	=		gapfilling	6	0	0.6887	
rxn06704	c	=		gapfilling	4	0	0	
rxn06709	c	=		gapfilling	5	0	0	
rxn06710	c	=		gapfilling	5	0	0	
rxn06711	c	=		gapfilling	5	0	0	
rxn06713	c	=		gapfilling	5	0	0.6887	
rxn06716	c	=		gapfilling	4	0	0.7683	
rxn06717	c	=		gapfilling	5	0	0	
rxn06719	c	=		gapfilling	6	0	0	
rxn06720	c	=		gapfilling	5	0	0.7683	
rxn06721	c	=		gapfilling	4	0	0	
rxn06725	c	=		gapfilling	5	0	0	
rxn06726	c	=		gapfilling	5	0	0.346	
rxn06727	c	=		gapfilling	5	0	0.346	
rxn06728	c	=		gapfilling	5	0	0	
rxn06731	c	=		gapfilling	5	0	0	
rxn06733	c	=		gapfilling	5	0	0	
rxn06734	c	=		gapfilling	5	0	0.346	
rxn06735	c	=		gapfilling	5	0	0	
rxn06736	c	=		gapfilling	5	0	0	
rxn06737	c	=		gapfilling	5	0	0.6887	
rxn06740	c	=		gapfilling	5	0	0	
rxn06741	c	=		gapfilling	5	0	0	
rxn06742	c	=		gapfilling	5	0	0.346	
rxn06743	c	=		gapfilling	5	0	0	
rxn06748	c	=		gapfilling	5	0	0	
rxn06749	c	=		gapfilling	5	0	0	
rxn06750	c	=		gapfilling	5	0	0	
rxn06751	c	=		gapfilling	6	0	0.6887	
rxn06752	c	=		gapfilling	5	0	0.6887	
rxn06753	c	=		gapfilling	5	0	0	
rxn06757	c	=		gapfilling	5	0	0	
rxn06758	c	=		gapfilling	5	0	0	
rxn06759	c	=		gapfilling	5	0	0	
rxn06760	c	=		gapfilling	5	1.3113	0	
rxn06763	c	=		gapfilling	5	0	0	
rxn06764	c	=		gapfilling	5	0	0	
rxn06769	c	=		gapfilling	5	0	0	
rxn06770	c	=		gapfilling	6	0	0	
rxn06771	c	=		gapfilling	6	0	0	
rxn06772	c	=		gapfilling	5	0	0	
rxn06773	c	=		gapfilling	5	0	0	
rxn06774	c	=		gapfilling	5	0	0	
rxn06784	c	=		gapfilling	6	2.69265	0	
rxn06785	c	=		gapfilling	6	2.69265	0	
rxn06798	c	=		gapfilling	4	0	-0.6313	
rxn06804	c	=		gapfilling	4	0	0	
rxn06805	c	=		gapfilling	4	3.387	0	
rxn06817	c	=		gapfilling	5	0	0	
rxn06820	c	=		gapfilling	5	0	0	
rxn06822	c	=		gapfilling	4	0	0	
rxn06823	c	=		gapfilling	4	0	0.6887	
rxn06824	c	=		gapfilling	6	0	0.5946	
rxn06836	c	=		gapfilling	6	0	0	
rxn06837	c	=		gapfilling	4	0	0	
rxn06838	c	=		gapfilling	6	0	0	
rxn06843	c	=		gapfilling	5	0	0	
rxn06849	c	=		gapfilling	5	0	0	
rxn06854	c	=		gapfilling	4	0	0	
rxn06856	c	=		gapfilling	5	0	0	
rxn06857	c	=		gapfilling	5	0	0	
rxn06858	c	=		gapfilling	4	0	0	
rxn06860	c	=		gapfilling	4	0	-0.389	
rxn06864	c	=		gapfilling	4	0	-1.864	
rxn06869	c	=		gapfilling	5	0	0	
rxn06870	c	=		gapfilling	5	0	0	
rxn06871	c	=		gapfilling	5	0	-0.42	
rxn06882	c	=		gapfilling	6	0	0.3646	
rxn06883	c	=		gapfilling	4	0	-0.389	
rxn06887	c	=		gapfilling	5	0	0	
rxn06888	c	=		gapfilling	4	22.6726	0	
rxn06893	c	=		gapfilling	5	0	0	
rxn06897	c	=		gapfilling	5	0	0	
rxn06900	c	=		gapfilling	5	0	0	
rxn06904	c	=		gapfilling	5	0	0	
rxn06905	c	=		gapfilling	4	0	-0.1923	
rxn06906	c	=		gapfilling	5	0	0	
rxn06907	c	=		gapfilling	5	0	0	
rxn06908	c	=		gapfilling	5	0	0	
rxn06910	c	=		gapfilling	6	0	0	
rxn06913	c	=		gapfilling	6	0	-7.73597	
rxn06926	c	=		gapfilling	5	0	0	
rxn06932	c	=		gapfilling	6	0	-0.3	
rxn06933	c	=		gapfilling	5	0	0	
rxn06934	c	=		gapfilling	4	0	-0.389	
rxn06935	c	=		gapfilling	5	0	0	
rxn06936	c	=		gapfilling	4	0	0.39	
rxn06947	c	=		gapfilling	5	0	0	
rxn06953	c	=		gapfilling	6	0	0	
rxn06966	c	=		gapfilling	6	0	0	
rxn06968	c	=		gapfilling	5	0	1.1487	
rxn06969	c	=		gapfilling	5	0	0.5714	
rxn06972	c	=		gapfilling	4	0	0	
rxn06976	c	=		gapfilling	4	0	0	
rxn06977	c	=		gapfilling	4	0	0	
rxn06981	c	=		gapfilling	5	0	0	
rxn06982	c	=		gapfilling	5	0	0	
rxn06983	c	=		gapfilling	4	0	-0.389	
rxn06984	c	=		gapfilling	4	0	-6.06907	
rxn06990	c	=		gapfilling	6	0	0	
rxn06991	c	=		gapfilling	6	0	-3.6109	
rxn07053	c	=		gapfilling	4	0	-1.17827	
rxn07056	c	=		gapfilling	4	0	0.5277	
rxn07059	c	=		gapfilling	6	2.0547	0	
rxn07098	c	=		gapfilling	4	0	0	
rxn07099	c	=		gapfilling	4	0	0.0417	
rxn07100	c	=		gapfilling	4	0	0	
rxn07108	c	=		gapfilling	4	0	0	
rxn07111	c	=		gapfilling	4	0	0.6386	
rxn07112	c	=		gapfilling	4	0	0.6386	
rxn07113	c	=		gapfilling	4	0	0	
rxn07115	c	=		gapfilling	4	0	-18.1263	
rxn07116	c	=		gapfilling	4	0	-18.1653	
rxn07118	c	=		gapfilling	4	0	-8.58267	
rxn07122	c	=		gapfilling	4	0	-0.944	
rxn07128	c	=		gapfilling	4	0	0	
rxn07129	c	=		gapfilling	4	0	0	
rxn07130	c	=		gapfilling	4	0	0	
rxn07136	c	=		gapfilling	4	0	0	
rxn07137	c	=		gapfilling	4	0	0	
rxn07138	c	=		gapfilling	4	0	0	
rxn07140	c	=		gapfilling	4	0	0	
rxn07141	c	=		gapfilling	4	0	0	
rxn07151	c	=		gapfilling	4	0	0	
rxn07153	c	=		gapfilling	4	0	-0.942	
rxn07157	c	=		gapfilling	4	0	-1.064	
rxn07169	c	=		gapfilling	5	0	0	
rxn07173	c	=		gapfilling	4	0	0.6386	
rxn07174	c	=		gapfilling	4	0	0.7683	
rxn07177	c	=		gapfilling	5	0	0	
rxn07181	c	=		gapfilling	5	0	0	
rxn07189	c	=		gapfilling	5	0	0	
rxn07193	c	=		gapfilling	6	0	0	
rxn07199	c	=		gapfilling	7	0	0	
rxn07200	c	=		gapfilling	5	0	0	
rxn07204	c	=		gapfilling	5	0	-6.19142	
rxn07215	c	=		gapfilling	6	0	0	
rxn07217	c	=		gapfilling	5	0	-9.1288	
rxn07218	c	=		gapfilling	5	0	-2.5473	
rxn07219	c	=		gapfilling	5	0	-0.2743	
rxn07221	c	=		gapfilling	5	0	0	
rxn07222	c	=		gapfilling	5	0	0	
rxn07223	c	=		gapfilling	5	0	0	
rxn07225	c	=		gapfilling	5	0	0	
rxn07230	c	=		gapfilling	5	0	0.7683	
rxn07239	c	=		gapfilling	5	0	0	
rxn07240	c	=		gapfilling	5	0	0	
rxn07241	c	=		gapfilling	5	0	0	
rxn07250	c	=		gapfilling	5	0	-10.9344	
rxn07251	c	=		gapfilling	5	0	-0.256	
rxn07252	c	=		gapfilling	5	0	-0.256	
rxn07256	c	=		gapfilling	4	0	0	
rxn07257	c	=		gapfilling	4	0	0.6427	
rxn07258	c	=		gapfilling	4	0	0.6427	
rxn07259	c	=		gapfilling	4	0	0.6386	
rxn07260	c	=		gapfilling	4	0	0.7683	
rxn07261	c	=		gapfilling	4	0	0	
rxn07262	c	=		gapfilling	4	0	0.6427	
rxn07263	c	=		gapfilling	4	0	0	
rxn07264	c	=		gapfilling	4	0	0	
rxn07265	c	=		gapfilling	4	0	0.6427	
rxn07266	c	=		gapfilling	4	0	0	
rxn07267	c	=		gapfilling	4	0	0	
rxn07268	c	=		gapfilling	5	0	0	
rxn07271	c	=		gapfilling	4	0	0	
rxn07272	c	=		gapfilling	4	0	0	
rxn07273	c	=		gapfilling	4	0	-0.357	
rxn07274	c	=		gapfilling	4	0	-8.43867	
rxn07278	c	=		gapfilling	4	0	-8.43867	
rxn07280	c	=		gapfilling	4	0	-0.357	
rxn07285	c	=		gapfilling	4	0	-8.43867	
rxn07286	c	=		gapfilling	4	0	-8.43867	
rxn07287	c	=		gapfilling	4	0	-8.43867	
rxn07288	c	=		gapfilling	4	0	-8.38867	
rxn07289	c	=		gapfilling	4	0	-8.38867	
rxn07290	c	=		gapfilling	4	0	-8.38867	
rxn07298	c	=		gapfilling	14	2.25	0	
rxn07308	c	=		gapfilling	5	0	0	
rxn07309	c	=		gapfilling	5	0	-0.252	
rxn07310	c	=		gapfilling	5	0	0	
rxn07312	c	=		gapfilling	4	0	-0.986	
rxn07314	c	=		gapfilling	4	0	-0.03	
rxn07315	c	=		gapfilling	4	0	0.118	
rxn07319	c	=		gapfilling	4	0	-0.754	
rxn07324	c	=		gapfilling	4	0	-0.688	
rxn07325	c	=		gapfilling	4	0	1.034	
rxn07328	c	=		gapfilling	4	0	0.118	
rxn07331	c	=		gapfilling	4	0	-1.181	
rxn07332	c	=		gapfilling	4	0	-1.064	
rxn07333	c	=		gapfilling	4	0	-0.205	
rxn07334	c	=		gapfilling	4	0	-0.205	
rxn07335	c	=		gapfilling	4	0	-1.064	
rxn07336	c	=		gapfilling	5	0	0	
rxn07337	c	=		gapfilling	5	0	0	
rxn07341	c	=		gapfilling	6	4.3853	0	
rxn07342	c	=		gapfilling	6	4.3853	0	
rxn07343	c	=		gapfilling	5	0	0	
rxn07344	c	=		gapfilling	6	0	0	
rxn07345	c	=		gapfilling	4	0	-7.04397	
rxn07346	c	=		gapfilling	4	0	0.0767	
rxn07347	c	=		gapfilling	4	0	0.1747	
rxn07349	c	=		gapfilling	6	2.69265	0	
rxn07350	c	=		gapfilling	4	0	0.1747	
rxn07352	c	=		gapfilling	4	0	0	
rxn07353	c	=		gapfilling	4	0	0.5427	
rxn07354	c	=		gapfilling	6	3.17465	0	
rxn07355	c	=		gapfilling	4	0	0	
rxn07356	c	=		gapfilling	4	0	-8.21767	
rxn07357	c	=		gapfilling	4	0	-8.21767	
rxn07358	c	=		gapfilling	4	0	0	
rxn07359	c	=		gapfilling	4	0	0.5427	
rxn07360	c	=		gapfilling	4	0	0	
rxn07363	c	=		gapfilling	4	0	0.1747	
rxn07365	c	=		gapfilling	6	3.17465	0	
rxn07366	c	=		gapfilling	4	0	0	
rxn07367	c	=		gapfilling	4	0	0.5427	
rxn07368	c	=		gapfilling	4	0	-8.21767	
rxn07369	c	=		gapfilling	4	0	-8.21767	
rxn07370	c	=		gapfilling	4	0	0.5427	
rxn07371	c	=		gapfilling	6	0	-1.60065	
rxn07374	c	=		gapfilling	4	0	0.1747	
rxn07405	c	=		gapfilling	4	0	0	
rxn07406	c	=		gapfilling	4	0	0	
rxn07407	c	=		gapfilling	4	0	-2.498	
rxn07413	c	=		gapfilling	5	0	0.7683	
rxn07414	c	=		gapfilling	5	0	0.7683	
rxn07415	c	=		gapfilling	5	0	0.7683	
rxn07428	c	=		gapfilling	6	0	0	
rxn07429	c	=		gapfilling	5	0	-1.40227	
rxn07437	c	=		gapfilling	6	0	0	
rxn07439	c	=		gapfilling	6	0	0	
rxn07443	c	=		gapfilling	7	0	0	
rxn07444	c	=		gapfilling	5	0	0	
rxn07445	c	=		gapfilling	4	0	-0.1783	
rxn07446	c	=		gapfilling	5	0	-2.487	
rxn07447	c	=		gapfilling	5	0	0.2927	
rxn07448	c	=		gapfilling	5	0	0.2927	
rxn07449	c	=		gapfilling	4	0	0	
rxn07450	c	=		gapfilling	4	0	1.52795	
rxn07452	c	=		gapfilling	5	2.852	0	
rxn07453	c	=		gapfilling	6	0	-2.4587	
rxn07454	c	=		gapfilling	4	0	-2.4587	
rxn07456	c	=		gapfilling	5	0	0.3466	
rxn07462	c	=		gapfilling	6	0	0	
rxn07463	c	=		gapfilling	6	0	0	
rxn07464	c	=		gapfilling	6	0	0	
rxn07465	c	=		gapfilling	5	0	0.691	
rxn07466	c	=		gapfilling	5	0	0	
rxn07472	c	=		gapfilling	4	0	-6.15707	
rxn07473	c	=		gapfilling	4	0	1.101	
rxn07474	c	=		gapfilling	4	0	0	
rxn07475	c	=		gapfilling	4	0	0	
rxn07476	c	=		gapfilling	4	0	0	
rxn07477	c	=		gapfilling	5	0	0	
rxn07479	c	=		gapfilling	4	0	-0.418	
rxn07480	c	=		gapfilling	4	0	-8.25767	
rxn07481	c	=		gapfilling	4	0	0.0196999999999999	
rxn07482	c	=		gapfilling	4	0	0.0196999999999999	
rxn07483	c	=		gapfilling	5	0	0	
rxn07484	c	=		gapfilling	5	0	0	
rxn07485	c	=		gapfilling	5	0	0	
rxn07486	c	=		gapfilling	4	0	-0.389	
rxn07487	c	=		gapfilling	4	0	0	
rxn07488	c	=		gapfilling	4	0	0	
rxn07489	c	=		gapfilling	4	0	0.7683	
rxn07490	c	=		gapfilling	4	0	0	
rxn07491	c	=		gapfilling	4	0	0	
rxn07493	c	=		gapfilling	4	0	0	
rxn07494	c	=		gapfilling	5	0	0	
rxn07495	c	=		gapfilling	4	0	0.4277	
rxn07498	c	=		gapfilling	4	0	-6.15707	
rxn07505	c	=		gapfilling	4	0	-1.16107	
rxn07515	c	=		gapfilling	4	0	-6.15707	
rxn07516	c	=		gapfilling	4	0	-8.83107	
rxn07517	c	=		gapfilling	4	0	-0.244	
rxn07518	c	=		gapfilling	4	0	-6.06907	
rxn07519	c	=		gapfilling	4	0	-0.5869	
rxn07521	c	=		gapfilling	5	0	-2.9798	
rxn07522	c	=		gapfilling	4	0	-3.0165	
rxn07523	c	=		gapfilling	4	0	-8.58267	
rxn07524	c	=		gapfilling	4	0	-8.58267	
rxn07525	c	=		gapfilling	4	0	-8.66567	
rxn07527	c	=		gapfilling	4	0	0	
rxn07528	c	=		gapfilling	4	0	-8.76967	
rxn07529	c	=		gapfilling	4	0	-8.61867	
rxn07532	c	=		gapfilling	4	0	0	
rxn07533	c	=		gapfilling	4	0	0.6386	
rxn07534	c	=		gapfilling	4	0	0	
rxn07535	c	=		gapfilling	4	0	0.6386	
rxn07537	c	=		gapfilling	4	0	-0.1077	
rxn07538	c	=		gapfilling	4	0	0	
rxn07539	c	=		gapfilling	4	2.755	0	
rxn07541	c	=		gapfilling	5	0	0	
rxn07542	c	=		gapfilling	4	0	-0.5877	
rxn07543	c	=		gapfilling	4	0	0	
rxn07544	c	=		gapfilling	4	0	0.356	
rxn07545	c	=		gapfilling	4	0	0.6386	
rxn07550	c	=		gapfilling	4	0	-0.552	
rxn07554	c	=		gapfilling	4	0	0	
rxn07555	c	=		gapfilling	4	0	0.6386	
rxn07562	c	=		gapfilling	4	0	-0.5877	
rxn07566	c	=		gapfilling	4	0	-0.5877	
rxn07567	c	=		gapfilling	4	0	0	
rxn07568	c	=		gapfilling	4	0	0.6386	
rxn07571	c	=		gapfilling	4	0	0.6386	
rxn07572	c	=		gapfilling	4	0	1.2156	
rxn07573	c	=		gapfilling	4	0	0	
rxn07574	c	=		gapfilling	4	0	0	
rxn07575	c	=		gapfilling	4	0	-0.655	
rxn07577	c	=		gapfilling	4	0	0	
rxn07578	c	=		gapfilling	4	0	0	
rxn07579	c	=		gapfilling	4	0	-0.655	
rxn07580	c	=		gapfilling	4	0	0.4706	
rxn07585	c	=		gapfilling	4	0	0	
rxn07590	c	=		gapfilling	4	0	-8.58267	
rxn07591	c	=		gapfilling	4	0	-8.61867	
rxn07592	c	=		gapfilling	4	0	-8.61867	
rxn07593	c	=		gapfilling	5	0	0	
rxn07594	c	=		gapfilling	4	1.4977	0	
rxn07595	c	=		gapfilling	5	0	0	
rxn07596	c	=		gapfilling	4	0	0.5277	
rxn07602	c	=		gapfilling	4	0	-7.28502	
rxn07603	c	=		gapfilling	5	0	0	
rxn07604	c	=		gapfilling	5	0	0	
rxn07605	c	=		gapfilling	5	0	0	
rxn07608	c	=		gapfilling	4	0	-6.44597	
rxn07609	c	=		gapfilling	4	0	-0.1923	
rxn07618	c	=		gapfilling	4	0	-6.20097	
rxn07619	c	=		gapfilling	4	0	0	
rxn07620	c	=		gapfilling	4	0	0.48	
rxn07621	c	=		gapfilling	6	0	0	
rxn07622	c	=		gapfilling	4	0	-0.7883	
rxn07623	c	=		gapfilling	4	0	0	
rxn07624	c	=		gapfilling	4	0	0	
rxn07627	c	=		gapfilling	5	0	0	
rxn07628	c	=		gapfilling	5	0	0	
rxn07630	c	=		gapfilling	4	1.495	0	
rxn07631	c	=		gapfilling	4	0	-0.689	
rxn07639	c	=		gapfilling	4	0	-1.013	
rxn07640	c	=		gapfilling	4	0	0	
rxn07644	c	=		gapfilling	4	1.6527	0	
rxn07645	c	=		gapfilling	4	2.3864	0	
rxn07646	c	=		gapfilling	4	0	-1.013	
rxn07653	c	=		gapfilling	4	1.4873	0	
rxn07654	c	=		gapfilling	4	0	-5.99797	
rxn07655	c	=		gapfilling	4	1.4873	0	
rxn07656	c	=		gapfilling	4	0	-4.337	
rxn07657	c	=		gapfilling	4	0	0	
rxn07658	c	=		gapfilling	4	0	-1.034	
rxn07659	c	=		gapfilling	4	0	-5.99797	
rxn07660	c	=		gapfilling	4	0	-1.034	
rxn07661	c	=		gapfilling	5	0	0	
rxn07662	c	=		gapfilling	4	0	0	
rxn07663	c	=		gapfilling	4	0	0.6386	
rxn07664	c	=		gapfilling	4	0	0	
rxn07665	c	=		gapfilling	4	0	0	
rxn07666	c	=		gapfilling	4	0	0.6386	
rxn07667	c	=		gapfilling	4	0	0	
rxn07668	c	=		gapfilling	4	0	0	
