Source	Type	External ID	New ModelSEED ID	Old ModelSEED ID
BiGG	reactions	MMAt	rxn05704	rxn10573
BiGG	reactions	MMM2r	rxn30316	rxn00602
BiGG	reactions	MMSAD4	rxn11394	rxn13496
BiGG	reactions	MMSDHir	rxn15094	rxn00671
BiGG	reactions	MSD1	rxn30161	rxn06936
BiGG	reactions	MSF1	rxn30163	rxn06444
BiGG	reactions	MSK1	rxn30164	rxn06442
BiGG	reactions	MSM1	rxn30165	rxn06443
BiGG	reactions	MST1	rxn30166	rxn06447
BiGG	reactions	MSY1	rxn30167	rxn06280
BiGG	reactions	MTAP	rxn30079	rxn01022
BiGG	reactions	MTHFCm	rxn30160	rxn01211
BiGG	reactions	MTHFDm	rxn30158	rxn00907
BiGG	reactions	MTRI	rxn30037	rxn03057
BiGG	reactions	MTRK	rxn30038	rxn02894
BiGG	reactions	MYCFLUX1	rxn10659	rxn13497
BiGG	reactions	MYCFLUX2	rxn10635	rxn13499
BiGG	reactions	MYCFLUX3	rxn10642	rxn13500
BiGG	reactions	MYCFLUX4	rxn10648	rxn13501
BiGG	reactions	MYCFLUX5	rxn10652	rxn13502
BiGG	reactions	MYCON1	rxn10669	rxn13507
BiGG	reactions	MYCON2	rxn10646	rxn13509
BiGG	reactions	MYCON3	rxn10637	rxn13510
BiGG	reactions	MYCON4	rxn10657	rxn13511
BiGG	reactions	MYCON5	rxn10650	rxn13512
BiGG	reactions	NADDPp	rxn30410	rxn00076
BiGG	reactions	NADKm	rxn30190	rxn00077
BiGG	reactions	NADN	rxn14307	rxn00075
BiGG	reactions	NADPPPSm	rxn30204	rxn00088
BiGG	reactions	NADS1	rxn30039	rxn00138
BiGG	reactions	NADS1n	rxn30412	rxn00138
BiGG	reactions	NAM2	rxn30168	rxn06441
BiGG	reactions	NAPRTm	rxn30169	rxn01265
BiGG	reactions	NAt3_1p5pp	rxn08982	rxn13646
BiGG	reactions	NDP3g	rxn30413	rxn00236
BiGG	reactions	NH4tm	rxn39085	rxn09736
BiGG	reactions	NIT2_3	rxn15273	rxn01377
BiGG	reactions	NMNATm	rxn30218	rxn00105
BiGG	reactions	NMNDA	rxn30040	rxn01669
BiGG	reactions	NMNN	rxn15164	rxn00940
BiGG	reactions	NNAM	rxn30041	rxn00938
BiGG	reactions	NNAMr	rxn30041	rxn00938
BiGG	reactions	NNAMrm	rxn30414	rxn00938
BiGG	reactions	NNATm	rxn30217	rxn02155
BiGG	reactions	NNDPRm	rxn30194	rxn02402
BiGG	reactions	NPT1_2	rxn30169	rxn01265
BiGG	reactions	NTD10pp	rxn29979	rxn01961
BiGG	reactions	NTD11pp	rxn18974	rxn00831
BiGG	reactions	NTD12	rxn30042	rxn09010
BiGG	reactions	NTD1pp	rxn29956	rxn01521
BiGG	reactions	NTD2pp	rxn18975	rxn00708
BiGG	reactions	NTD3pp	rxn29952	rxn01218
BiGG	reactions	NTD4pp	rxn18972	rxn00363
BiGG	reactions	NTD5pp	rxn29955	rxn01145
BiGG	reactions	NTD6pp	rxn29951	rxn01507
BiGG	reactions	NTD7pp	rxn18970	rxn00132
BiGG	reactions	NTD8pp	rxn29953	rxn01445
BiGG	reactions	NTD9pp	rxn18973	rxn00913
BiGG	reactions	NTP3pp	rxn18911	rxn00241
BiGG	reactions	NTRIRx	rxn13808	rxn00568
BiGG	reactions	NTRLASE	rxn30415	rxn02219
BiGG	reactions	NTRLASE2	rxn39086	rxn09519
BiGG	reactions	NTRLASE3	rxn30416	rxn01377
BiGG	reactions	OAR1_1	rxn39064	rxn12938
BiGG	reactions	OAR1_2	rxn30170	rxn12939
BiGG	reactions	OAR1_3	rxn30171	rxn12940
BiGG	reactions	OAR1_4	rxn39065	rxn12941
BiGG	reactions	OAR1_5	rxn30172	rxn12942
BiGG	reactions	OAR1_6	rxn30173	rxn12943
BiGG	reactions	OAR1_7	rxn30174	rxn12944
BiGG	reactions	OAR1_8	rxn30175	rxn07577
BiGG	reactions	OCBT	rxn30043	rxn01019
BiGG	reactions	OCBTi	rxn30043	rxn01019
BiGG	reactions	OCDCYAt	rxn09667	rxn13366
BiGG	reactions	OIVD3	rxn17744	rxn02269
BiGG	reactions	OMCDCm	rxn30417	rxn01208
BiGG	reactions	ORNCD	rxn30080	rxn00471
BiGG	reactions	ORNDC	rxn30044	rxn00470
BiGG	reactions	ORNTA	rxn30091	rxn00467
BiGG	reactions	ORNTAC	rxn30081	rxn01636
BiGG	reactions	ORNTACim	rxn30108	rxn01636
BiGG	reactions	OSM1	rxn30176	rxn00288
BiGG	reactions	OXAGm	rxn30207	rxn01420
BiGG	reactions	P5CDm	rxn20649	rxn00503
BiGG	reactions	PACCOAL	rxn30045	rxn01842
BiGG	reactions	PAPA120	rxn39051	rxn09062
BiGG	reactions	PAPA140	rxn30046	rxn09063
BiGG	reactions	PAPA141	rxn39052	rxn09064
BiGG	reactions	PAPA160	rxn30047	rxn09065
BiGG	reactions	PAPA161	rxn30048	rxn09066
BiGG	reactions	PAPA180	rxn39053	rxn09067
BiGG	reactions	PAPA181	rxn30049	rxn09068
BiGG	reactions	PATS	rxn10736	rxn13517
BiGG	reactions	PCM1_1	rxn30177	rxn01505
BiGG	reactions	PCM1_2	rxn30178	rxn01485
BiGG	reactions	PDA1	rxn30179	rxn01242
BiGG	reactions	PDHa	rxn28120	rxn01242
BiGG	reactions	PDHbr	rxn19485	rxn01871
BiGG	reactions	PDHcm	rxn27792	rxn01241
BiGG	reactions	PDHm	rxn30418	rxn00154
BiGG	reactions	PEAMNO	rxn30220	rxn01903
BiGG	reactions	PEAMNOpp	rxn29966	rxn01903
BiGG	reactions	PFK26	rxn30180	rxn01971
BiGG	reactions	PFK27	rxn30180	rxn01971
BiGG	reactions	PFK_2	rxn30050	rxn02314
BiGG	reactions	PGI1_2	rxn30181	rxn01977
BiGG	reactions	PGI1_3	rxn30182	rxn02380
BiGG	reactions	PGM1_1	rxn15115	rxn00778
BiGG	reactions	PGM1_2	rxn15773	rxn00704
BiGG	reactions	PGM2_1	rxn15115	rxn00778
BiGG	reactions	PGM2_2	rxn15773	rxn00704
BiGG	reactions	PGMT	rxn15773	rxn00704
BiGG	reactions	PGPP120	rxn30051	rxn09101
BiGG	reactions	PGPP140	rxn39054	rxn09102
BiGG	reactions	PGPP141	rxn30052	rxn09103
BiGG	reactions	PGPP160	rxn39055	rxn09104
BiGG	reactions	PGPP161	rxn30053	rxn09105
BiGG	reactions	PGPP180	rxn39056	rxn09106
BiGG	reactions	PGPP181	rxn39057	rxn09107
BiGG	reactions	PGS1	rxn30183	rxn06045
BiGG	reactions	PGSA_EC	rxn30221	rxn06045
BiGG	reactions	PHCDm	rxn27940	rxn03071
BiGG	reactions	PHCHGSm	rxn30419	rxn03070
BiGG	reactions	PHEAL	rxn30552	rxn00495
BiGG	reactions	PHETRSm	rxn30163	rxn06444
BiGG	reactions	PIN4Kn_SC	rxn39087	rxn09537
BiGG	reactions	PIS1	rxn30184	rxn06046
BiGG	reactions	PLBPC_SCe	rxn30421	rxn13382
BiGG	reactions	PLC1	rxn30185	rxn06378
BiGG	reactions	PLCD	rxn10633	rxn13518
BiGG	reactions	PLIPA1E160	rxn30317	rxn09133
BiGG	reactions	PLIPA1E180	rxn30318	rxn09135
BiGG	reactions	PMDPHT	rxn30054	rxn05039
BiGG	reactions	PNC1_2	rxn30187	rxn00938
BiGG	reactions	PNP1_10	rxn30188	rxn01138
BiGG	reactions	PNP1_11	rxn30189	rxn01548
BiGG	reactions	POLYAO2	rxn20599	rxn02752
BiGG	reactions	POS5_2	rxn30190	rxn00077
BiGG	reactions	PPA2	rxn00106	rxn00106|rxn11226
BiGG	reactions	PPAm	rxn27947	rxn00001
BiGG	reactions	PPCOAC	rxn30319	rxn01355
BiGG	reactions	PPM	rxn15115	rxn00778
BiGG	reactions	PPMMS1	rxn11359	rxn13520
BiGG	reactions	PPMMS2	rxn11360	rxn13522
BiGG	reactions	PPMMS3	rxn11361	rxn13523
BiGG	reactions	PPMMS4	rxn11362	rxn13524
BiGG	reactions	PPMMS5	rxn11363	rxn13525
BiGG	reactions	PPMS	rxn11358	rxn13530
BiGG	reactions	PPPGOm	rxn30422	rxn02304
BiGG	reactions	PPTGS_TB1	rxn10777	rxn13531
BiGG	reactions	PPTGS_TB2	rxn10779	rxn13532
BiGG	reactions	PPTTm	rxn30423	rxn03892
BiGG	reactions	PRO1xm	rxn28115	rxn00929
BiGG	reactions	PRPPS	rxn15108	rxn00770
BiGG	reactions	PRS1	rxn15108	rxn00770
BiGG	reactions	PRS2	rxn15108	rxn00770
BiGG	reactions	PRS3	rxn15108	rxn00770
BiGG	reactions	PRS4	rxn15108	rxn00770
BiGG	reactions	PRS5	rxn15108	rxn00770
BiGG	reactions	PSD1	rxn30191	rxn06090
BiGG	reactions	PSD2	rxn30192	rxn06090
BiGG	reactions	PSERDm_SC	rxn30425	rxn05273
BiGG	reactions	PSERDv_SC	rxn39088	rxn05273
BiGG	reactions	PSERSm_SC	rxn39089	rxn05281
BiGG	reactions	PSP_Lpp	rxn29975	rxn00420
BiGG	reactions	PSUDS	rxn15113	rxn00776
BiGG	reactions	PTE10x	rxn25712	rxn08439
BiGG	reactions	PTE11x	rxn25711	rxn08440
BiGG	reactions	PTE12x	rxn30427	rxn11720
BiGG	reactions	PTE2x	rxn20503	rxn00943
BiGG	reactions	PTE7x	rxn25710	rxn08441
BiGG	reactions	PTE8x	rxn25709	rxn08444
BiGG	reactions	PTE9x	rxn27310	rxn08447
BiGG	reactions	PTPATim	rxn30213	rxn02175
BiGG	reactions	PTRC or Nt7	rxn30553	rxn10182
BiGG	reactions	PUNP1m	rxn30188	rxn01138
BiGG	reactions	PUNP3m	rxn30189	rxn01548
BiGG	reactions	PUS1	rxn15113	rxn00776
BiGG	reactions	PUS2	rxn15113	rxn00776
BiGG	reactions	PUS4	rxn15113	rxn00776
BiGG	reactions	PUT1	rxn28115	rxn00929
BiGG	reactions	PYAM5PO	rxn30055	rxn00208
BiGG	reactions	PYRZAM	rxn30544	rxn02523
BiGG	reactions	QNS1_2	rxn30193	rxn00138
BiGG	reactions	QPT1_2	rxn30194	rxn02402
BiGG	reactions	R5PP	rxn39058	rxn09222
BiGG	reactions	RBFKm	rxn20779	rxn00392
BiGG	reactions	RBFSa	rxn30056	rxn03080
BiGG	reactions	RBFSb	rxn30057	rxn00048
BiGG	reactions	RBK	rxn30058	rxn00772
BiGG	reactions	RBK1_1	rxn30058	rxn00772
BiGG	reactions	RKI1	rxn15114	rxn00777
BiGG	reactions	RMA1	rxn30129	rxn00689
BiGG	reactions	RNDR1n	rxn30428	rxn05231
BiGG	reactions	RNDR2n	rxn30429	rxn05233
BiGG	reactions	RNDR3n	rxn30430	rxn06076
BiGG	reactions	RNDR4n	rxn30431	rxn06075
BiGG	reactions	RPI	rxn15114	rxn00777
BiGG	reactions	S7PI	rxn13937	rxn03917
BiGG	reactions	S7PIr	rxn13937	rxn03917
BiGG	reactions	SADH	rxn30059	rxn02927
BiGG	reactions	SBPP1er	rxn30432	rxn04376
BiGG	reactions	SBPP2er	rxn39090	rxn09579
BiGG	reactions	SBTPD	rxn15656	rxn03886
BiGG	reactions	SBTR	rxn30433	rxn01310
BiGG	reactions	SCT1_1	rxn30134	rxn05901
BiGG	reactions	SDH3_1	rxn30176	rxn00288
BiGG	reactions	SERASr	rxn00418	rxn09245
BiGG	reactions	SERD_D	rxn30060	rxn00166
BiGG	reactions	SERD_L	rxn30061	rxn00165
BiGG	reactions	SERD_Lr	rxn30061	rxn00165
BiGG	reactions	SHCHD2	rxn02774	rxn02774|rxn10006
BiGG	reactions	SHCHF	rxn02056	rxn02056|rxn10007
BiGG	reactions	SHM1	rxn19870	rxn00692
BiGG	reactions	SHSL1	rxn15395	rxn01816
BiGG	reactions	SHSL4r	rxn30320	rxn00740
BiGG	reactions	SLC1	rxn30196	rxn06140
BiGG	reactions	SLDx	rxn04934	rxn10601
BiGG	reactions	SLDxi2	rxn04934	rxn10601
BiGG	reactions	SLDy	rxn04935	rxn10602
BiGG	reactions	SO3De	rxn39092	rxn13664
BiGG	reactions	SPE1	rxn30044	rxn00470
BiGG	reactions	SPO14	rxn30197	rxn05963
BiGG	reactions	SPODMpp	rxn27271	rxn00206
BiGG	reactions	SQLEr	rxn27213	rxn02063
BiGG	reactions	SUCBZS	rxn30062	rxn02832
BiGG	reactions	SUCCt2_3pp	rxn39059	rxn09269
BiGG	reactions	SUCD1m	rxn30176	rxn00288
BiGG	reactions	SUCOASm	rxn28991	rxn00285
BiGG	reactions	SUCRe	rxn30434	rxn00575
BiGG	reactions	T4HCINNMFM	rxn30435	rxn13400
BiGG	reactions	TAL	rxn15751	rxn01333
BiGG	reactions	TAL1	rxn30198	rxn01333
BiGG	reactions	TALA	rxn15751	rxn01333
BiGG	reactions	TDH1	rxn30199	rxn00781
BiGG	reactions	TDH2	rxn30199	rxn00781
BiGG	reactions	TDH3	rxn30199	rxn00781
BiGG	reactions	TDMS1	rxn11374	rxn13533
BiGG	reactions	TDMS2	rxn11375	rxn13534
BiGG	reactions	TDMS3	rxn11376	rxn13535
BiGG	reactions	TDMS4	rxn11377	rxn13536
BiGG	reactions	TDPADGAT	rxn11409	rxn09289|rxn11409
BiGG	reactions	TDPAGTA	rxn03066	rxn01999|rxn03066
BiGG	reactions	TDSK	rxn03181	rxn03181|rxn06117
BiGG	reactions	TGBPA	rxn30063	rxn00787
BiGG	reactions	THFATm	rxn24149	rxn01652
BiGG	reactions	THFGLUS	rxn30129	rxn00689
BiGG	reactions	THIORDXm	rxn30436	rxn09296
BiGG	reactions	THIORDXni	rxn30437	rxn09296
BiGG	reactions	THIORDXp	rxn30438	rxn09296
BiGG	reactions	THMDPe	rxn39091	rxn09632
BiGG	reactions	THMPe	rxn30439	rxn01539
BiGG	reactions	THRD_L	rxn30064	rxn00737
BiGG	reactions	THRD_Lm	rxn30440	rxn00737
BiGG	reactions	THRD_Lr	rxn30064	rxn00737
BiGG	reactions	THRPS	rxn04386	rxn10609
BiGG	reactions	THRTRSm	rxn30166	rxn06447
BiGG	reactions	TKL1_1	rxn30200	rxn01200
BiGG	reactions	TKL2_1	rxn30200	rxn01200
BiGG	reactions	TKT1	rxn15228	rxn01200
BiGG	reactions	TMHAS1	rxn10765	rxn13537
BiGG	reactions	TMHAS2	rxn10726	rxn13538
BiGG	reactions	TMHAS3	rxn10724	rxn13539
BiGG	reactions	TMHAS4	rxn10685	rxn13540
BiGG	reactions	TMHAS5	rxn10749	rxn13541
BiGG	reactions	TMHAS6	rxn10673	rxn13542
BiGG	reactions	TMMP1	rxn11369	rxn13549
BiGG	reactions	TMMP2	rxn11370	rxn13550
BiGG	reactions	TMMP3	rxn11371	rxn13551
BiGG	reactions	TMMP4	rxn11372	rxn13552
BiGG	reactions	TMMP5	rxn11373	rxn13553
BiGG	reactions	TMMS1	rxn11364	rxn13554
BiGG	reactions	TMMS2	rxn11365	rxn13555
BiGG	reactions	TMMS3	rxn11366	rxn13556
BiGG	reactions	TMMS4	rxn11367	rxn13557
BiGG	reactions	TMMS5	rxn11368	rxn13558
BiGG	reactions	TPI1	rxn30201	rxn00747
BiGG	reactions	TRDRm	rxn30441	rxn05289
BiGG	reactions	TREHe	rxn30219	rxn00007
BiGG	reactions	TREHpp	rxn29977	rxn00007
BiGG	reactions	TREHv	rxn30442	rxn00007
BiGG	reactions	TRIATS	rxn10680	rxn13559
BiGG	reactions	TRP3_2	rxn30035	rxn02507
BiGG	reactions	TRP5	rxn30202	rxn01964
BiGG	reactions	TRPAS1	rxn30000	rxn00566
BiGG	reactions	TRPAS2	rxn30065	rxn00473
BiGG	reactions	TRPS1	rxn30066	rxn01964
BiGG	reactions	TRPS3	rxn30067	rxn01682
BiGG	reactions	TRPTRSm	rxn30443	rxn06448
BiGG	reactions	TRR2	rxn30203	rxn13098
BiGG	reactions	TSULST	rxn27322	rxn01416
BiGG	reactions	TYROXDApp	rxn29967	rxn01715
BiGG	reactions	TYRTAim	rxn30444	rxn00527
BiGG	reactions	TYRTAip	rxn30445	rxn00527
BiGG	reactions	TYRTRSm	rxn30167	rxn06280
BiGG	reactions	TYRt6	rxn13411	rxn05301|rxn13411
BiGG	reactions	U1	rxn30019	rxn01492
BiGG	reactions	U105	rxn30204	rxn00088
BiGG	reactions	U135	rxn09750	rxn13120
BiGG	reactions	U157	rxn05653	rxn13125
BiGG	reactions	U23	rxn30205	rxn00362
BiGG	reactions	U41	rxn20649	rxn00503
BiGG	reactions	U49	rxn30206	rxn02466
BiGG	reactions	U50	rxn30207	rxn01420
BiGG	reactions	U65	rxn20599	rxn02752
BiGG	reactions	U67	rxn39066	rxn11220
BiGG	reactions	U68	rxn30209	rxn01851
BiGG	reactions	U80	rxn30210	rxn00122
BiGG	reactions	U87	rxn30014	rxn03173
BiGG	reactions	U9	rxn30211	rxn06080
BiGG	reactions	U91	rxn39067	rxn13150
BiGG	reactions	U95	rxn30213	rxn02175
BiGG	reactions	U97	rxn30214	rxn00100
BiGG	reactions	UAAGLS2	rxn02009	rxn02010
BiGG	reactions	UAGDP	rxn30068	rxn00293
BiGG	reactions	UAGPT3	rxn20238	rxn03408
BiGG	reactions	UAcyl_8_2	rxn09758	rxn13158
BiGG	reactions	UDCPDPS	rxn04308	rxn09345
BiGG	reactions	UDCPDPpp	rxn27420	rxn03901
BiGG	reactions	UDCPKr	rxn30545	rxn03900
BiGG	reactions	UDPDPS	rxn30322	rxn05030
BiGG	reactions	UDPDPS2	rxn30323	rxn05030
BiGG	reactions	UDPGDC	rxn07473	rxn09351
BiGG	reactions	UDPGPpp	rxn29978	rxn00212
BiGG	reactions	UGLDDS2	rxn03140	rxn03141
BiGG	reactions	UGLYCH	rxn30069	rxn00327
BiGG	reactions	UGLYCHr	rxn30069	rxn00327
BiGG	reactions	UMPKn	rxn30446	rxn00119
BiGG	reactions	UPP3MT	rxn02287	rxn02287|rxn09557
BiGG	reactions	URA1	rxn27812	rxn01360
BiGG	reactions	UREA	rxn30324	rxn00101
BiGG	reactions	URIDK2rn	rxn30447	rxn01517
BiGG	reactions	USHD	rxn30070	rxn03130
BiGG	reactions	UTR1_2	rxn30190	rxn00077
BiGG	reactions	VALDHr	rxn30554	rxn01045
BiGG	reactions	VALTAim	rxn19242	rxn00903
BiGG	reactions	VALTRSm	rxn30448	rxn06449
BiGG	reactions	YAT1	rxn19259	rxn01726
BiGG	reactions	YAT2	rxn15327	rxn01726
BiGG	reactions	YBR284W	rxn15018	rxn00131
BiGG	reactions	YDL100C	rxn30013	rxn03168
BiGG	reactions	YEL041W_2	rxn30190	rxn00077
BiGG	reactions	YFR055W		rxn00950
BiGG	reactions	YGL245W	rxn39068	rxn13032
BiGG	reactions	YGR043C	rxn30198	rxn01333
BiGG	reactions	YGR287C	rxn30130	rxn00022
BiGG	reactions	YIL172C	rxn30130	rxn00022
BiGG	reactions	YJL070C	rxn15018	rxn00131
BiGG	reactions	YJL200C	rxn30082	rxn00973
BiGG	reactions	YJL216C	rxn30130	rxn00022
BiGG	reactions	YLR089C	rxn27697	rxn00191
BiGG	reactions	YLR328W_2	rxn30217	rxn02155
BiGG	reactions	YLR328W_3	rxn30218	rxn00105
BiGG	reactions	YUMPS	rxn15113	rxn00776
BiGG	reactions	ZYMSTESTH_SCe	rxn30449	rxn13417
BiGG	reactions	rxn13666		rxn13666
