Source	Type	External ID	New ModelSEED ID	Old ModelSEED ID
KEGG	compounds	C01772	cpd01224	cpd02232
KEGG	compounds	C01785	cpd00077	cpd01232
KEGG	compounds	C01807	cpd00652	cpd01246
KEGG	compounds	C01808	cpd02996	cpd11954
KEGG	compounds	C01991	cpd00728	cpd11988
KEGG	compounds	C01992	cpd00148	cpd01364
KEGG	compounds	C02014	cpd01226	cpd01377
KEGG	compounds	C02107	cpd19018	cpd00666
KEGG	compounds	C02128	cpd11703	cpd12030
KEGG	compounds	C02269	cpd01529	cpd02055
KEGG	compounds	C02291	cpd19019	cpd00424
KEGG	compounds	C02336	cpd30321	cpd00082
KEGG	compounds	C02350	cpd19020	cpd01092
KEGG	compounds	C02380	cpd01212	cpd01590
KEGG	compounds	C02385	cpd19021	cpd00051
KEGG	compounds	C02389	cpd19022	cpd00415
KEGG	compounds	C02391	cpd11641	cpd12088
KEGG	compounds	C02485	cpd19023	cpd01540
KEGG	compounds	C02613		cpd12147
KEGG	compounds	C02667		cpd12153
KEGG	compounds	C02917	cpd19024	cpd00453
KEGG	compounds	C02919	cpd01867	cpd16493
KEGG	compounds	C02976		cpd00802
KEGG	compounds	C03384	cpd19025	cpd00348
KEGG	compounds	C03441	cpd00747	cpd02176
KEGG	compounds	C03465	cpd19026	cpd00508
KEGG	compounds	C03485	cpd00435	cpd02199
KEGG	compounds	C03581	cpd01649	cpd02251
KEGG	compounds	C03624	cpd19027	cpd02015
KEGG	compounds	C03652	cpd01705	cpd02292
KEGG	compounds	C03736	cpd19028	cpd00101
KEGG	compounds	C03756	cpd01649	cpd02355
KEGG	compounds	C03849	cpd19029	cpd00517
KEGG	compounds	C03927	cpd01877	cpd02442
KEGG	compounds	C04042	cpd02462	cpd02499
KEGG	compounds	C04054	cpd02509	cpd16309
KEGG	compounds	C04076	cpd01046	cpd02522
KEGG	compounds	C04197	cpd02548	cpd02578
KEGG	compounds	C04208	cpd02585	cpd16311
KEGG	compounds	C04272	cpd19030	cpd02498
KEGG	compounds	C04456		cpd02721
KEGG	compounds	C04466	cpd12069	cpd12551
KEGG	compounds	C04501	cpd19031	cpd02611
KEGG	compounds	C04823	cpd19032	cpd02921
KEGG	compounds	C04882	cpd02932	cpd02968
KEGG	compounds	C04924	cpd19033	cpd02996
KEGG	compounds	C05144	cpd12070	cpd12662
KEGG	compounds	C05241		cpd00465
KEGG	compounds	C05330	cpd19034	cpd00135
KEGG	compounds	C05345	cpd19035	cpd00072
KEGG	compounds	C05378	cpd19036	cpd00290
KEGG	compounds	C05385	cpd00880	cpd03191
KEGG	compounds	C05406	cpd12723	cpd16315
KEGG	compounds	C05466	cpd03243	cpd03247
KEGG	compounds	C05590	cpd00534	cpd12742
KEGG	compounds	C05597	cpd02559	cpd03324
KEGG	compounds	C05613	cpd19037	cpd00430
KEGG	compounds	C05700	cpd00790	cpd03399
KEGG	compounds	C05701	cpd00822	cpd03400
KEGG	compounds	C05737	cpd19038	cpd01919
KEGG	compounds	C05771	cpd19039	cpd02039
KEGG	compounds	C05824	cpd01608	cpd03456
KEGG	compounds	C05903	cpd19040	cpd01071
KEGG	compounds	C05946	cpd19041	cpd00830
KEGG	compounds	C05947	cpd19042	cpd01974
KEGG	compounds	C06001	cpd19043	cpd00876
KEGG	compounds	C06002	cpd19044	cpd00287
KEGG	compounds	C06006	cpd19045	cpd00498
KEGG	compounds	C06007	cpd19046	cpd02535
KEGG	compounds	C06010	cpd19047	cpd00668
KEGG	compounds	C06037	cpd12633	cpd12813
KEGG	compounds	C06078	cpd19048	cpd00407
KEGG	compounds	C06123	cpd01800	cpd03650
KEGG	compounds	C06151	cpd19049	cpd00121
KEGG	compounds	C06305	cpd19050	cpd03746
KEGG	compounds	C06373	cpd00208	cpd03809
KEGG	compounds	C06395	cpd19051	cpd12044
KEGG	compounds	C06415	cpd03779	cpd03838
KEGG	compounds	C06473	cpd00480	cpd03889
KEGG	compounds	C06519	cpd03927	cpd03929
KEGG	compounds	C06891	cpd19055	cpd02631
KEGG	compounds	C06892	cpd02446	cpd04242
KEGG	compounds	C07086	cpd19069	cpd00430
KEGG	compounds	C07565	cpd01676	cpd04733
KEGG	compounds	C07639	cpd19082	cpd01621
KEGG	compounds	C08099	cpd30747	cpd04245
KEGG	compounds	C08153	cpd05109	cpd05113
KEGG	compounds	C08230	cpd00730	cpd01601
KEGG	compounds	C08242	cpd02464	cpd05160
KEGG	compounds	C08293	cpd03390	cpd05208
KEGG	compounds	C08297	cpd03398	cpd05212
KEGG	compounds	C08821	cpd05717	cpd05723
KEGG	compounds	C08886	cpd02872	cpd05783
KEGG	compounds	C09332	cpd19097	cpd06227
KEGG	compounds	C09804	cpd19098	cpd06677
KEGG	compounds	C09880	cpd19099	cpd03749
KEGG	compounds	C09882	cpd19100	cpd03748
KEGG	compounds	C10438	cpd00333	cpd07326
KEGG	compounds	C10528	cpd19101	cpd00956
KEGG	compounds	C10906	cpd19102	cpd00082
KEGG	compounds	C11060	cpd19103	cpd03624
KEGG	compounds	C11351	cpd02923	cpd08206
KEGG	compounds	C11357	cpd19105	cpd03690
KEGG	compounds	C11359	cpd19106	cpd03689
KEGG	compounds	C11381	cpd07734	cpd08235
KEGG	compounds	C11383	cpd19107	cpd01220
KEGG	compounds	C11387	cpd06749	cpd08241
KEGG	compounds	C11388	cpd19108	cpd02471
KEGG	compounds	C11394	cpd06734	cpd08248
KEGG	compounds	C11476	cpd19109	cpd00224
KEGG	compounds	C11503	cpd03771	cpd08342
KEGG	compounds	C11504	cpd03772	cpd08343
KEGG	compounds	C11611	cpd01988	cpd08428
KEGG	compounds	C11819	cpd19110	cpd08507
KEGG	compounds	C11840	cpd17082	cpd08638
KEGG	compounds	C11901	cpd19111	cpd03629
KEGG	compounds	C11908	cpd04021	cpd08706
KEGG	compounds	C11909	cpd04022	cpd08707
KEGG	compounds	C11910	cpd04023	cpd08708
KEGG	compounds	C11922	cpd04025	cpd08719
KEGG	compounds	C12387	cpd19114	cpd09139
KEGG	compounds	C12389	cpd04563	cpd09142
KEGG	compounds	C12639	cpd02170	cpd09270
KEGG	compounds	C13635	cpd19150	cpd02300
KEGG	compounds	C13636	cpd19151	cpd00489
KEGG	compounds	C13687	cpd05361	cpd09519
KEGG	compounds	C13700	cpd19154	cpd04259
KEGG	compounds	C13742	cpd02682	cpd09571
KEGG	compounds	C14232	cpd19160	cpd09930
KEGG	compounds	C14381	cpd19161	cpd10076
KEGG	compounds	C14610	cpd19162	cpd02536
KEGG	compounds	C14729	cpd19163	cpd10076
KEGG	compounds	C14808	cpd30748	cpd02946
KEGG	compounds	C14809	cpd30749	cpd02940
KEGG	compounds	C14826	cpd05280	cpd10523
KEGG	compounds	C15153	cpd19164	cpd10417
KEGG	compounds	C15202	cpd19165	cpd10452
KEGG	compounds	C15539	cpd19166	cpd12430
KEGG	compounds	C15588	cpd00992	cpd11247
KEGG	compounds	C15601	cpd19167	cpd01174
KEGG	compounds	C15602	cpd19168	cpd00364
KEGG	compounds	C15603	cpd30750	cpd00415
KEGG	compounds	C15604	cpd04535	cpd11253
KEGG	compounds	C15768	cpd19169	cpd02934
KEGG	compounds	C15966	cpd19170	cpd14689
KEGG	compounds	C15972	cpd19171	cpd00213
KEGG	compounds	C15973	cpd19172	cpd00449
KEGG	compounds	C15977	cpd19173	cpd02700
KEGG	compounds	C15980	cpd19174	cpd00760
KEGG	compounds	C15981	cpd19175	cpd05497
KEGG	compounds	C16083	cpd04771	cpd14804
KEGG	compounds	C16225	cpd19176	cpd07426
KEGG	compounds	C16226	cpd30751	cpd14906
KEGG	compounds	C16242	cpd19177	cpd08371
KEGG	compounds	C16245	cpd19178	cpd00164
KEGG	compounds	C16254	cpd19179	cpd00860
KEGG	compounds	C16255	cpd19180	cpd00836
KEGG	compounds	C16256	cpd00422	cpd14972
KEGG	compounds	C16433	cpd19181	cpd00041
KEGG	compounds	C16440	cpd19182	cpd00039
KEGG	compounds	C16456	cpd15159	cpd15160
KEGG	compounds	C16457	cpd15159	cpd15161
KEGG	compounds	C16581	cpd19183	cpd00170
KEGG	compounds	C16597	cpd15908	cpd16403
KEGG	compounds	C16600	cpd15909	cpd16404
KEGG	compounds	C16614	cpd02228	cpd16418
KEGG	compounds	C16659	cpd19184	cpd10135
KEGG	compounds	C16675	cpd19185	cpd01029
KEGG	compounds	C16685	cpd19186	cpd01763
KEGG	compounds	C16688	cpd19187	cpd01693
KEGG	compounds	C16689	cpd19188	cpd12077
KEGG	compounds	C16699	cpd15496	cpd16506
KEGG	compounds	C16711	cpd19189	cpd03477
KEGG	compounds	C16717	cpd19190	cpd02214
KEGG	compounds	C16719	cpd19191	cpd01564
KEGG	compounds	C16722	cpd19192	cpd11609
KEGG	compounds	C16736	cpd19193	cpd11849
KEGG	compounds	C16739	cpd19194	cpd11710
KEGG	compounds	C16740	cpd19195	cpd12043
KEGG	compounds	C16741	cpd19196	cpd00889
KEGG	compounds	C16830	cpd19197	cpd00170
KEGG	compounds	C16831	cpd19198	cpd01911
KEGG	compounds	C17012	cpd19220	cpd05683
KEGG	compounds	C17013	cpd19221	cpd05683
KEGG	compounds	C17029	cpd19222	cpd05683
KEGG	compounds	C17276	cpd00365	cpd12577
KEGG	compounds	C17339	cpd03239	cpd17480
KEGG	compounds	C17432	cpd19241	cpd02746
KEGG	compounds	C17467	cpd15378	cpd17595
KEGG	compounds	C17556	cpd19245	cpd00286
KEGG	compounds	C17558	cpd19246	cpd01352
KEGG	compounds	C17590	cpd19247	cpd09783
KEGG	compounds	C17623	cpd19249	cpd06783
KEGG	compounds	C17627	cpd19250	cpd00202
KEGG	compounds	C17628	cpd19251	cpd01000
KEGG	compounds	C17630	cpd07111	cpd17746
KEGG	compounds	C17758	cpd02914	cpd17855
KEGG	compounds	C17925	cpd30752	cpd08572
KEGG	compounds	C18001	cpd19360	cpd00615
KEGG	compounds	C18054	cpd17073	cpd18037
KEGG	compounds	C18057	cpd08361	cpd18040
KEGG	compounds	C18060	cpd15390	cpd18043
KEGG	compounds	C18162	cpd19432	cpd13357
KEGG	compounds	C18163	cpd19433	cpd13357
KEGG	compounds	C18182	cpd19452	cpd01418
KEGG	compounds	C19097	cpd20357	cpd05280
