reaction	atom_mapping_confidence
rxn01562	salvaged
rxn01563	salvaged
rxn01564	clean
rxn01565	clean
rxn01566	clean
rxn01567	clean
rxn01568	clean
rxn01570	clean
rxn01571	salvaged
rxn01572	clean
rxn01573	clean
rxn01574	clean
rxn01575	clean
rxn01577	clean
rxn01578	clean
rxn01579	clean
rxn01580	clean
rxn01581	clean
rxn01583	clean
rxn01585	clean
rxn01586	clean
rxn01587	clean
rxn01588	clean
rxn01589	clean
rxn01590	salvaged
rxn01591	salvaged
rxn01592	salvaged
rxn01593	clean
rxn01594	clean
rxn01595	clean
rxn01596	clean
rxn01597	clean
rxn01598	clean
rxn01599	clean
rxn01600	clean
rxn01601	clean
rxn01602	clean
rxn01603	clean
rxn01604	clean
rxn01605	salvaged
rxn01606	clean
rxn01607	clean
rxn01608	clean
rxn01609	clean
rxn01610	clean
rxn01611	clean
rxn01612	clean
rxn01613	salvaged
rxn01614	clean
rxn01615	clean
rxn01617	clean
rxn01618	clean
rxn01619	clean
rxn01620	clean
rxn01621	clean
rxn01622	clean
rxn01623	clean
rxn01624	clean
rxn01625	clean
rxn01626	clean
rxn01627	salvaged
rxn01628	clean
rxn01629	clean
rxn01630	clean
rxn01631	clean
rxn01632	clean
rxn01633	clean
rxn01634	clean
rxn01635	clean
rxn01636	clean
rxn01637	clean
rxn01638	clean
rxn01639	clean
rxn01640	clean
rxn01641	clean
rxn01642	clean
rxn01643	clean
rxn01644	clean
rxn01645	salvaged
rxn01646	clean
rxn01647	clean
rxn01648	clean
rxn01649	clean
rxn01650	salvaged
rxn01652	clean
rxn01653	clean
rxn01654	clean
rxn01655	clean
rxn01656	clean
rxn01657	clean
rxn01658	clean
rxn01659	salvaged
rxn01660	clean
rxn01661	clean
rxn01662	clean
rxn01663	clean
rxn01664	clean
rxn01665	clean
rxn01666	salvaged
rxn01667	salvaged
rxn01668	salvaged
rxn01669	clean
rxn01670	clean
rxn01671	clean
rxn01672	clean
rxn01673	salvaged
rxn01674	clean
rxn01675	clean
rxn01676	clean
rxn01677	clean
rxn01678	salvaged
rxn01679	clean
rxn01680	clean
rxn01681	clean
rxn01682	salvaged
rxn01683	clean
rxn01684	clean
rxn01685	clean
rxn01686	clean
rxn01687	clean
rxn01688	clean
rxn01689	clean
rxn01690	clean
rxn01691	clean
rxn01692	clean
rxn01693	clean
rxn01694	clean
rxn01695	clean
rxn01696	clean
rxn01697	salvaged
rxn01698	clean
rxn01699	clean
rxn01700	clean
rxn01701	clean
rxn01702	clean
rxn01703	clean
rxn01704	clean
rxn01705	clean
rxn01706	clean
rxn01707	clean
rxn01708	clean
rxn01709	clean
rxn01710	clean
rxn01711	clean
rxn01712	clean
rxn01713	clean
rxn01714	clean
rxn01715	clean
rxn01716	clean
rxn01717	clean
rxn01718	clean
rxn01719	clean
rxn01720	clean
rxn01721	salvaged
rxn01722	clean
rxn01723	clean
rxn01724	clean
rxn01725	clean
rxn01726	clean
rxn01727	clean
rxn01728	salvaged
rxn01729	clean
rxn01730	clean
rxn01731	clean
rxn01732	clean
rxn01733	clean
rxn01734	clean
rxn01735	clean
rxn01737	clean
rxn01738	clean
rxn01739	clean
rxn01740	clean
rxn01741	clean
rxn01742	clean
rxn01743	salvaged
rxn01744	salvaged
rxn01745	clean
rxn01746	clean
rxn01747	clean
rxn01748	clean
rxn01750	clean
rxn01751	clean
rxn01752	clean
rxn01753	clean
rxn01754	clean
rxn01755	clean
rxn01757	clean
rxn01758	clean
rxn01759	clean
rxn01760	clean
rxn01761	clean
rxn01762	clean
rxn01763	clean
rxn01764	clean
rxn01765	clean
rxn01766	salvaged
rxn01767	clean
rxn01769	clean
rxn01770	salvaged
rxn01771	clean
rxn01772	salvaged
rxn01773	clean
rxn01774	salvaged
rxn01775	clean
rxn01776	clean
rxn01777	clean
rxn01778	clean
rxn01779	clean
rxn01780	clean
rxn01781	clean
rxn01782	clean
rxn01783	clean
rxn01784	salvaged
rxn01785	clean
rxn01786	clean
rxn01787	clean
rxn01788	clean
rxn01789	clean
rxn01790	clean
rxn01791	salvaged
rxn01792	clean
rxn01793	clean
rxn01794	clean
rxn01795	clean
rxn01796	salvaged
rxn01797	clean
rxn01798	clean
rxn01799	clean
rxn01800	clean
rxn01801	clean
rxn01802	salvaged
rxn01803	salvaged
rxn01804	clean
rxn01805	clean
rxn01806	salvaged
rxn01807	clean
rxn01808	clean
rxn01809	clean
rxn01810	clean
rxn01811	clean
rxn01812	clean
rxn01813	clean
rxn01814	clean
rxn01815	clean
rxn01816	clean
rxn01817	salvaged
rxn01818	clean
rxn01819	clean
rxn01820	clean
rxn01821	clean
rxn01822	clean
rxn01823	clean
rxn01824	salvaged
rxn01825	clean
rxn01826	salvaged
rxn01827	clean
rxn01828	clean
rxn01829	clean
rxn01830	clean
rxn01831	clean
rxn01832	clean
rxn01833	clean
rxn01834	clean
rxn01835	clean
rxn01836	salvaged
rxn01837	clean
rxn01838	clean
rxn01839	clean
rxn01840	clean
rxn01841	clean
rxn01842	salvaged
rxn01843	clean
rxn01844	salvaged
rxn01845	salvaged
rxn01846	clean
rxn01847	clean
rxn01848	clean
rxn01849	clean
rxn01850	clean
rxn01851	clean
rxn01852	clean
rxn01853	clean
rxn01854	clean
rxn01855	clean
rxn01856	clean
rxn01857	clean
rxn01858	clean
rxn01859	clean
rxn01860	clean
rxn01861	clean
rxn01862	clean
rxn01863	salvaged
rxn01864	salvaged
rxn01865	clean
rxn01866	clean
rxn01867	clean
rxn01868	clean
rxn01869	clean
rxn01870	clean
rxn01871	clean
rxn01872	clean
rxn01874	clean
rxn01875	salvaged
rxn01876	salvaged
rxn01877	clean
rxn01878	salvaged
rxn01879	clean
rxn01880	clean
rxn01881	clean
rxn01882	clean
rxn01883	clean
rxn01884	clean
rxn01885	clean
rxn01886	clean
rxn01887	clean
rxn01888	clean
rxn01889	clean
rxn01890	salvaged
rxn01891	salvaged
rxn01892	salvaged
rxn01893	clean
rxn01894	salvaged
rxn01895	clean
rxn01896	clean
rxn01897	salvaged
rxn01898	clean
rxn01900	clean
rxn01901	clean
rxn01902	clean
rxn01903	clean
rxn01904	clean
rxn01905	clean
rxn01906	clean
rxn01907	clean
rxn01908	clean
rxn01909	clean
rxn01910	salvaged
rxn01911	clean
rxn01912	clean
rxn01913	clean
rxn01914	clean
rxn01916	clean
rxn01917	clean
rxn01918	clean
rxn01919	clean
rxn01920	clean
rxn01921	clean
rxn01922	clean
rxn01923	clean
rxn01924	clean
rxn01925	salvaged
rxn01926	clean
rxn01927	clean
rxn01928	clean
rxn01929	clean
rxn01930	salvaged
rxn01931	salvaged
rxn01932	salvaged
rxn01933	salvaged
rxn01934	salvaged
rxn01935	clean
rxn01936	clean
rxn01937	clean
rxn01938	clean
rxn01939	clean
rxn01940	clean
rxn01941	clean
rxn01942	clean
rxn01943	clean
rxn01944	clean
rxn01945	clean
rxn01946	salvaged
rxn01947	clean
rxn01948	salvaged
rxn01949	clean
rxn01951	clean
rxn01952	clean
rxn01953	clean
rxn01954	clean
rxn01955	clean
rxn01956	clean
rxn01957	clean
rxn01958	salvaged
rxn01959	clean
rxn01961	clean
rxn01962	clean
rxn01964	clean
rxn01965	clean
rxn01966	clean
rxn01967	clean
rxn01968	clean
rxn01969	clean
rxn01971	clean
rxn01972	salvaged
rxn01973	clean
rxn01974	clean
rxn01975	clean
rxn01977	clean
rxn01979	clean
rxn01980	salvaged
rxn01981	clean
rxn01982	salvaged
rxn01983	salvaged
rxn01985	clean
rxn01986	clean
rxn01987	clean
rxn01988	salvaged
rxn01990	clean
rxn01991	clean
rxn01992	salvaged
rxn01993	clean
rxn01994	salvaged
rxn01995	clean
rxn01996	clean
rxn01997	clean
rxn01998	clean
rxn01999	clean
rxn02000	clean
rxn02001	salvaged
rxn02002	clean
rxn02003	clean
rxn02004	clean
rxn02005	salvaged
rxn02006	clean
rxn02007	clean
rxn02008	clean
rxn02009	clean
rxn02010	salvaged
rxn02011	salvaged
rxn02012	clean
rxn02013	clean
rxn02014	salvaged
rxn02015	clean
rxn02016	clean
rxn02017	clean
rxn02018	clean
rxn02019	clean
rxn02020	clean
rxn02021	clean
rxn02022	clean
rxn02023	clean
rxn02024	clean
rxn02025	salvaged
rxn02026	clean
rxn02027	salvaged
rxn02028	clean
rxn02029	salvaged
rxn02031	clean
rxn02032	salvaged
rxn02033	clean
rxn02034	clean
rxn02035	clean
rxn02036	clean
rxn02037	clean
rxn02038	clean
rxn02039	clean
rxn02040	clean
rxn02041	clean
rxn02042	clean
rxn02043	clean
rxn02044	clean
rxn02045	clean
rxn02046	clean
rxn02047	salvaged
rxn02049	clean
rxn02050	clean
rxn02051	clean
rxn02052	clean
rxn02053	clean
rxn02054	clean
rxn02055	clean
rxn02056	salvaged
rxn02057	clean
rxn02058	clean
rxn02059	clean
rxn02060	clean
rxn02061	salvaged
rxn02062	clean
rxn02063	clean
rxn02064	clean
rxn02065	clean
rxn02066	clean
rxn02067	clean
rxn02068	clean
rxn02069	clean
rxn02070	clean
rxn02071	clean
rxn02072	clean
rxn02073	clean
rxn02074	clean
rxn02075	clean
rxn02076	clean
rxn02077	salvaged
rxn02078	clean
rxn02079	clean
rxn02080	clean
rxn02081	salvaged
rxn02082	clean
rxn02083	clean
rxn02084	clean
rxn02085	clean
rxn02086	clean
rxn02087	clean
rxn02088	clean
rxn02089	clean
rxn02090	clean
rxn02091	clean
rxn02092	clean
rxn02093	clean
rxn02094	clean
rxn02095	clean
rxn02096	salvaged
rxn02097	clean
rxn02098	clean
rxn02099	clean
rxn02100	clean
rxn02102	clean
rxn02103	clean
rxn02104	clean
rxn02105	clean
rxn02106	clean
rxn02107	clean
rxn02108	clean
rxn02109	clean
rxn02110	clean
rxn02111	clean
rxn02112	clean
rxn02113	salvaged
rxn02116	clean
rxn02117	clean
rxn02118	salvaged
rxn02119	clean
rxn02120	clean
rxn02121	clean
rxn02123	clean
rxn02124	clean
rxn02125	clean
rxn02126	clean
rxn02127	salvaged
rxn02128	clean
rxn02129	salvaged
rxn02130	clean
rxn02131	clean
rxn02132	clean
rxn02133	clean
rxn02134	clean
rxn02135	clean
rxn02136	clean
rxn02137	clean
rxn02138	clean
rxn02139	clean
rxn02140	salvaged
rxn02141	clean
rxn02142	clean
rxn02143	clean
rxn02144	clean
rxn02145	clean
rxn02146	clean
rxn02147	clean
rxn02148	clean
rxn02149	clean
rxn02150	clean
rxn02151	salvaged
rxn02152	salvaged
rxn02153	clean
rxn02154	clean
rxn02155	salvaged
rxn02156	clean
rxn02157	clean
rxn02158	clean
rxn02159	clean
rxn02160	clean
rxn02161	clean
rxn02162	salvaged
rxn02163	clean
rxn02164	clean
rxn02165	clean
rxn02166	clean
rxn02167	clean
rxn02168	clean
rxn02169	salvaged
rxn02170	clean
rxn02171	clean
rxn02172	clean
rxn02173	clean
rxn02174	clean
rxn02175	salvaged
rxn02176	clean
rxn02177	clean
rxn02178	clean
rxn02179	clean
rxn02180	clean
rxn02181	clean
rxn02182	clean
rxn02183	clean
rxn02184	clean
rxn02185	clean
rxn02186	clean
rxn02187	clean
rxn02188	clean
rxn02189	clean
rxn02190	clean
rxn02191	clean
rxn02192	clean
rxn02193	clean
rxn02194	clean
rxn02195	salvaged
rxn02196	clean
rxn02197	clean
rxn02198	salvaged
rxn02199	clean
rxn02200	clean
rxn02201	clean
rxn02202	clean
rxn02204	clean
rxn02206	clean
rxn02207	clean
rxn02208	clean
rxn02209	clean
rxn02210	clean
rxn02211	salvaged
rxn02212	clean
rxn02213	clean
rxn02214	clean
rxn02215	clean
rxn02216	clean
rxn02217	clean
rxn02218	clean
rxn02219	clean
rxn02220	clean
rxn02221	clean
rxn02222	clean
rxn02223	clean
rxn02224	clean
rxn02225	clean
rxn02226	clean
rxn02227	clean
rxn02228	clean
rxn02229	clean
rxn02230	clean
rxn02231	clean
rxn02232	clean
rxn02233	clean
rxn02234	clean
rxn02235	clean
rxn02237	salvaged
rxn02238	clean
rxn02239	clean
rxn02240	salvaged
rxn02241	salvaged
rxn02242	salvaged
rxn02243	clean
rxn02244	clean
rxn02245	clean
rxn02247	clean
rxn02248	clean
rxn02249	clean
rxn02250	clean
rxn02251	salvaged
rxn02252	salvaged
rxn02256	salvaged
rxn02257	clean
rxn02258	clean
rxn02259	clean
rxn02260	clean
rxn02261	clean
rxn02262	clean
rxn02263	clean
rxn02264	clean
rxn02265	clean
rxn02266	salvaged
rxn02267	clean
rxn02268	clean
rxn02269	salvaged
rxn02270	clean
rxn02271	salvaged
rxn02272	clean
rxn02273	clean
rxn02274	salvaged
rxn02275	clean
rxn02276	clean
rxn02277	salvaged
rxn02278	clean
rxn02279	clean
rxn02281	clean
rxn02282	clean
rxn02283	salvaged
rxn02284	clean
rxn02285	clean
rxn02286	clean
rxn02287	clean
rxn02288	salvaged
rxn02289	clean
rxn02290	clean
rxn02291	clean
rxn02292	clean
rxn02293	clean
rxn02294	clean
rxn02295	clean
rxn02296	salvaged
rxn02297	clean
rxn02298	clean
rxn02299	clean
rxn02300	clean
rxn02301	clean
rxn02302	clean
rxn02303	salvaged
rxn02304	salvaged
rxn02305	salvaged
rxn02306	clean
rxn02307	clean
rxn02308	clean
rxn02309	clean
rxn02310	clean
rxn02311	clean
rxn02312	clean
rxn02313	clean
rxn02314	clean
rxn02315	clean
rxn02316	clean
rxn02317	clean
rxn02318	clean
rxn02319	clean
rxn02320	clean
rxn02321	clean
rxn02322	clean
rxn02323	salvaged
rxn02324	salvaged
rxn02325	clean
rxn02326	clean
rxn02327	clean
rxn02328	clean
rxn02329	clean
rxn02331	clean
rxn02332	clean
rxn02333	salvaged
rxn02336	clean
rxn02337	clean
rxn02338	clean
rxn02339	clean
rxn02340	clean
rxn02341	salvaged
rxn02342	clean
rxn02343	salvaged
rxn02344	clean
rxn02345	clean
rxn02346	clean
rxn02347	clean
rxn02348	clean
rxn02349	clean
rxn02350	clean
rxn02351	clean
rxn02352	salvaged
rxn02353	clean
rxn02354	clean
rxn02355	clean
rxn02356	clean
rxn02357	clean
rxn02358	clean
rxn02359	clean
rxn02360	clean
rxn02361	clean
rxn02362	clean
rxn02363	clean
rxn02364	clean
rxn02365	clean
rxn02366	clean
rxn02367	clean
rxn02369	clean
rxn02370	clean
rxn02371	clean
rxn02372	clean
rxn02373	clean
rxn02374	clean
rxn02375	clean
rxn02376	clean
rxn02377	salvaged
rxn02378	clean
rxn02379	clean
rxn02380	clean
rxn02381	clean
rxn02382	clean
rxn02383	clean
rxn02384	clean
rxn02385	clean
rxn02386	clean
rxn02387	clean
rxn02388	clean
rxn02389	salvaged
rxn02390	clean
rxn02392	clean
rxn02393	clean
rxn02394	clean
rxn02395	clean
rxn02396	salvaged
rxn02397	clean
rxn02398	salvaged
rxn02399	clean
rxn02400	clean
rxn02401	clean
rxn02402	clean
rxn02403	clean
rxn02404	clean
rxn02405	clean
rxn02406	clean
rxn02407	clean
rxn02408	salvaged
rxn02409	salvaged
rxn02410	clean
rxn02411	clean
rxn02412	clean
rxn02413	salvaged
rxn02414	clean
rxn02415	salvaged
rxn02416	clean
rxn02417	clean
rxn02418	clean
rxn02419	clean
rxn02420	clean
rxn02421	clean
rxn02422	salvaged
rxn02423	salvaged
rxn02424	clean
rxn02425	clean
rxn02426	clean
rxn02427	clean
rxn02428	clean
rxn02429	clean
rxn02430	clean
rxn02431	clean
rxn02432	clean
rxn02433	clean
rxn02434	clean
rxn02435	clean
rxn02436	clean
rxn02437	clean
rxn02438	clean
rxn02439	clean
rxn02440	clean
rxn02441	clean
rxn02442	clean
rxn02443	clean
rxn02444	clean
rxn02445	clean
rxn02446	clean
rxn02447	clean
rxn02448	clean
rxn02449	clean
rxn02450	salvaged
rxn02451	clean
rxn02452	clean
rxn02455	clean
rxn02456	clean
rxn02457	clean
rxn02458	clean
rxn02459	clean
rxn02460	clean
rxn02461	clean
rxn02462	salvaged
rxn02463	clean
rxn02464	clean
rxn02465	clean
rxn02466	clean
rxn02467	clean
rxn02468	clean
rxn02469	clean
rxn02470	clean
rxn02471	clean
rxn02472	clean
rxn02473	clean
rxn02474	clean
rxn02475	clean
rxn02476	clean
rxn02477	salvaged
rxn02478	clean
rxn02479	clean
rxn02480	clean
rxn02481	clean
rxn02482	clean
rxn02483	salvaged
rxn02484	clean
rxn02485	salvaged
rxn02486	clean
rxn02487	salvaged
rxn02488	clean
rxn02489	clean
rxn02490	clean
rxn02491	salvaged
rxn02493	salvaged
rxn02494	salvaged
rxn02495	salvaged
rxn02496	clean
rxn02497	clean
rxn02498	clean
rxn02499	clean
rxn02500	clean
rxn02501	clean
rxn02502	clean
rxn02503	salvaged
rxn02504	clean
rxn02505	clean
rxn02506	clean
rxn02507	clean
rxn02508	clean
rxn02509	clean
rxn02510	clean
rxn02511	clean
rxn02512	clean
rxn02513	clean
rxn02514	clean
rxn02515	clean
rxn02516	clean
rxn02517	clean
rxn02518	clean
rxn02519	clean
rxn02520	clean
rxn02521	clean
rxn02522	clean
rxn02523	clean
rxn02524	clean
rxn02525	clean
rxn02526	clean
rxn02527	clean
rxn02528	clean
rxn02529	clean
rxn02530	clean
rxn02531	clean
rxn02532	clean
rxn02533	salvaged
rxn02534	clean
rxn02535	clean
rxn02536	clean
rxn02537	clean
rxn02538	clean
rxn02539	clean
rxn02540	clean
rxn02541	clean
rxn02542	clean
rxn02543	clean
rxn02544	clean
rxn02545	clean
rxn02546	salvaged
rxn02547	clean
rxn02549	clean
rxn02550	clean
rxn02552	clean
rxn02553	clean
rxn02554	clean
rxn02555	clean
rxn02556	clean
rxn02557	clean
rxn02558	clean
rxn02559	clean
rxn02560	clean
rxn02561	clean
rxn02562	clean
rxn02563	clean
rxn02564	salvaged
rxn02565	clean
rxn02566	clean
rxn02567	clean
rxn02568	clean
rxn02569	clean
rxn02570	clean
rxn02571	clean
rxn02572	salvaged
rxn02573	salvaged
rxn02574	clean
rxn02575	clean
rxn02576	clean
rxn02577	clean
rxn02578	clean
rxn02579	clean
rxn02580	clean
rxn02581	clean
rxn02582	salvaged
rxn02583	salvaged
rxn02584	salvaged
rxn02585	clean
rxn02586	clean
rxn02588	clean
rxn02589	clean
rxn02590	clean
rxn02591	clean
rxn02592	clean
rxn02593	clean
rxn02594	salvaged
rxn02595	clean
rxn02596	clean
rxn02597	clean
rxn02598	clean
rxn02599	clean
rxn02600	clean
rxn02601	clean
rxn02602	clean
rxn02603	clean
rxn02604	clean
rxn02606	clean
rxn02607	clean
rxn02608	clean
rxn02609	salvaged
rxn02610	clean
rxn02611	clean
rxn02612	clean
rxn02613	clean
rxn02614	clean
rxn02615	clean
rxn02616	clean
rxn02618	clean
rxn02619	clean
rxn02620	clean
rxn02621	clean
rxn02622	clean
rxn02623	clean
rxn02624	clean
rxn02625	clean
rxn02626	salvaged
rxn02627	salvaged
rxn02628	clean
rxn02629	clean
rxn02630	clean
rxn02631	clean
rxn02633	clean
rxn02634	clean
rxn02635	clean
rxn02636	clean
rxn02637	clean
rxn02638	clean
rxn02639	clean
rxn02640	clean
rxn02641	clean
rxn02642	clean
rxn02643	clean
rxn02644	clean
rxn02645	salvaged
rxn02647	clean
rxn02648	clean
rxn02649	clean
rxn02650	clean
rxn02651	clean
rxn02652	clean
rxn02653	clean
rxn02654	clean
rxn02655	salvaged
rxn02656	clean
rxn02657	salvaged
rxn02658	clean
rxn02659	clean
rxn02660	clean
rxn02661	salvaged
rxn02663	clean
rxn02665	clean
rxn02666	salvaged
rxn02667	clean
rxn02668	clean
rxn02669	clean
rxn02670	clean
rxn02671	clean
rxn02672	clean
rxn02673	clean
rxn02674	clean
rxn02675	clean
rxn02676	clean
rxn02677	clean
rxn02678	clean
rxn02679	clean
rxn02680	clean
rxn02681	salvaged
rxn02682	clean
rxn02683	clean
rxn02684	clean
rxn02685	clean
rxn02686	salvaged
rxn02687	clean
rxn02688	clean
rxn02689	clean
rxn02690	clean
rxn02691	salvaged
rxn02692	salvaged
rxn02693	clean
rxn02694	clean
rxn02695	clean
rxn02696	clean
rxn02697	clean
rxn02699	clean
rxn02700	clean
rxn02701	clean
rxn02702	clean
rxn02703	clean
rxn02704	clean
rxn02705	clean
rxn02706	clean
rxn02707	clean
rxn02708	clean
rxn02709	clean
rxn02710	salvaged
rxn02711	clean
rxn02712	clean
rxn02713	clean
rxn02714	salvaged
rxn02715	salvaged
rxn02716	salvaged
rxn02717	clean
rxn02718	clean
rxn02719	clean
rxn02720	clean
rxn02721	clean
rxn02722	clean
rxn02723	salvaged
rxn02724	clean
rxn02725	clean
rxn02726	clean
rxn02727	clean
rxn02728	clean
rxn02729	clean
rxn02730	salvaged
rxn02731	salvaged
rxn02732	clean
rxn02733	salvaged
rxn02734	clean
rxn02735	clean
rxn02737	clean
rxn02738	clean
rxn02739	clean
rxn02740	salvaged
rxn02741	clean
rxn02742	clean
rxn02743	clean
rxn02744	clean
rxn02745	salvaged
rxn02746	clean
rxn02747	clean
rxn02748	salvaged
rxn02749	clean
rxn02750	clean
rxn02751	clean
rxn02752	clean
rxn02753	clean
rxn02754	clean
rxn02755	clean
rxn02756	clean
rxn02757	salvaged
rxn02758	clean
rxn02760	clean
rxn02761	clean
rxn02762	clean
rxn02763	clean
rxn02764	salvaged
rxn02765	clean
rxn02766	clean
rxn02767	clean
rxn02768	clean
rxn02769	clean
rxn02770	clean
rxn02771	clean
rxn02772	clean
rxn02773	clean
rxn02774	salvaged
rxn02775	salvaged
rxn02776	salvaged
rxn02778	clean
rxn02779	clean
rxn02780	clean
rxn02781	salvaged
rxn02782	clean
rxn02783	clean
rxn02784	clean
rxn02785	clean
rxn02786	clean
rxn02787	salvaged
rxn02788	clean
rxn02789	clean
rxn02790	clean
rxn02791	clean
rxn02792	clean
rxn02793	clean
rxn02794	salvaged
rxn02796	clean
rxn02797	clean
rxn02798	clean
rxn02800	salvaged
rxn02801	clean
rxn02802	clean
rxn02803	clean
rxn02804	clean
rxn02805	clean
rxn02806	clean
rxn02807	clean
rxn02808	clean
rxn02809	clean
rxn02810	clean
rxn02811	clean
rxn02812	clean
rxn02813	salvaged
rxn02814	clean
rxn02815	clean
rxn02816	clean
rxn02818	clean
rxn02819	clean
rxn02820	salvaged
rxn02821	salvaged
rxn02822	salvaged
rxn02823	clean
rxn02824	salvaged
rxn02826	clean
rxn02827	clean
rxn02828	clean
rxn02829	clean
rxn02830	clean
rxn02831	salvaged
rxn02832	clean
rxn02833	clean
rxn02834	clean
rxn02835	clean
rxn02836	clean
rxn02837	clean
rxn02838	clean
rxn02839	clean
rxn02840	clean
rxn02841	clean
rxn02842	clean
rxn02843	clean
rxn02844	clean
rxn02845	salvaged
rxn02846	salvaged
rxn02847	clean
rxn02848	clean
rxn02850	clean
rxn02851	clean
rxn02852	salvaged
rxn02853	clean
rxn02854	clean
rxn02855	clean
rxn02857	clean
rxn02858	clean
rxn02859	salvaged
rxn02860	clean
rxn02861	clean
rxn02862	salvaged
rxn02863	clean
rxn02864	clean
rxn02865	clean
rxn02866	clean
rxn02867	clean
rxn02868	clean
rxn02869	clean
rxn02870	salvaged
rxn02871	clean
rxn02872	clean
rxn02873	clean
rxn02874	clean
rxn02876	clean
rxn02877	clean
rxn02878	clean
rxn02879	clean
rxn02880	clean
rxn02881	clean
rxn02882	clean
rxn02883	clean
rxn02884	salvaged
rxn02885	clean
rxn02886	salvaged
rxn02887	clean
rxn02888	clean
rxn02889	clean
rxn02890	clean
rxn02891	clean
rxn02892	clean
rxn02893	clean
rxn02894	clean
rxn02895	clean
rxn02896	clean
rxn02897	clean
rxn02898	clean
rxn02899	clean
rxn02900	clean
rxn02901	salvaged
rxn02902	salvaged
rxn02904	clean
rxn02905	clean
rxn02906	clean
rxn02907	clean
rxn02908	clean
rxn02909	clean
rxn02910	clean
rxn02911	clean
rxn02912	salvaged
rxn02914	clean
rxn02915	clean
rxn02916	clean
rxn02917	clean
rxn02918	salvaged
rxn02919	salvaged
rxn02920	salvaged
rxn02922	salvaged
rxn02923	clean
rxn02924	clean
rxn02925	clean
rxn02926	clean
rxn02927	clean
rxn02928	clean
rxn02929	clean
rxn02930	clean
rxn02931	clean
rxn02932	clean
rxn02933	clean
rxn02934	clean
rxn02935	clean
rxn02936	clean
rxn02937	clean
rxn02938	clean
rxn02939	clean
rxn02940	clean
rxn02941	clean
rxn02942	clean
rxn02943	clean
rxn02944	clean
rxn02945	clean
rxn02946	clean
rxn02947	clean
rxn02948	clean
rxn02949	clean
rxn02950	salvaged
rxn02951	salvaged
rxn02952	salvaged
rxn02954	salvaged
rxn02955	salvaged
rxn02956	clean
rxn02957	clean
rxn02958	clean
rxn02959	salvaged
rxn02960	salvaged
rxn02961	clean
rxn02962	clean
rxn02963	salvaged
rxn02964	salvaged
rxn02965	salvaged
rxn02966	salvaged
rxn02967	clean
rxn02968	salvaged
rxn02969	salvaged
rxn02970	clean
rxn02971	clean
rxn02972	clean
rxn02973	clean
rxn02974	clean
rxn02975	clean
rxn02976	salvaged
rxn02977	clean
rxn02978	clean
rxn02979	salvaged
rxn02980	clean
rxn02981	clean
rxn02982	clean
rxn02983	clean
rxn02984	salvaged
rxn02985	clean
rxn02986	clean
rxn02987	clean
rxn02988	clean
rxn02989	clean
rxn02990	clean
rxn02991	clean
rxn02992	clean
rxn02993	clean
rxn02994	clean
rxn02995	clean
rxn02996	clean
rxn02997	clean
rxn02998	clean
rxn02999	clean
rxn03000	clean
rxn03001	clean
rxn03002	clean
rxn03003	salvaged
rxn03004	clean
rxn03005	salvaged
rxn03006	salvaged
rxn03007	clean
rxn03008	clean
rxn03010	clean
rxn03011	clean
rxn03012	clean
rxn03013	clean
rxn03014	clean
rxn03015	clean
rxn03016	clean
rxn03017	clean
rxn03018	clean
rxn03020	clean
rxn03021	clean
rxn03023	clean
rxn03024	clean
rxn03025	clean
rxn03026	clean
rxn03027	clean
rxn03028	salvaged
rxn03029	clean
rxn03030	clean
rxn03031	clean
rxn03032	salvaged
rxn03033	clean
rxn03034	clean
rxn03035	clean
rxn03036	salvaged
rxn03037	clean
rxn03038	clean
rxn03039	clean
rxn03040	clean
rxn03041	salvaged
