ID	DATABASE	RHEA
DMBPPRIBOSYLTRANS-RXN	MetaCyc	11197
DMK-RXN	MetaCyc	30100
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	MetaCyc	13682
DNA-DIRECTED-DNA-POLYMERASE-RXN	MetaCyc	22511
DNA-DIRECTED-RNA-POLYMERASE-RXN	MetaCyc	21251
DNA-NUCLEOTIDYLEXOTRANSFERASE-RXN	MetaCyc	22511
DOLICHOL-KINASE-RXN	MetaCyc	13134
DOLICHOL-O-ACYLTRANSFERASE-RXN	MetaCyc	16688
DOLICHYLDIPHOSPHATASE-RXN	MetaCyc	14388
DOLICHYL-PHOSPHATASE-RXN	MetaCyc	13798
DOPACHROME-DELTA-ISOMERASE-RXN	MetaCyc	13042
DOPAMINE-BETA-MONOOXYGENASE-RXN	MetaCyc	19118
D-PINITOL-DEHYDROGENASE-RXN	MetaCyc	20440
D-PPENTOMUT-RXN	MetaCyc	27661
D-RIBULOKIN-RXN	MetaCyc	17604
DSERDEAM-RXN	MetaCyc	13978
D-SORBITOL-DEHYDROGENASE-RXN	MetaCyc	21321
D--TARTRATE-DEHYDRATASE-RXN	MetaCyc	18292
DTDPDEHYDRHAMEPIM-RXN	MetaCyc	16972
DTDPDEHYRHAMREDUCT-RXN	MetaCyc	21799
DTDP-GALACTOSE-6-DEHYDROGENASE-RXN	MetaCyc	12396
DTDPGLUCDEHYDRAT-RXN	MetaCyc	17224
DTDPGLUCOSEPP-RXN	MetaCyc	15228
DTDPKIN-RXN	MetaCyc	27683
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN	MetaCyc	19648
DTMPKI-RXN	MetaCyc	13518
D-TRYPTOPHAN-N-ACETYLTRANSFERASE-RXN	MetaCyc	10063
D-TRYPTOPHAN-N-MALONYLTRANSFERASE-RXN	MetaCyc	23323
DUDPKIN-RXN	MetaCyc	28583
DURIDKI-RXN	MetaCyc	28207
DUTP-PYROP-RXN	MetaCyc	10249
DXPREDISOM-RXN	MetaCyc	13720
DXS-RXN	MetaCyc	12606
D-XYLOSE-1-DEHYDROGENASE-NADP%2b-RXN	MetaCyc	22003
D-XYLOSE-1-DEHYDROGENASE-RXN	MetaCyc	13864
D-XYLULOSE-REDUCTASE-RXN	MetaCyc	20436
ECDYSONE-20-MONOOXYGENASE-RXN	MetaCyc	14022
ECDYSONE-O-ACYLTRANSFERASE-RXN	MetaCyc	15220
ECDYSONE-OXIDASE-RXN	MetaCyc	11799
ENDOGLYCOSYLCERAMIDASE-RXN	MetaCyc	22289
ENDOPOLYPHOSPHATASE-RXN	MetaCyc	22455
ENOYL-ACP-REDUCT-NADPH-RXN	MetaCyc	22566
ENOYL-COA-DELTA-ISOM-RXN	MetaCyc	45903
ENOYL-COA-HYDRAT-RXN	MetaCyc	16107
ENTF-RXN	MetaCyc	28573
ENTG-RXN	MetaCyc	28569
ENTMULTI-RXN	MetaCyc	30572
ENZRXN-161-RXN	MetaCyc	33202
EPHEDRINE-DEHYDROGENASE-RXN	MetaCyc	16292
ERYTH4PDEHYDROG-RXN	MetaCyc	12057
ERYTHRITOL-KINASE-RXN	MetaCyc	20711
ERYTHRON4PDEHYDROG-RXN	MetaCyc	18830
ERYTHRONOLIDE-SYNTHASE-RXN	MetaCyc	23069
ERYTHRULOSE-REDUCTASE-RXN	MetaCyc	48751
ESTRADIOL-17-ALPHA-DEHYDROGENASE-RXN	MetaCyc	16704|16708
ESTRADIOL-17-BETA-DEHYDROGENASE-RXN	MetaCyc	24614|24618
ESTRADIOL-6-BETA-MONOOXYGENASE-RXN	MetaCyc	19140
ESTRONE-SULFOTRANSFERASE-RXN	MetaCyc	15976
ETHAMLY-RXN	MetaCyc	15314
ETHANOLAMINE-KINASE-RXN	MetaCyc	13070
ETHANOLAMINE-OXIDASE-RXN	MetaCyc	18582
ETHANOLAMINE-PHOSPHATE-PHOSPHO-LYASE-RXN	MetaCyc	17892
ETHANOLAMINEPHOSPHOTRANSFERASE-RXN	MetaCyc	32944
ETHYL-RXN	MetaCyc	23641
EXOPOLYPHOSPHATASE-RXN	MetaCyc	21529
F16ALDOLASE-RXN	MetaCyc	14732
F16BDEPHOS-RXN	MetaCyc	11065
FAD-PYROPHOSPHATASE-RXN	MetaCyc	13892
FADSYN-RXN	MetaCyc	17238
FARNESOL-DEHYDROGENASE-RXN	MetaCyc	14700
FARNESYL-DIPHOSPHATE-KINASE-RXN	MetaCyc	21547
FARNESYLTRANSTRANSFERASE-RXN	MetaCyc	17654
FATTY-ACID-O-METHYLTRANSFERASE-RXN	MetaCyc	23013
FATTY-ACID-PEROXIDASE-RXN	MetaCyc	23963
FATTY-ACID-SYNTHASE-RXN	MetaCyc	14994
FATTY-ACYL-COA-SYNTHASE-RXN	MetaCyc	22897
FATTY-ACYL-ETHYL-ESTER-SYNTHASE-RXN	MetaCyc	16642
FERREDOXIN--NAD%2b-REDUCTASE-RXN	MetaCyc	16524
FERREDOXIN--NITRITE-REDUCTASE-RXN	MetaCyc	18043
FERRIC-CHELATE-REDUCTASE-RXN	MetaCyc	15063
FESGSHTHIO-RXN	MetaCyc	13062
FGAMSYN-RXN	MetaCyc	17132
FHLMULTI-RXN	MetaCyc	27611
FLAVANONE-4-REDUCTASE-RXN	MetaCyc	11231
FLAVONADPREDUCT-RXN	MetaCyc	50758
FLAVONE-7-O-BETA-GLUCOSYLTRANSFERASE-RXN	MetaCyc	19578
FLAVONE-APIOSYLTRANSFERASE-RXN	MetaCyc	19154
FLAVONOID-3-MONOOXYGENASE-RXN	MetaCyc	16338
FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN	MetaCyc	22301
FLAVONOL-3-SULFOTRANSFERASE-RXN	MetaCyc	13454
FMNREDUCT-RXN	MetaCyc	21622|21626
FOLYLPOLYGLUTAMATESYNTH-RXN	MetaCyc	10581
FORMALDEHYDE-DEHYDROGENASE-RXN	MetaCyc	16426
FORMALDEHYDE-TRANSKETOLASE-RXN	MetaCyc	24265
FORMAMIDASE-RXN	MetaCyc	21951
FORMATE-DEHYDROGENASE-CYTOCHROME-RXN	MetaCyc	21523
FORMATE-DEHYDROGENASE-NADP+-RXN	MetaCyc	12003
FORMATEDEHYDROG-RXN	MetaCyc	29064
FORMATE--DIHYDROFOLATE-LIGASE-RXN	MetaCyc	24329
FORMATE-KINASE-RXN	MetaCyc	16012
FORMATETHFLIG-RXN	MetaCyc	20224
FORMIMINOASPARTATE-DEIMINASE-RXN	MetaCyc	13664
FORMIMINOGLUTAMASE-RXN	MetaCyc	22493
FORMIMINOGLUTAMATE-DEIMINASE-RXN	MetaCyc	22833
FORMYLASPARTATE-DEFORMYLASE-RXN	MetaCyc	22043
FORMYL-COA-HYDROLASE-RXN	MetaCyc	19742
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	MetaCyc	19844
FORMYLMETHIONINE-DEFORMYLASE-RXN	MetaCyc	17784
FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN	MetaCyc	10180
FORMYLTHFDEFORMYL-RXN	MetaCyc	19834
FORMYLTHFGLUSYNTH-RXN	MetaCyc	51905
FPPSYN-RXN	MetaCyc	19364
FRUCTOKINASE-RXN	MetaCyc	16126
FRUCTOSE-5-DEHYDROGENASE-NADP%2b-RXN	MetaCyc	14072
FRUCTOSE-5-DEHYDROGENASE-RXN	MetaCyc	22307
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	MetaCyc	12197
FUC4NACTRANS-RXN	MetaCyc	28760
FUCISOM-RXN	MetaCyc	17236
FUCOKINASE-RXN	MetaCyc	13242
FUCOSTEROL-EPOXIDE-LYASE-RXN	MetaCyc	10884
FUCPALDOL-RXN	MetaCyc	12936
FUCULOKIN-RXN	MetaCyc	12377
FUMARATE-REDUCTASE-NADH-RXN	MetaCyc	18284
FUMARYLACETOACETASE-RXN	MetaCyc	10245
FUMHYDR-RXN	MetaCyc	12463
FUSARININE-C-ORNITHINESTERASE-RXN	MetaCyc	20166
GABATRANSAM-RXN	MetaCyc	23355
GALACTARDEHYDRA-RXN	MetaCyc	16006
GALACTITOL-2-DEHYDROGENASE-RXN	MetaCyc	20686
GALACTOACETYLTRAN-RXN	MetaCyc	15716
GALACTODEHYDROG-RXN	MetaCyc	21297
GALACTOKIN-RXN	MetaCyc	13556
GALACTOLIPASE-RXN	MetaCyc	13190
GALACTONDEHYDRAT-RXN	MetaCyc	18650
GALACTONOLACTONASE-RXN	MetaCyc	44901
GALACTONOLACTONE-DEHYDROGENASE-RXN	MetaCyc	14758
GALACTOSE-1-DEHYDROGENASE-NADP%2b-RXN	MetaCyc	18628
GALACTOSE-OXIDASE-RXN	MetaCyc	24161
GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN	MetaCyc	32178
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN	MetaCyc	14258
GALACTOSYLCERAMIDASE-RXN	MetaCyc	14298
GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN	MetaCyc	20616
GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN	MetaCyc	14118
GALACTURIDYLYLTRANS-RXN	MetaCyc	13992
GALACTUROISOM-RXN	MetaCyc	27705
GALACTURONOKINASE-RXN	MetaCyc	12966
GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN	MetaCyc	15250
GALLATE-DECARBOXYLASE-RXN	MetaCyc	12752
GALLATE-DIOXYGENASE-RXN	MetaCyc	28928
GALPMUT-RXN	MetaCyc	24135
GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN	MetaCyc	20506
GAMMA-GLUTAMYLTRANSFERASE-RXN	MetaCyc	23907
GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN	MetaCyc	16774
GAPDHSYNEC-RXN	MetaCyc	10303|10299
GAPOXNPHOSPHN-RXN	MetaCyc	10303
GARTRANSFORMYL2-RXN	MetaCyc	24830
GART-RXN	MetaCyc	15056
GCVMULTI-RXN	MetaCyc	27761
GCVP-RXN	MetaCyc	24307
GCVT-RXN	MetaCyc	16946
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	MetaCyc	13831|13827
GDP-6-DEOXY-D-TALOSE-4-DEHYDROGENASE-RXN	MetaCyc	10726|10730
GDP-GLUCOSIDASE-RXN	MetaCyc	15050
GDPKIN-RXN	MetaCyc	27687
GDPMANDEHYDRA-RXN	MetaCyc	23821
GDPMANMANHYDRO-RXN	MetaCyc	28103
GDP-MANNOSE-6-DEHYDROGENASE-RXN	MetaCyc	21729
GDPPYPHOSKIN-RXN	MetaCyc	28099
GDPREDUCT-RXN	MetaCyc	28032
GEISSOSCHIZINE-DEHYDROGENASE-RXN	MetaCyc	11379
GENTAMICIN-2-N-ACETYLTRANSFERASE-RXN	MetaCyc	24519
GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN	MetaCyc	14444
GENTISATE-12-DIOXYGENASE-RXN	MetaCyc	18238
GENTISATE-DECARBOXYLASE-RXN	MetaCyc	21315
GERANIOL-DEHYDROGENASE-RXN	MetaCyc	14522
GERANOYL-COA-CARBOXYLASE-RXN	MetaCyc	17704
GERANYL-DIPHOSPHATE-CYCLASE-RXN	MetaCyc	18210
GIBBERELLIN-BETA-GLUCOSYLTRANSFERASE-RXN	MetaCyc	20026
GKI-RXN	MetaCyc	27378
GLCNACPTRANS-RXN	MetaCyc	28091
GLU6PDEHYDROG-RXN	MetaCyc	15842
GLUC1PADENYLTRANS-RXN	MetaCyc	12121
GLUC1PURIDYLTRANS-RXN	MetaCyc	19892
GLUCARDEHYDRA-RXN	MetaCyc	14574
GLUCDEHYDROG-RXN	MetaCyc	22153
GLUCISOM-RXN	MetaCyc	28549
GLUCOKIN-RXN	MetaCyc	17828
GLUCONATE-2-DEHYDROGENASE-RXN	MetaCyc	12770
GLUCONATE-5-DEHYDROGENASE-RXN	MetaCyc	23938|23942
GLUCONATE-DEHYDRATASE-RXN	MetaCyc	21613
GLUCONOKIN-RXN	MetaCyc	19434
GLUCONOLACT-RXN	MetaCyc	10441
GLUCOSAMINE-6-P-DEAMIN-RXN	MetaCyc	12175
GLUCOSAMINE-KINASE-RXN	MetaCyc	10951
GLUCOSAMINE-N-ACETYLTRANSFERASE-RXN	MetaCyc	21335
GLUCOSAMINEPNACETYLTRANS-RXN	MetaCyc	10293
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN	MetaCyc	16772
GLUCOSE-1-DEHYDROGENASE-NADP%2b-RXN	MetaCyc	14406|13646
GLUCOSE-1-DEHYDROGENASE-RXN	MetaCyc	13648|14296|14408|13652
GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN	MetaCyc	16400
GLUCOSE-1-PHOSPHAT-RXN	MetaCyc	19934
GLUCOSE-6-PHOSPHATASE-RXN	MetaCyc	12415
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	MetaCyc	16252
GLUCOSE-DEHYDROGENASE-ACCEPTOR-RXN	MetaCyc	47373
GLUCOSE-OXIDASE-RXN	MetaCyc	11429
GLUCOSIDE-3-DEHYDROGENASE-RXN	MetaCyc	16590
GLUCOSYLCERAMIDASE-RXN	MetaCyc	13270
GLUCUROISOM-RXN	MetaCyc	13052
GLUCURONATE-REDUCTASE-RXN	MetaCyc	14911
GLUCURONOKINASE-RXN	MetaCyc	17006
GLUCURONOLACTONE-REDUCTASE-RXN	MetaCyc	18928
GLUCURONOXYLAN-4-O-METHYLTRANSFERASE-RXN	MetaCyc	20414
GLURS-RXN	MetaCyc	23541
GLUTACONATE-COA-TRANSFERASE-RXN	MetaCyc	23211
GLUTACONYL-COA-DECARBOXYLASE-RXN	MetaCyc	23973
GLUTAMATE-1-KINASE-RXN	MetaCyc	17220
GLUTAMATE-DEHYDROGENASE-NADP%2b-RXN	MetaCyc	15136|11615
GLUTAMATE-DEHYDROGENASE-RXN	MetaCyc	15136
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	MetaCyc	15099
GLUTAMATE--METHYLAMINE-LIGASE-RXN	MetaCyc	17118
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	MetaCyc	15350
GLUTAMATESYN-RXN	MetaCyc	11613|15503
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	MetaCyc	12130
GLUTAMATE-SYNTHASE-NADH-RXN	MetaCyc	13755
GLUTAMIDOTRANS-RXN	MetaCyc	24795
GLUTAMINE-N-ACYLTRANSFERASE-RXN	MetaCyc	18472
GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN	MetaCyc	21847
GLUTAMINE--PYRUVATE-AMINOTRANSFERASE-RXN	MetaCyc	10403
GLUTAMINESYN-RXN	MetaCyc	16172
GLUTAMINE--TRNA-LIGASE-RXN	MetaCyc	20122
GLUTAMIN-RXN	MetaCyc	15890
GLUTAMINYL-PEPTIDE-CYCLOTRANSFERASE-RXN	MetaCyc	23655
GLUTARATE--COA-LIGASE-RXN	MetaCyc	14170
GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	MetaCyc	12065
GLUTARYL-COA-DEHYDROGENASE-RXN	MetaCyc	13392
GLUTARYL-COA-DEHYDROG-RXN	MetaCyc	20592
GLUTATHIONE-OXIDASE-RXN	MetaCyc	24115
GLUTATHIONE-PEROXIDASE-RXN	MetaCyc	16834
GLUTATHIONE-REDUCT-NADPH-RXN	MetaCyc	11742
GLUTATHIONE-SYN-RXN	MetaCyc	13558
GLUTATHIONE-THIOESTERASE-RXN	MetaCyc	22711
GLUTCYSLIG-RXN	MetaCyc	13286
GLUTDECARBOX-RXN	MetaCyc	17786
GLUTDEHYD-RXN	MetaCyc	11615
GLUTKIN-RXN	MetaCyc	14878
GLUTRACE-RXN	MetaCyc	12816
GLUTRNAREDUCT-RXN	MetaCyc	12346
GLUTSEMIALDEHYDROG-RXN	MetaCyc	19543
GLY3KIN-RXN	MetaCyc	23517
GLYC3PDEHYDROGBIOSYN-RXN	MetaCyc	11098|11094
GLYC3PDEHYDROG-RXN	MetaCyc	28754
GLYCDEH-RXN	MetaCyc	13772
GLYCERALDEHYDE-DEHYDRO-RXN	MetaCyc	36048|30784
GLYCERATE-DEHYDROGENASE-RXN	MetaCyc	17907
GLYCEROL-1-PHOSPHATASE-RXN	MetaCyc	11477
GLYCEROL-2-DEHYDROGENASE-NADP%2b-RXN	MetaCyc	12756
GLYCEROL-2-PHOSPHATASE-RXN	MetaCyc	13106
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	MetaCyc	18370
GLYCEROL-DEHYDRATASE-RXN	MetaCyc	19766
GLYCEROL-DEHYDROGENASE-ACCEPTOR-RXN	MetaCyc	17496
GLYCEROL-DEHYDROGENASE-NADP%2b-RXN	MetaCyc	23595
GLYCEROL-KIN-RXN	MetaCyc	21647
GLYCERONE-KINASE-RXN	MetaCyc	15774
GLYCERYL-ETHER-MONOOXYGENASE-RXN	MetaCyc	36256
GLYCINE-AMIDINOTRANSFERASE-RXN	MetaCyc	13202
GLYCINE-AMINOTRANSFERASE-RXN	MetaCyc	14092
GLYCINE-DEHYDROGENASE-CYTOCHROME-RXN	MetaCyc	16912
GLYCINE-DEHYDROGENASE-RXN	MetaCyc	15724
GLYCINE-FORMIMINOTRANSFERASE-RXN	MetaCyc	24291
GLYCINE-N-ACYLTRANSFERASE-RXN	MetaCyc	19872
GLYCINE-N-BENZOYLTRANSFERASE-RXN	MetaCyc	18494
GLYCINE-N-CHOLOYLTRANSFERASE-RXN	MetaCyc	14002
GLYCINE-N-METHYLTRANSFERASE-RXN	MetaCyc	19938
GLYCINE--TRNA-LIGASE-RXN	MetaCyc	16014
GLYCOGENIN-GLUCOSYLTRANSFERASE-RXN	MetaCyc	23361
GLYCOGENSYN-RXN	MetaCyc	18192
GLYCOLALD-DEHYDROG-RXN	MetaCyc	20002
GLYCOLALDREDUCT-RXN	MetaCyc	27633
GLYCOLATEDEHYDRO-RXN	MetaCyc	21267
GLYCOLATE-REDUCTASE-RXN	MetaCyc	18232
GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN	MetaCyc	10833
GLYCOSULFATASE-RXN	MetaCyc	19148
GLYCPDIESTER-RXN	MetaCyc	12970
GLYCYRRHIZINATE-BETA-GLUCURONIDASE-RXN	MetaCyc	17372
GLYOCARBOLIG-RXN	MetaCyc	10137
GLYOHMETRANS-RXN	MetaCyc	15484
GLYOXIII-RXN	MetaCyc	27755
GLYOXII-RXN	MetaCyc	25246
GLYOXI-RXN	MetaCyc	19072
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	MetaCyc	21027
GLYOXYLATE-OXIDASE-RXN	MetaCyc	14838
GLYOXYLATE-REDUCTASE-NADP%2b-RXN	MetaCyc	10994
GLYRIBONUCSYN-RXN	MetaCyc	17456
GMKALT-RXN	MetaCyc	12698
GMP-REDUCT-RXN	MetaCyc	17187
GMP-SYN-GLUT-RXN	MetaCyc	11681
GMP-SYN-NH3-RXN	MetaCyc	18302
GPH-RXN	MetaCyc	14370
GSAAMINOTRANS-RXN	MetaCyc	14266
GSADENYLATION-RXN	MetaCyc	18590
GSDEADENYLATION-RXN	MetaCyc	43717
GSHTRAN-RXN	MetaCyc	16438
GSPAMID-RXN	MetaCyc	17176
GSPSYN-RXN	MetaCyc	21275
GST-RXN	MetaCyc	51223
GTP-CYCLOHYDRO-II-RXN	MetaCyc	23705|24899
GTP-CYCLOHYDRO-I-RXN	MetaCyc	17476
GTPPYPHOSKIN-RXN	MetaCyc	22089
GUANIDINOACETASE-RXN	MetaCyc	23271
GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN	MetaCyc	10657
GUANIDINOBUTANAMIDE-NH3-RXN	MetaCyc	34376
GUANIDINOBUTYRASE-RXN	MetaCyc	19502
GUANIDINOPROPIONASE-RXN	MetaCyc	16032
GUANIDOACETATE-KINASE-RXN	MetaCyc	14148
GUANINE-DEAMINASE-RXN	MetaCyc	14666
GUANOSINE-DEAMINASE-RXN	MetaCyc	12862
GUANOSINE-DIPHOSPHATASE-RXN	MetaCyc	22157
GUANOSINEKIN-RXN	MetaCyc	27711
GUANPRIBOSYLTRAN-RXN	MetaCyc	25427
GUANYLCYC-RXN	MetaCyc	13668
GUANYL-KIN-RXN	MetaCyc	20783
H2-METHYLENE-THMPT-DEHYDRO-RXN	MetaCyc	20020
H2NEOPTERINALDOL-RXN	MetaCyc	10541
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	MetaCyc	25303
H2NTPEPIM-RXN	MetaCyc	28349
H2PTERIDINEPYROPHOSPHOKIN-RXN	MetaCyc	11413
H2PTEROATESYNTH-RXN	MetaCyc	19950
HADTHAUERA-RXN	MetaCyc	18268
HALOACETATE-DEHALOGENASE-RXN	MetaCyc	11047
HALOALKANE-DEHALOGENASE-RXN	MetaCyc	19082
HAMAMELOSE-KINASE-RXN	MetaCyc	22799
HAONITRO-RXN	MetaCyc	45033
HCAMULTI-RXN	MetaCyc	20358
HEMEOSYN-RXN	MetaCyc	28071
HEME-OXYGENASE-DECYCLIZING-RXN	MetaCyc	21765
HEMN-RXN	MetaCyc	15426
HEPOXILIN-EPOXIDE-HYDROLASE-RXN	MetaCyc	16668
HEXADECANOL-DEHYDROGENASE-RXN	MetaCyc	22059
HEXOKINASE-RXN	MetaCyc	22743
HIPPURATE-HYDROLASE-RXN	MetaCyc	10425
HISTALDEHYD-RXN	MetaCyc	33804
HISTAMINE-N-METHYLTRANSFERASE-RXN	MetaCyc	19302
HISTAMINOTRANS-RXN	MetaCyc	23747
HISTCYCLOHYD-RXN	MetaCyc	20050
HISTIDINE-AMMONIA-LYASE-RXN	MetaCyc	21233
HISTIDINE-DECARBOXYLASE-RXN	MetaCyc	20841
HISTIDINE-N-ACETYLTRANSFERASE-RXN	MetaCyc	24599
HISTIDINE--TRNA-LIGASE-RXN	MetaCyc	17314
HISTIDPHOS-RXN	MetaCyc	14466
HISTOLDEHYD-RXN	MetaCyc	33800
HISTONE-ACETYLTRANSFERASE-RXN	MetaCyc	21993
HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN	MetaCyc	10025
HISTPRATPHYD-RXN	MetaCyc	22829
HISTTRANSAM-RXN	MetaCyc	16568
HOLO-ACP-SYNTH-RXN	MetaCyc	12069
HOLOCYTOCHROME-C-SYNTHASE-RXN	MetaCyc	22651
HOMOACONITATE-HYDRATASE-RXN	MetaCyc	15487|15488
HOMOCITRATE-SYNTHASE-RXN	MetaCyc	12932
HOMOCYSMETB12-RXN	MetaCyc	11173
HOMOCYSMET-RXN	MetaCyc	21199
HOMOCYSTEINE-DESULFHYDRASE-RXN	MetaCyc	14502
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	MetaCyc	21821
HOMOGENTISATE-12-DIOXYGENASE-RXN	MetaCyc	15450
HOMOGLUTATHIONE-SYNTHASE-RXN	MetaCyc	17996
HOMOSERDEAM-RXN	MetaCyc	24924
HOMOSERDEHYDROG-RXN	MetaCyc	15763|15759
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	MetaCyc	13704
HOMOSERKIN-RXN	MetaCyc	13988
HOMSUCTRAN-RXN	MetaCyc	22009
HYALURONATE-LYASE-RXN	MetaCyc	50241
HYDGLUTSYN-RXN	MetaCyc	19188
HYDROGEN-DEHYDROGENASE-RXN	MetaCyc	24639
HYDROGEN-SULFIDE-S-ACETYLTRANSFERASE-RXN	MetaCyc	16628
HYDROGENSULFITE-REDUCTASE-RXN	MetaCyc	13212
HYDROG-RXN	MetaCyc	17448
HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN	MetaCyc	23051
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	MetaCyc	47937
HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	MetaCyc	20306
HYDROXYBUTYRATE-DIMER-HYDROLASE-RXN	MetaCyc	10173
HYDROXYDOCOSANOATE-TRANS-RXN	MetaCyc	22317
HYDROXYGLUTAMATE-DECARBOXYLASE-RXN	MetaCyc	14073
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	MetaCyc	42073
HYDROXYLAMINE-REDUCTASE-NADH-RXN	MetaCyc	20584
HYDROXYLAMINE-REDUCTASE-RXN	MetaCyc	22054
HYDROXYLYSINE-KINASE-RXN	MetaCyc	19052
HYDROXYMALONATE-DEHYDROGENASE-RXN	MetaCyc	11284
HYDROXYMANDELONITRILE-LYASE-RXN	MetaCyc	15978
HYDROXYMETHYLGLUTARYL-COA-HYDROLASE-RXN	MetaCyc	16308
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	MetaCyc	24405
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	MetaCyc	14834
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	MetaCyc	10191
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	MetaCyc	23366
HYDROXYPHYTANATE-OXIDASE-RXN	MetaCyc	21681
HYDROXYPYRROLINEDEH-RXN	MetaCyc	24891|31156
HYDROXYPYRUVATE-DECARBOXYLASE-RXN	MetaCyc	20564
HYDROXYPYRUVATE-REDUCTASE-RXN	MetaCyc	17908
HYDROXYQUINOL-12-DIOXYGENASE-RXN	MetaCyc	19442
HYGROMYCIN-B-KINASE-RXN	MetaCyc	23391
HYOSCYAMINE-6-DIOXYGENASE-RXN	MetaCyc	12630
HYPONITRITE-REDUCTASE-RXN	MetaCyc	19340
HYPOTAURINE-DEHYDROGENASE-RXN	MetaCyc	17386
HYPOTAUROCYAMINE-KINASE-RXN	MetaCyc	24011
HYPOXANPRIBOSYLTRAN-RXN	MetaCyc	17975
IGPSYN-RXN	MetaCyc	23477
IMIDAZOLEACETATE-4-MONOOXYGENASE-RXN	MetaCyc	19428
IMIDAZOLE-N-ACETYLTRANSFERASE-RXN	MetaCyc	15816
IMIDAZOLONEPROPIONASE-RXN	MetaCyc	23661
IMIDPHOSDEHYD-RXN	MetaCyc	11041
IMILACTDEHYDROG-RXN	MetaCyc	12043|12039
IMPCYCLOHYDROLASE-RXN	MetaCyc	18448
IMP-DEHYDROG-RXN	MetaCyc	11711
INDANOL-DEHYDROGENASE-RXN	MetaCyc	16320|16324
INDOLE-23-DIOXYGENASE-RXN	MetaCyc	11215
INDOLE-3-ACETALDEHYDE-OXIDASE-RXN	MetaCyc	16278
INDOLEACETATE--LYSINE-LIGASE-RXN	MetaCyc	14858
INDOLELACTATE-DEHYDROGENASE-RXN	MetaCyc	20136
INDOLEPYRUVATE-C-METHYLTRANSFERASE-RXN	MetaCyc	12113
INOPHOSPHOR-RXN	MetaCyc	27649
INORGPYROPHOSPHAT-RXN	MetaCyc	24579
INOSINATE-NUCLEOSIDASE-RXN	MetaCyc	20470
INOSINEKIN-RXN	MetaCyc	21141
INOSINE-NUCLEOSIDASE-RXN	MetaCyc	16658
INULOSUCRASE-RXN	MetaCyc	15748
IODIDE-PEROXIDASE-RXN	MetaCyc	23337
IODOPHENOL-O-METHYLTRANSFERASE-RXN	MetaCyc	14314
IPPISOM-RXN	MetaCyc	23287
IRON--CYTOCHROME-C-REDUCTASE-RXN	MetaCyc	15620
ISOBUTYRALDOXIME-O-METHYLTRANSFERASE-RXN	MetaCyc	10999
ISOBUTYRYL-COA-MUTASE-RXN	MetaCyc	13144
ISOCHORMAT-RXN	MetaCyc	11115
ISOCHORSYN-RXN	MetaCyc	18988
ISOCIT-CLEAV-RXN	MetaCyc	13248
ISOCITDEH-RXN	MetaCyc	19632
ISOCITRATE-DEHYDROGENASE-NAD%2b-RXN	MetaCyc	23633
ISOCITRATE-EPIMERASE-RXN	MetaCyc	10823
ISOFLAVONE-2-HYDROXYLASE-RXN	MetaCyc	12389
ISOFLAVONE-4-O-METHYLTRANSFERASE-RXN	MetaCyc	31740
