ID	DATABASE	RHEA
R03858	KEGG	31094
R03859	KEGG	10367
R03860	KEGG	11379
R03861	KEGG	14264
R03862	KEGG	10211
R03866	KEGG	22179
R03868	KEGG	17396
R03869	KEGG	31046
R03873	KEGG	16944
R03874	KEGG	20927
R03875	KEGG	51739
R03877	KEGG	13964
R03880	KEGG	22531
R03881	KEGG	23495
R03882	KEGG	23615
R03883	KEGG	23619
R03884	KEGG	23211
R03885	KEGG	12868
R03886	KEGG	20883
R03887	KEGG	20999
R03889	KEGG	14472
R03892	KEGG	42435
R03893	KEGG	12375
R03894	KEGG	21111
R03896	KEGG	22335
R03898	KEGG	42427
R03899	KEGG	16136|25803
R03900	KEGG	23895
R03901	KEGG	20144
R03905	KEGG	17524
R03906	KEGG	17372
R03907	KEGG	12680
R03908	KEGG	13796
R03909	KEGG	12023
R03910	KEGG	11119
R03912	KEGG	21455
R03913	KEGG	18752
R03914	KEGG	18756
R03915	KEGG	21067
R03918	KEGG	45707
R03922	KEGG	19620
R03923	KEGG	24179
R03925	KEGG	10807
R03928	KEGG	15292
R03929	KEGG	27885
R03930	KEGG	20260
R03932	KEGG	23223
R03933	KEGG	34346
R03934	KEGG	15204
R03937	KEGG	42451
R03938	KEGG	10027
R03939	KEGG	24011
R03940	KEGG	24383
R03942	KEGG	12652
R03944	KEGG	23091
R03945	KEGG	10667
R03947	KEGG	15616
R03948	KEGG	16844
R03952	KEGG	19136
R03956	KEGG	17920
R03959	KEGG	10643
R03960	KEGG	31054
R03962	KEGG	17148
R03963	KEGG	19104
R03964	KEGG	11999
R03965	KEGG	10955
R03966	KEGG	32214
R03968	KEGG	16296
R03969	KEGG	15864
R03974	KEGG	31514
R03977	KEGG	16312
R03978	KEGG	11575
R03980	KEGG	31058
R03982	KEGG	18688
R03983	KEGG	43771
R03984	KEGG	10723
R03987	KEGG	14016
R03990	KEGG	28361
R03991	KEGG	18164
R03992	KEGG	15524
R03994	KEGG	14564
R03996	KEGG	19752
R03997	KEGG	20923
R03998	KEGG	16000
R03999	KEGG	15996
R04000	KEGG	42079
R04001	KEGG	10679
R04002	KEGG	24159
R04003	KEGG	22871
R04010	KEGG	10007
R04013	KEGG	11339
R04014	KEGG	30122
R04015	KEGG	20628
R04017	KEGG	20616
R04023	KEGG	11427
R04026	KEGG	24938
R04028	KEGG	16892
R04029	KEGG	42507
R04030	KEGG	17012
R04031	KEGG	10199
R04033	KEGG	12179
R04035	KEGG	22831
R04036	KEGG	10735
R04037	KEGG	20052
R04038	KEGG	15288
R04040	KEGG	16696
R04041	KEGG	15848
R04042	KEGG	13568
R04043	KEGG	11555
R04044	KEGG	36258
R04046	KEGG	13112
R04047	KEGG	13116
R04049	KEGG	12163
R04050	KEGG	21063
R04053	KEGG	20771
R04055	KEGG	16900
R04056	KEGG	22931
R04057	KEGG	23499
R04058	KEGG	23655
R04059	KEGG	22187
R04060	KEGG	11979
R04061	KEGG	35598|19444
R04062	KEGG	21559
R04063	KEGG	22763
R04065	KEGG	31062
R04066	KEGG	19428
R04068	KEGG	16488
R04070	KEGG	20168
R04071	KEGG	23275
R04072	KEGG	17380
R04073	KEGG	11511
R04074	KEGG	11823
R04076	KEGG	49299
R04077	KEGG	22539
R04078	KEGG	18060
R04080	KEGG	14528
R04088	KEGG	25196
R04089	KEGG	48999
R04090	KEGG	21867
R04091	KEGG	12696
R04093	KEGG	23159
R04095	KEGG	31066
R04096	KEGG	12279
R04099	KEGG	20819
R04100	KEGG	23719
R04101	KEGG	14856
R04102	KEGG	34418
R04104	KEGG	21087
R04105	KEGG	24355
R04106	KEGG	18272
R04109	KEGG	12347
R04111	KEGG	49303
R04112	KEGG	31086
R04113	KEGG	14424
R04115	KEGG	11835
R04117	KEGG	27313
R04118	KEGG	22291
R04119	KEGG	21319
R04120	KEGG	14220
R04122	KEGG	17152
R04123	KEGG	13844
R04125	KEGG	16948
R04126	KEGG	16940
R04127	KEGG	22319
R04130	KEGG	16920
R04133	KEGG	14400
R04135	KEGG	14076
R04136	KEGG	22343
R04137	KEGG	31082
R04138	KEGG	13592
R04139	KEGG	19588
R04140	KEGG	20660
R04141	KEGG	12211
R04142	KEGG	42511
R04143	KEGG	22315
R04144	KEGG	17456
R04145	KEGG	24315
R04147	KEGG	20036
R04148	KEGG	11199
R04150	KEGG	15528
R04151	KEGG	16256
R04152	KEGG	17024
R04153	KEGG	22791
R04154	KEGG	18100
R04157	KEGG	14292
R04158	KEGG	23407
R04159	KEGG	23907
R04162	KEGG	36242
R04165	KEGG	17864
R04166	KEGG	12587
R04167	KEGG	17840
R04169	KEGG	10999
R04170	KEGG	31078
R04173	KEGG	14332
R04175	KEGG	31070
R04178	KEGG	43439
R04179	KEGG	20184
R04180	KEGG	18048
R04182	KEGG	22167
R04185	KEGG	12039
R04186	KEGG	12043
R04187	KEGG	31074
R04188	KEGG	13996
R04189	KEGG	19536
R04190	KEGG	12708
R04191	KEGG	17244
R04192	KEGG	15280
R04194	KEGG	15748
R04198	KEGG	35326
R04199	KEGG	35334
R04200	KEGG	24199
R04201	KEGG	24195
R04202	KEGG	15532
R04203	KEGG	13284
R04204	KEGG	31122
R04205	KEGG	12363
R04208	KEGG	23035
R04209	KEGG	10795
R04210	KEGG	18832
R04211	KEGG	13468
R04212	KEGG	14516
R04213	KEGG	19980
R04216	KEGG	22983
R04217	KEGG	16956
R04218	KEGG	34482
R04222	KEGG	24395
R04224	KEGG	31178
R04227	KEGG	19288
R04228	KEGG	22483
R04229	KEGG	22479
R04230	KEGG	25159
R04231	KEGG	19400
R04234	KEGG	15592
R04235	KEGG	11399
R04236	KEGG	21587
R04237	KEGG	17812
R04238	KEGG	54451
R04239	KEGG	24547
R04241	KEGG	10583
R04242	KEGG	56787
R04251	KEGG	58155
R04256	KEGG	24123
R04258	KEGG	48579
R04259	KEGG	11035
R04260	KEGG	31126
R04263	KEGG	11899
R04265	KEGG	34570
R04266	KEGG	21659
R04267	KEGG	11219
R04270	KEGG	10819
R04271	KEGG	20328
R04272	KEGG	15208
R04273	KEGG	16240
R04274	KEGG	23979
R04277	KEGG	10647
R04279	KEGG	29590
R04280	KEGG	31130
R04285	KEGG	11775
R04286	KEGG	22051
R04291	KEGG	13584
R04292	KEGG	25891
R04293	KEGG	25150
R04294	KEGG	23255
R04296	KEGG	12856
R04297	KEGG	21003
R04300	KEGG	27949
R04303	KEGG	19792
R04305	KEGG	16176
R04306	KEGG	50731
R04307	KEGG	17432
R04309	KEGG	10359
R04311	KEGG	36174
R04314	KEGG	24003
R04315	KEGG	12704
R04316	KEGG	16436
R04317	KEGG	16084
R04319	KEGG	12139
R04320	KEGG	14120
R04321	KEGG	36186
R04322	KEGG	10859
R04323	KEGG	16560
R04325	KEGG	15056
R04326	KEGG	31134
R04327	KEGG	18748
R04330	KEGG	42007
R04332	KEGG	20416
R04333	KEGG	21183
R04334	KEGG	21151
R04335	KEGG	19508
R04336	KEGG	24800
R04338	KEGG	13488
R04339	KEGG	12507
R04340	KEGG	12503
R04341	KEGG	10035
R04342	KEGG	16268
R04343	KEGG	13576
R04344	KEGG	16300
R04345	KEGG	17440
R04348	KEGG	12668
R04349	KEGG	22103
R04350	KEGG	13376
R04356	KEGG	20088
R04357	KEGG	11763
R04358	KEGG	10219
R04359	KEGG	14464
R04360	KEGG	36178
R04361	KEGG	36238
R04362	KEGG	15968
R04363	KEGG	21999
R04364	KEGG	13088
R04365	KEGG	17328
R04366	KEGG	20763|32506
R04367	KEGG	22771
R04368	KEGG	37102
R04370	KEGG	16408
R04371	KEGG	15488
R04373	KEGG	24375
R04374	KEGG	10323
R04376	KEGG	23843
R04377	KEGG	39034
R04378	KEGG	31138
R04379	KEGG	18816
R04382	KEGG	20272
R04383	KEGG	23899
R04384	KEGG	21347|45207
R04385	KEGG	13504
R04386	KEGG	54731
R04387	KEGG	21011
R04388	KEGG	17556
R04389	KEGG	20200
R04392	KEGG	19560
R04393	KEGG	42403
R04397	KEGG	17680
R04398	KEGG	16596
R04400	KEGG	21459
R04401	KEGG	43543
R04404	KEGG	22767
R04405	KEGG	21199
R04411	KEGG	23527
R04412	KEGG	22807
R04413	KEGG	16248
R04418	KEGG	15684
R04420	KEGG	19992
R04421	KEGG	17408
R04423	KEGG	19024
R04424	KEGG	17728
R04425	KEGG	17944
R04426	KEGG	10895
R04427	KEGG	21131
R04431	KEGG	18416
R04433	KEGG	24055
R04436	KEGG	11107
R04437	KEGG	14104
R04438	KEGG	10371
R04439	KEGG	22071
R04440	KEGG	31142
R04441	KEGG	24812
R04444	KEGG	31158
R04448	KEGG	24215
R04449	KEGG	23791
R04450	KEGG	13660
R04451	KEGG	14156
R04452	KEGG	17780
R04453	KEGG	10891
R04455	KEGG	20020
R04456	KEGG	16724
R04457	KEGG	26155
R04460	KEGG	24063
R04461	KEGG	17048
R04463	KEGG	17132
R04464	KEGG	21147
R04466	KEGG	15128
R04467	KEGG	25318
R04469	KEGG	10523
R04472	KEGG	15924
R04473	KEGG	17060
R04475	KEGG	11963
R04476	KEGG	14340
R04477	KEGG	28369
R04481	KEGG	36422
R04483	KEGG	20672|34778
R04484	KEGG	11607
R04490	KEGG	11551
R04491	KEGG	12579
R04493	KEGG	13908
R04494	KEGG	23383
R04495	KEGG	22935
R04496	KEGG	21675
R04498	KEGG	19112
R04501	KEGG	55227
R04502	KEGG	13868
R04503	KEGG	11071
R04505	KEGG	18720
R04507	KEGG	21779
R04509	KEGG	19896
R04510	KEGG	19240
R04512	KEGG	15076
R04513	KEGG	25020
R04514	KEGG	17472
R04517	KEGG	23263
R04518	KEGG	23267
R04520	KEGG	18112
R04522	KEGG	19220
R04525	KEGG	16316
R04526	KEGG	19156
R04527	KEGG	30986|21195
R04529	KEGG	31666
R04532	KEGG	11839
R04538	KEGG	21851
R04540	KEGG	18088
R04541	KEGG	12535
R04545	KEGG	21295
R04548	KEGG	14352
R04549	KEGG	25216
R04550	KEGG	17820
R04552	KEGG	11639
R04553	KEGG	23631
R04555	KEGG	23175
R04556	KEGG	11919
R04557	KEGG	11915
R04558	KEGG	24796
R04559	KEGG	23923
R04560	KEGG	22195
R04562	KEGG	11759
R04563	KEGG	23671
R04564	KEGG	19316
R04565	KEGG	10463
R04567	KEGG	13928
R04570	KEGG	11155
R04571	KEGG	22959
R04573	KEGG	16088
R04575	KEGG	18708
R04576	KEGG	10927
R04577	KEGG	19332
R04579	KEGG	15544
R04580	KEGG	22979
R04581	KEGG	34186
R04582	KEGG	11207
R04584	KEGG	12591
R04587	KEGG	25212
R04588	KEGG	20396
R04590	KEGG	21619
R04591	KEGG	22631
R04594	KEGG	30370|24459
R04596	KEGG	52319|15572
R04597	KEGG	43899|21355
R04602	KEGG	20452
R04603	KEGG	20803
R04604	KEGG	24379
R04606	KEGG	22671
R04608	KEGG	16396
R04609	KEGG	16668
R04610	KEGG	16048
R04613	KEGG	12435
R04615	KEGG	13572
R04617	KEGG	28377
R04619	KEGG	13708
R04621	KEGG	25309
R04623	KEGG	15928
R04631	KEGG	16776
R04635	KEGG	53899
R04636	KEGG	56223|56227
R04638	KEGG	25305
R04640	KEGG	15472
R04641	KEGG	14540
R04643	KEGG	13276
R04648	KEGG	18024
R04656	KEGG	18916
R04657	KEGG	20703
R04658	KEGG	28069
R04659	KEGG	23007
R04672	KEGG	24808
R04673	KEGG	33694
R04690	KEGG	13776
R04692	KEGG	17412
R04694	KEGG	23579
R04695	KEGG	17572
R04696	KEGG	17716
R04697	KEGG	10111
R04698	KEGG	13984
R04699	KEGG	22647
R04702	KEGG	10531
R04703	KEGG	16624
R04705	KEGG	21095
R04706	KEGG	18576
R04707	KEGG	18544
R04708	KEGG	10159
R04709	KEGG	19308
R04710	KEGG	19228
R04711	KEGG	14124
R04713	KEGG	13008
R04714	KEGG	11895
R04716	KEGG	12808
R04718	KEGG	12111
R04719	KEGG	10499
R04720	KEGG	15412
R04721	KEGG	20975
R04722	KEGG	11051
R04723	KEGG	22859
R04727	KEGG	10355
R04728	KEGG	19772
R04729	KEGG	12660
R04730	KEGG	17608
R04731	KEGG	22351
R04733	KEGG	13676
R04734	KEGG	11923
R04736	KEGG	14816
R04737	KEGG	31162
R04738	KEGG	31166
R04739	KEGG	31170
R04740	KEGG	31174
R04741	KEGG	31182
R04742	KEGG	31186
R04743	KEGG	31190
R04744	KEGG	31194
R04745	KEGG	31198
R04746	KEGG	31202
R04747	KEGG	31206
R04748	KEGG	31146
R04749	KEGG	30550
R04751	KEGG	31210
R04754	KEGG	28357
R04759	KEGG	38206
R04761	KEGG	38186
R04768	KEGG	11291
R04769	KEGG	56911
R04771	KEGG	31214
R04787	KEGG	30610
R04792	KEGG	15116
R04798	KEGG	30614
R04800	KEGG	30626|15704
R04807	KEGG	14376
R04813	KEGG	18936
R04826	KEGG	46755
R04855	KEGG	34342
R04856	KEGG	21303
R04864	KEGG	10307
R04866	KEGG	54199
R04867	KEGG	54203
R04868	KEGG	20723
R04870	KEGG	23199
R04872	KEGG	22431
R04880	KEGG	31150
R04884	KEGG	33518
R04903	KEGG	31218
R04909	KEGG	31222
R04930	KEGG	31154
R04950	KEGG	19216
R04952	KEGG	42251
R04972	KEGG	31242
R04985	KEGG	41683
R04986	KEGG	27781
R04987	KEGG	27793
R04988	KEGG	27773
R04990	KEGG	44755
R04993	KEGG	26469
R04998	KEGG	31226
R05000	KEGG	44507
R05002	KEGG	29518
R05032	KEGG	31230
R05049	KEGG	10815
R05050	KEGG	31234
R05051	KEGG	31246
R05052	KEGG	31238
R05062	KEGG	31250
R05064	KEGG	31254
R05066	KEGG	31278
R05069	KEGG	25407
R05070	KEGG	27697
R05071	KEGG	31258
R05072	KEGG	15124
R05074	KEGG	28065
R05075	KEGG	28441
R05076	KEGG	38266
R05085	KEGG	16576
R05086	KEGG	30662
R05092	KEGG	19528|22223
R05099	KEGG	13400
R05100	KEGG	26517
R05118	KEGG	56395
R05119	KEGG	31262
R05121	KEGG	31266
R05123	KEGG	31910
R05124	KEGG	19212
R05126	KEGG	27480
R05133	KEGG	28513
R05134	KEGG	33130
R05135	KEGG	27861
R05136	KEGG	27392
R05137	KEGG	27404
R05140	KEGG	13656
R05144	KEGG	45143
R05146	KEGG	28445
R05147	KEGG	15140
R05148	KEGG	10315
R05149	KEGG	17480
R05150	KEGG	23411
R05151	KEGG	11591
R05152	KEGG	17752
R05154	KEGG	19328
R05156	KEGG	23471
R05157	KEGG	10979
R05158	KEGG	22083
R05162	KEGG	19944
R05163	KEGG	15664
R05164	KEGG	19168
R05165	KEGG	14048
R05166	KEGG	21571
R05167	KEGG	18300
R05168	KEGG	18152
R05169	KEGG	15932
R05170	KEGG	22243
R05171	KEGG	11707
R05172	KEGG	13904
R05173	KEGG	20516
R05175	KEGG	10663
R05176	KEGG	17580
R05177	KEGG	22515
R05179	KEGG	50999
R05180	KEGG	12764
R05181	KEGG	22015
R05182	KEGG	23911
R05183	KEGG	14952
R05185	KEGG	21451
R05186	KEGG	15648
R05188	KEGG	14996
R05190	KEGG	22899
R05199	KEGG	49243
R05202	KEGG	20316
R05209	KEGG	18764
R05217	KEGG	17296
R05218	KEGG	24303
R05219	KEGG	18264
R05220	KEGG	11531
R05221	KEGG	15772
R05222	KEGG	22715
R05223	KEGG	16052
R05224	KEGG	12547
R05225	KEGG	23259
R05226	KEGG	23507
R05227	KEGG	15344
R05229	KEGG	16808
R05231	KEGG	31270
R05236	KEGG	22423
R05239	KEGG	17036
R05240	KEGG	23775
R05244	KEGG	23491
R05246	KEGG	34166
R05247	KEGG	42347
R05248	KEGG	42571
R05249	KEGG	48831
R05258	KEGG	34330
R05263	KEGG	18168
R05267	KEGG	53019
R05269	KEGG	53015
R05270	KEGG	40302
R05271	KEGG	24415
R05272	KEGG	18836
R05274	KEGG	13024
R05275	KEGG	13840
R05276	KEGG	23079
R05281	KEGG	51027
R05283	KEGG	14228
R05284	KEGG	25188
R05285	KEGG	55947
R05286	KEGG	30050
R05287	KEGG	25192
R05292	KEGG	24231
R05293	KEGG	24227
R05298	KEGG	36006
R05301	KEGG	20751
R05305	KEGG	11171
R05307	KEGG	20604
R05308	KEGG	10083
R05310	KEGG	24191
R05311	KEGG	19668
R05312	KEGG	24559
R05313	KEGG	18104
R05314	KEGG	15660
R05315	KEGG	10519
R05316	KEGG	29606
R05317	KEGG	19904
R05318	KEGG	15620
R05320	KEGG	15912
R05321	KEGG	20176
R05322	KEGG	14960
R05323	KEGG	16184
R05324	KEGG	13132
R05325	KEGG	11259
R05326	KEGG	20288
R05328	KEGG	12884
R05329	KEGG	33302
R05330	KEGG	10411
R05331	KEGG	23575
R05332	KEGG	13728
R05333	KEGG	14060
R05338	KEGG	25204
R05339	KEGG	25903
R05341	KEGG	32222
R05349	KEGG	12219
R05350	KEGG	12215
R05352	KEGG	28201
R05357	KEGG	17004
R05360	KEGG	42471
R05361	KEGG	42483
R05364	KEGG	42579
R05365	KEGG	27873
R05369	KEGG	56623
R05370	KEGG	56627
R05373	KEGG	27669
R05377	KEGG	42575
R05378	KEGG	13180
R05380	KEGG	17888
R05383	KEGG	19248
R05386	KEGG	45483
R05387	KEGG	12155
R05399	KEGG	12431
R05400	KEGG	52891
R05401	KEGG	52895
R05402	KEGG	56831
R05403	KEGG	56835
R05405	KEGG	26308
R05407	KEGG	48575
R05409	KEGG	35058
R05411	KEGG	42467
R05413	KEGG	42479
R05414	KEGG	27841
R05419	KEGG	48987
R05420	KEGG	33714
R05434	KEGG	42463
R05439	KEGG	42475
R05453	KEGG	28650
R05459	KEGG	50387
R05462	KEGG	50359
R05463	KEGG	50011
R05465	KEGG	10559
R05466	KEGG	20024
R05467	KEGG	23623
R05468	KEGG	19788|12776
R05470	KEGG	42431
R05471	KEGG	42071
R05483	KEGG	56619
R05487	KEGG	53395
R05488	KEGG	31730
R05518	KEGG	47975
R05520	KEGG	32650
R05522	KEGG	32634
R05526	KEGG	44627
R05530	KEGG	41579
R05531	KEGG	32094
R05532	KEGG	32654
R05548	KEGG	18056
R05551	KEGG	34370
R05553	KEGG	16204
R05554	KEGG	25244
R05555	KEGG	31282
R05556	KEGG	53011
R05558	KEGG	11315
R05559	KEGG	23095
R05560	KEGG	23611
R05563	KEGG	17528
R05566	KEGG	16056
R05570	KEGG	49251
R05571	KEGG	28109
R05577	KEGG	19652|18352
R05578	KEGG	23543|18400
R05579	KEGG	47423
R05581	KEGG	18268
R05588	KEGG	16472
R05594	KEGG	40070|39654
R05597	KEGG	21859
R05598	KEGG	10419
R05604	KEGG	17924
R05605	KEGG	17092
R05606	KEGG	20100
R05608	KEGG	16008
R05612	KEGG	20839
R05613	KEGG	22635
R05615	KEGG	27785
R05616	KEGG	44559
R05617	KEGG	26481|30102
R05618	KEGG	38014
R05621	KEGG	12636
R05623	KEGG	31982
R05626	KEGG	23755|28125
R05627	KEGG	28097
R05629	KEGG	21923
R05630	KEGG	28389
R05631	KEGG	22255
R05632	KEGG	31274
R05633	KEGG	13432
R05634	KEGG	18440
R05635	KEGG	24423
R05636	KEGG	12608
R05637	KEGG	23867
R05639	KEGG	18564
R05640	KEGG	25289
R05641	KEGG	18504
R05643	KEGG	27301
R05644	KEGG	27468
R05646	KEGG	27476
R05647	KEGG	28521
R05651	KEGG	24207
R05652	KEGG	10423
R05659	KEGG	25130
R05661	KEGG	13500
R05662	KEGG	23195
R05678	KEGG	24487
R05679	KEGG	21415
R05680	KEGG	21419
R05681	KEGG	14456
R05682	KEGG	20668
R05683	KEGG	21175
R05684	KEGG	21179
R05685	KEGG	18532
R05686	KEGG	18528
R05687	KEGG	36582|36586
R05688	KEGG	13720
R05689	KEGG	13252
R05690	KEGG	21055
R05691	KEGG	18412
R05692	KEGG	18888
R05693	KEGG	28197
R05695	KEGG	15492
R05696	KEGG	18188
R05697	KEGG	22543
R05698	KEGG	18516
R05699	KEGG	13312
R05700	KEGG	23971
R05701	KEGG	23967
R05702	KEGG	12760
R05703	KEGG	13688
R05704	KEGG	15824
R05705	KEGG	21623
R05706	KEGG	21627
R05707	KEGG	19380
R05708	KEGG	13628
R05711	KEGG	16272
R05712	KEGG	13092
R05713	KEGG	16980
R05714	KEGG	14620
R05715	KEGG	12692
R05716	KEGG	12688
R05717	KEGG	14144
R05718	KEGG	18996
R05719	KEGG	17952
R05720	KEGG	21575
R05721	KEGG	21407
R05722	KEGG	16068
R05723	KEGG	10767
R05724	KEGG	19472
R05725	KEGG	19468
R05727	KEGG	20152
R05728	KEGG	18404
R05731	KEGG	14920
R05732	KEGG	16652
R05733	KEGG	55231
R05734	KEGG	55235
R05735	KEGG	18388
R05739	KEGG	17772
R05740	KEGG	23459
R05742	KEGG	18932
R05743	KEGG	21327
R05745	KEGG	17900
R05746	KEGG	13176
R05747	KEGG	22019
R05748	KEGG	15972
R05749	KEGG	12299
R05750	KEGG	21759
R05751	KEGG	18704
R05752	KEGG	18452
R05753	KEGG	20356
R05754	KEGG	18912
R05755	KEGG	15296
R05756	KEGG	11687
R05757	KEGG	11699
R05758	KEGG	12427
R05759	KEGG	13352
R05760	KEGG	13140
R05761	KEGG	19424
R05762	KEGG	20907
R05763	KEGG	14972
R05764	KEGG	22203
R05765	KEGG	25491|25665
R05766	KEGG	25499|25669
R05767	KEGG	20867
R05768	KEGG	13540
R05769	KEGG	12563
R05771	KEGG	18200
R05772	KEGG	14520
R05773	KEGG	18728
R05774	KEGG	20951
R05775	KEGG	13200
R05776	KEGG	21047
R05778	KEGG	21379
R05779	KEGG	22387
R05780	KEGG	21467
R05781	KEGG	24479
R05782	KEGG	17584
R05783	KEGG	22879
R05784	KEGG	10703
R05788	KEGG	24483
R05789	KEGG	23419
R05790	KEGG	19312
R05791	KEGG	22655
R05794	KEGG	14600
R05795	KEGG	18376
R05797	KEGG	56407|11251|56403|56399
R05798	KEGG	15464
R05799	KEGG	37462|12796
R05800	KEGG	17720
R05801	KEGG	11859
R05802	KEGG	13612
R05803	KEGG	12283
R05804	KEGG	11463
R05805	KEGG	20108
R05806	KEGG	12143
R05807	KEGG	15896
R05808	KEGG	18000
R05809	KEGG	26276
R05810	KEGG	26280
R05812	KEGG	15628
R05814	KEGG	16212
R05815	KEGG	26292
R05817	KEGG	15312
R05818	KEGG	10171
R05819	KEGG	22095
R05820	KEGG	42487
R05821	KEGG	28654
R05822	KEGG	19960
R05823	KEGG	23831
R05825	KEGG	17504
R05827	KEGG	20032
R05828	KEGG	14240
R05832	KEGG	57579
R05835	KEGG	19356
R05837	KEGG	32278
R05838	KEGG	15268
R05841	KEGG	27853
R05850	KEGG	22371
R05855	KEGG	14136
R05856	KEGG	42375
R05857	KEGG	18976
R05861	KEGG	22691
R05862	KEGG	15168
R05863	KEGG	12475
R05875	KEGG	16524
R05876	KEGG	24019
R05877	KEGG	17260
R05878	KEGG	16412
R05879	KEGG	12323
R05880	KEGG	23799
R05882	KEGG	19388
R05884	KEGG	24491
R05885	KEGG	20995
R05901	KEGG	56223|56227
R05907	KEGG	23959
R05908	KEGG	56199|56203
R05909	KEGG	46887|46883
R05912	KEGG	56219|56215
R05913	KEGG	56207|56211
R05915	KEGG	56195|56191
R05925	KEGG	50195
R05926	KEGG	15300
R05927	KEGG	11783
R05928	KEGG	24171
R05929	KEGG	23467
R05930	KEGG	16224
R05931	KEGG	54999|23431
R05932	KEGG	20803
R05973	KEGG	29518
R05976	KEGG	50351
R05977	KEGG	31502
R05980	KEGG	55999
R05981	KEGG	56003
R05982	KEGG	56011
R05983	KEGG	11459
R05984	KEGG	56055
R05985	KEGG	12944
R05986	KEGG	15512|56067
R05987	KEGG	56075|16060
R05988	KEGG	12988
R05991	KEGG	56091|16924
R05992	KEGG	19948
R06015	KEGG	24447
R06016	KEGG	10615
R06026	KEGG	18916
R06047	KEGG	20955
R06048	KEGG	12007
R06050	KEGG	41735
R06051	KEGG	18552
R06117	KEGG	14828
R06119	KEGG	18960
R06120	KEGG	10943
R06126	KEGG	21599
R06127	KEGG	29526
R06140	KEGG	54543
R06160	KEGG	23983
R06166	KEGG	22947
R06171	KEGG	26212
R06178	KEGG	23711
R06180	KEGG	15212
R06182	KEGG	21015
R06223	KEGG	32298
R06238	KEGG	29522
R06240	KEGG	57107
R06242	KEGG	50243
R06258	KEGG	29530
R06259	KEGG	29534
R06260	KEGG	29538
R06261	KEGG	29542
R06262	KEGG	30638
R06263	KEGG	31310
R06264	KEGG	29546
R06265	KEGG	24275
R06266	KEGG	20544
R06267	KEGG	16756
R06268	KEGG	49103
R06269	KEGG	49107
R06270	KEGG	49111
R06272	KEGG	14452
R06282	KEGG	28205
R06284	KEGG	17320
R06285	KEGG	28065
R06291	KEGG	13048
R06292	KEGG	21307
R06293	KEGG	10931
R06294	KEGG	19244
R06295	KEGG	22907
R06297	KEGG	22703
R06298	KEGG	24319
R06299	KEGG	42987
R06301	KEGG	13876
R06302	KEGG	25551
R06303	KEGG	33990
R06305	KEGG	20915
R06306	KEGG	14052
R06307	KEGG	22031
R06308	KEGG	18952
R06309	KEGG	15244
R06310	KEGG	18744
R06311	KEGG	20140
R06312	KEGG	25527
R06313	KEGG	26216
R06351	KEGG	26220
R06354	KEGG	26224
R06364	KEGG	36190
R06366	KEGG	31302
R06372	KEGG	32430
R06373	KEGG	32426
R06376	KEGG	32390
R06383	KEGG	32390
R06386	KEGG	52827
R06388	KEGG	52831
R06390	KEGG	32514
R06392	KEGG	32518
R06398	KEGG	26096
R06399	KEGG	32386
R06400	KEGG	53411
R06417	KEGG	25652
R06419	KEGG	25644
R06420	KEGG	25648
R06421	KEGG	32554
R06426	KEGG	39910
R06427	KEGG	31762
R06428	KEGG	47979
R06437	KEGG	36974
R06438	KEGG	36682
R06439	KEGG	31674
R06447	KEGG	27554
R06450	KEGG	21471
R06451	KEGG	15360
R06452	KEGG	14652
R06456	KEGG	31626
R06458	KEGG	43059
R06459	KEGG	42847
R06460	KEGG	31630
R06462	KEGG	40546
R06463	KEGG	40542
R06464	KEGG	39890
R06466	KEGG	31386
R06502	KEGG	14892
R06513	KEGG	17224
R06514	KEGG	16972
R06519	KEGG	46547
R06520	KEGG	27517
R06523	KEGG	10343
R06526	KEGG	46367
R06529	KEGG	21899
R06530	KEGG	11495
R06531	KEGG	33710
R06532	KEGG	10619
R06558	KEGG	15768
R06560	KEGG	12391
R06562	KEGG	22563
R06568	KEGG	10587
R06571	KEGG	45731
R06588	KEGG	35754
R06594	KEGG	35758
R06595	KEGG	35774
R06601	KEGG	23739
R06602	KEGG	27877
R06604	KEGG	26304
R06606	KEGG	53211
R06607	KEGG	56111
R06613	KEGG	29046
R06620	KEGG	22155
R06624	KEGG	44635
R06625	KEGG	44747
R06633	KEGG	41230
R06634	KEGG	38350
R06680	KEGG	37878
R06681	KEGG	37882
R06682	KEGG	37414
R06683	KEGG	37838
R06684	KEGG	45763
R06685	KEGG	40250
R06688	KEGG	37854
R06689	KEGG	37850
R06690	KEGG	15720
R06691	KEGG	56363
R06692	KEGG	56367
R06693	KEGG	38314
R06699	KEGG	38854
R06704	KEGG	42823
R06722	KEGG	56007
R06728	KEGG	27509
R06734	KEGG	24247
R06747	KEGG	55155
R06757	KEGG	37058
R06758	KEGG	52911
R06759	KEGG	52915
R06770	KEGG	36698
R06771	KEGG	36658
R06772	KEGG	36662
R06782	KEGG	20360
R06783	KEGG	25061
R06784	KEGG	25065
R06785	KEGG	25069
R06786	KEGG	24788
R06787	KEGG	25053|27849
R06788	KEGG	25057
R06789	KEGG	34194|25049
R06792	KEGG	14900
R06793	KEGG	36806
R06795	KEGG	55419
R06796	KEGG	15584
R06799	KEGG	21991
R06800	KEGG	35518
R06803	KEGG	24864
R06807	KEGG	15108
R06808	KEGG	15712
R06815	KEGG	25632
R06816	KEGG	25636
R06819	KEGG	12147
R06824	KEGG	11435
