ID	NAMES	FORMULA	CHARGE	MASS
G01372	(GlcNAc)2(LFuc)1(Man)1	null	10000000	10000000
G01373	(Gal)1(GalNAc)1(GlcNAc)2	null	10000000	10000000
G01374	(GalA)2(LRha)2	null	10000000	10000000
G01375	(Gal)3	null	10000000	10000000
G01377	tarasaponin VII	null	10000000	10000000
G01378	XX|XXol	null	10000000	10000000
G01379	Echinacoside	null	10000000	10000000
G01380	(Gal)1(Glc)1(GlcNAc)1	null	10000000	10000000
G01381	(Man)3	null	10000000	10000000
G01382	maltotriose	null	10000000	10000000
G01383	(Glc)1(LRha)1(ManNAc)1	null	10000000	10000000
G01384	(GalA)1(GlcA)1(LRha)1	null	10000000	10000000
G01385	clematoside S	null	10000000	10000000
G01386	(Glc)1(GlcA)1	null	10000000	10000000
G01387	(Gal)1(Glc)2	null	10000000	10000000
G01388	(Man)3	null	10000000	10000000
G01389	(Gal)1(Glc)1(LRha)1	null	10000000	10000000
G01390	(Glc)1(LAra2Ac3Ac4Ac)1	null	10000000	10000000
G01391	(Gal)1(GlcNAc)1(S)1	null	10000000	10000000
G01393	(Glc)1(LAra)1	null	10000000	10000000
G01396	(GlcNAc)2(LFuc)1	null	10000000	10000000
G01398	(Gal)1(GlcA)1	null	10000000	10000000
G01400	trehalulose	null	10000000	10000000
G01401	RG-II	null	10000000	10000000
G01402	(LAraf)2	null	10000000	10000000
G01403	DS 1	null	10000000	10000000
G01404	(Gal)2(GlcNAc)4(LFuc)1(Man)3(Neu5Ac)2(Asn)1	null	10000000	10000000
G01407	(Gal)5(GlcNAc)7(LFuc)1(Man)3(Neu5Ac)4	null	10000000	10000000
G01408	DSLN-neohex-Cer	null	10000000	10000000
G01410	(Gal)2(GlcNAc)4(LFuc)3(Man)3(Xyl)1	null	10000000	10000000
G01411	(GlcNAc)1(Man)12	null	10000000	10000000
G01413	(Gal)3(Glc)1(GlcNAc)4(LFuc)1(Man)3	null	10000000	10000000
G01414	(Gal)3(Glc)1(GlcNAc)2(LFuc)1(Neu5Ac)2	null	10000000	10000000
G01415	(Gal)3(GlcNAc)6(Man)3	null	10000000	10000000
G01417	(Glc)2(GlcNAc)2(Man)9	null	10000000	10000000
G01418	(Gal)2(Glc)1(GlcNAc)1(Neu5Ac)1(Neu5Gc)1(Cer)1	null	10000000	10000000
G01419	(Gal)1(GlcNAc)3(Man)3(Neu5Ac)1(Asn)1	null	10000000	10000000
G01420	(Gal)3(GlcNAc)5(Man)3(Neu5Ac)3(Asn)1	null	10000000	10000000
G01421	(Gal)3(GlcNAc)5(LFuc)1(Man)3(Neu5Ac)3	null	10000000	10000000
G01423	(Gal)4(GalNAc)2(GlcNAc)1(Neu5Ac)1	null	10000000	10000000
G01424	(Gal)2(GlcNAc)3(Man)3(Neu5Ac)1	null	10000000	10000000
G01426	(Gal)1(GlcNAc)3(Man)3(Neu5Ac)1	null	10000000	10000000
G01427	(Gal)4(Glc)1(GlcNAc)3(LFuc)2	null	10000000	10000000
G01428	(GlcNAc)1(Man)9	null	10000000	10000000
G01429	(Gal)2(GalNAc)1(Glc)1(GlcNAc)1(Neu5Ac)1(Cer)1	null	10000000	10000000
G01431	(Gal)3(Glc)1(GlcNAc)2(LFuc)1(Neu5Ac)1	null	10000000	10000000
G01432	(GlcNAc)4(LFuc)1(Man)3(Xyl)1	null	10000000	10000000
G01433	(Gal)1(GlcNAc)3(LFuc)2(Man)2(Asn)1	null	10000000	10000000
G01435	(Gal)2(GlcNAc)2(LFuc)2(Man)3	null	10000000	10000000
G01436	PSGP|polysialoglycoprotein	null	10000000	10000000
G01437	(Gal)2(Glc)1(GlcNAc)1(LFuc)1(Neu5Ac)1(Cer)1	null	10000000	10000000
G01438	GM1	null	10000000	10000000
G01439	(Gal)3(Glc)1(GlcNAc)1(LFuc)2(Cer)1	null	10000000	10000000
G01440	(Gal)3(GalNAc)1(Glc)1(LFuc)1(Cer)1	null	10000000	10000000
G01441	(Xyl)8	null	10000000	10000000
G01442	(Gal)3(Glc)1(GlcNAc)2(LFuc)2	null	10000000	10000000
G01444	(Gal)2(GalNAc)1(GlcNAc)1(LFuc)1(Neu5Ac)1	null	10000000	10000000
G01447	XLXGol|XLXG	null	10000000	10000000
G01448	GXFG|GXFGol	null	10000000	10000000
G01449	(Gal)2(Glc)1(GlcNAc)1(LFuc)1(Neu5Ac)1	null	10000000	10000000
G01450	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(S)1	null	10000000	10000000
G01451	(Gal)2(GalNAc)1(GlcA)1(L4-en-thrHexA)1(Xyl)1(S)1	null	10000000	10000000
G01452	PSGP|polysialoglycoprotein	null	10000000	10000000
G01453	(Gal)1(Glc)1(GlcNAc)1(LRha)5	null	10000000	10000000
G01454	(GlcNAc)3(LFuc)1(Man)3	null	10000000	10000000
G01455	Celloheptaose|Maltoheptaose	null	10000000	10000000
G01456	(Xyl)7	null	10000000	10000000
G01457	(GlcNAc)1(Man)6	null	10000000	10000000
G01458	IV3Gala-Ap4-Cer	null	10000000	10000000
G01459	(Gal)3(GalNAc)1(GlcNAc)2	null	10000000	10000000
G01460	(Glc)8	null	10000000	10000000
G01461	(Gal)3(GalNAc)1(GlcNAc)2	null	10000000	10000000
G01462	(Gal)3(GalNAc)1(GlcNAc)2	null	10000000	10000000
G01463	(Gal)1(GalNAc)1(GlcNAc)2(Neu5Ac)1	null	10000000	10000000
G01464	Neoagarohexaose	null	10000000	10000000
G01465	(Gal)2(GalNAc)1(GlcNAc)2(LFuc)1	null	10000000	10000000
G01466	nGa4-Cer|Neogalatetraosylceramide	null	10000000	10000000
G01467	(Gal)1(Glc)4	null	10000000	10000000
G01469	(Gal)2(GalNAc)1(Glc)1(Cer)1	null	10000000	10000000
G01470	(Glc)1(Neu5Gc)1(S)1(Cer)1	null	10000000	10000000
G01471	(Gal)2(GalNAc)1(GlcNAc)1(LFuc)2	null	10000000	10000000
G01472	(Glc)7	null	10000000	10000000
G01473	(GalA)2(GlcA)2(LRha)2	null	10000000	10000000
G01475	(GlcN)2(L4-en-thrHexA)1(LIdoA)1(S)5	null	10000000	10000000
G01477	(Gal)2(GlcNAc)3	null	10000000	10000000
G01478	(Gal)1(GalA)1(Glc)1(LRha)1	null	10000000	10000000
G01479	(2,5-Anhydro-Man)1(GlcA)1(GlcNAc)1(LIdoA)1(S)3	null	10000000	10000000
G01480	(Man)5	null	10000000	10000000
G01481	(Gal)1(Glc)2(Xyl)1	null	10000000	10000000
G01482	(GlcA)1(GlcN)2(L4-en-thrHexA)1(S)4	null	10000000	10000000
G01484	(Glc)6	null	10000000	10000000
G01485	(GlcA)2(GlcNAc)3	null	10000000	10000000
G01487	(Gal)1(Glc)1(Neu9Ac)1	null	10000000	10000000
G01488	(Gal)1(Glc)1(Neu4Ac)1	null	10000000	10000000
G01489	(Glc)6	null	10000000	10000000
G01490	(Gal)1(GalNAc)1(LFuc)1(Neu5Ac)1	null	10000000	10000000
G01491	McOse3Cer	null	10000000	10000000
G01492	(Glc)1(Neu5Gc)1(Cer)1	null	10000000	10000000
G01493	Lewis x-sulfated	null	10000000	10000000
G01494	(Gal)2(GlcNAc)2	null	10000000	10000000
G01496	(2,5-Anhydro-Man-ol)1(GlcA)1(GlcNAc)1(LIdoA)1(S)2	null	10000000	10000000
G01499	(LAraf)2(Xyl)3	null	10000000	10000000
G01500	(Gal)1(Glc)1(Man)1	null	10000000	10000000
G01501	(Gal)1(Glc)1(GlcNAc)2	null	10000000	10000000
G01502	(GlcNAc)2(Man)2	null	10000000	10000000
G01503	(Fruf)2(Gal)1(Glc)1	null	10000000	10000000
G01504	(Fruf)1(Gal)2(Glc)1	null	10000000	10000000
G01505	(Fruf)1(Gal)2(Glc)1	null	10000000	10000000
G01508	(Man)2(Xyl)1	null	10000000	10000000
G01511	(Gal)1(Glc)1(LRha)1	null	10000000	10000000
G01512	(Gal)1(Glc)1(Man)1	null	10000000	10000000
G01514	(Gal)1(GlcNAc)1(LFuc)1	null	10000000	10000000
G01517	(Gal)1(Glc)1(LRha)1	null	10000000	10000000
G01522	(Glc)2(LRha)1	null	10000000	10000000
G01523	(2,5-Anhydro-Man)1(GlcA)1(GlcNAc)1(LIdoA)1	null	10000000	10000000
G01524	(LFuc)2(Man)1	null	10000000	10000000
G01525	(LFuc)2(Man)1	null	10000000	10000000
G01526	(1,6-Anhydro-Glc)1(Glc)2	null	10000000	10000000
G01528	(Fruf)1(Gal)1(Glc)1	null	10000000	10000000
G01532	(Glc)1(LRha)2	null	10000000	10000000
G01533	(Gal)1(Glc)1(LFuc)1	null	10000000	10000000
G01535	Lysohematoside	null	10000000	10000000
G01536	chito-oligosaccharide	null	10000000	10000000
G01538	chikusetusaponin Ib|tarasaponin VI	null	10000000	10000000
G01540	(Glc)2(Glc6OX)1	null	10000000	10000000
G01541	(Glc)2(Glc-onic)1	null	10000000	10000000
G01543	(GlcNAc)1(GlcNAc1N)1	null	10000000	10000000
G01544	(GlcA4Me)1(Xyl)2	null	10000000	10000000
G01545	Heparan sulfate	null	10000000	10000000
G01546	(GalNAc)1(LIdoA)1(S)2	null	10000000	10000000
G01547	elsinan	null	10000000	10000000
G01548	(GalNAc)1(LIdoA)1(S)2	null	10000000	10000000
G01549	stephanoside	null	10000000	10000000
G01550	(Gal)3(GlcNAc)4(GlcNAc1N)1(Man)3	null	10000000	10000000
G01552	fetuin glycopeptide I	null	10000000	10000000
G01553	(Gal)4(GlcNAc)4	null	10000000	10000000
G01554	CY 216|Nadroparin Calcium	null	10000000	10000000
G01555	(GlcN6Ac)1(GlcNAc)4	null	10000000	10000000
G01556	(Fuc)1(Glc)1(LRha)3	null	10000000	10000000
G01557	(Gal)1(GlcNAc)1(Neu5Ac)1	null	10000000	10000000
G01558	Condurangoside D01|dregeoside A01	null	10000000	10000000
G01559	Forbeside B	null	10000000	10000000
G01560	(GlcNAc)2(Man)3	null	10000000	10000000
G01561	(Gal)1(Glc)3	null	10000000	10000000
G01562	(GlcNAc)2(Kdo)2	null	10000000	10000000
G01563	(Gal)2(Glc)1(GlcNAc)1	null	10000000	10000000
G01564	(Gal)1(Glc)3(GlcNAc)1	null	10000000	10000000
G01565	(Fuc3Me)1(Glc)2	null	10000000	10000000
G01566	ampeloside	null	10000000	10000000
G01567	barringtoside	null	10000000	10000000
G01568	(Glc)1(LAra)1(LRha)2	null	10000000	10000000
G01569	(Abe)1(Gal)1(LRha)1(Man)1	null	10000000	10000000
G01571	(Glc)4	null	10000000	10000000
G01572	(Gal)1(GlcA)1(LAra)1	null	10000000	10000000
G01573	GK-IV	null	10000000	10000000
G01574	(Glc)3	null	10000000	10000000
G01575	desacylescin-II|escin-II	null	10000000	10000000
G01576	(Glc)2(L2,6daraHex3Me)1	null	10000000	10000000
G01577	xylosaccharide	null	10000000	10000000
G01578	(Gal)1(GalNAc)1(GlcNAc)1	null	10000000	10000000
G01579	DGD-II	null	10000000	10000000
G01580	(GlcNAc)1(LRha)2	null	10000000	10000000
G01581	(Gal)1(Glc)1(P)1	null	10000000	10000000
G01582	(Gal)1(Neu5Gc)1	null	10000000	10000000
G01583	(Glc)1(LRha)2	null	10000000	10000000
G01584	(Glc)1(LRha)2	null	10000000	10000000
G01585	(GlcNAc)2(Man)1	null	10000000	10000000
G01586	(Gal)3	null	10000000	10000000
G01589	(Gal)1(LFuc)1(Xyl)1	null	10000000	10000000
G01590	(Kdo)2	null	10000000	10000000
G01592	(GlcNAc)2(Kdo)1	null	10000000	10000000
G01593	(LFuc2Me3Me4Me)1(LRha)1(LRha2Me)1	null	10000000	10000000
G01594	Fcosylated lacdiNAc	null	10000000	10000000
G01595	Reiniose	null	10000000	10000000
G01596	(Gal)1(GlcA)1	null	10000000	10000000
G01598	(2,6dlyxHex3Me)1(Glc)2	null	10000000	10000000
G01599	(Man)2(P)1	null	10000000	10000000
G01600	(Glc)3	null	10000000	10000000
G01601	phytolaccoside D2	null	10000000	10000000
G01602	(GalNAc)1(LFucNAc)1(ManNAc)1	null	10000000	10000000
G01603	(Abe)1(Man)1	null	10000000	10000000
G01604	halityloside	null	10000000	10000000
G01605	(Gal)1(GlcNAc)1(LFuc)1	null	10000000	10000000
G01606	(Fruf)1(Glc6Ac)1	null	10000000	10000000
G01607	(Man)1(Tyv)1	null	10000000	10000000
G01608	(Glc)1(Man)1	null	10000000	10000000
G01609	(L2,6dribHex3Me4Ac)1(LCym)2	null	10000000	10000000
G01610	(GalNAc)1(GlcNAc)1(LFuc)1	null	10000000	10000000
G01611	(Glc)1(LAra)1	null	10000000	10000000
G01612	(LRha)1(Xyl)1	null	10000000	10000000
G01613	(Glc)2(LAra)1	null	10000000	10000000
G01614	(Gal)1(GlcNAc)1	null	10000000	10000000
G01615	(Gal)1(GlcNAc)1	null	10000000	10000000
G01616	(Man)1(Par)1	null	10000000	10000000
G01617	(LRha)3	null	10000000	10000000
G01618	(Glc)1(GlcA)1(LAra)1	null	10000000	10000000
G01619	(Kdo)1(Lgro-manHep)1	null	10000000	10000000
G01620	(D/LApi)1(Glc)1	null	10000000	10000000
G01621	(D/LApif)1(Glc)1	null	10000000	10000000
G01622	(Gal)1(GlcNAc3Me)1	null	10000000	10000000
G01626	(Gal)2	null	10000000	10000000
G01627	(GlcNAc)1(Man)1	null	10000000	10000000
G01628	urinary factor S	null	10000000	10000000
G01629	(GlcN)2	null	10000000	10000000
G01630	(Glc)1(Man)1	null	10000000	10000000
G01632	(Gal)1(LRha)1	null	10000000	10000000
G01633	(LRha)2	null	10000000	10000000
G01634	(Glc)1(Xyl)1	null	10000000	10000000
G01635	(Xyl)2	null	10000000	10000000
G01636	(Gal)1(LFuc)1	null	10000000	10000000
G01637	(Glc)3	null	10000000	10000000
G01638	(Araf)3	null	10000000	10000000
G01639	(Araf)2	null	10000000	10000000
G01641	(Gal)4(GlcNAc)6(LFuc)1(Man)3(Neu5Ac)3	null	10000000	10000000
G01642	(Gal)2(GlcNAc)4(Man)3(Neu5Gc)2	null	10000000	10000000
G01643	(Gal)3(GlcNAc)6(LFuc)1(Man)3	null	10000000	10000000
G01645	(Gal)1(GlcNAc)4(LFuc)1(Man)3(Neu5Ac)1	null	10000000	10000000
G01646	(Gal)4(GlcNAc)4(Man)3	null	10000000	10000000
G01647	(GlcN)4(L4-en-thrHexA)1(LIdoA)3(S)12	null	10000000	10000000
G01649	(Gal)3(GlcNAc)5(LFuc)1(Man)3(Neu5Ac)3	null	10000000	10000000
G01651	(Gal)1(GalNAc)1(GlcNAc)4(LFuc)1(Man)3(S)1	null	10000000	10000000
G01652	(Gal)5(GlcNAc)5	null	10000000	10000000
G01653	(Gal)1(GlcNAc)3(Man)3(Neu5Ac)1	null	10000000	10000000
G01656	(Gal)3(LRha)3(Man)3	null	10000000	10000000
G01657	(Gal)2(GlcNAc)4(Man)3	null	10000000	10000000
G01658	(GalNAc)1(GlcNAc)3(LFuc)1(Man)3(S)1	null	10000000	10000000
G01659	(Gal)1(GlcNAc)3(LFuc)2(Man)3	null	10000000	10000000
G01662	(Gal)3(GalNAc)1(GlcNAc)2(LFuc)2	null	10000000	10000000
G01663	GM1 derivative	null	10000000	10000000
G01665	(Glc)1(GlcNAc)2(Man)5	null	10000000	10000000
G01666	(GlcNAc)8	null	10000000	10000000
G01667	(Gal)1(GalNAc)1(Neu5Gc)2	null	10000000	10000000
G01668	(Gal)3(GlcNAc)5(Man)3(Neu5Ac)3	null	10000000	10000000
G01669	(LAraf)3(Xyl)6	null	10000000	10000000
G01670	(Gal)1(GlcNAc)1(Neu5Ac)2	null	10000000	10000000
G01671	LST a	null	10000000	10000000
G01672	(Gal)2(GlcN)1(Man)3	null	10000000	10000000
G01673	(GlcN)3(L4-en-thrHexA)1(LIdoA)2(S)8	null	10000000	10000000
G01674	(GlcNAc)2(Man)5	null	10000000	10000000
G01676	(GlcNAc)2(LRha)6	null	10000000	10000000
G01678	IV3Galb-Ap4-Cer	null	10000000	10000000
G01679	(GlcNAc)4(Man)3	null	10000000	10000000
G01680	Holotoxin A	null	10000000	10000000
G01681	(Gal)1(Galf)1(Glc)1(Man)1(S)1	null	10000000	10000000
G01682	(LAraf)3(Xyl)5	null	10000000	10000000
G01685	(Gal)3(GlcNAc)5(LFuc)1(Man)3(Neu5Ac)2	null	10000000	10000000
G01686	Digitonin	null	10000000	10000000
G01687	(Gal)1(GlcNAc)3(Man)2	null	10000000	10000000
G01688	(Gal)2(LRha)2(Man)2	null	10000000	10000000
G01689	(GlcNAc)3(Man)3	null	10000000	10000000
G01690	(Gal)1(GlcNAc)1(Man)1(Neu5Ac)1	null	10000000	10000000
G01691	(Gal)2(Gal3Me)1(Glc)1(Cer)1	null	10000000	10000000
G01692	(Gal)3(GlcNAc)5(Man)3(Neu5Ac)2	null	10000000	10000000
G01693	(Galf)4	null	10000000	10000000
G01694	(LAraf)2(Xyl)5	null	10000000	10000000
G01695	HNK-1|LK1	null	10000000	10000000
G01696	(Gal)3(GlcNAc)5(LFuc)1(Man)3(Neu5Ac)2	null	10000000	10000000
G01697	Echinoside A	null	10000000	10000000
G01698	(Glc)7	null	10000000	10000000
G01699	(Gal)1(Man)4	null	10000000	10000000
G01700	(Gal)1(GalNAc)1(Neu5Ac)1(S)1	null	10000000	10000000
G01701	(Glc)5	null	10000000	10000000
G01702	NodRm-IV(Ac,C16:2,S)	null	10000000	10000000
G01703	(LAraf)1(Xyl)5	null	10000000	10000000
G01704	(Gal)1(GalNAc)1(GlcNAc)2	null	10000000	10000000
G01705	(Gal)1(Glc)1(LAra)1(LRha)1(Xyl)1	null	10000000	10000000
G01706	(Gal)2(GalNAc)1(GlcNAc)1(LFuc)1	null	10000000	10000000
G01707	(GlcNAc)2(Man)2(Xyl)1	null	10000000	10000000
G01708	(Gal)1(Glc)2(Xyl)1	null	10000000	10000000
G01709	(Gal)1(Glc)3(LRha)1	null	10000000	10000000
G01710	Aginoside	null	10000000	10000000
G01711	(Gal)1(Glc1N)1(Neu5Ac)1	null	10000000	10000000
G01712	(Glc)5(Glc-onic)1	null	10000000	10000000
G01713	(GlcN)2(LIdoA)1(S)6	null	10000000	10000000
G01714	(Gal)1(GalNAc)1(Neu5Ac)2	null	10000000	10000000
G01716	(Gal)3(GlcNAc)5(LFuc)1(Man)3(Neu5Ac)2	null	10000000	10000000
G01717	(Gal)1(GalNAc)1(Neu5Ac)1	null	10000000	10000000
G01718	(Gal)1(GlcN)1(Neu5Ac)1	null	10000000	10000000
G01720	(GlcN)2(Kdo)2(P)1	null	10000000	10000000
G01721	10G epitope	null	10000000	10000000
G01722	(Kdo)3(Lgro-manHep)1	null	10000000	10000000
G01724	(Lgro-manHep)3	null	10000000	10000000
G01726	(Gal)1(Man)3	null	10000000	10000000
G01727	(Fuc)1(GalNAc)1(GlcNAc)1	null	10000000	10000000
G01729	(Gal)2(L3,6-Anhydro-Gal)1(LGal)1(S)1	null	10000000	10000000
G01731	(GalNAc)2(Glc)1(GlcNAc)1	null	10000000	10000000
G01732	(GlcNAc)1(Man)4	null	10000000	10000000
G01733	(Gal)2(Glc)1(GlcNAc)1	null	10000000	10000000
G01734	(Gal)3	null	10000000	10000000
G01735	(GlcNAc)1(Man)3	null	10000000	10000000
G01736	Elatoside A	null	10000000	10000000
G01737	(Glc)1(GlcNAc)2(Man)1	null	10000000	10000000
G01738	(GlcN)1(Man)3	null	10000000	10000000
G01739	(Gal)1(GlcNAc)1(S)1	null	10000000	10000000
G01740	(Glc)1(Man)1(S)1	null	10000000	10000000
G01741	Balanitin 3	null	10000000	10000000
G01742	(GlcA6Me)1(LRha)1(Xyl)1	null	10000000	10000000
G01743	(Glc)4(Glc-onic)1	null	10000000	10000000
G01744	(Glc)1(GlcA)1(LRha)1	null	10000000	10000000
G01745	(Gal)1(GalNAc)1(GlcNAc)1	null	10000000	10000000
G01746	(Gal)2(LAra)1	null	10000000	10000000
G01747	(GlcNAc)1(LRha)3	null	10000000	10000000
G01748	(Ara)1(Glc)1(Xyl)1	null	10000000	10000000
G01749	(Gal)1(Glc)1(Neu5Ac)1	null	10000000	10000000
G01750	(GalNAc)1(GlcNAc)1(S)1	null	10000000	10000000
G01751	(GlcN)1(Kdo)2	null	10000000	10000000
G01752	(Glc)1(LAra)2	null	10000000	10000000
G01753	(GlcNAc)1(LRha)3	null	10000000	10000000
G01755	Soyasaponin II	null	10000000	10000000
G01756	(3,6-Anhydro-Glc)1(Glc)3	null	10000000	10000000
G01758	(Gal)1(GlcNAc)1(gro-7dgalHep)1	null	10000000	10000000
G01759	(Gal4,6Py)1(GlcNAc)1(LFuc)1	null	10000000	10000000
G01761	(Gal)1(Man)2	null	10000000	10000000
G01762	(Gal)1(GlcNAc)1(LFuc)1	null	10000000	10000000
G01763	(Gal)2(LAraf)1	null	10000000	10000000
G01764	(GlcN)1(Man)2	null	10000000	10000000
G01765	(Glc4Me)1(GlcNAc)1(Man)1	null	10000000	10000000
G01766	(4dxylHex)1(GlcNAc)1(Man)1	null	10000000	10000000
G01767	(GlcNAc)1(Man)1	null	10000000	10000000
G01768	(Glc)4	null	10000000	10000000
G01769	Solasonine	null	10000000	10000000
G01770	(Glc)1(GlcA)1	null	10000000	10000000
G01771	(LFuc)2(LRha)1	null	10000000	10000000
G01772	(Glc)3	null	10000000	10000000
G01773	(GlcA)1(Xyl)1	null	10000000	10000000
G01774	alpha-Methyldigoxin	null	10000000	10000000
G01777	Isomaltotriose analog	null	10000000	10000000
G01778	(Glc)1(LAraf2Ac3Ac5Ac)1	null	10000000	10000000
G01779	(Gal)3(GlcNAc)5(LFuc)1(Man)3(Neu5Ac)2	null	10000000	10000000
G01781	Clinopodiside A	null	10000000	10000000
G01782	(Glc)3	null	10000000	10000000
G01787	Digoxigenin bisdigitoxoside	null	10000000	10000000
G01788	(Gal)1(LRha)1	null	10000000	10000000
G01789	delta-Di-HS-diS3	null	10000000	10000000
G01791	(Xyl)2	null	10000000	10000000
G01792	(Glc)2	null	10000000	10000000
G01794	(Gal)3(GlcNAc)5(Man)3(Neu5Ac)2	null	10000000	10000000
G01795	XXFGBXXGol	null	10000000	10000000
G01796	(Gal)4(GlcNAc)6(LFuc)1(Man)3(Neu5Ac)3	null	10000000	10000000
G01799	(Gal)6(Glc)1(GlcNAc)5(Cer)1	null	10000000	10000000
G01800	(Gal)4(GlcNAc)5(Man)3(Neu5Ac)4	null	10000000	10000000
G01801	(Gal)4(GlcNAc)5(Man)3(Neu5Ac)4	null	10000000	10000000
G01802	(Gal)3(GlcNAc)5(Man)3(Neu5Ac)1	null	10000000	10000000
G01803	IV3Gala,IV2Fuc,II3(NeuAc)2-Gg4-Cer	null	10000000	10000000
G01804	GT1b	null	10000000	10000000
G01805	(Gal)2(GlcNAc)4(LFuc)2(Man)3(Neu5Ac)1	null	10000000	10000000
G01806	PSGP|polysialoglycoprotein	null	10000000	10000000
G01807	(Gal)2(GlcNAc)3(Man)3(Neu5Ac)2	null	10000000	10000000
G01808	(Gal)2(GlcNAc)5(LFuc)3(Man)3	null	10000000	10000000
G01809	(GalNAc)3(GlcNAc)5(LFuc)1(Man)3	null	10000000	10000000
G01811	(GalA)10	null	10000000	10000000
G01813	(GlcNAc)2(Man)9(Asn)1	null	10000000	10000000
G01814	(Gal)2(GlcNAc)6(Man)3(Asn)1	null	10000000	10000000
G01815	(Gal)3(GalNAc)1(GlcNAc)2(Neu5Ac)1(S)3	null	10000000	10000000
G01816	(Abe)3(Gal)3(LFuc)1(LRha)2(Man)3	null	10000000	10000000
G01818	(Gal)2(GlcNAc)4(LFuc)1(Man)3(Asn)1	null	10000000	10000000
G01820	GD1c-NeuGc-NeuGc	null	10000000	10000000
G01821	PSGP|polysialoglycoprotein	null	10000000	10000000
G01822	Asialo fetuin glycopeptide I	null	10000000	10000000
G01823	(Gal)2(Glc)1(GlcNAc)1(Neu5Gc)2(Cer)1	null	10000000	10000000
G01824	(Gal)1(GlcNAc)3(Man)3(Neu5Ac)1	null	10000000	10000000
G01825	(GalA)4(GlcA)4(LRha)4	null	10000000	10000000
G01826	(Gal)1(GlcNAc)4(Man)5(Asn)1	null	10000000	10000000
G01827	(Gal)3(GalNAc)1(GlcNAc)2(Neu5Ac)1(S)2	null	10000000	10000000
G01829	(Glc)1(GlcNAc)2(Man)8	null	10000000	10000000
G01830	(Gal)2(GlcNAc)4(LFuc)2(Man)3	null	10000000	10000000
G01831	(Glc)1(GlcNAc)2(Man)8	null	10000000	10000000
G01832	cisGM1-NeuGc-Gal-GalNAc	null	10000000	10000000
G01833	(Gal)3(GalNAc)2(Glc)1(Neu5Ac)1(Cer)1	null	10000000	10000000
G01834	(Gal)2(GlcNAc)2(Neu5Ac)1(S)4	null	10000000	10000000
G01835	(Gal)3(GlcNAc)7	null	10000000	10000000
G01836	GD1a-KDN	null	10000000	10000000
G01837	(Gal)1(GalNAc)1(GlcNAc)4(LFuc)1(Man)3	null	10000000	10000000
G01839	XFFG|XFFGol	null	10000000	10000000
G01841	(Gal)2(GlcNAc)5(Man)3	null	10000000	10000000
G01843	(Gal)3(Glc)1(GlcNAc)2(LFuc)3(Cer)1	null	10000000	10000000
G01844	(Gal)4(GlcNAc)4	null	10000000	10000000
G01846	PSGP|polysialoglycoprotein	null	10000000	10000000
G01847	(Glc)1(GlcNAc)2(Man)7	null	10000000	10000000
G01848	(Glc)1(GlcNAc)2(Man)7	null	10000000	10000000
G01849	(Gal)2(GlcNAc)2(Neu5Ac)1(S)3	null	10000000	10000000
G01850	(2,5-Anhydro-Man)1(GlcA)1(GlcN)2(GlcNAc)1(LIdoA)3(S)9	null	10000000	10000000
G01851	(Gal)3(GalNAc)2(GlcNAc)1(Neu5Ac)1	null	10000000	10000000
G01852	XXFGCXFGol	null	10000000	10000000
G01853	(Gal)3(Glc)1(GlcNAc)2(Neu5Ac)1	null	10000000	10000000
G01854	(Gal)1(GlcNAc)3(LFuc)2(Man)2(Asn)1	null	10000000	10000000
G01855	(Gal)1(GlcNAc)3(LFuc)2(Man)2(Asn)1	null	10000000	10000000
G01856	(Gal)3(GalNAc)2(GlcNAc)1(Neu5Ac)1	null	10000000	10000000
G01857	(Gal)1(GalNAc)1(Glc)1(Neu5Gc8Me)2(Cer)1	null	10000000	10000000
G01858	(Gal)2(Glc)1(GlcNAc)1(LFuc)1(Neu5Ac)2	null	10000000	10000000
G01859	(Gal)4(Glc)1(GlcNAc)3(LFuc)1	null	10000000	10000000
G01860	(Gal)4(Glc)1(GlcNAc)3(LFuc)1	null	10000000	10000000
G01861	(Gal)2(Man)6	null	10000000	10000000
G01862	(GlcNAc)2(LFuc)1(Man)5(Asn)1	null	10000000	10000000
G01863	(Glc)1(GlcNAc)2(Man)6	null	10000000	10000000
G01864	(Gal)2(GlcNAc)2(Neu5Ac)1(S)2	null	10000000	10000000
G01865	(Gal)2(GlcNAc)2(Neu5Ac)1(S)2	null	10000000	10000000
G01867	(Gal)2(GalNAc)2(LFuc)1(Neu5Gc)2	null	10000000	10000000
G01868	(Gal)2(Glc)1(GlcNAc)1(Neu5Ac)2	null	10000000	10000000
G01869	(Gal)3(Glc)1(GlcNAc)2(LFuc)3	null	10000000	10000000
G01871	(Gal)2(GalNAc)1(GlcNAc)1(Neu5Ac)1(S)2	null	10000000	10000000
G01872	(Gal)5(GlcNAc)3	null	10000000	10000000
G01873	(Gal)1(GlcNAc)2(Man)3(Neu5Ac)1	null	10000000	10000000
G01874	(Gal)3(GlcNAc)5(Man)3(Neu5Ac)3	null	10000000	10000000
G01875	(Gal)2(GlcNAc)2(LFuc)1(Neu5Ac)1	null	10000000	10000000
G01876	(Gal)3(GlcNAc)5	null	10000000	10000000
G01877	(Gal)3(GalNAc)1(GlcNAc)2(S)3	null	10000000	10000000
