ModelSEED ID	External ID	External Name
R08758	rn00120	Primary bile acid biosynthesis
R08759	rn00120	Primary bile acid biosynthesis
R08760	rn00120	Primary bile acid biosynthesis
R08761	rn00120	Primary bile acid biosynthesis
R08764	rn00760	Nicotinate and nicotinamide metabolism
R08766	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08766	rn01110	Biosynthesis of secondary metabolites
R08767	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08767	rn01110	Biosynthesis of secondary metabolites
R08768	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08768	rn01110	Biosynthesis of secondary metabolites
R08769	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08769	rn01110	Biosynthesis of secondary metabolites
R08770	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08770	rn01110	Biosynthesis of secondary metabolites
R08771	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08771	rn01110	Biosynthesis of secondary metabolites
R08772	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08772	rn01110	Biosynthesis of secondary metabolites
R08773	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08773	rn01110	Biosynthesis of secondary metabolites
R08774	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08774	rn01110	Biosynthesis of secondary metabolites
R08775	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08775	rn01110	Biosynthesis of secondary metabolites
R08776	rn00550	Peptidoglycan biosynthesis
R08777	rn00550	Peptidoglycan biosynthesis
R08778	rn00550	Peptidoglycan biosynthesis
R08779	rn00550	Peptidoglycan biosynthesis
R08780	rn00550	Peptidoglycan biosynthesis
R08781	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08781	rn01110	Biosynthesis of secondary metabolites
R08782	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08783	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R08784	rn00902	Monoterpenoid biosynthesis
R08785	rn00902	Monoterpenoid biosynthesis
R08785	rn01110	Biosynthesis of secondary metabolites
R08786	rn00902	Monoterpenoid biosynthesis
R08786	rn01110	Biosynthesis of secondary metabolites
R08787	rn00950	Isoquinoline alkaloid biosynthesis
R08788	rn00950	Isoquinoline alkaloid biosynthesis
R08789	rn00950	Isoquinoline alkaloid biosynthesis
R08790	rn00950	Isoquinoline alkaloid biosynthesis
R08790	rn01110	Biosynthesis of secondary metabolites
R08791	rn00950	Isoquinoline alkaloid biosynthesis
R08791	rn01110	Biosynthesis of secondary metabolites
R08794	rn00950	Isoquinoline alkaloid biosynthesis
R08795	rn00950	Isoquinoline alkaloid biosynthesis
R08796	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08796	rn01110	Biosynthesis of secondary metabolites
R08797	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08797	rn01110	Biosynthesis of secondary metabolites
R08798	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08798	rn01110	Biosynthesis of secondary metabolites
R08799	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08800	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08800	rn01110	Biosynthesis of secondary metabolites
R08801	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08801	rn01110	Biosynthesis of secondary metabolites
R08802	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08802	rn01110	Biosynthesis of secondary metabolites
R08803	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08803	rn01110	Biosynthesis of secondary metabolites
R08804	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08804	rn01110	Biosynthesis of secondary metabolites
R08805	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08805	rn01110	Biosynthesis of secondary metabolites
R08806	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08806	rn01110	Biosynthesis of secondary metabolites
R08807	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08807	rn01110	Biosynthesis of secondary metabolites
R08808	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08808	rn01110	Biosynthesis of secondary metabolites
R08809	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08809	rn01110	Biosynthesis of secondary metabolites
R08810	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08810	rn01110	Biosynthesis of secondary metabolites
R08811	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08811	rn01110	Biosynthesis of secondary metabolites
R08812	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08812	rn01110	Biosynthesis of secondary metabolites
R08813	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08814	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08815	rn00940	Phenylpropanoid biosynthesis
R08815	rn00941	Flavonoid biosynthesis
R08815	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R08815	rn01110	Biosynthesis of secondary metabolites
R08815	rn01220	Degradation of aromatic compounds
R08816	rn00965	Betalain biosynthesis
R08817	rn00965	Betalain biosynthesis
R08818	rn00965	Betalain biosynthesis
R08819	rn00965	Betalain biosynthesis
R08820	rn00965	Betalain biosynthesis
R08821	rn00965	Betalain biosynthesis
R08822	rn00965	Betalain biosynthesis
R08822	rn01110	Biosynthesis of secondary metabolites
R08823	rn00965	Betalain biosynthesis
R08824	rn00965	Betalain biosynthesis
R08825	rn00965	Betalain biosynthesis
R08825	rn01110	Biosynthesis of secondary metabolites
R08826	rn00965	Betalain biosynthesis
R08826	rn01110	Biosynthesis of secondary metabolites
R08827	rn00965	Betalain biosynthesis
R08828	rn00965	Betalain biosynthesis
R08828	rn01110	Biosynthesis of secondary metabolites
R08829	rn00965	Betalain biosynthesis
R08829	rn01110	Biosynthesis of secondary metabolites
R08830	rn00965	Betalain biosynthesis
R08831	rn00965	Betalain biosynthesis
R08832	rn00965	Betalain biosynthesis
R08833	rn00965	Betalain biosynthesis
R08834	rn00965	Betalain biosynthesis
R08835	rn00965	Betalain biosynthesis
R08835	rn01110	Biosynthesis of secondary metabolites
R08836	rn00965	Betalain biosynthesis
R08837	rn00965	Betalain biosynthesis
R08838	rn00360	Phenylalanine metabolism
R08838	rn01110	Biosynthesis of secondary metabolites
R08840	rn00905	Brassinosteroid biosynthesis
R08841	rn00905	Brassinosteroid biosynthesis
R08842	rn00905	Brassinosteroid biosynthesis
R08843	rn00521	Streptomycin biosynthesis
R08843	rn01110	Biosynthesis of secondary metabolites
R08844	rn00521	Streptomycin biosynthesis
R08844	rn01110	Biosynthesis of secondary metabolites
R08846	rn00350	Tyrosine metabolism
R08847	rn00350	Tyrosine metabolism
R08848	rn00350	Tyrosine metabolism
R08849	rn00350	Tyrosine metabolism
R08851	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R08852	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R08853	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R08854	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R08860	rn00520	Amino sugar and nucleotide sugar metabolism
R08861	rn00440	Phosphonate and phosphinate metabolism
R08861	rn01110	Biosynthesis of secondary metabolites
R08862	rn00440	Phosphonate and phosphinate metabolism
R08863	rn00440	Phosphonate and phosphinate metabolism
R08864	rn00440	Phosphonate and phosphinate metabolism
R08864	rn01110	Biosynthesis of secondary metabolites
R08865	rn00440	Phosphonate and phosphinate metabolism
R08865	rn01110	Biosynthesis of secondary metabolites
R08866	rn00440	Phosphonate and phosphinate metabolism
R08866	rn01110	Biosynthesis of secondary metabolites
R08867	rn00440	Phosphonate and phosphinate metabolism
R08867	rn01110	Biosynthesis of secondary metabolites
R08868	rn00440	Phosphonate and phosphinate metabolism
R08868	rn01110	Biosynthesis of secondary metabolites
R08869	rn00440	Phosphonate and phosphinate metabolism
R08869	rn01110	Biosynthesis of secondary metabolites
R08870	rn00440	Phosphonate and phosphinate metabolism
R08870	rn01110	Biosynthesis of secondary metabolites
R08871	rn00440	Phosphonate and phosphinate metabolism
R08871	rn01110	Biosynthesis of secondary metabolites
R08872	rn00440	Phosphonate and phosphinate metabolism
R08872	rn01110	Biosynthesis of secondary metabolites
R08873	rn00440	Phosphonate and phosphinate metabolism
R08873	rn01110	Biosynthesis of secondary metabolites
R08874	rn00440	Phosphonate and phosphinate metabolism
R08874	rn01110	Biosynthesis of secondary metabolites
R08875	rn00440	Phosphonate and phosphinate metabolism
R08875	rn01110	Biosynthesis of secondary metabolites
R08876	rn00440	Phosphonate and phosphinate metabolism
R08876	rn01110	Biosynthesis of secondary metabolites
R08877	rn00440	Phosphonate and phosphinate metabolism
R08877	rn01110	Biosynthesis of secondary metabolites
R08881	rn00440	Phosphonate and phosphinate metabolism
R08882	rn00440	Phosphonate and phosphinate metabolism
R08883	rn00440	Phosphonate and phosphinate metabolism
R08884	rn00440	Phosphonate and phosphinate metabolism
R08885	rn00440	Phosphonate and phosphinate metabolism
R08886	rn00440	Phosphonate and phosphinate metabolism
R08887	rn00440	Phosphonate and phosphinate metabolism
R08887	rn01110	Biosynthesis of secondary metabolites
R08888	rn00440	Phosphonate and phosphinate metabolism
R08888	rn01110	Biosynthesis of secondary metabolites
R08890	rn00524	Butirosin and neomycin biosynthesis
R08890	rn01110	Biosynthesis of secondary metabolites
R08891	rn00524	Butirosin and neomycin biosynthesis
R08891	rn01110	Biosynthesis of secondary metabolites
R08892	rn00524	Butirosin and neomycin biosynthesis
R08892	rn01110	Biosynthesis of secondary metabolites
R08893	rn00524	Butirosin and neomycin biosynthesis
R08893	rn01110	Biosynthesis of secondary metabolites
R08894	rn00524	Butirosin and neomycin biosynthesis
R08894	rn01110	Biosynthesis of secondary metabolites
R08895	rn00524	Butirosin and neomycin biosynthesis
R08895	rn01110	Biosynthesis of secondary metabolites
R08896	rn00524	Butirosin and neomycin biosynthesis
R08896	rn01110	Biosynthesis of secondary metabolites
R08897	rn00524	Butirosin and neomycin biosynthesis
R08897	rn01110	Biosynthesis of secondary metabolites
R08898	rn00524	Butirosin and neomycin biosynthesis
R08898	rn01110	Biosynthesis of secondary metabolites
R08899	rn00524	Butirosin and neomycin biosynthesis
R08899	rn01110	Biosynthesis of secondary metabolites
R08900	rn00524	Butirosin and neomycin biosynthesis
R08900	rn01110	Biosynthesis of secondary metabolites
R08901	rn00524	Butirosin and neomycin biosynthesis
R08901	rn01110	Biosynthesis of secondary metabolites
R08902	rn00524	Butirosin and neomycin biosynthesis
R08902	rn01110	Biosynthesis of secondary metabolites
R08903	rn00524	Butirosin and neomycin biosynthesis
R08903	rn01110	Biosynthesis of secondary metabolites
R08904	rn00524	Butirosin and neomycin biosynthesis
R08904	rn01110	Biosynthesis of secondary metabolites
R08905	rn00524	Butirosin and neomycin biosynthesis
R08905	rn01110	Biosynthesis of secondary metabolites
R08906	rn00524	Butirosin and neomycin biosynthesis
R08906	rn01110	Biosynthesis of secondary metabolites
R08907	rn00524	Butirosin and neomycin biosynthesis
R08907	rn01110	Biosynthesis of secondary metabolites
R08908	rn00524	Butirosin and neomycin biosynthesis
R08908	rn01110	Biosynthesis of secondary metabolites
R08909	rn00524	Butirosin and neomycin biosynthesis
R08909	rn01110	Biosynthesis of secondary metabolites
R08910	rn00524	Butirosin and neomycin biosynthesis
R08910	rn01110	Biosynthesis of secondary metabolites
R08911	rn00524	Butirosin and neomycin biosynthesis
R08911	rn01110	Biosynthesis of secondary metabolites
R08914	rn00860	Porphyrin and chlorophyll metabolism
R08914	rn01110	Biosynthesis of secondary metabolites
R08915	rn00860	Porphyrin and chlorophyll metabolism
R08915	rn01110	Biosynthesis of secondary metabolites
R08916	rn00904	Diterpenoid biosynthesis
R08916	rn01110	Biosynthesis of secondary metabolites
R08917	rn00904	Diterpenoid biosynthesis
R08917	rn01110	Biosynthesis of secondary metabolites
R08921	rn00860	Porphyrin and chlorophyll metabolism
R08921	rn01110	Biosynthesis of secondary metabolites
R08923	rn00902	Monoterpenoid biosynthesis
R08923	rn01110	Biosynthesis of secondary metabolites
R08925	rn00902	Monoterpenoid biosynthesis
R08926	rn00051	Fructose and mannose metabolism
R08927	rn00523	Polyketide sugar unit biosynthesis
R08928	rn00523	Polyketide sugar unit biosynthesis
R08929	rn00523	Polyketide sugar unit biosynthesis
R08930	rn00523	Polyketide sugar unit biosynthesis
R08931	rn00523	Polyketide sugar unit biosynthesis
R08932	rn00523	Polyketide sugar unit biosynthesis
R08935	rn00523	Polyketide sugar unit biosynthesis
R08937	rn00330	Arginine and proline metabolism
R08941	rn00140	Steroid hormone biosynthesis
R08942	rn00140	Steroid hormone biosynthesis
R08943	rn00140	Steroid hormone biosynthesis
R08945	rn00140	Steroid hormone biosynthesis
R08946	rn00500	Starch and sucrose metabolism
R08953	rn00140	Steroid hormone biosynthesis
R08954	rn00140	Steroid hormone biosynthesis
R08955	rn00140	Steroid hormone biosynthesis
R08957	rn00140	Steroid hormone biosynthesis
R08958	rn00140	Steroid hormone biosynthesis
R08959	rn00140	Steroid hormone biosynthesis
R08960	rn00140	Steroid hormone biosynthesis
R08961	rn00140	Steroid hormone biosynthesis
R08963	rn00140	Steroid hormone biosynthesis
R08965	rn00350	Tyrosine metabolism
R08966	rn00564	Glycerophospholipid metabolism
R08969	rn00600	Sphingolipid metabolism
R08972	rn00402	Benzoxazinoid biosynthesis
R08973	rn00402	Benzoxazinoid biosynthesis
R08974	rn00860	Porphyrin and chlorophyll metabolism
R08974	rn01110	Biosynthesis of secondary metabolites
R08977	rn00140	Steroid hormone biosynthesis
R08978	rn00140	Steroid hormone biosynthesis
R08980	rn00140	Steroid hormone biosynthesis
R08983	rn00940	Phenylpropanoid biosynthesis
R08984	rn00940	Phenylpropanoid biosynthesis
R08985	rn00940	Phenylpropanoid biosynthesis
R08986	rn00940	Phenylpropanoid biosynthesis
R08987	rn00940	Phenylpropanoid biosynthesis
R08988	rn00906	Carotenoid biosynthesis
R08988	rn01110	Biosynthesis of secondary metabolites
R08989	rn00906	Carotenoid biosynthesis
R08989	rn01110	Biosynthesis of secondary metabolites
R08990	rn00906	Carotenoid biosynthesis
R08990	rn01110	Biosynthesis of secondary metabolites
R08993	rn00904	Diterpenoid biosynthesis
R08993	rn01110	Biosynthesis of secondary metabolites
R08994	rn00140	Steroid hormone biosynthesis
R08995	rn00140	Steroid hormone biosynthesis
R09030	rn00051	Fructose and mannose metabolism
R09031	rn00051	Fructose and mannose metabolism
R09032	rn00860	Porphyrin and chlorophyll metabolism
R09032	rn01110	Biosynthesis of secondary metabolites
R09033	rn00860	Porphyrin and chlorophyll metabolism
R09033	rn01110	Biosynthesis of secondary metabolites
R09034	rn00564	Glycerophospholipid metabolism
R09035	rn00564	Glycerophospholipid metabolism
R09036	rn00564	Glycerophospholipid metabolism
R09037	rn00564	Glycerophospholipid metabolism
R09038	rn00564	Glycerophospholipid metabolism
R09039	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R09040	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R09040	rn01110	Biosynthesis of secondary metabolites
R09041	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R09041	rn01110	Biosynthesis of secondary metabolites
R09042	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R09042	rn01110	Biosynthesis of secondary metabolites
R09043	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R09043	rn01110	Biosynthesis of secondary metabolites
R09044	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R09044	rn01110	Biosynthesis of secondary metabolites
R09045	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R09046	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R09048	rn00960	Tropane, piperidine and pyridine alkaloid biosynthesis
R09049	rn00960	Tropane, piperidine and pyridine alkaloid biosynthesis
R09050	rn00960	Tropane, piperidine and pyridine alkaloid biosynthesis
R09051	rn00960	Tropane, piperidine and pyridine alkaloid biosynthesis
R09051	rn01110	Biosynthesis of secondary metabolites
R09052	rn00960	Tropane, piperidine and pyridine alkaloid biosynthesis
R09053	rn00860	Porphyrin and chlorophyll metabolism
R09054	rn00860	Porphyrin and chlorophyll metabolism
R09055	rn00860	Porphyrin and chlorophyll metabolism
R09056	rn00860	Porphyrin and chlorophyll metabolism
R09057	rn00860	Porphyrin and chlorophyll metabolism
R09058	rn00860	Porphyrin and chlorophyll metabolism
R09059	rn00860	Porphyrin and chlorophyll metabolism
R09060	rn00860	Porphyrin and chlorophyll metabolism
R09061	rn00860	Porphyrin and chlorophyll metabolism
R09062	rn00860	Porphyrin and chlorophyll metabolism
R09063	rn00860	Porphyrin and chlorophyll metabolism
R09064	rn00860	Porphyrin and chlorophyll metabolism
R09065	rn00860	Porphyrin and chlorophyll metabolism
R09066	rn00860	Porphyrin and chlorophyll metabolism
R09066	rn01110	Biosynthesis of secondary metabolites
R09067	rn00860	Porphyrin and chlorophyll metabolism
R09067	rn01110	Biosynthesis of secondary metabolites
R09068	rn00860	Porphyrin and chlorophyll metabolism
R09068	rn01110	Biosynthesis of secondary metabolites
R09069	rn00860	Porphyrin and chlorophyll metabolism
R09069	rn01110	Biosynthesis of secondary metabolites
R09070	rn00860	Porphyrin and chlorophyll metabolism
R09070	rn01110	Biosynthesis of secondary metabolites
R09071	rn00860	Porphyrin and chlorophyll metabolism
R09071	rn01110	Biosynthesis of secondary metabolites
R09072	rn00564	Glycerophospholipid metabolism
R09073	rn00564	Glycerophospholipid metabolism
R09076	rn00330	Arginine and proline metabolism
R09076	rn00410	beta-Alanine metabolism
R09077	rn00330	Arginine and proline metabolism
R09077	rn00410	beta-Alanine metabolism
R09078	rn00650	Butanoate metabolism
R09079	rn00330	Arginine and proline metabolism
R09080	rn00330	Arginine and proline metabolism
R09081	rn00330	Arginine and proline metabolism
R09082	rn00330	Arginine and proline metabolism
R09083	rn00740	Riboflavin metabolism
R09084	rn00010	Glycolysis / Gluconeogenesis
R09084	rn00030	Pentose phosphate pathway
R09084	rn01110	Biosynthesis of secondary metabolites
R09084	rn01200	Carbon metabolism
R09085	rn00010	Glycolysis / Gluconeogenesis
R09085	rn01110	Biosynthesis of secondary metabolites
R09085	rn01200	Carbon metabolism
R09086	rn00010	Glycolysis / Gluconeogenesis
R09086	rn01110	Biosynthesis of secondary metabolites
R09088	rn00360	Phenylalanine metabolism
R09089	rn00360	Phenylalanine metabolism
R09090	rn00360	Phenylalanine metabolism
R09090	rn01110	Biosynthesis of secondary metabolites
R09091	rn00360	Phenylalanine metabolism
R09091	rn01110	Biosynthesis of secondary metabolites
R09096	rn00680	Methane metabolism
R09096	rn01200	Carbon metabolism
R09097	rn00622	Xylene degradation
R09097	rn00640	Propanoate metabolism
R09097	rn01220	Degradation of aromatic compounds
R09098	rn00680	Methane metabolism
R09098	rn01200	Carbon metabolism
R09099	rn00680	Methane metabolism
R09102	rn00363	Bisphenol degradation
R09103	rn00363	Bisphenol degradation
R09104	rn00363	Bisphenol degradation
R09105	rn00363	Bisphenol degradation
R09106	rn00073	Cutin, suberine and wax biosynthesis
R09107	rn00330	Arginine and proline metabolism
R09108	rn00904	Diterpenoid biosynthesis
R09108	rn01110	Biosynthesis of secondary metabolites
R09109	rn00904	Diterpenoid biosynthesis
R09109	rn01110	Biosynthesis of secondary metabolites
R09110	rn00904	Diterpenoid biosynthesis
R09110	rn01110	Biosynthesis of secondary metabolites
R09111	rn00904	Diterpenoid biosynthesis
R09111	rn01110	Biosynthesis of secondary metabolites
R09112	rn00904	Diterpenoid biosynthesis
R09112	rn01110	Biosynthesis of secondary metabolites
R09113	rn00904	Diterpenoid biosynthesis
R09113	rn01110	Biosynthesis of secondary metabolites
R09114	rn00904	Diterpenoid biosynthesis
R09114	rn01110	Biosynthesis of secondary metabolites
R09115	rn00904	Diterpenoid biosynthesis
R09115	rn01110	Biosynthesis of secondary metabolites
R09116	rn00904	Diterpenoid biosynthesis
R09116	rn01110	Biosynthesis of secondary metabolites
R09117	rn00904	Diterpenoid biosynthesis
R09117	rn01110	Biosynthesis of secondary metabolites
R09118	rn00904	Diterpenoid biosynthesis
R09118	rn01110	Biosynthesis of secondary metabolites
R09119	rn00904	Diterpenoid biosynthesis
R09119	rn01110	Biosynthesis of secondary metabolites
R09120	rn00904	Diterpenoid biosynthesis
R09120	rn01110	Biosynthesis of secondary metabolites
R09121	rn00904	Diterpenoid biosynthesis
R09121	rn01110	Biosynthesis of secondary metabolites
R09122	rn00904	Diterpenoid biosynthesis
R09122	rn01110	Biosynthesis of secondary metabolites
R09123	rn00904	Diterpenoid biosynthesis
R09123	rn01110	Biosynthesis of secondary metabolites
R09124	rn00680	Methane metabolism
R09124	rn01200	Carbon metabolism
R09125	rn00760	Nicotinate and nicotinamide metabolism
R09126	rn00760	Nicotinate and nicotinamide metabolism
R09127	rn00010	Glycolysis / Gluconeogenesis
R09127	rn01110	Biosynthesis of secondary metabolites
R09128	rn00625	Chloroalkane and chloroalkene degradation
R09130	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09130	rn01220	Degradation of aromatic compounds
R09131	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09131	rn01220	Degradation of aromatic compounds
R09132	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09132	rn01220	Degradation of aromatic compounds
R09133	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09133	rn01220	Degradation of aromatic compounds
R09134	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09135	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09136	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09137	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09138	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09139	rn00361	Chlorocyclohexane and chlorobenzene degradation
R09140	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R09140	rn01110	Biosynthesis of secondary metabolites
R09141	rn00625	Chloroalkane and chloroalkene degradation
R09142	rn00625	Chloroalkane and chloroalkene degradation
R09143	rn00625	Chloroalkane and chloroalkene degradation
R09144	rn00625	Chloroalkane and chloroalkene degradation
R09145	rn00625	Chloroalkane and chloroalkene degradation
R09146	rn00625	Chloroalkane and chloroalkene degradation
R09147	rn00625	Chloroalkane and chloroalkene degradation
R09148	rn00625	Chloroalkane and chloroalkene degradation
R09149	rn00625	Chloroalkane and chloroalkene degradation
R09150	rn00625	Chloroalkane and chloroalkene degradation
R09151	rn00625	Chloroalkane and chloroalkene degradation
R09152	rn00625	Chloroalkane and chloroalkene degradation
R09153	rn00680	Methane metabolism
R09154	rn00625	Chloroalkane and chloroalkene degradation
R09155	rn00625	Chloroalkane and chloroalkene degradation
R09156	rn00625	Chloroalkane and chloroalkene degradation
R09157	rn00625	Chloroalkane and chloroalkene degradation
R09158	rn00625	Chloroalkane and chloroalkene degradation
R09159	rn00624	Polycyclic aromatic hydrocarbon degradation
R09160	rn00624	Polycyclic aromatic hydrocarbon degradation
R09161	rn00624	Polycyclic aromatic hydrocarbon degradation
R09162	rn00624	Polycyclic aromatic hydrocarbon degradation
R09163	rn00624	Polycyclic aromatic hydrocarbon degradation
R09164	rn00624	Polycyclic aromatic hydrocarbon degradation
R09165	rn00624	Polycyclic aromatic hydrocarbon degradation
R09166	rn00624	Polycyclic aromatic hydrocarbon degradation
R09167	rn00624	Polycyclic aromatic hydrocarbon degradation
R09168	rn00624	Polycyclic aromatic hydrocarbon degradation
R09169	rn00624	Polycyclic aromatic hydrocarbon degradation
R09170	rn00624	Polycyclic aromatic hydrocarbon degradation
R09171	rn00624	Polycyclic aromatic hydrocarbon degradation
R09172	rn00624	Polycyclic aromatic hydrocarbon degradation
R09173	rn00624	Polycyclic aromatic hydrocarbon degradation
R09174	rn00624	Polycyclic aromatic hydrocarbon degradation
R09175	rn00624	Polycyclic aromatic hydrocarbon degradation
R09176	rn00624	Polycyclic aromatic hydrocarbon degradation
R09177	rn00624	Polycyclic aromatic hydrocarbon degradation
R09178	rn00624	Polycyclic aromatic hydrocarbon degradation
R09179	rn00624	Polycyclic aromatic hydrocarbon degradation
R09180	rn00624	Polycyclic aromatic hydrocarbon degradation
R09181	rn00624	Polycyclic aromatic hydrocarbon degradation
R09182	rn00624	Polycyclic aromatic hydrocarbon degradation
R09183	rn00624	Polycyclic aromatic hydrocarbon degradation
R09184	rn00624	Polycyclic aromatic hydrocarbon degradation
R09185	rn00624	Polycyclic aromatic hydrocarbon degradation
R09186	rn00040	Pentose and glucuronate interconversions
R09187	rn00253	Tetracycline biosynthesis
R09187	rn01056	Biosynthesis of type II polyketide backbone
R09187	rn01110	Biosynthesis of secondary metabolites
R09188	rn00253	Tetracycline biosynthesis
R09188	rn01057	Biosynthesis of type II polyketide products
R09188	rn01110	Biosynthesis of secondary metabolites
R09189	rn00253	Tetracycline biosynthesis
R09189	rn01057	Biosynthesis of type II polyketide products
R09189	rn01110	Biosynthesis of secondary metabolites
R09190	rn00253	Tetracycline biosynthesis
R09190	rn01057	Biosynthesis of type II polyketide products
R09190	rn01110	Biosynthesis of secondary metabolites
R09191	rn00253	Tetracycline biosynthesis
R09191	rn01057	Biosynthesis of type II polyketide products
R09191	rn01110	Biosynthesis of secondary metabolites
R09192	rn00253	Tetracycline biosynthesis
R09192	rn01057	Biosynthesis of type II polyketide products
R09192	rn01110	Biosynthesis of secondary metabolites
R09193	rn00253	Tetracycline biosynthesis
R09193	rn01057	Biosynthesis of type II polyketide products
R09193	rn01110	Biosynthesis of secondary metabolites
R09194	rn00253	Tetracycline biosynthesis
R09194	rn01057	Biosynthesis of type II polyketide products
R09194	rn01110	Biosynthesis of secondary metabolites
R09195	rn00253	Tetracycline biosynthesis
R09195	rn01110	Biosynthesis of secondary metabolites
R09196	rn00253	Tetracycline biosynthesis
R09196	rn01057	Biosynthesis of type II polyketide products
R09196	rn01110	Biosynthesis of secondary metabolites
R09197	rn00253	Tetracycline biosynthesis
R09197	rn01057	Biosynthesis of type II polyketide products
R09197	rn01110	Biosynthesis of secondary metabolites
R09198	rn00253	Tetracycline biosynthesis
R09198	rn01057	Biosynthesis of type II polyketide products
R09198	rn01110	Biosynthesis of secondary metabolites
R09199	rn00253	Tetracycline biosynthesis
R09199	rn01057	Biosynthesis of type II polyketide products
R09199	rn01110	Biosynthesis of secondary metabolites
R09200	rn00253	Tetracycline biosynthesis
R09200	rn01057	Biosynthesis of type II polyketide products
R09200	rn01110	Biosynthesis of secondary metabolites
R09201	rn00623	Toluene degradation
R09201	rn01220	Degradation of aromatic compounds
R09202	rn00624	Polycyclic aromatic hydrocarbon degradation
R09203	rn00624	Polycyclic aromatic hydrocarbon degradation
R09204	rn00624	Polycyclic aromatic hydrocarbon degradation
R09205	rn00624	Polycyclic aromatic hydrocarbon degradation
R09206	rn00624	Polycyclic aromatic hydrocarbon degradation
R09207	rn00624	Polycyclic aromatic hydrocarbon degradation
R09208	rn00624	Polycyclic aromatic hydrocarbon degradation
R09209	rn00624	Polycyclic aromatic hydrocarbon degradation
R09210	rn00624	Polycyclic aromatic hydrocarbon degradation
R09211	rn00624	Polycyclic aromatic hydrocarbon degradation
R09212	rn00624	Polycyclic aromatic hydrocarbon degradation
R09213	rn00623	Toluene degradation
R09213	rn01220	Degradation of aromatic compounds
R09214	rn00623	Toluene degradation
R09215	rn00623	Toluene degradation
R09216	rn00624	Polycyclic aromatic hydrocarbon degradation
R09217	rn00623	Toluene degradation
R09218	rn00624	Polycyclic aromatic hydrocarbon degradation
R09219	rn00624	Polycyclic aromatic hydrocarbon degradation
R09220	rn00623	Toluene degradation
R09221	rn00623	Toluene degradation
R09222	rn00623	Toluene degradation
R09223	rn00623	Toluene degradation
R09224	rn00623	Toluene degradation
