external_id	smiles	formula	charge
11812	CC(C)(O)C(=O)C(=O)[O-]	C5H7O4	-1
11851	CC(C)C(=O)C(=O)[O-]	C5H7O3	-1
11867	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	C24H37O3	-1
1189	COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	C19H24O3	0
11892	NC(=O)NCCC(=O)[O-]	C4H7N2O3	-1
11893	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C24H37O5	-1
11901	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C	C24H37O5	-1
11909	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C21H34O2	0
11935	O=C([O-])c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	C13H15O8	-1
11944	O=S(=O)([O-])c1ccc(CO)cc1	C7H7O4S	-1
11951	CC(=O)NCCCC(=O)[O-]	C6H10NO3	-1
11987	O=Cc1ccc(S(=O)(=O)[O-])cc1	C7H5O4S	-1
12040	O=C([O-])C=CC(=O)CC(=O)[O-]	C6H4O5	-2
12060	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O	C10H12FN5O3	0
121196	Cn1c(=O)[nH]c2nncnc2c1=O	C6H5N5O2	0
12154	CC(=O)CCCC(=O)[O-]	C6H9O3	-1
1230	OC[C@H]1O[C@@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	0
1233	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cccc(O)c1O	C46H70O2	0
1235	COc1cccc(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O	C47H72O2	0
125358	CC(=O)NCC(O)c1ccc(O)cc1	C10H13NO3	0
125610	CC(=O)NCCc1ccc(O)cc1	C10H13NO2	0
125678	CC(=O)NCCc1ccc(O)c(O)c1	C10H13NO3	0
128	CC1=CC[C@@H](C(C)(C)O)CC1	C10H18O	0
12834	*CCC=O	C3H5OR	0
12855	O[C@H]1C=CC=C[C@@H]1O	C6H8O2	0
12875	O=C([O-])/C=C/c1ccccc1O	C9H7O3	-1
128753	C/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])CO	C5H9O8P2	-3
12876	O=C([O-])/C=C/c1ccc(O)cc1	C9H7O3	-1
128769	C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-]	C5H9O7P2	-3
129	C=C1C=C[C@@H](C(C)C)CC1	C10H16	0
12931	O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	C6H11O7	-1
1294	CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C27H46O3	0
12952	O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]	C6H9O7	-1
1301	CC(C)CC[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C27H46O2	0
13022	O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO	C6H12O6	0
1307	C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C	C31H52O	0
131146	CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6COC(=O)C6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O	C29H46O12	0
13115	O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO	C6H11O7	-1
131445	CC(C)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C27H42N7O17P3S	-4
131446	Nc1ccccc1C(=O)CC(=O)[O-]	C9H8NO3	-1
131447	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)c1ccccc1N	C30H39N8O18P3S	-4
131448	OC[C@H]1O[C@@H](O[C@@H]2[C@H](O[C@@H]3C(O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O	C18H32O16	0
131450	O=C([O-])c1c(O)cccc1O	C7H5O4	-1
131487	*C(=O)OC[C@H](CO[C@H]1O[C@H](CS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O	C11H15O12R2S	-1
131564	CCCCC[C@H](O)/C=C/C=C\C/C=C\C=C\[C@H](CCCC(=O)[O-])OO	C20H31O5	-1
131607	CC(C)(O)c1ccccc1	C9H12O	0
131610	*C(=O)[C@@H]1C[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)CN1*	C10H15NO6R2	0
131636	C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)C=C1N	C16H22N6O13P2	-2
131639	C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)CC1=[NH2+]	C16H23N6O13P2	-1
131650	O=C([O-])C(O)C(C[PH](=O)[O-])C(=O)[O-]	C5H6O7P	-3
131651	O=C([O-])C/C(=C/[PH](=O)[O-])C(=O)[O-]	C5H4O6P	-3
131704	O=C([O-])c1ccc(C(=O)OCCO)cc1	C10H9O5	-1
131705	*[C@H]1C[C@H](OP(=O)([O-])[O-])[C@@H](CO)O1	C5H8O6PR	-2
131706	[NH3+]/C(=C\[C@H](O)[C@H](O)CO)C(=O)[O-]	C6H11NO5	0
131707	[NH2+]=C(C[C@H](O)[C@H](O)CO)C(=O)[O-]	C6H11NO5	0
131708	*N[C@@H](CCCNC(=[NH2+])NC(O)C(C)=O)C(*)=O	C9H17N4O3R2	1
131709	*N[C@@H](CCCC[NH2+]C(O)C(C)=O)C(*)=O	C9H17N2O3R2	1
131710	*N[C@@H](CSC(O)C(C)=O)C(*)=O	C6H9NO3R2S	0
131711	O=C1C[C@](O)(CO)CC([O-])=C1O	C7H9O5	-1
131717	O=C1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@@H]1O	C7H12O6	0
131718	C=CC(C)(CO)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-]	C15H24N3O7S	-1
13172	O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO	C6H12O6	0
131720	C=C[C@]1(C)CO1	C5H8O	0
131725	CC1=C(CCC(=O)[O-])c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)[O-])c5C)C(C)=C4CCC(=O)[O-])c(CCC(=O)[O-])c3C	C36H34N4O8	-4
131738	CCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C	C22H46NO7P	0
131766	Nc1nc2c(c(=O)[nH]1)N[C@H]1N2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@]1(O)[C@H]2O	C10H12N5O14P3	-4
131767	O=C(COP(=O)([O-])[O-])[C@H](O)CO	C4H7O7P	-2
131780	CC(C)(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C25H38N7O18P3S	-4
131783	C[C@H](c1c[nH]c2ccccc12)[C@H](O)C(=O)[O-]	C12H12NO3	-1
131797	C=CC(C)(SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]	C15H21N3O8S	-2
131798	C=CC(C)(C=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-]	C15H22N3O7S	-1
131803	*N[C@@H](CCCC=O)C(*)=O	C6H9NO2R2	0
131822	*NS(=O)(=O)[O-]	HNO3RS	-1
131823	*[NH2+]C	CH5NR	1
131845	CC(C)(O)CO	C4H10O2	0
131846	CC(C)(O)C=O	C4H8O2	0
131847	C[C@H](O)C(=O)CC(=O)C(=O)[O-]	C6H7O5	-1
131849	O=P([O-])([O-])OC[C@H](O)[C@H](O)CO	C4H9O7P	-2
131856	Cc1c(C)c(C(=O)[O-])c(O)c(C)c1O	C10H11O4	-1
131857	CC(C)=CCC/C(C)=C/CC/C(C)=C/C[C@@]1(C)C(=O)C(C)=C([O-])C(C(=O)[O-])=C1C	C25H34O4	-2
131871	O=C([O-])[1*]O	CHO3R	-1
131894	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCOP(=O)([O-])[O-]	C22H36NO5P	-2
131912	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(C)c(O)c1N)C(*)=O	C22H32N4O10PR2S	-1
131913	*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1cc(O)c(C)c(O)c1N)C(*)=O	C22H32N4O11PR2S	-1
131914	O=C1NC(c2c[nH]c3ccc(O)cc23)=C/C1=C1\C(=O)Nc2ccccc21	C20H13N3O3	0
131915	O=C1NC(c2c[nH]c3ccccc23)=C/C1=C1\C(=O)Nc2ccccc21	C20H13N3O2	0
131916	O=C1N=C(c2c[nH]c3ccc(O)cc23)C=C1c1c[nH]c2ccccc12	C20H13N3O2	0
131919	[NH3+][C@@H](C(=O)N[C@H]1CN([C@@H](C(=O)[O-])c2ccc(O)cc2)C1=O)c1ccc(O)cc1	C19H19N3O6	0
131920	[NH3+][C@@H](CCOc1ccc([C@@H]([NH3+])C(=O)N[C@H]2CN([C@@H](C(=O)[O-])c3ccc(O)cc3)C2=O)cc1)C(=O)[O-]	C23H26N4O8	0
131921	O=C([O-])CNCC[NH+](CC(=O)[O-])CC(=O)[O-]	C8H12N2O6	-2
131922	O=C([O-])CNCC[NH2+]CC(=O)[O-]	C6H11N2O4	-1
131928	CC(C)CNO	C4H11NO	0
131929	O=C([O-])/C=C/c1c[nH]c2ccccc12	C11H8NO2	-1
13193	*	R	0
131932	COc1cc([C@@H]2Oc3c(OC)cc(/C=C/C(=O)[O-])cc3[C@H]2CO)ccc1O	C20H19O7	-1
131933	COc1cc([C@@H]2Oc3c(OC)cc(/C=C/C(=O)[O-])cc3[C@H]2C=O)ccc1O	C20H17O7	-1
131934	COc1cc([C@@H]2Oc3c(OC)cc(/C=C/C(=O)[O-])cc3[C@H]2C(=O)[O-])ccc1O	C20H16O8	-2
131935	COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(=O)[O-])cc3[C@@H]2C(=O)[O-])ccc1O	C20H16O8	-2
131936	COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(=O)[O-])cc3[C@@H]2C=O)ccc1O	C20H17O7	-1
131937	COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(=O)[O-])cc3[C@@H]2CO)ccc1O	C20H19O7	-1
131943	CCCCCCCC/C=C/CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C35H56N7O17P3S	-4
131944	CCCCCCCC/C=C/C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C35H54N7O17P3S	-4
131948	[NH3+][C@H](CCOc1ccc([C@@H]([NH3+])C(=O)N[C@H]2CN([C@@H](C(=O)[O-])c3ccc(O)cc3)C2=O)cc1)C(=O)[O-]	C23H26N4O8	0
131957	CCCCCCCC/C=C/CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	C21H39NO4	0
131958	CC/C=C\C/C=C\C[C@@H]1O[C@H]1/C=C/C=C/C=C\C/C=C\CCC(=O)[O-]	C22H29O3	-1
131962	CCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C29H44N7O17P3S	-4
131964	CCCCC[C@H]1O[C@H]1C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]	C20H31O3	-1
131965	CCCCC[C@@H]1O[C@@H]1C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]	C20H31O3	-1
131969	CCCCC/C=C\C[C@H]1O[C@H]1C/C=C\C/C=C\CCCC(=O)[O-]	C20H31O3	-1
13197	[1*][C@@H]1O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H]1O	C5H8O7PR	-2
131970	CCCCC/C=C\C[C@@H]1O[C@@H]1C/C=C\C/C=C\CCCC(=O)[O-]	C20H31O3	-1
131971	O=C([O-])[C@@H]1C=CCC2=C1N=C1CC=C[C@@H](C(=O)[O-])[C@@H]1N2	C14H12N2O4	-2
131973	O=C([O-])c1cccc2c1N=C1CC=C[C@@H](C(=O)[O-])[C@@H]1N2	C14H10N2O4	-2
131974	CCCCC/C=C\C/C=C\C[C@H]1O[C@H]1C/C=C\CCCC(=O)[O-]	C20H31O3	-1
131975	CCCCC/C=C\C/C=C\C[C@@H]1O[C@@H]1C/C=C\CCCC(=O)[O-]	C20H31O3	-1
131978	O=C([O-])C1=CC=CC2=Nc3c(cccc3C(=O)[O-])N[C@@H]12	C14H8N2O4	-2
131979	O=C([O-])c1cccc2c1Nc1cccc(C(=O)[O-])c1N2	C14H8N2O4	-2
131980	O=C([O-])c1cccc2nc3c(C(=O)[O-])cccc3nc12	C14H6N2O4	-2
131981	O=C([O-])[C@@H]1C=CCC2=Nc3ccccc3N[C@H]21	C13H11N2O2	-1
131989	CCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C27H56NO7P	0
131990	CC/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C29H42N7O17P3S	-4
131992	CCCCC/C=C\C/C=C\C/C=C\CC1OC1CCCC(=O)[O-]	C20H31O3	-1
132003	O=C([O-])C1=CC=CC2=Nc3ccccc3N[C@@H]12	C13H9N2O2	-1
132005	O=C([O-])[C@@H]1C=CCC2=C1Nc1ccccc1N2	C13H11N2O2	-1
132008	c1ccc2c(c1)Nc1ccccc1N2	C12H10N2	0
132011	CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C15H27N2O8PS	-2
132012	CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C17H31N2O8PS	-2
132013	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C19H35N2O8PS	-2
132014	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C21H39N2O8PS	-2
132015	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C23H43N2O8PS	-2
132016	CCCC(O)C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]	C20H31O3	-1
132017	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C25H47N2O8PS	-2
132018	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C27H51N2O8PS	-2
132019	CCCCC(O)/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]	C20H31O3	-1
132020	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C35H59N2O11PS	-2
132021	CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C38H65N2O11PS	-2
132022	O=C([O-])C[C@H]1CCC(=O)[C@@H]1C/C=C\CCO	C12H17O4	-1
132023	*C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-]	C12H20N2O8PRS	-2
132024	CC(O)CCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)[O-]	C20H33O3	-1
132025	CC(O)/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-]	C22H31O3	-1
132026	O=C([O-])CCC/C=C\C/C=C\C/C=C\CCCCCCCCO	C20H33O3	-1
132028	C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C26H44NO6S	-1
132029	O=C([O-])CCCCCCC/C=C\C/C=C\CCCCCO	C18H31O3	-1
132030	C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C26H42NO5	-1
132031	CC(O)CCCCCCCCCCCC(=O)[O-]	C14H27O3	-1
132040	*C(=O)NCCS(=O)(=O)[O-]	C3H5NO4RS	-1
132042	CCCCCCCCCCCC(=O)NCCS(=O)(=O)[O-]	C14H28NO4S	-1
132043	CCCCCCCCCCCCCC(=O)NCCS(=O)(=O)[O-]	C16H32NO4S	-1
132045	CCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)[O-]	C18H36NO4S	-1
132047	CCCCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)[O-]	C20H40NO4S	-1
132048	CCCCCCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)[O-]	C22H44NO4S	-1
132049	CCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)[O-]	C26H52NO4S	-1
132060	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCS(=O)(=O)[O-]	C22H36NO4S	-1
132061	CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)NCCS(=O)(=O)[O-])OO	C22H36NO6S	-1
132062	CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)NCCS(=O)(=O)[O-])OO	C22H36NO6S	-1
132063	CCCCC[C@@H]1O[C@@H]1C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)[O-])OO	C20H31O5	-1
132064	CCCCC[C@@H]1O[C@H]1C(O)/C=C\CCCCCCCC(=O)[O-]	C18H31O4	-1
132065	CCCCC[C@H]1O[C@H]1C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)[O-])OO	C20H31O5	-1
132067	CCCCC[C@@H]1O[C@@H]1C/C=C\C/C=C\C=C\[C@H](CCCC(=O)[O-])OO	C20H31O5	-1
