# Per-compound protonation provenance for the shipped cache.
# shipped_provenance: chemaxon = the ladder descends from ChemAxon cxcalc,
#   whether via a carried-over row from the pinned release or via the gated
#   cache/marvin tiers. open = MolGpKa, IUPAC or Alberty.
# cache_row=carried_over means the builder reused the pinned release's row
#   wholesale and the pKa cascade never ran for that compound.
# totals: {'chemaxon': 24008, 'unresolved': 4984}
# by effective source: {'carried_over': 4351, 'marvin': 19657, 'none': 1, 'unresolved': 4983}
seed_id	cache_id	cache_row	pka_cascade_source	effective_source	shipped_provenance	n_pkas
cpd20115	704831	built	marvin	marvin	chemaxon	1
cpd20116	40935	carried_over	marvin	carried_over	chemaxon	3
cpd20117	704832	built	marvin	marvin	chemaxon	2
cpd20118	704833	built	unresolved	unresolved	unresolved	
cpd20119	704834	built	marvin	marvin	chemaxon	1
cpd20120	40964	carried_over	marvin	carried_over	chemaxon	2
cpd20121	704835	built	unresolved	unresolved	unresolved	
cpd20122	704836	built	marvin	marvin	chemaxon	2
cpd20123	704837	built	unresolved	unresolved	unresolved	
cpd20124	704838	built	marvin	marvin	chemaxon	1
cpd20125	704839	built	marvin	marvin	chemaxon	2
cpd20126	704840	built	marvin	marvin	chemaxon	2
cpd20127	704841	built	marvin	marvin	chemaxon	4
cpd20128	693418	carried_over	marvin	carried_over	chemaxon	1
cpd20129	704842	built	marvin	marvin	chemaxon	1
cpd20130	704843	built	marvin	marvin	chemaxon	3
cpd20131	6409	carried_over	marvin	carried_over	chemaxon	8
cpd20132	6152	carried_over	marvin	carried_over	chemaxon	8
cpd20133	12304	carried_over	unresolved	carried_over	chemaxon	
cpd20134	50947	carried_over	unresolved	carried_over	chemaxon	
cpd20135	51077	carried_over	marvin	carried_over	chemaxon	1
cpd20136	704844	built	marvin	marvin	chemaxon	2
cpd20137	704845	built	marvin	marvin	chemaxon	3
cpd20138	693538	carried_over	marvin	carried_over	chemaxon	1
cpd20139	704846	built	marvin	marvin	chemaxon	1
cpd20140	128927	carried_over	marvin	carried_over	chemaxon	2
cpd20141	704847	built	unresolved	unresolved	unresolved	
cpd20142	693549	carried_over	unresolved	carried_over	chemaxon	
cpd20143	704848	built	marvin	marvin	chemaxon	2
cpd20144	704849	built	marvin	marvin	chemaxon	4
cpd20145	63769	carried_over	marvin	carried_over	chemaxon	2
cpd20146	704850	built	marvin	marvin	chemaxon	3
cpd20147	704851	built	marvin	marvin	chemaxon	2
cpd20148	704852	built	marvin	marvin	chemaxon	1
cpd20149	63975	carried_over	marvin	carried_over	chemaxon	3
cpd20150	65433	carried_over	marvin	carried_over	chemaxon	5
cpd20151	704853	built	marvin	marvin	chemaxon	2
cpd20152	704854	built	marvin	marvin	chemaxon	2
cpd20153	704855	built	marvin	marvin	chemaxon	1
cpd20154	22094	carried_over	marvin	carried_over	chemaxon	5
cpd20155	704856	built	marvin	marvin	chemaxon	1
cpd20156	704857	built	marvin	marvin	chemaxon	4
cpd20157	704858	built	marvin	marvin	chemaxon	1
cpd20158	68685	carried_over	unresolved	carried_over	chemaxon	
cpd20159	704859	built	unresolved	unresolved	unresolved	
cpd20160	704860	built	unresolved	unresolved	unresolved	
cpd20161	704861	built	marvin	marvin	chemaxon	3
cpd20162	704862	built	marvin	marvin	chemaxon	3
cpd20163	11763	carried_over	marvin	carried_over	chemaxon	1
cpd20164	704863	built	marvin	marvin	chemaxon	3
cpd20165	11764	carried_over	marvin	carried_over	chemaxon	1
cpd20166	48363	carried_over	marvin	carried_over	chemaxon	2
cpd20167	704864	built	marvin	marvin	chemaxon	3
cpd20168	704865	built	marvin	marvin	chemaxon	2
cpd20169	704866	built	marvin	marvin	chemaxon	4
cpd20170	704867	built	unresolved	unresolved	unresolved	
cpd20171	704868	built	marvin	marvin	chemaxon	4
cpd20172	704869	built	marvin	marvin	chemaxon	1
cpd20173	704870	built	marvin	marvin	chemaxon	2
cpd20174	704871	built	marvin	marvin	chemaxon	2
cpd20175	704872	built	marvin	marvin	chemaxon	3
cpd20176	704873	built	marvin	marvin	chemaxon	3
cpd20177	704874	built	marvin	marvin	chemaxon	4
cpd20178	72206	carried_over	marvin	carried_over	chemaxon	6
cpd20179	41267	carried_over	marvin	carried_over	chemaxon	1
cpd20180	704875	built	marvin	marvin	chemaxon	2
cpd20181	704876	built	unresolved	unresolved	unresolved	
cpd20182	38565	carried_over	unresolved	carried_over	chemaxon	
cpd20183	33551	carried_over	marvin	carried_over	chemaxon	1
cpd20184	704877	built	marvin	marvin	chemaxon	3
cpd20185	38795	carried_over	unresolved	carried_over	chemaxon	
cpd20186	60898	carried_over	unresolved	carried_over	chemaxon	
cpd20187	72765	carried_over	marvin	carried_over	chemaxon	4
cpd20188	704878	built	unresolved	unresolved	unresolved	
cpd20190	704879	built	marvin	marvin	chemaxon	2
cpd20191	704880	built	unresolved	unresolved	unresolved	
cpd20192	704881	built	marvin	marvin	chemaxon	2
cpd20193	704882	built	unresolved	unresolved	unresolved	
cpd20194	704883	built	marvin	marvin	chemaxon	3
cpd20195	704884	built	marvin	marvin	chemaxon	3
cpd20196	704885	built	marvin	marvin	chemaxon	1
cpd20197	40489	carried_over	marvin	carried_over	chemaxon	1
cpd20198	40521	carried_over	marvin	carried_over	chemaxon	1
cpd20199	40917	carried_over	marvin	carried_over	chemaxon	1
cpd20200	704886	built	marvin	marvin	chemaxon	1
cpd20201	704887	built	marvin	marvin	chemaxon	1
cpd20202	704888	built	marvin	marvin	chemaxon	4
cpd20203	704889	built	marvin	marvin	chemaxon	3
cpd20204	65984	carried_over	marvin	carried_over	chemaxon	2
cpd20205	72124	carried_over	unresolved	carried_over	chemaxon	
cpd20206	72219	carried_over	marvin	carried_over	chemaxon	1
cpd20207	704890	built	marvin	marvin	chemaxon	3
cpd20208	704891	built	marvin	marvin	chemaxon	2
cpd20209	704892	built	marvin	marvin	chemaxon	2
cpd20210	704893	built	marvin	marvin	chemaxon	2
cpd20211	704894	built	marvin	marvin	chemaxon	2
cpd20212	704895	built	marvin	marvin	chemaxon	3
cpd20213	704896	built	marvin	marvin	chemaxon	2
cpd20214	704897	built	marvin	marvin	chemaxon	3
cpd20215	704898	built	marvin	marvin	chemaxon	2
cpd20216	704899	built	marvin	marvin	chemaxon	2
cpd20217	704900	built	marvin	marvin	chemaxon	2
cpd20218	704901	built	unresolved	unresolved	unresolved	
cpd20219	704902	built	unresolved	unresolved	unresolved	
cpd20220	704903	built	unresolved	unresolved	unresolved	
cpd20221	704904	built	unresolved	unresolved	unresolved	
cpd20222	45809	carried_over	marvin	carried_over	chemaxon	1
cpd20223	30154	carried_over	marvin	carried_over	chemaxon	2
cpd20224	31204	carried_over	unresolved	carried_over	chemaxon	
cpd20225	32903	carried_over	unresolved	carried_over	chemaxon	
cpd20226	32916	carried_over	unresolved	carried_over	chemaxon	
cpd20227	704905	built	unresolved	unresolved	unresolved	
cpd20228	33646	carried_over	unresolved	carried_over	chemaxon	
cpd20229	34430	carried_over	unresolved	carried_over	chemaxon	
cpd20230	34446	carried_over	unresolved	carried_over	chemaxon	
cpd20231	35586	carried_over	unresolved	carried_over	chemaxon	
cpd20232	704906	built	marvin	marvin	chemaxon	1
cpd20233	35709	carried_over	unresolved	carried_over	chemaxon	
cpd20234	35720	carried_over	marvin	carried_over	chemaxon	2
cpd20235	36644	carried_over	unresolved	carried_over	chemaxon	
cpd20236	36645	carried_over	unresolved	carried_over	chemaxon	
cpd20237	11257	carried_over	unresolved	carried_over	chemaxon	
cpd20238	36659	carried_over	unresolved	carried_over	chemaxon	
cpd20239	36661	carried_over	unresolved	carried_over	chemaxon	
cpd20240	38452	carried_over	unresolved	carried_over	chemaxon	
cpd20241	66858	carried_over	unresolved	carried_over	chemaxon	
cpd20242	39477	carried_over	marvin	carried_over	chemaxon	2
cpd20243	40064	carried_over	marvin	carried_over	chemaxon	2
cpd20244	52174	carried_over	unresolved	carried_over	chemaxon	
cpd20245	40219	carried_over	marvin	carried_over	chemaxon	1
cpd20246	40504	carried_over	unresolved	carried_over	chemaxon	
cpd20247	41007	carried_over	unresolved	carried_over	chemaxon	
cpd20248	41045	carried_over	marvin	carried_over	chemaxon	2
cpd20249	41088	carried_over	unresolved	carried_over	chemaxon	
cpd20253	704907	built	marvin	marvin	chemaxon	1
cpd20259	704908	built	marvin	marvin	chemaxon	1
cpd20260	44572	carried_over	unresolved	carried_over	chemaxon	
cpd20261	44644	carried_over	unresolved	carried_over	chemaxon	
cpd20262	44473	carried_over	unresolved	carried_over	chemaxon	
cpd20263	46597	carried_over	unresolved	carried_over	chemaxon	
cpd20264	47421	carried_over	unresolved	carried_over	chemaxon	
cpd20265	47785	carried_over	marvin	carried_over	chemaxon	1
cpd20266	47895	carried_over	marvin	carried_over	chemaxon	3
cpd20267	704909	built	marvin	marvin	chemaxon	1
cpd20268	48607	carried_over	marvin	carried_over	chemaxon	1
cpd20269	52175	carried_over	unresolved	carried_over	chemaxon	
cpd20270	60760	carried_over	unresolved	carried_over	chemaxon	
cpd20271	704910	built	marvin	marvin	chemaxon	1
cpd20272	62744	carried_over	marvin	carried_over	chemaxon	1
cpd20273	63841	carried_over	unresolved	carried_over	chemaxon	
cpd20274	63979	carried_over	marvin	carried_over	chemaxon	2
cpd20275	67035	carried_over	unresolved	carried_over	chemaxon	
cpd20276	68382	carried_over	unresolved	carried_over	chemaxon	
cpd20277	68823	carried_over	unresolved	carried_over	chemaxon	
cpd20278	72880	carried_over	unresolved	carried_over	chemaxon	
cpd20279	30825	carried_over	unresolved	carried_over	chemaxon	
cpd20280	31464	carried_over	marvin	carried_over	chemaxon	1
cpd20281	704911	built	unresolved	unresolved	unresolved	
cpd20282	32473	carried_over	unresolved	carried_over	chemaxon	
cpd20283	704912	built	marvin	marvin	chemaxon	1
cpd20284	34284	carried_over	unresolved	carried_over	chemaxon	
cpd20285	704913	built	unresolved	unresolved	unresolved	
cpd20286	34375	carried_over	marvin	carried_over	chemaxon	1
cpd20287	704914	built	marvin	marvin	chemaxon	1
cpd20288	37919	carried_over	unresolved	carried_over	chemaxon	
cpd20289	704915	built	marvin	marvin	chemaxon	1
cpd20290	40556	carried_over	unresolved	carried_over	chemaxon	
cpd20291	704916	built	unresolved	unresolved	unresolved	
cpd20292	704917	built	unresolved	unresolved	unresolved	
cpd20293	6835	carried_over	unresolved	carried_over	chemaxon	
cpd20294	21443	carried_over	unresolved	carried_over	chemaxon	
cpd20295	37934	carried_over	marvin	carried_over	chemaxon	1
cpd20296	72199	carried_over	marvin	carried_over	chemaxon	1
cpd20297	704918	built	marvin	marvin	chemaxon	1
cpd20298	38540	carried_over	marvin	carried_over	chemaxon	1
cpd20299	704919	built	marvin	marvin	chemaxon	1
cpd20301	704920	built	marvin	marvin	chemaxon	1
cpd20302	704921	built	unresolved	unresolved	unresolved	
cpd20303	704922	built	marvin	marvin	chemaxon	1
cpd20304	704923	built	unresolved	unresolved	unresolved	
cpd20305	704924	built	unresolved	unresolved	unresolved	
cpd20306	704925	built	marvin	marvin	chemaxon	2
cpd20307	704926	built	marvin	marvin	chemaxon	4
cpd20308	704927	built	marvin	marvin	chemaxon	1
cpd20309	704928	built	marvin	marvin	chemaxon	2
cpd20310	704929	built	unresolved	unresolved	unresolved	
cpd20311	704930	built	unresolved	unresolved	unresolved	
cpd20312	704931	built	marvin	marvin	chemaxon	1
cpd20313	704932	built	marvin	marvin	chemaxon	1
cpd20314	704933	built	marvin	marvin	chemaxon	1
cpd20315	43391	carried_over	marvin	carried_over	chemaxon	1
cpd20316	704934	built	marvin	marvin	chemaxon	2
cpd20317	704935	built	marvin	marvin	chemaxon	1
cpd20318	704936	built	marvin	marvin	chemaxon	3
cpd20319	704937	built	marvin	marvin	chemaxon	1
cpd20320	704938	built	marvin	marvin	chemaxon	1
cpd20321	704939	built	marvin	marvin	chemaxon	2
cpd20322	704940	built	marvin	marvin	chemaxon	1
cpd20323	44970	carried_over	marvin	carried_over	chemaxon	1
cpd20324	50847	carried_over	unresolved	carried_over	chemaxon	
cpd20325	63774	carried_over	marvin	carried_over	chemaxon	1
cpd20326	34254	carried_over	unresolved	carried_over	chemaxon	
cpd20328	47808	carried_over	unresolved	carried_over	chemaxon	
cpd20329	32901	carried_over	marvin	carried_over	chemaxon	2
cpd20330	704941	built	marvin	marvin	chemaxon	1
cpd20331	704942	built	unresolved	unresolved	unresolved	
cpd20332	704943	built	unresolved	unresolved	unresolved	
cpd20333	704944	built	marvin	marvin	chemaxon	3
cpd20334	704945	built	marvin	marvin	chemaxon	1
cpd20335	704946	built	marvin	marvin	chemaxon	1
cpd20336	704947	built	marvin	marvin	chemaxon	1
cpd20337	704948	built	marvin	marvin	chemaxon	2
cpd20339	704949	built	marvin	marvin	chemaxon	1
cpd20341	704950	built	unresolved	unresolved	unresolved	
cpd20342	704951	built	marvin	marvin	chemaxon	2
cpd20343	704952	built	marvin	marvin	chemaxon	1
cpd20344	704953	built	marvin	marvin	chemaxon	1
cpd20346	48130	carried_over	marvin	carried_over	chemaxon	2
cpd20347	704954	built	marvin	marvin	chemaxon	1
cpd20348	704955	built	marvin	marvin	chemaxon	1
cpd20349	704956	built	marvin	marvin	chemaxon	1
cpd20350	704957	built	marvin	marvin	chemaxon	1
cpd20351	704958	built	marvin	marvin	chemaxon	1
cpd20352	40049	carried_over	marvin	carried_over	chemaxon	2
cpd20353	72097	carried_over	marvin	carried_over	chemaxon	2
cpd20354	704959	built	unresolved	unresolved	unresolved	
cpd20355	704960	built	unresolved	unresolved	unresolved	
cpd20356	68227	carried_over	unresolved	carried_over	chemaxon	
cpd20357	704961	built	unresolved	unresolved	unresolved	
cpd20358	704962	built	marvin	marvin	chemaxon	2
cpd20359	31440	carried_over	marvin	carried_over	chemaxon	2
cpd20360	704963	built	marvin	marvin	chemaxon	3
cpd20361	704964	built	marvin	marvin	chemaxon	3
cpd20362	704965	built	marvin	marvin	chemaxon	3
cpd20363	704966	built	marvin	marvin	chemaxon	3
cpd20364	704967	built	marvin	marvin	chemaxon	3
cpd20365	704968	built	marvin	marvin	chemaxon	4
cpd20366	704969	built	marvin	marvin	chemaxon	2
cpd20367	44869	carried_over	marvin	carried_over	chemaxon	2
cpd20368	704970	built	marvin	marvin	chemaxon	3
cpd20369	704971	built	marvin	marvin	chemaxon	2
cpd20370	704972	built	marvin	marvin	chemaxon	2
cpd20371	704973	built	marvin	marvin	chemaxon	2
cpd20372	33111	carried_over	marvin	carried_over	chemaxon	2
cpd20374	704974	built	marvin	marvin	chemaxon	1
cpd20375	704975	built	unresolved	unresolved	unresolved	
cpd20376	35533	carried_over	marvin	carried_over	chemaxon	1
cpd20377	704976	built	marvin	marvin	chemaxon	1
cpd20378	38527	carried_over	unresolved	carried_over	chemaxon	
cpd20379	38572	carried_over	unresolved	carried_over	chemaxon	
cpd20380	38850	carried_over	unresolved	carried_over	chemaxon	
cpd20381	704977	built	marvin	marvin	chemaxon	2
cpd20382	704978	built	unresolved	unresolved	unresolved	
cpd20383	704979	built	unresolved	unresolved	unresolved	
cpd20384	704980	built	unresolved	unresolved	unresolved	
cpd20385	704981	built	unresolved	unresolved	unresolved	
cpd20386	52027	carried_over	marvin	carried_over	chemaxon	3
cpd20387	64003	carried_over	marvin	carried_over	chemaxon	1
cpd20388	704982	built	marvin	marvin	chemaxon	4
cpd20389	704983	built	marvin	marvin	chemaxon	2
cpd20390	704984	built	unresolved	unresolved	unresolved	
cpd20391	40015	carried_over	unresolved	carried_over	chemaxon	
cpd20392	704985	built	marvin	marvin	chemaxon	6
cpd20393	62722	carried_over	unresolved	carried_over	chemaxon	
cpd20394	704986	built	marvin	marvin	chemaxon	1
cpd20395	72771	carried_over	marvin	carried_over	chemaxon	2
cpd20396	30629	carried_over	marvin	carried_over	chemaxon	2
cpd20397	32615	carried_over	marvin	carried_over	chemaxon	6
cpd20398	704987	built	marvin	marvin	chemaxon	1
cpd20399	704988	built	marvin	marvin	chemaxon	4
cpd20400	60895	carried_over	marvin	carried_over	chemaxon	2
cpd20401	704989	built	marvin	marvin	chemaxon	1
cpd20402	704990	built	unresolved	unresolved	unresolved	
cpd20403	704991	built	unresolved	unresolved	unresolved	
cpd20404	704992	built	marvin	marvin	chemaxon	1
cpd20405	704993	built	unresolved	unresolved	unresolved	
cpd20406	704994	built	unresolved	unresolved	unresolved	
cpd20407	62710	carried_over	unresolved	carried_over	chemaxon	
cpd20408	66773	carried_over	unresolved	carried_over	chemaxon	
cpd20409	704995	built	unresolved	unresolved	unresolved	
cpd20410	38185	carried_over	marvin	carried_over	chemaxon	1
cpd20411	704996	built	marvin	marvin	chemaxon	8
cpd20412	704997	built	marvin	marvin	chemaxon	8
cpd20413	704998	built	marvin	marvin	chemaxon	7
cpd20414	704999	built	marvin	marvin	chemaxon	3
cpd20415	72245	carried_over	none	carried_over	chemaxon	0
cpd20416	705000	built	unresolved	unresolved	unresolved	
cpd20417	62869	carried_over	none	carried_over	chemaxon	0
cpd20418	705001	built	unresolved	unresolved	unresolved	
cpd20419	11103	carried_over	none	carried_over	chemaxon	0
cpd20420	60905	carried_over	unresolved	carried_over	chemaxon	
cpd20422	705002	built	unresolved	unresolved	unresolved	
cpd20423	705003	built	unresolved	unresolved	unresolved	
cpd20424	705004	built	unresolved	unresolved	unresolved	
cpd20425	705005	built	unresolved	unresolved	unresolved	
cpd20426	31853	carried_over	unresolved	carried_over	chemaxon	
cpd20427	705006	built	marvin	marvin	chemaxon	1
cpd20428	34421	carried_over	marvin	carried_over	chemaxon	5
cpd20429	468695	carried_over	none	carried_over	chemaxon	0
cpd20431	705007	built	unresolved	unresolved	unresolved	
cpd20432	705008	built	unresolved	unresolved	unresolved	
cpd20433	38505	carried_over	marvin	carried_over	chemaxon	1
cpd20434	705009	built	marvin	marvin	chemaxon	2
cpd20435	38489	carried_over	unresolved	carried_over	chemaxon	
cpd20436	49998	carried_over	marvin	carried_over	chemaxon	2
cpd20438	705010	built	marvin	marvin	chemaxon	3
cpd20439	48237	carried_over	unresolved	carried_over	chemaxon	
cpd20440	73159	carried_over	unresolved	carried_over	chemaxon	
cpd20442	705011	built	unresolved	unresolved	unresolved	
cpd20443	705012	built	unresolved	unresolved	unresolved	
cpd20444	705013	built	marvin	marvin	chemaxon	2
cpd20445	705014	built	marvin	marvin	chemaxon	2
cpd20446	705015	built	marvin	marvin	chemaxon	2
cpd20447	23902	carried_over	marvin	carried_over	chemaxon	2
cpd20448	705016	built	marvin	marvin	chemaxon	6
cpd20449	705017	built	marvin	marvin	chemaxon	1
cpd20451	705018	built	marvin	marvin	chemaxon	3
cpd20453	705019	built	unresolved	unresolved	unresolved	
cpd20454	705020	built	unresolved	unresolved	unresolved	
cpd20455	705021	built	unresolved	unresolved	unresolved	
cpd20456	31891	carried_over	marvin	carried_over	chemaxon	3
cpd20457	705022	built	marvin	marvin	chemaxon	2
cpd20459	705023	built	unresolved	unresolved	unresolved	
cpd20462	705024	built	marvin	marvin	chemaxon	2
cpd20463	705025	built	marvin	marvin	chemaxon	1
cpd20464	705026	built	unresolved	unresolved	unresolved	
cpd20465	705027	built	marvin	marvin	chemaxon	2
cpd20466	705028	built	unresolved	unresolved	unresolved	
cpd20468	34624	carried_over	marvin	carried_over	chemaxon	3
cpd20469	705029	built	marvin	marvin	chemaxon	2
cpd20470	705030	built	marvin	marvin	chemaxon	1
cpd20471	34625	carried_over	marvin	carried_over	chemaxon	4
cpd20472	705031	built	marvin	marvin	chemaxon	2
cpd20473	125044	carried_over	marvin	carried_over	chemaxon	1
cpd20474	705032	built	marvin	marvin	chemaxon	1
cpd20475	705033	built	marvin	marvin	chemaxon	4
cpd20476	705034	built	marvin	marvin	chemaxon	2
cpd20477	705035	built	marvin	marvin	chemaxon	1
cpd20478	705036	built	marvin	marvin	chemaxon	1
cpd20479	705037	built	marvin	marvin	chemaxon	1
cpd20480	705038	built	unresolved	unresolved	unresolved	
cpd20481	705039	built	unresolved	unresolved	unresolved	
cpd20482	705040	built	marvin	marvin	chemaxon	1
cpd20483	705041	built	marvin	marvin	chemaxon	2
cpd20484	705042	built	marvin	marvin	chemaxon	2
cpd20485	705043	built	marvin	marvin	chemaxon	2
cpd20486	705044	built	unresolved	unresolved	unresolved	
cpd20487	705045	built	unresolved	unresolved	unresolved	
cpd20488	38425	carried_over	unresolved	carried_over	chemaxon	
cpd20489	705046	built	marvin	marvin	chemaxon	2
cpd20490	72626	carried_over	marvin	carried_over	chemaxon	1
cpd20491	10401	carried_over	marvin	carried_over	chemaxon	1
cpd20492	25070	carried_over	unresolved	carried_over	chemaxon	
cpd20493	25075	carried_over	unresolved	carried_over	chemaxon	
cpd20494	705047	built	marvin	marvin	chemaxon	4
cpd20495	705048	built	unresolved	unresolved	unresolved	
cpd20496	705049	built	unresolved	unresolved	unresolved	
cpd20497	40119	carried_over	unresolved	carried_over	chemaxon	
cpd20498	50776	carried_over	marvin	carried_over	chemaxon	3
cpd20499	705050	built	marvin	marvin	chemaxon	8
cpd20500	705051	built	marvin	marvin	chemaxon	7
cpd20501	705052	built	marvin	marvin	chemaxon	3
cpd20502	705053	built	marvin	marvin	chemaxon	2
cpd20503	705054	built	marvin	marvin	chemaxon	2
cpd20504	705055	built	unresolved	unresolved	unresolved	
cpd20505	42980	carried_over	marvin	carried_over	chemaxon	4
cpd20506	43316	carried_over	unresolved	carried_over	chemaxon	
cpd20507	705056	built	unresolved	unresolved	unresolved	
cpd20508	43416	carried_over	marvin	carried_over	chemaxon	2
cpd20509	705057	built	unresolved	unresolved	unresolved	
cpd20510	47491	carried_over	marvin	carried_over	chemaxon	3
cpd20511	705058	built	marvin	marvin	chemaxon	2
cpd20512	705059	built	marvin	marvin	chemaxon	3
cpd20513	705060	built	marvin	marvin	chemaxon	2
cpd20514	705061	built	marvin	marvin	chemaxon	3
cpd20515	705062	built	marvin	marvin	chemaxon	1
cpd20516	705063	built	marvin	marvin	chemaxon	1
cpd20517	705064	built	unresolved	unresolved	unresolved	
cpd20518	705065	built	marvin	marvin	chemaxon	2
cpd20519	705066	built	marvin	marvin	chemaxon	2
cpd20520	705067	built	marvin	marvin	chemaxon	2
cpd20521	705068	built	unresolved	unresolved	unresolved	
cpd20522	24256	carried_over	unresolved	carried_over	chemaxon	
cpd20524	705069	built	marvin	marvin	chemaxon	2
cpd20525	46687	carried_over	marvin	carried_over	chemaxon	1
cpd20526	50823	carried_over	marvin	carried_over	chemaxon	3
cpd20527	26943	carried_over	unresolved	carried_over	chemaxon	
cpd20528	24339	carried_over	unresolved	carried_over	chemaxon	
cpd20529	27535	carried_over	unresolved	carried_over	chemaxon	
cpd20530	50763	carried_over	marvin	carried_over	chemaxon	2
cpd20531	49660	carried_over	marvin	carried_over	chemaxon	2
cpd20532	705070	built	marvin	marvin	chemaxon	1
cpd20533	50925	carried_over	marvin	carried_over	chemaxon	1
cpd20534	26419	carried_over	unresolved	carried_over	chemaxon	
cpd20535	50135	carried_over	marvin	carried_over	chemaxon	1
cpd20536	50137	carried_over	marvin	carried_over	chemaxon	3
cpd20537	50136	carried_over	marvin	carried_over	chemaxon	1
cpd20538	25159	carried_over	marvin	carried_over	chemaxon	1
cpd20539	50145	carried_over	marvin	carried_over	chemaxon	1
cpd20540	50146	carried_over	marvin	carried_over	chemaxon	1
cpd20541	50147	carried_over	marvin	carried_over	chemaxon	1
cpd20542	50148	carried_over	marvin	carried_over	chemaxon	1
cpd20543	50150	carried_over	marvin	carried_over	chemaxon	1
cpd20544	50151	carried_over	marvin	carried_over	chemaxon	2
cpd20545	705071	built	marvin	marvin	chemaxon	2
cpd20547	53577	carried_over	marvin	carried_over	chemaxon	3
cpd20548	129381	carried_over	marvin	carried_over	chemaxon	3
cpd20549	705072	built	unresolved	unresolved	unresolved	
cpd20554	21611	carried_over	unresolved	carried_over	chemaxon	
cpd20555	705073	built	unresolved	unresolved	unresolved	
cpd20556	130862	carried_over	marvin	carried_over	chemaxon	1
cpd20557	705074	built	unresolved	unresolved	unresolved	
cpd20558	69153	carried_over	unresolved	carried_over	chemaxon	
cpd20559	50134	carried_over	unresolved	carried_over	chemaxon	
cpd20560	72146	carried_over	marvin	carried_over	chemaxon	2
cpd20561	705075	built	marvin	marvin	chemaxon	2
cpd20563	72868	carried_over	marvin	carried_over	chemaxon	1
cpd20564	705076	built	marvin	marvin	chemaxon	4
cpd20567	705077	built	unresolved	unresolved	unresolved	
cpd20568	705078	built	unresolved	unresolved	unresolved	
cpd20569	705079	built	unresolved	unresolved	unresolved	
cpd20570	705080	built	unresolved	unresolved	unresolved	
cpd20572	705081	built	unresolved	unresolved	unresolved	
cpd20573	705082	built	marvin	marvin	chemaxon	3
cpd20574	705083	built	unresolved	unresolved	unresolved	
cpd20575	29300	carried_over	marvin	carried_over	chemaxon	1
cpd20576	705084	built	unresolved	unresolved	unresolved	
cpd20577	705085	built	marvin	marvin	chemaxon	1
cpd20578	705086	built	marvin	marvin	chemaxon	1
cpd20579	23894	carried_over	marvin	carried_over	chemaxon	2
cpd20580	23906	carried_over	marvin	carried_over	chemaxon	2
cpd20581	26113	carried_over	marvin	carried_over	chemaxon	2
cpd20582	23907	carried_over	marvin	carried_over	chemaxon	2
cpd20583	705087	built	marvin	marvin	chemaxon	2
cpd20584	705088	built	marvin	marvin	chemaxon	1
cpd20585	705089	built	unresolved	unresolved	unresolved	
cpd20587	30646	carried_over	marvin	carried_over	chemaxon	2
cpd20589	705090	built	marvin	marvin	chemaxon	2
cpd20590	705091	built	unresolved	unresolved	unresolved	
cpd20591	705092	built	marvin	marvin	chemaxon	1
cpd20592	705093	built	marvin	marvin	chemaxon	1
cpd20593	705094	built	unresolved	unresolved	unresolved	
cpd20594	705095	built	marvin	marvin	chemaxon	1
cpd20595	705096	built	marvin	marvin	chemaxon	1
cpd20596	705097	built	unresolved	unresolved	unresolved	
cpd20597	705098	built	unresolved	unresolved	unresolved	
cpd20598	705099	built	unresolved	unresolved	unresolved	
cpd20599	705100	built	unresolved	unresolved	unresolved	
cpd20600	705101	built	marvin	marvin	chemaxon	1
cpd20601	705102	built	marvin	marvin	chemaxon	1
cpd20602	705103	built	marvin	marvin	chemaxon	3
cpd20603	705104	built	unresolved	unresolved	unresolved	
cpd20604	32532	carried_over	marvin	carried_over	chemaxon	2
cpd20605	705105	built	unresolved	unresolved	unresolved	
cpd20606	705106	built	unresolved	unresolved	unresolved	
cpd20607	705107	built	unresolved	unresolved	unresolved	
cpd20608	123137	carried_over	marvin	carried_over	chemaxon	3
cpd20609	705108	built	unresolved	unresolved	unresolved	
cpd20610	705109	built	unresolved	unresolved	unresolved	
cpd20611	705110	built	marvin	marvin	chemaxon	1
cpd20612	705111	built	marvin	marvin	chemaxon	1
cpd20613	705112	built	unresolved	unresolved	unresolved	
cpd20614	466086	carried_over	marvin	carried_over	chemaxon	2
cpd20615	34259	carried_over	marvin	carried_over	chemaxon	1
cpd20616	705113	built	unresolved	unresolved	unresolved	
cpd20617	705114	built	unresolved	unresolved	unresolved	
cpd20618	705115	built	unresolved	unresolved	unresolved	
cpd20619	705116	built	unresolved	unresolved	unresolved	
cpd20620	21992	carried_over	unresolved	carried_over	chemaxon	
cpd20621	705117	built	marvin	marvin	chemaxon	2
cpd20622	705118	built	marvin	marvin	chemaxon	1
cpd20623	705119	built	unresolved	unresolved	unresolved	
cpd20624	34543	carried_over	none	carried_over	chemaxon	0
cpd20625	93818	carried_over	marvin	carried_over	chemaxon	3
cpd20626	34622	carried_over	marvin	carried_over	chemaxon	2
cpd20628	128844	carried_over	marvin	carried_over	chemaxon	2
cpd20629	34626	carried_over	marvin	carried_over	chemaxon	1
cpd20630	705120	built	marvin	marvin	chemaxon	1
cpd20631	705121	built	unresolved	unresolved	unresolved	
cpd20632	705122	built	marvin	marvin	chemaxon	1
