MS ID	Old MS ID	External ID	Source
cpd21463		(+)-Sabinene	name
cpd01285	cpd01285	(+)-Sabinone	name
cpd08675	cpd08675	(+)-Sandaracopimaradiene	name
cpd09038	cpd09038	(+)-Sceletium A4	name
cpd21411		(+)-Sesquithujene	name
cpd14944	cpd14944	(+)-Sophorol	name
cpd07775	cpd07775	(+)-Syringaresinol	name
cpd07776	cpd07776	(+)-Syringaresinol O-beta-D-glucoside	name
cpd21417		(+)-T-Muurolol	name
cpd21417		(+)-T-muurolol	name
	cpd09528	(+)-TACP	name
cpd00666	cpd00666	(+)-Tartaric acid	name
cpd01135	cpd01135	(+)-Taxifolin	name
cpd06548	cpd06548	(+)-Tetrandrine	name
cpd21491		(+)-Thujan-3-ol	name
cpd21490		(+)-Thujan-3-one	name
cpd08691	cpd08691	(+)-Thunbergen	name
	cpd01786	(+)-Ureidoglycolate	name
cpd17463	cpd17463	(+)-Valencene	name
cpd07778	cpd07778	(+)-Veraguensin	name
cpd21309		(+)-Xestoquinone	name
cpd28748		(+)-Xylose	name
cpd03624		(+)-abscisate	name
cpd00361		(+)-acetoin	name
cpd20987		(+)-alpha-Barbatene	name
cpd21222		(+)-alpha-Conhydrine	name
cpd03747	cpd03747	(+)-alpha-Pinene	name
cpd20983		(+)-alpha-Santalene	name
cpd06792		(+)-alpha-Terpineol	name
cpd25427		(+)-alpha-amorphene	name
cpd20987		(+)-alpha-barbatene	name
cpd25429		(+)-alpha-bulgarene	name
cpd16572		(+)-alpha-cadinene	name
cpd24219		(+)-alpha-curcumene	name
cpd25428		(+)-alpha-muurolene	name
cpd03747		(+)-alpha-pinene	name
cpd20983		(+)-alpha-santalene	name
cpd06611		(+)-alpha-santalol	name
cpd06792		(+)-alpha-terpineol	name
cpd00717		(+)-aromadendrin	name
cpd21212		(+)-beta-Caryophyllene	name
cpd21147		(+)-beta-Chamigrene	name
cpd10585	cpd10585	(+)-beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoic acid	name
cpd09621		(+)-beta-Hydrastine	name
cpd06767	cpd06767	(+)-beta-Phellandrene	name
cpd21477		(+)-beta-Pinene	name
cpd25424		(+)-beta-amorphene	name
cpd25107		(+)-beta-barbatene	name
cpd25426		(+)-beta-bulgarene	name
cpd06519		(+)-beta-cadinene	name
cpd21212		(+)-beta-caryophyllene	name
cpd21147		(+)-beta-chamigrene	name
cpd06740		(+)-beta-citronellol	name
cpd25425		(+)-beta-muurolene	name
cpd06767		(+)-beta-phellandrene	name
cpd21477		(+)-beta-pinene	name
cpd21408		(+)-bicyclogermacrene	name
cpd12242		(+)-bisdechlorogeodin	name
cpd00601		(+)-bornan-2-one	name
cpd01943|cpd28759		(+)-bornane-2,5-dione	name
cpd01218		(+)-borneol	name
cpd02038		(+)-bornyl-diphosphate	name
cpd03745		(+)-camphene	name
cpd00601		(+)-camphor	name
cpd01304		(+)-camptothecine	name
cpd08236		(+)-car-3-ene	name
cpd19107		(+)-carvone	name
cpd21213		(+)-caryolan-1-ol	name
cpd03970		(+)-catechin	name
cpd02798		(+)-cis-1S,2R-dihydroxy-3-methyl-cyclohexa-3,5-diene	name
cpd02726	cpd02726	(+)-cis-3,4-Dihydrophenanthrene-3,4-diol	name
cpd02726		(+)-cis-3,4-dihydrophenanthrene-3,4-diol	name
cpd09441		(+)-cis-ABA aldehyde	name
cpd08748	cpd08748	(+)-cis-Isopulegone	name
cpd01491	cpd01491	(+)-cis-Sabinol	name
cpd09441		(+)-cis-abscisic acid aldehyde	name
cpd09441		(+)-cis-abscisic aldehyde	name
cpd20984		(+)-cis-beta-bergamotene	name
cpd08262		(+)-cis-carveol	name
cpd08748		(+)-cis-isopulegone	name
cpd01491		(+)-cis-sabinol	name
cpd25452		(+)-cis-verbenol	name
cpd06105		(+)-columbianetin	name
cpd21222		(+)-conhydrine	name
cpd24127		(+)-copalol	name
cpd19111		(+)-copalyl diphosphate	name
cpd06277		(+)-costunolide	name
cpd20988		(+)-cubenene	name
cpd03829	cpd03829	(+)-delta-Cadinene	name
cpd20989		(+)-delta-Selinene	name
cpd25423		(+)-delta-amorphene	name
cpd03829		(+)-delta-cadinene	name
cpd20989		(+)-delta-selinene	name
cpd24547		(+)-delta2-carene	name
cpd08236		(+)-delta3-carene	name
cpd08267		(+)-dihydrocarveol	name
cpd08252		(+)-dihydrocarvone	name
cpd00717		(+)-dihydrokaempferol	name
cpd09087		(+)-dihydroquercetin	name
cpd20984		(+)-endo-beta-Bergamotene	name
cpd20984		(+)-endo-beta-bergamotene	name
cpd14985		(+)-epi-Isozizaene	name
cpd06610		(+)-epi-beta-santalene	name
cpd14985		(+)-epi-isozizaene	name
cpd20991		(+)-epicubenol	name
cpd02180	cpd02180	(+)-exo-5-Hydroxycamphor	name
cpd02180		(+)-exo-5-hydroxycamphor	name
cpd23858		(+)-exo-beta-bergamotene	name
cpd21406		(+)-gamma-Cadinene	name
cpd05201	cpd05201	(+)-gamma-Hydroxy-L-homoarginine	name
cpd07441	cpd07441	(+)-gamma-Schizandrin	name
cpd25420		(+)-gamma-amorphene	name
cpd25422		(+)-gamma-bulgarene	name
cpd21406		(+)-gamma-cadinene	name
cpd23623		(+)-gamma-gurjunene	name
cpd25421		(+)-gamma-muurolene	name
cpd14862		(+)-germacrene A	name
cpd20872		(+)-germacrene D	name
cpd28805		(+)-heliannuol D	name
cpd28811		(+)-heliannuol F	name
cpd28813		(+)-heliannuol K	name
cpd29071		(+)-hydantocidin	name
cpd25455		(+)-ipsdienol	name
cpd24307		(+)-iso-italicene	name
cpd08254		(+)-isodihydrocarveol	name
cpd08255		(+)-isodihydrocarvone	name
cpd24307		(+)-isoitalicene	name
cpd24549		(+)-isomenthol	name
cpd08749		(+)-isomenthone	name
cpd19479		(+)-isopimara-7,15-diene	name
cpd24069		(+)-isopimara-8,15-diene	name
cpd24602		(+)-jasmonate	name
cpd25484		(+)-lariciresinol	name
cpd03638		(+)-limonene	name
cpd08243		(+)-linalool	name
cpd14946		(+)-maackiain	name
cpd06171		(+)-marmesin	name
cpd18008		(+)-menthofuran	name
cpd08244		(+)-menthone	name
cpd24550		(+)-neoisomenthol	name
cpd00433		(+)-neomenthol	name
cpd12716		(+)-pinoresinol	name
cpd25490		(+)-piperitol	name
cpd07402		(+)-pisatin	name
cpd00488		(+)-prostaglandin F2a	name
cpd06783		(+)-pulegone	name
cpd03937		(+)-quinidine	name
cpd05211		(+)-quisqualic acid	name
cpd03083		(+)-reticuline	name
cpd21463		(+)-sabinene	name
cpd01285		(+)-sabinone	name
cpd25432		(+)-sativene	name
cpd25485		(+)-secoisolariciresinol	name
cpd24329		(+)-selina-4,11-diene	name
cpd25491		(+)-sesamin	name
cpd25493		(+)-sesamolin	name
cpd25492		(+)-sesamolinol	name
cpd08700		(+)-syn-copalyl diphosphate	name
cpd00666		(+)-tartrate	name
cpd21417		(+)-tau-Muurolol	name
cpd09087		(+)-taxifolin	name
cpd08042		(+)-thiolactomycin	name
cpd21491		(+)-thujan-3-ol	name
cpd21490		(+)-thujan-3-one	name
cpd25105		(+)-thujopsene	name
	cpd09528	(+)-trans-(1S,3S)-3-Aminocyclopentane-1-carboxylic acid	name
cpd24335		(+)-trans-ABA aldehyde	name
cpd08263	cpd08263	(+)-trans-Carveol	name
cpd01944	cpd01944	(+)-trans-Piperitenol	name
cpd01632	cpd01632	(+)-trans-Pulegol	name
cpd24335		(+)-trans-abscisic acid aldehyde	name
cpd24335		(+)-trans-abscisic aldehyde	name
cpd08205	cpd08205	(+)-trans-alpha-Irone	name
cpd08263		(+)-trans-carveol	name
cpd25453		(+)-trans-verbenol	name
cpd17463		(+)-valencene	name
cpd30764		(+)-vernolate	name
cpd30764		(+)-vernolic acid	name
cpd21402		(+)TAN-67	name
cpd04214		(+-)-1-(3-chlorophenyl)-2-((1,1-dimethylethyl)amino)-1-propanone	name
cpd14871	cpd14871	(+-)-3-(1-Methyl-2-pyrrolidinyl)pyridine	name
cpd07307	cpd07307	(+-)-5-Deoxykievitone	name
cpd22163		(+-)-5-[(tert-butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol	name
cpd22164		(+-)-5-[(tert-butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone	name
cpd01215		(+-)-6-hydroxy-3-oxo-alpha-ionol	name
cpd21745		(+-)-6-hydroxy-3-oxo-alpha-ionone	name
cpd06270	cpd06270	(+-)-Carnegine	name
cpd07304	cpd07304	(+-)-Dalbergioidin	name
cpd04962	cpd04962	(+-)-Phenylpropanolamine	name
cpd24486		(+-)-cis-1-acetyl-4-(p-((2-(2,4-dichlorophenyl)-2-(imidazol-1- ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazine	name
cpd24487		(+-)-cis-4-(3-(4-tert-butylphenyl)-2-methylpropyl)-2,6- dimethylmorpholine	name
cpd02727	cpd02727	(+/-)-2-(4'-Isobutylphenyl)propionitrile	name
cpd00830		(+/-)-2-hydroxy-4-oxopentanedioic acid	name
	cpd02962	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1- naphthol	name
cpd02962		(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol	name
	cpd02969	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)- naphthalenone	name
cpd02969		(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone	name
cpd08980	cpd08980	(+/-)-6-Acetonyldihydrochelerythrine	name
cpd08981	cpd08981	(+/-)-6-Acetonyldihydrosanguinarine	name
cpd02563	cpd02563	(+/-)-6-Hydroxy-3-oxo-alpha-ionol	name
cpd02596	cpd02596	(+/-)-6-Hydroxy-3-oxo-alpha-ionone	name
cpd08981		(+/-)-8-Acetonyldihydrosanguinarine	name
cpd17891	cpd17891	(+/-)-Asarinol A	name
cpd17892	cpd17892	(+/-)-Asarinol B	name
cpd08976	cpd08976	(+/-)-Bocconarborine A	name
cpd08977	cpd08977	(+/-)-Bocconarborine B	name
cpd02969	cpd02969	(+/-)-Bunolol	name
cpd19247		(+/-)-Catechin	name
cpd02962	cpd02962	(+/-)-Dihydrobunolol	name
cpd09036	cpd09036	(+/-)-Homochelidonine	name
cpd02769		(+/-)-Synephrine	name
cpd09022	cpd09022	(+/-)-gamma-Lycorane	name
cpd02564	cpd02564	(+/-)-trans-Acenaphthene-1,2-diol	name
cpd02564		(+/-)-trans-acenaphthene-1,2-diol	name
cpd22906		(-) jasmonic acid L-leucine	name
cpd22906		(-) jasmonic acid L-leucine conjugate	name
cpd22907		(-) jasmonic acid L-phenylalanine	name
cpd22907		(-) jasmonic acid L-phenylalanine conjugate	name
cpd22905		(-) jasmonic acid L-valine	name
cpd22905		(-) jasmonic acid L-valine conjugate	name
cpd22575		(-)-(1R,4S)-limonene-1,2- epoxide	name
cpd00627		(-)-(1R,4S)-menthone	name
cpd21475		(-)-(1S)-sabinene	name
cpd19050		(-)-(1S,4R)-camphene	name
cpd22574		(-)-(1S,4S)-limonene-1,2- epoxide	name
cpd03749		(-)-(1S,5S)-alpha-pinene	name
cpd03748		(-)-(1S,5S)-beta-pinene	name
cpd00398		(-)-(2S)-Naringenin	name
cpd24170		(-)-(3R)-linalyl diphosphate	name
cpd19023	cpd01540	(-)-(4R)-Isopiperitenone	name
cpd00407	cpd00407	(-)-(4S)-Limonene	name
cpd08247		(-)-(4S)-alpha-terpineol	name
cpd00407		(-)-(4S)-limonene	name
cpd14863		(-)-(7S)-germacrene-D	name
cpd01220		(-)-(R)-carvone	name
cpd00407	cpd00407	(-)-(S)-Limonene	name
cpd14863		(-)-(S)-germacrene D	name
cpd00407		(-)-(S)-limonene	name
cpd23118		(-)-(alphaR,betaR)-GGE	name
cpd23118		(-)-(alphaR,betaR)-guaiacylglycerol-beta-guaiacyl ether	name
cpd23116		(-)-(alphaS,betaR)-GGE	name
cpd23116		(-)-(alphaS,betaR)-guaiacylglycerol-beta-guaiacyl ether	name
cpd23121		(-)-(betaR)-MPHPV	name
cpd23121		(-)-(betaR)-alpha-(2-methoxyphenoxy)-beta-hydroxypropiovanillone	name
cpd03372	cpd03372	(-)-1-Hydroxy-1,2,4-butanetricarboxylate	name
cpd03372		(-)-1-hydroxy-1,2,4-butanetricarboxylate	name
cpd07418		(-)-11-hydroxyrotenone	name
cpd04214		(-)-2-(tert-butylamino)-3'-chloropropiophenone	name
cpd01573		(-)-2-aminobutyric acid	name
cpd25414		(-)-2-carene	name
cpd08240		(-)-3,7-Dimethyloct-6-en-1-ol	name
cpd01857		(-)-3,8-p-Menthanediol	name
cpd02618		(-)-3,9-dihydroxypterocarpan	name
cpd19164	cpd10417	(-)-3-(6-Hydroxy-2-naphthyl)-2,2-dimethylpentanoic acid	name
cpd06730	cpd06730	(-)-3-Carene	name
cpd06796		(-)-3-Isothujone	name
cpd06796		(-)-3-Thujanone	name
cpd06730		(-)-3-carene	name
cpd24152		(-)-3-exo-hydroxycamphor	name
cpd23806		(-)-4-epieremophilene	name
cpd01894		(-)-5-oxo-1,2-campholide	name
cpd21392		(-)-7-epi-alpha-Selinene	name
cpd24601		(-)-7-iso-JA	name
cpd24601		(-)-7-iso-jasmonate	name
cpd08960	cpd08960	(-)-8-Demethylmaritidine	name
cpd21381		(-)-9beta-pimara-7,15-dien-19-al	name
cpd21382		(-)-9beta-pimara-7,15-dien-19-oate	name
cpd21380		(-)-9beta-pimara-7,15-dien-19-ol	name
cpd19493		(-)-9beta-pimara-7,15-diene	name
cpd19103	cpd03624	(-)-ABA	name
cpd08676	cpd08676	(-)-Abietadiene	name
cpd19103	cpd03624	(-)-Abscisic acid	name
cpd07087	cpd07087	(-)-Acanthocarpan	name
cpd06267	cpd06267	(-)-Adlumidine	name
cpd19105	cpd03690	(-)-Anabasine	name
cpd08213	cpd08213	(-)-Anaferine	name
cpd07015	cpd07015	(-)-Anatabine	name
cpd06234	cpd06234	(-)-Annonaine	name
cpd06235	cpd06235	(-)-Apoglaziovine	name
cpd05932	cpd05932	(-)-Apparicine	name
cpd07431	cpd07431	(-)-Arctigenin	name
cpd06236	cpd06236	(-)-Argemonine	name
cpd05185	cpd05185	(-)-Betonicine	name
cpd12243	cpd12243	(-)-Bisdechlorogeodin	name
cpd19017	cpd01010	(-)-Borneol	name
cpd05426		(-)-Brunsvigine	name
cpd04965	cpd04965	(-)-Bunolol	name
cpd06509		(-)-Butin	name
cpd03629		(-)-CDP	name
cpd03629		(-)-CPP	name
cpd06263	cpd06263	(-)-Caaverine	name
cpd19050		(-)-Camphene	name
cpd00602	cpd00602	(-)-Camphor	name
cpd01220	cpd01220	(-)-Carvone	name
cpd09783	cpd09783	(-)-Catechin	name
cpd06029	cpd06029	(-)-Chimonanthine	name
cpd08240	cpd08240	(-)-Citronellol	name
cpd06105		(-)-Columbianetin	name
cpd19050	cpd03746	(-)-Comphene	name
cpd03629	cpd03629	(-)-Copalyl diphosphate	name
cpd06035		(-)-Coronaridine	name
cpd08507	cpd08507	(-)-Cromakalim	name
cpd17631	cpd17631	(-)-Cyperene	name
cpd08864	cpd08864	(-)-Dehydroabietic acid	name
cpd17609	cpd17609	(-)-Deltoin	name
cpd08250		(-)-Dihydrocarveol	name
cpd14695	cpd14695	(-)-Dihydrophaseic acid	name
cpd01109	cpd01109	(-)-Ephedrine	name
cpd08910	cpd08910	(-)-Epiafzelechin	name
cpd06619	cpd06619	(-)-Epicatechin	name
cpd08918	cpd08918	(-)-Epigallocatechin	name
cpd19230		(-)-Filiformin	name
cpd15002	cpd15002	(-)-Geosmin	name
cpd14863	cpd14863	(-)-Germacrene D	name
cpd01174	cpd01174	(-)-Glyceollin I	name
cpd07311	cpd07311	(-)-Glyceollin II	name
cpd00927	cpd00927	(-)-Glycinol	name
cpd19106	cpd03689	(-)-Hygrine	name
cpd07041	cpd07041	(-)-Hygroline	name
cpd01274		(-)-Hyoscine	name
cpd19049	cpd00121	(-)-Inositol	name
cpd17371	cpd17371	(-)-Isomenthone	name
cpd19023	cpd01540	(-)-Isopiperitenone	name
cpd19962		(-)-JA-L-Ile	name
cpd22906		(-)-JA-L-Leu	name
cpd22907		(-)-JA-L-Phe	name
cpd22905		(-)-JA-L-Val	name
cpd22905		(-)-JA-Val	name
cpd07654		(-)-Jamine	name
cpd05399	cpd05399	(-)-Jasmonic acid	name
cpd19962		(-)-Jasmonoyl-L-isoleucine	name
cpd08671	cpd08671	(-)-Kaur-16-en-18-al	name
cpd08670	cpd08670	(-)-Kaur-16-en-18-ol	name
cpd08672	cpd08672	(-)-Kaur-16-en-19-oic acid	name
cpd08673	cpd08673	(-)-Kaur-16-en-7beta-ol-19-oic acid	name
cpd06450	cpd06450	(-)-Laudanidine	name
cpd00407	cpd00407	(-)-Limonene	name
cpd19108	cpd02471	(-)-Linalool	name
cpd04650	cpd04650	(-)-Lobeline	name
cpd17690	cpd17690	(-)-Lotusine	name
cpd07388	cpd07388	(-)-Maackiain	name
cpd07424	cpd07424	(-)-Maackiain 3-O-glucoside	name
cpd14948	cpd14948	(-)-Maackiain-3-O-glucosyl-6''-O-malonate	name
cpd06173		(-)-Marmesin	name
cpd07389	cpd07389	(-)-Medicarpin	name
cpd14942	cpd14942	(-)-Medicocarpin	name
cpd00319	cpd00319	(-)-Menthol	name
cpd00627	cpd00627	(-)-Menthone	name
cpd02459	cpd02459	(-)-Menthyl O-beta-D-glucoside	name
cpd06760	cpd06760	(-)-Menthyl acetate	name
cpd19164	cpd10417	(-)-Methallenestrilphenol	name
cpd08351	cpd08351	(-)-Methyl jasmonate	name
cpd06628		(-)-Mollisacacidin	name
cpd07437		(-)-Morelensin	name
cpd05441		(-)-Narwedine	name
cpd07394	cpd07394	(-)-Nissolin	name
cpd19191	cpd01564	(-)-Norephedrine	name
cpd07663	cpd07663	(-)-Ormosanine	name
cpd06499	cpd06499	(-)-Pellotine	name
cpd01614	cpd01614	(-)-Perillyl alcohol	name
cpd01614	cpd01614	(-)-Perillylalcohol	name
cpd03103	cpd03103	(-)-Phaseollidin	name
cpd07400	cpd07400	(-)-Phaseollin	name
