external_id	smiles	formula	charge
C00042	O=C(O)CCC(=O)O	C4H6O4	0
C00043	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	C17H27N3O17P2	0
C00044	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	C10H16N5O14P3	0
C00045	*C(N)C(=O)O	C2H4NO2R	0
C00047	NCCCC[C@H](N)C(=O)O	C6H14N2O2	0
C00048	O=CC(=O)O	C2H2O3	0
C00049	N[C@@H](CC(=O)O)C(=O)O	C4H7NO4	0
C00051	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S	0
C00052	O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	C15H24N2O17P2	0
C00053	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O	C10H15N5O13P2S	0
C00054	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	C10H15N5O10P2	0
C00055	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	C9H14N3O8P	0
C00058	O=CO	CH2O2	0
C00059	O=S(=O)(O)O	H2O4S	0
C00060	*C(=O)[O-]	CO2R	-1
C00061	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C	C17H21N4O9P	0
C00062	N=C(N)NCCC[C@H](N)C(=O)O	C6H14N4O2	0
C00063	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	C9H16N3O14P3	0
C00064	NC(=O)CC[C@H](N)C(=O)O	C5H10N2O3	0
C00065	N[C@@H](CO)C(=O)O	C3H7NO3	0
C00067	C=O	CH2O	0
C00068	Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1	C12H19N4O7P2S	1
C00069	*O	HOR	0
C00070	[Cu]	Cu	0
C00071	*C=O	CHOR	0
C00072	O=C1O[C@H]([C@@H](O)CO)C(O)=C1O	C6H8O6	0
C00073	CSCC[C@H](N)C(=O)O	C5H11NO2S	0
C00074	C=C(OP(=O)(O)O)C(=O)O	C3H5O6P	0
C00075	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	C9H15N2O15P3	0
C00076	[Ca+2]	Ca	2
C00077	NCCC[C@H](N)C(=O)O	C5H12N2O2	0
C00078	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	C11H12N2O2	0
C00079	N[C@@H](Cc1ccccc1)C(=O)O	C9H11NO2	0
C00080	[H+]	H	1
C00081	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	C10H15N4O14P3	0
C00082	N[C@@H](Cc1ccc(O)cc1)C(=O)O	C9H11NO3	0
C00083	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O	C24H38N7O19P3S	0
C00084	CC=O	C2H4O	0
C00085	O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O	C6H13O9P	0
C00086	NC(N)=O	CH4N2O	0
C00087	[S]	S	0
C00088	O=NO	HNO2	0
C00089	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	C12H22O11	0
C00090	Oc1ccccc1O	C6H6O2	0
C00091	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O	C25H40N7O19P3S	0
C00092	O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	C6H13O9P	0
C00093	O=P(O)(O)OC[C@H](O)CO	C3H9O6P	0
C00094	O=S(O)O	H2O3S	0
C00095	OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O	C6H12O6	0
C00096	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	C16H25N5O16P2	0
C00097	N[C@@H](CS)C(=O)O	C3H7NO2S	0
C00099	NCCC(=O)O	C3H7NO2	0
C00100	CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	C24H40N7O17P3S	0
C00101	Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2	C19H23N7O6	0
C00102	O=C1C(Cl)=CC(=Nc2ccc(O)cc2)C=C1Cl	C12H7Cl2NO2	0
C00103	O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C6H13O9P	0
C00104	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	C10H14N4O11P2	0
C00105	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	C9H13N2O9P	0
C00106	O=c1cc[nH]c(=O)[nH]1	C4H4N2O2	0
C00107	*C(N)C(=O)NC(*)C(=O)O	C4H6N2O3R2	0
C00108	Nc1ccccc1C(=O)O	C7H7NO2	0
C00109	CCC(=O)C(=O)O	C4H6O3	0
C00111	O=C(CO)COP(=O)(O)O	C3H7O6P	0
C00112	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	C9H15N3O11P2	0
C00113	O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2	C14H6N2O8	0
C00114	C[N+](C)(C)CCO	C5H14NO	1
C00116	OCC(O)CO	C3H8O3	0
C00117	O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O	C5H11O8P	0
C00118	O=C[C@H](O)COP(=O)(O)O	C3H7O6P	0
C00119	O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O	C5H13O14P3	0
C00120	O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21	C10H16N2O3S	0
C00121	OC[C@H]1OC(O)[C@H](O)[C@@H]1O	C5H10O5	0
C00122	O=C(O)/C=C/C(=O)O	C4H4O4	0
C00123	CC(C)C[C@H](N)C(=O)O	C6H13NO2	0
C00124	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	C6H12O6	0
C00125	*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4n3[Fe+]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2)NC(*)=O	C42H44FeN8O8R4S2	1
C00126	*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2)NC(*)=O	C42H44FeN8O8R4S2	0
C00127	N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O	C20H32N6O12S2	0
C00128	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@@H]1O	C20H31N4O16P	0
C00129	C=C(C)CCOP(=O)(O)OP(=O)(O)O	C5H12O7P2	0
C00130	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	C10H13N4O8P	0
C00131	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1	C10H16N5O12P3	0
C00132	CO	CH4O	0
C00133	C[C@@H](N)C(=O)O	C3H7NO2	0
C00134	NCCCCN	C4H12N2	0
C00135	N[C@@H](Cc1c[nH]cn1)C(=O)O	C6H9N3O2	0
C00136	CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	C25H42N7O17P3S	0
C00137	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	C6H12O6	0
C00140	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	C8H15NO6	0
C00141	CC(C)C(=O)C(=O)O	C5H8O3	0
C00143	Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2	C20H23N7O6	0
C00144	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	C10H14N5O8P	0
C00145	*S	HRS	0
C00146	Oc1ccccc1	C6H6O	0
C00147	Nc1ncnc2[nH]cnc12	C5H5N5	0
C00148	O=C(O)[C@@H]1CCCN1	C5H9NO2	0
C00149	O=C(O)C[C@H](O)C(=O)O	C4H6O5	0
C00150	[Mo]	Mo	0
C00151	*[C@H](N)C(=O)O	C2H4NO2R	0
C00152	NC(=O)C[C@H](N)C(=O)O	C4H8N2O3	0
C00153	NC(=O)c1cccnc1	C6H6N2O	0
C00154	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	C37H66N7O17P3S	0
C00155	N[C@@H](CCS)C(=O)O	C4H9NO2S	0
C00156	O=C(O)c1ccc(O)cc1	C7H6O3	0
C00157	*C(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(*)=O	C10H18NO8PR2	0
C00158	O=C(O)CC(O)(CC(=O)O)C(=O)O	C6H8O7	0
C00159	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	C6H12O6	0
C00160	O=C(O)CO	C2H4O3	0
C00161	*C(=O)C(=O)O	C2HO3R	0
C00162	*C(=O)O	CHO2R	0
C00163	CCC(=O)O	C3H6O2	0
C00164	CC(=O)CC(=O)O	C4H6O3	0
C00165	*C(=O)OCC(CO)OC(*)=O	C5H6O5R2	0
C00166	O=C(O)C(=O)Cc1ccccc1	C9H8O3	0
C00167	O=C(O)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C15H22N2O18P2	0
C00168	O=C(O)C(=O)CO	C3H4O4	0
C00169	NC(=O)OP(=O)(O)O	CH4NO5P	0
C00170	CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	C11H15N5O3S	0
C00171	*[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	C5H10O7PR	0
C00173	*CCC(=O)S*	C3H4OR2S	0
C00175	[Co+2]	Co	2
C00176	*n1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21	C12H9N4O2R	0
C00177	[C-]#N	CN	-1
C00178	Cc1c[nH]c(=O)[nH]c1=O	C5H6N2O2	0
C00179	N=C(N)NCCCCN	C5H14N4	0
C00180	O=C(O)c1ccccc1	C7H6O2	0
C00181	OC1OC[C@@H](O)[C@H](O)[C@H]1O	C5H10O5	0
C00182	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C24H42O21	0
C00183	CC(C)[C@H](N)C(=O)O	C5H11NO2	0
C00184	O=C(CO)CO	C3H6O3	0
C00185	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	0
C00186	C[C@H](O)C(=O)O	C3H6O3	0
C00187	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C27H46O	0
C00188	C[C@@H](O)[C@H](N)C(=O)O	C4H9NO3	0
C00189	NCCO	C2H7NO	0
C00190	O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	C14H22N2O16P2	0
C00191	O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	C6H10O7	0
C00192	NO	H3NO	0
C00193	O=Cc1ccccc1	C7H6O	0
C00194	C/C1=C2/N([Co+]C[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O	C72H100CoN18O17P	0
C00195	*C(=O)N[C@@H](CO)[C@H](O)/C=C/CCCCCCCCCCCCC	C19H36NO3R	0
C00196	O=C(O)c1cccc(O)c1O	C7H6O4	0
C00197	O=C(O)[C@H](O)COP(=O)(O)O	C3H7O7P	0
C00198	O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C6H10O6	0
C00199	O=C(CO)[C@H](O)[C@H](O)COP(=O)(O)O	C5H11O8P	0
C00200	COS(=O)(=O)[O-].C[n+]1c2ccccc2nc2ccccc21	C14H14N2O4S	0
C00201	*[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	C5H12O13P3R	0
C00202	CC(C)OP(=O)(F)OC(C)C	C6H14FO3P	0
C00203	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2OC(n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O	C17H27N3O17P2	0
C00204	O=C(O)C(=O)C[C@H](O)[C@H](O)CO	C6H10O6	0
C00206	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1	C10H15N5O9P2	0
C00207	CC(C)=O	C3H6O	0
C00208	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	0
C00209	O=C(O)C(=O)O	C2H2O4	0
C00210	[1*][Co+]N1/C2=C(/C)C3=N/C(=C\C4=N/C(=C(/C)C5=N[C@@](C)(C1[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H]([2*])O[C@@H]1CO)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O	C53H79CoN11O14PR2	0
C00212	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	C10H13N5O4	0
C00213	CNCC(=O)O	C3H7NO2	0
C00214	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	C10H14N2O5	0
C00216	OC1OC[C@@H](O)[C@@H](O)[C@@H]1O	C5H10O5	0
C00217	N[C@H](CCC(=O)O)C(=O)O	C5H9NO4	0
C00218	CN	CH5N	0
C00219	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	C20H32O2	0
C00220	CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]	C16H18ClN3S	0
C00221	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	C6H12O6	0
C00222	O=CCC(=O)O	C3H4O3	0
C00223	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)cc1	C30H42N7O18P3S	0
C00224	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O	C10H14N5O10PS	0
C00225	C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-]	C12H14Cl2N2	0
C00226	*CO	CH3OR	0
C00227	CC(=O)OP(=O)(O)O	C2H5O5P	0
C00229	*S	HRS	0
C00230	O=C(O)c1ccc(O)c(O)c1	C7H6O4	0
C00231	O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O	C5H11O8P	0
C00232	O=CCCC(=O)O	C4H6O3	0
C00233	CC(C)CC(=O)C(=O)O	C6H10O3	0
C00234	Nc1nc2c(c(=O)[nH]1)N[C@@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2	C20H23N7O7	0
C00235	CC(C)=CCOP(=O)(O)OP(=O)(O)O	C5H12O7P2	0
C00236	O=C(OP(=O)(O)O)[C@H](O)COP(=O)(O)O	C3H8O10P2	0
C00237	[C-]#[O+]	CO	0
C00238	[K+]	K	1
C00239	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1	C9H14N3O7P	0
C00240	*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](O)[C@H]1O	C15H25O16P2R3	0
C00241	*C(N)=O	CH2NOR	0
C00242	Nc1nc2[nH]cnc2c(=O)[nH]1	C5H5N5O	0
C00243	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	C12H22O11	0
C00244	O=[N+]([O-])O	HNO3	0
C00245	NCCS(=O)(=O)O	C2H7NO3S	0
C00246	CCCC(=O)O	C4H8O2	0
C00247	OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O	C6H12O6	0
C00248	NC(=O)CCCCC1CCSS1	C8H15NOS2	0
C00249	CCCCCCCCCCCCCCCC(=O)O	C16H32O2	0
C00250	Cc1ncc(CO)c(C=O)c1O	C8H9NO3	0
C00251	C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O	C10H10O6	0
C00252	OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	0
C00253	O=C(O)c1cccnc1	C6H5NO2	0
C00254	O=C(O)C(=O)C[C@]1(C(=O)O)C=C[C@@H](O)C=C1	C10H10O6	0
C00255	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	C17H20N4O6	0
C00256	C[C@@H](O)C(=O)O	C3H6O3	0
C00257	O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	C6H12O7	0
C00258	O=C(O)[C@H](O)CO	C3H6O4	0
C00259	OC1OC[C@H](O)[C@H](O)[C@H]1O	C5H10O5	0
C00261	O=Cc1ccccc1	C7H6O	0
C00262	O=c1[nH]cnc2[nH]cnc12	C5H4N4O	0
C00263	N[C@@H](CCO)C(=O)O	C4H9NO3	0
C00264	*C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	C24H37N7O18P3RS	0
C00265	O[C@@H](CS)[C@@H](O)CS	C4H10O2S2	0
C00266	O=CCO	C2H4O2	0
C00267	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	C6H12O6	0
C00268	C[C@H](O)[C@H](O)[C@H]1CNC2=NC(N)=NC(=O)C2=N1	C9H13N5O3	0
C00269	*C(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(*)=O	C14H19N3O15P2R2	0
C00270	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(O)(C(=O)O)C[C@@H]1O	C11H19NO9	0
C00272	C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1	C9H15N5O3	0
C00273	O=C(CO)[C@@H](O)[C@H](O)C(=O)CO	C6H10O6	0
C00275	O=P(O)(O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	C6H13O9P	0
C00279	O=C[C@H](O)[C@H](O)COP(=O)(O)O	C4H9O7P	0
C00280	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	C19H26O2	0
C00282	[H][H]	H2	0
C00283	S	H2S	0
C00284	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O	C10H16N2O8	0
