external_id	smiles	formula	charge
1-4-D-xylooligosaccharides	*O[C@@H]1OC[C@@H](O[C@@H]2OC[C@@H](O[C@@H]3OC[C@@H](O[C@@H]4OC[C@@H](O*)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	C20H32O17R2	0
1-4-Fucan	*O[C@@H]1O[C@@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O*)[C@@H](O*)[C@@H]4O*)[C@@H](O*)[C@@H]3O*)[C@@H](O*)[C@@H]2O*)[C@@H](O*)[C@@H]1O*	C24H32O17R10	0
1-4-HYDROXYPHENYL-2-METHYLAMINOETHAN	C[NH2+]C[C@H](O)c1ccc(O)cc1	C9H14NO2	1
1-4-Mannan	*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O*)[C@H](O)[C@@H]4O)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O	C24H40O21R2	0
1-4-alpha-D-Glucan	*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O*)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	C24H40O21R2	0
1-4-alpha-D-galacturonosyl	*[C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](*)O[C@@H]3C(=O)[O-])O[C@@H]2C(=O)[O-])O[C@@H]1C(=O)[O-]	C18H21O17R2	-3
1-4-beta-D-Glucan	*[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](*)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)O[C@@H]1CO	C24H40O19R2	0
1-4-beta-Xylan	*O[C@@H]1OC[C@@H](O[C@@H]2OC[C@@H](O[C@@H]3OC[C@@H](O[C@@H]4OC[C@@H](O*)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	C20H32O17R2	0
1-5-Galactofuran	CC(=O)N[C@H]1[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC([C@@H](CO)O[C@@H]4OC([C@H](O)CO[C@@H]5OC([C@@H](CO)O[C@@H]6OC([C@H](O)CO)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H]1O	C88H145NO36P2	-2
1-5-L-Arabinooligosaccharides	*OC[C@@H]1O[C@@H](OC[C@@H]2O[C@@H](OC[C@@H]3O[C@@H](OC[C@@H]4O[C@@H](OC[C@@H]5O[C@@H](OC[C@@H]6O[C@@H](O*)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	C30H48O25R2	0
1-5-PHOSPHORIBOSYLIMIDAZOLE-4-ACETATE	O=C([O-])Cc1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)cn1	C10H12N2O9P	-3
1-6-Galactofuran	CC(=O)N[C@H]1[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC([C@@H](CO)O[C@@H]4OC([C@H](O)CO[C@@H]5OC([C@H](O)CO)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H]1O	C82H135NO31P2	-2
1-6-alpha-D-glucan	*OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](OC[C@H]4O[C@H](O*)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C24H40O21R2	0
1-6-anhydro-MurNAc-pentapeptide	*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)C2COC(O2)[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-]	C31H49N7O14R	-1
1-6-anhydro-MurNAc-tetrapeptide	*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)C2COC(O2)[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-]	C28H44N6O13R	-1
1-6-beta-D-Glucan	*OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O*)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C12H20O11R2	0
1-7-DIMETHYLXANTHINE	Cn1c(=O)[nH]c2ncn(C)c2c1=O	C7H8N4O2	0
1-ACYL-2-LINOLEOYL-SN-GLYCERO-3-PHOSPHOC	*C(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	C27H49NO8PR	0
1-ACYL-2-OLEOYL-SN-GLYCERO-3-PHOSPHOCHOL	*C(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	C27H51NO8PR	0
1-ACYL-2-S-12-HYDROXYOLEOYL-SN-GLYCE	*C(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C[C@H](O)CCCCCC	C27H51NO9PR	0
1-ACYL-GLYCERONE-3-PHOSPHATE	*C(=O)OCC(=O)COP(=O)([O-])[O-]	C4H4O7PR	-2
1-ALKENYL-2-ACYLGLYCEROL	*/C=C/OC[C@H](CO)OC(*)=O	C6H8O4R2	0
1-ALKYL-2-ARACHIDONYL-SN-GLYCERO-3-PCHOL	*OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	C28H49NO7PR	0
1-ALKYL-2-ARACHIDONYL-SN-GLYCERO-3-PETH	*OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	C25H43NO7PR	0
1-ALKYL-GLYCERONE-3-PHOSPHATE	*COCC(=O)COP(=O)([O-])[O-]	C4H6O6PR	-2
1-ALKYL-SN-GLYCEROL	*COC[C@@H](O)CO	C4H9O3R	0
1-AMINO-PROPAN-2-OL	C[C@@H](O)C[NH3+]	C3H10NO	1
1-AMINO-PROPAN-2-ONE-3-PHOSPHATE	[NH3+]CC(=O)COP(=O)([O-])[O-]	C3H7NO5P	-1
1-Acyl-2-Arachidonoyl-Glycerol-P	*C(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	C24H36O8PR	-2
1-Acyl-2-Arachidonoyl-Glycerols	*C(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	C24H37O5R	0
1-Acyl-2-Arachidonoyl-PI-4P	*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	C30H46O16P2R	-3
1-Acyl-2-Arachindonoyl-PIs	*C(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	C30H47O13PR	-1
1-Acyl-2-Lysophosaphatidylserines	*C(=O)OC[C@@H](O)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-]	C7H12NO9PR	-1
1-Acyl-sn-glycero-3-phosphocholines	*C(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C9H19NO7PR	0
1-Acyl-sn-glycerols	*C(=O)OC[C@@H](O)CO	C4H7O4R	0
1-Alkenes	*C=C	C2H3R	0
1-Alkenyl-2-Acyl-Glycerol-3P	*/C=C/OC[C@H](COP(=O)([O-])[O-])OC(*)=O	C6H7O7PR2	-2
1-Alkenyl-glycerol	*/C=C/OC[C@@H](O)CO	C5H9O3R	0
1-Alkenyl-phosphoglycerol	*/C=C/OC[C@@H](O)COP(=O)([O-])[O-]	C5H8O6PR	-2
1-Alkenylglycerophosphoethanolamines	*/C=C/OC[C@@H](O)COP(=O)([O-])OCC[NH3+]	C7H15NO6PR	0
1-Alkyl-2-acetyl-sn-glycero-3-phosphates	*COC[C@H](COP(=O)([O-])[O-])OC(C)=O	C6H10O7PR	-2
1-Alkyl-2-acyl-3D-galactosyl-sn-glycerol	*OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(*)=O	C10H16O9R2	0
1-Alkyl-2-acyl-glycerol	*COC[C@H](CO)OC(*)=O	C5H8O4R2	0
1-Alkyl-2-acyl-glycerol-3-phosphate	*COC[C@H](COP(=O)([O-])[O-])OC(*)=O	C5H7O7PR2	-2
1-Alkyl-2-acyl-glycerol-P-Etn	*COC[C@H](COP(=O)([O-])OCC[NH3+])OC(*)=O	C7H14NO7PR2	0
1-Alkyl-glycerol-3-phosphate	*COC[C@@H](O)COP(=O)([O-])[O-]	C4H8O6PR	-2
1-Alkyl-sn-glycero-3-phosphocholines	*COC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C9H21NO6PR	0
1-Alkyl-sn-glycerol-3-phosphate	*OC[C@@H](O)COP(=O)([O-])[O-]	C3H6O6PR	-2
1-Alkyl-sn-glycerol-3-phosphates	*COC[C@@H](O)COP(=O)([O-])[O-]	C4H8O6PR	-2
1-Alpha-Linolenoyl-L-Phosphatidate	*C(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])[O-]	C22H34O8PR	-2
1-Arachidonoyl-2-Acyl-Glycerol-P	*C(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])[O-]	C24H36O8PR	-2
1-Arachidonoyl-2-Acyl-Glycerols	*C(=O)O[C@@H](CO)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	C24H37O5R	0
1-BETA-D-GALACTOSYL-2-2-HYDROXYACYLS	*C(O)C(=O)NC(CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(O)/C=C/CCCCCCCCCCCCC	C26H48NO9R	0
1-Benzopyrans	*c1c(*)c(*)c2c(c1*)OC(*)C(*)C2*	C9H3OR7	0
1-CARBOXYCYCLOHEXANOYL-COA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1CCC(C(=O)[O-])CC1	C29H41N7O19P3S	-5
1-CARBOXYGLUTAMIC_ACID	[NH3+]C(CC(C(=O)[O-])C(=O)[O-])C(=O)[O-]	C6H7NO6	-2
1-CARBOXYVINYL-CARBOXYPHOSPHONATE	C=C(OP(=O)([O-])C(=O)[O-])C(=O)[O-]	C4H2O7P	-3
1-CHLORO-24-DINITROBENZENE	O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1	C6H3ClN2O4	0
1-Cys-Peroxiredoxin-L-cysteine	*N[C@@H](CS)C(*)=O	C3H5NOR2S	0
1-Cys-Peroxiredoxin-L-hydroxycysteine	*N[C@@H](CSO)C(*)=O	C3H5NO2R2S	0
1-Cys-Peroxiredoxin-S-S-G	*N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(*)=O	C13H19N4O7R2S2	-1
1-DEOXY-D-ALTRO-HEPTULOSE-7-PHOSPHATE	CC(=O)C(O)C(O)C(O)C(O)COP(=O)([O-])[O-]	C7H13O9P	-2
1-DEOXYNOJIRIMYCIN	OC[C@H]1[NH2+]C[C@H](O)[C@@H](O)[C@@H]1O	C6H14NO4	1
1-DEOXYXYLONOJIRIMYCIN	O[C@H]1[C@H](O)C[NH2+]C[C@@H]1O	C5H12NO3	1
1-ETHYLADENINE	CCn1cnc2ncnc-2c1N	C7H9N5	0
1-HYDROXY-2-BETA-D-GLUCOSYLOXY-910-AN	O=C1c2ccccc2C(=O)c2c1ccc(O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O)c2O	C20H18O9	0
1-HYDROXYALKYL-SN-GLYCEROL	*C(O)OC[C@@H](O)CO	C4H9O4R	0
1-Haloalkanes	*C*	CH2R2	0
1-Hydroxy-2-oxolimonenes	C=C(C)C1CCC(C)(O)C(=O)C1	C10H16O2	0
1-Hydroxy-3-Oxo-Steroids	*C1CCC2C3CCC4CC(=O)CC(O)C4(C)C3CCC12C	C19H29O2R	0
1-INDANOL	OC1CCc2ccccc21	C9H10O	0
1-INDANONE	O=C1CCc2ccccc21	C9H8O	0
1-KESTOTRIOSE	OC[C@H]1O[C@@](CO)(OC[C@@]2(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O	C18H32O16	0
1-KETO-2-METHYLVALERATE	CC[C@@](C)(O)[C@@H](O)C(=O)[O-]	C6H11O4	-1
1-L-MYO-INOSITOL-1-P	O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O	C6H11O9P	-2
1-Linoleoyl-2-Acyl-Glycerol-P	*C(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])[O-]	C22H36O8PR	-2
1-Linoleoyl-2-Acyl-Glycerols	*C(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC	C22H37O5R	0
1-Linoleoyl-2-acyl-glycerolipids	*OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(*)=O	C22H36O5R2	0
1-Linoleoyl-L-Phosphatidate	*C(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])[O-]	C22H36O8PR	-2
1-Linoleoyl-PC	*C(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	C27H49NO8PR	0
1-Lyso-phospholipids	*OP(=O)([O-])OC[C@@H](CO)OC(*)=O	C4H6O7PR2	-1
1-Lysophosphatidates	*C(=O)O[C@H](CO)COP(=O)([O-])[O-]	C4H6O7PR	-2
1-Lysophosphatidylglycerols	*C(=O)O[C@H](CO)COP(=O)([O-])OC[C@@H](O)CO	C7H13O9PR	-1
1-Lysophosphatidylserines	*C(=O)O[C@H](CO)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-]	C7H12NO9PR	-1
1-METHOXY-3-INDOLYLMETHYL-GLUCOSINOLATE	COn1cc(C/C(=N/OS(=O)(=O)[O-])S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc21	C17H21N2O10S2	-1
1-METHYL-MYO-INOSITOL	CO[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	C7H14O6	0
1-METHYLADENINE	Cn1cnc2ncnc-2c1N	C6H7N5	0
1-METHYLADENOSINE	Cn1cnc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=N	C11H15N5O4	0
1-MONOGLYCERIDE	*C(=O)OCC(O)CO	C4H7O4R	0
1-Methyl-3-Phenylureas	*c1ccc(NC(=O)NC)cc1*	C8H8N2OR2	0
1-O-ALKYL-2-ACETYL-3-ACYL-SN-GLYCEROL	*COC[C@H](COC(*)=O)OC(C)=O	C7H10O5R2	0
1-O-ALKYL-2-ACETYL-SN-GLYCEROL	*COC[C@H](CO)OC(C)=O	C6H11O4R	0
1-O-GALLOYL-BETA-D-GLUCOSE	O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1	C13H16O10	0
1-O-SINAPOYL-BETA-D-GLUCOSE	COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O	C17H22O10	0
1-O6-O-DIGALLOYL-BETA-D-GLUCOSE	O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1	C20H20O14	0
1-Oleoyl-2-Acyl-Glycerol-P	*C(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])[O-]	C22H38O8PR	-2
1-Oleoyl-2-Acyl-Glycerols	*C(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\CCCCCCCC	C22H39O5R	0
1-Oleoyl-L-Phosphatidate	*C(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])[O-]	C22H38O8PR	-2
1-Oleoyl-PC	*C(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	C27H51NO8PR	0
1-PALMITOYLGLYCEROL-3-PHOSPHATE	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]	C19H37O7P	-2
1-PHOSPHATIDYL-1D-MYO-INOSITOL-34-BISPH	*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O)OC(*)=O	C11H14O19P3R2	-5
1-PHOSPHATIDYL-1D-MYO-INOSITOL-35-BISPH	*C(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@H]1O)OC(*)=O	C11H14O19P3R2	-5
1-PHOSPHATIDYL-1D-MYO-INOSITOL-5-PHOSPHA	*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H]1O)OC(*)=O	C11H15O16P2R2	-3
1-PHOSPHATIDYL-MYO-INOSITOL	*C(=O)OC[C@@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O	C11H16O13PR2	-1
1-PHOSPHATIDYL-MYO-INOSITOL-2-MANNOSE	*C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC(*)=O	C17H26O18PR2	-1
1-PYROLINE-2-CARBOXYLATE	O=C([O-])C1=NCCC1	C5H6NO2	-1
1-Palmitoyl-2-Acyl-Glycerol-P	*C(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-]	C20H36O8PR	-2
1-Palmitoyl-2-Acyl-Glycerols	*C(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC	C20H37O5R	0
1-Phosphatidyl-2-O-D-Ala-Glycerol	*C(=O)OC[C@H](COP(=O)([O-])OC[C@H](CO)OC(=O)[C@@H](C)[NH3+])OC(*)=O	C11H18NO11PR2	0
1-RADYL-2-ACETYL-SN-GLYCERO-3-PHOSPHOLIP	*OC[C@H](COP(=O)([O-])O*)OC(C)=O	C5H8O7PR2	-1
1-RADYL-2-ACYL-SN-GLYCERO-3-PHOSPHOLIPID	*OC[C@@H](O)COP(=O)([O-])O*	C3H6O6PR2	-1
1-SINAPOYL-D-GLUCOSE	COc1cc(/C=C/C(=O)[O-])cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C17H21O10	-1
1-Stearoyl-2-Acyl-Glycerol-P	*C(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-]	C22H40O8PR	-2
1-Stearoyl-2-Acyl-Glycerols	*C(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC	C22H41O5R	0
1-Stearoyl-L-Phosphatidate	*C(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])[O-]	C22H40O8PR	-2
1-Stearoyl-PC	*C(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	C27H53NO8PR	0
1-acyl-2-oleoyl-glyceride	*C(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC	C22H39O5R	0
1-acyl-2-oleoyl-glycerolipids	*OC[C@@H](COC(*)=O)OC(=O)CCCCCCC/C=C\CCCCCCCC	C22H38O5R2	0
