ID	DATABASE	MNX
R06091	KEGG	MNXR97317
RXN-10646	MetaCyc	MNXR116428
rxn10486	SEED	MNXR97316
RXN-10647	MetaCyc	MNXR116429
rxn09818	SEED	MNXR97314
RXN-10648	MetaCyc	MNXR116430
RXN-10649	MetaCyc	MNXR116431
RXN-10650	MetaCyc	MNXR116432
RXN-10651	MetaCyc	MNXR116433
RXN-10652	MetaCyc	MNXR116434
RXN-10653	MetaCyc	MNXR116435
RXN-10654	MetaCyc	MNXR116436
RXN-10655	MetaCyc	MNXR116437
RXN-10656	MetaCyc	MNXR116438
RXN-10657	MetaCyc	MNXR116439
RXN-10658	MetaCyc	MNXR116440
RXN-10659	MetaCyc	MNXR116441
RXN-10660	MetaCyc	MNXR116442
RXN-10661	MetaCyc	MNXR116443
RXN-10662	MetaCyc	MNXR116444
RXN-10664	MetaCyc	MNXR116445
RXN-10666	MetaCyc	MNXR116446
RXN-10667	MetaCyc	MNXR116447
RXN-10670	MetaCyc	MNXR116448
RXN-10671	MetaCyc	MNXR116449
rxn02173	SEED	MNXR99957
R03033	KEGG	MNXR99957
GALACTONDEHYDRAT-RXN	MetaCyc	MNXR99957
rxn08576	SEED	MNXR99958
TRANS-RXN0-227	MetaCyc	MNXR99958
rxn08577	SEED	MNXR99959
rxn04603	SEED	MNXR97379
R06788	KEGG	MNXR97379
rxn04600	SEED	MNXR97378
R06785	KEGG	MNXR97378
rxn12453	SEED	MNXR104460
rxn09260	SEED	MNXR104460
rxn12811	SEED	MNXR104467
rxn05651	SEED	MNXR104466
rxn13116	SEED	MNXR104466
rxn08328	SEED	MNXR97370
rxn09261	SEED	MNXR104469
rxn05238	SEED	MNXR104469
rxn08578	SEED	MNXR99960
rxn10160	SEED	MNXR99960
TRANS-RXN-16	MetaCyc	MNXR99960
rxn08579	SEED	MNXR99961
rxn05565	SEED	MNXR99962
rxn08580	SEED	MNXR99962
rxn12441	SEED	MNXR99963
rxn08581	SEED	MNXR99963
TRANS-RXN0-203	MetaCyc	MNXR99963
rxn10687	SEED	MNXR99965
rxn01093	SEED	MNXR97369
R01504	KEGG	MNXR97369
DHBAMPLIG-RXN	MetaCyc	MNXR97369
rxn01094	SEED	MNXR97368
R01505	KEGG	MNXR97368
DHBDEHYD-RXN	MetaCyc	MNXR97368
rxn08326	SEED	MNXR97367
rxn05532	SEED	MNXR97367
rxn08325	SEED	MNXR97367
TRANS-RXN0-559	MetaCyc	MNXR97367
rxn09771	SEED	MNXR97366
rxn00745	SEED	MNXR97364
R01012	KEGG	MNXR97364
2.7.1.121-RXN	MetaCyc	MNXR97364
rxn00744	SEED	MNXR97361
R01011	KEGG	MNXR97361
GLYCERONE-KINASE-RXN	MetaCyc	MNXR97361
rxn09259	SEED	MNXR104456
rxn09258	SEED	MNXR104456
rxn10603	SEED	MNXR104455
R232-RXN	MetaCyc	MNXR104455
R10146	KEGG	MNXR104457
rxn10604	SEED	MNXR104459
R05070	KEGG	MNXR97359
DIHYDROXYMETVALDEHYDRAT-RXN	MetaCyc	MNXR97359
R04441	KEGG	MNXR97358
DIHYDROXYISOVALDEHYDRAT-RXN	MetaCyc	MNXR97358
rxn03604	SEED	MNXR97355
R05292	KEGG	MNXR97355
rxn03620	SEED	MNXR97354
R05309	KEGG	MNXR97354
rxn09578	SEED	MNXR104440
RXN3O-458	MetaCyc	MNXR104440
rxn10602	SEED	MNXR104443
rxn03964	SEED	MNXR104443
R05694	KEGG	MNXR104443
rxn01370	SEED	MNXR97351
R01880	KEGG	MNXR97351
rxn03963	SEED	MNXR104442
rxn10601	SEED	MNXR104442
R05693	KEGG	MNXR104442
RXN-11689	MetaCyc	MNXR104442
rxn00380	SEED	MNXR104444
R00530	KEGG	MNXR104444
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	MetaCyc	MNXR104444
rxn02063	SEED	MNXR104447
R02874	KEGG	MNXR104447
rxn02133	SEED	MNXR104439
R02976	KEGG	MNXR104439
SPHINGANINE-KINASE-RXN	MetaCyc	MNXR104439
rxn03459	SEED	MNXR99981
R05109	KEGG	MNXR99981
R05946	KEGG	MNXR99981
rxn00890	SEED	MNXR99984
R01194	KEGG	MNXR99984
R06093	KEGG	MNXR99984
rxn00808	SEED	MNXR99985
R01092	KEGG	MNXR99985
GALACTOKIN-RXN	MetaCyc	MNXR99985
rxn08582	SEED	MNXR99987
ALDOSE1EPIM-RXN	MetaCyc	MNXR99987
RXN-10601	MetaCyc	MNXR116400
RXN-10602	MetaCyc	MNXR116401
RXN-10603	MetaCyc	MNXR116402
RXN-10604	MetaCyc	MNXR116403
RXN-10605	MetaCyc	MNXR116404
RXN-10606	MetaCyc	MNXR116405
RXN-10607	MetaCyc	MNXR116406
rxn09025	SEED	MNXR102081
rxn09026	SEED	MNXR102082
rxn09027	SEED	MNXR102085
R10753	KEGG	MNXR114069
rxn09028	SEED	MNXR102086
rxn03956	SEED	MNXR138039
R05686	KEGG	MNXR138039
rxn09029	SEED	MNXR102087
R10751	KEGG	MNXR114067
rxn03955	SEED	MNXR138038
R05685	KEGG	MNXR138038
RXN-7693	MetaCyc	MNXR138038
R10750	KEGG	MNXR114066
R02026	KEGG	MNXR138033
rxn02903	SEED	MNXR141685
R10749	KEGG	MNXR114065
R10746	KEGG	MNXR114064
R01287	KEGG	MNXR138035
ACETYLHOMOSER-CYS-RXN	MetaCyc	MNXR138035
R10745	KEGG	MNXR114063
R10744	KEGG	MNXR114062
R10743	KEGG	MNXR114061
R10742	KEGG	MNXR114060
rxn08091	SEED	MNXR138031
rxn00202	SEED	MNXR141692
rxn04397	SEED	MNXR141695
rxn06667	SEED	MNXR126055
rxn12264	SEED	MNXR126051
rxn02219	SEED	MNXR102070
R03093	KEGG	MNXR102070
RXN-1404	MetaCyc	MNXR102070
rxn09519	SEED	MNXR102071
rxn02525	SEED	MNXR102071
R03542	KEGG	MNXR102071
rxn01377	SEED	MNXR102072
R01887	KEGG	MNXR102072
3.6.3.9-RXN	MetaCyc	MNXR102073
R10741	KEGG	MNXR114059
rxn08127	SEED	MNXR138048
rxn10578	SEED	MNXR102074
R10740	KEGG	MNXR114058
R10739	KEGG	MNXR114057
rxn09020	SEED	MNXR102076
R10738	KEGG	MNXR114056
rxn08128	SEED	MNXR138049
R10737	KEGG	MNXR114055
rxn08115	SEED	MNXR138044
R10736	KEGG	MNXR114054
rxn08118	SEED	MNXR138043
R10735	KEGG	MNXR114053
rxn00975	SEED	MNXR138046
R01326	KEGG	MNXR138046
R10734	KEGG	MNXR114052
RXN-12494	MetaCyc	MNXR114052
RXN-12517	MetaCyc	MNXR114052
rxn01122	SEED	MNXR138045
R01540	KEGG	MNXR138045
ALTRODEHYDRAT-RXN	MetaCyc	MNXR138045
R10733	KEGG	MNXR114051
RXN-12493	MetaCyc	MNXR114051
R10732	KEGG	MNXR114050
RXN-8621	MetaCyc	MNXR114050
rxn08113	SEED	MNXR138042
rxn07205	SEED	MNXR126068
rxn02811	SEED	MNXR141683
rxn14358	SEED	MNXR126065
rxn05896	SEED	MNXR126065
rxn06327	SEED	MNXR126061
rxn10966	SEED	MNXR102061
R10731	KEGG	MNXR114049
rxn11161	SEED	MNXR102062
rxn00568	SEED	MNXR102062
R00787	KEGG	MNXR102062
RXN-13854	MetaCyc	MNXR102062
R10730	KEGG	MNXR114048
RXN-15301	MetaCyc	MNXR114048
rxn00569	SEED	MNXR102063
R00789	KEGG	MNXR102063
rxn10439	SEED	MNXR138058
rxn09018	SEED	MNXR102064
R10728	KEGG	MNXR114046
RXN-15395	MetaCyc	MNXR114046
rxn09019	SEED	MNXR102065
R10727	KEGG	MNXR114045
R10726	KEGG	MNXR114044
RXN-8572	MetaCyc	MNXR114044
R02971	KEGG	MNXR138055
R10725	KEGG	MNXR114043
RXN-15303	MetaCyc	MNXR114043
R04364	KEGG	MNXR138054
rxn13808	SEED	MNXR102068
rxn14028	SEED	MNXR102068
R10724	KEGG	MNXR114042
RXN-15311	MetaCyc	MNXR114042
rxn02667	SEED	MNXR138057
rxn14395	SEED	MNXR102069
R10723	KEGG	MNXR114041
RXN-13635	MetaCyc	MNXR114041
R03035	KEGG	MNXR138056
R10722	KEGG	MNXR114040
RXN-15310	MetaCyc	MNXR114040
rxn08129	SEED	MNXR138050
RXN-7985	MetaCyc	MNXR138052
PHENYLALANINE-DEHYDROGENASE-RXN	MetaCyc	MNXR126077
rxn05851	SEED	MNXR126073
rxn10734	SEED	MNXR99824
rxn05805	SEED	MNXR126072
rxn10711	SEED	MNXR99825
rxn10757	SEED	MNXR99826
rxn10677	SEED	MNXR99827
R10721	KEGG	MNXR114039
RXN-15302	MetaCyc	MNXR114039
rxn10696	SEED	MNXR99828
rxn02518	SEED	MNXR102050
R03531	KEGG	MNXR102050
RXN0-1602	MetaCyc	MNXR102050
RXN-15414	MetaCyc	MNXR114038
rxn10743	SEED	MNXR99829
rxn01962	SEED	MNXR102051
RXN0-1603	MetaCyc	MNXR102051
R10719	KEGG	MNXR114037
RXN-15299	MetaCyc	MNXR114037
rxn00301	SEED	MNXR102052
R00426	KEGG	MNXR102052
RXN-14140	MetaCyc	MNXR102052
R10718	KEGG	MNXR114036
RXN0-5213	MetaCyc	MNXR114036
rxn08158	SEED	MNXR138069
rxn13758	SEED	MNXR138069
rxn00367	SEED	MNXR102053
R00515	KEGG	MNXR102053
RXN0-383	MetaCyc	MNXR102053
R10717	KEGG	MNXR114035
rxn00063	SEED	MNXR102054
rxn05822	SEED	MNXR102054
R00087	KEGG	MNXR102054
ATP-PYROPHOSPHATASE-RXN	MetaCyc	MNXR102054
R10716	KEGG	MNXR114034
rxn00463	SEED	MNXR102055
R00662	KEGG	MNXR102055
RXN-14139	MetaCyc	MNXR102055
R10714	KEGG	MNXR114033
rxn00514	SEED	MNXR102056
R00720	KEGG	MNXR102056
RXN0-6382	MetaCyc	MNXR102056
R10713	KEGG	MNXR114032
RXN-11332	MetaCyc	MNXR114032
rxn01352	SEED	MNXR102057
R01856	KEGG	MNXR102057
DGTPTRIPHYDRO-RXN	MetaCyc	MNXR102057
R10712	KEGG	MNXR114031
RXN-12610	MetaCyc	MNXR114031
rxn09016	SEED	MNXR102058
rxn07492	SEED	MNXR138067
R07677	KEGG	MNXR138067
RXN0-5214	MetaCyc	MNXR138067
R01243	KEGG	MNXR138061
rxn05107	SEED	MNXR126089
R07395	KEGG	MNXR126089
3.1.3.77-RXN	MetaCyc	MNXR126089
rxn10701	SEED	MNXR99830
PREPHENATEDEHYDRAT-RXN	MetaCyc	MNXR126086
rxn10745	SEED	MNXR99831
rxn10684	SEED	MNXR99832
rxn09506	SEED	MNXR99835
RXN-11082	MetaCyc	MNXR116690
RXN-11083	MetaCyc	MNXR116691
PYROGALLOL-12-OXYGENASE-RXN	MetaCyc	MNXR126018
RXN-11084	MetaCyc	MNXR116692
RXN-11085	MetaCyc	MNXR116693
RXN-11086	MetaCyc	MNXR116694
rxn06676	SEED	MNXR126013
rxn06938	SEED	MNXR128676
RXN-11087	MetaCyc	MNXR116695
RXN-11091	MetaCyc	MNXR116696
RXN-11092	MetaCyc	MNXR116697
RXN-11093	MetaCyc	MNXR116698
RXN-11094	MetaCyc	MNXR116699
R10783	KEGG	MNXR114099
R10782	KEGG	MNXR114098
RXN-8890	MetaCyc	MNXR114098
R10781	KEGG	MNXR114097
R10780	KEGG	MNXR114096
RXN-15648	MetaCyc	MNXR114096
R10779	KEGG	MNXR114095
RXN-15647	MetaCyc	MNXR114095
R10778	KEGG	MNXR114094
R10777	KEGG	MNXR114093
R10776	KEGG	MNXR114092
RXN0-3741	MetaCyc	MNXR114092
rxn00089	SEED	MNXR126028
rxn06127	SEED	MNXR126024
rxn06466	SEED	MNXR126021
rxn08071	SEED	MNXR138019
rxn08070	SEED	MNXR138018
rxn05054	SEED	MNXR138015
rxn03541	SEED	MNXR138016
R10772	KEGG	MNXR114088
RXN-14637	MetaCyc	MNXR114088
R10771	KEGG	MNXR114087
RXN-15307	MetaCyc	MNXR114087
RXN-12702	MetaCyc	MNXR114086
R10747	KEGG	MNXR138013
R10769	KEGG	MNXR114085
RXN-12746	MetaCyc	MNXR114085
rxn05745	SEED	MNXR138012
R10768	KEGG	MNXR114084
RXN-15285	MetaCyc	MNXR114084
R10767	KEGG	MNXR114083
RXN-15284	MetaCyc	MNXR114083
R10766	KEGG	MNXR114082
RXN-14947	MetaCyc	MNXR114082
R10765	KEGG	MNXR114081
RXN-15296	MetaCyc	MNXR114081
R10764	KEGG	MNXR114080
RXN0-5298	MetaCyc	MNXR114080
rxn03091	SEED	MNXR126037
rxn00162	SEED	MNXR102097
R00217	KEGG	MNXR102097
OXALODECARB-RXN	MetaCyc	MNXR102097
R10763	KEGG	MNXR114079
RXN-15429	MetaCyc	MNXR114079
R10762	KEGG	MNXR114078
R10761	KEGG	MNXR114077
RXN-14946	MetaCyc	MNXR114077
R10760	KEGG	MNXR114076
RXN-15298	MetaCyc	MNXR114076
R00192	KEGG	MNXR138021
ADENOSYLHOMOCYSTEINASE-RXN	MetaCyc	MNXR138021
R10759	KEGG	MNXR114075
R10758	KEGG	MNXR114074
R10757	KEGG	MNXR114073
R10756	KEGG	MNXR114072
R10755	KEGG	MNXR114071
R10754	KEGG	MNXR114070
rxn06965	SEED	MNXR126042
rxn02978	SEED	MNXR126041
rxn09734	SEED	MNXR102090
rxn09641	SEED	MNXR102090
rxn09031	SEED	MNXR102090
rxn09032	SEED	MNXR102090
rxn05468	SEED	MNXR102090
TRANS-RXN0-474	MetaCyc	MNXR102090
rxn06137	SEED	MNXR126091
rxn03460	SEED	MNXR138078
rxn08159	SEED	MNXR138070
rxn06266	SEED	MNXR126097
rxn03162	SEED	MNXR138084
RXN-11096	MetaCyc	MNXR116700
RXN-11097	MetaCyc	MNXR116701
RXN-11100	MetaCyc	MNXR116702
RXN-11101	MetaCyc	MNXR116703
RXN-11104	MetaCyc	MNXR116704
RXN-11105	MetaCyc	MNXR116705
RXN-11107	MetaCyc	MNXR116706
RXN-11109	MetaCyc	MNXR116707
RXN-11110	MetaCyc	MNXR116708
RXN-11113	MetaCyc	MNXR116709
RXN-11114	MetaCyc	MNXR116710
RXN-11115	MetaCyc	MNXR116711
RXN-11116	MetaCyc	MNXR116712
RXN-11117	MetaCyc	MNXR116713
RXN-11118	MetaCyc	MNXR116714
RXN-11120	MetaCyc	MNXR116715
RXN-11121	MetaCyc	MNXR116716
RXN-11122	MetaCyc	MNXR116717
RXN-11123	MetaCyc	MNXR116718
RXN-11125	MetaCyc	MNXR116719
rxn02842	SEED	MNXR97263
R04049	KEGG	MNXR97263
KDUD-RXN	MetaCyc	MNXR97263
rxn05531	SEED	MNXR97260
RXN-11126	MetaCyc	MNXR116720
RXN-11129	MetaCyc	MNXR116722
RXN-11130	MetaCyc	MNXR116723
rxn13403	SEED	MNXR104741
rxn12500	SEED	MNXR104737
rxn12588	SEED	MNXR104739
rxn12554	SEED	MNXR104731
rxn03630	SEED	MNXR104730
R05320	KEGG	MNXR104730
RXN0-299	MetaCyc	MNXR104730
rxn09286	SEED	MNXR104733
rxn13402	SEED	MNXR104733
rxn05172	SEED	MNXR104732
rxn09285	SEED	MNXR104732
3.6.3.36-RXN	MetaCyc	MNXR104732
ABC-64-RXN	MetaCyc	MNXR104732
rxn10664	SEED	MNXR104726
rxn10742	SEED	MNXR104728
rxn10674	SEED	MNXR104727
rxn04143	SEED	MNXR104720
R06180	KEGG	MNXR104720
TARTRATE-DEHYDROGENASE-RXN	MetaCyc	MNXR104720
rxn01847	SEED	MNXR104721
R02545	KEGG	MNXR104721
RXN-8643	MetaCyc	MNXR104721
rxn09284	SEED	MNXR104724
rxn10137	SEED	MNXR104723
rxn09283	SEED	MNXR104723
TRANS-RXN-127	MetaCyc	MNXR104723
R01827	KEGG	MNXR104715
TRANSALDOL-RXN	MetaCyc	MNXR104715
rxn00737	SEED	MNXR104714
R00996	KEGG	MNXR104714
THREDEHYD-RXN	MetaCyc	MNXR104714
rxn10607	SEED	MNXR104717
R01751	KEGG	MNXR104719
TARTRATE-DECARBOXYLASE-RXN	MetaCyc	MNXR104719
rxn00245	SEED	MNXR104718
R00339	KEGG	MNXR104718
LTARTDEHYDRA-RXN	MetaCyc	MNXR104718
rxn01857	SEED	MNXR104710
R02555	KEGG	MNXR104710
ALTRO-OXIDOREDUCT-RXN	MetaCyc	MNXR104710
rxn10887	SEED	MNXR104709
rxn11875	SEED	MNXR97217
R08348	KEGG	MNXR97217
R10791	KEGG	MNXR114107
RXN-15671	MetaCyc	MNXR114107
R10790	KEGG	MNXR114106
R10789	KEGG	MNXR114105
RXN-11128	MetaCyc	MNXR114105
rxn02429	SEED	MNXR97213
R03387	KEGG	MNXR97213
DEHYDDEOXGALACTKIN-RXN	MetaCyc	MNXR97213
R10787	KEGG	MNXR114103
R10786	KEGG	MNXR114102
R10785	KEGG	MNXR114101
RXN-15615	MetaCyc	MNXR114101
R10784	KEGG	MNXR114100
rxn08556	SEED	MNXR99880
RXN-11188	MetaCyc	MNXR116770
rxn08557	SEED	MNXR99881
RXN-11189	MetaCyc	MNXR116771
rxn08558	SEED	MNXR99882
RXN-11193	MetaCyc	MNXR116772
RXN-11194	MetaCyc	MNXR116773
RXN-11195	MetaCyc	MNXR116774
rxn08561	SEED	MNXR99885
RXN-11196	MetaCyc	MNXR116775
rxn08562	SEED	MNXR99886
RXN-11197	MetaCyc	MNXR116776
rxn08563	SEED	MNXR99887
RXN-11198	MetaCyc	MNXR116777
rxn08316	SEED	MNXR97209
rxn05205	SEED	MNXR97209
TRANS-RXN-108D	MetaCyc	MNXR97209
rxn13292	SEED	MNXR99888
rxn08564	SEED	MNXR99888
RXN-11199	MetaCyc	MNXR116778
rxn11014	SEED	MNXR97208
rxn08317	SEED	MNXR97208
rxn01682	SEED	MNXR99889
R02340	KEGG	MNXR99889
RXN0-2381	MetaCyc	MNXR99889
RXN-11200	MetaCyc	MNXR116779
rxn01800	SEED	MNXR97207
R02485	KEGG	MNXR97207
CYTIDEAM-RXN	MetaCyc	MNXR97207
rxn01674	SEED	MNXR97206
R02327	KEGG	MNXR97206
rxn01222	SEED	MNXR97203
R01668	KEGG	MNXR97203
DCTP-PYROPHOSPHATASE-RXN	MetaCyc	MNXR97203
rxn00407	SEED	MNXR97202
R00568	KEGG	MNXR97202
RXN-14118	MetaCyc	MNXR97202
rxn01672	SEED	MNXR97201
R02325	KEGG	MNXR97201
DCTP-DEAM-RXN	MetaCyc	MNXR97201
rxn01705	SEED	MNXR97200
R02371	KEGG	MNXR97200
rxn05263	SEED	MNXR104773
rxn10197	SEED	MNXR104773
rxn05799	SEED	MNXR126106
rxn00614	SEED	MNXR99890
R00846	KEGG	MNXR99890
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	MetaCyc	MNXR99890
RXN-11204	MetaCyc	MNXR116780
RXN-11206	MetaCyc	MNXR116781
rxn13842	SEED	MNXR126104
rxn08565	SEED	MNXR99892
RXN-11207	MetaCyc	MNXR116782
rxn08566	SEED	MNXR99893
RXN-11208	MetaCyc	MNXR116783
rxn00610	SEED	MNXR99894
R00841	KEGG	MNXR99894
RXN-14965	MetaCyc	MNXR99894
RXN-11211	MetaCyc	MNXR116784
RXN-11213	MetaCyc	MNXR116785
rxn02373	SEED	MNXR99896
R03313	KEGG	MNXR99896
GLUTSEMIALDEHYDROG-RXN	MetaCyc	MNXR99896
RXN-11217	MetaCyc	MNXR116786
rxn02374	SEED	MNXR99897
rxn11220	SEED	MNXR99897
RXN-11218	MetaCyc	MNXR116787
rxn09412	SEED	MNXR99898
RXN-11232	MetaCyc	MNXR116788
RXN-11234	MetaCyc	MNXR116789
DTDPDEHYRHAMREDUCT-RXN	MetaCyc	MNXR104760
rxn03181	SEED	MNXR104762
R04657	KEGG	MNXR104762
TETRAACYLDISACC4KIN-RXN	MetaCyc	MNXR104762
rxn13365	SEED	MNXR102100
RXN-13407	MetaCyc	MNXR102100
TRANS-RXN-226	MetaCyc	MNXR102100
rxn01997	SEED	MNXR104761
R06513	KEGG	MNXR104761
DTDPGLUCDEHYDRAT-RXN	MetaCyc	MNXR104761
rxn09292	SEED	MNXR104764
rxn09733	SEED	MNXR102102
rxn05289	SEED	MNXR104766
R02016	KEGG	MNXR104766
THIOREDOXIN-REDUCT-NADPH-RXN	MetaCyc	MNXR104766
rxn09293	SEED	MNXR104765
rxn02000	SEED	MNXR104759
R06514	KEGG	MNXR104759
DTDPDEHYDRHAMEPIM-RXN	MetaCyc	MNXR104759
rxn03066	SEED	MNXR104758
R04438	KEGG	MNXR104758
rxn02340	SEED	MNXR126119
R03267	KEGG	MNXR126119
RXN-11235	MetaCyc	MNXR116790
rxn06492	SEED	MNXR126117
RXN-11236	MetaCyc	MNXR116791
RXN-11237	MetaCyc	MNXR116792
RXN-11238	MetaCyc	MNXR116793
R09742	KEGG	MNXR116794
RXN-11240	MetaCyc	MNXR116795
RXN-11242	MetaCyc	MNXR116796
RXN-11243	MetaCyc	MNXR116797
RXN-11244	MetaCyc	MNXR116798
RXN-11245	MetaCyc	MNXR116799
rxn00792	SEED	MNXR138107
R04780	KEGG	MNXR138109
F16BDEPHOS-RXN	MetaCyc	MNXR138109
rxn10990	SEED	MNXR138108
rxn12782	SEED	MNXR141730
rxn10758	SEED	MNXR104755
rxn10697	SEED	MNXR104754
rxn11409	SEED	MNXR104757
rxn00436	SEED	MNXR104756
R00615	KEGG	MNXR104756
RXN0-3542	MetaCyc	MNXR104756
rxn07333	SEED	MNXR104748
R07502	KEGG	MNXR104748
RXN-2543	MetaCyc	MNXR104748
rxn07334	SEED	MNXR104747
R07503	KEGG	MNXR104747
RXN-2561	MetaCyc	MNXR104747
rxn09287	SEED	MNXR104749
rxn00721	SEED	MNXR126124
R10834	KEGG	MNXR114149
RXN-9372	MetaCyc	MNXR114149
RXN-11135	MetaCyc	MNXR116728
R10833	KEGG	MNXR114148
RXN-11137	MetaCyc	MNXR116729
R10832	KEGG	MNXR114147
R10831	KEGG	MNXR114146
rxn13367	SEED	MNXR102163
R10830	KEGG	MNXR114145
rxn13368	SEED	MNXR102164
RXN-15203	MetaCyc	MNXR114144
rxn13369	SEED	MNXR102165
R10828	KEGG	MNXR114143
rxn13370	SEED	MNXR102166
R10827	KEGG	MNXR114142
RXN-11750	MetaCyc	MNXR114142
rxn13371	SEED	MNXR102167
RXN-13542	MetaCyc	MNXR102167
R10826	KEGG	MNXR114141
R10825	KEGG	MNXR114140
rxn03445	SEED	MNXR102169
R05085	KEGG	MNXR102169
PSERTRANSAMPYR-RXN	MetaCyc	MNXR102169
RXN-11138	MetaCyc	MNXR116730
rxn00702	SEED	MNXR99842
R00956	KEGG	MNXR99842
RXN-11143	MetaCyc	MNXR116733
rxn00221	SEED	MNXR99844
R00304	KEGG	MNXR99844
RXN-11144	MetaCyc	MNXR116734
RXN-11145	MetaCyc	MNXR116735
R02328	KEGG	MNXR99846
RXN-11146	MetaCyc	MNXR116736
RXN-11147	MetaCyc	MNXR116737
rxn05562	SEED	MNXR99848
R10824	KEGG	MNXR114139
RXN-12617	MetaCyc	MNXR114139
RXN-11148	MetaCyc	MNXR116738
rxn08545	SEED	MNXR99849
R10823	KEGG	MNXR114138
RXN-11150	MetaCyc	MNXR116739
R10822	KEGG	MNXR114137
RXN-14175	MetaCyc	MNXR114136
R10820	KEGG	MNXR114135
RXN-12571	MetaCyc	MNXR114135
rxn10869	SEED	MNXR102152
R10819	KEGG	MNXR114134
RXN0-5306	MetaCyc	MNXR114134
rxn09037	SEED	MNXR102153
R09248	KEGG	MNXR102153
RXN-8992	MetaCyc	MNXR102153
R10818	KEGG	MNXR114133
R10816	KEGG	MNXR114131
RXN0-5510	MetaCyc	MNXR114131
R10815	KEGG	MNXR114130
rxn03866	SEED	MNXR102157
R05586	KEGG	MNXR102157
RXN-8032	MetaCyc	MNXR102157
R10117	KEGG	MNXR102159
RXN-11477	MetaCyc	MNXR102159
rxn01629	SEED	MNXR99850
R02272	KEGG	MNXR99850
GSAAMINOTRANS-RXN	MetaCyc	MNXR99850
RXN-11151	MetaCyc	MNXR116740
rxn00766	SEED	MNXR99852
R01043	KEGG	MNXR99852
GLYCEROL-2-PHOSPHATASE-RXN	MetaCyc	MNXR99852
RXN-11155	MetaCyc	MNXR116742
RXN-11156	MetaCyc	MNXR116743
RXN-11157	MetaCyc	MNXR116744
RXN-11158	MetaCyc	MNXR116745
RXN-11159	MetaCyc	MNXR116746
RXN-11160	MetaCyc	MNXR116747
rxn10202	SEED	MNXR99858
R10814	KEGG	MNXR114129
RXN-11161	MetaCyc	MNXR116748
R10813	KEGG	MNXR114128
RXN-11162	MetaCyc	MNXR116749
R10812	KEGG	MNXR114127
rxn08454	SEED	MNXR102141
R10807	KEGG	MNXR114123
rxn10161	SEED	MNXR102142
R10806	KEGG	MNXR114122
R10805	KEGG	MNXR114121
R10804	KEGG	MNXR114120
rxn14318	SEED	MNXR102146
R00744	KEGG	MNXR102146
rxn03873	SEED	MNXR102147
R05594	KEGG	MNXR102147
OAHTHAUERA-RXN	MetaCyc	MNXR102147
rxn00290	SEED	MNXR102148
R00410	KEGG	MNXR102148
RXNI-2	MetaCyc	MNXR102148
R11034	KEGG	MNXR128737
RXN-12943	MetaCyc	MNXR128737
rxn04290	SEED	MNXR128736
R06428	KEGG	MNXR128736
RXN-12404	MetaCyc	MNXR128736
RXN-11163	MetaCyc	MNXR116750
RXN-11164	MetaCyc	MNXR116751
RXN-11165	MetaCyc	MNXR116752
RXN-11166	MetaCyc	MNXR116753
RXN-11167	MetaCyc	MNXR116754
RXN-11168	MetaCyc	MNXR116755
RXN-11169	MetaCyc	MNXR116756
RXN-11170	MetaCyc	MNXR116757
R10803	KEGG	MNXR114119
RXN-15618	MetaCyc	MNXR114119
R10802	KEGG	MNXR114118
RXN-11173	MetaCyc	MNXR116759
R10801	KEGG	MNXR114117
R10800	KEGG	MNXR114116
R10799	KEGG	MNXR114115
R10798	KEGG	MNXR114114
R10797	KEGG	MNXR114113
RXN-15617	MetaCyc	MNXR114113
R10796	KEGG	MNXR114112
R10795	KEGG	MNXR114111
rxn00783	SEED	MNXR97220
R01064	KEGG	MNXR97220
DEHYDDEOXPHOSGALACT-ALDOL-RXN	MetaCyc	MNXR97220
rxn02817	SEED	MNXR102132
rxn02274	SEED	MNXR102132
R03178	KEGG	MNXR102132
4.1.1.75-RXN	MetaCyc	MNXR102132
R10794	KEGG	MNXR114110
RXN-15674	MetaCyc	MNXR114110
rxn12777	SEED	MNXR102133
RXN-7790	MetaCyc	MNXR102133
rxn03996	SEED	MNXR102134
R05731	KEGG	MNXR102134
1.14.13.70-RXN	MetaCyc	MNXR102134
rxn06598	SEED	MNXR104797
R04123	KEGG	MNXR104797
rxn04794	SEED	MNXR102135
R06987	KEGG	MNXR102135
KETOBUTFORMLY-RXN	MetaCyc	MNXR102135
rxn12707	SEED	MNXR102136
rxn11773	SEED	MNXR104799
R08245	KEGG	MNXR104799
R01398	KEGG	MNXR102137
ORNCARBAMTRANSFER-RXN	MetaCyc	MNXR102137
RXN-13482	MetaCyc	MNXR102137
rxn00787	SEED	MNXR104798
R01069	KEGG	MNXR104798
TAGAALDOL-RXN	MetaCyc	MNXR104798
rxn10645	SEED	MNXR99871
RXN-11176	MetaCyc	MNXR116761
rxn00621	SEED	MNXR99872
R00856	KEGG	MNXR99872
2.7.7.39-RXN	MetaCyc	MNXR99872
RXN-11177	MetaCyc	MNXR116762
RXN-11178	MetaCyc	MNXR116763
RXN-11179	MetaCyc	MNXR116764
rxn00616	SEED	MNXR99875
R00848	KEGG	MNXR99875
rxn00611	SEED	MNXR99876
R00842	KEGG	MNXR99876
1.1.1.8-RXN	MetaCyc	MNXR99876
