2021-02-22	janakagithub	cpd18072	charge	3	0
2021-02-22	janakagithub	cpd18072	formula	FeR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18074	charge	2	-2
2021-02-22	janakagithub	cpd18074	formula	FeR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18075	name	cytochrome-bd-ox	Cytochrome-bd-ox
2021-02-22	janakagithub	cpd18075	charge	2	0
2021-02-22	janakagithub	cpd18075	formula	FeR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18076	name	cytochrome-bd-red	Cytochrome-bd-red
2021-02-22	janakagithub	cpd18076	charge	2	-2
2021-02-22	janakagithub	cpd18076	formula	FeR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18081	name	cytochrome-cbb-ox	Cytochrome-cbb-ox
2021-02-22	janakagithub	cpd18081	charge	2	0
2021-02-22	janakagithub	cpd18081	formula	CuR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18082	name	cytochrome-cbb-red	Cytochrome-cbb-red
2021-02-22	janakagithub	cpd18082	charge	2	-2
2021-02-22	janakagithub	cpd18082	formula	CuR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18077	name	cytochrome-bo-ox	Cytochrome-bo-ox
2021-02-22	janakagithub	cpd18077	charge	2	0
2021-02-22	janakagithub	cpd18077	formula	CuR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18078	name	cytochrome-bo-red	Cytochrome-bo-red
2021-02-22	janakagithub	cpd18078	charge	2	-2
2021-02-22	janakagithub	cpd18078	formula	CuR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18080	name	cytochrome-aa-red	Cytochrome-aa-red
2021-02-22	janakagithub	cpd18080	charge	2	-2
2021-02-22	janakagithub	cpd18080	formula	CuR	C42H42FeN8O8R4S2
2021-02-22	janakagithub	cpd18079	name	cytochrome-aa-ox	Cytochrome-aa-ox
2021-02-22	janakagithub	cpd18079	charge	2	0
2021-02-22	janakagithub	cpd18079	formula	CuR	C42H42FeN8O8R4S2
2021-03-09	janakagithub	rxn14412	cpd18072	coefficient	-2	-1
2021-03-09	janakagithub	rxn14412	cpd18072	compartment	1	0
2021-03-09	janakagithub	rxn14412	cpd18074	coefficient	2	1
2021-03-09	janakagithub	rxn14412	cpd18074	compartment	1	0
2021-03-09	janakagithub	rxn14412	cpd15560	compartment	1	0
2021-03-09	janakagithub	rxn14412	cpd15561	compartment	1	0
2021-03-09	janakagithub	rxn14412	cpd00067	compartment	0	1
2021-03-09	janakagithub	rxn14414	cpd18072	coefficient	-2	-1
2021-03-09	janakagithub	rxn14414	cpd18072	compartment	1	0
2021-03-09	janakagithub	rxn14414	cpd18074	coefficient	2	1
2021-03-09	janakagithub	rxn14414	cpd18074	compartment	1	0
2021-03-09	janakagithub	rxn14414	cpd15500	compartment	1	0
2021-03-09	janakagithub	rxn14414	cpd15499	compartment	1	0
2021-03-09	janakagithub	rxn14414	cpd00067	compartment	0	1
2021-03-09	janakagithub	rxn14415	cpd18074	coefficient	-2	-3
2021-03-09	janakagithub	rxn14415	cpd18072	coefficient	2	3
2021-03-11	janakagithub	rxn48586	cpd18072	coefficient	-14	-7
2021-03-11	janakagithub	rxn48586	cpd18074	coefficient	14	7
2021-03-11	janakagithub	rxn48585	cpd18072	coefficient	-2	-1
2021-03-11	janakagithub	rxn48585	cpd18074	coefficient	2	1
2021-03-11	janakagithub	rxn48584	cpd18072	coefficient	8	4
2021-03-11	janakagithub	rxn48584	cpd18074	coefficient	-8	-4
2021-03-11	janakagithub	rxn48583	cpd18072	coefficient	-8	-4
2021-03-11	janakagithub	rxn48583	cpd18074	coefficient	8	4
2021-03-11	janakagithub	rxn48579	cpd18074	coefficient	-6	-3
2021-03-11	janakagithub	rxn48579	cpd18072	coefficient	6	3
2021-03-11	janakagithub	rxn48578	cpd18074	coefficient	-2	-1
2021-03-11	janakagithub	rxn48578	cpd18072	coefficient	2	1
2021-03-11	janakagithub	rxn48577	cpd18072	coefficient	-8	-4
2021-03-11	janakagithub	rxn48577	cpd18074	coefficient	8	4
2022-09-14	samseaver	rxn01633	cpd00520	cpd22923
2022-09-14	samseaver	rxn01307	cpd00520	cpd22923
