ID	Name	Charge	Formula
cpd18072	Cytochrome-C-ox	0	C42H42FeN8O8R4S2
cpd18074	Cytochrome-C-red	-2	C42H42FeN8O8R4S2
cpd18075	Cytochrome-bd-ox	0	C42H42FeN8O8R4S2
cpd18076	Cytochrome-bd-red	-2	C42H42FeN8O8R4S2
cpd18081	Cytochrome-cbb-ox	0	C42H42FeN8O8R4S2
cpd18082	Cytochrome-cbb-red	-2	C42H42FeN8O8R4S2
cpd18077	Cytochrome-bo-ox	0	C42H42FeN8O8R4S2
cpd18078	Cytochrome-bo-red	-2	C42H42FeN8O8R4S2
cpd18080	Cytochrome-aa-red	-2	C42H42FeN8O8R4S2
cpd18079	Cytochrome-aa-ox	0	C42H42FeN8O8R4S2
