modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn32159,dTTP:alpha-D-galactose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) D-Galactose 1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDP-galactose[0],(1) cpd00348[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd01423[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,skeleton,2.477,0.993,1.484,1.484,0.592,0.237,0.355,0.355,6.266,0.0,6.266,False,4.477,2.469,5.983,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn32178,dTTP:alpha-D-galactose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) D-Galactose 1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDP-galactose[0],(1) cpd00348[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd01423[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,skeleton,2.477,0.993,1.484,1.484,0.592,0.237,0.355,0.355,6.266,0.0,6.266,False,4.477,2.469,5.983,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn33709,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,2.477,0.993,1.484,1.484,0.592,0.237,0.355,0.355,6.266,0.0,6.266,False,4.477,2.469,2.887,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn33710,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,2.477,0.993,1.484,1.484,0.592,0.237,0.355,0.355,6.266,0.0,6.266,False,4.477,2.469,2.887,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn33714,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,2.477,0.993,1.484,1.484,0.592,0.237,0.355,0.355,6.266,0.0,6.266,False,4.477,2.469,2.887,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn33715,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,2.7.7.24,glucose-1-phosphate thymidylyltransferase,(1) Glucose-1-phosphate[0] + (1) TTP[0] <=> (1) PPi[0] + (1) dTDPglucose[0],(1) cpd00089[0] + (1) cpd00357[0] <=> (1) cpd00012[0] + (1) cpd00626[0],kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,1,stereo_exact,2.477,0.993,1.484,1.484,0.592,0.237,0.355,0.355,6.266,0.0,6.266,False,4.477,2.469,2.887,0.993,0.993,8.0,8.0,298.15,298.15,same,1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O>>O=P([O-])([O-])OP(=O)([O-])O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,True
rxn00237,ATP:GDP phosphotransferase,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-1.533,-0.101,-1.432,1.432,-0.366,-0.024,-0.342,0.342,6.354,0.0,6.354,False,0.0,-1.548,-1.711,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn19769,GDPKIN-RXN.n,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-1.533,-0.101,-1.432,1.432,-0.366,-0.024,-0.342,0.342,6.354,0.0,6.354,False,0.0,-1.548,-1.711,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn27873,GDPKIN-RXN.d,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-1.533,-0.101,-1.432,1.432,-0.366,-0.024,-0.342,0.342,6.354,0.0,6.354,False,0.0,-1.548,-1.711,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn27874,GDPKIN-RXN.m,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-1.533,-0.101,-1.432,1.432,-0.366,-0.024,-0.342,0.342,6.354,0.0,6.354,False,0.0,-1.548,-1.711,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn33024,GDP phosphotransferase,2.7.4.6,nucleoside-diphosphate kinase,(1) ATP[0] + (1) GDP[0] <=> (1) ADP[0] + (1) GTP[0],(1) cpd00002[0] + (1) cpd00031[0] <=> (1) cpd00008[0] + (1) cpd00038[0],kegg:C00002 + kegg:C00035 = kegg:C00008 + kegg:C00044,1,stereo_exact,-1.533,-0.101,-1.432,1.432,-0.366,-0.024,-0.342,0.342,6.354,0.0,6.354,False,0.0,-1.548,-1.711,-0.101,-0.101,7.0,7.0,311.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn00798,D-ribose aldose-ketose-isomerase,5.3.1.20,ribose isomerase,(1) D-Ribose[0] <=> (1) D-Ribulose[0],(1) cpd00105[0] <=> (1) cpd00258[0],kegg:C00121 = kegg:C00309,8,stereo_exact,3.38,1.957,1.423,1.423,0.808,0.468,0.34,0.34,6.423,0.346,6.432,False,2.803,3.389,2.381,1.503,2.445,7.4,7.5,310.15,343.75,same,1 OC[C@H]1OC(O)[C@H](O)[C@@H]1O,1 OCC1(O)OC[C@@H](O)[C@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H]1O>>OCC1(O)OC[C@@H](O)[C@H]1O,True
rxn00499,(S)-Lactate:NAD+ oxidoreductase,1.1.1.27,L-lactate dehydrogenase,(1) NAD[0] + (1) L-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0],(1) cpd00003[0] + (1) cpd00159[0] <=> (1) cpd00004[0] + (1) cpd00020[0] + (1) cpd00067[0],kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,37,stereo_exact,21.614,20.193,1.422,1.422,5.166,4.826,0.34,0.34,6.26,5.273,8.185,False,26.15,21.631,26.874,7.743,29.389,6.8,10.0,289.15,311.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H](O)C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 CC(=O)C(=O)[O-]; 1 [H+],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(=O)C(=O)[O-].[H+],True
rxn34239,L-lactate dehydrogenase,1.1.1.27,L-lactate dehydrogenase,(1) NAD[0] + (1) L-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0],(1) cpd00003[0] + (1) cpd00159[0] <=> (1) cpd00004[0] + (1) cpd00020[0] + (1) cpd00067[0],kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,37,stereo_exact,21.614,20.193,1.422,1.422,5.166,4.826,0.34,0.34,6.26,5.273,8.185,False,26.15,21.631,26.874,7.743,29.389,6.8,10.0,289.15,311.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H](O)C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 CC(=O)C(=O)[O-]; 1 [H+],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(=O)C(=O)[O-].[H+],True
rxn34240,"L-lactate dehydrogenase, mitochondria",1.1.1.27,L-lactate dehydrogenase,(1) NAD[0] + (1) L-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0],(1) cpd00003[0] + (1) cpd00159[0] <=> (1) cpd00004[0] + (1) cpd00020[0] + (1) cpd00067[0],kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,37,stereo_exact,21.614,20.193,1.422,1.422,5.166,4.826,0.34,0.34,6.26,5.273,8.185,False,26.15,21.631,26.874,7.743,29.389,6.8,10.0,289.15,311.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H](O)C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 CC(=O)C(=O)[O-]; 1 [H+],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H](O)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(=O)C(=O)[O-].[H+],True
rxn48641,10708,2.7.7.13;2.7.7.34,glucose-1-phosphate guanylyltransferase;mannose-1-phosphate guanylyltransferase,(1) GTP[0] + (1) Glucose-1-phosphate[0] <=> (1) PPi[0] + (1) GDP-D-glucose[0],(1) cpd00038[0] + (1) cpd00089[0] <=> (1) cpd00012[0] + (1) cpd40002[0],kegg:C00044 + kegg:C00103 = kegg:C00394 + kegg:C00013 | kegg:C00044 + kegg:C00636 = kegg:C00096 + kegg:C00013,2,skeleton,-0.844,0.566,-1.41,1.41,-0.202,0.135,-0.337,0.337,7.095,4.142,8.215,False,4.477,-0.837,1.51,-2.363,3.494,7.8,8.26,303.15,310.15,same,1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1 O=P([O-])([O-])OP(=O)([O-])O; 1 Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>O=P([O-])([O-])OP(=O)([O-])O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,True
rxn00974,citrate hydro-lyase (cis-aconitate-forming),4.2.1.3,aconitate hydratase,(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0],(1) cpd00137[0] <=> (1) cpd00001[0] + (1) cpd00331[0],kegg:C00158 = kegg:C00417 + kegg:C00001,3,stereo_exact,9.029,7.633,1.396,1.396,2.158,1.824,0.334,0.334,6.63,0.552,6.653,False,6.15,9.037,9.581,7.527,8.533,6.8,7.4,298.15,298.15,reversed,1 O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],1 O; 1 O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]>>O.O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],True
