rxn	name	ec	status	is_transport	n_src	birge	struct_zero	dg_GC	grade_GC	dg_EQ	grade_EQ	dg_DGPMS	grade_DGPMS	dg_TECRDB	grade_TECRDB	best_grade	best_source
rxn55903	65604		OK	0	3	0.3710	False	-5.2600	SILVER	-6.9640	SILVER	-4.0200	SILVER			SILVER	GC
rxn55904	65608		OK	0	3	0.3710	False	-5.2600	SILVER	-6.9640	SILVER	-4.0200	SILVER			SILVER	GC
rxn55905	65612		CPDFORMERROR	0	0		False										
rxn55906	65616		CI:2	0	0		False										
rxn55907	65620		OK	0	2	0.1216	False	-5.2600	SILVER			-4.0200	SILVER			SILVER	GC
rxn55908	65624		CI:1	0	2	0.1216	False	-5.2600	SILVER			-4.0200	SILVER			SILVER	GC
rxn55909	65628		CI:1	0	2	0.1216	False	-5.2600	SILVER			-4.0200	SILVER			SILVER	GC
rxn55910	65632		OK	0	0		False										
rxn55911	65636		OK	0	2	0.1216	False	-5.2600	SILVER			-4.0200	SILVER			SILVER	GC
rxn55912	65640		OK	0	2	0.1216	False	-5.2600	SILVER			-4.0200	SILVER			SILVER	GC
rxn55913	65644		OK	0	2	0.1216	False	-5.2600	SILVER			-4.0200	SILVER			SILVER	GC
rxn55914	65648		MI:C:15/H:30/O:-2	0	0		False										
rxn55915	65652		MI:C:15/H:30/O:-2	0	0		False										
rxn55916	65656		CI:2	0	0		False										
rxn55917	65660		CI:2	0	0		False										
rxn55918	65664		OK	1	0		True										
rxn55919	65668		MI:C:14/H:28/O:-2	0	0		False										
rxn55920	65672		MI:C:14/H:28/O:-2	0	0		False										
rxn55921	65676		MI:C:14/H:28/O:-2	0	0		False										
rxn55922	65680		MI:C:14/H:28/O:-2	0	0		False										
rxn55923	65684		MI:C:14/H:28/O:-2	0	0		False										
rxn55924	65688		MI:C:14/H:28/O:-2	0	0		False										
rxn55925	65692		MI:C:15/H:30/O:-2	0	0		False										
rxn55926	65696		MI:C:15/H:30/O:-2	0	0		False										
rxn55927	65700		CPDFORMERROR	0	0		False										
rxn55928	65704		CI:2	0	3	0.8706	False	-1.7000	SILVER	-3.6200	SILVER	-10.4100	BRONZE			SILVER	GC
rxn55929	65716		OK	0	0		False										
rxn55930	65720		CI:-1	0	2	1.1208	False	-133.7300	SILVER			-122.9500	BRONZE			SILVER	GC
rxn55931	65724		CI:-1	0	2	1.1208	False	-133.7300	SILVER			-122.9500	BRONZE			SILVER	GC
rxn55932	65728		CI:-1	0	2	1.1041	False	-133.7300	SILVER			-122.9500	BRONZE			SILVER	GC
rxn55933	65732		CI:-1	0	2	1.1041	False	-133.7300	SILVER			-122.9500	BRONZE			SILVER	GC
rxn55934	65736		CI:-1	0	2	1.1041	False	-133.7300	SILVER			-122.9500	BRONZE			SILVER	GC
rxn55935	65740		CI:-1	0	2	1.1041	False	-133.7300	SILVER			-122.9500	BRONZE			SILVER	GC
rxn55936	65744		CI:-1	0	2	1.1041	False	-133.7300	SILVER			-122.9500	BRONZE			SILVER	GC
rxn55937	65748		OK	0	2	1.0948	False	-133.7300	SILVER			-122.9500	BRONZE			SILVER	GC
rxn55938	65752		OK	0	3	1.4770	False	-108.2800	SILVER	-105.6340	SILVER	-96.7700	BRONZE			SILVER	GC
rxn55939	65756		CPDFORMERROR	0	0		False										
rxn55940	65760		CPDFORMERROR	0	0		False										
rxn55941	65764		CPDFORMERROR	0	0		False										
rxn55942	65768		CPDFORMERROR	0	0		False										
rxn55943	65772		CPDFORMERROR	0	0		False										
rxn55944	65776		CPDFORMERROR	0	0		False										
rxn55945	65780		CPDFORMERROR	0	0		False										
rxn55946	65784		CPDFORMERROR	0	0		False										
rxn55947	65788		CPDFORMERROR	0	0		False										
rxn55948	65792		CPDFORMERROR	0	0		False										
rxn55949	65796		CPDFORMERROR	0	0		False										
rxn55950	65800		CPDFORMERROR	0	0		False										
rxn55951	65804		CPDFORMERROR	0	0		False										
rxn55952	65808		CPDFORMERROR	0	0		False										
rxn55953	65812		CPDFORMERROR	0	0		False										
rxn55954	65816		CPDFORMERROR	0	0		False										
rxn55955	65820		CPDFORMERROR	0	0		False										
rxn55956	65824		CPDFORMERROR	0	0		False										
rxn55957	65828		OK	0	3	1.7368	False	-13.2400	BRONZE	-6.9200	SILVER	-3.6200	BRONZE			SILVER	EQ
rxn55958	65832		CPDFORMERROR	0	0		False										
rxn55959	65836		CPDFORMERROR	0	0		False										
rxn55960	65840		OK	1	0		True										
rxn55961	65844		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn55962	65848		CI:3	0	0		False										
rxn55963	65852		OK	0	0		False										
rxn55964	65856		CI:3	0	0		False										
rxn55965	65860		CI:3	0	0		False										
rxn55966	65864		CI:3	0	0		False										
rxn55967	65868		OK	0	3	0.9946	False	7.8400	SILVER	6.8200	SILVER	20.3000	BRONZE			SILVER	GC
rxn55968	65872		CI:3	0	0		False										
rxn55969	65876		OK	0	3	0.9946	False	7.8400	SILVER	6.8200	SILVER	20.3000	BRONZE			SILVER	GC
rxn55970	65880		CI:3	0	0		False										
rxn55971	65884		OK	0	3	3.5312	False	-13.2300	BRONZE	-30.3340	BRONZE	44.4900	BRONZE			BRONZE	GC
rxn55972	65896		OK	0	3	3.0857	False	-14.6900	BRONZE	-31.8110	BRONZE	14.5400	BRONZE			BRONZE	GC
rxn55973	65900		OK	0	3	3.5014	False	-14.6900	BRONZE	-32.2080	BRONZE	39.1900	BRONZE			BRONZE	GC
rxn55974	65904		OK	0	3	0.8320	False	-1.4600	BRONZE	-4.6660	SILVER	0.1100	SILVER			SILVER	EQ
rxn55975	65908		OK	0	3	3.5546	False	-13.2300	BRONZE	-30.3670	BRONZE	45.3400	BRONZE			BRONZE	GC
rxn55976	65912		OK	0	3	0.9429	False	0.0000	SILVER	-2.8250	SILVER	6.2700	SILVER			SILVER	GC
rxn55977	65916		OK	0	3	3.1020	False	-13.2300	BRONZE	-29.9700	BRONZE	20.7000	BRONZE			BRONZE	GC
rxn55978	65920		OK	0	3	1.0092	False	0.0000	SILVER	-2.2220	SILVER	1.4600	BRONZE			SILVER	GC
rxn55979	65924		OK	0	2	0.6125	False	-4.3300	SILVER			-8.6900	SILVER			SILVER	GC
rxn55980	65928		OK	0	1		False					-8.6900	BRONZE			BRONZE	DGPMS
rxn55981	65932		OK	0	2	0.2659	False	-6.7100	SILVER			-11.6100	SILVER			SILVER	GC
rxn55982	65936		OK	0	3	0.4371	False	0.0000	SILVER	0.0000	GOLD	-3.6900	SILVER	-0.4859	SILVER	GOLD	EQ
rxn55983	65944		CI:1	0	0		False										
rxn55984	65948		CPDFORMERROR	0	0		False										
rxn55985	65952		OK	0	0		False										
rxn55986	65956		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn55987	65960		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn55988	65968		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn55989	65972		OK	1	1		True			-6.0910	GOLD					GOLD	EQ
rxn55990	65976		MI:R:-1	0	0		False										
rxn55991	65980		MI:R:-1	0	0		False										
rxn55992	65984		MI:R:-1	0	0		False										
rxn55993	65988		OK	0	3	10.4426	False	66.4400	BRONZE	4.9950	SILVER	21.7100	BRONZE			SILVER	EQ
rxn55994	65996		CPDFORMERROR	0	0		False										
rxn55995	66000		CPDFORMERROR	0	0		False										
rxn55996	66004		CPDFORMERROR	0	0		False										
rxn55997	66008		CPDFORMERROR	0	0		False										
rxn55998	66012		CPDFORMERROR	0	0		False										
rxn55999	66016		OK	0	1		False					-9.6600	BRONZE			BRONZE	DGPMS
rxn56000	66020		CPDFORMERROR	0	0		False										
rxn56001	66024		CPDFORMERROR	0	0		False										
rxn56002	66028		CPDFORMERROR	0	0		False										
rxn56003	66032		OK	0	2	0.4113	False	0.0000	SILVER	-1.8920	SILVER					SILVER	GC
rxn56004	66036		OK	1	1		True			-6.0910	GOLD					GOLD	EQ
rxn56005	66040		CPDFORMERROR	0	0		False										
rxn56006	66044		OK	0	3	2.7171	False	-13.2300	BRONZE	-27.1390	BRONZE	22.7800	BRONZE			BRONZE	GC
rxn56007	66048		OK	0	3	0.6860	False	0.0000	SILVER	0.6090	SILVER	3.5400	SILVER			SILVER	GC
rxn56008	66052		OK	0	3	2.1178	False	-13.2300	BRONZE	-21.0350	BRONZE	32.9900	BRONZE			BRONZE	GC
rxn56009	66056		OK	0	3	1.4391	False	0.0000	BRONZE	6.7130	SILVER	13.7600	BRONZE			SILVER	EQ
rxn56010	66060		OK	0	3	2.7528	False	-13.2300	BRONZE	-27.7390	BRONZE	19.9100	BRONZE			BRONZE	GC
rxn56011	66064		OK	0	3	0.1617	False	-0.0000	SILVER	0.0090	GOLD	0.6700	SILVER			GOLD	EQ
rxn56012	66068		OK	0	3	3.1199	False	-13.2300	BRONZE	-29.9990	BRONZE	21.5100	BRONZE			BRONZE	GC
rxn56013	66072		OK	0	3	1.1806	False	-0.0000	SILVER	-2.2510	SILVER	2.2700	BRONZE			SILVER	GC
rxn56014	66076		OK	0	3	2.7208	False	-13.2300	BRONZE	-27.5240	BRONZE	19.9100	BRONZE			BRONZE	GC
rxn56015	66080		OK	0	3	0.1242	False	-0.0000	SILVER	0.2240	SILVER	0.6700	SILVER			SILVER	GC
rxn56016	66084		OK	0	3	2.7026	False	-13.2300	BRONZE	-27.4380	BRONZE	19.6100	BRONZE			BRONZE	GC
rxn56017	66088		OK	0	3	0.0841	True	0.0000	BRONZE	0.3100	SILVER	0.3700	BRONZE			SILVER	EQ
rxn56018	66092		OK	0	3	2.9822	False	-13.2300	BRONZE	-29.9230	BRONZE	19.9100	BRONZE			BRONZE	GC
rxn56019	66096		OK	0	3	0.8196	False	0.0000	SILVER	-2.1750	SILVER	0.6800	SILVER			SILVER	GC
rxn56020	66100		OK	0	3	2.9959	False	-13.2300	BRONZE	-30.0380	BRONZE	19.7400	BRONZE			BRONZE	GC
rxn56021	66104		OK	0	3	0.7702	False	0.0000	SILVER	-2.2900	SILVER	0.5100	SILVER			SILVER	GC
rxn56022	66108		OK	0	3	1.7921	False	-3.9400	BRONZE	-3.7480	BRONZE	-18.1800	BRONZE			BRONZE	GC
rxn56023	66112		OK	0	3	0.6574	False	0.0000	SILVER	2.8990	SILVER	3.0300	SILVER			SILVER	GC
rxn56024	66116		OK	0	3	0.2901	False	-0.0000	SILVER	0.0720	SILVER	1.3800	SILVER			SILVER	GC
rxn56025	66120		OK	0	3	0.3493	False	-0.0000	SILVER	0.5210	SILVER	2.9000	SILVER			SILVER	GC
rxn56026	66124		OK	0	3	0.3117	False	-0.0000	SILVER	0.8140	SILVER	-3.2200	SILVER			SILVER	GC
rxn56027	66128		OK	0	3	0.6274	False	0.0000	SILVER	2.7840	SILVER	2.8700	SILVER			SILVER	GC
rxn56028	66132		OK	1	1		True			-6.0910	GOLD					GOLD	EQ
rxn56029	66136		OK	0	3	0.2253	False	-5.2600	SILVER	-5.6760	SILVER	-7.5900	SILVER			SILVER	GC
rxn56030	66140		OK	0	3	0.2253	False	-5.2600	SILVER	-5.6760	SILVER	-7.5900	SILVER			SILVER	GC
rxn56031	66144		OK	0	3	0.2254	False	-5.2600	SILVER	-5.6750	SILVER	-7.5900	SILVER			SILVER	GC
rxn56032	66148		OK	0	3	0.2253	False	-5.2600	SILVER	-5.6760	SILVER	-7.5900	SILVER			SILVER	GC
rxn56033	66152		CI:1	0	2	0.3122	False	-5.2600	SILVER			-7.5900	SILVER			SILVER	GC
rxn56034	66156		OK	0	2	0.1300	False	-5.2600	SILVER			-4.2900	SILVER			SILVER	GC
rxn56035	66160		OK	0	2	0.1300	False	-5.2600	SILVER			-4.2900	SILVER			SILVER	GC
rxn56036	66164		OK	0	3	0.4328	False	-5.2600	SILVER	-7.0440	SILVER	-4.2900	SILVER			SILVER	GC
rxn56037	66168		OK	1	1		True			-6.0910	GOLD					GOLD	EQ
rxn56038	66172		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn56039	66176		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56040	66180		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56041	66184		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56042	66188		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56043	66192		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56044	66196		OK	0	3	0.2253	False	-5.2600	SILVER	-5.6760	SILVER	-7.5900	SILVER			SILVER	GC
rxn56045	66200		OK	0	3	1.5349	False	-15.1600	BRONZE	-17.3370	BRONZE	-28.7400	BRONZE			BRONZE	GC
rxn56046	66204		CI:4	0	2	2.8300	False	-15.1600	BRONZE			-33.7300	BRONZE			BRONZE	GC
rxn56047	66208		OK	0	2	2.8300	False	-15.1600	BRONZE			-33.7300	BRONZE			BRONZE	GC
rxn56048	66212		OK	0	2	2.5969	False	-15.1600	BRONZE			-32.2000	BRONZE			BRONZE	GC
rxn56049	66216		OK	0	2	2.8300	False	-15.1600	BRONZE			-33.7300	BRONZE			BRONZE	GC
rxn56050	66220		OK	0	2	2.8300	False	-15.1600	BRONZE			-33.7300	BRONZE			BRONZE	GC
rxn56051	66224		OK	0	2	2.8300	False	-15.1600	BRONZE			-33.7300	BRONZE			BRONZE	GC
rxn56052	66228		OK	0	2	2.8300	False	-15.1600	BRONZE			-33.7300	BRONZE			BRONZE	GC
rxn56053	66232		OK	0	2	2.7821	False	-15.1600	BRONZE			-33.7300	BRONZE			BRONZE	GC
rxn56054	66236		OK	0	2	2.7821	False	-15.1600	BRONZE			-33.7300	BRONZE			BRONZE	GC
rxn56055	66240		CI:3	0	2	4.3573	False	-21.5200	BRONZE			-3.2600	GOLD			GOLD	DGPMS
rxn56056	66244		OK	0	2	2.9273	False	-11.1300	BRONZE			18.7100	BRONZE			BRONZE	GC
rxn56057	66248		CI:3	0	2	1.1279	False	-10.3900	SILVER			-21.9700	BRONZE			SILVER	GC
rxn56058	66252		CI:3	0	2	4.3573	False	-21.5200	BRONZE			-3.2600	GOLD			GOLD	DGPMS
rxn56059	66256		OK	0	2	2.9273	False	-11.1300	BRONZE			18.7100	BRONZE			BRONZE	GC
rxn56060	66260		CI:3	0	2	1.1279	False	-10.3900	SILVER			-21.9700	BRONZE			SILVER	GC
rxn56061	66264		CI:1	0	2	2.9273	False	-11.1300	BRONZE			18.7100	BRONZE			BRONZE	GC
rxn56062	66268		CI:-1	0	2	1.1279	False	-10.3900	SILVER			-21.9700	BRONZE			SILVER	GC
rxn56063	66272		OK	1	1		True			-6.0910	GOLD					GOLD	EQ
rxn56064	66276		CI:-1	0	2	1.0647	False	-1.7000	SILVER			-7.0500	SILVER			SILVER	GC
rxn56065	66284		CI:-2	0	2	1.0647	False	-1.7000	SILVER			-7.0500	SILVER			SILVER	GC
rxn56066	66288		CI:1	0	0		False										
rxn56067	66292		OK	0	0		False										
rxn56068	66300		OK	0	0		False										
rxn56069	66304		CI:1	0	0		False										
rxn56070	66308		OK	0	0		False										
rxn56071	66312		CI:1	0	0		False										
rxn56072	66316		CI:1	0	0		False										
rxn56073	66320		OK	1	0		True										
rxn56074	66324		OK	1	0		True										
rxn56075	66344		OK	1	1		True			-6.0910	GOLD					GOLD	EQ
rxn56076	66348		CI:2	0	0		False										
rxn56077	66376		OK	0	3	3.8650	False	7.2200	BRONZE	-4.1140	SILVER	-3.4500	GOLD			GOLD	DGPMS
rxn56078	66380		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56079	66388		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56080	66392		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56081	66396		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56082	66400		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56083	66404		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56084	66408		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56085	66412		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56086	66416		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56087	66420		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56088	66424		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56089	66432		OK	1	1		True	0.0000	BRONZE					-0.4859	SILVER	SILVER	TECRDB
rxn56090	66456		CPDFORMERROR	0	0		False										
rxn56091	66468		OK	0	2	4.0767	False	-69.6700	BRONZE			17.1100	BRONZE			BRONZE	GC
rxn56092	66476		CI:-2	0	2	3.1769	False	-2.7000	BRONZE			14.4400	BRONZE			BRONZE	GC
rxn56093	66480		CI:-1	0	2	3.1769	False	-2.7000	BRONZE			14.4400	BRONZE			BRONZE	GC
rxn56094	66484		CI:-2	0	2	3.1769	False	-2.7000	BRONZE			14.4400	BRONZE			BRONZE	GC
rxn56095	66488		CI:-1	0	2	2.2997	False	-2.7000	BRONZE			12.6500	BRONZE			BRONZE	GC
rxn56096	66492		CI:2	0	3	0.9789	False	-1.7000	SILVER	-0.9900	SILVER	-9.0000	BRONZE			SILVER	GC
rxn56097	66496		CI:2	0	2	1.0937	False	-1.7000	SILVER			-9.0000	SILVER			SILVER	GC
rxn56098	66500		CI:2	0	2	1.3223	False	-1.7000	SILVER			-11.7000	BRONZE			SILVER	GC
rxn56099	66504		CPDFORMERROR	0	0		False										
rxn56100	66508		CPDFORMERROR	0	0		False										
rxn56101	66512		CPDFORMERROR	0	0		False										
rxn56102	66516		CPDFORMERROR	0	0		False										
rxn56103	66520		CPDFORMERROR	0	0		False										
rxn56104	66524		OK	1	1		True	-0.0000	BRONZE							BRONZE	GC
rxn56105	66528		CPDFORMERROR	0	0		False										
rxn56106	66532		CPDFORMERROR	0	0		False										
rxn56107	66536		CI:2	0	0		False										
rxn56108	66540		CI:2	0	0		False										
rxn56109	66544		CPDFORMERROR	0	0		False										
rxn56110	66548		OK	0	1		False					-9.9800	BRONZE			BRONZE	DGPMS
rxn56111	66552		CPDFORMERROR	0	0		False										
rxn56112	66556		CPDFORMERROR	0	0		False										
rxn56113	66560		CPDFORMERROR	0	0		False										
rxn56114	66564		CPDFORMERROR	0	0		False										
rxn56115	66572		CI:1	0	2	0.2911	False	-14.0000	SILVER			-9.9800	SILVER			SILVER	GC
rxn56116	66576		CI:1	0	2	0.2911	False	-14.0000	SILVER			-9.9800	SILVER			SILVER	GC
rxn56117	66580		CI:1	0	2	4.4628	False	-14.0000	BRONZE			60.9700	BRONZE			BRONZE	GC
rxn56118	66584		CI:2	0	0		False										
rxn56119	66588		CPDFORMERROR	0	0		False										
rxn56120	66592		CPDFORMERROR	0	0		False										
rxn56121	66596		OK	0	3	2.3787	False	-82.8800	BRONZE	-95.5620	BRONZE	-51.5100	BRONZE			BRONZE	GC
rxn56122	66604		CPDFORMERROR	0	0		False										
rxn56123	66608		CPDFORMERROR	0	0		False										
rxn56124	66612		CPDFORMERROR	0	0		False										
rxn56125	66616		OK	1	0		True										
rxn56126	66620		CPDFORMERROR	0	0		False										
rxn56127	66624		CPDFORMERROR	0	0		False										
rxn56128	66628		CPDFORMERROR	0	0		False										
rxn56129	66632		CPDFORMERROR	0	0		False										
rxn56130	66636		OK	0	2	2.1349	False	-57.8700	BRONZE			-12.5000	BRONZE			BRONZE	GC
rxn56131	66640		OK	0	2	2.6327	False	-72.6900	BRONZE			-16.7400	BRONZE			BRONZE	GC
rxn56132	66644		OK	0	2	0.5115	False	-27.4900	SILVER			-16.6200	SILVER			SILVER	GC
rxn56133	66648		OK	0	2	0.9119	False	-59.9900	SILVER			-40.6100	SILVER			SILVER	GC
rxn56134	66652		OK	0	2	0.8009	False	-52.7500	SILVER			-35.7300	SILVER			SILVER	GC
rxn56135	66656		OK	1	1		True					17.1200	BRONZE			BRONZE	DGPMS
rxn56136	66660		OK	1	1		True			-6.0910	GOLD					GOLD	EQ
rxn56137	66664		OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56138	66668		CPDFORMERROR	0	0		False										
rxn56139	66672		CI:-1	0	2	1.2746	False	7.6100	SILVER			-15.8300	BRONZE			SILVER	GC
rxn56140	66676		OK	0	2	0.6294	False	-26.4100	SILVER			-30.5400	SILVER			SILVER	GC
rxn56141	66680		OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56142	66684		CPDFORMERROR	0	0		False										
rxn56143	66688		CI:-1	0	0		False										
rxn56144	66692		CPDFORMERROR	0	0		False										
rxn56145	66696		OK	0	2	0.5435	False	-4.3300	SILVER			1.2100	SILVER			SILVER	GC
rxn56146	66700		CI:3	0	2	1.8991	False	-21.5200	BRONZE			-0.8800	BRONZE			BRONZE	GC
rxn56147	66704		CI:-4	0	2	0.3111	False	-5.7200	SILVER			-9.0800	SILVER			SILVER	GC
rxn56148	66708		OK	0	2	0.2188	False	-2.1100	SILVER			-4.3400	SILVER			SILVER	GC
rxn56149	66712		CPDFORMERROR	0	0		False										
rxn56150	66716		OK	0	3	0.3949	False	0.0000	SILVER	-1.7800	GOLD	-3.7100	SILVER			GOLD	EQ
rxn56151	66720		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56152	66724		CI:1	0	3	0.5525	False	0.4600	SILVER	-1.8620	SILVER	-3.5700	SILVER			SILVER	GC
rxn56153	66728		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56154	66732		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56155	66736		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56156	66740		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56157	66744		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56158	66752		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56159	66756		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56160	66760		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56161	66764		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56162	66768		OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56163	66772		OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56164	66776		OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56165	66780		CI:-3	0	2	0.8501	False	-3.1100	SILVER			11.1700	SILVER			SILVER	GC
rxn56166	66784		CPDFORMERROR	1	0		True										
rxn56167	66788		OK	0	2	1.9060	False	-25.9300	BRONZE			-60.9800	BRONZE			BRONZE	GC
rxn56168	66792		OK	0	2	1.1030	False	-25.9300	SILVER			-49.3700	BRONZE			SILVER	GC
rxn56169	66796		CPDFORMERROR	0	0		False										
rxn56170	66800		CPDFORMERROR	0	0		False										
rxn56171	66804		CPDFORMERROR	0	0		False										
rxn56172	66808		CI:1	0	2	3.3034	False	-68.6700	BRONZE			-138.9900	BRONZE			BRONZE	GC
rxn56173	66812		CI:1	0	2	3.1292	False	-84.7500	BRONZE			-151.3600	BRONZE			BRONZE	GC
rxn56174	66816		OK	1	0		True										
rxn56175	66820		OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn56176	66824		CPDFORMERROR	0	0		False										
rxn56177	66828		CPDFORMERROR	0	0		False										
rxn56178	66832		OK	0	2	3.4387	False	-104.9400	BRONZE			-31.7400	BRONZE			BRONZE	GC
rxn56179	66836		CPDFORMERROR	0	0		False										
rxn56180	66840		CPDFORMERROR	0	0		False										
rxn56181	66844		CPDFORMERROR	0	0		False										
rxn56182	66852		OK	0	3	1.3729	False	-45.0000	BRONZE	-36.6800	BRONZE	-53.8500	SILVER			SILVER	DGPMS
rxn56183	66856		OK	0	3	2.0593	False	-67.5000	BRONZE	-55.0200	BRONZE	-80.7700	BRONZE			BRONZE	GC
rxn56184	66860		OK	0	3	2.7580	False	-90.0000	BRONZE	-73.0730	BRONZE	-105.0000	BRONZE			BRONZE	GC
rxn56185	66864		OK	0	1		False					-31.2400	BRONZE			BRONZE	DGPMS
rxn56186	66868		CPDFORMERROR	0	0		False										
rxn56187	66872		CPDFORMERROR	0	0		False										
rxn56188	66876		CPDFORMERROR	0	0		False										
rxn56189	66880		CPDFORMERROR	0	0		False										
rxn56190	66884		CPDFORMERROR	0	0		False										
rxn56191	66888		CPDFORMERROR	0	0		False										
rxn56192	66892		CPDFORMERROR	0	0		False										
rxn56193	66896		CPDFORMERROR	0	0		False										
rxn56194	66900		OK	0	2	1.9994	False	2.9000	BRONZE			-18.8300	BRONZE			BRONZE	GC
rxn56195	66904		CI:2	0	0		False										
rxn56196	66908		CI:1	0	2	4.8814	False	-92.8500	BRONZE			-196.7600	BRONZE			BRONZE	GC
rxn56197	66912		OK	0	2	0.5435	False	-4.3300	SILVER			1.2100	SILVER			SILVER	GC
rxn56198	66916		CPDFORMERROR	0	0		False										
rxn56199	66920		OK	0	3	0.6824	False	1.7500	SILVER	-1.6050	SILVER	-3.5600	SILVER			SILVER	GC
rxn56200	66924		CPDFORMERROR	0	0		False										
rxn56201	66928		CPDFORMERROR	0	0		False										
rxn56202	66932		CI:-1	0	3	1.0590	False	-4.0500	BRONZE	-9.0540	SILVER	4.4900	SILVER			SILVER	EQ
rxn56203	66936		OK	0	3	0.9184	False	-4.0500	BRONZE	-9.0370	SILVER	-1.6300	SILVER			SILVER	EQ
rxn56204	66940		OK	0	2	4.3139	False	-108.1700	BRONZE			-200.0000	BRONZE			BRONZE	GC
rxn56205	66944		CPDFORMERROR	0	0		False										
rxn56206	66948		OK	0	3	0.8408	False	-3.6100	BRONZE	0.8100	SILVER	3.5000	SILVER			SILVER	EQ
rxn56207	66960		CI:2	0	3	0.3097	False	-1.7000	SILVER	-0.9900	SILVER	-3.7800	SILVER			SILVER	GC
rxn56208	66964		CI:2	0	3	0.9672	False	-1.7000	SILVER	-0.9950	SILVER	-8.9100	BRONZE			SILVER	GC
rxn56209	66968		OK	0	3	0.6739	False	-1.7000	SILVER	-0.9710	SILVER	-6.5100	SILVER			SILVER	GC
