rxn	name	ec	status	is_transport	n_src	birge	struct_zero	dg_GC	grade_GC	dg_EQ	grade_EQ	dg_DGPMS	grade_DGPMS	dg_TECRDB	grade_TECRDB	best_grade	best_source
rxn10094	S-adenosylmethione:2-demethylmenaquinone methyltransferase		OK	0	1		False	-19.3900	BRONZE			22.4800				BRONZE	GC
rxn10095	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase		CI:3	0	3	1.6246	False	-65.2100	BRONZE	-68.0050	BRONZE	-113.7300	BRONZE			BRONZE	GC
rxn10096	Cardiolipin Synthase (E.coli)		OK	0	0		False										
rxn10097	Fatty acid biosynthesis (n-C14:0)		OK	0	0		False										
rxn10098	Fatty acid biosynthesis (n-C12:0)		OK	0	0		False										
rxn10099	Fatty acid biosynthesis (n-C16:0)		CI:1	0	0		False										
rxn10100	3-hydroxy-myristoyl-ACP synthesis		CI:2	0	0		False										
rxn10101	Fatty acid biosynthesis (n-C18:1)		CI:2	0	0		False										
rxn10102	Fatty acid biosynthesis (n-C14:1)		CI:2	0	0		False										
rxn10103	Fatty acid biosynthesis (n-C16:1)		CI:2	0	0		False										
rxn10104	Fatty acid oxidation (n-C16:0)		OK	0	3	13.6829	False	22.6300	BRONZE	111.2260	BRONZE	57.7500	BRONZE			BRONZE	GC
rxn10105	Fatty acid oxidation (tetradecanoate)		OK	0	3	12.3589	False	16.3200	BRONZE	95.8380	BRONZE	49.2400	BRONZE			BRONZE	GC
rxn10106	Fatty acid oxidation (octadecanoate)		OK	0	3	15.4737	False	28.9400	BRONZE	128.6330	BRONZE	66.2600	BRONZE			BRONZE	GC
rxn10107	Phosphatidylglycerol phosphate phosphatase (Ecoli)	3.1.3.27	OK	0	0		False										
rxn10109	Phosphatidic acid synthase (Ecoli)		MI:C:-31.720/H:-61/R:2|CI:-1.240	0	0		False										
rxn10110	Phosphatidylserine decarboxylase (Ecoli)	4.1.1.65	OK	0	0		False										
rxn10111	Phosphatidylserine syntase (Ecoli)	2.7.8.8	OK	0	0		False										
rxn10112	cytochrome oxidase bd (ubiquinol-8: 2 protons)		OK	1	1		True	-36.9500	BRONZE			-47.1000				BRONZE	GC
rxn10113	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)		OK	1	1		True	-36.9500	BRONZE			-47.1000				BRONZE	GC
rxn10114	formate dehydrogenase (quinone-8: 2 protons)	1.2.2.1	OK	1	1		True	-20.5600	BRONZE			-10.4400				BRONZE	GC
rxn10115	Formate Dehydrogenase (menaquinone-8: 2 protons)	1.2.2.1	OK	1	1		True	-24.6500	BRONZE			-28.9200				BRONZE	GC
rxn10116	Glucose dehydrogenase (ubiquinone-8 as acceptor)		OK	1	1		True	-24.8900	BRONZE			-11.6100				BRONZE	GC
rxn10117	Hydrogenase (Demethylmenaquinone-8: 2 protons)	1.18.99.1	OK	1	1		True	-28.7800	BRONZE			11.1400				BRONZE	GC
rxn10118	hydrogenase (ubiquinone-8: 2 protons)	1.18.99.1	OK	1	1		True	-25.9100	BRONZE			11.8000				BRONZE	GC
rxn10119	Hydrogenase (menaquinone8: 2 protons)	1.18.99.1	OK	1	1		True	-30.0000	BRONZE			-6.6800				BRONZE	GC
rxn10120	Nitrate reductase (Ubiquinol-8)	1.7.99.4	OK	1	0		True					-26.8200					
rxn10121	Nitrate reductase (Menaquinol-8)		OK	1	0		True					-8.3400					
rxn10122	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)	1.6.5.3	OK	1	1		True	-17.4700	BRONZE			-2.5800				BRONZE	GC
rxn10123	NADH dehydrogenase (menaquinone-8 & 2 protons)	1.6.5.3	OK	1	1		True	-21.5600	BRONZE			-21.0500				BRONZE	GC
rxn10124	NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons)	1.6.5.3	OK	1	1		True	-20.3400	BRONZE			-3.2400				BRONZE	GC
rxn10125	NAD(P) transhydrogenase	1.6.1.1	OK	1	1		True	0.0000	GOLD					0.4864	GOLD	GOLD	TECRDB
rxn10126	succinate dehyrdogenase		OK	0	2	5.4834	False	-12.6300	BRONZE	-38.7270	BRONZE	-8.3700				BRONZE	GC
rxn10127	Trimethylamine N-oxide reductase (menaquinol 8)		OK	1	1		True	-34.5000	BRONZE			-38.5200				BRONZE	GC
rxn10128	Trimethylamine N-oxide reductase (demethylmenaquinol 8)		OK	1	1		True	-35.7200	BRONZE			-56.3400				BRONZE	GC
rxn10129	Dimethyl sulfoxide reductase (Menaquinol 8)		OK	1	0		True					-41.3200					
rxn10130	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)		OK	1	0		True					-59.1400					
rxn10131	arginine/ornithine antiporter		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10132	Cyanate transport via proton symport		OK	1	1		True	-0.0000	BRONZE							BRONZE	GC
rxn10133	3-phenylpropionate transport via proton symport, reversible		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10134	3-(3-hydroxyphenyl)propionate transport via proton symport, reversible		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10135	3-hydroxycinnamic acid transport via proton symport, reversible		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10136	4-aminobutyrate/glutamate antiport		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10137	Tartrate/succinate antiporter		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10138	Succinate transport via ABC system		OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10139	Acetaldehyde dehydrogenase		OK	0	3	2.0228	False	-1.1400	BRONZE	-1.0900	GOLD	2.5000	SILVER			GOLD	EQ
rxn10140	S-Propane-1,2-diol facilitated transport		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10141	NMN transport via NMN glycohydrolase	3.2.2.14	OK	1	2	0.8249	True	-3.6400	BRONZE			13.8900	BRONZE			BRONZE	GC
rxn10142	Guanine transport		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10143	Hypoxanthine transport		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10144	ATP phosphohydrolase (polar-amino-acid-importing)	3.6.3.21	OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10145	M-diaminopimelic acid ABC transport	7.4.2.-	OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10146	ethanol reversible transport via proton symport		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10147	ATP phosphohydrolase (vitamin B12-importing)	3.6.3.33	OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10148	Lysine/Cadaverine antiporter		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10149	Carnitine/butyrobetaine antiporter		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10150	Citrate transport via succinate antiport		OK	1	1		True	-0.0000	BRONZE							BRONZE	GC
rxn10151	Aspartate transport via proton symport (2 H)		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10152	Fumarate transport via proton symport (2 H)		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10153	Malate transport via proton symport (2 H)		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10154	succinate transport via proton symport (2 H)		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10155	L-asparate transport via proton symport (3 H)		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10156	Malate transport via proton symport (3 H)		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10157	Succintate transport via proton symport (3 H)		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10158	Fumarate transport via proton symport (3 H)		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10159	succinate:fumarate antiporter		OK	1	1		True	-0.0000	BRONZE							BRONZE	GC
rxn10160	D-galactonate transport via proton symport, reversible		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10161	Octadecanoate transport via proton symport		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10162	Hexadecanoate transport via proton symport		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10163	Tetradecanoate transport via proton symport		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10164	RXN0-1683.ce.maizeexp.GLYCERALD_GLYCERALD		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10165	Glycerol-3-phosphate : phosphate antiporter		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10167	L-idonate transport via proton symport, reversible	3.6.3.-	OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10168	(K++H+)-ATPase	3.6.3.10;3.6.3.12;7.2.2.d;7.2.2.t	OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10169	TRANS-RXNAVI-26524.ce.brachyexp.LACTOSE_LACTOSE		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10170	nonpolar-amino-acid-transporting ATPase	3.6.3.22	OK	1	3	0.7784	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10171	D-lactate transport via proton symport		OK	1	1		True	0.0000	GOLD							GOLD	GC
rxn10172	maltopentaose transport via ABC system		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10173	ATP phosphohydrolase (disaccharide-importing)	3.6.3.18;7.5.2.1	OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10174	maltohexaose transport via ABC system		OK	1	3	0.7778	True	-6.7800	BRONZE	-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10175	Fructose transport via PEP:Pyr PTS (f6p generating)		OK	1	2	0.0911	True	-9.1100	BRONZE			-9.4500	GOLD			GOLD	DGPMS
rxn10176	Indole transport via proton symport, reversible		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10177	nitrate transport in via nitrite antiport		OK	1	0		True										
rxn10178	TRANS-RXN-129.ce		OK	1	0		True										
rxn10179	sodium proton antiporter (H:NA is 1.5)		OK	1	0		True										
rxn10180	Pantothenate sodium symporter		OK	1	0		True										
rxn10181	NMN permease		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10182	putrescine/ornithine antiporter		OK	1	1		True	-0.0000	BRONZE							BRONZE	GC
rxn10183	N-acetyl-D-mannosamine transport via PTS		OK	1	2	0.6082	True	-9.1100	BRONZE			-15.3100	BRONZE			BRONZE	GC
rxn10184	D-sorbitol transport via PEP:Pyr PTS		OK	1	2	0.0631	True	-9.1100	BRONZE			-9.2800	GOLD			GOLD	DGPMS
rxn10185	L-serine via sodium symport		OK	1	0		True										
rxn10186	L-threonine  via sodium symport		OK	1	0		True										
rxn10187	Mannose-6-phosphate transport via phosphate antiport		OK	1	1		True	0.0000	BRONZE							BRONZE	GC
rxn10188	Fucose 1-phosphate transport via phosphate antiport		OK	1	1		True	-0.0000	BRONZE							BRONZE	GC
rxn10191	D-alanine-poly(phosphoribitol) ligase	6.1.1.13	OK	0	0		False										
rxn10192	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase	2.7.8.12	OK	0	0		False										
rxn10193	Poly(glycerol-phosphate) alpha-glucosyltransferase	2.4.1.52	OK	0	0		False										
rxn10194	Teichoic acid (unsubstituted) export	3.6.3.40	OK	0	0		False										
rxn10195	Teichoic acid (glucose substituted) export	3.6.3.40	OK	0	0		False										
rxn10196	Teichoic acid (D-alanine substituted) export	3.6.3.40	OK	0	0		False										
rxn10197	TECA4S		OK	0	0		False										
rxn10198	Cell wall biosynthesis		CPDFORMERROR	0	0		False										
rxn10199	Peptidoglycan subunit synthesis		OK	0	0		False										
rxn10200	Lipoteichoic acid biosynthesis		CPDFORMERROR	0	0		False										
rxn10201	Lipid composition reaction (B. subtilis)		CPDFORMERROR	0	0		False										
rxn10202	glycerol-3-phosphate: acyl-coa acyltransferase (16:0)	2.3.1.15	OK	0	0		False										
rxn10203	myristoyl-glycerol-3-phosphate O-acyltransferase	2.3.1.15	OK	0	3	0.6980	False	-3.6100	SILVER	0.0340	SILVER	-2.3500	SILVER			SILVER	GC
rxn10204	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase	2.3.1.15	OK	0	3	0.6980	False	-3.6100	SILVER	0.0340	SILVER	-2.3500	SILVER			SILVER	GC
rxn10205	isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase	2.3.1.15	OK	0	0		False										
rxn10206	anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase	2.3.1.15	OK	0	0		False										
rxn10207	isotetradecanoyl-glycerol-3-phosphate O-acyltransferase	2.3.1.15	OK	0	0		False										
rxn10208	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase	2.3.1.15	OK	0	0		False										
rxn10209	anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase	2.3.1.15	OK	0	0		False										
rxn10210	isohexadecanoyl-glycerol-3-phosphate O-acyltransferase	2.3.1.15	OK	0	0		False										
rxn10211	palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10212	myristoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10213	stearoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10214	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10215	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10216	isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10217	isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10218	anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10219	isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	2.3.1.51	OK	0	0		False										
rxn10220	isoheptadecanoyl-phosphatidate cytidylyltransferase	2.7.7.41	OK	0	0		False										
rxn10221	anteisoheptadecanoyl-phosphatidate cytidylyltransferase	2.7.7.41	OK	0	0		False										
rxn10222	isotetradecanoyl-phosphatidate cytidylyltransferase	2.7.7.41	OK	0	0		False										
rxn10223	isopentadecanoyl-phosphatidate cytidylyltransferase	2.7.7.41	OK	0	0		False										
rxn10224	anteisopentadecanoyl-phosphatidate cytidylyltransferase	2.7.7.41	OK	0	0		False										
rxn10225	isohexadecanoyl-phosphatidate cytidylyltransferase	2.7.7.41	OK	0	0		False										
rxn10226	isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	2.7.8.8	OK	0	0		False										
rxn10227	anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	2.7.8.8	OK	0	0		False										
rxn10228	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	2.7.8.8	OK	0	0		False										
rxn10229	isopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	2.7.8.8	OK	0	0		False										
rxn10230	anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	2.7.8.8	OK	0	0		False										
rxn10231	isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase	2.7.8.8	OK	0	0		False										
rxn10232	isoheptadecanoyl-phosphatidylserine decarboxylase	4.1.1.65	OK	0	0		False										
rxn10233	anteisoheptadecanoyl-phosphatidylserine decarboxylase	4.1.1.65	OK	0	0		False										
rxn10234	isotetradecanoyl-phosphatidylserine decarboxylase	4.1.1.65	OK	0	0		False										
rxn10235	isopentadecanoyl-phosphatidylserine decarboxylase	4.1.1.65	OK	0	0		False										
rxn10236	anteisopentadecanoyl-phosphatidylserine decarboxylase	4.1.1.65	OK	0	0		False										
rxn10237	isohexadecanoyl-phosphatidylserine decarboxylase	4.1.1.65	OK	0	0		False										
rxn10238	isoheptadecanoyl-phosphatidic acid phosphatase	3.1.3.4	OK	0	0		False										
rxn10239	anteisoheptadecanoyl-phosphatidic acid phosphatase	3.1.3.4	OK	0	0		False										
rxn10240	isotetradecanoyl-phosphatidic acid phosphatase	3.1.3.4	OK	0	0		False										
rxn10241	isopentadecanoyl-phosphatidic acid phosphatase	3.1.3.4	OK	0	0		False										
rxn10242	anteisopentadecanoyl-phosphatidic acid phosphatase	3.1.3.4	OK	0	0		False										
rxn10243	isohexadecanoyl-phosphatidic acid phosphatase	3.1.3.4	OK	0	0		False										
rxn10244	palmitoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10245	myristoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10246	stearoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10247	isoheptadecanoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10248	anteisoheptadecanoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10249	isotetradecanoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10250	isopentadecanoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10251	anteisopentadecanoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10252	isohexadecanoyl-UDP-glucosyltransferase (triglucosyl)		OK	0	0		False										
rxn10253	isoheptadecanoyl-Diacylglycerol kinase	2.7.1.107	OK	0	0		False										
rxn10254	anteisoheptadecanoyl-Diacylglycerol kinase	2.7.1.107	OK	0	0		False										
rxn10255	isotetradecanoyl-Diacylglycerol kinase	2.7.1.107	OK	0	0		False										
rxn10256	isopentadecanoyl-Diacylglycerol kinase	2.7.1.107	OK	0	0		False										
rxn10257	anteisopentadecanoyl-Diacylglycerol kinase	2.7.1.107	OK	0	0		False										
rxn10258	isohexadecanoyl-Diacylglycerol kinase	2.7.1.107	OK	0	0		False										
rxn10259	isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	OK	0	0		False										
rxn10260	anteisoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	OK	0	0		False										
rxn10261	isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	OK	0	0		False										
rxn10262	isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	OK	0	0		False										
rxn10263	anteisopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	OK	0	0		False										
rxn10264	isohexadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	OK	0	0		False										
rxn10265	isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	3.1.3.27	OK	0	0		False										
rxn10266	anteisoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	3.1.3.27	OK	0	0		False										
rxn10267	isotetradecanoyl-Phosphatidylglycerophosphate phosphohydrolase	3.1.3.27	OK	0	0		False										
rxn10268	isopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	3.1.3.27	OK	0	0		False										
rxn10269	anteisopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	3.1.3.27	OK	0	0		False										
rxn10270	isohexadecanoyl-Phosphatidylglycerophosphate phosphohydrolase	3.1.3.27	OK	0	0		False										
rxn10271	palmitoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10272	myristoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10273	stearoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10274	isoheptadecanoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10275	anteisoheptadecanoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10276	isotetradecanoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10277	isopentadecanoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10278	anteisopentadecanoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10279	isohexadecanoyl-UDP-glucosyltransferase (diglucosyl)		OK	0	0		False										
rxn10280	palmitoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10281	myristoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10282	stearoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10283	isoheptadecanoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10284	anteisoheptadecanoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10285	isotetradecanoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10286	isopentadecanoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10287	anteisopentadecanoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10288	isohexadecanoyl-UDP-glucosyltransferase (monoglucosyl)		OK	0	0		False										
rxn10289	palmitoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10290	myristoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10291	stearoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10292	isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10293	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10294	isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10295	isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10296	anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10297	isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted	2.7.8.12	OK	0	0		False										
rxn10298	palmitoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10299	myristoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10300	stearoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10301	isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10302	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10303	isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10304	isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10305	anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10306	isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted	2.4.1.52	OK	0	0		False										
rxn10307	palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10308	myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10309	stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10310	isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10311	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10312	isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10313	isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10314	anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10315	isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted	2.7.8.-	OK	0	0		False										
rxn10316	palmitoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10317	myristoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10318	stearoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10319	isoheptadecanoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10320	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10321	isotetradecanoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10322	isopentadecanoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10323	anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10324	isohexadecanoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted		OK	0	0		False										
rxn10325	palmitoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10326	myristoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10327	stearoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10328	isoheptadecanoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10329	anteisoheptadecanoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10330	isotetradecanoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10331	isopentadecanoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10332	anteisopentadecanoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10333	isohexadecanoyl-lysylphosphatidylglycerol synthesis		OK	0	0		False										
rxn10334	palmitoyl-cardiolipin synthase		OK	0	0		False										
rxn10335	myristoyl-cardiolipin synthase		OK	0	0		False										
rxn10336	stearoyl-cardiolipin synthase		OK	0	0		False										
rxn10337	isoheptadecanoyl-cardiolipin synthase		OK	0	0		False										
rxn10338	anteisoheptadecanoyl-cardiolipin synthase		OK	0	0		False										
rxn10339	isotetradecanoyl-cardiolipin synthase		OK	0	0		False										
rxn10340	isopentadecanoyl-cardiolipin synthase		OK	0	0		False										
rxn10341	anteisopentadecanoyl-cardiolipin synthase		OK	0	0		False										
rxn10342	isohexadecanoyl-cardiolipin synthase		OK	0	0		False										
rxn10343	Mercury (Hg+2) ABC transporter		OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10344	Lead (Pb+2) ABC transporter		OK	1	2	1.0920	True			-6.0910	GOLD	-7.0700	GOLD			GOLD	EQ
rxn10348	alpha-amylase		MI:C:24/H:42/O:21/R:-2	0	0		False										
rxn10363	glycogen phosphorylase	2.4.1.1	OK	0	0		False										
rxn10381	UDP-L-Ara4N formyltransferase		OK	0	0		False										
rxn10382	undecaprenyl phosphate-L-Ara4FN transferase		CI:1	0	0		False										
