rxn	name	ec	source	dg	sigma	operator	ehat	p_ok	z	birge	n_src	struct_zero	grade	reason	n_anchor	n_proxy
rxn13802	D-alanine-D-alanine ligase (reversible)	6.3.2.4	Group contribution	-6.3200	8.8700	>	3.6853	0.5594	0.0190	0.6042	3	False	SILVER	corroborated	802	11318
rxn13803	Glutamine transaminase		Group contribution	2.5500	4.8200	=	3.6853	0.5594	0.5866	0.6964	3	False	SILVER	corroborated	802	11318
rxn13808	ammonium-hydroxide:NADP+ oxidoreductase	1.7.1.4	Group contribution	-44.5700	36.6200	=	3.6940	0.5594	5.5984	7.1307	2	False	BRONZE	outvoted	802	11318
rxn13809	Arginine:Agmatine antiporter		Group contribution	-0.0000	6.2700	=	3.6853	0.5594	0.0000		1	True	BRONZE	uncorroborated	802	11318
rxn13811	ascorbate transport		Group contribution	0.0000	2.9100	=	2.6883	0.6225	0.0000		1	True	BRONZE	uncorroborated	802	11318
rxn13812	L-aspartate oxidase		Group contribution	-27.2700	14.5900	>	3.6940	0.5594	0.7159	1.3194	3	False	SILVER	corroborated	802	11318
rxn13822	deoxyadenosine transport		Group contribution	0.0000	8.5700	=	3.6853	0.5594	0.0000		1	True	BRONZE	uncorroborated	802	11318
rxn13823	RXN-9030.c	3.3.2.15	Group contribution	-12.2200	3.7300	>	2.9031	0.5594	0.5306	0.5403	3	False	SILVER	corroborated	802	11318
rxn13825	Diamine oxidase		Group contribution	-24.9900	3.1600	>	2.6883	0.6225	1.1653	4.2527	3	False	BRONZE	uncorroborated	802	11318
rxn13828	fatty-acid--CoA ligase (n-C14:0) transport		Group contribution	-21.5200	13.6300	>	3.6940	0.5594	4.9590	3.6024	3	True	BRONZE	outvoted	802	11318
rxn13829	fatty-acid--CoA ligase (hexadecanoate) transport		Group contribution	-21.5200	13.7800	>	3.6940	0.5594	4.8853	3.4990	3	True	BRONZE	outvoted	802	11318
rxn13831	iron (II) transport via ABC system		Group contribution	-6.7800	8.7700	>	3.6853	0.5594	0.0139	0.5469	3	True	BRONZE	uncorroborated	802	11318
rxn13832	N-formyl-L-methionine transport via ABC system		Group contribution	-6.7800	9.1200	>	3.6853	0.5594	0.0139	0.5469	3	True	BRONZE	uncorroborated	802	11318
rxn13834	glucose 1-dehydrogenase (NADP) extracellular		Group contribution	-1.9700	12.8100	=	3.6853	0.5594	0.2430	0.2477	2	True	BRONZE	uncorroborated	802	11318
rxn13836	Gluconolactonase		Group contribution	-5.4500	3.1100	=	2.6883	0.6225	0.8321	0.8884	2	True	BRONZE	uncorroborated	802	11318
rxn13837	glutarate transport via h+ symport		Group contribution	0.0000	0.9800	=	0.6900	0.9730	0.0000		1	True	GOLD	self-certain	802	11318
rxn13847	Threonine dehydrogenase		Group contribution	6.9800	9.9300	=	3.6853	0.5594	2.8984	15.3823	3	False	BRONZE	uncorroborated	802	11318
rxn13849	D-mannose transport via ABC system		Group contribution	-6.7800	9.7000	>	3.6853	0.5594	0.0139	0.5469	3	True	BRONZE	uncorroborated	802	11318
rxn13853	TRANS-RXNAVI-26732.ce.brachyexp.MANNITOL_MANNITOL		Group contribution	-6.7800	9.1000	>	3.6853	0.5594	0.0139	0.5469	3	True	BRONZE	uncorroborated	802	11318
rxn13854	muconate transport in via proton symport		Group contribution	0.0000	3.3400	=	2.9031	0.6225	0.0000		1	True	BRONZE	uncorroborated	802	11318
rxn13859	NAPRTase		Group contribution	-29.3500	6.6500	>	3.6853	0.5594	1.0782	6.3303	2	False	BRONZE	uncorroborated	802	11318
rxn13861	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase		Group contribution	26.3400	8.1100	<	3.6853	0.5594	0.8670	5.0903	2	False	BRONZE	uncorroborated	802	11318
rxn13885	phenazine-1-carboxylic acid synthesis, step 3		Group contribution	-100.9300	7.4900	>	3.6853	0.5594	12.8174	9.2741	3	False	BRONZE	outvoted	802	11318
rxn13895	Proline dehydrogenase		Group contribution	-1.2700	14.3700	=	3.6940	0.5594	6.5915	6.5057	3	False	BRONZE	outvoted	802	11318
rxn13905	3,4 Dihydroxy-2-butanone-4-phosphate synthase		Group contribution	-20.1300	2.9000	>	2.6883	0.6225	0.1731	0.7430	3	False	SILVER	corroborated	802	11318
rxn13906	Spermidine dehydrogenase		Group contribution	3.4000	14.4600	=	3.6940	0.5594	4.0372	6.6851	3	False	BRONZE	outvoted	802	11318
rxn13927	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)		Group contribution	-174.7000	178.6100	=	3.6940	0.5594	0.0000		1	True	BRONZE	uncorroborated	802	11318
rxn13928	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)		Group contribution	-174.7000	178.6100	=	3.6940	0.5594	0.0000		1	True	BRONZE	uncorroborated	802	11318
rxn13930	FMN reductase	1.5.1.-;1.5.1.29;1.5.1.38;1.5.1.39	Group contribution	-4.8400	14.3500	=	3.6940	0.5594	1.2684	5.3057	3	False	BRONZE	uncorroborated	802	11318
rxn13931	D-glycero-D-manno-heptose 7-phosphate kinase	2.7.1.167	Group contribution	-14.0000	9.6500	=	3.6853	0.5594	2.9700	2.2143	3	False	BRONZE	uncorroborated	802	11318
rxn13933	mannitol-1-phosphate 5-dehydrogenase	1.1.1.17	Group contribution	2.0400	12.6100	=	3.6853	0.5594	0.0229	0.7446	3	False	SILVER	corroborated	802	11318
rxn13934	mannitol transport via PEP:Pyr PTS		Group contribution	-9.1100	3.0000	=	2.6883	0.6225	0.0594	0.0613	2	True	BRONZE	uncorroborated	802	11318
rxn13935	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)		Group contribution	-174.7000	178.6100	=	3.6940	0.5594	0.0000		1	True	BRONZE	uncorroborated	802	11318
rxn13936	Peptidoglycan subunit synthesis		Group contribution	-6.5100	45.5100	=	3.6940	0.5594	0.1680	0.9843	2	True	BRONZE	uncorroborated	802	11318
rxn13937	D-glycero-D-manno-heptose 7-phosphate aldose-ketose-isomerase	5.3.1.28	Group contribution	-0.8600	3.6300	=	2.9031	0.5594	0.5417	1.1801	3	False	SILVER	corroborated	802	11318
rxn13939	FMN reductase	1.5.1.-;1.5.1.29;1.5.1.38;1.5.1.39	Group contribution	-4.8400	14.3500	=	3.6940	0.5594	1.2684	5.3057	3	False	BRONZE	uncorroborated	802	11318
rxn13940	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	2.7.7.70	Group contribution	1.0700	10.5000	=	3.6853	0.5594	0.9975	1.0763	3	False	SILVER	corroborated	802	11318
rxn13941	D-glycero-D-manno-heptose 7-phosphate kinase	2.7.1.167	Group contribution	-14.0000	9.6500	=	3.6853	0.5594	2.9700	2.2143	3	False	BRONZE	uncorroborated	802	11318
rxn13943	mannitol-1-phosphate 5-dehydrogenase	1.1.1.17	Group contribution	2.0400	12.6100	=	3.6853	0.5594	0.0229	0.7446	3	False	SILVER	corroborated	802	11318
rxn13944	mannitol transport via PEP:Pyr PTS		Group contribution	-9.1100	3.0000	=	2.6883	0.6225	0.0594	0.0613	2	True	BRONZE	uncorroborated	802	11318
rxn13945	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)		Group contribution	-174.7000	178.6100	=	3.6940	0.5594	0.0000		1	True	BRONZE	uncorroborated	802	11318
rxn13946	Peptidoglycan subunit synthesis		Group contribution	-6.5100	45.5100	=	3.6940	0.5594	0.1680	0.9843	2	True	BRONZE	uncorroborated	802	11318
rxn13947	sedoheptulose 7-phosphate isomerase	5.3.1.28	Group contribution	-0.8600	3.6300	=	2.9031	0.5594	0.5417	1.1801	3	False	SILVER	corroborated	802	11318
rxn13949	beta-D-fructofuranosyl-alpha-D-mannopyranoside-6F-phosphate phosphohydrolase	3.1.3.79	Group contribution	7.2200	7.8400	=	3.6853	0.5594	2.8405	2.0408	3	False	BRONZE	uncorroborated	802	11318
rxn13952	tetrahydropalmatine:oxygen oxidoreductase	1.3.3.8	Group contribution	-48.3600	10.4300	>	3.6853	0.5594	0.1278	0.7506	2	False	SILVER	corroborated	802	11318
rxn13953	3alpha,7alpha-dihydroxy-5beta-cholestanate,NADPH:oxygen oxidoreductase (26-hydroxylating)	1.14.13.15	Group contribution	-118.5800	23.6100	>	3.6940	0.5594	0.0179	0.0939	3	False	SILVER	corroborated	802	11318
rxn13954	ADP-glucose: D-glucose 1-alpha-D-glucosyltransferase	2.4.1.245	Group contribution	-1.7000	12.0200	=	3.6853	0.5594	0.0791	0.2755	3	False	SILVER	corroborated	802	11318
rxn13955	GDP-D-mannose:alpha-L-rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol D-mannosyltransferase	2.4.1.-	Group contribution	-1.7000	21.3200	=	3.6940	0.5594	0.1742	1.0001	3	False	SILVER	corroborated	802	11318
rxn13956	2-trans,6-trans-farnesyl-diphosphate 2-cis-trans-isomerase		Group contribution	0.0000	4.3300	=	3.6853	0.5594	0.0030	0.2909	3	False	SILVER	corroborated	802	11318
rxn13957	ditrans,hexacis-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenylcistransferase	2.5.1.-;2.5.1.31	Group contribution	-22.5000	13.7200	>	3.6940	0.5594	1.0125	0.8699	3	False	BRONZE	uncorroborated	802	11318
rxn13958	raffinose:raffinose 3F-alpha-D-galactosyltransferase	2.4.1.166	Group contribution	0.0000	21.2800	=	3.6940	0.5594	0.5690	0.4182	3	False	SILVER	corroborated	802	11318
rxn13960	UDP-glucose:betanidin 6-O-beta-D-glucosyltransferase	2.4.1.-	Group contribution	-1.7000	10.2800	=	3.6853	0.5594	2.3156	1.7848	3	False	BRONZE	uncorroborated	802	11318
rxn13966	L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.41	Group contribution	-190.0300	25.2800	>	3.6940	0.5594	0.6057	1.2468	2	False	SILVER	corroborated	802	11318
rxn13967	UDP-glucose:curcumin glucosyltransferase	2.4.1.-	Group contribution	-1.7000	11.0500	=	3.6853	0.5594	2.3605	1.7107	3	False	BRONZE	uncorroborated	802	11318
rxn13968	dopamine:oxygen oxidoreductase	1.10.3.-	Group contribution	-79.7300	6.8800	>	3.6853	0.5594	2.3315	2.6481	3	False	BRONZE	uncorroborated	802	11318
rxn13969	5-formyluracil,2-oxoglutarate:oxygen oxidoreductase	1.14.11.6	Group contribution	-150.0000	3.9400	>	3.5584	0.5594	4.5612	3.3056	3	False	BRONZE	outvoted	802	11318
rxn13970	UDP-glucuronate:betanin beta-D-glucuronosyltransferase	2.4.1.-	Group contribution	-1.7000	12.2500	=	3.6853	0.5594	0.4405	0.6987	3	False	SILVER	corroborated	802	11318
rxn13972	UDP-L-rhamnose:NADP+ 4-oxidoreductase	1.1.1.-	Group contribution	-2.3300	14.9100	=	3.6940	0.5594	0.4209	1.0984	3	False	SILVER	corroborated	802	11318
rxn13975	2-(2'-methylthio)ethylmalate hydroxymutase	5.4.4.-	Group contribution	1.4200	2.4800	=	2.6883	0.6225	0.1848	0.5657	3	False	SILVER	corroborated	802	11318
rxn13977	3-(4'-methylthio)butylmalate oxidoreductase (decarboxylating)	1.1.1.-	Group contribution	-11.6400	2.5800	>	2.6883	0.6225	0.9856	1.3480	3	False	SILVER	corroborated	802	11318
rxn13980	cholest-5-ene-3beta,7alpha,25-triol:NAD+ 3-oxidoreductase	1.1.1.181	Group contribution	0.7800	22.9100	=	3.6940	0.5594	0.0129	0.5152	3	False	SILVER	corroborated	802	11318
rxn13981	dimethylallyl-diphosphate:dimethylallyl-diphosphate dimethylallyltransferase (lavandulyl-diphosphate-forming)	2.5.1.69	Group contribution	-25.6300	3.1400	>	2.6883	0.6225	3.3011	2.4451	3	False	BRONZE	outvoted	802	11318
rxn13983	3-(7'-methylthio)heptylmalate oxidoreductase (decarboxylating)	1.1.1.-	Group contribution	-11.6400	2.9800	>	2.6883	0.6225	0.9856	1.3480	3	False	SILVER	corroborated	802	11318
rxn13984	homomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	Group contribution	-190.0300	25.2600	>	3.6940	0.5594	0.4930	0.8637	2	False	SILVER	corroborated	802	11318
rxn13986	dihomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	Group contribution	-190.0300	25.2700	>	3.6940	0.5594	0.4930	0.8637	2	False	SILVER	corroborated	802	11318
rxn13988	(-)-menthone,NADPH:oxygen oxidoreductase	1.14.13.105	Group contribution	-97.2800	12.5600	>	3.6853	0.5594	4.6089	3.3444	3	False	BRONZE	outvoted	802	11318
rxn13989	dTDP-D-olivose:premithramycinone D-olivosyltransferase	2.4.1.-	Group contribution	-1.7000	14.3000	=	3.6940	0.5594	0.4871	1.3128	2	False	SILVER	corroborated	802	11318
rxn13990	ATP:N-acetyl-D-glucosamine 1-phosphotransferase	2.7.1.162	Group contribution	-14.0000	9.7500	=	3.6853	0.5594	3.2918	2.4396	3	False	BRONZE	outvoted	802	11318
rxn13995	2-(3'-methylthio)hexylmalate hydroxymutase	5.4.4.-	Group contribution	1.4200	2.8900	=	2.6883	0.6225	0.1848	0.5657	3	False	SILVER	corroborated	802	11318
rxn13998	feruloyl-CoA:malonyl-CoA C-feruloyltransferase (decarboxylating)	2.3.1.-	Group contribution	2.1300	14.6000	>	3.6940	0.5594	0.4241	2.1735	3	False	BRONZE	uncorroborated	802	11318
rxn13999	CDP-abequose:NADP+ 4-oxidoreductase	1.1.1.-;1.1.1.341;4.2.1.-	Group contribution	-2.3300	14.7000	=	3.6940	0.5594	0.4203	1.1210	3	False	SILVER	corroborated	802	11318
rxn14000	L-Lysine:NAD+ 6-oxidoreductase (deaminating)	1.4.1.18	Group contribution	7.7200	12.2800	=	3.6853	0.5594	0.3402	1.6891	3	False	BRONZE	uncorroborated	802	11318
rxn14001	N-hydroxyl-tryptamine oxidoreductase	2.5.1.-	Group contribution	-2.2200	7.8000	=	3.6853	0.5594	1.1480	2.3673	2	False	BRONZE	uncorroborated	802	11318
rxn14002	L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.125	Group contribution	-190.0300	25.5400	>	3.6940	0.5594	0.8408	2.2660	2	False	BRONZE	uncorroborated	802	11318
rxn14004	acetyl-CoA:4-methylthio-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	2.3.3.-	Group contribution	-8.8900	10.1700	>	3.6853	0.5594	0.7394	0.7723	3	False	SILVER	corroborated	802	11318
rxn14007	11beta,17beta-dihydroxy-4-androsten-3-one:NAD+ 17-oxidoreductase	1.1.1.62	Group contribution	2.3300	22.8300	=	3.6940	0.5594	0.4244	0.3212	3	False	SILVER	corroborated	802	11318
rxn14008	D-glucose-6-phosphate phosphate-lyase (2-deoxy-scyllo-inosose-forming)	4.2.3.-;4.2.3.124	Group contribution	-4.7500	3.8300	>	3.5584	0.5594	8.2823	6.0230	3	False	BRONZE	outvoted	802	11318
rxn14009	Geranyl-diphosphate diphosphohydrolase	3.1.7.5	Group contribution	-13.2400	5.8400	>	3.6853	0.5594	1.6490	1.5141	3	False	BRONZE	uncorroborated	802	11318
rxn14011	ditrans,pentacis-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenylcistransferase	2.5.1.-;2.5.1.31	Group contribution	-22.5000	12.2900	>	3.6853	0.5594	1.0147	0.8713	3	False	BRONZE	uncorroborated	802	11318
rxn14012	(E)-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenyltranstransferase	2.5.1.-	Group contribution	-22.5000	13.7200	>	3.6940	0.5594	1.0269	0.7855	3	False	BRONZE	uncorroborated	802	11318
rxn14019	4alpha-methylzymosterol:NADP+ 3-oxidoreductase	1.1.1.270	Group contribution	-2.3300	22.9400	=	3.6940	0.5594	0.4367	0.8010	3	False	SILVER	corroborated	802	11318
rxn14020	trans-cinnamate,NADPH:oxygen oxidoreductase (4-hydroxylating)	1.14.13.11	Group contribution	-95.8600	16.0300	>	3.6940	0.5594	2.5523	1.9958	3	False	BRONZE	uncorroborated	802	11318
rxn14023	N,N-dimethyl-1,4-phenylenediamine, aniline:NADP+ oxidoreductase	1.7.1.6	Group contribution	19.6600	27.9200	=	3.6940	0.5594	0.2080	0.5605	2	False	SILVER	corroborated	802	11318
rxn14025	3'-phosphoadenylyl-sulfate:desulfo-p-hydroxybenzylglucosinolate sulfotransferase	2.8.2.-	Group contribution	-14.0000	13.7300	=	3.6940	0.5594	1.2845	4.8051	2	False	BRONZE	uncorroborated	802	11318
rxn14026	3'-phosphoadenylyl-sulfate:cholesterol sulfotransferase	2.8.2.14;2.8.2.2	Group contribution	-14.0000	21.4100	=	3.6940	0.5594	0.4805	1.3500	2	False	SILVER	corroborated	802	11318
rxn14028	ammonium-hydroxide:NADP+ oxidoreductase	1.7.1.4	Group contribution	44.5700	36.6200	=	3.6940	0.5594	5.5984	7.1307	2	False	BRONZE	outvoted	802	11318
rxn14030	dTDP-D-olivose:compound-100-1 O-beta-D-olivosyltransferase	2.4.1.-	Group contribution	-1.7000	16.4700	=	3.6940	0.5594	0.6865	0.5539	3	False	SILVER	corroborated	802	11318
rxn14035	dTDP-3-aminohexose N,N-dimethyltransferase (dTDP-L-megosamine-forming)	2.1.1.-	Group contribution	14.4500	8.3200	<	3.6853	0.5594	0.2861	1.0726	2	False	SILVER	corroborated	802	11318
rxn14038	ADP-ribose ribophosphohydrolase	3.6.1.-;3.6.1.13;3.6.1.21;3.6.1.53	Group contribution	-28.3100	10.0700	>	3.6853	0.5594	5.8930	4.3691	3	False	BRONZE	outvoted	802	11318
rxn14039	CTP:riboflavin 5'-phosphotransferase	2.7.1.161	Group contribution	-14.0000	9.8400	=	3.6853	0.5594	2.6291	1.9030	3	False	BRONZE	uncorroborated	802	11318
rxn14040	ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate heptaprenylcistransferase	2.5.1.-;2.5.1.31	Group contribution	-22.5000	10.8700	>	3.6853	0.5594	1.0147	0.8713	3	False	BRONZE	uncorroborated	802	11318
rxn14041	Androstan-3alpha,17beta-diol:NADP+ oxidoreductase	1.1.1.50	Group contribution	-2.3300	23.6900	=	3.6940	0.5594	0.4412	0.5348	3	False	SILVER	corroborated	802	11318
rxn14044	L-fucose:NAD+ 1-oxidoreductase	1.1.1.122	Group contribution	-1.9700	12.8000	=	3.6853	0.5594	0.3923	0.4613	3	False	SILVER	corroborated	802	11318
rxn14049	3beta,7alpha-dihydroxy-5-cholestenoate:NAD+ 3-oxidoreductase	1.1.1.181	Group contribution	0.7800	22.8800	=	3.6940	0.5594	0.0129	0.5152	3	False	SILVER	corroborated	802	11318
rxn14051	p-coumaroyl-CoA:p-coumaroyl-diketide-CoA C-coumaroyltransferase (thioester-hydrolysing and decarboxylating)	2.3.1.-;2.3.1.219	Group contribution	-3.5900	17.9200	>	3.6940	0.5594	0.2181	0.1773	3	False	SILVER	corroborated	802	11318
rxn14053	6-methylpretetramide,NADPH:oxygen oxidoreductase (4-hydroxylating)	1.14.-.-;1.14.13.232	Group contribution	-95.8600	21.2100	>	3.6940	0.5594	2.4285	3.5758	3	False	BRONZE	uncorroborated	802	11318
rxn14054	trans-3-Chloro-2-propene-1-ol:NAD+ oxidoreductase	1.1.1.1	Group contribution	3.7000	12.4100	=	3.6853	0.5594	0.3417	0.3489	3	False	SILVER	corroborated	802	11318
rxn14059	2-(3'-methylthio)butylmalate hydroxymutase	5.4.4.-	Group contribution	1.4200	2.6400	=	2.6883	0.6225	0.1848	0.5657	3	False	SILVER	corroborated	802	11318
rxn14061	trans,trans,cis-geranylgeranyl-diphosphate:isopentenyl-diphosphate geranylgeranylcistransferase	2.5.1.-;2.5.1.31	Group contribution	-22.5000	6.6800	>	3.6853	0.5594	1.0147	0.8713	3	False	BRONZE	uncorroborated	802	11318
rxn14062	(1->4)-alpha-D-galacturonan reducing-end-disaccharide-lyase	4.2.2.2;4.2.2.9	Group contribution	-412.7700	5.3400	>	3.6853	0.5594	2.9606	11.0992	2	False	BRONZE	uncorroborated	802	11318
rxn14063	2-dehydro-L-idonate:NADP+ 5-oxidoreductase	1.1.1.346	Group contribution	3.7900	12.3300	=	3.6853	0.5594	0.5527	1.8531	3	False	BRONZE	uncorroborated	802	11318
rxn14065	feruloyl-CoA:feruloyl-diketide-CoA C-feruloyltransferase (thioester-hydrolysing and decarboxylating)	2.3.1.-;2.3.1.217	Group contribution	-3.5900	18.2800	>	3.6940	0.5594	0.2504	0.4683	3	False	SILVER	corroborated	802	11318
rxn14068	S-(phenylacetothiohydroximoyl)-L-cysteine phenylacetothiohydroximate-lyase (deaminating; pyruvate-forming)	4.4.1.-	Group contribution	-2.6300	9.7100	>	3.6853	0.5594	0.0938	0.2532	2	False	SILVER	corroborated	802	11318
rxn14069	3,4-dihydroxy-L-phenylalanine ammonia-lyase (3,4-dihydroxyphenylpropanoate-forming)	4.3.1.22	Group contribution	-11.9500	12.5800	>	3.6853	0.5594	0.0061	0.3726	3	False	SILVER	corroborated	802	11318
rxn14072	cholesterol 26-hydroxylase	1.14.13.15	Group contribution	-92.6100	23.0000	>	3.6940	0.5594	0.2845	0.2058	3	False	SILVER	corroborated	802	11318
rxn14074	UDP-glucose:4-methylthiobutylthiohydroximate S-beta-D-glucosyltransferase	2.4.1.195	Group contribution	-14.4300	13.7200	=	3.6940	0.5594	0.2378	0.6408	2	False	SILVER	corroborated	802	11318
rxn14075	UDP-glucose:betanidin 5-O-beta-D-glucosyltransferase	2.4.1.-	Group contribution	-1.7000	10.2800	=	3.6853	0.5594	2.3285	1.7928	3	False	BRONZE	uncorroborated	802	11318
rxn14077	putrescine:pyruvate aminotransferase	2.6.1.-;2.6.1.113;2.6.1.29	Group contribution	-1.0000	1.5300	=	2.0964	0.6581	0.8846	1.8390	3	False	BRONZE	uncorroborated	802	11318
rxn14078	Nomega-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase	3.2.2.19	Group contribution	6.7300	11.7200	=	3.6853	0.5594	2.0646	2.5157	3	False	BRONZE	uncorroborated	802	11318
rxn14079	UDP-glucose:ferulate D-glucosyltransferase	2.4.1.120;2.4.1.126	Group contribution	-2.7000	8.7900	=	3.6853	0.5594	0.8045	0.5981	3	False	SILVER	corroborated	802	11318
rxn14080	trans,trans-Farnesyl-diphosphate diphosphohydrolase	3.1.7.6	Group contribution	-13.2400	4.4300	>	3.6853	0.5594	1.6490	1.5141	3	False	BRONZE	uncorroborated	802	11318
rxn14081	(2R)-4-hydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside:oxygen oxidoreductase (7-hydroxylating)	1.14.20.2	Group contribution	-109.7200	8.0300	>	3.6853	0.5594	2.2363	3.0174	3	False	BRONZE	uncorroborated	802	11318
rxn14082	tryptamine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1.14.13.-	Group contribution	-90.6300	13.0000	>	3.6853	0.5594	0.8991	1.8541	2	False	BRONZE	uncorroborated	802	11318
rxn14084	2-aminophenol:oxygen oxidoreductase	1.10.3.4	Group contribution	-106.6900	12.8100	>	3.6853	0.5594	0.6164	3.6192	2	False	BRONZE	uncorroborated	802	11318
rxn14085	all-trans-nonaprenyl-diphosphate:homogentisate nonaprenyltransferase (decarboxylating)	2.5.1.-;2.5.1.117	Group contribution	-31.3400	13.4000	>	3.6940	0.5594	1.9402	1.6589	3	False	BRONZE	uncorroborated	802	11318
rxn14089	cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase	1.1.1.1	Group contribution	3.7000	12.4100	=	3.6853	0.5594	0.3411	0.3644	3	False	SILVER	corroborated	802	11318
