rxn	name	ec	status	is_transport	n_src	birge	struct_zero	dg_GC	dg_EQ	dg_DGP	dg_openTECR	best_grade	best_source
rxn08272	RXN0-2945.p	1.16.3.-	CI:-4	0	3	2.248350490334953	False	-79.29	-82.99	-70.61		GOLD	GC
rxn08273	copper (Cu+2) transport via diffusion (extracellular to periplasm)		OK	1	0		True						
rxn08274	RXN0-14.cp		OK	1	0		True						
rxn08275	copper transport out via proton antiport		OK	1	0		True						
rxn08276	Cyanide transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08277	Cyanate aminohydrolase	4.2.1.104	OK	0	3	0.43062178219337827	False	-11.43	-14.27	-14.01		SILVER	EQ
rxn08278	Cyanate transport via proton symport (periplasm)		OK	1	1		True	-0.0				BRONZE	GC
rxn08279	Cyanate transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08280	RXN0-3.cp		OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
rxn08281	L-cysteine uptake via ABC system (periplasm)	3.6.3.21	OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
rxn08282	D-cysteine uptake via ABC system (periplasm)		OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
rxn08283	D-cysteine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08284	L-cysteine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08286	RXN0-1924.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08287	cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)		OK	1	2	4.063874266467923	True	-32.86	-53.21	-28.62		BRONZE	EQ
rxn08288	cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)		OK	1	2	3.3489519139394135	True	-36.95	-20.18	-47.1		BRONZE	EQ
rxn08289	TRANS-RXN-108B.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08290	cytidine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08291	D-Amino acid dehydrogenase	1.4.99.1	OK	0	3	1.6793777208310534	False	3.88	13.76	13.46		SILVER	EQ
rxn08292	TRANS-RXN-108C.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08293	deoxyadenosine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08294	diacylglycerol kinase (n-C12:0)	2.7.1.107	OK	0	0		False						
rxn08295	diacylglycerol kinase (n-C14:0)	2.7.1.107	OK	0	0		False						
rxn08296	diacylglycerol kinase (n-C14:1)	2.7.1.107	OK	0	0		False						
rxn08297	diacylglycerol kinase (n-C16:0)	2.7.1.107	OK	0	0		False						
rxn08298	diacylglycerol kinase (n-C16:1)	2.7.1.107	OK	0	0		False						
rxn08299	diacylglycerol kinase (n-C18:0)	2.7.1.107	OK	0	0		False						
rxn08300	diacylglycerol kinase (n-C18:1)	2.7.1.107	OK	0	0		False						
rxn08301	TRANS-RXN-62A.cp	2.A.3.1.-	OK	1	1		True	0.0				SILVER	GC
rxn08302	D-Alanine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				SILVER	GC
rxn08303	dAMP transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08304	M-diaminopimelic acid ABC transport (periplasm)	7.4.2.-	OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
rxn08305	1,5-Diaminopentane transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08306	CDP-diacylglycerol synthetase (n-C12:0)	2.7.7.41	OK	0	0		False						
rxn08307	CDP-diacylglycerol synthetase (n-C14:0)	2.7.7.41	OK	0	0		False						
rxn08308	CDP-diacylglycerol synthetase (n-C14:1)	2.7.7.41	OK	0	0		False						
rxn08309	CDP-diacylglycerol synthetase (n-C16:0)	2.7.7.41	OK	0	0		False						
rxn08310	CDP-diacylglycerol synthetase (n-C16:1)	2.7.7.41	OK	0	0		False						
rxn08311	CDP-diacylglycerol synthetase (n-C18:0)	2.7.7.41	OK	0	0		False						
rxn08312	CDP-diacylglycerol synthetase (n-C18:1)	2.7.7.41	OK	0	0		False						
rxn08313	dATP amine hydrolysis (spontaneous)		OK	0	2	0.543201379981857	False	-8.51	417.4	-6.3		SILVER	DGP
rxn08314	Decanoate transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08315	dCMP transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08316	TRANS-RXN-108D.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08317	deoxycytidine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08318	Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08319	TRANS-RXN-113.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08320	2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08322	dGMP transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08323	deoxyguanosine transport in via proton symport (periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08324	deoxyguanosine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08325	Dihydroxyacetone transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				SILVER	GC
rxn08326	Dihydroxyacetone transport via facilitated diffusion (periplasm)		OK	1	1		True	0.0				SILVER	GC
rxn08328	2,3-dihydroxybenzoylserine hydrolase		OK	0	0		False						
rxn08333	1,4-dihydroxy-2-naphthoate octaprenyltransferase	2.5.1.74	OK	0	2	0.6410337295018197	False	-26.54	-23.33	-87.54		SILVER	EQ
rxn08335	(S)-dihydroorotate:quinone oxidoreductase	1.3.3.1;1.3.5.2	OK	0	2	5.084336060160849	False	-5.57	-31.03	6.35		BRONZE	EQ
rxn08336	dihydroorotic acid (menaquinone-8)	1.3.3.1	OK	0	2	2.3284901202464847	False	-9.66	2.0	-12.12		BRONZE	EQ
rxn08340	4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)		CI:-1	0	3	0.5798546060094089	False	-10.8	-12.78	-10.15		SILVER	EQ
rxn08341	H2NTPEPIM-RXN.c	5.-.-.-;5.1.99.7	OK	0	3	0.8776535750715097	False	0.0	0.0	6.62		GOLD	EQ
rxn08342	dIMP transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08343	TRANS-RXN-108E.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08344	deoxyinosine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08345	2-dehydro-L-idonate:NADP+ 5-oxidoreductase	1.1.1.-;1.1.1.274	OK	0	0		False						
rxn08346	2,5-diketo-D-gluconate reductase (NADH)		OK	0	3	0.4404482184299863	False	-6.25	-5.85	-4.0		SILVER	EQ
rxn08347	5-dehydro-D-gluconate:NADP+ 2-oxidoreductase	1.1.1.-;1.1.1.215	OK	0	3	0.43852770364178445	False	-6.25	-5.84	-4.0		SILVER	EQ
rxn08348	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction		OK	0	3	1.7684945586997773	False	-114.42	-124.48	-117.57		SILVER	EQ
rxn08349	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction		OK	0	3	2.0033625267709563	False	-5.59	-16.77	-18.22		SILVER	EQ
rxn08350	D-lactate transport via proton symport (periplasm)		OK	1	1		True	0.0				SILVER	GC
rxn08351	D-lactate transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				SILVER	GC
rxn08352	R08210	1.17.1.2	OK	0	3	0.14929718879982376	False	-16.23	-15.38	-15.44		SILVER	EQ
rxn08353	5-demethylubiquinone-8 methyltransferase	2.1.1.64	OK	0	0		False						
rxn08354	Dimethyl sulfoxide reductase (Menaquinol 8)		OK	0	1		False		-58.63	-41.32		BRONZE	EQ
rxn08355	Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)		OK	1	1		True		-58.63	-41.32		BRONZE	EQ
rxn08356	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)		OK	0	1		False		-51.56	-59.14		BRONZE	EQ
rxn08357	Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)		OK	1	1		True		-51.56	-59.14		BRONZE	EQ
rxn08358	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)		OK	1	0		True						
rxn08359	Dimethyl sulfide transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08363	dopamine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08366	DsbA protein reoxidation reaction (aerobic)		CI:-2	1	0		True						
rxn08367	DsbA protein reoxidation reaction (anaerobic)		CI:-2	1	0		True						
rxn08368	DsbC:glutathione thiotransferase		OK	0	0		False						
rxn08369	DsbD reductase		CI:1	0	0		False						
rxn08370	DsbG:glutathione thiotransferase		OK	0	0		False						
rxn08371	D-serine dehydrogenase		OK	0	3	0.4532682181629896	False	5.25	5.29	9.36		SILVER	EQ
rxn08372	RXN0-5130.cp	2.A.3.1.-	OK	1	1		True	0.0				SILVER	GC
rxn08373	D-serine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				SILVER	GC
rxn08374	dTMP transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08375	dUMP transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08376	TRANS-RXN-108F.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08377	deoxyuridine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08380	RXN0-382.c	2.7.1.-	OK	0	3	2.0057920513215395	False	-14.0	-2.64	-3.62		GOLD	DGP
rxn08386	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	1.3.1.9	OK	0	0		False						
rxn08387	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	1.3.1.10	OK	0	0		False						
rxn08390	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	1.3.1.9	OK	0	0		False						
rxn08391	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	1.3.1.10	OK	0	0		False						
rxn08392	trans hexadecenoyl-[acp] reductase	1.3.1.9	OK	0	0		False						
rxn08393	trans hexadecenoyl-[acp] reductase (NADPH, B-specific)	1.3.1.10;1.3.1.39	OK	0	0		False						
rxn08394	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	1.3.1.9	OK	0	0		False						
rxn08395	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	1.3.1.10	OK	0	0		False						
rxn08396	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	1.3.1.9	CI:-1	0	0		False						
rxn08397	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	1.3.1.10	CI:-1	0	0		False						
rxn08398	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	1.3.1.9	OK	0	0		False						
rxn08399	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	1.3.1.10	OK	0	0		False						
rxn08406	enterobacterial common antigen (x4) core oligosaccharide lipid A transport (periplasm to extracellular)		OK	1	0		True						
rxn08407	enterobacterial common antigen (x4) O-antigen ligase (periplasm)		MI:C:-38/H:-62/N:-3/O:-26/R:1|CI:-3	0	0		False						
rxn08408	enterobacterial common antigen polymerase (periplasm)		OK	0	3	0.19411680497703393	False	-1.7	-2.8	-2.2		SILVER	EQ
rxn08409	enterobacterial common antigen polymerase (periplasm)		OK	0	3	0.26361155296057515	False	-1.7	-3.19	-2.2		SILVER	EQ
rxn08410	enterobacterial common antigen polymerase (periplasm)		OK	0	3	0.3876704195675747	False	-1.7	-3.59	2.25		SILVER	EQ
rxn08411	TRANS-RXN0-279.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08413	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	4.2.1.17	OK	0	3	0.35219083972283705	False	2.16	0.16	0.22		SILVER	EQ
rxn08417	Endotoxin Synthesis (palmitoleoyl ACP)		CI:-4	0	0		False						
rxn08418	Endotoxin Synthesis (myristoyl transferase)		CI:2	0	0		False						
rxn08419	phosphoethanolamine lipid A transport via vector (periplasm to extracellular)		OK	1	1		True	0.0				BRONZE	GC
rxn08420	ENTG-RXN.c		OK	0	0		False						
rxn08421	RXN0-1661.c		OK	0	0		False						
rxn08422	Enterochelin Esterase (Fe containing)		OK	0	0		False						
rxn08423	ethanolamine transport in via proton symport	2.A.3.5.-	OK	1	1		True	0.0				SILVER	GC
rxn08424	ethanolamine transport via diffusion (extracellular)		OK	1	1		True	0.0				SILVER	GC
rxn08425	ethanesulfonate transport via ABC system (periplasm)		OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
rxn08426	ethanesulfonate transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08427	ethanol reversible transport via proton symport (periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08428	ethanol transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08429	fructose 6-phosphate aldolase		OK	0	3	1.1806587442407221	False	4.31	4.94	2.84		SILVER	EQ
rxn08430	D-fructose 6-phosphate phosphatase		OK	0	3	2.0713058375578437	False	7.22	-2.9	-3.27	-3.2992351816443595	GOLD	openTECR
rxn08431	Fructose-6-phosphate transport via phosphate antiport (periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08432	fructose 6-phosphate transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08433	R08158	3.1.2.-;3.1.2.14	OK	0	0		False						
rxn08434	R08159	3.1.2.14	OK	0	0		False						
rxn08435	fatty-acyl-ACP hydrolase	3.1.2.14	CI:-2	0	0		False						
rxn08436	RXN-9549.c	3.1.2.14	OK|CK|CI:-1	0	0		False						
rxn08437	fatty-acyl-ACP hydrolase	3.1.2.14	CI:-2	0	0		False						
rxn08438	R08157	3.1.2.-;3.1.2.14	OK	0	0		False						
rxn08439	decanoyl-CoA hydrolase	3.1.2.2	OK	0	3	0.8108800106792144	False	-5.72	-5.24	-6.69		GOLD	DGP
rxn08440	lauroyl-CoA hydrolase	3.1.2.2	OK	0	3	0.8108800106792144	False	-5.72	-5.24	-6.69		GOLD	DGP
rxn08441	myristoyl-CoA hydrolase	3.1.2.2	OK	0	3	0.8108800106792144	False	-5.72	-5.24	-6.69		GOLD	DGP
rxn08442	fatty-acid-CoA thioesterase (tetradecenoate)		OK	0	0		False						
rxn08443	fatty-acid-CoA thioesterase (hexadecenoate)		OK	0	0		False						
rxn08444	Stearoyl-CoA hydrolase	3.1.2.2	OK	0	3	0.8108800106792144	False	-5.72	-5.24	-6.69		GOLD	DGP
rxn08445	fatty-acid-CoA thioesterase (octadecenoate)		OK	0	0		False						
rxn08446	fatty-acid-CoA thioesterase (hexanoate)		OK	0	3	0.8053775470934145	False	-5.72	-5.25	-6.69		GOLD	DGP
rxn08447	fatty-acid-CoA thioesterase (octanoate)		OK	0	3	0.8108800106792144	False	-5.72	-5.24	-6.69		GOLD	DGP
rxn08448	fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	3	3.2575598391862695	True	-21.52	-3.28	-3.26		GOLD	DGP
rxn08449	fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	3	3.2575598391862695	True	-21.52	-3.28	-3.26		GOLD	DGP
rxn08450	fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	3	3.2575598391862695	True	-21.52	-3.28	-3.26		GOLD	DGP
rxn08451	fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	0		True						
rxn08452	fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	3	3.2310997614661936	True	-21.52	-3.4	-3.26		GOLD	DGP
rxn08453	fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	0		True						
rxn08454	fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	3	3.2575598391862695	True	-21.52	-3.28	-3.26		GOLD	DGP
rxn08455	fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	0		True						
rxn08456	fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	3	3.2583229745035966	True	-21.52	-3.27	-3.26		GOLD	DGP
rxn08457	fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)	6.2.1.3	OK	1	3	3.2575598391862695	True	-21.52	-3.28	-3.26		GOLD	DGP
rxn08458	FADH2:NAD+ oxidoreductase	1.5.1.37	OK	0	3	1.8492635149832903	False	-4.84	4.96	5.8		SILVER	EQ
rxn08459	FADH2:NADP+ oxidoreductase	1.5.1.30;1.5.1.45	OK	0	3	1.8492560678099739	False	-4.84	4.97	5.8		SILVER	EQ
rxn08460	formaldehyde dehydrogenase		OK	0	0		False						
rxn08461	formaldehyde transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08462	formaldehyde transport via diffusion (periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08463	formaldehyde glutathione ligase (spontaneous)		CI:-1	0	0		False						
rxn08465	formate dehydrogenase (quinone-8) (periplasm)	1.2.2.1	OK	1	2	3.5266840071657737	True	-20.56	-38.22	-10.44		BRONZE	EQ
rxn08466	Formate Dehydrogenase (menaquinone-8) (periplasm)	1.2.2.1	OK	1	2	3.8841451834300282	True	-24.65	-5.2	-28.92		BRONZE	EQ
rxn08467	RXN-13418.c	1.14.14.5	OK	0	2	2.0456306232050605	False	-85.96	-35.8	-106.44		BRONZE	DGP
rxn08468	FMNH2-dependent monooxygenase (methanesulfonate)	1.14.14.34	OK	0	2	0.29665639408784306	False	-81.49	-31.36	-78.52		SILVER	DGP
rxn08469	FMNH2-dependent monooxygenase (ethanesulfonate)		OK	0	2	3.4749750674464854	False	-85.31	-36.63	-120.1		BRONZE	DGP
rxn08470	FMNH2-dependent monooxygenase (butanesulfonate)	1.14.14.5	OK	0	2	2.719849700677431	False	-85.96	-37.78	-113.19		BRONZE	DGP
rxn08471	FMNH2-dependent monooxygenase (sulfoacetate)		OK	0	2	4.669591388419754	False	-83.5	-35.32	-130.25		BRONZE	DGP
rxn08472	iron (II) transport via ABC system (periplasm)		OK	1	2	0.9680096916732777	True		-6.3	-7.07		GOLD	EQ
rxn08473	Transport of Fe2+		OK	1	0		True						
rxn08474	RXN0-6.cp		OK	1	0		True						
rxn08475	iron (II) transport via diffusion (extracellular to periplasm)		OK	1	0		True						
rxn08476	TRANS-RXN-8.cp		OK	1	0		True						
rxn08477	iron (III) transport via ABC system (periplasm to cytoplasm)	3.6.3.30;7.2.2.e	OK	1	2	0.9680096916732777	True		-6.3	-7.07		GOLD	EQ
rxn08478	iron transport from ferric-dicitrate via ABC system (periplasm)		CI:-3	1	1		True			-7.07		SILVER	DGP
rxn08479	ferric-dicitrate transport via ton system (extracellular)		OK	1	1		True	0.0				BRONZE	GC
rxn08480	release of Fe(III) from ferric 2,3-dihydroxybenzoylserine		MI:C:-20/H:-12/N:-2/O:-10|CI:6	0	0		False						
rxn08481	ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm)		OK	1	2	0.9680096916732777	True		-6.3	-7.07		GOLD	EQ
rxn08482	ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)		OK	1	0		True						
rxn08483	ferric-dicitrate transport via ABC system (periplasm)		OK	1	1		True		-6.3			SILVER	EQ
rxn08484	Fe(III) hydroxamate Fe-loading reaction (spontaneaous)		MI:H:-3/R:-3|CI:-3	0	0		False						
rxn08485	Fe(III)hydroxamate reductase		MI:H:6/R:6|CI:6	0	0		False						
rxn08486	Fe(III)hydroxamate reductase		MI:H:6/R:6|CI:6	0	0		False						
rxn08487	Fe(III)hydroxamate reductase		MI:H:6/R:6|CI:5	0	0		False						
rxn08488	Fe(III)hydroxamine transport via ton system (extracellular)		OK	1	0		True						
rxn08489	Fe(III)hydroxamate unloaded secretion		OK	1	0		True						
rxn08490	Fe(III)hydroxamate unloaded secretion (extracellular)		OK	1	0		True						
rxn08491	Fe(III) reduction		OK	0	2	0.5876216705148235	False		-50.88	-53.4		SILVER	EQ
rxn08492	iron (III) transport via diffusion (extracellular to periplasm)		OK	1	0		True						
rxn08493	ferrichrome transport via ABC system (periplasm)		OK	1	2	0.9680096916732777	True		-6.3	-7.07		GOLD	EQ
rxn08494	ferrichrome Fe(III)-loading reaction (spontaneous)		OK	0	1		False			11.79		BRONZE	DGP
rxn08495	Ferrichrome reductase		OK	0	1		False			-76.97		BRONZE	DGP
rxn08496	Ferrichrome reductase		OK	0	1		False			-76.97		BRONZE	DGP
rxn08497	Ferrichrome reductase		CI:-1	0	1		False			-89.06		BRONZE	DGP
rxn08498	ferrichrome transport via ton system (extracellular)		OK	1	0		True						
rxn08499	ferrichrome (minus Fe) secretion (to extracellular)		OK	1	0		True						
rxn08500	ferrichrome (minus Fe) secretion (to periplasm)		OK	1	0		True						
rxn08501	Fe-enterobactin transport via ABC system (periplasm)		OK	1	2	0.9680096916732777	True		-6.3	-7.07		GOLD	EQ
rxn08502	enterobactin Fe(III) binding (spontaneous)		OK	0	0		False						
rxn08503	Fe-enterobactin reduction (Fe(III)-unloading)		OK	0	1		False			-53.4		BRONZE	DGP
rxn08504	Fe-enterobactin reduction (Fe(III)-unloading)		OK	0	1		False			-53.4		BRONZE	DGP
rxn08505	Fe-enterobactin reduction (Fe(III)-unloading)		CI:-1	0	1		False			-65.49		BRONZE	DGP
rxn08506	enterochelin transport (secretion periplasm)		OK	1	0		True						
rxn08507	Fe-enterobactin transport via ton system (extracellular)		OK	1	0		True						
rxn08508	enterochelin transport (secretion)		OK	1	0		True						
rxn08509	ferroxamine transport via ABC system (periplasm)		OK	1	2	0.9680096916732777	True		-6.3	-7.07		GOLD	EQ
rxn08510	ferroxamine Fe3-loading reaction (spontaneous)		CI:3	0	0		False						
rxn08511	ferroxamine reductase		CI:-6	0	0		False						
rxn08512	ferroxamine reductase		CI:-6	0	0		False						
rxn08513	ferroxamine reductase		CI:-7	0	0		False						
rxn08514	ferroxamine transport via ton system (extracellular)		OK	1	0		True						
rxn08515	ferroxamine (minus Fe3) secretion (to extracellular)		OK	1	0		True						
rxn08516	ferroxamine (minus Fe3) secretion (to periplasm)		OK	1	0		True						
rxn08518	FHLMULTI-RXN.c		OK	0	3	6.125432473697998	False	5.35	4.36	-22.24		BRONZE	EQ
rxn08519	flavodoxin reductase (NADPH)	1.18.1.2	OK	0	0		False						
rxn08521	reduced-riboflavin:NAD+ oxidoreductase	1.5.1.30;1.5.1.41	CI:1	0	3	1.3446823965161832	False	-4.84	3.65	17.89		SILVER	EQ
rxn08524	formate transport via proton symport (uptake only, periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08525	formate transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08526	TRANS-RXN-1.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08527	fumarate reductase	1.3.99.1	OK	0	2	4.231621410636622	False	6.53	-14.66	11.2		BRONZE	EQ
rxn08528	fumarate reductase	1.3.99.1	OK	0	2	2.576116856876471	False	5.31	-7.59	-6.62		BRONZE	EQ
rxn08530	Fructoselysine phosphate deglycase		OK	0	0		False						
rxn08531	RXN0-4841.c	5.1.3.41	OK	0	3	0.3685649403331874	False	0.0	0.0	-2.78		GOLD	EQ
rxn08532	Fructoselysine Kinase		OK	0	0		False						
rxn08533	Fructoselysine transport via proton symport (periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08534	fructoselysine transporter via diffusion (extracellular)		OK	1	1		True	0.0				BRONZE	GC
rxn08535	Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)		OK	1	3	0.2953314474345282	True	-9.11	-9.88	-9.45		GOLD	DGP
rxn08536	D-fructose transport via PEP:Pyr PTS (periplasm)		OK	1	3	0.7222187385178259	True	-9.11	-9.63	-10.85		GOLD	DGP
rxn08537	D-fructose transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08538	D-fructuronate transport via proton symport, reversible (periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08539	D-fructuronate transport via diffusion (extracellular)		OK	1	1		True	0.0				BRONZE	GC
rxn08540	L-fucose transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08541	L-fucose transport via proton symport (periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08542	TRANS-RXN-121B.cp		OK	1	1		True	0.0				BRONZE	GC
rxn08543	Fumarate transport via proton symport (3 H) (periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08544	Fumarate transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08545	D-glucose 1-phosphate transport via diffusion		OK	1	1		True	0.0				BRONZE	GC
rxn08546	glycerol-3-phosphate acyltransferase (C12:0)	2.3.1.15	OK	0	0		False						
rxn08547	glycerol-3-phosphate acyltransferase (C14:0)	2.3.1.15	OK	0	0		False						
rxn08548	glycerol-3-phosphate acyltransferase (C14:1)	2.3.1.15	CI:-2	0	0		False						
rxn08549	glycerol-3-phosphate acyltransferase (C16:0)	2.3.1.15	CI:-1	0	0		False						
rxn08550	glycerol-3-phosphate acyltransferase (C16:1)	2.3.1.15	CI:-2	0	0		False						
rxn08551	glycerol-3-phosphate acyltransferase (C18:0)	2.3.1.15	CI:-1	0	0		False						
rxn08552	glycerol-3-phosphate acyltransferase (C18:1)	2.3.1.15	CI:-2	0	0		False						
rxn08553	sn-glycerol-3-phosphocholine transport via ABC system (periplasm)		OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
rxn08554	glycero-3-phosphocholine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08556	sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase	1.1.5.3;1.1.99.5	OK	0	2	2.773818848218154	False	-13.68	-27.57	2.91		BRONZE	EQ
rxn08557	glycerol-3-phosphate dehydrogenase (menaquinone-8)	1.1.99.5	OK	0	2	4.6390073321891805	False	-17.77	5.46	-15.57		BRONZE	EQ
rxn08558	anaerobic glycerol-3-phosphate dehydrogenase	1.1.5.3;1.1.99.5	OK	0	2	2.9835027784290293	False	-16.55	-1.61	2.25		BRONZE	EQ
rxn08559	sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)		OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
rxn08560	glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08561	sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm)		OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
rxn08562	glycerophoglycerol transport via diffusion (extracellular to periplasm)		OK	1	1		True	0.0				BRONZE	GC
rxn08563	sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)		OK	1	3	0.6874959167133095	True	-6.78	-6.3	-7.07		GOLD	EQ
