rxn	name	ec	status	is_transport	n_src	birge	struct_zero	dg_GC	dg_EQ	dg_DGP	dg_openTECR	best_grade	best_source
rxn31109	R_Bc2		CPDFORMERROR	0	0		False						
rxn31110	R_Bc3		CPDFORMERROR	0	0		False						
rxn31111	R_Bc4		CPDFORMERROR	1	0		True						
rxn31112	R_Bc5		CPDFORMERROR	0	0		False						
rxn31113	R_Bc6		CPDFORMERROR	0	0		False						
rxn31114	R_Bc7		CPDFORMERROR	0	0		False						
rxn31115	R_Bc8		CPDFORMERROR	0	0		False						
rxn31116	R_Bc9		CPDFORMERROR	0	0		False						
rxn31117	R_Bc10		CPDFORMERROR	0	0		False						
rxn31118	R_Bc11		CPDFORMERROR	0	0		False						
rxn31119	R_Bc12		CPDFORMERROR	0	0		False						
rxn31120	R_Bc13		CPDFORMERROR	0	0		False						
rxn31121	R_Bc14		CPDFORMERROR	0	0		False						
rxn31122	R_Bc15		CPDFORMERROR	0	0		False						
rxn31123	R_Bc16		CPDFORMERROR	0	0		False						
rxn31124	R_Bc17		CPDFORMERROR	0	0		False						
rxn31125	R_Bc18		CPDFORMERROR	0	0		False						
rxn31126	R_Bc19		CPDFORMERROR	0	0		False						
rxn31127	R_Bc20		CPDFORMERROR	0	0		False						
rxn31128	R_Bc21		CPDFORMERROR	0	0		False						
rxn31129	R_Bc22		CPDFORMERROR	0	0		False						
rxn31130	R_Bc23		CPDFORMERROR	0	0		False						
rxn31131	R_Bc24		CPDFORMERROR	0	0		False						
rxn31132	R_Bc25		CPDFORMERROR	0	0		False						
rxn31133	R_Bc26		CPDFORMERROR	0	0		False						
rxn31134	R_Bc27		CPDFORMERROR	0	0		False						
rxn31135	R_Bc28		CPDFORMERROR	0	0		False						
rxn31136	R_Bc29		CPDFORMERROR	0	0		False						
rxn31137	R_Bc30		CPDFORMERROR	0	0		False						
rxn31138	R_Bc31		CPDFORMERROR	0	0		False						
rxn31139	R_Bc32		CPDFORMERROR	0	0		False						
rxn31140	R_Bc33		CPDFORMERROR	0	0		False						
rxn31141	R_Bc34		CPDFORMERROR	0	0		False						
rxn31142	R_Bc35		CPDFORMERROR	0	0		False						
rxn31143	R_Bc36		CPDFORMERROR	0	0		False						
rxn31144	R_Bc37		CPDFORMERROR	0	0		False						
rxn31145	R_Bc38		CPDFORMERROR	0	0		False						
rxn31146	R_V0001		CPDFORMERROR	0	0		False						
rxn31147	R_V0002		CPDFORMERROR	0	0		False						
rxn31148	R_V0003		CPDFORMERROR	0	0		False						
rxn31149	R_V0004		CPDFORMERROR	0	0		False						
rxn31150	R_V0005		CPDFORMERROR	0	0		False						
rxn31151	R_V0006		CPDFORMERROR	0	0		False						
rxn31152	R_V0007		CPDFORMERROR	0	0		False						
rxn31153	R_V0008		CPDFORMERROR	0	0		False						
rxn31154	R_Ex16		OK	1	0		True						
rxn31155	R_TCM1		OK	1	1		True	0.0				SILVER	GC
rxn31156	TRANS-RXNBWI-115401.cm.maizeexp.PPI_PPI		OK	1	1		True	0.0				BRONZE	GC
rxn31157	R_TCM5		OK	1	1		True	0.0				SILVER	GC
rxn31158	R_TCM11		OK	1	1		True	0.0				BRONZE	GC
rxn31159	R_TCM12		OK	1	1		True	0.0				BRONZE	GC
rxn31160	R_TCM13		OK	1	1		True	0.0				BRONZE	GC
rxn31161	R_TCM21		OK	1	1		True	0.0				SILVER	GC
rxn31162	TRANS-RXNBWI-115506.cd.maizeexp.ALPHA-GLUCOSE_ALPHA-GLUCOSE		OK	1	1		True	0.0				BRONZE	GC
rxn31163	R_TCP2		OK	1	1		True	0.0				SILVER	GC
rxn31164	R_TCP3		OK	1	1		True	0.0				SILVER	GC
rxn31165	PPT2; triose phosphate/phosphate translocator, putative		OK	1	1		True	0.0				SILVER	GC
rxn31166	CUE1 (CAB UNDEREXPRESSED 1); antiporter/ triose-phosphate transporter; GPT2 (glucose-6-phosphate/phosphate translocator 2);PPT1		OK	1	1		True	0.0				BRONZE	GC
rxn31167	R_TCP7		OK	1	1		True	0.0				SILVER	GC
rxn31168	R_TCP8		OK	1	1		True	0.0				SILVER	GC
rxn31169	TPT; APE2 (ACCLIMATION OF PHOTOSYNTHESIS TO ENVIRONMENT)		OK	1	1		True	0.0				SILVER	GC
rxn31170	R_TCP10		OK	1	1		True	0.0				BRONZE	GC
rxn31171	R_TCP13		OK	1	1		True	0.0				BRONZE	GC
rxn31172	maltose transmembrane transporter activity, starch catabolic process, chloroplast inner membrane		OK	1	1		True	0.0				BRONZE	GC
rxn31173	R_TCP17		OK	1	1		True	0.0				SILVER	GC
rxn31174	DICARBOXYLATE TRANSPORT		OK	1	1		True	0.0				SILVER	GC
rxn31175	R_TCP19		OK	1	1		True	0.0				SILVER	GC
rxn31176	R_TCP20		OK	1	1		True	0.0				BRONZE	GC
rxn31177	R_TCP21		OK	1	1		True	0.0				BRONZE	GC
rxn31178	R_TCP22		OK	1	1		True	0.0				SILVER	GC
rxn31179	R_TCP24		OK	1	1		True	0.0				SILVER	GC
rxn31180	R_TCP25		OK	1	1		True	0.0				SILVER	GC
rxn31181	R_TCP26		OK	1	1		True	0.0				BRONZE	GC
rxn31182	R_TCP31		OK	1	1		True	0.0				BRONZE	GC
rxn31183	R_TCV1		OK	1	1		True	0.0				BRONZE	GC
rxn31184	R_TCV2		OK	1	1		True	0.0				SILVER	GC
rxn31185	R_TCV3		OK	1	0		True						
rxn31186	R_TCV4		OK	1	1		True	0.0				BRONZE	GC
rxn31187	R_TCV5		OK	1	1		True	0.0				BRONZE	GC
rxn31188	R_TCX1		OK	1	1		True	0.0				SILVER	GC
rxn31189	R_TCX2		OK	1	1		True	0.0				SILVER	GC
rxn31190	R_TCX3		OK	1	1		True	0.0				SILVER	GC
rxn31191	R_TCX5		OK	1	1		True	0.0				SILVER	GC
rxn31192	R_TCX6		OK	1	1		True	0.0				SILVER	GC
rxn31193	PEROXISOMAL ABC TRANSPORTER 1		OK	1	1		True	0.0				BRONZE	GC
rxn31194	R_TCX9		OK	1	1		True	0.0				BRONZE	GC
rxn31195	R_TCX10		OK	1	1		True	0.0				BRONZE	GC
rxn31196	R_TCX12		OK	1	1		True	0.0				SILVER	GC
rxn31197	R_TCX13		OK	1	1		True	0.0				SILVER	GC
rxn31198	R_TCX14		OK	1	1		True	0.0				BRONZE	GC
rxn31199	R_TCX15		OK	1	1		True	0.0				SILVER	GC
rxn31200	R_TCX16		OK	1	1		True	0.0				BRONZE	GC
rxn31201	R_TCX17		OK	1	1		True	0.0				SILVER	GC
rxn31202	R_TCX18		OK	1	1		True	0.0				SILVER	GC
rxn31203	R_TCX19		OK	1	1		True	0.0				BRONZE	GC
rxn31204	monodehydroascorbate reductase, putative	1.6.5.4	CI:-2	1	2	3.326060796662431	True	19.91		-48.62		BRONZE	DGP
rxn31205	L-ascorbate peroxidase 1, cytosolic (APX1)	1.11.1.11	CI:1	1	3	1.6636798188626474	True	-69.84	-76.23	-56.0		SILVER	EQ
rxn31206	glutamate synthase, chloroplast (GLU2) / ferredoxin-dependent glutamate synthase (Fd-GOGAT 2)	1.4.7.1	CI:2	0	0		False						
rxn31207	alpha-xylosidase, putative; located in endomembrane system	3.2.1.20	OK	0	3	0.501257527532689	False	-3.11	-2.45	1.24	-2.4134799235181643	SILVER	EQ
rxn31208	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.1	OK	0	2	1.7919244814599018	False	-34.09	-279.23	-16.15		SILVER	DGP
rxn31209	acetyl-CoA C-acyltransferase, putative / 3-ketoacyl-CoA thiolase, putative	2.3.1.9	OK	0	3	0.2685418858581806	False	7.06	5.86	6.17	5.743068833652007	GOLD	openTECR
rxn31210	acetyl-CoA C-acyltransferase, putative / 3-ketoacyl-CoA thiolase, putative	2.3.1.9	OK	0	3	0.2685418858581806	False	7.06	5.86	6.17	5.743068833652007	GOLD	openTECR
rxn31211	alanine aminotransferase, putative	2.6.1.2	OK	0	3	0.584056321935352	False	0.0	0.04	-0.85	0.22920650095602293	GOLD	openTECR
rxn31212	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.1	OK	0	2	0.026968763098894972	False	14.11	277.86	14.38		SILVER	DGP
rxn31213	malate dehydrogenase [NADP], chloroplast, putative	1.1.1.299;1.1.1.82	OK	0	3	1.2328273761889197	False	6.25	4.09	5.93		GOLD	EQ
rxn31214	(S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative	1.1.3.15	OK	0	3	0.8779026906570372	False	-24.03	-20.72	-21.86		GOLD	GC
rxn31215	formate dehydrogenase (FDH)	1.17.1.9;1.2.1.2	OK	0	3	0.7491302808514778	False	-3.09	-4.55	-7.87		SILVER	EQ
rxn31216	carbamoyl-phosphate synthase family protein	6.3.5.5	OK	0	3	3.419919805205221	False	-20.72	-1.59	-3.97		SILVER	EQ
rxn31217	2-oxoglutarate dehydrogenase E1 component, putative / oxoglutarate decarboxylase, putative / alpha-ketoglutaric dehydrogenase, putative	1.2.4.2	OK	0	3	0.2155183538056902	False	-6.9	-8.42	-8.09		SILVER	EQ
rxn31218	fructose-1,6-bisphosphatase, putative / D-fructose-1,6-bisphosphate 1-phosphohydrolase, putative / FBPase, putative	3.1.3.11	OK	0	3	2.08082423753835	False	7.22	-3.09	-1.88	-2.692160611854684	GOLD	openTECR
rxn31219	ferredoxin--nitrite reductase, putative	1.7.7.1	CI:6	0	0		False						
rxn31220	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.17	CPDFORMERROR	0	0		False						
rxn31221	acyl-CoA oxidase	1.3.3.6	OK	0	3	1.2170190672191308	False	-15.16	-16.73	-22.58		SILVER	EQ
rxn31222	aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative	4.2.1.3	OK	0	3	1.8884181719829551	False	1.42	1.53	-12.89	1.816204588910134	SILVER	EQ
rxn31223	aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative	4.2.1.3;4.2.1.4	OK	0	3	0.2686906825997124	False	1.47	2.27	2.16	1.851338432122371	GOLD	openTECR
rxn31224	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.17	CPDFORMERROR	0	0		False						
rxn31225	3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplast / beta-ketoacyl-ACP synthase III / 3-ketoacyl-acyl carrier protein synthase III (KAS III)	2.3.1.179;2.3.1.180;2.3.1.38;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31226	aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative	4.2.1.3	OK	0	3	1.9070625348247343	False	-0.05	-0.74	-15.05	-0.40081261950286806	SILVER	EQ
rxn31227	2-oxoglutarate dehydrogenase E1 component, putative / oxoglutarate decarboxylase, putative / alpha-ketoglutaric dehydrogenase, putative	1.2.4.2	MI:R:1|CI:1	0	0		False						
rxn31228	alpha-amylase, AMY3, putative / 1,4-alpha-D-glucan glucanohydrolase, putative	3.2.1.1	OK	0	0		False						
rxn31229	1,4-alpha-glucan branching enzyme / starch branching enzyme class II (SBE2-1)	2.4.1.18	MI:R:-2	0	0		False						
rxn31230	glucan phosphorylase, putative	2.4.1.1	MI:R:-2	0	0		False						
rxn31231	[matodextrin has been excluded, C unbalanced]beta-amylase (BMY1) / 1,4-alpha-D-glucan maltohydrolase	3.2.1.2	MI:R:-2	0	0		False						
rxn31232	branched-chain amino acid aminotransferase	2.6.1.42	OK	0	3	0.3497848147100299	False	-0.0	-1.5	-1.99		SILVER	EQ
rxn31233	polygalacturonase, putative / pectinase, putative	3.2.1.15	MI:C:12/H:12/O:11|CI:-2	0	2	9.69301581562118	False	-356.08		-222.53		BRONZE	DGP
rxn31234	pectate lyase family protein	4.2.2.2	MI:C:12/H:12/O:11|CI:-2	0	2	9.432454776474193	False	-356.08		-226.12		BRONZE	DGP
rxn31235	2-oxoacid dehydrogenase family protein	2.3.1.61	OK	0	0		False						
rxn31236	2-oxoacid dehydrogenase family protein	2.3.1.61	MI:R:1|CI:1	0	0		False						
rxn31237	peroxidase, putative	1.11.1.7	CPDFORMERROR	0	0		False						
rxn31238	branched chain alpha-keto acid dehydrogenase E2 subunit (din3)	2.3.1.168	OK	0	3	2.8456207089528327	False	-0.01	-1.96	-42.6		SILVER	EQ
rxn31239	protein arginine N-methyltransferase family protein	2.1.1.-	CPDFORMERROR	0	0		False						
rxn31240	glucose-6-phosphate isomerase, putative	5.1.3.15	OK	0	3	0.056054172446406314	True	0.0	-0.31	-0.32	-0.3142925430210325	GOLD	openTECR
rxn31241	protoporphyrinogen oxidase (PPOX)	1.3.3.4	OK	0	1		False			-54.87		BRONZE	DGP
rxn31242	pyruvate dehydrogenase E1 component alpha subunit, chloroplast	1.2.4.1	OK	0	3	1.686039773262318	False	-2.81	0.24	39.86		SILVER	EQ
rxn31243	2-oxoglutarate dehydrogenase E1 component, putative / oxoglutarate decarboxylase, putative / alpha-ketoglutaric dehydrogenase, putative	1.2.4.2	OK	0	0		False						
rxn31244	glutamate-tRNA ligase (glutamyl-tRNA synthetase) (GluRS), putative	6.1.1.24	MI:C:18/H:21/N:6/O:21/P:4|CI:-3	0	0		False						
rxn31245	acyl-CoA oxidase	1.3.3.6	OK	0	3	2.107467922364869	False	-15.16	-17.27	-33.73		BRONZE	EQ
rxn31246	lycopene beta cyclase (LYC)	1.14.-.-	MI:H:-1/N:1/R:1|CI:-1	0	0		False						
rxn31247	peroxidase, putative	1.11.1.7	CPDFORMERROR	0	0		False						
rxn31248	protein arginine N-methyltransferase family protein	2.1.1.-	MI:C:1/H:2	0	2	1.3294601364677416	False	14.65		1.34		SILVER	DGP
rxn31249	peroxidase, putative	1.11.1.7	CPDFORMERROR	0	0		False						
rxn31250	2-oxoisovalerate dehydrogenase, putative / 3-methyl-2-oxobutanoate dehydrogenase, putative / branched-chain alpha-keto acid dehydrogenase E1 alpha subunit, putative	1.2.4.4	OK	0	3	3.0809485779380714	False	-9.71	-7.06	37.09		BRONZE	EQ
rxn31251	gamma-glutamyl hydrolase, putative / gamma-Glu-X carboxypeptidase, putative / conjugase, putative	3.4.19.9	MI:C:-5/H:-6/N:-1/O:-3/R:2|CI:1	0	0		False						
rxn31252	3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplast / beta-ketoacyl-ACP synthase III / 3-ketoacyl-acyl carrier protein synthase III (KAS III)	2.3.1.179;2.3.1.180;2.3.1.41;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31253	enoyl-[acyl-carrier protein] reductase [NADH], chloroplast, putative / NADH-dependent enoyl-ACP reductase, putative	1.3.1.9;2.3.1.86	CI:2	0	0		False						
rxn31254	3-oxoacyl-[acyl-carrier protein] reductase, chloroplast / 3-ketoacyl-acyl carrier protein reductase	1.1.1.100;2.3.1.85;2.3.1.86	CI:-2	0	0		False						
rxn31255	3-oxoacyl-[acyl-carrier protein] reductase, chloroplast / 3-ketoacyl-acyl carrier protein reductase	1.1.1.100;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31256	3-oxoacyl-[acyl-carrier protein] reductase, chloroplast / 3-ketoacyl-acyl carrier protein reductase	1.1.1.100;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31257	3-oxoacyl-[acyl-carrier protein] reductase, chloroplast / 3-ketoacyl-acyl carrier protein reductase	1.1.1.100;2.3.1.85;2.3.1.86	CI:-3	0	0		False						
rxn31258	3-oxo-meristoyl-[acyl-carrier protein] reductase	1.1.1.100;2.3.1.85;2.3.1.86	CI:-2	0	0		False						
rxn31259	3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplast / beta-ketoacyl-ACP synthase III / 3-ketoacyl-acyl carrier protein synthase III (KAS III)	2.3.1.179;2.3.1.180;2.3.1.41;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31260	acyl-CoA oxidase	1.3.3.6	OK	0	3	2.1984752781708297	False	-15.16	-15.77	-33.73		BRONZE	EQ
rxn31261	phytoene dehydrogenase, chloroplast / phytoene desaturase (PDS)	1.14.99.-	CPDFORMERROR	0	0		False						
rxn31262	zeta-carotene desaturase (ZDS1) / carotene 7,8-desaturase	1.14.99.30	CPDFORMERROR	0	0		False						
rxn31263	dihydroflavonol 4-reductase (dihydrokaempferol 4-reductase) (DFR)	1.1.1.234	CPDFORMERROR	0	0		False						
rxn31264	cystathionine gamma-synthase, chloroplast / O-succinylhomoserine (Thiol)-lyase (CGS)	2.5.1.48	CI:-1	0	1		False			-7.86		BRONZE	DGP
rxn31265	cystathionine gamma-synthase, chloroplast / O-succinylhomoserine (Thiol)-lyase (CGS)	1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8	CI:-1	0	1		False			-22.97		BRONZE	DGP
rxn31266	cystathionine gamma-synthase, chloroplast / O-succinylhomoserine (Thiol)-lyase (CGS)	1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8	CI:-1	0	1		False			-20.9		BRONZE	DGP
rxn31267	peptidase M1 family protein	3.4.11.1;3.4.11.23;3.4.13.3	CPDFORMERROR	0	0		False						
rxn31268	3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplast / beta-ketoacyl-ACP synthase III / 3-ketoacyl-acyl carrier protein synthase III (KAS III)	2.3.1.179;2.3.1.180;2.3.1.41;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31269	3-hydroxyhexanoyl-[acyl-carrier protein] reductase	1.1.1.100;2.3.1.85;2.3.1.86	CI:-1	0	0		False						
rxn31270	3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplast / beta-ketoacyl-ACP synthase III / 3-ketoacyl-acyl carrier protein synthase III (KAS III)	2.3.1.179;2.3.1.180;2.3.1.41;2.3.1.85;2.3.1.86	CI:-1	0	0		False						
rxn31271	3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplast / beta-ketoacyl-ACP synthase III / 3-ketoacyl-acyl carrier protein synthase III (KAS III)	2.3.1.179;2.3.1.180;2.3.1.41;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31272	enoyl-[acyl-carrier protein] reductase [NADH], chloroplast, putative / NADH-dependent enoyl-ACP reductase, putative	1.3.1.9;2.3.1.86	CI:1	0	0		False						
rxn31273	3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplast / beta-ketoacyl-ACP synthase III / 3-ketoacyl-acyl carrier protein synthase III (KAS III)	2.3.1.179;2.3.1.180;2.3.1.41;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31274	3-oxo-dodecanoyl-[acyl-carrier protein] reductase	1.1.1.100;2.3.1.85;2.3.1.86	CI:-1	0	0		False						
rxn31275	enoyl-[acyl-carrier protein] reductase [NADH], chloroplast, putative / NADH-dependent enoyl-ACP reductase, putative	1.3.1.9;2.3.1.86	CI:1	0	0		False						
rxn31276	3-oxoacyl-[acyl-carrier-protein] synthase III, chloroplast / beta-ketoacyl-ACP synthase III / 3-ketoacyl-acyl carrier protein synthase III (KAS III)	2.3.1.179;2.3.1.180;2.3.1.41;2.3.1.85;2.3.1.86	OK	0	0		False						
rxn31277	enoyl-[acyl-carrier protein] reductase [NADH], chloroplast, putative / NADH-dependent enoyl-ACP reductase, putative	1.3.1.9;2.3.1.86	OK	0	0		False						
rxn31278	glutamine synthetase, putative	6.3.1.2	OK	0	0		False						
rxn31279	glutamine synthetase, putative	6.3.1.2	OK	0	0		False						
rxn31280	glycosyl hydrolase family 77 (4-alpha-glucanotransferase); DPE1, chloroplastic	2.4.1.25	MI:R:2	0	0		False						
rxn31281	ketose-bisphosphate aldolase class-II family protein	1.1.-.-	MI:H:2/R:2|CI:2	0	0		False						
rxn31282	phosphatidylinositolglycan synthase family protein	2.4.1.198	CPDFORMERROR	0	0		False						
rxn31283	mannosyltransferase family	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31284	mannosyltransferase, putative	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31285	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	CPDFORMERROR	0	0		False						
rxn31286	glycosyl transferase family 1 protein	2.4.1.142	CPDFORMERROR	0	0		False						
rxn31287	glycosyl transferase family 1 protein	2.4.1.132	CPDFORMERROR	0	0		False						
rxn31288	ribophorin I family protein	2.4.1.119	CPDFORMERROR	0	0		False						
rxn31289	alpha-glucosidase, putative	3.2.1.106	CPDFORMERROR	0	0		False						
rxn31290	glycoside hydrolase family 47 protein	3.2.1.113	CPDFORMERROR	0	0		False						
rxn31291	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase, putative	2.4.1.101	CPDFORMERROR	0	0		False						
rxn31292	glycosyl hydrolase family 38 (alpha-mannosidase)	3.2.1.114	CPDFORMERROR	0	0		False						
rxn31293	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	CPDFORMERROR	0	0		False						
rxn31294	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31295	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	CPDFORMERROR	0	0		False						
rxn31296	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	CPDFORMERROR	0	0		False						
rxn31297	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	CPDFORMERROR	0	0		False						
rxn31298	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	CPDFORMERROR	0	0		False						
rxn31299	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	CPDFORMERROR	0	0		False						
rxn31300	glycosyl transferase family 1 protein	2.4.1.131	CPDFORMERROR	0	0		False						
rxn31301	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	MI:C:-15/H:-29/R:1	0	0		False						
rxn31302	galactoside 2-alpha-L-fucosyltransferase / xyloglucan alpha-(1,2)-fucosyltransferase (FUT1) (FT1)	2.4.1.69	CPDFORMERROR	0	0		False						
rxn31303	alpha-1,3-mannosyltransferase	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31304	curculin-like (mannose-binding) lectin family protein	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31305	curculin-like (mannose-binding) lectin family protein	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31306	ALG6, ALG8 glycosyltransferase family	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31307	ALG6, ALG8 glycosyltransferase family protein	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31308	expressed protein	2.4.1.-	CPDFORMERROR	0	0		False						
rxn31309	dehydrodolichyl diphosphate synthase / DEDOL-PP synthase (DPS)	2.5.1.31	OK	0	3	3.85100589787447	False	-157.5	-131.34	-172.9		BRONZE	EQ
rxn31310	menaquinone biosynthesis protein-related	2.5.1.64	OK	0	3	1.0138508797606518	False	-29.53	-23.81	-38.97		SILVER	EQ
rxn31311	UDP-sulfoquinovose:DAG sulfoquinovosyltransferase (sulfolipid synthase) (SQD2)	2.4.1.-	OK	0	0		False						
rxn31312	2-oxoglutarate synthase	1.2.7.3	OK	0	0		False						
rxn31313	alpha-D-Glucose 6-phosphate phosphohydrolase	3.1.3.9	OK	0	3	1.9411435603064955	False	7.22	-3.83	-3.27	-2.6565487571701722	GOLD	DGP
rxn31314	starch synthase	2.4.1.21	MI:R:2	0	0		False						
rxn31315	glucoamylase	3.2.1.10	MI:R:-2	0	0		False						
rxn31316	poly(R)-hydroxyalkanoic acid synthase, class I;Acyltransferases	2.3.1.-	MI:R:2	0	0		False						
rxn31317	poly(R)-hydroxyalkanoic acid synthase, class I;Acyltransferases	2.3.1.-	MI:R:2	0	0		False						
rxn31318	poly(R)-hydroxyalkanoic acid synthase, class I;Acyltransferases	2.3.1.-	MI:R:2	0	0		False						
rxn31319	6.3.4.16-RXN.d	6.3.4.16;6.3.4.16-	OK	0	3	2.936920934824471	False	-16.81	1.65	1.76		BRONZE	EQ
rxn31320	R_REner01_p		MI:H:-3/O:-3|CI:3	0	0		False						
rxn31321	crotonoyl-[acyl-carrier-protein] hydratase	4.2.1.58	OK	0	0		False						
rxn31322	fatty-acid synthase	2.3.1.85;2.3.1.86;4.2.1.58;4.2.1.59	CI:1	0	0		False						
rxn31323	fatty-acid synthase	2.3.1.85;2.3.1.86;4.2.1.58;4.2.1.59;4.2.1.61	OK	0	0		False						
rxn31324	fatty-acid synthase	2.3.1.85;2.3.1.86;4.2.1.58;4.2.1.60;4.2.1.61	CI:1	0	0		False						
rxn31325	fatty-acid synthase	2.3.1.85;2.3.1.86;4.2.1.58;4.2.1.59;4.2.1.60;4.2.1.61	OK	0	0		False						
rxn31326	fatty-acid synthase	2.3.1.85;2.3.1.86;4.2.1.59;4.2.1.61	CI:-1	0	0		False						
rxn31327	fatty-acid synthase	2.3.1.85;2.3.1.86;4.2.1.61	CI:-2	0	0		False						
rxn31328	Oleoyl-[acyl-carrier-protein] hydrolase	2.3.1.85;3.1.2.14	CI:-1	0	0		False						
rxn31329	enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase; dihydrolipoyl dehydrogenase	1.8.1.4	OK	0	0		False						
rxn31330	R_RN04_m		MI:H:-2.400/O:-2.400|CI:2.400	0	2	17.110146338293813	False	75.11		-46.67		BRONZE	DGP
rxn31331	R_RN05_m		MI:H:-1.500/O:-1.500|CI:1.500	0	2	2.9455555330443857	False	31.38		11.92		BRONZE	DGP
rxn31332	Ferredoxin:NADP+ oxidoreductase	1.18.1.2	OK	0	0		False						
rxn31333	Ferredoxin:NAD oxidoreductase	1.18.1.3	OK	0	0		False						
rxn31334	COX10 (CYTOCHROME C OXIDASE 10); prenyltransferase	2.5.1.-	MI:C:15/H:26/O:1	0	1		False			142.9		BRONZE	DGP
rxn31335	fructose-bisphosphate aldolase, putative	4.1.2.13	OK	0	3	0.4399679297135322	False	-4.31	-5.48	-4.9	-5.573374760994263	GOLD	openTECR
rxn31336	ATNFS1/ATNIFS1/NFS1/NIFS1 (ARABIOPSIS THALIANA NITROGEN FIXATION S HOMOLOG 1); cysteine desulfurase/ transaminase	2.8.1.7	CPDFORMERROR	0	0		False						
rxn31337	BETA-OHASE 1 (BETA-HYDROXYLASE 1); beta-carotene hydroxylase	1.14.13.-;1.14.13.129	MI:O:1	0	2	0.1428345601163689	False	-43.52		-44.95		SILVER	DGP
rxn31338	LUT1 (LUTEIN DEFICIENT 1); oxygen binding  [SP:tr:Q6TBX7_ARATH]	1.14.99.45	MI:O:1	0	2	1.8356305048083106	False	-39.84		-26.25		SILVER	DGP
rxn31339	BETA-OHASE 1 (BETA-HYDROXYLASE 1); beta-carotene hydroxylase	1.14.13.-;1.14.13.129	MI:O:1	0	2	0.2950509715094189	False	-43.52		-41.42		SILVER	DGP
rxn31340	BETA-OHASE 1 (BETA-HYDROXYLASE 1); beta-carotene hydroxylase	1.14.13.-;1.14.13.129	MI:O:1	0	2	0.22199073094518143	False	-39.84		-41.42		SILVER	DGP
