CHEBI_100	NSRJSISNDPOJOP-BBRMVZONSA-N
CHEBI_68383	VWDLOXMZIGUBKM-AUGXRQBFSA-N
CHEBI_68438	QWBBXKNNAHDISO-UHFFFAOYSA-L
CHEBI_68483	BEGZZYPUNCJHKP-DBYWSUQTSA-N
CHEBI_68492	UIVJXHWSIFBBCY-FQLHZTMTSA-N
CHEBI_68493	YHXQWYBLXUELDA-HYPDDMKDSA-N
CHEBI_68501	UIVJXHWSIFBBCY-LPGAPTBISA-N
CHEBI_68506	UJOYFRCOTPUKAK-QMMMGPOBSA-N
CHEBI_68560	PQKQKKAIMXCPIL-ABYJQTRASA-N
CHEBI_68576	ZOSQFDVXNQFKBY-ONRKHWABSA-N
CHEBI_68623	LFTYTUAZOPRMMI-ZYQOOJPVSA-N
CHEBI_68624	ZAZVCYBIABTSJR-SZAPHMHZSA-N
CHEBI_68625	MZZFDMZYIBWOOA-KWCYVHTRSA-N
CHEBI_68636	OCNIKEFATSKIBE-UHFFFAOYSA-N
CHEBI_68645	NRXWTRNYICXMBF-UBUKNDCTSA-N
CHEBI_68649	HXBVUFKCDHBLNM-MNXIHXCBSA-N
CHEBI_68650	RPXFZWNINDHGPX-BWIWHEPQSA-N
CHEBI_68651	YKMPJLRXZZMPEK-NNLCSRQNSA-N
CHEBI_68652	XKBQJSBUHZIVDD-UDNRBXCGSA-N
CHEBI_68653	YGYQMWIRLGPSQQ-FFRCVWGISA-N
CHEBI_68654	UNWLHBGOABGYBQ-UXPNKWOVSA-N
CHEBI_68655	FBSBGGJQVUYUDB-ZLDLUXBVSA-N
CHEBI_68658	RGZSQWQPBWRIAQ-GJZGRUSLSA-N
CHEBI_68666	SAOJPWFHRMUCFN-UQOMUDLDSA-N
CHEBI_68667	NPNUFJAVOOONJE-QWAJQTJBSA-N
CHEBI_68669	ZJOSXOOPEBJBMC-DAJNMGJPSA-N
CHEBI_68670	XTZJKGIMUFZFBV-QBAABWDMSA-N
CHEBI_68672	IUPUBECBZWCNJL-HTJUTNGKSA-N
CHEBI_68675	YHXQWYBLXUELDA-XGEGERJZSA-N
CHEBI_68684	YACKEPLHDIMKIO-UHFFFAOYSA-N
CHEBI_68686	RITBIFGLPRFTSB-KVTDHHQDSA-N
CHEBI_68687	OXGUIUWFXGIWNM-TXICZTDVSA-N
CHEBI_68688	AAAFZMYJJHWUPN-TXICZTDVSA-N
CHEBI_6877	NNWHUJCUHAELCL-SNAWJCMRSA-N
CHEBI_68823	UXNHAIRVTPGNPL-KVTDHHQDSA-N
CHEBI_68828	HNOAUFBMSISHIO-KRWDZBQOSA-N
CHEBI_69021	RBGYOLFHIDJTOX-VMXKAMJHSA-N
CHEBI_69022	BNDPVNXDSQOTOY-OKCDOLPESA-N
CHEBI_69023	IRPHRMHQEPXQQF-RFMSQVAGSA-N
CHEBI_69024	NNHHTFDBMMPBSL-JFPRQHOTSA-N
CHEBI_69025	IWYHWTWGKBGNTO-GSISZECUSA-N
CHEBI_69026	XBLDTXYFLHSWHN-RFMSQVAGSA-N
CHEBI_69042	FIDUIAPDSKSUGO-UHFFFAOYSA-N
CHEBI_6907	DSRNRYQBBJQVCW-UHFFFAOYSA-N
CHEBI_69080	WTTJVINHCBCLGX-NQLNTKRDSA-N
CHEBI_69081	QHZLMUACJMDIAE-UHFFFAOYSA-N
CHEBI_691622	BYXCFUMGEBZDDI-UHFFFAOYSA-N
CHEBI_7	BQOFWKZOCNGFEC-BDAKNGLRSA-N
CHEBI_70315	XJLZCPIILZRCPS-ANMPWZFDSA-N
CHEBI_70399	JTJJJLSLKZFEPJ-DHIUTWEWSA-N
CHEBI_70467	KUSXBOZNRPQEON-GWKPYITFSA-N
CHEBI_70731	DZOGQXKQLXAPND-XHUKORKBSA-N
CHEBI_70757	NQBRVZNDBBMBLJ-MQTLHLSBSA-N
CHEBI_70758	PFMVORMCVGOQKR-XNCOKRRHSA-N
CHEBI_70760	FXKDHZXYYBPLHI-TUTABMRPSA-N
CHEBI_70763	UFPHFKCTOZIAFY-UHFFFAOYSA-N
CHEBI_70771	LZKPPSAEINBHRP-KORIGIIASA-N
CHEBI_70779	IZHNAGBQRXWHMT-QLLAZOAUSA-N
CHEBI_70780	QNHNMKVZFMGGJB-LIEMUPCESA-N
CHEBI_70783	DATWFRMXXZBEPM-SNAICPSHSA-N
CHEBI_70784	JHEDABDMLBOYRG-YGBYUOMUSA-N
CHEBI_70785	JHEDABDMLBOYRG-VZRUIPTFSA-N
CHEBI_70786	LRCNPQXZCZKGDI-OFGMELEWSA-N
CHEBI_70787	MRLXXQBBRNRWDA-LIEMUPCESA-N
CHEBI_70788	VDWJABPVVAYLBS-BPYAMOTFSA-N
CHEBI_70789	UUDKOVSZNMZKND-BDAURDKOSA-N
CHEBI_70790	IKNCEODEFHEVMZ-VOWUJUPWSA-N
CHEBI_70791	GPKQHTAVLDBECX-HDPLZVLRSA-M
CHEBI_70792	DPVDDBUQBNNVPO-WTEINHRPSA-M
CHEBI_70793	NJNUXMOGJWUPPV-OKJGWHJPSA-M
CHEBI_70819	IGQBPDJNUXPEMT-SNVBAGLBSA-O
CHEBI_70827	TZHWAJXXUMOTBV-VTINEICCSA-N
CHEBI_70828	RGDAORVPVAQJHT-INIZCTEOSA-N
CHEBI_70829	VFYHIOGWELBGIK-DLBZAZTESA-N
CHEBI_70838	IIUXHTGBZYEGHI-UHFFFAOYSA-N
CHEBI_70859	ZMLAXRVFMBEJIF-GCTGHDABSA-N
CHEBI_70860	ANCCRFGXJYBRIW-SKQHXPRYSA-N
CHEBI_70861	LYHFPFHWBXEUPX-AHFVBISTSA-N
CHEBI_70863	UJRFKENHJISTAF-KHZPPISQSA-N
CHEBI_70864	FJYZTSTYDFHWJY-NXBLYNSFSA-N
CHEBI_70865	YIERDWVPDSIPLW-HDQHPOANSA-N
CHEBI_70980	VIWKEBOLLIEAIL-AGCMQPJKSA-N
CHEBI_70989	NIDVTARKFBZMOT-PEBGCTIMSA-N
CHEBI_70990	OTEACGAEDCIMBS-FOLKQPSDSA-N
CHEBI_70991	KGHLSJONZZZQPJ-DLBZAZTESA-N
CHEBI_70995	XCQVBFWYULNOQE-UHFFFAOYSA-N
CHEBI_71002	QYVJGQUFXQMOOE-WAFGNDRNSA-N
CHEBI_71004	MWPLZPAHTHIKQB-YNFYBLEISA-N
CHEBI_71007	RYNAFXPWYRVRJV-HNNXBMFYSA-N
CHEBI_71008	GFRQGVULYBEAES-ZDUSSCGKSA-N
CHEBI_71009	ZKLREJQHRKUJHD-JKSUJKDBSA-N
CHEBI_71010	JDTJDLPFECSKQJ-UONOGXRCSA-N
CHEBI_71030	NWNOHXIGPZLKDY-DLBZAZTESA-N
CHEBI_71034	KEKMLOYOUUVRDN-UHFFFAOYSA-N
CHEBI_71044	ZFXICKRXPZTFPB-BIEWRJSYSA-N
CHEBI_71045	YXAKCQIIROBKOP-UHFFFAOYSA-N
CHEBI_71175	VFVVPBBLCNJQRK-BKLSDQPFSA-N
CHEBI_71177	XHIXPVCTDRNTTC-YQVKZWHSSA-N
CHEBI_71185	POZIFRPMDFGLIW-UHFFFAOYSA-N
CHEBI_71188	RJDDBRGASHENKL-UHFFFAOYSA-N
CHEBI_71189	BSRDNMMLQYNQQD-UHFFFAOYSA-N
CHEBI_71190	KFUIOHIUIZFOOW-UHFFFAOYSA-N
CHEBI_71191	RDSNBKRWKBMPOP-UHFFFAOYSA-N
CHEBI_71192	QGLKBDIZFCYGIX-UHFFFAOYSA-N
CHEBI_71198	KGLCZTRXNNGESL-UHFFFAOYSA-N
CHEBI_71199	GTTBQSNGUYHPNK-UHFFFAOYSA-N
CHEBI_71201	FBZONXHGGPHHIY-UHFFFAOYSA-N
CHEBI_71211	FZWJGTSJBJBNKS-GRBGHKMPSA-N
CHEBI_71237	QERYCTSHXKAMIS-UHFFFAOYSA-N
CHEBI_71242	CHQAJZULNPRMEN-FZEDXVDRSA-N
CHEBI_71259	GJEZZQVPWMCGSB-BJDJZHNGSA-N
CHEBI_71265	UUYVRXVWXDDDGX-WDSKDSINSA-N
CHEBI_71266	NIPZZXUFJPQHNH-UHFFFAOYSA-N
CHEBI_71277	YQHFBNOCNNLEAS-FZEDXVDRSA-N
CHEBI_71286	IUCYCHQMRZWPGT-UHFFFAOYSA-N
CHEBI_71287	OXYOFULKSNCNRY-UHFFFAOYSA-N
CHEBI_71302	HDAJUGGARUFROU-JSUDGWJLSA-L
CHEBI_71305	QWWPNXJTPPIHQR-JSUDGWJLSA-L
CHEBI_71308	KGCKMLSJAXDKBP-RRNIHQQDSA-L
CHEBI_71310	RQPREYSMTBNTJA-JNXJJIQFSA-L
CHEBI_71315	YSOAJKLNVFWXBW-UEVOBBHASA-N
CHEBI_71316	CCVJVKWZZMMBHB-WVZVXSGGSA-N
CHEBI_71320	KSQNKZMAMGACTL-UHFFFAOYSA-N
CHEBI_71321	JMNCPTSDROGKTR-TYWDBYIJSA-N
CHEBI_71332	QBHBHOSRLDPIHG-UHFFFAOYSA-N
CHEBI_71335	YZBBUYKPTHDZHF-KNVGNIICSA-N
CHEBI_71339	YJQPYGGHQPGBLI-KGSXXDOSSA-N
CHEBI_71358	BJRIMGIVIIHCDH-UGSCTMCDSA-N
CHEBI_71361	QFGWDFAYOAGQDH-KVQBGUIXSA-N
CHEBI_71362	FEPFWQCDWZFLGY-KVQBGUIXSA-N
CHEBI_71363	JYHPIPMSJVTYAP-KVQBGUIXSA-N
CHEBI_71365	JQXXHWHPUNPDRT-GHGVGPBWSA-N
CHEBI_71393	FGOYXNBJKMNPDH-SAJUPQAESA-O
CHEBI_71395	CGCGQFDYTLYDPF-UUOKFMHZSA-N
CHEBI_71399	RYVJLJVPSMBXLB-SWFLZAEGSA-N
CHEBI_71402	GDFMHODRHJIWSY-UHFFFAOYSA-N
CHEBI_71406	UCTWMZQNUQWSLP-VIFPVBQESA-N
CHEBI_71407	LGOGWHDPDVAUNY-LFZQUHGESA-N
CHEBI_71408	WZMAIEGYXCOYSH-FWBOWLIOSA-N
CHEBI_71410	LPMIXVANMSEERY-FUEUKBNZSA-N
CHEBI_71412	NBCCUIHOHUKBMK-LFZQUHGESA-N
CHEBI_71427	SAZRNJMTRRCRJX-QYIUPXBKSA-N
CHEBI_71430	MAMJAMHAMPVLFR-VTINEICCSA-N
CHEBI_71435	LWXQJJYOZWNPDR-ZJHONPRDSA-N
CHEBI_71445	RNYKJLHCAKTRHT-DUPKZGIXSA-N
CHEBI_71446	UXWUSXRGWGOULX-JKWRZQDASA-N
CHEBI_71451	RKCOGGUHKPTOQJ-GNSUAQHMSA-N
CHEBI_71455	KNSVYMFEJLUJST-MJMSVFGZSA-N
CHEBI_71456	VNJQSRVXTRJVAZ-NGZXMKLGSA-N
CHEBI_71460	BRWSZHQQYCLCAA-VTINEICCSA-N
CHEBI_71461	AZUNRVWJJVHLJB-DUPKZGIXSA-N
CHEBI_71462	VBRJJZPJXKSQLS-DUPKZGIXSA-N
CHEBI_71464	HXYVTAGFYLMHSO-UHFFFAOYSA-N
CHEBI_71465	WFRLANWAASSSFV-UHFFFAOYSA-N
CHEBI_71466	BOWVQLFMWHZBEF-UHFFFAOYSA-N
CHEBI_71467	OVKKNJPJQKTXIT-UHFFFAOYSA-N
CHEBI_71481	DJFXNRBQUUFIOS-IBYUJNRCSA-N
CHEBI_71487	XFKPUSAZRRAPSC-UKRRQHHQSA-N
CHEBI_71489	DDHCSALWDPRVCN-LFZQUHGESA-N
CHEBI_71490	UEHJIGATCWBAFG-LNOBRRNASA-N
CHEBI_71491	VVLBCJHQULSXJN-IBYUJNRCSA-N
CHEBI_71492	PAFLSMZLRSPALU-MRVPVSSYSA-N
CHEBI_71493	DOUMFZQKYFQNTF-MRXNPFEDSA-N
CHEBI_71494	OJGPEAXUHQRLNC-CEPLBNANSA-N
CHEBI_71498	DSNCQKUYZOSARM-QVLXMGEUSA-N
CHEBI_71500	PDXMFTWFFKBFIN-XPWFQUROSA-N
CHEBI_71501	RFCBNSCSPXMEBK-INFSMZHSSA-N
CHEBI_71511	MVCZYIINCNBXDB-ZOTFFYTFSA-N
CHEBI_71512	YROOZUQRTLHXIO-DIACKHNESA-N
CHEBI_71513	VMQTXGMFZBVVQQ-ZOTFFYTFSA-N
CHEBI_71516	IRWUWOCLRCYSSC-MNOAYJSQSA-N
CHEBI_71517	UPNGZNGTSDAVMT-GSVOJQHPSA-N
CHEBI_71533	XIJDBHLQUYAZJI-UHFFFAOYSA-N
CHEBI_71536	GGNDESPZSKTNHV-PELKAZGASA-N
CHEBI_71537	RYFFZJHGQCKWMV-YUNKPMOVSA-N
CHEBI_71541	GODJMHBXPZFJCV-KMPPVSSLSA-N
CHEBI_71542	SQTAVUCHOVVOFD-OBRBSRNPSA-N
CHEBI_71550	FLRPNSKUGCVRRB-IINKENNYSA-N
CHEBI_71567	WVXOMPRLWLXFAP-DDMWTQRYSA-N
CHEBI_71570	GODJMHBXPZFJCV-MNVVPKPGSA-N
CHEBI_71573	ZFPNNOXCEDQJQS-SSVOXRMNSA-N
CHEBI_71576	JCGXIYQLRYPHDG-DQOTWGJISA-N
CHEBI_71577	WLXJSCVFCGNFQG-DWJKITPBSA-N
CHEBI_71579	CEQFOVLGLXCDCX-UHFFFAOYSA-N
CHEBI_71586	QADUDNMSWUFMGZ-QSGBVPJFSA-N
CHEBI_71589	HOBAELRKJCKHQD-UHFFFAOYSA-N
CHEBI_71590	ORNHDCLGZFRPBB-UHFFFAOYSA-N
CHEBI_71596	PYDUENRHWXNYLP-KBPBESRZSA-N
CHEBI_71606	LIWFZGIUNNZHHB-QBMVVDGVSA-N
CHEBI_71608	QPDMOMIYLJMOQJ-STQMWFEESA-N
CHEBI_71609	LCIIOYPBHIZBOD-UHFFFAOYSA-N
CHEBI_71618	BMRFXRSUKVCBAI-UHFFFAOYSA-N
CHEBI_71624	DPPANEFZFQYGIG-UHFFFAOYSA-N
CHEBI_71670	XUYPXLNMDZIRQH-LURJTMIESA-N
CHEBI_71673	BRGMHAYQAZFZDJ-KEWYIRBNSA-N
CHEBI_71674	XHMJOUIAFHJHBW-GASJEMHNSA-N
CHEBI_71677	GCSBDMYNTBWBDK-UHFFFAOYSA-N
CHEBI_71681	OWQDWQKWSLFFFR-PHDIDXHHSA-N
CHEBI_71682	QFCUROSHGOWZEG-UHFFFAOYSA-N
CHEBI_71685	SVTWDAHIFBNFKH-UHFFFAOYSA-N
CHEBI_71688	KKOXKGNSUHTUBV-HUUCEWRRSA-N
CHEBI_71959	QPEJHSFTZVMSJH-UHFFFAOYSA-N
CHEBI_71963	PSCDWCHABCVGGV-UHFFFAOYSA-N
CHEBI_71964	KGGAKOCPPBMRSA-SAINOKEESA-N
CHEBI_71965	ATGDWMMVELQIEZ-UWPBYKTESA-N
CHEBI_71980	WPWFMRDPTDEJJA-FAXVYDRBSA-N
CHEBI_72019	LTRSBAYPGMPMNS-YWPUXERESA-N
CHEBI_72290	PZWYDZMWPANLMB-UHFFFAOYSA-N
CHEBI_72330	PDDZESXPRKKNQW-NQMBQAPESA-N
CHEBI_72331	LSZJAIFORSLKOY-PACUACIMSA-N
CHEBI_72587	SFLSHLFXELFNJZ-QMMMGPOBSA-N
CHEBI_72646	YZBBUYKPTHDZHF-BBRMVZONSA-N
CHEBI_72649	JKQYCXJUHYTQOP-BKLDQRABSA-N
CHEBI_72650	MQNHSSSWTWCFJM-JIUIYFAXSA-N
CHEBI_72673	BWYUKBCRHDFWFF-SECBINFHSA-N
CHEBI_72677	RHGQIWVTIHZRLI-DCXZOGHSSA-N
CHEBI_72678	WSBZDTWHZJNGKQ-ZRNGKTOUSA-N
CHEBI_72682	STTKJLVEXMKLNA-CQSZACIVSA-N
CHEBI_72683	FAZBDRGXCKPVJU-MRXNPFEDSA-N
CHEBI_72697	LOUWLTSPEXZLSA-MRVPVSSYSA-N
CHEBI_72699	YNPKOQYWJZNZGP-SECBINFHSA-N
CHEBI_72701	FVWSYPLJOZSUOL-UHFFFAOYSA-N
CHEBI_72710	VYVGIGXSTFDGAO-UHFFFAOYSA-N
CHEBI_72712	HZCDXJOPMCUIDB-UHFFFAOYSA-N
CHEBI_72722	KVEBLTAWTCBJNF-UJURSFKZSA-N
CHEBI_72732	BQCCAEOLPYCBAE-CBPJZXOFSA-N
CHEBI_72744	WOTHHEHCEYHCFE-LDLOPFEMSA-O
CHEBI_72745	PCBKWKNYISJGPJ-UHFFFAOYSA-N
CHEBI_72748	FNLHPZUNSZDBLN-CBPJZXOFSA-N
CHEBI_72755	WZDRWYJKESFZMB-FQSMHNGLSA-N
CHEBI_72756	OHNBRQGGOHMIAP-NOAMYHISSA-N
CHEBI_72757	VDFRWFFCKJQBMZ-CJVFPDSASA-N
CHEBI_72758	RTQVJTLVVBJRJG-SEXYCKHXSA-N
CHEBI_72760	GLWYBXPXOSKQAW-OALUTQOASA-N
CHEBI_72761	XNRPVPHNDQHWLJ-PMACEKPBSA-N
CHEBI_72762	CBQDILZSSFDSDL-OALUTQOASA-N
CHEBI_72763	DBEYVIGIPJSTOR-FHWLQOOXSA-N
CHEBI_72764	CPHRCQUGNAGVIB-FWJAZRMLSA-N
CHEBI_72765	LRXYHMMJJCTUMY-GWXUGYLUSA-N
CHEBI_72766	ACGHJVZDNQZJOV-BMOJZYMJSA-N
CHEBI_72767	LQXCSIKDOISJTI-BZSNNMDCSA-N
CHEBI_72775	QPJVMBTYPHYUOC-UHFFFAOYSA-N
CHEBI_72776	PXMCURAOQSNMOZ-MDKMTUDGSA-N
CHEBI_72777	QTQJAGDTOOCFJJ-SRBOSORUSA-N
CHEBI_72778	UKBUHWIOGWAJEO-DBIOUOCHSA-N
CHEBI_72780	RFBIUXAOZAPWCC-RDKWKEIWSA-M
CHEBI_72781	NABVFHUVYXEKSQ-OGADHKOYSA-N
CHEBI_72782	KTHADMDGDNYQRX-UHFFFAOYSA-N
CHEBI_72788	WTMBWYHMZCVPRJ-WJBIZLLUSA-N
CHEBI_72826	LUTDZDAPSDZVAL-RBUKOAKNSA-N
CHEBI_72827	HFJVKBVEKQHVTO-XZOQPEGZSA-N
CHEBI_72828	FQQQKGAFQIIGLQ-XZOQPEGZSA-N
CHEBI_72829	BIABMEZBCHDPBV-MPQUPPDSSA-N
CHEBI_72830	ZAXBYLHGBBMAAY-SZAHLOSFSA-N
CHEBI_72831	WYVBOKLMHDFYQD-QPPIDDCLSA-N
CHEBI_72832	GTCKEWVHTGGUSN-QPPIDDCLSA-N
CHEBI_72833	UOXRPRZMAROFPH-OAOCPRPWSA-N
CHEBI_72834	KIQYUSYSJTUGFZ-KQKURGKFSA-N
CHEBI_72835	IBUKXRINTKQBRQ-KCKFLZCVSA-N
CHEBI_72836	NEXFZIYXCPIHEF-BHIZUYRXSA-N
CHEBI_72837	PDLAMJKMOKWLAJ-BHIZUYRXSA-N
CHEBI_72838	BSNJSZUDOMPYIR-BHIZUYRXSA-N
CHEBI_72839	KBPVYRBBONZJHF-QPPIDDCLSA-N
CHEBI_72840	ATBOMIWRCZXYSZ-QPPIDDCLSA-N
CHEBI_72841	PAZGBAOHGQRCBP-QPPIDDCLSA-N
CHEBI_72845	ZEFGRNLJASLRBZ-IOLBBIBUSA-N
CHEBI_72857	GASPGIDKILJBMM-PGUFJCEWSA-N
CHEBI_72858	GLOXZZHEZYKXNV-WJOKGBTCSA-N
CHEBI_72859	PORPENFLTBBHSG-MGBGTMOVSA-N
CHEBI_72860	YQMUIZXKIKXZHD-PGUFJCEWSA-N
CHEBI_72864	SPYWWYSOADUXOQ-DIPNUNPCSA-N
CHEBI_72944	MOWMHIINUAQFMU-DNBVWFFRSA-N
CHEBI_72945	UPPJKCYSMDGLRE-DNBVWFFRSA-N
CHEBI_72946	LSQKHXZMWRRDRU-GUKOCFKPSA-N
CHEBI_72947	NZCOZAMBHLSNDW-HNDNCJINSA-N
CHEBI_72948	KUGNSEAHJVSMAJ-IRXDYDNUSA-N
CHEBI_72949	SAHHMCVYMGARBT-UKRRQHHQSA-N
CHEBI_72950	FCQGJGLSOWZZON-UHFFFAOYSA-N
CHEBI_72951	VNLUYZYZRAWLHI-NGFQHRJXSA-N
CHEBI_72956	HXFPPRPLRSPNIB-URLMMPGGSA-N
CHEBI_72957	ZKRPGPZHULJLKJ-IOWSJCHKSA-N
CHEBI_72959	YDNKGFDKKRUKPY-JHOUSYSJSA-N
CHEBI_72960	KXEMZGPJXBKYJP-URLMMPGGSA-N
CHEBI_72961	VODZWWMEJITOND-NXCSZAMKSA-N
CHEBI_72962	XWBWIAOWSABHFI-NUKVNZTCSA-N
CHEBI_72963	UNRULDRRONAKLU-JHOUSYSJSA-N
CHEBI_72965	ZJVVOYPTFQEGPH-AUTSUKAISA-N
CHEBI_72991	ZCKYOWGFRHAZIQ-UHFFFAOYSA-N
CHEBI_72998	ASWBNKHCZGQVJV-HSZRJFAPSA-O
CHEBI_72999	KILNVBDSWZSGLL-KXQOOQHDSA-O
CHEBI_73000	PZNPLUBHRSSFHT-RRHRGVEJSA-O
CHEBI_73001	WTJKGGKOPKCXLL-RRHRGVEJSA-O
CHEBI_73002	JLPULHDHAOZNQI-RRHRGVEJSA-O
CHEBI_73003	IIZPXYDJLKNOIY-HUESYALOSA-O
CHEBI_73004	YVYMBNSKXOXSKW-HXUWFJFHSA-N
CHEBI_73005	SLKDGVPOSSLUAI-PGUFJCEWSA-N
CHEBI_73006	RPJZYOHZALDGKI-DIPNUNPCSA-N
CHEBI_73007	FHQVHHIBKUMWTI-DIPNUNPCSA-N
CHEBI_73008	HBZNVZIRJWODIB-DIPNUNPCSA-N
CHEBI_73009	DRIVXEVMDWCWLI-LDLOPFEMSA-N
CHEBI_73012	CSDSSGBPEUDDEE-UHFFFAOYSA-N
CHEBI_73036	VHRFVOCSBRXJJS-UHFFFAOYSA-N
CHEBI_73110	QPJBWNIQKHGLAU-XSRBSYKOSA-N
CHEBI_73125	UKQGAMWGTOTQPC-ALOLAALWSA-N
CHEBI_73142	HZZBAJKXHIJTLG-UHFFFAOYSA-N
CHEBI_73143	WTJDKKOZXLZATN-UHFFFAOYSA-N
CHEBI_73152	NOURWHKLHSWPGX-UHFFFAOYSA-N
CHEBI_73180	YKHKYDDELRYDNQ-WGLSOIFHSA-N
CHEBI_73183	RKNHJBVBFHDXGR-KEOHHSTQSA-N
CHEBI_73194	BHYDXVJSMVVTCR-JHZMAZKOSA-N
CHEBI_732	ACSFOIGNUQUIGE-AIPUTVCKSA-N
CHEBI_73224	ZOJBYZNEUISWFT-UHFFFAOYSA-N
CHEBI_73237	AKNNEGZIBPJZJG-MSOLQXFVSA-N
CHEBI_73244	VAMXMNNIEUEQDV-UHFFFAOYSA-N
CHEBI_73250	OHIXAJDQAXXFTE-QDEMZEMRSA-N
CHEBI_73251	RSQSQJNRHICNNH-NFMPGMCNSA-N
CHEBI_73252	XBDTWBSMNXMGIJ-ZTVWUKKDSA-N
CHEBI_73253	DCYKYFYDBJFJHO-QDEMZEMRSA-N
CHEBI_73255	MHVYWTXXZIFXDT-YGNOGLJPSA-N
CHEBI_73256	GKRMJALKMNRHGF-WARWBDHMSA-N
CHEBI_73257	SXJSUTBDMIRVGQ-HOWNIQBVSA-N
CHEBI_73258	IGZIQAJJXGRAJF-TXZPEUJSSA-N
CHEBI_73260	KWOJOQRTFRJBKX-KXHHBJJGSA-N
CHEBI_73281	HORUZDQRRJSTED-SECBINFHSA-N
CHEBI_73299	GGPUKCOQBLEUBE-RPSALGSQSA-N
CHEBI_73343	UMFCIIBZHQXRCJ-NSCUHMNNSA-N
CHEBI_73346	UUEPXFWSBUIUAZ-NSCUHMNNSA-N
CHEBI_73387	ZQPNDSDFFDOEFI-UHFFFAOYSA-N
CHEBI_73388	UVCQOKDZGIAHDG-UHFFFAOYSA-N
CHEBI_73389	ZFLDWYJOQSXISF-REOHCLBHSA-N
CHEBI_73432	IYCYEZLMOLRFAN-XSXRAWBPSA-N
CHEBI_73482	CBXHEDPBKOZZSI-NSHDSACASA-N
CHEBI_73483	KUPQDUIOULXTJZ-JTQLQIEISA-N
CHEBI_73500	VDDFXUMTXCQMFM-NVQRUNIKSA-N
CHEBI_73504	ALSTYHKOOCGGFT-KTKRTIGZSA-N
CHEBI_73532	OPLVZTYVQUWKHB-SDBHATRESA-N
CHEBI_73533	VXMXKDAHJURHEN-SDBHATRESA-N
CHEBI_73534	JXNPEDYJTDQORS-HZJYTTRNSA-N
CHEBI_73672	BQOHYSXSASDCEA-KEOHHSTQSA-N
CHEBI_73673	QVADRSWDTZDDGR-VKHMYHEASA-N
CHEBI_73674	CHSNPOFVFYPELH-KQYNXXCUSA-N
CHEBI_73675	PRWQRPNQDIKFBR-NOAMYHISSA-N
CHEBI_73678	NLVFBUXFDBBNBW-PBSUHMDJSA-N
CHEBI_73679	YPPFEJHOHNPKLT-PBSUHMDJSA-N
CHEBI_73682	GHLUPQUHEIJRCU-DWVDDHQFSA-N
CHEBI_73709	AFENDNXGAFYKQO-VKHMYHEASA-N
CHEBI_73779	KZNQNBZMBZJQJO-YFKPBYRVSA-N
CHEBI_73784	IEFJWDNGDZAYNZ-BYPYZUCNSA-N
CHEBI_73786	CXISPYVYMQWFLE-VKHMYHEASA-N
CHEBI_73802	DJBRXNRKYAWTBL-UHFFFAOYSA-N
CHEBI_73850	HTZINLFNXLXRBC-XMMPIXPASA-O
CHEBI_73851	LFUDDCMNKWEORN-HSZRJFAPSA-O
CHEBI_73852	VMAJWSSWCPBIJY-GNSUAQHMSA-N
CHEBI_73856	LVXQCHCSSLFKLO-GNSUAQHMSA-N
CHEBI_73857	WSALICWLARPULC-JBKAVQFISA-N
CHEBI_73858	IHNKQIMGVNPMTC-RUZDIDTESA-O
CHEBI_7386	DDSLGZOYEPKPSJ-UHFFFAOYSA-N
CHEBI_73862	JWZLRYCDDXHXDL-IBYUJNRCSA-N
CHEBI_73863	SLYKKQSPRFJDAF-GNSUAQHMSA-N
CHEBI_73870	NDRVWKXEWNMEEO-GNSUAQHMSA-N
CHEBI_73871	UQPANOGFYCZRAV-JBKAVQFISA-N
CHEBI_73873	LSOWKZULVQWMLY-GDLZYMKVSA-O
CHEBI_73883	SYVORCSTSYHSPN-UXAZDEAISA-N
CHEBI_73927	FZEXGDDBXLBRTD-AYIMTCTASA-N
CHEBI_73931	ACAXSHCRYZSKNE-FFJBUIDMSA-N
CHEBI_73932	GRUFZTGABLSDFG-CQDAXFISSA-N
CHEBI_73933	ZOSQFDVXNQFKBY-FQLHZTMTSA-N
CHEBI_73934	GAWAYYRQGQZKCR-REOHCLBHSA-N
CHEBI_73935	SZTBMYHIYNGYIA-UHFFFAOYSA-N
CHEBI_73936	VFXRPXBQCNHQRQ-DMTCNVIQSA-N
CHEBI_73937	DQQVVNOIOIAHTR-IMJSIDKUSA-N
CHEBI_73938	VIDUVSPOWYVZIC-IMJSIDKUSA-N
CHEBI_73939	RJPDELAUUYAFTQ-WHFBIAKZSA-N
CHEBI_73943	BSIMZHVOQZIAOY-SCSAIBSYSA-N
CHEBI_73953	NMCFFEJWADWZTI-UHFFFAOYSA-N
CHEBI_73954	HVPRXGNWCQFXRR-UHFFFAOYSA-N
CHEBI_73955	UZHGFJZFJRMSOS-NANZAVOOSA-N
CHEBI_73957	ZCIRPBAEIIAERP-ZJTSJXPUSA-N
CHEBI_73962	LIZWYFXJOOUDNV-WHFBIAKZSA-N
CHEBI_73973	WZXSCLOEBAZOTJ-ILRKHKSESA-N
CHEBI_73976	BGWXEUDZICRUBP-YLJNVRNNSA-N
CHEBI_73977	JJSJTIWFKNSCHC-JBKAVQFISA-N
CHEBI_73980	VOMUIFOBQMYJPJ-CPIGOPAHSA-N
