external_id	kind	value	tool	tool_version
CHEBI_12154	pKa	1:9:4.48;1:1:19.65	Marvin	26.1
CHEBI_12154	pKb	1:7:-7.27	Marvin	26.1
CHEBI_1230	pKa	1:20:11.27;1:19:12.16;1:15:12.75;1:16:13.28;1:18:13.97;1:17:14.41;1:13:14.79;1:14:15.24	Marvin	26.1
CHEBI_1230	pKb	1:13:-2.98;1:14:-2.98;1:15:-3.65;1:16:-3.65;1:17:-3.68;1:18:-3.69;1:19:-3.95;1:20:-4.40	Marvin	26.1
CHEBI_1233	pKa	1:48:9.21;1:47:12.71	Marvin	26.1
CHEBI_1233	pKb	1:47:-6.30;1:48:-6.34	Marvin	26.1
CHEBI_1235	pKa	1:48:9.79	Marvin	26.1
CHEBI_1235	pKb	1:49:-4.89;1:48:-6.35	Marvin	26.1
CHEBI_125358	pKa	1:12:6.76;1:13:9.47;1:14:14.28	Marvin	26.1
CHEBI_125358	pKb	1:11:3.74;1:14:-3.30;1:13:-5.96	Marvin	26.1
CHEBI_125610	pKa	1:12:7.04;1:13:9.51	Marvin	26.1
CHEBI_125610	pKb	1:11:4.81;1:13:-5.96	Marvin	26.1
CHEBI_125678	pKa	1:12:6.72;1:14:9.29;1:13:12.79	Marvin	26.1
CHEBI_125678	pKb	1:11:4.45;1:13:-6.29;1:14:-6.30	Marvin	26.1
CHEBI_128	pKa	1:11:19.40	Marvin	26.1
CHEBI_128	pKb	1:11:-0.87	Marvin	26.1
CHEBI_12855	pKa	1:8:13.47;1:7:14.91	Marvin	26.1
CHEBI_12855	pKb	1:7:-3.34;1:8:-3.34	Marvin	26.1
CHEBI_12875	pKa	1:12:4.42;1:10:9.35	Marvin	26.1
CHEBI_12875	pKb	1:10:-6.04	Marvin	26.1
CHEBI_128753	pKa	1:7:1.77;1:10:2.70;1:8:6.92;1:6:15.16	Marvin	26.1
CHEBI_128753	pKb	1:6:-2.73	Marvin	26.1
CHEBI_12876	pKa	1:12:4.20;1:10:9.51	Marvin	26.1
CHEBI_12876	pKb	1:10:-5.95	Marvin	26.1
CHEBI_128769	pKa	1:7:1.78;1:9:2.72;1:6:6.92	Marvin	26.1
CHEBI_12931	pKa	1:13:3.39;1:9:12.59;1:11:13.36;1:10:14.22;1:7:15.09;1:8:15.87	Marvin	26.1
CHEBI_12931	pKb	1:7:-2.97;1:8:-3.52;1:9:-3.65;1:10:-3.72;1:11:-4.25	Marvin	26.1
CHEBI_1294	pKa	1:30:13.61;1:29:15.01;1:28:18.20	Marvin	26.1
CHEBI_1294	pKb	1:28:-1.40;1:29:-3.23;1:30:-3.31	Marvin	26.1
CHEBI_12952	pKa	1:13:3.24;1:11:12.27;1:8:13.06;1:5:14.04;1:10:15.17	Marvin	26.1
CHEBI_12952	pKb	1:9:-3.69;1:10:-3.73;1:8:-3.89;1:11:-4.25;1:7:-7.63	Marvin	26.1
CHEBI_1301	pKa	1:28:18.20;1:29:19.48	Marvin	26.1
CHEBI_1301	pKb	1:29:-0.73;1:28:-1.50	Marvin	26.1
CHEBI_13022	pKa	1:12:12.16;1:9:13.26;1:8:13.94;1:11:14.72;1:7:15.79	Marvin	26.1
CHEBI_13022	pKb	1:7:-2.97;1:8:-3.33;1:9:-3.52;1:11:-3.68;1:12:-3.99;1:10:-8.53	Marvin	26.1
CHEBI_1307	pKa	1:32:19.49	Marvin	26.1
CHEBI_1307	pKb	1:32:-0.84	Marvin	26.1
CHEBI_131146	pKa	1:36:12.21;1:34:13.14;1:37:13.74;1:38:14.13;1:35:14.46;1:31:14.77;1:30:15.10;1:32:15.55	Marvin	26.1
CHEBI_131146	pKb	1:30:-2.83;1:31:-2.85;1:32:-3.04;1:38:-3.16;1:37:-3.19;1:34:-3.61;1:35:-3.68;1:36:-3.95	Marvin	26.1
CHEBI_13115	pKa	1:13:3.39;1:9:12.59;1:11:13.36;1:10:14.22;1:7:15.09;1:8:15.87	Marvin	26.1
CHEBI_13115	pKb	1:7:-2.97;1:8:-3.52;1:9:-3.65;1:10:-3.72;1:11:-4.25	Marvin	26.1
CHEBI_131445	pKa	1:41:0.82;1:43:1.85;1:45:2.72;1:39:4.14;1:40:5.84;1:35:6.60	Marvin	26.1
CHEBI_131445	pKb	1:31:7.21;1:29:4.85	Marvin	26.1
CHEBI_131446	pKa	1:13:4.07;1:5:14.92;1:10:18.65	Marvin	26.1
CHEBI_131446	pKb	1:10:2.29;1:11:-9.64	Marvin	26.1
CHEBI_131447	pKa	1:46:0.82;1:48:1.85;1:50:2.73;1:44:4.49;1:45:5.76;1:40:6.39	Marvin	26.1
CHEBI_131447	pKb	1:35:7.13;1:37:-1.07	Marvin	26.1
CHEBI_131448	pKa	1:29:11.25;1:28:12.07;1:27:12.54;1:22:12.93;1:23:13.35;1:24:13.91;1:25:14.36;1:26:14.93	Marvin	26.1
CHEBI_131448	pKb	1:22:-3.65;1:23:-3.65;1:24:-3.65;1:25:-3.68;1:26:-3.69;1:27:-3.69;1:28:-3.95;1:29:-4.40	Marvin	26.1
CHEBI_131450	pKa	1:11:1.64;1:9:13.26;1:8:14.57	Marvin	26.1
CHEBI_131450	pKb	1:8:-6.34;1:9:-6.34	Marvin	26.1
CHEBI_131564	pKa	1:23:4.39;1:24:11.71;1:21:17.80	Marvin	26.1
CHEBI_131564	pKb	1:21:-1.58;1:24:-4.24;1:25:-5.09	Marvin	26.1
CHEBI_131607	pKa	1:10:14.60	Marvin	26.1
CHEBI_131607	pKb	1:10:-2.97	Marvin	26.1
CHEBI_131636	pKa	1:27:1.90;1:29:2.84;1:26:4.81;1:25:12.60;1:20:16.53	Marvin	26.1
CHEBI_131636	pKb	1:18:9.07;1:17:5.52;1:19:0.74;1:25:-3.85;1:20:-6.33	Marvin	26.1
CHEBI_131639	pKa	1:27:1.83;1:29:2.76;1:26:4.91;1:25:12.60;1:20:16.53	Marvin	26.1
CHEBI_131639	pKb	1:18:9.07;1:17:6.07;1:19:0.73;1:25:-3.85;1:20:-6.33	Marvin	26.1
CHEBI_131650	pKa	1:11:3.44;1:10:4.05;1:8:5.56;1:6:14.05	Marvin	26.1
CHEBI_131650	pKb	1:6:-4.02	Marvin	26.1
CHEBI_131651	pKa	1:9:3.79;1:7:4.54;1:10:5.35	Marvin	26.1
CHEBI_131704	pKa	1:12:3.61;1:11:15.10	Marvin	26.1
CHEBI_131704	pKb	1:11:-2.76;1:14:-6.91	Marvin	26.1
CHEBI_131706	pKa	1:12:4.22;1:10:13.20;1:9:14.58;1:8:15.76	Marvin	26.1
CHEBI_131706	pKb	1:7:6.74;1:8:-2.98;1:9:-3.39;1:10:-3.51	Marvin	26.1
CHEBI_131707	pKa	1:11:3.94;1:10:13.31;1:9:14.78;1:8:15.81	Marvin	26.1
CHEBI_131707	pKb	1:7:2.95;1:8:-2.97;1:9:-3.24;1:10:-3.49	Marvin	26.1
CHEBI_131711	pKa	1:9:4.38;1:11:13.55;1:12:14.27;1:8:15.44	Marvin	26.1
CHEBI_131711	pKb	1:8:-3.09;1:12:-3.38;1:11:-7.14;1:9:-7.45;1:10:-7.56	Marvin	26.1
CHEBI_131717	pKa	1:10:12.07;1:13:12.77;1:12:13.76;1:11:14.78;1:8:15.48;1:1:19.32	Marvin	26.1
CHEBI_131717	pKb	1:8:-3.12;1:11:-3.69;1:12:-3.72;1:13:-3.76;1:10:-3.96;1:9:-8.05	Marvin	26.1
CHEBI_131718	pKa	1:25:1.99;1:22:3.73;1:23:4.92;1:20:6.65	Marvin	26.1
CHEBI_131718	pKb	1:16:9.54;1:18:1.50;1:17:-0.19	Marvin	26.1
CHEBI_13172	pKa	1:12:12.16;1:9:13.26;1:8:13.94;1:11:14.72;1:7:15.79	Marvin	26.1
CHEBI_13172	pKb	1:7:-2.97;1:8:-3.33;1:9:-3.52;1:11:-3.68;1:12:-3.99;1:10:-8.53	Marvin	26.1
CHEBI_131720	pKb	1:6:-4.23	Marvin	26.1
CHEBI_131725	pKa	1:46:3.59;1:48:3.99;1:42:4.28;1:44:4.55;1:40:15.40;1:37:16.00	Marvin	26.1
CHEBI_131725	pKb	1:38:5.26;1:39:4.85	Marvin	26.1
CHEBI_131738	pKa	1:27:1.86;1:24:14.58	Marvin	26.1
CHEBI_131738	pKb	1:24:-2.98;1:25:-7.05	Marvin	26.1
CHEBI_131766	pKa	1:24:0.89;1:20:2.04;1:22:2.63;1:17:3.53;1:19:6.92;1:13:10.57;1:18:11.87	Marvin	26.1
CHEBI_131766	pKb	1:11:20.62;1:13:-2.98;1:18:-4.19	Marvin	26.1
CHEBI_131767	pKa	1:9:1.18;1:8:6.21;1:6:12.57;1:5:15.36;1:2:16.64	Marvin	26.1
CHEBI_131767	pKb	1:5:-3.01;1:6:-3.86;1:7:-8.55	Marvin	26.1
CHEBI_131780	pKa	1:40:0.82;1:42:1.85;1:44:2.73;1:36:4.49;1:39:5.81;1:33:6.54	Marvin	26.1
CHEBI_131780	pKb	1:29:7.18;1:31:-1.07	Marvin	26.1
CHEBI_131783	pKa	1:16:4.20;1:14:13.92;1:13:16.15	Marvin	26.1
CHEBI_131783	pKb	1:14:-3.95	Marvin	26.1
CHEBI_131797	pKa	1:24:1.92;1:21:3.35;1:26:4.02;1:22:4.91;1:19:6.57	Marvin	26.1
CHEBI_131797	pKb	1:16:9.54;1:18:1.40;1:17:-0.34	Marvin	26.1
CHEBI_131798	pKa	1:25:1.96;1:22:3.68;1:23:4.86;1:20:6.59	Marvin	26.1
CHEBI_131798	pKb	1:16:9.54;1:18:1.45;1:17:-0.26	Marvin	26.1
CHEBI_131845	pKa	1:5:14.19;1:6:15.69	Marvin	26.1
CHEBI_131845	pKb	1:6:-2.96;1:5:-3.06	Marvin	26.1
CHEBI_131846	pKa	1:6:13.78	Marvin	26.1
CHEBI_131846	pKb	1:6:-3.33;1:5:-7.64	Marvin	26.1
CHEBI_131847	pKa	1:10:2.87;1:2:8.96;1:7:14.36	Marvin	26.1
CHEBI_131847	pKb	1:7:-3.37;1:8:-8.09;1:9:-9.98	Marvin	26.1
CHEBI_131849	pKa	1:8:1.49;1:9:6.52;1:7:13.06;1:6:14.39;1:5:15.74	Marvin	26.1
CHEBI_131849	pKb	1:5:-2.97;1:6:-3.51;1:7:-3.53	Marvin	26.1
CHEBI_131856	pKa	1:14:2.99;1:11:10.70;1:12:15.01	Marvin	26.1
CHEBI_131856	pKb	1:11:-6.08;1:12:-6.28	Marvin	26.1
CHEBI_131857	pKa	1:26:3.64;1:29:4.75	Marvin	26.1
CHEBI_131857	pKb	1:27:-6.88;1:26:-7.74	Marvin	26.1
CHEBI_131894	pKa	1:25:1.26;1:26:6.28;1:24:7.10	Marvin	26.1
CHEBI_131894	pKb	1:23:4.27	Marvin	26.1
CHEBI_131914	pKa	1:26:-7.18;1:25:5.54;1:24:9.55;1:21:18.32	Marvin	26.1
CHEBI_131914	pKb	1:22:14.75;1:23:3.58;1:24:-5.99	Marvin	26.1
CHEBI_131915	pKa	1:25:-6.98;1:24:5.71;1:21:14.61	Marvin	26.1
CHEBI_131915	pKb	1:22:17.47;1:23:3.71	Marvin	26.1
CHEBI_131916	pKa	1:24:9.12;1:21:14.63;1:22:15.81	Marvin	26.1
CHEBI_131916	pKb	1:23:-0.34;1:24:-5.99	Marvin	26.1
CHEBI_131919	pKa	1:28:3.11;1:25:3.79;1:23:9.21;1:24:9.80;1:14:16.87	Marvin	26.1
CHEBI_131919	pKb	1:20:8.08;1:26:0.53;1:21:-1.52;1:23:-5.96;1:24:-5.96	Marvin	26.1
CHEBI_131920	pKa	1:32:1.89;1:34:3.15;1:29:3.81;1:28:9.69	Marvin	26.1
CHEBI_131920	pKb	1:24:9.10;1:25:8.32;1:30:0.51;1:26:-1.48;1:28:-5.96	Marvin	26.1
CHEBI_131921	pKa	1:12:1.08;1:16:2.58;1:14:3.30	Marvin	26.1
CHEBI_131921	pKb	1:9:9.99;1:10:5.97	Marvin	26.1
CHEBI_131922	pKa	1:10:1.36;1:12:2.11	Marvin	26.1
CHEBI_131922	pKb	1:7:9.87;1:8:6.98	Marvin	26.1
CHEBI_131928	pKa	1:6:10.61	Marvin	26.1
CHEBI_131928	pKb	1:5:5.20;1:6:-4.72	Marvin	26.1
CHEBI_131929	pKa	1:14:4.96;1:12:16.39	Marvin	26.1
CHEBI_131932	pKa	1:24:3.88;1:22:9.91;1:21:15.19	Marvin	26.1
CHEBI_131932	pKb	1:21:-2.72;1:25:-4.44;1:26:-4.95;1:27:-5.48;1:22:-6.30	Marvin	26.1
CHEBI_131933	pKa	1:24:3.62;1:22:9.91;1:14:12.16	Marvin	26.1
CHEBI_131933	pKb	1:25:-4.44;1:26:-4.95;1:27:-5.48;1:22:-6.30;1:21:-7.22	Marvin	26.1
CHEBI_131934	pKa	1:23:3.35;1:25:4.07;1:21:9.91	Marvin	26.1
CHEBI_131934	pKb	1:26:-4.44;1:27:-4.95;1:28:-5.49;1:21:-6.30	Marvin	26.1
CHEBI_131935	pKa	1:23:3.35;1:25:4.07;1:21:9.91	Marvin	26.1
CHEBI_131935	pKb	1:26:-4.44;1:27:-4.95;1:28:-5.49;1:21:-6.30	Marvin	26.1
CHEBI_131936	pKa	1:24:3.62;1:22:9.91;1:14:12.16	Marvin	26.1
CHEBI_131936	pKb	1:25:-4.44;1:26:-4.95;1:27:-5.48;1:22:-6.30;1:21:-7.22	Marvin	26.1
CHEBI_131937	pKa	1:24:3.88;1:22:9.91;1:21:15.19	Marvin	26.1
CHEBI_131937	pKb	1:21:-2.72;1:25:-4.44;1:26:-4.95;1:27:-5.48;1:22:-6.30	Marvin	26.1
CHEBI_131943	pKa	1:49:0.82;1:51:1.85;1:53:2.72;1:47:4.12;1:48:5.85;1:43:6.62	Marvin	26.1
CHEBI_131943	pKb	1:39:7.22;1:37:4.82	Marvin	26.1
CHEBI_131944	pKa	1:49:0.82;1:51:1.85;1:53:2.73;1:47:4.49;1:48:5.81;1:43:6.54	Marvin	26.1
CHEBI_131944	pKb	1:39:7.18;1:41:-1.07	Marvin	26.1
CHEBI_131948	pKa	1:32:1.89;1:34:3.15;1:29:3.81;1:28:9.69	Marvin	26.1
CHEBI_131948	pKb	1:24:9.10;1:25:8.32;1:30:0.51;1:26:-1.48;1:28:-5.96	Marvin	26.1
CHEBI_131957	pKa	1:24:4.24	Marvin	26.1
CHEBI_131957	pKb	1:25:-7.06	Marvin	26.1
CHEBI_131958	pKa	1:24:4.85	Marvin	26.1
CHEBI_131958	pKb	1:25:-4.23	Marvin	26.1
CHEBI_131962	pKa	1:43:0.82;1:45:1.85;1:47:2.72;1:41:4.12;1:42:5.84;1:37:6.60	Marvin	26.1
CHEBI_131962	pKb	1:33:7.21;1:31:4.81	Marvin	26.1
CHEBI_131964	pKa	1:22:4.82	Marvin	26.1
CHEBI_131964	pKb	1:23:-4.20	Marvin	26.1
CHEBI_131965	pKa	1:22:4.82	Marvin	26.1
CHEBI_131965	pKb	1:23:-4.20	Marvin	26.1
CHEBI_131969	pKa	1:22:4.82	Marvin	26.1
CHEBI_131969	pKb	1:23:-4.21	Marvin	26.1
CHEBI_131970	pKa	1:22:4.82	Marvin	26.1
CHEBI_131970	pKb	1:23:-4.21	Marvin	26.1
CHEBI_131971	pKa	1:20:3.47;1:18:4.20;1:16:17.83	Marvin	26.1
CHEBI_131971	pKb	1:15:5.49;1:16:-6.13	Marvin	26.1
CHEBI_131973	pKa	1:20:3.77;1:18:5.17;1:15:15.98	Marvin	26.1
CHEBI_131973	pKb	1:16:2.86;1:15:1.30	Marvin	26.1
CHEBI_131974	pKa	1:22:4.46	Marvin	26.1
CHEBI_131974	pKb	1:23:-4.21	Marvin	26.1
CHEBI_131975	pKa	1:22:4.46	Marvin	26.1
CHEBI_131975	pKb	1:23:-4.21	Marvin	26.1
CHEBI_131978	pKa	1:17:3.67;1:20:5.06;1:16:15.96	Marvin	26.1
CHEBI_131978	pKb	1:15:1.64;1:16:-0.77	Marvin	26.1
CHEBI_131979	pKa	1:20:4.40;1:18:5.04;1:15:17.16;1:16:17.16	Marvin	26.1
CHEBI_131979	pKb	1:16:1.73;1:15:-2.07	Marvin	26.1
CHEBI_131980	pKa	1:20:2.21;1:18:2.82	Marvin	26.1
CHEBI_131980	pKb	1:16:1.23;1:15:-2.48	Marvin	26.1
CHEBI_131981	pKa	1:17:4.06;1:15:15.90	Marvin	26.1
