ID	NAMES	COMPARTMENT	MATCH	MODELSEED	MS NAMES
acacp	acetyl-[acp]	c	Y	cpd11494	Acetyl-ACP
acact	acetoacetate	m	Y	cpd00142	Acetoacetate
acal	acetaldehyde	m	Y	cpd00071	Acetaldehyde
accln	Acetylcholine	e	Y	cpd01367	Acetylcholine
accoa	acetyl-CoA	m	Y	cpd00022	Acetyl-CoA
aclac	2-acetolactate	m	Y	cpd00668	ALCTT
acnl	indole-3-acetonitrile	c	Y	cpd01881	3-Indoleacetonitrile
aco	cis-aconitate	m	Y	cpd00331	cis-Aconitate
acp	acyl-carrier protein	c	Y	cpd11493	ACP
acpi	Acetyl phosphate	c	Y	cpd00196	Acetylphosphate
acylacp	acyl-[acp]	c	Y	cpd11628	Acyl-[acyl-carrier protein]
acylacpp	acylacpp[c]	c	N	fcpd01403	
acylcoa	Acyl-CoA	m	Y	cpd11611	Acyl-CoA
acyldcoa	trans-2,3-Dehydroacyl-CoA	m	Y	cpd11722	trans-2-Enoyl-CoA
ad	adenine	e	Y	cpd03734	Acetamide
adg6p	alpha-D-glucose 6-phosphate	c	Y	cpd00079	D-glucose-6-phosphate
adglc	alpha-D-glucose	e	Y	cpd19001	alpha-D-Glucose
adn	adenosine	c	Y	cpd00182	Adenosine
adp	Adenosine 5'-diphosphate	m	Y	cpd00008	ADP
adprib	5-deoxy-D-ribofuranos-5-yl-ADP	c	Y	cpd00251	ADPribose
afb1	aflatoxin B1	c	Y	cpd04172	Aflatoxin B1
afb2	aflatoxin B2	c	Y	cpd16550	Aflatoxin B2
afg1	aflatoxin G1	c	Y	cpd16552	Aflatoxin G1
afg2	aflatoxin G2	c	Y	cpd16551	Aflatoxin G2
agl3p	1-acyl-sn-glycerol 3-phosphate	c	Y	cpd00517	1-Acyl-sn-glycerol 3-phosphate
agmt	agmatine	c	Y	cpd00152	Agmatine
ahhmd	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate	c	Y	cpd02920	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate
ahhmp	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol	c	Y	cpd16763	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol
ahmpp	4-amino-2-methyl-5-diphosphomethylpyrimidine	c	Y	cpd02894	4-Amino-2-methyl-5-diphosphomethylpyrimidine
ahtd	7,8-dihydroneopterin 3'-triphosphate	m	Y	cpd02978	7,8-Dihydroneopterin 3'-triphosphate
aicar	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	c	Y	cpd02851	AICAR
air	5-amino-1-(5-phospho-D-ribosyl)imidazole	c	Y	cpd02140	AIR
aka	2-oxoadipate	m	Y	cpd00269	2-Oxoadipate
akg	2-oxoglutarate	m	Y	cpd00024	2-Oxoglutarate
akp	2-dehydropantoate	m	Y	cpd00712	2-Dehydropantoate
ala	L-alanine	m	Y	cpd00035	L-Alanine
alagly	L-gamma-glutamyl-L-alanine	c	Y	cpd02343	gamma-L-Glutamyl-D-alanine
am6sa	2-aminomuconic 6-semialdehyde	c	Y	cpd02385	2-Aminomuconate semialdehyde
ama	L-2-aminoadipate	m	Y	cpd00705	L-2-Aminoadipate
amac	aminoacetone	m	Y	cpd01298	Aminoacetone
amasa	L-2-aminoadipate 6-semialdehyde	m	Y	cpd01046	Allysine
amiace	aminoacetaldehyde	c	Y	cpd04122	Aminoacetaldehyde
amievul	5-aminolevulinate	m	Y	cpd00338	5-Aminolevulinate
amp	Adenosine 5'-monophosphate	m	Y	cpd00018	AMP
an	anthranilate	c	Y	cpd00093	Anthranilate
aobut	L-2-amino-3-oxobutanoate	m	Y	cpd02211	L-2-Amino-acetoacetate
aol	D-arabinitol	e	Y	cpd01307	D-Lyxitol
aona	8-amino-7-oxononanoate	m	Y	cpd00800	8-Amino-7-oxononanoate
apebu	4-(2-Aminophenyl)-2,4-dioxobutanoate	c	Y	cpd00920	4-(2-Aminophenyl)-2,4-dioxobutanoate
apoce	apocytochrome C	m	Y	cpd12052	Apocytochrome c
aproa	3-aminopropanal	c	Y	cpd01504	3-Aminopropanal
aps	5'-adenylyl sulfate	c	Y	cpd00193	APS
arab	D-arabinose	e	Y	cpd00185	D-Arabinose
arabin	alpha-L-arabinan	e	Y	cpd12115	Arabinan
arg	L-arginine	m	Y	cpd00051	L-Arginine
argsucc	N-(L-arginino)succinate	c	Y	cpd02152	L-Argininosuccinate
asn	L-asparagine	e	Y	cpd00132	L-Asparagine
asp	L-aspartate	m	Y	cpd00041	L-Aspartate
aspermd	N1-acetylspermidine	c	Y	cpd00470	N1-Acetylspermidine
aspsa	L-aspartate 4-semialdehyde	c	Y	cpd00346	L-Aspartate4-semialdehyde
asuc	N6-(1,2-dicarboxyethyl)-AMP	c	Y	cpd02375	Adenylosuccinate
at3p2	acylglycerone phosphates	c	Y	fcpd01045	acylglycerone phosphates_
atp	Adenosine 5'-triphosphate	m	Y	cpd00002	ATP
att	allantoate	c	Y	cpd00388	Allantoate
aura	5-amino-6-(D-ribitylamino)uracil	c	Y	cpd02882	4--1-D-Ribitylamino-5-aminouracil
avn	averantin	c	Y	fcpd01047	averantin_
ba	benzoate	m	Y	cpd00153	Benzoate
bal	benzaldehyde	c	Y	cpd00225	Benzaldehyde
bala	beta-alanine	m	Y	cpd00085	beta-Alanine
bamn	Benzoylamine	e	Y	cpd11230	Benzylamine
basp	4-phospho-L-aspartate	c	Y	cpd01977	4-Phospho-L-aspartate
bccp	holo-[carboxylase]	c	Y	cpd12848	Holo-[carboxylase]
bdfru	beta-D-Fructose	e	Y	cpd30321	beta-D-Fructose
bdg6p	beta-D-glucose 6-phosphate	c	Y	cpd00863	beta-D-Glucose 6-phosphate
bdglc	beta-D-glucose	e	Y	cpd00190	beta-D-Glucose
bet	betaine	m	Y	cpd00540	BET
betald	betaine aldehyde	e	Y	cpd00447	Betaine aldehyde
bfor	phenylglyoxylate	c	Y	cpd01447	Benzoylformate
bgal	beta-D-galactose	e	Y	cpd00709	beta D-Galactose
blaras	beta-L-Arabinoside	e	Y	cpd12180	beta-L-Arabinoside
bn	benzonitrile	e	Y	cpd06706	Cyanobenzene
bt	biotin;Vitamin H	m	Y	cpd00104	BIOT
btamp	Biotinyl-5'-AMP	c	Y	cpd03517	Biotinyl-5-AMP
btol	benzene-1,2,4-triol	c	Y	cpd01822	Hydroxyquinol
c100	decanoate	c	Y	cpd01107	Decanoate
c100acp	decanoyl-[acp]	c	Y	cpd11474	Decanoyl-ACP
c100coa	decanoyl-CoA	m	Y	cpd03128	Decanoyl-CoA
c10dacp	trans-dec-2-enoyl-[acp]	c	Y	cpd11475	(2E)-Decenoyl-[acp]
c10dcoa	trans-dec-2-enoyl-CoA	m	Y	cpd03129	(2E)-Decenoyl-CoA
c10hacp	3-hydroxydecanoyl-[acp]	c	Y	cpd16855	3-hydroxydecanoyl-acp
c10hcoa	3-hydroxydecanoyl-CoA	m	Y	cpd16776	3-hydroxydecanoyl-CoA
c10oacp	3-oxodecanoyl-[acp]	c	Y	cpd11487	3-oxodecanoyl-acp
c10ocoa	3-oxodecanoyl-CoA	m	Y	cpd03119	3-Oxodecanoyl-CoA
c120	laurate	e	Y	cpd01741	ddca
c120acp	lauroyl-[acp]	c	Y	cpd29320	LAUROYL-ACP
c120car	dodecanoyl-carnitine	m	Y	fcpd00744	Dodecanoyl-carnitine
c120coa	lauroyl-CoA	m	Y	cpd01260	Lauroyl-CoA
c12dacp	trans-dodec-2-enoyl-[acp]	c	Y	cpd11469	(2E)-Dodecenoyl-[acp]
c12dcoa	trans-dodec-2-enoyl-CoA	m	Y	cpd02060	(2E)-Dodecenoyl-CoA
c12hacp	3-hydroxylauroyl-[acp]	c	Y	fcpd00533	3-hydroxylauroyl-[acp]
c12hcoa	3-hydroxylauroyl-CoA	m	Y	cpd16778	3-hydroxylauroyl-CoA
c12oacp	3-oxolauroyl-[acp]	c	Y	fcpd00534	3-oxolauroyl-[acp]
c12ocoa	3-oxolauroyl-CoA	m	Y	cpd03117	3-Oxododecanoyl-CoA
c140	myristate	e	Y	cpd03847	Myristic acid
c140acp	myristoyl-[acp]	c	Y	cpd27551	Myristoyl-ACPs
c140car	myristoyl-carnitine	m	Y	fcpd00544	myristoylcarnitine
c140coa	myristoyl-CoA	m	Y	cpd01695	Myristoyl-CoA
c141	tetradecenoate	c	Y	cpd15298	tetradecenoate
c141acp	tetradecenoyl-[acp]	c	Y	cpd15294	Tetradecenoyl-ACP
c141car	c141-carnitine	m	N	fcpd01404	c141-carnitine
c141coa	tetradecenoyl-CoA	m	Y	cpd15295	Tetradecenoyl-CoA
c14dacp	trans-tetradec-2-enoyl-[acp]	c	Y	cpd11467	(2E)-Tetradecenoyl-[acp]
c14dcoa	trans-tetradec-2-enoyl-CoA	m	Y	cpd03127	(2E)-Tetradecenoyl-CoA
c14hacp	3-hydroxymyristoyl-[acp]	c	Y	fcpd00545	3-hydroxymyristoyl-[acp]
c14hcoa	3-hydroxymyristoyl-CoA	m	Y	fcpd00546	3-hydroxymyristoyl-CoA
c14oacp	3-oxomyristoyl-[acp]	c	Y	cpd11491	3-oxotetradecanoyl-acp
c14ocoa	3-oxomyristoyl-CoA	m	Y	cpd12689	3-Oxotetradecanoyl-CoA
c160	palmitate	e	Y	cpd00214	Palmitate
c160acp	palmitoyl-[acp]	c	Y	cpd15277	Palmitoyl-ACP
c160car	palmitoyl-carnitine	m	Y	cpd01915	L-Palmitoylcarnitine
c160coa	palmitoyl-CoA	m	Y	cpd00134	Palmitoyl-CoA
c161	hexadecenoate;Palmitoleic acid	e	Y	cpd05274	Palmitoleic acid
c161acp	hexadecenoyl-[acp]	c	Y	cpd15239	Hexadecenoyl-ACP
c161car	hexadecenoyl-carnitine	m	Y	fcpd00764	Hexadecenoyl-carnitine
c161coa	hexadecenoyl-CoA	m	Y	cpd15238	Hexadecenoyl-CoA
c162	hexadecadienoate	c	Y	cpd29958	Hexadecadienoic Acid
c162acp	hexadecadienoyl-[acp]	c	Y	fcpd00555	hexadecadienoyl-[acp]
c162car	hexadecadienoyl-carnitine	m	Y	fcpd00767	Hexadecadienoyl-carnitine
c162coa	hexadecadienoyl-CoA	m	Y	fcpd00556	hexadecadienoyl-CoA
c16a	hexadecanal	c	Y	cpd00405	Hexadecanal
c16dacp	trans-hexadec-2-enoyl-[acp]	c	Y	cpd11477	(2E)-Hexadecenoyl-[acp]
c16dcoa	trans-hexadec-2-enoyl-CoA	m	Y	cpd03126	(2E)-Hexadecenoyl-CoA
c16e	Hexadecenal	c	Y	cpd01800	2-trans-Hexadecenal
c16hacp	3-hydroxypalmitoyl-[acp]	c	Y	cpd16858	3-hydroxypalmitoyl-acp
c16hcoa	3-hydroxypalmitoyl-CoA	m	Y	fcpd00557	3-hydroxypalmitoyl-CoA
c16oacp	3-Oxohexadecanoyl-[acp]	c	Y	cpd11485	3-oxohexadecanoyl-acp
c16ocoa	3-oxopalmitoyl-CoA	m	Y	cpd03114	3-Oxopalmitoyl-CoA
c180	stearate	e	Y	cpd01080	ocdca
c180acp	stearoyl-[acp]	c	Y	cpd12458	Stearoyl-[acyl-carrier protein]
c180car	stearoyl-carnitine	m	Y	cpd36045	O-octadecanoyl-L-carnitine
c180coa	stearoyl-CoA	m	Y	cpd00327	strcoa
c181	oleic acid	e	Y	cpd00536	Oleate
c181acp	oleoyl-[acp]	c	Y	cpd27716	Oleoyl-ACPs
c181car	octadecenoyl-carnitine	m	Y	fcpd00782	Octadecenoyl-carnitine
c181coa	oleoyl-CoA	m	Y	cpd00399	Oleoyl-CoA
c182	linoleate	e	Y	cpd01122	Linoleate
c182acp	linolenoyl-[acp]	c	Y	cpd28510	a linolenoyl [acp]
c182car	octadecadienoyl-carnitine	m	Y	fcpd00785	Octadecadienoyl-carnitine
c182coa	linoleoyl-CoA	m	Y	cpd01398	Linoleoyl-CoA
c183	octadecatrienoic acid	e	Y	cpd03850	Linolenate
c183acp	octadecatrienoyl-[acp]	c	Y	fcpd00571	octadecatrienoyl-[acp]
c183car	octadecatrienoyl-carnitine	m	Y	fcpd00788	Octadecatrienoyl-carnitine
c183coa	octadecatrienoyl-CoA	m	Y	cpd14883	alpha-Linolenoyl-CoA
c18dacp	trans-octadec-2-enoyl-[acp]	c	Y	cpd14940	(2E)-Octadecenoyl-[acp]
c18dcoa	trans-octadec-2-enoyl-CoA	m	Y	cpd14937	(2E)-Octadecenoyl-CoA
c18hacp	3-hydroxystearoyl-[acp]	c	Y	cpd14939	3-Hydroxystearoyl-[acp]
c18hcoa	3-hydroxystearoyl-CoA	m	Y	cpd14936	3-Hydroxystearoyl-CoA
c18oacp	3-oxostearoyl-[acp]	c	Y	cpd14938	3-Oxostearoyl-[acp]
c18ocoa	3-oxostearoyl-CoA	m	Y	cpd14935	3-Oxostearoyl-CoA
c40	butyrate	c	Y	cpd00211	Butyrate
c40acp	butyryl-[acp]	c	Y	cpd11464	Butyryl-ACP
c40coa	butyryl-CoA	m	Y	cpd00120	Butyryl-CoA
c4dacp	trans-but-2-enoyl-[acp]	c	Y	cpd16847	trans-but-2-enoyl-ACP
c4dcoa	trans-but-2-enoyl-CoA	m	Y	cpd00650	Crotonyl-CoA
c4hacp	3-hydroxybutyryl-[acp]	c	Y	fcpd00582	3-hydroxybutyryl-[acp]
c4hcoa	3-hydroxybutyryl-CoA	m	Y	cpd03043	3-Hydroxybutanoyl-CoA
c60	hexanoate	e	Y	cpd01113	Hexanoate
c60acp	hexanoyl-[acp]	c	Y	cpd11472	Hexanoyl-ACP
c60coa	hexanoyl-CoA	m	Y	cpd03124	Hexanoyl-CoA
c6dacp	trans-hex-2-enoyl-[acp]	c	Y	cpd11473	(2E)-Hexenoyl-[acp]
c6dcoa	trans-hex-2-enoyl-CoA	m	Y	cpd03125	(2E)-Hexenoyl-CoA
c6hacp	3-hydroxyhexanoyl-[acp]	c	Y	cpd11479	D-3-Hydroxyhexanoyl-[acp]
c6hcoa	3-hydroxyhexanoyl-CoA	m	Y	cpd16777	3-hydroxyhexanoyl-CoA
c6oacp	3-oxohexanoyl-[acp]	c	Y	cpd11486	3-Oxohexanoyl-[acp]
c6ocoa	3-oxohexanoyl-CoA	m	Y	cpd03123	3-Oxohexanoyl-CoA
c80	octanoate	e	Y	cpd03846	octanoate
c80acp	octanoyl-[acp]	c	Y	cpd11470	Octanoyl-ACP
c80coa	octanoyl-CoA	m	Y	cpd01335	Octanoyl-CoA
c8dacp	trans-oct-2-enoyl-[acp]	c	Y	cpd11471	(2E)-Octenoyl-[acp]
c8dcoa	trans-oct-2-enoyl-CoA	m	Y	cpd03130	(2E)-Octenoyl-CoA
c8hacp	3-hydroxyoctanoyl-[acp]	c	Y	cpd14939	3-Hydroxystearoyl-[acp]
c8hcoa	3-hydroxyoctanoyl-CoA	m	Y	cpd16779	3-hydroxyoctanoyl-CoA
c8oacp	3-oxooctanoyl-[acp]	c	Y	cpd11490	3-oxooctanoyl-acp
c8ocoa	3-oxooctanoyl-CoA	m	Y	cpd03121	3-Oxooctanoyl-CoA
ca	calcium	e	Y	cpd29674	Calcium
caasp	N-carbamoyl-L-aspartate	c	Y	cpd00343	N-Carbamoyl-L-aspartate
cair	1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	c	Y	cpd02893	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole
camp	3',5'-cyclic AMP	c	Y	cpd00446	cAMP
cap	carbamoyl phosphate	m	Y	cpd00146	Carbamoylphosphate
car	carnitine	m	Y	cpd19003	Carnitine
carbo	Carboxylate	c	Y	cpd00049	Carboxylic acid
cbccp	carboxybiotin-carboxyl-carrier protein	c	Y	cpd12543	Carboxybiotin-carboxyl-carrier protein
ccl	catechol	c	Y	cpd00077	Catechol
ccmp	3',5'-cyclic CMP	c	Y	cpd00696	3',5'-Cyclic CMP
cda	Cholesta-8,24-dien-3-ol-4-carboxylate	c	Y	fcpd00606	cholesta-8,24-dien-3-ol-4-carboxylate
cdol	4-methylcholesta-8,24-diene-3-ol	c	Y	fcpd00607	4-methylcholesta-8,24-diene-3-ol
cdp	CDP	c	Y	cpd00096	CDP
cdpcln	CDP-choline	m	Y	cpd00256	CDPcholine
cdpdg	CDP-diacylglycerols	m	Y	fcpd00608	CDP-diacylglycerols
cdpea	CDP-ethanolamine	c	Y	cpd00444	CDPethanolamine
cellob	cellobiose	e	Y	cpd00158	CELB
cellot	cellotriose	e	Y	cpd03721	Cellotriose
cellu	cellulose	e	Y	cpd11746	Cellulose
cer1	ceramides;N-Acylsphingosine	e	Y	cpd00167	Ceramide
cerb1a	cerebrin 1 (comp. A)	c	Y	fcpd00611	cerebrin 1 (comp. A)
cerb1b	cerebrin 1 (comp. B)	c	Y	fcpd00612	cerebrin 1 (comp. B)
cerb1c	cerebrin 1 (comp. C)	c	Y	fcpd00613	cerebrin 1 (comp. C)
cerb1d	cerebrin 1 (comp. D)	c	Y	fcpd00614	cerebrin 1 (comp. D)
cerb2a	cerebrin 2 (comp. A)	c	Y	fcpd00616	cerebrin 2 (comp. A)
cerb2b	cerebrin 2 (comp. B)	c	Y	fcpd00617	cerebrin 2 (comp. B)
cerb2c	cerebrin 2 (comp. C)	c	Y	fcpd00618	cerebrin 2 (comp. C)
cerb2d	cerebrin 2 (comp. D)	c	Y	fcpd00619	cerebrin 2 (comp. D)
cereb1	cerebroside 1	c	Y	fcpd00620	cerebroside 1
cereb2	cerebroside 2	c	Y	fcpd00621	cerebroside 2
cgly	L-cysteinylglycine	c	Y	cpd01017	Cys-Gly
cgmp	3',5'-cyclic GMP	c	Y	cpd00697	cGMP
chcoa	pimeloyl-CoA	c	Y	cpd00782	Pimeloyl-CoA
chib	chitobiose	e	Y	cpd01157	Chitobiose
chit	chitin	e	Y	cpd11683	Chitin
chito	chitin	e	Y	cpd11683	Chitin
chlestr	Cholesterol ester	c	Y	cpd01664	Cholesterol ester
chor	chorismate	c	Y	cpd00216	Chorismate
chtrol	cholesterol	c	Y	cpd00160	Cholesterol
cit	citrate	m	Y	cpd00137	Citrate
citr	L-citrulline	m	Y	cpd00274	Citrulline
cl	cardiolipin	m	Y	cpd00099	Cl-
cln	choline	m	Y	cpd00098	Choline
cmp	Cytidine-5'-monophosphate	m	Y	cpd00046	CMP
cmuc	3-Carboxy-cis,cis-muconate	e	Y	cpd00856	3-Carboxy-cis,cis-muconate
cmusa	2-amino-3-carboxymuconate semialdehyde	c	Y	cpd02692	2-Amino-3-carboxymuconate semialdehyde
co	Carbon monoxide	c	Y	cpd00204	CO
co2	CO2	m	Y	cpd00011	CO2
coa	coenzyme A	m	Y	cpd00010	CoA
coac	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate	e	Y	cpd02772	4-Carboxy-2,5-dihydro-2-oxofuran-5-acetate
cpad5p	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	c	Y	cpd00956	1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate
cpgi	Coproporphyrinogen I	c	Y	cpd03416	CoproporphyrinogenI
cpgiii	coproporphyrinogen III	m	Y	cpd02083	CoproporphyrinogenIII
cronylcoa	crotonoyl-CoA	m	Y	cpd00650	Crotonyl-CoA
ctp	Cytidine 5'-triphosphate	m	Y	cpd00052	CTP
cu	copper	e	Y	cpd30760	Cu(I)
cyan	cyanate	e	Y	cpd00150	HCN
cys	L-cysteine	e	Y	cpd00084	L-Cysteine
cyse	L-Cysteate	c	Y	cpd00395	L-Cysteate
cysn	cystine	c	Y	cpd01018	Cystine
cyst	cystine	c	Y	cpd01018	Cystine
cytc	cytochrome c	m	Y	cpd00410	Cytochrome c
cytd	cytidine	c	Y	cpd00367	Cytidine
cyts	cytosine	e	Y	cpd00307	Cytosine
d45pi	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphates	c	Y	cpd12582	Phosphatidylinositol-4,5-bisphosphate
d6pgc	6-phospho-D-gluconate	e	Y	cpd00284	6-Phospho-D-gluconate
d6pgl	D-Glucono-1,5-lactone 6-phosphate	e	Y	cpd00911	6-phospho-D-glucono-1-5-lactone
d6pr5po	2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one	c	Y	cpd15807	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate
d6rp5p	2,5-diamino-6-hydroxy-4-(5'-phosphoribosylamino)-pyrimidine	m	Y	cpd00957	2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone
d8rl	6,7-dimethyl-8-(1-D-ribityl)lumazine	c	Y	cpd02656	6-7-Dimethyl-8--1-D-ribityllumazine
da	deoxyadenosine	m	Y	cpd00438	Deoxyadenosine
dadp	2'-Deoxyadenosine 5'-diphosphate	c	Y	cpd00177	dADP
dagly	diglycerides	e	Y	fcpd00622	diglycerides
damp	2'-Deoxyadenosine 5'-phosphate	c	Y	cpd00294	dAMP
danna	7,8-diaminononanoate	m	Y	cpd00764	7-8-Diaminononanoate
daprp	trimethylenediamine	c	Y	cpd00726	1,3-Propanediamine
dasp	D-aspartate	e	Y	cpd00320	D-Aspartate
datp	2'-Deoxyadenosine 5'-triphosphate	c	Y	cpd00115	dATP
db4p	2-hydroxy-3-oxobutyl phosphate	c	Y	cpd11225	3-4-dihydroxy-2-butanone4-phosphate
dc	deoxycytidine	c	Y	cpd00654	Deoxycytidine
dcda	4alpha-Methylzymosterol-4-carboxylate;4-methylcholesta-8,24-diene-3-ol-4-carboxylate	c	Y	cpd14544	4alpha-Methylzymosterol-4-carboxylate
dcdol	14-Demethyllanosterol;4,4-Dimethylcholesta-8,24-diene-3-ol	c	Y	cpd03038	14-Demethyllanosterol
dcdp	2'-Deoxycytidine 5'-diphosphate	c	Y	cpd00533	dCDP
dcer2	dihydroceramides	c	Y	cpd08908	Dihydroceramide
dcmp	2'-Deoxycytidine 5'-monophosphate	c	Y	cpd00206	dCMP
dctol	4,4-dimethylcholesta-8,14,24-trienol	c	Y	cpd08302	4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
dctp	2'-Deoxycytidine 5'-triphosphate	c	Y	cpd00356	dCTP
destol	Desmosterol	c	Y	cpd01243	Desmosterol
dfru	D-fructose	e	Y	cpd00082	D-Fructose
dg	deoxyguanosine	c	Y	cpd00277	Deoxyguanosine
dg6p	alpha-D-glucose 6-phosphate	c	Y	cpd00079	D-glucose-6-phosphate
dgdmipc	Digalactosyl-dimannosyl-inositol-P-ceramide	c	Y	fcpd00625	digalactosyl-dimannosyl-inositol-P-ceramide
dgdp	2'-Deoxyguanosine 5'-diphosphate	c	Y	cpd00295	dGDP
dgeod	dihydrogeodin	c	Y	cpd34029	dihydrogeodin
dglc	D-glucose	e	Y	cpd00027	D-Glucose
dgmp	2'-Deoxyguanosine 5'-phosphate	c	Y	cpd00296	dGMP
dgtp	2'-Deoxyguanosine 5'-triphosphate	c	Y	cpd00241	dGTP
dhba	2,3-dihydroxybenzoate	c	Y	cpd00168	2,3-Dihydroxybenzoate
dhdestol	7-Dehydrodesmosterol	c	Y	cpd03037	7-Dehydrodesmosterol
dhdmst	dihydrodemethylsterigmatocystin	c	Y	cpd24509	dihydrodemethylsterigmatocystin
dhf	dihydrofolate	m	Y	cpd00330	Dihydrofolate
dhival	2,3-Dihydroxy-isovalerate	m	Y	cpd02498	2,3-Dihydroxy-isovalerate
dhmacl	Dihydromonacolin L	c	Y	cpd11211	Dihydromonacolin L
dhmva	(R)-2,3-dihydroxy-3-methylbutanoate	m	Y	cpd02498	2,3-Dihydroxy-isovalerate
dhomst	dihydro-O-methylsterigmatocystin	c	Y	cpd02449	Dihydromethylsterigmatocystin
dhp	7,8-dihydroneopterin	c	Y	cpd02961	Dihydroneopterin
dhpen	2,4-Dihydroxyhept-2-enedioate	m	Y	cpd03708	2,4-Dihydroxyhept-2-enedioate
dhplys	protein-dihydrolipoyllysine	m	Y	cpd12225	Dihydrolipolprotein
dhpt	dihydropteroate	c	Y	cpd00683	Dihydropteroate
dhsk	3-dehydroshikimate	e	Y	cpd01716	3-Dehydroshikimate
