ID	NAMES	EQUATION	TRANSPORT	ADJUSTED	MATCH	COMPLETE	MODELSEED	MS DEFINITION
r0623	acyl-CoA dehydrogenase	c140coa(cpd01695)[0] fad(cpd00015)[0] h(cpd00067)[0] => c14dcoa(cpd03127)[0] fadh2(cpd00982)[0]	N	N	Y	Y	rxn02803	(1) FAD[0] + (1) Myristoyl-CoA[0] <=> (1) FADH2[0] + (1) (2E)-Tetradecenoyl-CoA[0]
r0624	acyl-CoA dehydrogenase	c120coa(cpd01260)[0] fad(cpd00015)[0] h(cpd00067)[0] => c12dcoa(cpd02060)[0] fadh2(cpd00982)[0]	N	N	Y	Y	rxn02720	(1) FAD[0] + (1) Lauroyl-CoA[0] <=> (1) FADH2[0] + (1) (2E)-Dodecenoyl-CoA[0]
r0625	acyl-CoA dehydrogenase	c100coa(cpd03128)[0] fad(cpd00015)[0] h(cpd00067)[0] => c10dcoa(cpd03129)[0] fadh2(cpd00982)[0]	N	N	Y	Y	rxn03253	(1) FAD[0] + (1) Decanoyl-CoA[0] <=> (1) FADH2[0] + (1) (2E)-Decenoyl-CoA[0]
r0626	acyl-CoA dehydrogenase	c80coa(cpd01335)[0] fad(cpd00015)[0] h(cpd00067)[0] => c8dcoa(cpd03130)[0] fadh2(cpd00982)[0]	N	N	Y	Y	rxn02679	(1) FAD[0] + (1) Octanoyl-CoA[0] <=> (1) FADH2[0] + (1) (2E)-Octenoyl-CoA[0]
r0627	Phospholipid-translocating ATPase	atp(cpd00002)[0] h2o(cpd00001)[0] pe[0] => adp(cpd00008)[0] h(cpd00067)[0] pe[1] pi(cpd00009)[0]	Y	N	N	N	frxn00085	
r0628	Phospholipid-translocating ATPase	atp(cpd00002)[0] h2o(cpd00001)[0] ps(cpd11455)[0] => adp(cpd00008)[0] h(cpd00067)[1] pi(cpd00009)[0] ps(cpd11455)[1]	Y	N	N	Y	frxn00086	
r0629	Phospholipid-translocating ATPase	atp(cpd00002)[0] h2o(cpd00001)[0] pg(cpd11652)[0] => adp(cpd00008)[0] h(cpd00067)[1] pg(cpd11652)[1] pi(cpd00009)[0]	Y	N	N	Y	frxn00087	
r0630	Phospholipid-translocating ATPase	atp(cpd00002)[0] h2o(cpd00001)[0] pa(cpd11422)[0] => adp(cpd00008)[0] h(cpd00067)[0] pa(cpd11422)[1] pi(cpd00009)[0]	Y	N	N	Y	frxn00088	
r0631	lysophosphatidylcholine acyltransferase	acylcoa(cpd11611)[0] lpc(cpd02603)[0] => coa(cpd00010)[0] (2) h(cpd00067)[0] pc[0]	N	N	N	N	frxn00089	
r0632	lysophosphatidylcholine acyltransferase	acylcoa(cpd11611)[0] lpe(cpd03556)[0] => coa(cpd00010)[0] pe[0]	N	N	N	N	frxn00090	
r0633	Spontaneous conversion_from aory	nh4oh(cpd00985)[0] pa(cpd11422)[0] => h2o(cpd00001)[0] paa[0]	N	N	N	N	frxn00091	
r0634	Diacylglycerol O-acyltransferase	acylcoa(cpd11611)[0] dagly[0] => coa(cpd00010)[0] tagly[0]	N	N	N	N	frxn00092	
r0635	Phospholipid diacylglycerol acyltransferase	dagly[0] (2) h(cpd00067)[0] pc[0] => lpc(cpd02603)[0] tagly[0]	N	N	N	N	frxn00093	
r0636	Phospholipid diacylglycerol acyltransferase	dagly[0] pe[0] => lpe(cpd03556)[0] tagly[0]	N	N	N	N	frxn00094	
r0637	Phospholipid diacylglycerol acyltransferase	dagly[0] paa[0] => lpaa[0] tagly[0]	N	N	N	N	frxn00095	
r0638	Phospholipid diacylglycerol acyltransferase	dagly[0] ps(cpd11455)[0] => lps[0] tagly[0]	N	N	N	N	frxn00096	
r0639	Phospholipid diacylglycerol acyltransferase	dagly[0] pdme(cpd12514)[0] => lpdme[0] tagly[0]	N	N	N	N	frxn00097	
r0640	Phospholipid diacylglycerol acyltransferase	dagly[0] pmme[0] => lpmme[0] tagly[0]	N	N	N	N	frxn00098	
r0641	Phospholipid diacylglycerol acyltransferase	dagly[0] pg(cpd11652)[0] => lpg(cpd03556)[0] tagly[0]	N	N	N	N	frxn00099	
r0642	Triacylglycerol lipase	acp(cpd11493)[0] h2o(cpd00001)[0] tagly[0] => acylacp(cpd11628)[0] dagly[0]	N	N	N	N	frxn00100	
r0643	Triacylglycerol lipase	acp(cpd11493)[0] dagly[0] h2o(cpd00001)[0] => acylacp(cpd11628)[0] magly(cpd01297)[0]	N	N	N	N	frxn00101	
r0644	Acylglycerol lipase	h2o(cpd00001)[0] magly(cpd01297)[0] => ffa[0] gl(cpd00100)[0]	N	N	N	N	frxn00102	
r0645	acylglycerol kinase	atp(cpd00002)[0] magly(cpd01297)[0] => adp(cpd00008)[0] agl3p(cpd00517)[0] h(cpd00067)[0]	N	N	Y	Y	rxn01992	(1) ATP[0] + (1) H+[0] + (1) Glyceride[0] <=> (1) ADP[0] + (1) 1-Acyl-sn-glycerol 3-phosphate[0]
r0646	glycerol-3-phosphate dehydrogenase (NAD+)	h(cpd00067)[0] nadh(cpd00004)[0] t3p2(cpd00095)[0] => gl3p(cpd00080)[0] nad(cpd00003)[0]	N	N	Y	Y	rxn00611	(1) NAD[0] + (1) Glycerol-3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0]
r0647	glycerol-3-phosphate dehydrogenase	fad(cpd00015)[0] gl3p(cpd00080)[0] h(cpd00067)[0] => fadh2(cpd00982)[0] t3p2(cpd00095)[0]	N	N	Y	Y	rxn00616	(1) FAD[0] + (1) Glycerol-3-phosphate[0] => (1) Glycerone-phosphate[0] + (1) FADH2[0]
r0648	phospholipid:diacylglycerol acyltransferase	dagly[0] (2) h(cpd00067)[0] pc[0] => lpc(cpd02603)[0] tagly[0]	N	N	N	N	frxn00093	(2) H+[0] + (1) diglycerides[0] + (1) phosphatidylcholines[0] <=> (1) 3-Lysolecithin[0] + (1) triglycerides[0]
r0649	diacylglycerol O-acyltransferase	(0.024) c120acp(cpd29320)[0] (0.013) c140acp(cpd27551)[0] (0.012) c141acp(cpd15294)[0] (0.154) c160acp(cpd15277)[0] (0.02) c161acp(cpd15239)[0] (0.026) c180acp(cpd12458)[0] (0.374) c181acp(cpd27716)[0] (0.354) c182acp(cpd28510)[0] (0.032) c183acp[0] dagly[0] => acp(cpd11493)[0] tagly[0]	N	N	N	N	frxn00103	
r0650	Glycerol kinase	atp(cpd00002)[0] gl(cpd00100)[0] => adp(cpd00008)[0] gl3p(cpd00080)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00615	(1) ATP[0] + (1) Glycerol[0] => (1) ADP[0] + (1) H+[0] + (1) Glycerol-3-phosphate[0]
r0651	triacylglycerol lipase	h2o(cpd00001)[0] tagly[0] => (0.024) c120(cpd01741)[0] (0.013) c140(cpd03847)[0] (0.012) c141(cpd15298)[0] (0.154) c160(cpd00214)[0] (0.02) c161(cpd05274)[0] (0.026) c180(cpd01080)[0] (0.374) c181(cpd00536)[0] (0.354) c182(cpd01122)[0] (0.032) c183(cpd03850)[0] dagly[0]	N	N	N	N	frxn00104	
r0652	triacylglycerol lipase	dagly[0] h2o(cpd00001)[0] => (0.024) c120(cpd01741)[0] (0.013) c140(cpd03847)[0] (0.012) c141(cpd15298)[0] (0.154) c160(cpd00214)[0] (0.02) c161(cpd05274)[0] (0.026) c180(cpd01080)[0] (0.374) c181(cpd00536)[0] (0.354) c182(cpd01122)[0] (0.032) c183(cpd03850)[0] magly(cpd01297)[0]	N	N	N	N	frxn00105	
r0653	glycerol-1-phosphatase	gl3p(cpd00080)[0] h2o(cpd00001)[0] => gl(cpd00100)[0] pi(cpd00009)[0]	N	N	Y	Y	rxn00610	(1) H2O[0] + (1) Glycerol-3-phosphate[0] <=> (1) Phosphate[0] + (1) Glycerol[0]
r0654	Phospholipase C	h2o(cpd00001)[0] pc[0] => dagly[0] h(cpd00067)[0] pcln(cpd00457)[0]	N	N	N	N	frxn00106	
r0655	Phospholipase C	h2o(cpd00001)[0] pe[0] => dagly[0] h(cpd00067)[0] pea(cpd00285)[0]	N	N	N	N	frxn00107	
r0656	Glycerol dehydrogenase	gl(cpd00100)[0] nad(cpd00003)[0] => glyn(cpd00157)[0] h(cpd00067)[0] nadh(cpd00004)[0]	N	N	Y	Y	rxn00762	(1) NAD[0] + (1) Glycerol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone[0]
r0657	Glycerol dehydrogenase	glyal(cpd00448)[0] h(cpd00067)[0] nadph(cpd00005)[0] => gl(cpd00100)[0] nadp(cpd00006)[0]	N	N	Y	Y	rxn00765	(1) NADP[0] + (1) Glycerol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Glyceraldehyde[0]
r0658	glycerone-phosphate O-acyltransferase	acylacpp[0] gl3p(cpd00080)[0] => acp(cpd11493)[0] agl3p(cpd00517)[0]	N	N	N	N	frxn00108	
r0659	glycerone-phosphate O-acyltransferase	acylacpp[0] t3p2(cpd00095)[0] => acp(cpd11493)[0] at3p2[0]	N	N	N	N	frxn00109	
r0660	glycerone-phosphate O-acyltransferase	(0.00079) c120acp(cpd29320)[0] (0.01686) c140acp(cpd27551)[0] (0.00093) c160acp(cpd15277)[0] (0.21661) c161acp(cpd15239)[0] (0.00313) c180acp(cpd12458)[0] (0.14598) c181acp(cpd27716)[0] (0.40469) c182acp(cpd28510)[0] (0.211) c183acp[0] t3p2(cpd00095)[0] => acp(cpd11493)[0] at3p2[0]	N	N	N	N	frxn00110	
r0661	glycerone-phosphate O-acyltransferase	(0.00079) c120acp(cpd29320)[0] (0.01686) c140acp(cpd27551)[0] (0.00093) c160acp(cpd15277)[0] (0.21661) c161acp(cpd15239)[0] (0.00313) c180acp(cpd12458)[0] (0.14598) c181acp(cpd27716)[0] (0.40469) c182acp(cpd28510)[0] (0.211) c183acp[0] gl3p(cpd00080)[0] => acp(cpd11493)[0] agl3p(cpd00517)[0]	N	N	N	N	frxn00111	
r0662	diacylglycerol cholinephosphotransferase	cdpcln(cpd00256)[0] dagly[0] => cmp(cpd00046)[0] h(cpd00067)[0] pc[0]	N	N	N	N	frxn00112	
r0663	cholinesterase	accln(cpd01367)[0] h2o(cpd00001)[0] => ac(cpd00029)[0] cln(cpd00098)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00754	(1) H2O[0] + (1) Acetylcholine[0] => (1) Acetate[0] + (1) H+[0] + (1) Choline[0]
r0664	phosphatidylserine decarboxylase	ps(cpd11455)[0] => co2(cpd00011)[0] pe[0]	N	N	N	N	frxn00113	
r0665	phosphatidyl-N-methylethanolamine N-methyltransferase	pcpmme[0] (2) sam(cpd00017)[0] => (2) h(cpd00067)[0] pc[0] (2) sah(cpd00019)[0]	N	N	N	N	frxn00114	
r0666	phosphatidylethanolamine N-methyltransferase	pe[0] sam(cpd00017)[0] => h(cpd00067)[0] pcpmme[0] sah(cpd00019)[0]	N	N	N	N	frxn00115	
r0667	choline kinase	atp(cpd00002)[0] cln(cpd00098)[0] => adp(cpd00008)[0] h(cpd00067)[0] pcln(cpd00457)[0]	N	N	Y	Y	rxn00751	(1) ATP[0] + (1) Choline[0] => (1) ADP[0] + (1) H+[0] + (1) Phosphocholine[0]
r0668	phosphatidylglycerophosphatase 	h2o(cpd00001)[0] h(cpd00067)[0] pgp(cpd11454)[0] => pg(cpd11652)[0] pi(cpd00009)[0]	N	N	Y	Y	rxn06080	(1) H2O[0] + (1) Phosphatidylglycerophosphate[0] => (1) Phosphate[0] + (1) Phosphatidylglycerol[0]
r0669	monolysocardiolipin acyltransferase	acylcoa(cpd11611)[0] (2) h(cpd00067)[0] mlcl(cpd19399)[0] => cl(cpd00099)[0] coa(cpd00010)[0]	N	N	N	Y	frxn00116	
r0670	cardiolipin-specific phospholipase	cl(cpd00099)[0] h2o(cpd00001)[0] => ffa[0] mlcl(cpd19399)[0]	N	N	N	N	frxn00117	
r0671	glycerophosphoryl diester phosphodiesterase	glypcln(cpd00507)[0] h2o(cpd00001)[0] => cln(cpd00098)[0] gl3p(cpd00080)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00758	(1) H2O[0] + (1) Glycerophosphocholine[0] => (1) H+[0] + (1) Glycerol-3-phosphate[0] + (1) Choline[0]
r0672	glycerophosphoryl diester phosphodiesterase	glypcln(cpd00507)[0] h2o(cpd00001)[0] => cln(cpd00098)[0] gl3p(cpd00080)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00758	(1) H2O[0] + (1) Glycerophosphocholine[0] => (1) H+[0] + (1) Glycerol-3-phosphate[0] + (1) Choline[0]
r0673	glycerophosphoryl diester phosphodiesterase	glypeln(cpd00908)[0] h2o(cpd00001)[0] => ethla(cpd00162)[0] gl3p(cpd00080)[0] h(cpd00067)[0]	N	N	Y	Y	rxn01073	(1) H2O[0] + (1) Glycerophosphoethanolamine[0] => (1) H+[0] + (1) Glycerol-3-phosphate[0] + (1) Aminoethanol[0]
r0674	ethanolamine kinase	atp(cpd00002)[0] ethla(cpd00162)[0] => adp(cpd00008)[0] h(cpd00067)[0] pea(cpd00285)[0]	N	N	Y	Y	rxn01071	(1) ATP[0] + (1) Aminoethanol[0] => (1) ADP[0] + (1) H+[0] + (1) Phosphoethanolamine[0]
r0675	phosphatidylserine synthase 1	pc[0] ser(cpd00054)[0] => cl(cpd00099)[0] ps(cpd11455)[0]	N	N	N	N	frxn00118	
r0676	cardiolipin synthase	cdpdg[0] pg(cpd11652)[0] => cl(cpd00099)[0] cmp(cpd00046)[0] (2) h(cpd00067)[0]	N	N	N	N	frxn00119	
r0677	Acylglycerone-phosphate reductase	at3p2[0] h(cpd00067)[0] nadph(cpd00005)[0] => agl3p(cpd00517)[0] nadp(cpd00006)[0]	N	N	N	N	frxn00120	
r0678	glycerol-3-phosphate O-acyltransferase	acylcoa(cpd11611)[0] t3p2(cpd00095)[0] => at3p2[0] coa(cpd00010)[0]	N	N	N	N	frxn00121	
r0679	lysophosphatidic acid-acyltransferase	acylacpp[0] agl3p(cpd00517)[0] => acp(cpd11493)[0] pa(cpd11422)[0]	N	N	N	N	frxn00122	
r0680	lysophosphatidic acid-acyltransferase	acylcoa(cpd11611)[0] agl3p(cpd00517)[0] (2) h(cpd00067)[0] => coa(cpd00010)[0] pa(cpd11422)[0]	N	N	Y	Y	rxn06140	(1) CoA[0] + (2) H+[0] + (1) 1,2-diacyl-sn-glycerol 3-phosphate[0] <= (1) 1-Acyl-sn-glycerol 3-phosphate[0] + (1) Acyl-CoA[0]
r0681	1-phosphatidylinositol 4-kinase	atp(cpd00002)[0] h(cpd00067)[0] pins[0] => adp(cpd00008)[0] pins4p(cpd11837)[0]	N	N	N	N	frxn00123	
r0682	1-phosphatidylinositol-4-phosphate 5-kinase	atp(cpd00002)[0] h(cpd00067)[0] pins4p(cpd11837)[0] => adp(cpd00008)[0] d45pi(cpd12582)[0]	N	N	Y	Y	rxn06389	(1) ATP[0] + (1) Phosphatidylinositol 4-phosphate[0] <=> (1) ADP[0] + (1) H+[0] + (1) Phosphatidylinositol-4,5-bisphosphate[0]
r0683	ethanolamine-phosphate cytidylyltransferase	ctp(cpd00052)[0] pea(cpd00285)[0] => cdpea(cpd00444)[0] ppi(cpd00012)[0]	N	N	Y	Y	rxn01479	(1) CTP[0] + (1) Phosphoethanolamine[0] <=> (1) PPi[0] + (1) CDPethanolamine[0]
r0684	choline-phosphate cytidylyltransferase	ctp(cpd00052)[0] pcln(cpd00457)[0] => cdpcln(cpd00256)[0] ppi(cpd00012)[0]	N	N	Y	Y	rxn01380	(1) CTP[0] + (1) Phosphocholine[0] <=> (1) PPi[0] + (1) CDPcholine[0]
r0685	phosphatidate cytidylyltransferase	ctp(cpd00052)[0] pa(cpd11422)[0] => cdpdg[0] ppi(cpd00012)[0]	N	N	N	N	frxn00124	
r0686	ethanolaminephosphotransferase	cdpea(cpd00444)[0] dagly[0] => cmp(cpd00046)[0] h(cpd00067)[0] pe[0]	N	N	N	N	frxn00125	
r0687	phosphatidylserine synthase	cdpdg[0] ser(cpd00054)[0] => cmp(cpd00046)[0] (2) h(cpd00067)[0] ps(cpd11455)[0]	N	N	N	N	frxn00126	
r0688	Phosphatidylcholine 1-acylhydrolase;Phospholipase A	h2o(cpd00001)[0] h(cpd00067)[0] pc[0] => carbo(cpd00049)[0] lpc(cpd02603)[0]	N	N	N	N	frxn00127	
r0689	Lysophospholipase	h2o(cpd00001)[0] lpc(cpd02603)[0] => carbo(cpd00049)[0] glypcln(cpd00507)[0] (3) h(cpd00067)[0]	N	N	Y	Y	rxn01982	(1) Carboxylic acid[0] + (1) H+[0] + (1) Glycerophosphocholine[0] <= (1) H2O[0] + (1) 3-Lysolecithin[0]
r0690	Lysophospholipase	h2o(cpd00001)[0] lpe(cpd03556)[0] => carbo(cpd00049)[0] glypeln(cpd00908)[0] h(cpd00067)[0]	N	N	N	Y	frxn00128	
r0691	Diacylglycerol pyrophosphate phosphatase	h2o(cpd00001)[0] pa(cpd11422)[0] => dagly[0] (2) h(cpd00067)[0] pi(cpd00009)[0]	N	N	N	N	frxn00129	
r0692	Phosphoinositide phospholipase C	d45pi(cpd12582)[0] h2o(cpd00001)[0] => dagly[0] (6) h(cpd00067)[0] tpi(cpd00916)[0]	N	N	N	N	frxn00130	
r0693	Phospholipase D	h2o(cpd00001)[0] h(cpd00067)[0] pc[0] => cln(cpd00098)[0] pa(cpd11422)[0]	N	N	N	N	frxn00131	
r0694	Phospholipase D	h2o(cpd00001)[0] h(cpd00067)[0] pe[0] => ethla(cpd00162)[0] pa(cpd11422)[0]	N	N	N	N	frxn00132	
r0695	phosphatidylserine decarboxylase	ps(cpd11455)[0] => co2(cpd00011)[0] pe[0]	N	N	N	N	frxn00113	(1) ps_BS[0] <=> (1) CO2[0] + (1) phosphatidylethanolamines[0]
r0696	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	cdpdg[0] gl3p(cpd00080)[0] => cmp(cpd00046)[0] (3) h(cpd00067)[0] pgp(cpd11454)[0]	N	N	N	N	frxn00133	
r0697	phospholipase A2	acp(cpd11493)[0] pc[0] => acylacpp[0] lpc(cpd02603)[0]	N	N	N	N	frxn00134	
r0698	phospholipase A2	acp(cpd11493)[0] pe[0] => acylacpp[0] lpe(cpd03556)[0]	N	N	N	N	frxn00135	
r0699	Acyl-CoA-dependent ceramide synthase	acylcoa(cpd11611)[0] sph(cpd00623)[0] => coa(cpd00010)[0] dcer2(cpd08908)[0] h(cpd00067)[0]	N	N	Y	Y	rxn07108	(1) Sphinganine[0] + (1) Acyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) Dihydroceramide[0]
r0700	sphingosine kinase	atp(cpd00002)[0] sphe(cpd00267)[0] => adp(cpd00008)[0] h(cpd00067)[0] sphep(cpd03651)[0]	N	N	Y	Y	rxn01411	(1) ATP[0] + (1) Sphingoid[0] => (1) ADP[0] + (1) H+[0] + (1) Sphingosine 1-phosphate[0]
r0701	3-sn-phosphatidate phosphohydrolase	h2o(cpd00001)[0] sphep(cpd03651)[0] => pi(cpd00009)[0] sphe(cpd00267)[0]	N	N	Y	Y	rxn04377	(1) H2O[0] + (1) Sphingosine 1-phosphate[0] <=> (1) Phosphate[0] + (1) Sphingoid[0]
r0702	sphinganine-1-phosphate aldolase	sphep(cpd03651)[0] => c16e(cpd01800)[0] pea(cpd00285)[0]	N	N	Y	Y	rxn31869	(1) Sphingosine 1-phosphate[0] <=> (1) Phosphoethanolamine[0] + (1) 2-trans-Hexadecenal[0]
r0703	alkaline ceramidase	h2o(cpd00001)[0] pcer2(cpd27876)[0] => psph(cpd08926)[0]	N	N	N	Y	frxn00136	
r0704	neutral ceramidase	cer1(cpd00167)[0] h2o(cpd00001)[0] => sphe(cpd00267)[0]	N	N	N	Y	frxn00137	
r0705	C4-hydroxylase	dcer2(cpd08908)[0] h(cpd00067)[0] nadph(cpd00005)[0] o2(cpd00007)[0] => h2o(cpd00001)[0] nadp(cpd00006)[0] pcer2(cpd27876)[0]	N	N	N	Y	frxn00138	
r0706	C4-hydroxylase	h(cpd00067)[0] nadph(cpd00005)[0] o2(cpd00007)[0] sph(cpd00623)[0] => h2o(cpd00001)[0] nadp(cpd00006)[0] psph(cpd08926)[0]	N	N	Y	Y	rxn04381	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Sphinganine[0] => (1) H2O[0] + (1) NADP[0] + (1) Phytosphingosine[0]
r0707	sphingolipid delta-4 desaturase	dcer2(cpd08908)[0] => cer1(cpd00167)[0] (2) h(cpd00067)[0]	N	N	N	Y	frxn00139	
r0708	3-Dehydrosphinganine reductase	dhsph(cpd01879)[0] h(cpd00067)[0] nadph(cpd00005)[0] => nadp(cpd00006)[0] sph(cpd00623)[0]	N	N	Y	Y	rxn02134	(1) NADP[0] + (1) Sphinganine[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 3-Dehydrosphinganine[0]
r0709	serine palmitoyltransferase	c160coa(cpd00134)[0] h(cpd00067)[0] ser(cpd00054)[0] => co2(cpd00011)[0] coa(cpd00010)[0] dhsph(cpd01879)[0]	N	N	Y	Y	rxn00948	(1) L-Serine[0] + (1) H+[0] + (1) Palmitoyl-CoA[0] => (1) CoA[0] + (1) CO2[0] + (1) 3-Dehydrosphinganine[0]
r0710	MIP2C synthase	mipc[0] pins[0] => h2o(cpd00001)[0] mip2c(cpd16809)[0]	N	N	N	N	frxn00140	
r0711	Sphinganine kinase	atp(cpd00002)[0] sph(cpd00623)[0] => adp(cpd00008)[0] dhsp(cpd00824)[0] h(cpd00067)[0]	N	N	Y	Y	rxn02133	(1) ATP[0] + (1) Sphinganine[0] => (1) ADP[0] + (1) H+[0] + (1) Sphinganine 1-phosphate[0]
r0712	Sphinganine kinase	atp(cpd00002)[0] psph(cpd08926)[0] => adp(cpd00008)[0] h(cpd00067)[0] phsp(cpd15283)[0]	N	N	Y	Y	rxn09578	(1) ATP[0] + (1) Phytosphingosine[0] <= (1) ADP[0] + (1) Phytosphingosine 1-phosphate[0]
r0713	3-sn-phosphatidate phosphohydrolase	dhsp(cpd00824)[0] h2o(cpd00001)[0] => pi(cpd00009)[0] sph(cpd00623)[0]	N	N	Y	Y	rxn04376	(1) H2O[0] + (1) Sphinganine 1-phosphate[0] <=> (1) Phosphate[0] + (1) Sphinganine[0]
r0714	Sphingomyelin phosphodiesterase	h2o(cpd00001)[0] spmylin(cpd00431)[0] => cer1(cpd00167)[0] (2) h(cpd00067)[0] pcln(cpd00457)[0]	N	N	Y	Y	rxn01844	(1) H2O[0] + (1) Sphingomyelin[0] => (1) H+[0] + (1) Ceramide[0] + (1) Phosphocholine[0]
r0715	Arylsulfatase	h2o(cpd00001)[0] suft(cpd12830)[0] => galcer(cpd01743)[0] (2) h(cpd00067)[0] slf(cpd00048)[0]	N	N	Y	Y	rxn06798	(1) H2O[0] + (1) Sulfatide[0] => (1) Sulfate[0] + (1) H+[0] + (1) Cerebroside[0]
r0716	Sphinganine-1-phosphate aldolase	dhsp(cpd00824)[0] => c16a(cpd00405)[0] pea(cpd00285)[0]	N	N	Y	Y	rxn01783	(1) Sphinganine 1-phosphate[0] <=> (1) Phosphoethanolamine[0] + (1) Hexadecanal[0]
r0717	Sphinganine-1-phosphate aldolase	(2) h(cpd00067)[0] phsp(cpd15283)[0] => c16a(cpd00405)[0] h2o(cpd00001)[0] pea(cpd00285)[0]	N	N	N	Y	frxn00141	
r0718	sphingosine N-acyltransferase	c180coa(cpd00327)[0] psph(cpd08926)[0] => cerb1a[0] coa(cpd00010)[0]	N	N	N	N	frxn00142	
r0719	sphingosine N-acyltransferase	c181coa(cpd00399)[0] psph(cpd08926)[0] => cerb1b[0] coa(cpd00010)[0]	N	N	N	N	frxn00143	
r0720	sphingosine N-acyltransferase	c180coa(cpd00327)[0] sph(cpd00623)[0] => cerb2a[0] coa(cpd00010)[0]	N	N	N	N	frxn00144	
r0721	sphingosine N-acyltransferase	c180coa(cpd00327)[0] psph(cpd08926)[0] => cerb1c[0] coa(cpd00010)[0]	N	N	N	N	frxn00145	
r0722	sphingosine N-acyltransferase	c181coa(cpd00399)[0] sph(cpd00623)[0] => cerb2b[0] coa(cpd00010)[0]	N	N	N	N	frxn00146	
r0723	sphingosine N-acyltransferase	c181coa(cpd00399)[0] psph(cpd08926)[0] => cerb1d[0] coa(cpd00010)[0]	N	N	N	N	frxn00147	
r0724	sphingosine N-acyltransferase	c180coa(cpd00327)[0] sph(cpd00623)[0] => cerb2c[0] coa(cpd00010)[0]	N	N	N	N	frxn00148	
r0725	sphingosine N-acyltransferase	c181coa(cpd00399)[0] sph(cpd00623)[0] => cerb2d[0] coa(cpd00010)[0]	N	N	N	N	frxn00149	
r0726	sphingosine N-acyltransferase	c180coa(cpd00327)[0] sph(cpd00623)[0] => cereb1[0] coa(cpd00010)[0]	N	N	N	N	frxn00150	
r0727	ceramide glucosyltransferase	cereb1[0] udpg(cpd00026)[0] => glucer1(cpd00878)[0] udp(cpd00014)[0]	N	N	N	N	frxn00151	
r0728	sphingosine N-acyltransferase	c181coa(cpd00399)[0] sph(cpd00623)[0] => cereb2[0] coa(cpd00010)[0]	N	N	N	N	frxn00152	
r0729	ceramide glucosyltransferase	cereb2[0] udpg(cpd00026)[0] => glucer2(cpd00878)[0] udp(cpd00014)[0]	N	N	N	N	frxn00153	
r0730	Acyl-[acp] formation (for phospholipids)	(0.15047) c120acp(cpd29320)[0] (0.19543) c160acp(cpd15277)[0] (0.0837) c180acp(cpd12458)[0] (0.2352) c181acp(cpd27716)[0] (0.22419) c182acp(cpd28510)[0] (0.07492) c183acp[0] => acylacpp[0]	N	N	N	N	frxn00154	
r0731	Acyl-[acp] formation	(0.272) c160acp(cpd15277)[0] (0.0051) c161acp(cpd15239)[0] (0.0304) c180acp(cpd12458)[0] (0.1534) c181acp(cpd27716)[0] (0.6673) c182acp(cpd28510)[0] (0.0404) c183acp[0] => acylacp(cpd11628)[0]	N	N	N	N	frxn00155	
r0732	gamma-glutamyltransferase	ala(cpd00035)[0] gsh(cpd00042)[0] => alagly[0] cgly(cpd01017)[0]	N	N	N	N	frxn00156	
r0733	Stearoyl-CoA 12-desaturase	c182acp(cpd28510)[0] h(cpd00067)[0] nadh(cpd00004)[0] o2(cpd00007)[0] => c183acp[0] (2) h2o(cpd00001)[0] nad(cpd00003)[0]	N	N	N	N	frxn00157	
r0734	Acetyl-CoA carboxylase	accoa(cpd00022)[0] cbccp(cpd12543)[0] => bccp(cpd12848)[0] malcoa(cpd00070)[0]	N	N	Y	Y	rxn06673	(1) Acetyl-CoA[0] + (1) Carboxybiotin-carboxyl-carrier protein[0] => (1) Malonyl-CoA[0] + (1) Holo-[carboxylase][0]
r0735	Acetyl coenzyme A-acyl-carrier-protein transacylase	c14hacp[0] => c14dacp(cpd11467)[0] h2o(cpd00001)[0]	N	N	N	N	frxn00158	
r0736	3-oxoacyl-[ACP] reductase	c16oacp(cpd11485)[0] h(cpd00067)[0] nadph(cpd00005)[0] => c16hacp(cpd16858)[0] nadp(cpd00006)[0]	N	N	Y	Y	rxn12944	(1) NADPH[0] + (1) H+[0] + (1) 3-oxohexadecanoyl-acp[0] <=> (1) NADP[0] + (1) 3-hydroxypalmitoyl-acp[0]
r0737	Acetyl coenzyme A-acyl-carrier-protein transacylase	c16hacp(cpd16858)[0] => c16dacp(cpd11477)[0] h2o(cpd00001)[0]	N	N	Y	Y	rxn12994	(1) 3-hydroxypalmitoyl-acp[0] <=> (1) H2O[0] + (1) (2E)-Hexadecenoyl-[acp][0]
