ID	EQUATION
38060	(1) 57386[0] + (1) 73990[0] <=> (1) 75462[0] + (1) 57287[0]
38061	(1) 57386[0] + (1) 73990[0] <=> (1) 75462[0] + (1) 57287[0]
38062	(1) 57386[0] + (1) 73990[0] <=> (1) 75462[0] + (1) 57287[0]
38063	(1) 57375[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75463[0]
38064	(1) 57375[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75463[0]
38065	(1) 57375[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75463[0]
38066	(1) 57375[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75463[0]
38067	(1) 73990[0] + (1) 57385[0] <=> (1) 57287[0] + (1) 75465[0]
38068	(1) 73990[0] + (1) 57385[0] <=> (1) 57287[0] + (1) 75465[0]
38069	(1) 73990[0] + (1) 57385[0] <=> (1) 57287[0] + (1) 75465[0]
38070	(1) 73990[0] + (1) 57385[0] <=> (1) 57287[0] + (1) 75465[0]
38071	(1) 57379[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75466[0]
38072	(1) 57379[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75466[0]
38073	(1) 57379[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75466[0]
38074	(1) 57379[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75466[0]
38075	(1) 73990[0] + (1) 57394[0] <=> (1) 75468[0] + (1) 57287[0]
38076	(1) 73990[0] + (1) 57394[0] <=> (1) 75468[0] + (1) 57287[0]
38077	(1) 73990[0] + (1) 57394[0] <=> (1) 75468[0] + (1) 57287[0]
38078	(1) 73990[0] + (1) 57394[0] <=> (1) 75468[0] + (1) 57287[0]
38079	(1) 57380[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75470[0]
38080	(1) 57380[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75470[0]
38081	(1) 57380[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75470[0]
38082	(1) 57380[0] + (1) 73990[0] <=> (1) 57287[0] + (1) 75470[0]
38083	(1) 73990[0] + (1) 57383[0] <=> (1) 57287[0] + (1) 75471[0]
38084	(1) 73990[0] + (1) 57383[0] <=> (1) 57287[0] + (1) 75471[0]
38085	(1) 73990[0] + (1) 57383[0] <=> (1) 57287[0] + (1) 75471[0]
38086	(1) 73990[0] + (1) 57383[0] <=> (1) 57287[0] + (1) 75471[0]
38087	(1) 73990[0] + (1) 57368[0] <=> (1) 75472[0] + (1) 57287[0]
38088	(1) 73990[0] + (1) 57368[0] <=> (1) 75472[0] + (1) 57287[0]
38089	(1) 73990[0] + (1) 57368[0] <=> (1) 75472[0] + (1) 57287[0]
38090	(1) 73990[0] + (1) 57368[0] <=> (1) 75472[0] + (1) 57287[0]
38091	(1) 59789[0] + (1) 33276[0] <=> (1) 57856[0] + (1) 15378[0] + (1) 33275[0]
38092	(1) 59789[0] + (1) 33276[0] <=> (1) 57856[0] + (1) 15378[0] + (1) 33275[0]
38093	(1) 59789[0] + (1) 33276[0] <=> (1) 57856[0] + (1) 15378[0] + (1) 33275[0]
38094	(1) 59789[0] + (1) 33276[0] <=> (1) 57856[0] + (1) 15378[0] + (1) 33275[0]
38095	(1) 33277[0] + (1) 59789[0] <=> (1) 33270[0] + (1) 57856[0] + (1) 15378[0]
38096	(1) 33277[0] + (1) 59789[0] <=> (1) 33270[0] + (1) 57856[0] + (1) 15378[0]
38097	(1) 33277[0] + (1) 59789[0] <=> (1) 33270[0] + (1) 57856[0] + (1) 15378[0]
38098	(1) 33277[0] + (1) 59789[0] <=> (1) 33270[0] + (1) 57856[0] + (1) 15378[0]
38099	(1) 75483[0] + (1) 61557[0] <=> (1) 57930[0] + (1) 75434[0]
38100	(1) 75483[0] + (1) 61557[0] <=> (1) 57930[0] + (1) 75434[0]
38101	(1) 75483[0] + (1) 61557[0] <=> (1) 57930[0] + (1) 75434[0]
38102	(1) 75483[0] + (1) 61557[0] <=> (1) 57930[0] + (1) 75434[0]
38103	(1) 53071[0] <=> (1) 75545[0] + (1) 15377[0]
38104	(1) 53071[0] <=> (1) 75545[0] + (1) 15377[0]
38105	(1) 53071[0] <=> (1) 75545[0] + (1) 15377[0]
38106	(1) 53071[0] <=> (1) 75545[0] + (1) 15377[0]
38107	(1) 75545[0] <=> (1) 15361[0] + (1) 27975[0]
38108	(1) 75545[0] <=> (1) 15361[0] + (1) 27975[0]
38109	(1) 75545[0] <=> (1) 15361[0] + (1) 27975[0]
38110	(1) 75545[0] <=> (1) 15361[0] + (1) 27975[0]
38111	(1) 17754[0] + (1) 58349[0] <=> (1) 15378[0] + (1) 57783[0] + (1) 27975[0]
38112	(1) 17754[0] + (1) 58349[0] <=> (1) 15378[0] + (1) 57783[0] + (1) 27975[0]
38113	(1) 17754[0] + (1) 58349[0] <=> (1) 15378[0] + (1) 57783[0] + (1) 27975[0]
38114	(1) 17754[0] + (1) 58349[0] <=> (1) 15378[0] + (1) 57783[0] + (1) 27975[0]
38115	(1) 57387[0] + (1) 75539[0] <=> (1) 75579[0] + (1) 57287[0]
38116	(1) 57387[0] + (1) 75539[0] <=> (1) 75579[0] + (1) 57287[0]
38117	(1) 57387[0] + (1) 75539[0] <=> (1) 75579[0] + (1) 57287[0]
38118	(1) 57387[0] + (1) 75539[0] <=> (1) 75579[0] + (1) 57287[0]
38119	(1) 75562[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75582[0]
38120	(1) 75562[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75582[0]
38121	(1) 75562[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75582[0]
38122	(1) 75562[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75582[0]
38123	(1) 69081[0] + (1) 57387[0] <=> (1) 75585[0] + (1) 57287[0]
38124	(1) 69081[0] + (1) 57387[0] <=> (1) 75585[0] + (1) 57287[0]
38125	(1) 69081[0] + (1) 57387[0] <=> (1) 75585[0] + (1) 57287[0]
38126	(1) 69081[0] + (1) 57387[0] <=> (1) 75585[0] + (1) 57287[0]
38127	(1) 57387[0] + (1) 75555[0] <=> (1) 75590[0] + (1) 57287[0]
38128	(1) 57387[0] + (1) 75555[0] <=> (1) 75590[0] + (1) 57287[0]
38129	(1) 57387[0] + (1) 75555[0] <=> (1) 75590[0] + (1) 57287[0]
38130	(1) 57387[0] + (1) 75555[0] <=> (1) 75590[0] + (1) 57287[0]
38131	(1) 57387[0] + (1) 75568[0] <=> (1) 75614[0] + (1) 57287[0]
38132	(1) 57387[0] + (1) 75568[0] <=> (1) 75614[0] + (1) 57287[0]
38133	(1) 57387[0] + (1) 75568[0] <=> (1) 75614[0] + (1) 57287[0]
38134	(1) 57387[0] + (1) 75568[0] <=> (1) 75614[0] + (1) 57287[0]
38135	(1) 57387[0] + (1) 75610[0] <=> (1) 57287[0] + (1) 75609[0]
38136	(1) 57387[0] + (1) 75610[0] <=> (1) 57287[0] + (1) 75609[0]
38137	(1) 57387[0] + (1) 75610[0] <=> (1) 57287[0] + (1) 75609[0]
38138	(1) 57387[0] + (1) 75610[0] <=> (1) 57287[0] + (1) 75609[0]
38139	(1) 57387[0] + (1) 75612[0] <=> (1) 75611[0] + (1) 57287[0]
38140	(1) 57387[0] + (1) 75612[0] <=> (1) 75611[0] + (1) 57287[0]
38141	(1) 57387[0] + (1) 75612[0] <=> (1) 75611[0] + (1) 57287[0]
38142	(1) 57387[0] + (1) 75612[0] <=> (1) 75611[0] + (1) 57287[0]
38143	(2) 15377[0] + (1) 23012[0] <=> (2) 29919[0] + (1) 16526[0] + (2) 15378[0]
38144	(2) 15377[0] + (1) 23012[0] <=> (2) 29919[0] + (1) 16526[0] + (2) 15378[0]
38145	(2) 15377[0] + (1) 23012[0] <=> (2) 29919[0] + (1) 16526[0] + (2) 15378[0]
38146	(2) 15377[0] + (1) 23012[0] <=> (2) 29919[0] + (1) 16526[0] + (2) 15378[0]
38147	(1) 23012[0] + (1) 15377[0] <=> (1) 16573[0] + (1) 15378[0] + (1) 29919[0]
38148	(1) 23012[0] + (1) 15377[0] <=> (1) 16573[0] + (1) 15378[0] + (1) 29919[0]
38149	(1) 23012[0] + (1) 15377[0] <=> (1) 16573[0] + (1) 15378[0] + (1) 29919[0]
38150	(1) 23012[0] + (1) 15377[0] <=> (1) 16573[0] + (1) 15378[0] + (1) 29919[0]
38151	(1) 15377[0] + (1) 16573[0] <=> (1) 15378[0] + (1) 29919[0] + (1) 16526[0]
38152	(1) 15377[0] + (1) 16573[0] <=> (1) 15378[0] + (1) 29919[0] + (1) 16526[0]
38153	(1) 15377[0] + (1) 16573[0] <=> (1) 15378[0] + (1) 29919[0] + (1) 16526[0]
38154	(1) 15377[0] + (1) 16573[0] <=> (1) 15378[0] + (1) 29919[0] + (1) 16526[0]
38155	(1) 58756[0] + (1) 15377[0] <=> (1) 33019[0] + (1) 74299[0]
38156	(1) 58756[0] + (1) 15377[0] <=> (1) 33019[0] + (1) 74299[0]
38157	(1) 58756[0] + (1) 15377[0] <=> (1) 33019[0] + (1) 74299[0]
38158	(1) 58756[0] + (1) 15377[0] <=> (1) 33019[0] + (1) 74299[0]
38159	(1) 73938[0] <=> (1) 75665[0] + (1) 15377[0]
38160	(1) 73938[0] <=> (1) 75665[0] + (1) 15377[0]
38161	(1) 73938[0] <=> (1) 75665[0] + (1) 15377[0]
38162	(1) 73938[0] <=> (1) 75665[0] + (1) 15377[0]
38163	(1) 57379[0] + (1) 52333[0] <=> (1) 75583[0] + (1) 57287[0]
38164	(1) 57379[0] + (1) 52333[0] <=> (1) 75583[0] + (1) 57287[0]
38165	(1) 57379[0] + (1) 52333[0] <=> (1) 75583[0] + (1) 57287[0]
38166	(1) 57379[0] + (1) 52333[0] <=> (1) 75583[0] + (1) 57287[0]
38167	(1) 57379[0] + (1) 16125[0] <=> (1) 57287[0] + (1) 75584[0]
38168	(1) 57379[0] + (1) 16125[0] <=> (1) 57287[0] + (1) 75584[0]
38169	(1) 57379[0] + (1) 16125[0] <=> (1) 57287[0] + (1) 75584[0]
38170	(1) 57379[0] + (1) 16125[0] <=> (1) 57287[0] + (1) 75584[0]
38171	(1) 75586[0] + (1) 57379[0] <=> (1) 75587[0] + (1) 57287[0]
38172	(1) 75586[0] + (1) 57379[0] <=> (1) 75587[0] + (1) 57287[0]
38173	(1) 75586[0] + (1) 57379[0] <=> (1) 75587[0] + (1) 57287[0]
38174	(1) 75586[0] + (1) 57379[0] <=> (1) 75587[0] + (1) 57287[0]
38175	(1) 57379[0] + (1) 17336[0] <=> (1) 57287[0] + (1) 17616[0]
38176	(1) 57379[0] + (1) 17336[0] <=> (1) 57287[0] + (1) 17616[0]
38177	(1) 57379[0] + (1) 17336[0] <=> (1) 57287[0] + (1) 17616[0]
38178	(1) 57379[0] + (1) 17336[0] <=> (1) 57287[0] + (1) 17616[0]
38179	(1) GENERIC:11964[0] + (1) 17347[0] + (1) 15379[0] <=> (1) 798[0] + (1) GENERIC:11965[0] + (1) 15377[0] + (1) 15378[0]
38180	(1) GENERIC:11964[0] + (1) 17347[0] + (1) 15379[0] <=> (1) 798[0] + (1) GENERIC:11965[0] + (1) 15377[0] + (1) 15378[0]
38181	(1) GENERIC:11964[0] + (1) 17347[0] + (1) 15379[0] <=> (1) 798[0] + (1) GENERIC:11965[0] + (1) 15377[0] + (1) 15378[0]
38182	(1) GENERIC:11964[0] + (1) 17347[0] + (1) 15379[0] <=> (1) 798[0] + (1) GENERIC:11965[0] + (1) 15377[0] + (1) 15378[0]
38183	(1) 15379[0] + (1) GENERIC:11964[0] + (1) 798[0] <=> (1) GENERIC:11965[0] + (1) 75308[0] + (2) 15377[0] + (1) 15378[0]
38184	(1) 15379[0] + (1) GENERIC:11964[0] + (1) 798[0] <=> (1) GENERIC:11965[0] + (1) 75308[0] + (2) 15377[0] + (1) 15378[0]
38185	(1) 15379[0] + (1) GENERIC:11964[0] + (1) 798[0] <=> (1) GENERIC:11965[0] + (1) 75308[0] + (2) 15377[0] + (1) 15378[0]
38186	(1) 15379[0] + (1) GENERIC:11964[0] + (1) 798[0] <=> (1) GENERIC:11965[0] + (1) 75308[0] + (2) 15377[0] + (1) 15378[0]
38187	(1) 15379[0] + (1) 75308[0] + (1) GENERIC:11964[0] <=> (1) GENERIC:11965[0] + (1) 15377[0] + (1) 16469[0] + (2) 15378[0] + (1) 15740[0]
38188	(1) 15379[0] + (1) 75308[0] + (1) GENERIC:11964[0] <=> (1) GENERIC:11965[0] + (1) 15377[0] + (1) 16469[0] + (2) 15378[0] + (1) 15740[0]
38189	(1) 15379[0] + (1) 75308[0] + (1) GENERIC:11964[0] <=> (1) GENERIC:11965[0] + (1) 15377[0] + (1) 16469[0] + (2) 15378[0] + (1) 15740[0]
38190	(1) 15379[0] + (1) 75308[0] + (1) GENERIC:11964[0] <=> (1) GENERIC:11965[0] + (1) 15377[0] + (1) 16469[0] + (2) 15378[0] + (1) 15740[0]
38191	(3) 15379[0] + (3) GENERIC:11964[0] + (1) 17347[0] <=> (3) GENERIC:11965[0] + (4) 15378[0] + (1) 16469[0] + (4) 15377[0] + (1) 15740[0]
38192	(3) 15379[0] + (3) GENERIC:11964[0] + (1) 17347[0] <=> (3) GENERIC:11965[0] + (4) 15378[0] + (1) 16469[0] + (4) 15377[0] + (1) 15740[0]
38193	(3) 15379[0] + (3) GENERIC:11964[0] + (1) 17347[0] <=> (3) GENERIC:11965[0] + (4) 15378[0] + (1) 16469[0] + (4) 15377[0] + (1) 15740[0]
38194	(3) 15379[0] + (3) GENERIC:11964[0] + (1) 17347[0] <=> (3) GENERIC:11965[0] + (4) 15378[0] + (1) 16469[0] + (4) 15377[0] + (1) 15740[0]
38195	(3) 15379[0] + (1) 16422[0] + (3) GENERIC:11964[0] <=> (3) GENERIC:11965[0] + (4) 15378[0] + (4) 15377[0] + (1) 15740[0] + (1) 17263[0]
38196	(3) 15379[0] + (1) 16422[0] + (3) GENERIC:11964[0] <=> (3) GENERIC:11965[0] + (4) 15378[0] + (4) 15377[0] + (1) 15740[0] + (1) 17263[0]
38197	(3) 15379[0] + (1) 16422[0] + (3) GENERIC:11964[0] <=> (3) GENERIC:11965[0] + (4) 15378[0] + (4) 15377[0] + (1) 15740[0] + (1) 17263[0]
38198	(3) 15379[0] + (1) 16422[0] + (3) GENERIC:11964[0] <=> (3) GENERIC:11965[0] + (4) 15378[0] + (4) 15377[0] + (1) 15740[0] + (1) 17263[0]
38199	(1) GENERIC:11964[0] + (1) 15379[0] + (1) 16422[0] <=> (1) GENERIC:11965[0] + (1) 15377[0] + (1) 15378[0] + (1) 27576[0]
38200	(1) GENERIC:11964[0] + (1) 15379[0] + (1) 16422[0] <=> (1) GENERIC:11965[0] + (1) 15377[0] + (1) 15378[0] + (1) 27576[0]
38201	(1) GENERIC:11964[0] + (1) 15379[0] + (1) 16422[0] <=> (1) GENERIC:11965[0] + (1) 15377[0] + (1) 15378[0] + (1) 27576[0]
38202	(1) GENERIC:11964[0] + (1) 15379[0] + (1) 16422[0] <=> (1) GENERIC:11965[0] + (1) 15377[0] + (1) 15378[0] + (1) 27576[0]
38203	(1) 15379[0] + (1) GENERIC:11964[0] + (1) 27576[0] <=> (1) GENERIC:11965[0] + (1) 799[0] + (2) 15377[0] + (1) 15378[0]
38204	(1) 15379[0] + (1) GENERIC:11964[0] + (1) 27576[0] <=> (1) GENERIC:11965[0] + (1) 799[0] + (2) 15377[0] + (1) 15378[0]
38205	(1) 15379[0] + (1) GENERIC:11964[0] + (1) 27576[0] <=> (1) GENERIC:11965[0] + (1) 799[0] + (2) 15377[0] + (1) 15378[0]
38206	(1) 15379[0] + (1) GENERIC:11964[0] + (1) 27576[0] <=> (1) GENERIC:11965[0] + (1) 799[0] + (2) 15377[0] + (1) 15378[0]
38207	(1) GENERIC:11964[0] + (1) 15379[0] + (1) 799[0] <=> (2) 15378[0] + (1) 17263[0] + (1) 15377[0] + (1) 15740[0] + (1) GENERIC:11965[0]
38208	(1) GENERIC:11964[0] + (1) 15379[0] + (1) 799[0] <=> (2) 15378[0] + (1) 17263[0] + (1) 15377[0] + (1) 15740[0] + (1) GENERIC:11965[0]
38209	(1) GENERIC:11964[0] + (1) 15379[0] + (1) 799[0] <=> (2) 15378[0] + (1) 17263[0] + (1) 15377[0] + (1) 15740[0] + (1) GENERIC:11965[0]
38210	(1) GENERIC:11964[0] + (1) 15379[0] + (1) 799[0] <=> (2) 15378[0] + (1) 17263[0] + (1) 15377[0] + (1) 15740[0] + (1) GENERIC:11965[0]
38211	(1) 75586[0] + (2) 57379[0] <=> (2) 57287[0] + (1) 75608[0]
38212	(1) 75586[0] + (2) 57379[0] <=> (2) 57287[0] + (1) 75608[0]
38213	(1) 75586[0] + (2) 57379[0] <=> (2) 57287[0] + (1) 75608[0]
38214	(1) 75586[0] + (2) 57379[0] <=> (2) 57287[0] + (1) 75608[0]
38215	(1) 61548[0] + (1) 57540[0] <=> (1) 15378[0] + (1) 57945[0] + (1) 57955[0]
38216	(1) 61548[0] + (1) 57540[0] <=> (1) 15378[0] + (1) 57945[0] + (1) 57955[0]
38217	(1) 61548[0] + (1) 57540[0] <=> (1) 15378[0] + (1) 57945[0] + (1) 57955[0]
38218	(1) 61548[0] + (1) 57540[0] <=> (1) 15378[0] + (1) 57945[0] + (1) 57955[0]
38219	(1) 52333[0] + (1) 57387[0] <=> (1) 53753[0] + (1) 57287[0]
38220	(1) 52333[0] + (1) 57387[0] <=> (1) 53753[0] + (1) 57287[0]
38221	(1) 52333[0] + (1) 57387[0] <=> (1) 53753[0] + (1) 57287[0]
38222	(1) 52333[0] + (1) 57387[0] <=> (1) 53753[0] + (1) 57287[0]
38223	(1) 28903[0] + (1) 57387[0] <=> (1) 75620[0] + (1) 57287[0]
38224	(1) 28903[0] + (1) 57387[0] <=> (1) 75620[0] + (1) 57287[0]
38225	(1) 28903[0] + (1) 57387[0] <=> (1) 75620[0] + (1) 57287[0]
38226	(1) 28903[0] + (1) 57387[0] <=> (1) 75620[0] + (1) 57287[0]
38227	(1) 57387[0] + (1) 16125[0] <=> (1) 75622[0] + (1) 57287[0]
38228	(1) 57387[0] + (1) 16125[0] <=> (1) 75622[0] + (1) 57287[0]
38229	(1) 57387[0] + (1) 16125[0] <=> (1) 75622[0] + (1) 57287[0]
38230	(1) 57387[0] + (1) 16125[0] <=> (1) 75622[0] + (1) 57287[0]
38231	(1) 75623[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75624[0]
38232	(1) 75623[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75624[0]
38233	(1) 75623[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75624[0]
38234	(1) 75623[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75624[0]
38235	(1) 32154[0] + (1) 57387[0] <=> (1) 75625[0] + (1) 57287[0]
38236	(1) 32154[0] + (1) 57387[0] <=> (1) 75625[0] + (1) 57287[0]
38237	(1) 32154[0] + (1) 57387[0] <=> (1) 75625[0] + (1) 57287[0]
38238	(1) 32154[0] + (1) 57387[0] <=> (1) 75625[0] + (1) 57287[0]
38239	(1) 73504[0] + (1) 57387[0] <=> (1) 75626[0] + (1) 57287[0]
38240	(1) 73504[0] + (1) 57387[0] <=> (1) 75626[0] + (1) 57287[0]
38241	(1) 73504[0] + (1) 57387[0] <=> (1) 75626[0] + (1) 57287[0]
38242	(1) 73504[0] + (1) 57387[0] <=> (1) 75626[0] + (1) 57287[0]
38243	(1) 57387[0] + (1) 75627[0] <=> (1) 75628[0] + (1) 57287[0]
38244	(1) 57387[0] + (1) 75627[0] <=> (1) 75628[0] + (1) 57287[0]
38245	(1) 57387[0] + (1) 75627[0] <=> (1) 75628[0] + (1) 57287[0]
38246	(1) 57387[0] + (1) 75627[0] <=> (1) 75628[0] + (1) 57287[0]
38247	(1) 61540[0] + (1) 16125[0] <=> (1) 57287[0] + (1) 75629[0]
38248	(1) 61540[0] + (1) 16125[0] <=> (1) 57287[0] + (1) 75629[0]
38249	(1) 61540[0] + (1) 16125[0] <=> (1) 57287[0] + (1) 75629[0]
38250	(1) 61540[0] + (1) 16125[0] <=> (1) 57287[0] + (1) 75629[0]
38251	(1) 16125[0] + (1) 57394[0] <=> (1) 75631[0] + (1) 57287[0]
38252	(1) 16125[0] + (1) 57394[0] <=> (1) 75631[0] + (1) 57287[0]
38253	(1) 16125[0] + (1) 57394[0] <=> (1) 75631[0] + (1) 57287[0]
38254	(1) 16125[0] + (1) 57394[0] <=> (1) 75631[0] + (1) 57287[0]
38255	(1) 57292[0] + (1) 15589[0] <=> (1) 30031[0] + (1) 57317[0]
38256	(1) 57292[0] + (1) 15589[0] <=> (1) 30031[0] + (1) 57317[0]
38257	(1) 57292[0] + (1) 15589[0] <=> (1) 30031[0] + (1) 57317[0]
38258	(1) 57292[0] + (1) 15589[0] <=> (1) 30031[0] + (1) 57317[0]
38259	(1) 75634[0] <=> (1) 36655[0] + (1) 57392[0]
38260	(1) 75634[0] <=> (1) 36655[0] + (1) 57392[0]
38261	(1) 75634[0] <=> (1) 36655[0] + (1) 57392[0]
38262	(1) 75634[0] <=> (1) 36655[0] + (1) 57392[0]
38263	(1) 75634[0] <=> (1) 15377[0] + (1) 75635[0]
38264	(1) 75634[0] <=> (1) 15377[0] + (1) 75635[0]
38265	(1) 75634[0] <=> (1) 15377[0] + (1) 75635[0]
38266	(1) 75634[0] <=> (1) 15377[0] + (1) 75635[0]
38267	(1) 75635[0] <=> (1) 75636[0]
38268	(1) 75635[0] <=> (1) 75636[0]
38269	(1) 75635[0] <=> (1) 75636[0]
38270	(1) 75635[0] <=> (1) 75636[0]
38271	(1) 58668[0] <=> (1) 15377[0] + (1) 75636[0]
38272	(1) 58668[0] <=> (1) 15377[0] + (1) 75636[0]
38273	(1) 58668[0] <=> (1) 15377[0] + (1) 75636[0]
38274	(1) 58668[0] <=> (1) 15377[0] + (1) 75636[0]
38275	(1) 75637[0] <=> (1) 15361[0] + (1) 57288[0]
38276	(1) 75637[0] <=> (1) 15361[0] + (1) 57288[0]
38277	(1) 75637[0] <=> (1) 15361[0] + (1) 57288[0]
38278	(1) 75637[0] <=> (1) 15361[0] + (1) 57288[0]
38279	(1) 57292[0] + (1) 30934[0] <=> (1) 75637[0] + (1) 30031[0]
38280	(1) 57292[0] + (1) 30934[0] <=> (1) 75637[0] + (1) 30031[0]
38281	(1) 57292[0] + (1) 30934[0] <=> (1) 75637[0] + (1) 30031[0]
38282	(1) 57292[0] + (1) 30934[0] <=> (1) 75637[0] + (1) 30031[0]
38283	(1) 57292[0] + (1) 17240[0] <=> (1) 30031[0] + (1) 57381[0]
38284	(1) 57292[0] + (1) 17240[0] <=> (1) 30031[0] + (1) 57381[0]
38285	(1) 57292[0] + (1) 17240[0] <=> (1) 30031[0] + (1) 57381[0]
38286	(1) 57292[0] + (1) 17240[0] <=> (1) 30031[0] + (1) 57381[0]
38287	(1) 57292[0] + (1) 30936[0] <=> (1) 30031[0] + (1) 58668[0]
38288	(1) 57292[0] + (1) 30936[0] <=> (1) 30031[0] + (1) 58668[0]
38289	(1) 57292[0] + (1) 30936[0] <=> (1) 30031[0] + (1) 58668[0]
38290	(1) 57292[0] + (1) 30936[0] <=> (1) 30031[0] + (1) 58668[0]
38291	(1) 15377[0] + (1) 57317[0] <=> (1) 57287[0] + (1) 15589[0] + (1) 15378[0]
38292	(1) 15377[0] + (1) 57317[0] <=> (1) 57287[0] + (1) 15589[0] + (1) 15378[0]
38293	(1) 15377[0] + (1) 57317[0] <=> (1) 57287[0] + (1) 15589[0] + (1) 15378[0]
38294	(1) 15377[0] + (1) 57317[0] <=> (1) 57287[0] + (1) 15589[0] + (1) 15378[0]
38295	(1) 15801[0] + (1) 13193[0] <=> (1) 17499[0] + (1) 16810[0]
38296	(1) 15801[0] + (1) 13193[0] <=> (1) 17499[0] + (1) 16810[0]
38297	(1) 15801[0] + (1) 13193[0] <=> (1) 17499[0] + (1) 16810[0]
38298	(1) 15801[0] + (1) 13193[0] <=> (1) 17499[0] + (1) 16810[0]
38299	(1) 75466[0] + (1) 57379[0] <=> (1) 75688[0] + (1) 57287[0]
38300	(1) 75466[0] + (1) 57379[0] <=> (1) 75688[0] + (1) 57287[0]
38301	(1) 75466[0] + (1) 57379[0] <=> (1) 75688[0] + (1) 57287[0]
38302	(1) 75466[0] + (1) 57379[0] <=> (1) 75688[0] + (1) 57287[0]
38303	(1) 75705[0] <=> (1) 28938[0] + (1) 57569[0]
38304	(1) 75705[0] <=> (1) 28938[0] + (1) 57569[0]
38305	(1) 75705[0] <=> (1) 28938[0] + (1) 57569[0]
38306	(1) 75705[0] <=> (1) 28938[0] + (1) 57569[0]
38307	(1) 75728[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75729[0]
38308	(1) 75728[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75729[0]
38309	(1) 75728[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75729[0]
38310	(1) 75728[0] + (1) 57387[0] <=> (1) 57287[0] + (1) 75729[0]
38311	(1) 59789[0] + (1) 75730[0] <=> (1) 15378[0] + (1) 57856[0] + (1) 64677[0]
38312	(1) 59789[0] + (1) 75730[0] <=> (1) 15378[0] + (1) 57856[0] + (1) 64677[0]
38313	(1) 59789[0] + (1) 75730[0] <=> (1) 15378[0] + (1) 57856[0] + (1) 64677[0]
38314	(1) 59789[0] + (1) 75730[0] <=> (1) 15378[0] + (1) 57856[0] + (1) 64677[0]
38315	(1) 29748[0] <=> (1) 16193[0] + (1) 15361[0]
38316	(1) 29748[0] <=> (1) 16193[0] + (1) 15361[0]
38317	(1) 29748[0] <=> (1) 16193[0] + (1) 15361[0]
38318	(1) 29748[0] <=> (1) 16193[0] + (1) 15361[0]
38319	(1) 29748[0] + (1) 15377[0] <=> (1) 75717[0] + (1) 15361[0]
38320	(1) 29748[0] + (1) 15377[0] <=> (1) 75717[0] + (1) 15361[0]
38321	(1) 29748[0] + (1) 15377[0] <=> (1) 75717[0] + (1) 15361[0]
38322	(1) 29748[0] + (1) 15377[0] <=> (1) 75717[0] + (1) 15361[0]
38323	(2) 75342[0] <=> (1) 17754[0] + (1) 52323[0]
38324	(2) 75342[0] <=> (1) 17754[0] + (1) 52323[0]
38325	(2) 75342[0] <=> (1) 17754[0] + (1) 52323[0]
38326	(2) 75342[0] <=> (1) 17754[0] + (1) 52323[0]
38327	(1) 52323[0] + (1) 75342[0] <=> (1) 53753[0] + (1) 17754[0]
38328	(1) 52323[0] + (1) 75342[0] <=> (1) 53753[0] + (1) 17754[0]
38329	(1) 52323[0] + (1) 75342[0] <=> (1) 53753[0] + (1) 17754[0]
38330	(1) 52323[0] + (1) 75342[0] <=> (1) 53753[0] + (1) 17754[0]
38331	(1) 75342[0] + (1) 75735[0] <=> (1) 17754[0] + (1) 53753[0]
38332	(1) 75342[0] + (1) 75735[0] <=> (1) 17754[0] + (1) 53753[0]
38333	(1) 75342[0] + (1) 75735[0] <=> (1) 17754[0] + (1) 53753[0]
38334	(1) 75342[0] + (1) 75735[0] <=> (1) 17754[0] + (1) 53753[0]
38335	(1) 67989[0] + (2) 15377[0] <=> (2) 4167[0] + (1) 67991[0]
38336	(1) 67989[0] + (2) 15377[0] <=> (2) 4167[0] + (1) 67991[0]
38337	(1) 67989[0] + (2) 15377[0] <=> (2) 4167[0] + (1) 67991[0]
38338	(1) 67989[0] + (2) 15377[0] <=> (2) 4167[0] + (1) 67991[0]
38339	(1) 15377[0] + (1) 67989[0] <=> (1) 4167[0] + (1) 67988[0]
38340	(1) 15377[0] + (1) 67989[0] <=> (1) 4167[0] + (1) 67988[0]
