ID	AraCyc	EcoCyc	KEGG	MetaCyc	PlantCyc
rxn00147	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|PWY-3801|PWY-5484|SUCROSE-DEG|Sugars-And-Polysaccharides-Degradation	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|TCA-VARIANTS	rn00620|rn00680|rn00720	ANAEROFRUCAT-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P23-PWY|P441-PWY|P461-PWY|PWY-3801|PWY-5484|Reductive-TCA-Cycles|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P23-PWY|PWY-3801|PWY-5455|PWY-5484|Reductive-TCA-Cycles|SUCROSE-DEG|Sugars-And-Polysaccharides
rxn00148	Carbohydrates-Degradation|Degradation|Energy-Metabolism|GLYCOLYSIS|GLYCOLYSIS-VARIANTS|PWY-1042|PWY-3801|PWY-5464|PWY-5484|PWY-5723|PWY-6901|SUCROSE-DEG|Sugars-And-Polysaccharides-Degradation	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Respiration|TCA-VARIANTS	rn00010|rn00230|rn00620|rn00710	ANAEROBIC-RESPIRATION|ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|ANARESP1-PWY|Biosynthesis|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|NPGLUCAT-PWY|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|PWY-1042|PWY-2221|PWY-3801|PWY-5464|PWY-5484|PWY-5723|PWY-6142|PWY-6146|PWY-6886|PWY-6901|PWY-7003|Respiration|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation	Carbohydrates-Degradation|Degradation|Energy-Metabolism|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-VARIANTS|Generation-Precursors-Energy|PWY-1042|PWY-3801|PWY-5454|PWY-5455|PWY-5464|PWY-5464-PLANT|PWY-5484|PWY-5723|SUCROSE-DEG|Sugars-And-Polysaccharides
rxn00149	null	null	rn00620	Aldehyde-Degradation|Degradation|Detoxification|Methylglyoxal-Detoxification|PWY-5456	null
rxn00150	null	null	rn00620	Aldehyde-Degradation|Degradation|Detoxification|Methylglyoxal-Detoxification|PWY-5462	null
rxn00151	Amino-Acid-Biosynthesis|Biosynthesis|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|PWY-6549	null	rn00620|rn00710	Amino-Acid-Biosynthesis|Biosynthesis|Energy-Metabolism|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|PWY-241|PWY-6549|Photosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|Energy-Metabolism|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|PWY-241|PWY-6240|PWY-6549|Photosynthesis|Transport-Pathways
rxn00152	null	null	rn00620	null	null
rxn00154	Energy-Metabolism|PWYQT-4481|TCA-VARIANTS	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Respiration|TCA-VARIANTS	null	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|Fermentation|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|P41-PWY|PWY-5482|PWY-5537|PWY-6886|Pyruvate-Degradation|Respiration|TCA-VARIANTS	Energy-Metabolism|PWYQT-4481|TCA-VARIANTS
rxn00155	null	null	null	Acetyl-CoA-Biosynthesis|Energy-Metabolism|PWY-6970	null
rxn00156	null	null	rn00620	null	null
rxn00157	null	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|FERMENTATION-PWY|Fermentation|Respiration	rn00620|rn00650	ANAEROBIC-RESPIRATION|ANARESP1-PWY|C1-COMPOUNDS|CARBOXYLATES-DEG|CO2-Fixation|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|P441-PWY|P461-PWY|PWY-5480|PWY-5485|PWY-5493|Pyruvate-Degradation|Respiration|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives	Energy-Metabolism|Fermentation|PWY-5480|PWY-5485|PWY4LZ-257|Pyruvate-Degradation
rxn00159	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|GLUCONEO-PWY|Gluconeogenesis	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|GLUCONEO-PWY|Gluconeogenesis	rn00620|rn00710	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|GLUCONEO-PWY|Gluconeogenesis	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|Gluconeogenesis|PWYQT-4481|TCA-VARIANTS
rxn00160	null	CARBOXYLATES-DEG|Degradation|PWY0-1465	rn00650	CARBOXYLATES-DEG|Degradation|PWY0-1465	null
rxn00161	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|GLUCONEO-PWY|Gluconeogenesis	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|GLUCONEO-PWY|Gluconeogenesis	rn00620|rn00710	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|Gluconeogenesis|PWY-241|Photosynthesis	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|Gluconeogenesis|PWY-241|Photosynthesis
rxn00162	null	null	rn00620	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|METHYLGALLATE-DEGRADATION-PWY|P184-PWY|PWY-6338|PWY-6339|Protocatechuate-Degradation	null
rxn00163	null	null	rn00620	null	null
rxn00164	null	null	rn00620	null	null
rxn00165	null	Amino-Acid-Degradation|Degradation|SERDEG-PWY|SERINE-DEG	rn00260	AMINE-DEG|Amino-Acid-Degradation|Degradation|NUCLEO-DEG|PWY-3661|PWY-5497|Purine-Degradation|SERDEG-PWY|SERINE-DEG	Amino-Acid-Degradation|Degradation|SERDEG-PWY|SERINE-DEG
rxn00166	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PWY-6196|PWY0-1535|SERINE-BIOSYNTHESIS|SERINE-DEG	Amino-Acid-Degradation|Degradation|PWY0-1535|SERINE-DEG	rn00260	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PWY-6196|PWY0-1535|SERINE-BIOSYNTHESIS|SERINE-DEG	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY-6196|SERINE-BIOSYNTHESIS
rxn00168	Biosynthesis|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|PWY-3801|PWY-5486|PWY-6330|PWY-6333|Pyruvate-Degradation|SECONDARY-METABOLITE-BIOSYNTHESIS|SUCROSE-DEG|Sugars-And-Polysaccharides-Degradation	null	null	Acetoin-Biosynthesis|Biosynthesis|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|PWY-3801|PWY-5486|PWY-5768|PWY-6330|PWY-6333|PWY-6873|PWY3O-440|Pyruvate-Degradation|SECONDARY-METABOLITE-BIOSYNTHESIS|SUCROSE-DEG|Sugars-And-Polysaccharides	Biosynthesis|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|PWY-3801|PWY-5486|PWY-6330|PWY-6333|PWY4LZ-257|Pyruvate-Degradation|SECONDARY-METABOLITE-BIOSYNTHESIS|SUCROSE-DEG|Sugars-And-Polysaccharides
rxn00170	null	null	rn00620	null	null
rxn00171	Alcohol-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Ethanol-Degradation	AROMATIC-COMPOUNDS-DEGRADATION|Alcohol-Degradation|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CARBOXYLATES-DEG|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|GLYCINE-SYN|IND-AMINO-ACID-SYN|NUCLEO-DEG|PWY-5162|PWY-5436|PWY0-1277|PWY0-1297|PWY0-1298|Pyrimidine-Degradation|THREOCAT-PWY|THREONINE-DEG	rn00362|rn00620|rn00621|rn00622	2-Aminoethylphosphonate-Degradation|AROMATIC-COMPOUNDS-DEGRADATION|Alcohol-Degradation|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Benzoate-Degradation|Biosynthesis|CARBOXYLATES-DEG|Catechol-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|GLYCINE-SYN|IND-AMINO-ACID-SYN|MANDELATE-DEG|NUCLEO-DEG|Noncarbon-Nutrients|Other-Degradation|P122-PWY|P161-PWY|P441-PWY|P461-PWY|PHOSPHONOTASE-PWY|PWY-2504|PWY-5162|PWY-5178|PWY-5179|PWY-5180|PWY-5182|PWY-5183|PWY-5266|PWY-5273|PWY-5415|PWY-5420|PWY-5430|PWY-5436|PWY-5480|PWY-5655|PWY-6505|PWY-6587|PWY-6594|PWY-6604|PWY-6954|PWY-6956|PWY-6957|PWY0-1277|PWY0-1297|PWY0-1298|Phosphorus-Compounds|Pyrimidine-Degradation|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|THREOCAT-PWY|THREONINE-DEG|TOLUENE-DEG|TRYPTOPHAN-DEG	Alcohol-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|Fermentation|PWY-5480|Pyruvate-Degradation
rxn00172	null	null	rn00010|rn00620	Acetate-Formation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|Fermentation|PWY-5096|PWY-5483|PWY-5535|Pyruvate-Degradation	Acetate-Formation|CARBOXYLATES-DEG|Degradation|PWY-5535
rxn00173	null	ACETATEUTIL-PWY|Acetate-Formation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|PWY0-1312	rn00430|rn00620|rn00680|rn00720	ACETATEUTIL-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Acetate-Formation|Acetyl-CoA-Butyrate|Amino-Acid-Degradation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GALLATE-DEG|LYSINE-DEG|METH-ACETATE-PWY|METHANOGENESIS|MISCELLANEOUS-DEG|NUCLEO-DEG|Noncarbon-Nutrients|Other-Degradation|P122-PWY|P142-PWY|P161-PWY|P163-PWY|P3-PWY|P41-PWY|P441-PWY|P461-PWY|PROPFERM-PWY|PWY-1281|PWY-1541|PWY-5100|PWY-5327|PWY-5482|PWY-5485|PWY-5497|PWY-5600|PWY-5676|PWY-6590|PWY-6604|PWY-6637|PWY-6641|PWY-6830|PWY0-1312|Purine-Degradation|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sulfoacetaldehyde-Degradation|Sulfolactate-Degradation|Sulfur-Assimilation|Taurine-degradation	ACETATEUTIL-PWY|Acetate-Formation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|Fermentation|PWY-5100|PWY-5485|PWY0-1312|PWY4LZ-257|Pyruvate-Degradation
rxn00174	null	null	rn00410|rn00640	Biosynthesis|POLYKETIDE-SYN|PWY-5810|SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis|POLYKETIDE-SYN|PWY-5810|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn00175	null	ACETATEUTIL-PWY|CARBOXYLATES-DEG|Degradation|PWY0-1313	rn00010|rn00680|rn00720	ACETATEUTIL-PWY|Alcohol-Degradation|Amino-Acid-Degradation|CARBOXYLATES-DEG|Degradation|Ethanol-Degradation|GLUDEG-II-PWY|GLUTAMATE-DEG|PWY-6672|PWY0-1313|PWY66-161|PWY66-162|PWY66-21|SECONDARY-METABOLITE-DEGRADATION|TERPENOID-DEG	ACETATEUTIL-PWY|Alcohol-Degradation|CARBOXYLATES-DEG|Degradation|Ethanol-Degradation|PWY0-1313|PWY66-162|PWY66-21
rxn00176	null	null	rn00620	null	null
rxn00177	null	null	rn00660|rn00720	Autotrophic-CO2-Fixation|C1-COMPOUNDS|CARBOXYLATES-DEG|CO2-Fixation|Degradation|Other-Degradation|PWY-5744|PWY-5749|PWY-7024	null
rxn00178	Amino-Acid-Degradation|Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|Degradation|GGPP-Biosynthesis|ISOPRENOIDS|LYSINE-DEG|LYSINE-DEG2-PWY|Lipid-Biosynthesis|PWY-5910|PWY-922|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis	ACETOACETATE-DEG-PWY|Degradation|Fatty-Acid-and-Lipid-Degradation	rn00071|rn00072|rn00280|rn00310|rn00362|rn00380|rn00620|rn00630|rn00640|rn00650|rn00720|rn00900	ACETOACETATE-DEG-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Acetyl-CoA-Butyrate|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBOXYLATES-DEG|CENTFERM-PWY|CO2-Fixation|Cofactor-Biosynthesis|DITERPENOID-SYN|Degradation|ERGOSTEROL-SYN-PWY|Energy-Metabolism|Fatty-Acid-and-Lipid-Degradation|Fermentation|GGPP-Biosynthesis|GLUDEG-II-PWY|GLUTAMATE-DEG|ISOPRENOIDS|LYSINE-DEG|Lipid-Biosynthesis|OTHER-ENERGY|Other-biosynthesis|P163-PWY|PWY-5177|PWY-5184|PWY-5327|PWY-5676|PWY-5741|PWY-5789|PWY-5910|PWY-6146|PWY-6174|PWY-6583|PWY-6588|PWY-6590|PWY-6594|PWY-6604|PWY-6863|PWY-6876|PWY-6883|PWY-6886|PWY-7003|PWY-922|PWY1-3|PWY66-367|PWY66-368|PWY66-5|Polyprenyl-Biosynthesis|Pyruvate-Degradation|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TOLUENE-DEG|TRYPTOPHAN-DEG|TRYPTOPHAN-DEGRADATION-1|Terpenoid-Biosynthesis	Amino-Acid-Degradation|Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|Degradation|GGPP-Biosynthesis|ISOPRENOIDS|LYSINE-DEG|LYSINE-DEG2-PWY|Lipid-Biosynthesis|PWY-5910|PWY-922|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn00179	Amino-Acid-Biosynthesis|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PROSYN-PWY|PWY-5004	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN|PROSYN-PWY	rn00330	Amino-Acid-Biosynthesis|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PROSYN-PWY|PWY-5004	Amino-Acid-Biosynthesis|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PROSYN-PWY|PWY-5004|PWY4LZ-7318
rxn00182	ALACAT2-PWY|ALANINE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLUTAMATE-DEG|GLUTAMATE-DEG1-PWY|GLUTAMATE-SYN|GLUTAMATE-SYN2-PWY|IND-AMINO-ACID-SYN	null	rn00250|rn00330|rn00430|rn00471|rn00910	4-Aminobutyraye-Degradation|ALACAT2-PWY|ALANINE-DEG|AMINE-DEG|ARGININE-SYN|ARGININE-SYN4-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|Fermentation|GLUTAMATE-DEG|GLUTAMATE-DEG1-PWY|GLUTAMATE-SYN|GLUTAMATE-SYN2-PWY|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|Metabolic-Clusters|P162-PWY|PROPFERM-PWY|PWY-5022|PWY-5505|PWY-5766|PWY-6728	ALACAT2-PWY|ALANINE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLUTAMATE-DEG|GLUTAMATE-DEG1-PWY|GLUTAMATE-SYN|GLUTAMATE-SYN2-PWY|IND-AMINO-ACID-SYN
rxn00183	null	null	rn00330	null	null
rxn00184	Amino-Acid-Biosynthesis|Biosynthesis|GLUTAMATE-SYN|GLUTAMATE-SYN2-PWY|GLUTSYNIII-PWY|IND-AMINO-ACID-SYN	Amino-Acid-Biosynthesis|Biosynthesis|GLUTAMATE-SYN|GLUTSYNIII-PWY|IND-AMINO-ACID-SYN	rn00250|rn00330|rn00471|rn00910	ARGININE-SYN|ARGININE-SYN4-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|GLUTAMATE-DEG|GLUTAMATE-SYN|GLUTAMATE-SYN2-PWY|GLUTAMINE-SYN|GLUTSYNIII-PWY|IND-AMINO-ACID-SYN|Metabolic-Clusters|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|PWY-5505|PWY-5675|PWY-5766|PWY-5913|PWY490-3|TCA-VARIANTS	Amino-Acid-Biosynthesis|Biosynthesis|GLUTAMATE-SYN|GLUTAMATE-SYN2-PWY|GLUTSYNIII-PWY|IND-AMINO-ACID-SYN
rxn00186	Biosynthesis|Cofactor-Biosynthesis|Gamma-Glutamyl-Cycles|PWY-4041|PWYQT-4470|Reductants	null	rn00480	Biosynthesis|Cofactor-Biosynthesis|PWY-4041|Reductants	Biosynthesis|Cofactor-Biosynthesis|Gamma-Glutamyl-Cycles|PWY-4041|PWYQT-4470|Reductants
rxn00187	AMMASSIM-PWY|Amino-Acid-Biosynthesis|Ammonia-Assimilation|Biosynthesis|Degradation|Energy-Metabolism|GLNSYN-PWY|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|PWY-3282|PWY-381|PWY-6549|PWY-6963|PWY-6964|PWY-7060|PWY-7061|Photosynthesis	AMMASSIM-PWY|Amino-Acid-Biosynthesis|Ammonia-Assimilation|Biosynthesis|Degradation|GLNSYN-PWY|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|NITROGEN-DEG|NRI-PWY|Noncarbon-Nutrients|Signaling-Pathways	rn00250|rn00330|rn00630|rn00910	AMMASSIM-PWY|Amino-Acid-Biosynthesis|Ammonia-Assimilation|Biosynthesis|Degradation|GLNSYN-PWY|GLUTAMATE-SYN|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|Metabolic-Clusters|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|PWY-3282|PWY-381|PWY-5505|PWY-5675|PWY-6549|PWY-6963|PWY-6964|PWY490-3	Amino-Acid-Biosynthesis|Ammonia-Assimilation|Biosynthesis|Degradation|Energy-Metabolism|GLNSYN-PWY|GLUTAMINE-SYN|IND-AMINO-ACID-SYN|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|Other-Degradation|PWY-3282|PWY-381|PWY-6549|PWY-6963|PWY-6964|PWY-7060|PWY-7061|PWY4LZ-283|PWY4LZ-81|Photosynthesis
rxn00188	null	null	rn00340	null	null
rxn00189	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|Degradation|GLUTAMINDEG-PWY|GLUTAMINE-DEG|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PWY-5004	Amino-Acid-Degradation|Degradation|GLUTAMINDEG-PWY|GLUTAMINE-DEG	rn00250|rn00330|rn00471|rn00910	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|Degradation|GLUTAMINDEG-PWY|GLUTAMINE-DEG|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PWY-5004	Amino-Acid-Biosynthesis|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PWY-5004
rxn00190	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PWY-5381|PYRIDNUCSYN-PWY	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PWY0-781|PYRIDNUCSAL-PWY|PYRIDNUCSYN-PWY	rn00760	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|NADSYN-PWY|PWY-3502|PWY-5381|PWY-5653|PWY0-781|PYRIDNUCSAL-PWY|PYRIDNUCSYN-PWY	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PWY-5381|PYRIDNUCSYN-PWY
rxn00191	ALACAT2-PWY|ALANINE-DEG|ALANINE-DEG3-PWY|ALANINE-SYN|ALANINE-SYN2-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN	ALANINE-SYN|ALANINE-SYN2-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY0-1061	rn00250|rn00710	ALACAT2-PWY|ALANINE-DEG|ALANINE-DEG3-PWY|ALANINE-SYN|ALANINE-SYN2-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|Fermentation|IND-AMINO-ACID-SYN|PROPFERM-PWY|PWY-5096|PWY-6146|PWY0-1061|Pyruvate-Degradation	ALACAT2-PWY|ALANINE-DEG|ALANINE-DEG3-PWY|ALANINE-SYN|ALANINE-SYN2-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|IND-AMINO-ACID-SYN|PWY4LZ-235|Photosynthesis
rxn00192	ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis	rn00330	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PWY-5154|Polyamine-Biosynthesis	ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|PWY4LZ-7318
rxn00193	null	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|PWY-6387|Peptidoglycan-Biosynthesis	rn00471	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|PWY-5265|PWY-6385|PWY-6386|PWY-6387|PWY-6470|PWY-6471|Peptidoglycan-Biosynthesis	null
rxn00194	Amino-Acid-Degradation|Degradation|GLUTAMATE-DEG|PWY-4321	Acid-Resistance|Detoxification|PWY0-1305	rn00250|rn00650	Acid-Resistance|Amino-Acid-Degradation|Degradation|Detoxification|GLUDEG-I-PWY|GLUTAMATE-DEG|PWY-4321|PWY0-1305|PWY3O-210	Amino-Acid-Degradation|Degradation|GLUTAMATE-DEG|PWY-4321|PWY3O-210
rxn00195	null	null	rn00660	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|GLUDEG-II-PWY|GLUTAMATE-DEG|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|PWY-5087|PWY-5088|PWY-5103|PWY-6728	null
rxn00196	null	null	rn00040|rn00053	4-Hydroxyproline-Degradation|Amino-Acid-Degradation|Carbohydrates-Degradation|D-Arabinose-Degradation|D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|L-Arabinose-Degradation|PWY-5159|PWY-5257|PWY-5517|PWY-5519|PWY-6497|PWY-6499|PWY-6516|PWY-6760|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation	null
rxn00198	null	null	rn00480|rn00720	null	null
rxn00199	null	null	rn00020	null	null
rxn00200	null	null	rn00250	null	null
rxn00201	null	null	rn00340	Amino-Acid-Degradation|Degradation|HISHP-PWY|HISTIDINE-DEG	null
rxn00202	null	null	rn00300|rn00620	Amino-Acid-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-AMINOAD-PWY|LYSINE-SYN|P241-PWY|PWY-3081	null
rxn00203	null	null	null	Energy-Metabolism|P105-PWY|TCA-VARIANTS	null
