id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd17000										
cpd17001										
cpd17002										
cpd17003										
cpd17004										
cpd17005	MetaCyc:CO+3	MetaCyc:CO+3	MetaCyc:CO+3	MetaCyc:CO+3	MetaCyc:CO+3		GC	MetaCyc:CO+3@Charged	MetaCyc:CO+3@Charged	
cpd17006										
cpd17007	Override:ACPs	Override:ACPs								
cpd17008										
cpd17009	Override:ACPs	Override:ACPs								
cpd17010	Override:ACPs	Override:ACPs								
cpd17011	Override:ACPs	Override:ACPs								
cpd17012	Override:ACPs	Override:ACPs								
cpd17013	Override:ACPs	Override:ACPs								
cpd17014	Override:ACPs	Override:ACPs								
cpd17015	Override:ACPs	Override:ACPs								
cpd17016										
cpd17017										
cpd17018	Override:ACPs	Override:ACPs								
cpd17019										
cpd17020										
cpd17021	Override:ACPs	Override:ACPs								
cpd17022										
cpd17023										
cpd17024										
cpd17025										
cpd17026										
cpd17027										
cpd17028	MetaCyc:CPD-12610;ChEBI:136511	MetaCyc:CPD-12610;ChEBI:136511	MetaCyc:CPD-12610;ChEBI:136511	MetaCyc:CPD-12610;ChEBI:136511		MetaCyc:CPD-12610	GC	MetaCyc:CPD-12610@Charged	MetaCyc:CPD-12610@Charged	
cpd17029	Override:ACPs	Override:ACPs								
cpd17030										
cpd17031	Override:ACPs	Override:ACPs								
cpd17032										
cpd17033										
cpd17034										
cpd17035										
cpd17036										
cpd17037										
cpd17038										
cpd17039	MetaCyc:CPD-10818;KEGG:C20345@Charged;ChEBI:65078	MetaCyc:CPD-10818;KEGG:C20345@Charged;ChEBI:65078	MetaCyc:CPD-10818;KEGG:C20345@Charged;ChEBI:65078	MetaCyc:CPD-10818;KEGG:C20345@Charged;ChEBI:65078	KEGG:C20345		EQ	eQuilibrator:MNXM11919	KEGG:C20345@Charged	eQuilibrator:MNXM11919
cpd17040	MetaCyc:CPD-14332;ChEBI:88052	MetaCyc:CPD-14332;ChEBI:88052	MetaCyc:CPD-14332;ChEBI:88052	MetaCyc:CPD-14332;ChEBI:88052	MetaCyc:CPD-14332		EQ	eQuilibrator:MNXM101100	MetaCyc:CPD-14332@Charged	eQuilibrator:MNXM101100
cpd17041										
cpd17042										
cpd17043										
cpd17044	MetaCyc:CPD-18561;MetaCyc:PYOCYANINE-RED;ChEBI:62216	MetaCyc:CPD-18561;MetaCyc:PYOCYANINE-RED;ChEBI:62216	MetaCyc:CPD-18561;MetaCyc:PYOCYANINE-RED;ChEBI:62216	MetaCyc:CPD-18561;MetaCyc:PYOCYANINE-RED;ChEBI:62216	MetaCyc:CPD-18561	MetaCyc:CPD-18561	EQ	eQuilibrator:MNXM32817	MetaCyc:CPD-18561@Charged	eQuilibrator:MNXM32817
cpd17045										
cpd17046	Override:ACPs	Override:ACPs								
cpd17047	Override:ACPs	Override:ACPs								
cpd17048										
cpd17049										
cpd17050										
cpd17051	Override:ACPs	Override:ACPs								
cpd17052										
cpd17053										
cpd17054										
cpd17055										
cpd17056										
cpd17057										
cpd17058										
cpd17059										
cpd17060										
cpd17061										
cpd17062										
cpd17063										
cpd17064										
cpd17065										
