id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd27000	MetaCyc:EPITHIONITRILES;ChEBI:183085	MetaCyc:EPITHIONITRILES;ChEBI:183085		MetaCyc:EPITHIONITRILES;ChEBI:183085			GC	MetaCyc:EPITHIONITRILES@Charged	MetaCyc:EPITHIONITRILES@Charged	
cpd27001	MetaCyc:EPYRIDALDOX	MetaCyc:EPYRIDALDOX	MetaCyc:EPYRIDALDOX	MetaCyc:EPYRIDALDOX	MetaCyc:EPYRIDALDOX	MetaCyc:EPYRIDALDOX	GC	MetaCyc:EPYRIDALDOX@Charged	MetaCyc:EPYRIDALDOX@Charged	eQuilibrator:MNXM17447
cpd27002	MetaCyc:ERGOSTA-572223-28-TETRAEN-3-BETA-OL	MetaCyc:ERGOSTA-572223-28-TETRAEN-3-BETA-OL	MetaCyc:ERGOSTA-572223-28-TETRAEN-3-BETA-OL	MetaCyc:ERGOSTA-572223-28-TETRAEN-3-BETA-OL	MetaCyc:ERGOSTA-572223-28-TETRAEN-3-BETA-OL	MetaCyc:ERGOSTA-572223-28-TETRAEN-3-BETA-OL	GC	MetaCyc:ERGOSTA-572223-28-TETRAEN-3-BETA-OL@Charged	MetaCyc:ERGOSTA-572223-28-TETRAEN-3-BETA-OL@Charged	eQuilibrator:MNXM511808
cpd27003										
cpd27004	MetaCyc:ESTRIOL-16A-GLUCURONIDE	MetaCyc:ESTRIOL-16A-GLUCURONIDE	MetaCyc:ESTRIOL-16A-GLUCURONIDE	MetaCyc:ESTRIOL-16A-GLUCURONIDE	MetaCyc:ESTRIOL-16A-GLUCURONIDE	MetaCyc:ESTRIOL-16A-GLUCURONIDE	GC	MetaCyc:ESTRIOL-16A-GLUCURONIDE@Charged	MetaCyc:ESTRIOL-16A-GLUCURONIDE@Charged	
cpd27005	MetaCyc:ETF-Oxidized@Charged	MetaCyc:ETF-Oxidized@Charged		MetaCyc:ETF-Oxidized@Charged	MetaCyc:ETF-Oxidized	MetaCyc:ETF-Oxidized	GC	MetaCyc:ETF-Oxidized@Charged	MetaCyc:ETF-Oxidized@Charged	
cpd27006	MetaCyc:ETF-Reduced@Charged	MetaCyc:ETF-Reduced@Charged		MetaCyc:ETF-Reduced@Charged	MetaCyc:ETF-Reduced	MetaCyc:ETF-Reduced	GC	MetaCyc:ETF-Reduced@Charged	MetaCyc:ETF-Reduced@Charged	
cpd27007	MetaCyc:ETHACRYNATE	MetaCyc:ETHACRYNATE	MetaCyc:ETHACRYNATE	MetaCyc:ETHACRYNATE	MetaCyc:ETHACRYNATE	MetaCyc:ETHACRYNATE	EQ	eQuilibrator:MNXM104962	MetaCyc:ETHACRYNATE@Charged	eQuilibrator:MNXM104962
cpd27008	MetaCyc:ETHYL-2-METHYLACETOACETATE	MetaCyc:ETHYL-2-METHYLACETOACETATE	MetaCyc:ETHYL-2-METHYLACETOACETATE	MetaCyc:ETHYL-2-METHYLACETOACETATE	MetaCyc:ETHYL-2-METHYLACETOACETATE	MetaCyc:ETHYL-2-METHYLACETOACETATE	EQ	eQuilibrator:MNXM11531	MetaCyc:ETHYL-2-METHYLACETOACETATE@Charged	eQuilibrator:MNXM11531
cpd27009	MetaCyc:ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	MetaCyc:ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	MetaCyc:ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	MetaCyc:ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	MetaCyc:ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	MetaCyc:ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	EQ	eQuilibrator:MNXM11530	MetaCyc:ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE@Charged	eQuilibrator:MNXM11530
cpd27010	MetaCyc:ETHYLACETIMIDATE	MetaCyc:ETHYLACETIMIDATE	MetaCyc:ETHYLACETIMIDATE	MetaCyc:ETHYLACETIMIDATE		MetaCyc:ETHYLACETIMIDATE	GC	MetaCyc:ETHYLACETIMIDATE@Charged	MetaCyc:ETHYLACETIMIDATE@Charged	eQuilibrator:MNXM52813
