id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd43000										
cpd43001										
cpd43002										
cpd43003										
cpd43004										
cpd43005										
cpd43006										
cpd43007										
cpd43008										
cpd43009										
cpd43010										
cpd43011										
cpd43012										
cpd43013										
cpd43014										
cpd43015										
cpd43016										
cpd43017										
cpd43018										
cpd43019										
cpd43020										
cpd43021										
cpd43022										
cpd43023										
cpd43024										
cpd43025										
cpd43026										
cpd43027										
cpd43028										
cpd43029										
cpd43030										
cpd43031										
cpd43032										
cpd43033										
cpd43034										
cpd43035										
cpd43036										
cpd43037										
cpd43038										
cpd43039										
cpd43040										
cpd43041										
cpd43042										
cpd43043										
cpd43044										
cpd43045										
cpd43046										
cpd43047										
cpd43048										
cpd43049										
cpd43050										
cpd43051										
cpd43052										
cpd43053										
cpd43054										
cpd43055										
cpd43056										
cpd43057										
cpd43058										
cpd43059										
cpd43060										
cpd43061										
cpd43062										
cpd43063										
cpd43064										
cpd43065										
cpd43066										
cpd43067										
cpd43068										
cpd43069										
cpd43070										
cpd43071										
cpd43072										
cpd43073										
cpd43074										
cpd43075										
cpd43076										
cpd43077										
cpd43078										
cpd43079										
cpd43080										
cpd43081										
cpd43082										
cpd43083										
cpd43084										
cpd43085										
cpd43086										
cpd43087										
cpd43088										
cpd43089										
cpd43090										
cpd43091										
cpd43092										
cpd43093										
cpd43094										
cpd43095										
cpd43096										
cpd43097										
cpd43098										
cpd43099										
cpd43100										
cpd43101										
cpd43102										
cpd43103										
cpd43104										
cpd43105										
cpd43106										
cpd43107										
cpd43108										
cpd43109										
cpd43110										
cpd43111										
cpd43112										
cpd43113										
cpd43114										
cpd43115										
cpd43116										
cpd43117										
cpd43118										
cpd43119										
cpd43120										
cpd43121										
cpd43122										
cpd43123										
cpd43124										
cpd43125										
cpd43126										
cpd43127										
cpd43128										
cpd43129										
cpd43130										
cpd43131										
cpd43132										
cpd43133										
cpd43134										
cpd43135										
cpd43136										
cpd43137										
cpd43138										
cpd43139										
cpd43140										
cpd43141										
cpd43142										
cpd43143										
cpd43144										
cpd43145										
cpd43146										
cpd43147										
cpd43148										
cpd43149										
cpd43150										
cpd43151										
cpd43152										
cpd43153										
cpd43154										
cpd43155										
cpd43156										
cpd43157										
cpd43158										
cpd43159										
cpd43160										
cpd43161										
cpd43162										
cpd43163										
cpd43164										
cpd43165										
cpd43166										
cpd43167										
cpd43168										
cpd43169										
cpd43170										
cpd43171										
cpd43172										
cpd43173										
cpd43174										
cpd43175										
cpd43176										
cpd43177										
cpd43178										
cpd43179										
cpd43180										
cpd43181										
cpd43182										
cpd43183										
cpd43184										
cpd43185										
cpd43186										
cpd43187										
cpd43188										
cpd43189										
cpd43190										
cpd43191										
cpd43192										
cpd43193										
cpd43194										
cpd43195										
cpd43196										
cpd43197										
cpd43198										
cpd43199										
cpd43200										
cpd43201										
cpd43202										
cpd43203										
cpd43204										
cpd43205										
cpd43206										
cpd43207										
cpd43208										
cpd43209										
cpd43210										
cpd43211										
cpd43212										
cpd43213										
cpd43214										
cpd43215										
cpd43216										
cpd43217										
cpd43218										
cpd43219										
cpd43220										
cpd43221										
cpd43222										
cpd43223										
cpd43224										
cpd43225										
cpd43226										
cpd43227										
cpd43228										
cpd43229										
cpd43230										
cpd43231										
cpd43232										
cpd43233										
cpd43234										
cpd43235										
cpd43236										
cpd43237										
cpd43238										
cpd43239										
cpd43240										
cpd43241										
cpd43242										
cpd43243										
cpd43244										
cpd43245										
cpd43246										
cpd43247										
cpd43248										
cpd43249										
cpd43250										
cpd43251										
cpd43252										
cpd43253										
cpd43254										
cpd43255										
cpd43256										
cpd43257										
cpd43258										
cpd43259										
cpd43260										
cpd43261										
cpd43262										
cpd43263										
cpd43264										
cpd43265										
cpd43266										
cpd43267										
cpd43268										
cpd43269										
cpd43270										
cpd43271										
cpd43272										
cpd43273										
cpd43274										
cpd43275										
cpd43276										
cpd43277										
cpd43278										
cpd43279										
cpd43280										
cpd43281										
cpd43282										
cpd43283										
cpd43284										
cpd43285										
cpd43286										
cpd43287										
cpd43288										
cpd43289										
cpd43290										
cpd43291										
cpd43292										
cpd43293										
cpd43294										
cpd43295										
cpd43296										
cpd43297										
cpd43298										
cpd43299										
cpd43300										
cpd43301										
cpd43302										
cpd43303										
cpd43304										
cpd43305										
cpd43306										
cpd43307										
cpd43308										
cpd43309										
cpd43310										
cpd43311										
cpd43312										
cpd43313										
cpd43314										
cpd43315										
cpd43316										
cpd43317										
cpd43318										
cpd43319										
cpd43320										
cpd43321										
cpd43322										
cpd43323										
cpd43324										
cpd43325										
cpd43326										
cpd43327										
cpd43328					Rhea:POLYMER:10183	Rhea:POLYMER:10183				
cpd43329					Rhea:POLYMER:10564					
cpd43330					Rhea:POLYMER:10858	Rhea:POLYMER:10858				
cpd43331					Rhea:POLYMER:10859	Rhea:POLYMER:10859				
cpd43332					Rhea:POLYMER:10914	Rhea:POLYMER:10914				
cpd43333					Rhea:POLYMER:10930	Rhea:POLYMER:10930				
