id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd49000										
cpd49001	MetaCyc:a-uracil-in-DNA-I	MetaCyc:a-uracil-in-DNA-I		MetaCyc:a-uracil-in-DNA-I	MetaCyc:a-uracil-in-DNA-I	MetaCyc:a-uracil-in-DNA-I				
cpd49002	MetaCyc:an-alpha-deoxyadenosine-in-DNA	MetaCyc:an-alpha-deoxyadenosine-in-DNA		MetaCyc:an-alpha-deoxyadenosine-in-DNA	MetaCyc:an-alpha-deoxyadenosine-in-DNA	MetaCyc:an-alpha-deoxyadenosine-in-DNA				
cpd49003	MetaCyc:an-oxidized-DsbA-protein@Charged	MetaCyc:an-oxidized-DsbA-protein@Charged		MetaCyc:an-oxidized-DsbA-protein@Charged	MetaCyc:an-oxidized-DsbA-protein	MetaCyc:an-oxidized-DsbA-protein				
cpd49004	MetaCyc:an-oxidized-DsbB-protein@Charged	MetaCyc:an-oxidized-DsbB-protein@Charged		MetaCyc:an-oxidized-DsbB-protein@Charged	MetaCyc:an-oxidized-DsbB-protein	MetaCyc:an-oxidized-DsbB-protein				
cpd49005	MetaCyc:an-oxidized-DsbC-protein@Charged	MetaCyc:an-oxidized-DsbC-protein@Charged		MetaCyc:an-oxidized-DsbC-protein@Charged	MetaCyc:an-oxidized-DsbC-protein	MetaCyc:an-oxidized-DsbC-protein				
cpd49006	MetaCyc:an-oxidized-DsbD-protein@Charged	MetaCyc:an-oxidized-DsbD-protein@Charged		MetaCyc:an-oxidized-DsbD-protein@Charged	MetaCyc:an-oxidized-DsbD-protein	MetaCyc:an-oxidized-DsbD-protein				
cpd49007	MetaCyc:an-oxidized-DsbG-protein@Charged	MetaCyc:an-oxidized-DsbG-protein@Charged		MetaCyc:an-oxidized-DsbG-protein@Charged	MetaCyc:an-oxidized-DsbG-protein	MetaCyc:an-oxidized-DsbG-protein				
cpd49008	MetaCyc:beta-C-phycoerythrins-PEB-48-59@Charged	MetaCyc:beta-C-phycoerythrins-PEB-48-59@Charged		MetaCyc:beta-C-phycoerythrins-PEB-48-59@Charged	MetaCyc:beta-C-phycoerythrins-PEB-48-59	MetaCyc:beta-C-phycoerythrins-PEB-48-59				
cpd49009	MetaCyc:docosanoyl-TYPE-I-FAS-ACPs@Charged	MetaCyc:docosanoyl-TYPE-I-FAS-ACPs@Charged		MetaCyc:docosanoyl-TYPE-I-FAS-ACPs@Charged	MetaCyc:docosanoyl-TYPE-I-FAS-ACPs	MetaCyc:docosanoyl-TYPE-I-FAS-ACPs				
