id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd06000	KEGG:C09104	KEGG:C09104	KEGG:C09104	KEGG:C09104	KEGG:C09104	KEGG:C09104	GC	KEGG:C09104@Charged	KEGG:C09104@Charged	
cpd06001	KEGG:C09105	KEGG:C09105	KEGG:C09105	KEGG:C09105	KEGG:C09105	KEGG:C09105	GC	KEGG:C09105@Charged	KEGG:C09105@Charged	
cpd06002	KEGG:C09106@Charged	KEGG:C09106@Charged	KEGG:C09106@Charged	KEGG:C09106@Charged	KEGG:C09106	KEGG:C09106	GC	KEGG:C09106@Charged	KEGG:C09106@Charged	
cpd06003	MetaCyc:CPD-7859@Charged;ChEBI:142675@Charged	MetaCyc:CPD-7859@Charged;ChEBI:142675@Charged	MetaCyc:CPD-7859@Charged;ChEBI:142675@Charged	MetaCyc:CPD-7859@Charged;ChEBI:142675@Charged	KEGG:C09107	KEGG:C09107	GC	MetaCyc:CPD-7859@Charged	MetaCyc:CPD-7859@Charged	
cpd06004	KEGG:C09108	KEGG:C09108	KEGG:C09108	KEGG:C09108	KEGG:C09108	KEGG:C09108	GC	KEGG:C09108@Charged	KEGG:C09108@Charged	
cpd06005	KEGG:C09109	KEGG:C09109	KEGG:C09109	KEGG:C09109	KEGG:C09109	KEGG:C09109	GC	KEGG:C09109@Charged	KEGG:C09109@Charged	
cpd06006	KEGG:C09110	KEGG:C09110	KEGG:C09110	KEGG:C09110	KEGG:C09110	KEGG:C09110	GC	KEGG:C09110@Charged	KEGG:C09110@Charged	eQuilibrator:MNXM57390
cpd06007	KEGG:C09111	KEGG:C09111	KEGG:C09111	KEGG:C09111	KEGG:C09111	KEGG:C09111	GC	KEGG:C09111@Charged	KEGG:C09111@Charged	
cpd06008	KEGG:C09112	KEGG:C09112	KEGG:C09112	KEGG:C09112	KEGG:C09112	KEGG:C09112	GC	KEGG:C09112@Charged	KEGG:C09112@Charged	
cpd06009	KEGG:C09113	KEGG:C09113	KEGG:C09113	KEGG:C09113	KEGG:C09113	KEGG:C09113	GC	KEGG:C09113@Charged	KEGG:C09113@Charged	
cpd06010	KEGG:C09114	KEGG:C09114	KEGG:C09114	KEGG:C09114	KEGG:C09114	KEGG:C09114	GC	KEGG:C09114@Charged	KEGG:C09114@Charged	
cpd06011	KEGG:C09115	KEGG:C09115	KEGG:C09115	KEGG:C09115	KEGG:C09115	KEGG:C09115	GC	KEGG:C09115@Charged	KEGG:C09115@Charged	
cpd06012	KEGG:C09116	KEGG:C09116	KEGG:C09116	KEGG:C09116		KEGG:C09116	GC	KEGG:C09116@Charged	KEGG:C09116@Charged	
cpd06013	KEGG:C09117	KEGG:C09117	KEGG:C09117	KEGG:C09117	KEGG:C09117	KEGG:C09117	GC	KEGG:C09117@Charged	KEGG:C09117@Charged	
cpd06014	KEGG:C09118@Charged;ChEBI:58924	KEGG:C09118@Charged;ChEBI:58924	KEGG:C09118@Charged;ChEBI:58924	KEGG:C09118@Charged;ChEBI:58924	KEGG:C09118		GC	KEGG:C09118@Charged	KEGG:C09118@Charged	eQuilibrator:MNXM6302
cpd06015	KEGG:C09119	KEGG:C09119	KEGG:C09119	KEGG:C09119	KEGG:C09119	KEGG:C09119	GC	KEGG:C09119@Charged	KEGG:C09119@Charged	eQuilibrator:MNXM58528
cpd06016	KEGG:C09120	KEGG:C09120	KEGG:C09120	KEGG:C09120		KEGG:C09120	GC	KEGG:C09120@Charged	KEGG:C09120@Charged	
cpd06017	KEGG:C09121	KEGG:C09121	KEGG:C09121	KEGG:C09121		KEGG:C09121	GC	KEGG:C09121@Charged	KEGG:C09121@Charged	
cpd06018	KEGG:C09122	KEGG:C09122	KEGG:C09122	KEGG:C09122	KEGG:C09122	KEGG:C09122	GC	KEGG:C09122@Charged	KEGG:C09122@Charged	eQuilibrator:MNXM58935
cpd06019	KEGG:C09123	KEGG:C09123	KEGG:C09123	KEGG:C09123		KEGG:C09123	GC	KEGG:C09123@Charged	KEGG:C09123@Charged	eQuilibrator:MNXM42918
cpd06020	KEGG:C09124	KEGG:C09124	KEGG:C09124	KEGG:C09124	KEGG:C09124	KEGG:C09124	GC	KEGG:C09124@Charged	KEGG:C09124@Charged	eQuilibrator:MNXM35213
cpd06021	KEGG:C09125	KEGG:C09125	KEGG:C09125	KEGG:C09125	KEGG:C09125	KEGG:C09125	GC	KEGG:C09125@Charged	KEGG:C09125@Charged	eQuilibrator:MNXM59792
cpd06022					KEGG:C09126	KEGG:C09126	GC			
cpd06023	KEGG:C09127	KEGG:C09127	KEGG:C09127	KEGG:C09127	KEGG:C09127	KEGG:C09127	GC	KEGG:C09127@Charged	KEGG:C09127@Charged	eQuilibrator:MNXM61075
cpd06024	MetaCyc:CPD-20439;KEGG:C09128	MetaCyc:CPD-20439;KEGG:C09128	MetaCyc:CPD-20439;KEGG:C09128	MetaCyc:CPD-20439;KEGG:C09128	KEGG:C09128	KEGG:C09128	GC	MetaCyc:CPD-20439@Charged	MetaCyc:CPD-20439@Charged	
cpd06025	KEGG:C09129@Charged	KEGG:C09129@Charged	KEGG:C09129@Charged	KEGG:C09129@Charged	KEGG:C09129	KEGG:C09129	GC	KEGG:C09129@Charged	KEGG:C09129@Charged	
cpd06026	KEGG:C09130	KEGG:C09130	KEGG:C09130	KEGG:C09130	KEGG:C09130	KEGG:C09130	EQ	eQuilibrator:MNXM45930	KEGG:C09130@Charged	eQuilibrator:MNXM45930
cpd06027	KEGG:C09131@Charged;ChEBI:72949	KEGG:C09131@Charged;ChEBI:72949	KEGG:C09131@Charged;ChEBI:72949	KEGG:C09131@Charged;ChEBI:72949	KEGG:C09131	KEGG:C09131	GC	KEGG:C09131@Charged	KEGG:C09131@Charged	eQuilibrator:MNXM10913
cpd06028	KEGG:C09132	KEGG:C09132	KEGG:C09132	KEGG:C09132	KEGG:C09132	KEGG:C09132	GC	KEGG:C09132@Charged	KEGG:C09132@Charged	
cpd06029	KEGG:C09133@Charged	KEGG:C09133@Charged	KEGG:C09133@Charged	KEGG:C09133@Charged	KEGG:C09133	KEGG:C09133	GC	KEGG:C09133@Charged	KEGG:C09133@Charged	
cpd06030	KEGG:C09134	KEGG:C09134	KEGG:C09134	KEGG:C09134	KEGG:C09134	KEGG:C09134	GC	KEGG:C09134@Charged	KEGG:C09134@Charged	
