id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd32000	MetaCyc:CPD-18201@Charged	MetaCyc:CPD-18201@Charged	MetaCyc:CPD-18201@Charged	MetaCyc:CPD-18201@Charged	MetaCyc:CPD-18201	MetaCyc:CPD-18201	GC	MetaCyc:CPD-18201@Charged	MetaCyc:CPD-18201@Charged	
cpd32001	MetaCyc:CPD-20063	MetaCyc:CPD-20063	MetaCyc:CPD-20063	MetaCyc:CPD-20063	MetaCyc:CPD-20063		EQ	eQuilibrator:MNXM29908	MetaCyc:CPD-20063@Charged	eQuilibrator:MNXM29908
cpd32002	MetaCyc:CPD-15676	MetaCyc:CPD-15676	MetaCyc:CPD-15676	MetaCyc:CPD-15676	MetaCyc:CPD-15676	MetaCyc:CPD-15676	EQ	eQuilibrator:MNXM147867	MetaCyc:CPD-15676@Charged	eQuilibrator:MNXM147867
cpd32003	MetaCyc:CPD-18778@Charged	MetaCyc:CPD-18778@Charged	MetaCyc:CPD-18778@Charged	MetaCyc:CPD-18778@Charged	MetaCyc:CPD-18778	MetaCyc:CPD-18778	GC	MetaCyc:CPD-18778@Charged	MetaCyc:CPD-18778@Charged	
cpd32004	MetaCyc:CPD-18131@Charged	MetaCyc:CPD-18131@Charged	MetaCyc:CPD-18131@Charged	MetaCyc:CPD-18131@Charged	MetaCyc:CPD-18131	MetaCyc:CPD-18131	EQ		MetaCyc:CPD-18131@Charged	
cpd32005	MetaCyc:CPD-19230	MetaCyc:CPD-19230	MetaCyc:CPD-19230	MetaCyc:CPD-19230	MetaCyc:CPD-19230		GC	MetaCyc:CPD-19230@Charged	MetaCyc:CPD-19230@Charged	eQuilibrator:MNXM484446
cpd32006	MetaCyc:CPD-19520	MetaCyc:CPD-19520	MetaCyc:CPD-19520	MetaCyc:CPD-19520	MetaCyc:CPD-19520	MetaCyc:CPD-19520	EQ	eQuilibrator:MNXM484430	MetaCyc:CPD-19520@Charged	eQuilibrator:MNXM484430
cpd32007	MetaCyc:CPD-19479	MetaCyc:CPD-19479	MetaCyc:CPD-19479	MetaCyc:CPD-19479	MetaCyc:CPD-19479		EQ	eQuilibrator:MNXM164093	MetaCyc:CPD-19479@Charged	eQuilibrator:MNXM164093
cpd32008	MetaCyc:CPD-17368;ChEBI:76416	MetaCyc:CPD-17368;ChEBI:76416	MetaCyc:CPD-17368;ChEBI:76416	MetaCyc:CPD-17368;ChEBI:76416	MetaCyc:CPD-17368	MetaCyc:CPD-17368	EQ	eQuilibrator:MNXM145822	MetaCyc:CPD-17368@Charged	eQuilibrator:MNXM145822
cpd32009	MetaCyc:CPD-17123	MetaCyc:CPD-17123	MetaCyc:CPD-17123	MetaCyc:CPD-17123	MetaCyc:CPD-17123	MetaCyc:CPD-17123	EQ	eQuilibrator:MNXM148471	MetaCyc:CPD-17123@Charged	eQuilibrator:MNXM148471
cpd32010	MetaCyc:CPD-19118	MetaCyc:CPD-19118	MetaCyc:CPD-19118	MetaCyc:CPD-19118	MetaCyc:CPD-19118	MetaCyc:CPD-19118	GC	MetaCyc:CPD-19118@Charged	MetaCyc:CPD-19118@Charged	eQuilibrator:MNXM163649
cpd32011	MetaCyc:CPD-16587	MetaCyc:CPD-16587	MetaCyc:CPD-16587	MetaCyc:CPD-16587	MetaCyc:CPD-16587		EQ	eQuilibrator:MNXM117202	MetaCyc:CPD-16587@Charged	eQuilibrator:MNXM117202
cpd32012	MetaCyc:CPD-20995	MetaCyc:CPD-20995	MetaCyc:CPD-20995	MetaCyc:CPD-20995	MetaCyc:CPD-20995	MetaCyc:CPD-20995	GC	MetaCyc:CPD-20995@Charged	MetaCyc:CPD-20995@Charged	eQuilibrator:MNXM26720
cpd32013	MetaCyc:CPD0-2552@Charged;ChEBI:87133@Charged	MetaCyc:CPD0-2552@Charged;ChEBI:87133@Charged	MetaCyc:CPD0-2552@Charged;ChEBI:87133@Charged	MetaCyc:CPD0-2552@Charged;ChEBI:87133@Charged	MetaCyc:CPD0-2552	MetaCyc:CPD0-2552	GC	MetaCyc:CPD0-2552@Charged	MetaCyc:CPD0-2552@Charged	eQuilibrator:MNXM39141
cpd32014	MetaCyc:CPD-21021	MetaCyc:CPD-21021	MetaCyc:CPD-21021	MetaCyc:CPD-21021	MetaCyc:CPD-21021	MetaCyc:CPD-21021	GC	MetaCyc:CPD-21021@Charged	MetaCyc:CPD-21021@Charged	
cpd32015	MetaCyc:CPD-19469	MetaCyc:CPD-19469	MetaCyc:CPD-19469	MetaCyc:CPD-19469	MetaCyc:CPD-19469	MetaCyc:CPD-19469	EQ	eQuilibrator:MNXM147637	MetaCyc:CPD-19469@Charged	eQuilibrator:MNXM147637
