id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd45000	MetaCyc:Alpha-3-branched-alpha-16-glucans	MetaCyc:Alpha-3-branched-alpha-16-glucans		MetaCyc:Alpha-3-branched-alpha-16-glucans	MetaCyc:Alpha-3-branched-alpha-16-glucans	MetaCyc:Alpha-3-branched-alpha-16-glucans				
cpd45001	MetaCyc:Ganglioside-GalNAc-3-isoLM1	MetaCyc:Ganglioside-GalNAc-3-isoLM1		MetaCyc:Ganglioside-GalNAc-3-isoLM1	MetaCyc:Ganglioside-GalNAc-3-isoLM1	MetaCyc:Ganglioside-GalNAc-3-isoLM1			MetaCyc:Ganglioside-GalNAc-3-isoLM1@Charged	
cpd45002										
cpd45003										
cpd45004										
cpd45005										
cpd45006	MetaCyc:Galactosyl-acyl-sphinganines	MetaCyc:Galactosyl-acyl-sphinganines		MetaCyc:Galactosyl-acyl-sphinganines	MetaCyc:Galactosyl-acyl-sphinganines	MetaCyc:Galactosyl-acyl-sphinganines				
cpd45007	MetaCyc:P1-Antigen	MetaCyc:P1-Antigen		MetaCyc:P1-Antigen	MetaCyc:P1-Antigen	MetaCyc:P1-Antigen			MetaCyc:P1-Antigen@Charged	
cpd45008										
cpd45009	MetaCyc:CPD-18602	MetaCyc:CPD-18602		MetaCyc:CPD-18602	MetaCyc:CPD-18602	MetaCyc:CPD-18602			MetaCyc:CPD-18602@Charged	
cpd45010	MetaCyc:GPPOL	MetaCyc:GPPOL		MetaCyc:GPPOL	MetaCyc:GPPOL	MetaCyc:GPPOL			MetaCyc:GPPOL@Charged	
cpd45011	MetaCyc:CPD-25639	MetaCyc:CPD-25639		MetaCyc:CPD-25639	MetaCyc:CPD-25639	MetaCyc:CPD-25639				
cpd45012	MetaCyc:PGL	MetaCyc:PGL		MetaCyc:PGL		MetaCyc:PGL			MetaCyc:PGL@Charged	
cpd45013	MetaCyc:Lipid-X	MetaCyc:Lipid-X		MetaCyc:Lipid-X	MetaCyc:Lipid-X	MetaCyc:Lipid-X				
cpd45014										
cpd45015	MetaCyc:Rhamnolipids	MetaCyc:Rhamnolipids		MetaCyc:Rhamnolipids	MetaCyc:Rhamnolipids	MetaCyc:Rhamnolipids			MetaCyc:Rhamnolipids@Charged	
cpd45016										
cpd45017	MetaCyc:CPD-18601	MetaCyc:CPD-18601		MetaCyc:CPD-18601	MetaCyc:CPD-18601	MetaCyc:CPD-18601			MetaCyc:CPD-18601@Charged	
cpd45018	MetaCyc:Lipid-A-Disaccharide	MetaCyc:Lipid-A-Disaccharide		MetaCyc:Lipid-A-Disaccharide	MetaCyc:Lipid-A-Disaccharide	MetaCyc:Lipid-A-Disaccharide				
cpd45019										
cpd45020	MetaCyc:Linoleate-Acylceramides	MetaCyc:Linoleate-Acylceramides		MetaCyc:Linoleate-Acylceramides	MetaCyc:Linoleate-Acylceramides	MetaCyc:Linoleate-Acylceramides				
cpd45021										
cpd45022	MetaCyc:4-hydroxy-L-lysine	MetaCyc:4-hydroxy-L-lysine	MetaCyc:4-hydroxy-L-lysine	MetaCyc:4-hydroxy-L-lysine	MetaCyc:4-hydroxy-L-lysine	MetaCyc:4-hydroxy-L-lysine			MetaCyc:4-hydroxy-L-lysine@Charged	
cpd45023	MetaCyc:Feraxan	MetaCyc:Feraxan		MetaCyc:Feraxan	MetaCyc:Feraxan	MetaCyc:Feraxan			MetaCyc:Feraxan@Charged	
cpd45024	MetaCyc:Xyl-13-Xyl-14-Xyl-N	MetaCyc:Xyl-13-Xyl-14-Xyl-N		MetaCyc:Xyl-13-Xyl-14-Xyl-N	MetaCyc:Xyl-13-Xyl-14-Xyl-N	MetaCyc:Xyl-13-Xyl-14-Xyl-N				
cpd45025	MetaCyc:3-Hydroxy-L-aspartate	MetaCyc:3-Hydroxy-L-aspartate	MetaCyc:3-Hydroxy-L-aspartate	MetaCyc:3-Hydroxy-L-aspartate	MetaCyc:3-Hydroxy-L-aspartate	MetaCyc:3-Hydroxy-L-aspartate			MetaCyc:3-Hydroxy-L-aspartate@Charged	
cpd45026										
cpd45027										
cpd45028	MetaCyc:DL-3-HYDROXYASPARTATE	MetaCyc:DL-3-HYDROXYASPARTATE	MetaCyc:DL-3-HYDROXYASPARTATE	MetaCyc:DL-3-HYDROXYASPARTATE	MetaCyc:DL-3-HYDROXYASPARTATE	MetaCyc:DL-3-HYDROXYASPARTATE			MetaCyc:DL-3-HYDROXYASPARTATE@Charged	
cpd45029										
cpd45030										
cpd45031	MetaCyc:Mixed-alpha-14-alpha-16-glucans	MetaCyc:Mixed-alpha-14-alpha-16-glucans		MetaCyc:Mixed-alpha-14-alpha-16-glucans	MetaCyc:Mixed-alpha-14-alpha-16-glucans	MetaCyc:Mixed-alpha-14-alpha-16-glucans				
cpd45032	MetaCyc:Short-Alpha-14-Glucans	MetaCyc:Short-Alpha-14-Glucans		MetaCyc:Short-Alpha-14-Glucans	MetaCyc:Short-Alpha-14-Glucans	MetaCyc:Short-Alpha-14-Glucans			MetaCyc:Short-Alpha-14-Glucans@Charged	
cpd45033	MetaCyc:a-1-6-D-glucan-with-a-1-2-branch	MetaCyc:a-1-6-D-glucan-with-a-1-2-branch		MetaCyc:a-1-6-D-glucan-with-a-1-2-branch	MetaCyc:a-1-6-D-glucan-with-a-1-2-branch	MetaCyc:a-1-6-D-glucan-with-a-1-2-branch				
cpd45034	MetaCyc:Mixed-alpha-14-alpha-13-glucans	MetaCyc:Mixed-alpha-14-alpha-13-glucans		MetaCyc:Mixed-alpha-14-alpha-13-glucans	MetaCyc:Mixed-alpha-14-alpha-13-glucans	MetaCyc:Mixed-alpha-14-alpha-13-glucans				
cpd45035										
cpd45036	MetaCyc:N-hydroxylated-Amino-Acids@Charged	MetaCyc:N-hydroxylated-Amino-Acids@Charged		MetaCyc:N-hydroxylated-Amino-Acids@Charged	MetaCyc:N-hydroxylated-Amino-Acids	MetaCyc:N-hydroxylated-Amino-Acids			MetaCyc:N-hydroxylated-Amino-Acids@Charged	
cpd45037	MetaCyc:N-methylated-Amino-Acids@Charged	MetaCyc:N-methylated-Amino-Acids@Charged		MetaCyc:N-methylated-Amino-Acids@Charged	MetaCyc:N-methylated-Amino-Acids	MetaCyc:N-methylated-Amino-Acids			MetaCyc:N-methylated-Amino-Acids@Charged	
cpd45038	MetaCyc:Arabinoglucuronoxylans	MetaCyc:Arabinoglucuronoxylans		MetaCyc:Arabinoglucuronoxylans	MetaCyc:Arabinoglucuronoxylans	MetaCyc:Arabinoglucuronoxylans			MetaCyc:Arabinoglucuronoxylans@Charged	
cpd45039	MetaCyc:Acetylated-Glucuronoxylan	MetaCyc:Acetylated-Glucuronoxylan		MetaCyc:Acetylated-Glucuronoxylan	MetaCyc:Acetylated-Glucuronoxylan					
cpd45040	MetaCyc:13-14-Mixed-Xylan	MetaCyc:13-14-Mixed-Xylan		MetaCyc:13-14-Mixed-Xylan	MetaCyc:13-14-Mixed-Xylan	MetaCyc:13-14-Mixed-Xylan			MetaCyc:13-14-Mixed-Xylan@Charged	
cpd45041										
