id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd22000	MetaCyc:3-BENZOYLOXYPROPYL-GLUCOSINOLATE	MetaCyc:3-BENZOYLOXYPROPYL-GLUCOSINOLATE	MetaCyc:3-BENZOYLOXYPROPYL-GLUCOSINOLATE	MetaCyc:3-BENZOYLOXYPROPYL-GLUCOSINOLATE	MetaCyc:3-BENZOYLOXYPROPYL-GLUCOSINOLATE	MetaCyc:3-BENZOYLOXYPROPYL-GLUCOSINOLATE	GC	MetaCyc:3-BENZOYLOXYPROPYL-GLUCOSINOLATE@Charged	MetaCyc:3-BENZOYLOXYPROPYL-GLUCOSINOLATE@Charged	
cpd22001	MetaCyc:3-BROMOPYRUVATE	MetaCyc:3-BROMOPYRUVATE	MetaCyc:3-BROMOPYRUVATE	MetaCyc:3-BROMOPYRUVATE	MetaCyc:3-BROMOPYRUVATE	MetaCyc:3-BROMOPYRUVATE	GC	MetaCyc:3-BROMOPYRUVATE@Charged	MetaCyc:3-BROMOPYRUVATE@Charged	eQuilibrator:MNXM36352
cpd22002	MetaCyc:3-Beta-Hydroxysterol-Esters;ChEBI:13610	MetaCyc:3-Beta-Hydroxysterol-Esters;ChEBI:13610		MetaCyc:3-Beta-Hydroxysterol-Esters;ChEBI:13610		MetaCyc:3-Beta-Hydroxysterol-Esters	GC	MetaCyc:3-Beta-Hydroxysterol-Esters@Charged	MetaCyc:3-Beta-Hydroxysterol-Esters@Charged	
cpd22003	MetaCyc:3-Beta-Hydroxysterols;ChEBI:36836	MetaCyc:3-Beta-Hydroxysterols;ChEBI:36836		MetaCyc:3-Beta-Hydroxysterols;ChEBI:36836	MetaCyc:3-Beta-Hydroxysterols	MetaCyc:3-Beta-Hydroxysterols	GC	MetaCyc:3-Beta-Hydroxysterols@Charged	MetaCyc:3-Beta-Hydroxysterols@Charged	
cpd22004	MetaCyc:3-CARBAMOYLOXYMETHYLCEPHEM@Charged	MetaCyc:3-CARBAMOYLOXYMETHYLCEPHEM@Charged		MetaCyc:3-CARBAMOYLOXYMETHYLCEPHEM@Charged	MetaCyc:3-CARBAMOYLOXYMETHYLCEPHEM	MetaCyc:3-CARBAMOYLOXYMETHYLCEPHEM	GC	MetaCyc:3-CARBAMOYLOXYMETHYLCEPHEM@Charged	MetaCyc:3-CARBAMOYLOXYMETHYLCEPHEM@Charged	
cpd22005	MetaCyc:3-CYANOPYRIDINE	MetaCyc:3-CYANOPYRIDINE	MetaCyc:3-CYANOPYRIDINE	MetaCyc:3-CYANOPYRIDINE		MetaCyc:3-CYANOPYRIDINE	GC	MetaCyc:3-CYANOPYRIDINE@Charged	MetaCyc:3-CYANOPYRIDINE@Charged	
cpd22006	MetaCyc:3-DEAZAADENINE@Charged	MetaCyc:3-DEAZAADENINE@Charged	MetaCyc:3-DEAZAADENINE@Charged	MetaCyc:3-DEAZAADENINE@Charged	MetaCyc:3-DEAZAADENINE	MetaCyc:3-DEAZAADENINE	EQ		MetaCyc:3-DEAZAADENINE@Charged	
cpd22007	MetaCyc:3-DEHYDRO-ALPHA-GLUCOSE;MetaCyc:3-Dehydro-D-Glucopyranose	MetaCyc:3-DEHYDRO-ALPHA-GLUCOSE;MetaCyc:3-Dehydro-D-Glucopyranose	MetaCyc:3-DEHYDRO-ALPHA-GLUCOSE;MetaCyc:3-Dehydro-D-Glucopyranose	MetaCyc:3-DEHYDRO-ALPHA-GLUCOSE;MetaCyc:3-Dehydro-D-Glucopyranose	MetaCyc:3-DEHYDRO-ALPHA-GLUCOSE	MetaCyc:3-DEHYDRO-ALPHA-GLUCOSE	EQ	eQuilibrator:MNXM36393	MetaCyc:3-DEHYDRO-ALPHA-GLUCOSE@Charged	eQuilibrator:MNXM36393
cpd22008	MetaCyc:3-Dehydropyranoses	MetaCyc:3-Dehydropyranoses	MetaCyc:3-Dehydropyranoses	MetaCyc:3-Dehydropyranoses	MetaCyc:3-Dehydropyranoses	MetaCyc:3-Dehydropyranoses	GC	MetaCyc:3-Dehydropyranoses@Charged	MetaCyc:3-Dehydropyranoses@Charged	
cpd22009	MetaCyc:3-Dehydropyranosides	MetaCyc:3-Dehydropyranosides		MetaCyc:3-Dehydropyranosides	MetaCyc:3-Dehydropyranosides	MetaCyc:3-Dehydropyranosides	GC	MetaCyc:3-Dehydropyranosides@Charged	MetaCyc:3-Dehydropyranosides@Charged	
cpd22010	MetaCyc:3-Deoxyoctulosonyl-Lipopolysaccharides	MetaCyc:3-Deoxyoctulosonyl-Lipopolysaccharides		MetaCyc:3-Deoxyoctulosonyl-Lipopolysaccharides	MetaCyc:3-Deoxyoctulosonyl-Lipopolysaccharides	MetaCyc:3-Deoxyoctulosonyl-Lipopolysaccharides	GC	MetaCyc:3-Deoxyoctulosonyl-Lipopolysaccharides@Charged	MetaCyc:3-Deoxyoctulosonyl-Lipopolysaccharides@Charged	
cpd22011	MetaCyc:3-ENOLPYRUVYL-SHIKIMATE-3P	MetaCyc:3-ENOLPYRUVYL-SHIKIMATE-3P	MetaCyc:3-ENOLPYRUVYL-SHIKIMATE-3P	MetaCyc:3-ENOLPYRUVYL-SHIKIMATE-3P	MetaCyc:3-ENOLPYRUVYL-SHIKIMATE-3P	MetaCyc:3-ENOLPYRUVYL-SHIKIMATE-3P	GC	MetaCyc:3-ENOLPYRUVYL-SHIKIMATE-3P@Charged	MetaCyc:3-ENOLPYRUVYL-SHIKIMATE-3P@Charged	
cpd22012										
cpd22013										
cpd22014	MetaCyc:3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP	MetaCyc:3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP	MetaCyc:3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP	MetaCyc:3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP	MetaCyc:3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP	MetaCyc:3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP	GC	MetaCyc:3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP@Charged	MetaCyc:3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP@Charged	
cpd22015	MetaCyc:3-HYDROXY-DOCOSAPENTAENOYL-ACP@Charged;Override:ACPs	MetaCyc:3-HYDROXY-DOCOSAPENTAENOYL-ACP@Charged;Override:ACPs		MetaCyc:3-HYDROXY-DOCOSAPENTAENOYL-ACP@Charged	MetaCyc:3-HYDROXY-DOCOSAPENTAENOYL-ACP	MetaCyc:3-HYDROXY-DOCOSAPENTAENOYL-ACP	GC	MetaCyc:3-HYDROXY-DOCOSAPENTAENOYL-ACP@Charged	MetaCyc:3-HYDROXY-DOCOSAPENTAENOYL-ACP@Charged	
