id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd23000										
cpd23001	MetaCyc:CPD-11565@Charged	MetaCyc:CPD-11565@Charged		MetaCyc:CPD-11565@Charged	MetaCyc:CPD-11565	MetaCyc:CPD-11565	GC	MetaCyc:CPD-11565@Charged	MetaCyc:CPD-11565@Charged	
cpd23002	MetaCyc:CPD-11566@Charged	MetaCyc:CPD-11566@Charged	MetaCyc:CPD-11566@Charged	MetaCyc:CPD-11566@Charged	MetaCyc:CPD-11566	MetaCyc:CPD-11566	GC	MetaCyc:CPD-11566@Charged	MetaCyc:CPD-11566@Charged	eQuilibrator:MNXM11804
cpd23004	MetaCyc:CPD-11569	MetaCyc:CPD-11569	MetaCyc:CPD-11569	MetaCyc:CPD-11569	MetaCyc:CPD-11569	MetaCyc:CPD-11569	GC	MetaCyc:CPD-11569@Charged	MetaCyc:CPD-11569@Charged	
cpd23005	MetaCyc:CPD-11571;ChEBI:78275	MetaCyc:CPD-11571;ChEBI:78275	MetaCyc:CPD-11571;ChEBI:78275	MetaCyc:CPD-11571;ChEBI:78275	MetaCyc:CPD-11571	MetaCyc:CPD-11571	GC	MetaCyc:CPD-11571@Charged	MetaCyc:CPD-11571@Charged	eQuilibrator:MNXM6354
cpd23007	MetaCyc:CPD-11573;KEGG:C20443	MetaCyc:CPD-11573;KEGG:C20443	MetaCyc:CPD-11573;KEGG:C20443	MetaCyc:CPD-11573;KEGG:C20443	KEGG:C20443	KEGG:C20443	GC	KEGG:C20443@Charged	KEGG:C20443@Charged	eQuilibrator:MNXM9777
cpd23008	MetaCyc:CPD-11578;ChEBI:131929	MetaCyc:CPD-11578;ChEBI:131929	MetaCyc:CPD-11578;ChEBI:131929	MetaCyc:CPD-11578;ChEBI:131929	MetaCyc:CPD-11578		EQ	eQuilibrator:MNXM57352	MetaCyc:CPD-11578@Charged	eQuilibrator:MNXM57352
cpd23009	MetaCyc:CPD-11583	MetaCyc:CPD-11583	MetaCyc:CPD-11583	MetaCyc:CPD-11583	MetaCyc:CPD-11583	MetaCyc:CPD-11583	GC	MetaCyc:CPD-11583@Charged	MetaCyc:CPD-11583@Charged	eQuilibrator:MNXM39007
cpd23010	MetaCyc:CPD-11585	MetaCyc:CPD-11585	MetaCyc:CPD-11585	MetaCyc:CPD-11585	MetaCyc:CPD-11585	MetaCyc:CPD-11585	EQ	eQuilibrator:MNXM64037	MetaCyc:CPD-11585@Charged	eQuilibrator:MNXM64037
cpd23011	MetaCyc:CPD-11586	MetaCyc:CPD-11586	MetaCyc:CPD-11586	MetaCyc:CPD-11586	MetaCyc:CPD-11586	MetaCyc:CPD-11586	GC	MetaCyc:CPD-11586@Charged	MetaCyc:CPD-11586@Charged	
cpd23012	MetaCyc:CPD-11592	MetaCyc:CPD-11592		MetaCyc:CPD-11592	MetaCyc:CPD-11592	MetaCyc:CPD-11592	GC	MetaCyc:CPD-11592@Charged	MetaCyc:CPD-11592@Charged	
cpd23013	MetaCyc:CPD-11593	MetaCyc:CPD-11593		MetaCyc:CPD-11593	MetaCyc:CPD-11593	MetaCyc:CPD-11593	GC	MetaCyc:CPD-11593@Charged	MetaCyc:CPD-11593@Charged	
cpd23014	MetaCyc:CPD-11594;ChEBI:84203	MetaCyc:CPD-11594;ChEBI:84203	MetaCyc:CPD-11594;ChEBI:84203	MetaCyc:CPD-11594;ChEBI:84203	MetaCyc:CPD-11594	MetaCyc:CPD-11594	EQ	eQuilibrator:MNXM33445	MetaCyc:CPD-11594@Charged	eQuilibrator:MNXM33445
cpd23015	MetaCyc:CPD-11595;ChEBI:77468	MetaCyc:CPD-11595;ChEBI:77468	MetaCyc:CPD-11595;ChEBI:77468	MetaCyc:CPD-11595;ChEBI:77468	MetaCyc:CPD-11595	MetaCyc:CPD-11595	EQ	eQuilibrator:MNXM32972	MetaCyc:CPD-11595@Charged	eQuilibrator:MNXM32972
