id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd41000	ChEBI:78368	ChEBI:78368	ChEBI:78368	ChEBI:78368	ChEBI:78368	ChEBI:78368				
cpd41001	ChEBI:78369	ChEBI:78369	ChEBI:78369	ChEBI:78369	ChEBI:78369	ChEBI:78369				
cpd41002	ChEBI:78371	ChEBI:78371	ChEBI:78371	ChEBI:78371	ChEBI:78371	ChEBI:78371				
cpd41003	ChEBI:78378@Charged	ChEBI:78378@Charged	ChEBI:78378@Charged	ChEBI:78378@Charged	ChEBI:78378	ChEBI:78378				
cpd41004	ChEBI:78385	ChEBI:78385	ChEBI:78385	ChEBI:78385	ChEBI:78385	ChEBI:78385				
cpd41005	ChEBI:78387	ChEBI:78387	ChEBI:78387	ChEBI:78387	ChEBI:78387	ChEBI:78387				
cpd41006	ChEBI:78390	ChEBI:78390	ChEBI:78390	ChEBI:78390	ChEBI:78390	ChEBI:78390				
cpd41007	ChEBI:78397@Charged	ChEBI:78397@Charged	ChEBI:78397@Charged	ChEBI:78397@Charged	ChEBI:78397	ChEBI:78397				
cpd41008	ChEBI:78398@Charged	ChEBI:78398@Charged	ChEBI:78398@Charged	ChEBI:78398@Charged	ChEBI:78398	ChEBI:78398				
cpd41009	ChEBI:78402	ChEBI:78402	ChEBI:78402	ChEBI:78402	ChEBI:78402	ChEBI:78402				
cpd41010	ChEBI:78419	ChEBI:78419		ChEBI:78419	ChEBI:78419	ChEBI:78419				
cpd41011	MetaCyc:1-Oleoyl-PC;ChEBI:78421	MetaCyc:1-Oleoyl-PC;ChEBI:78421		MetaCyc:1-Oleoyl-PC;ChEBI:78421	MetaCyc:1-Oleoyl-PC	MetaCyc:1-Oleoyl-PC				
cpd41012	ChEBI:78423	ChEBI:78423	ChEBI:78423	ChEBI:78423	ChEBI:78423	ChEBI:78423				
cpd41013	ChEBI:78426	ChEBI:78426		ChEBI:78426	ChEBI:78426	ChEBI:78426				
cpd41014	ChEBI:78442	ChEBI:78442		ChEBI:78442	ChEBI:78442	ChEBI:78442				
cpd41015	ChEBI:78484	ChEBI:78484	ChEBI:78484	ChEBI:78484	ChEBI:78484	ChEBI:78484				
cpd41016	ChEBI:78485	ChEBI:78485	ChEBI:78485	ChEBI:78485	ChEBI:78485	ChEBI:78485				
cpd41017	ChEBI:78486	ChEBI:78486	ChEBI:78486	ChEBI:78486	ChEBI:78486	ChEBI:78486				
cpd41018	ChEBI:78494	ChEBI:78494		ChEBI:78494	ChEBI:78494	ChEBI:78494				
cpd41019	ChEBI:78497	ChEBI:78497		ChEBI:78497	ChEBI:78497	ChEBI:78497				
cpd41020	ChEBI:78513	ChEBI:78513		ChEBI:78513	ChEBI:78513	ChEBI:78513				
cpd41021	ChEBI:78515	ChEBI:78515		ChEBI:78515	ChEBI:78515	ChEBI:78515				
cpd41022	ChEBI:78516	ChEBI:78516		ChEBI:78516	ChEBI:78516	ChEBI:78516				
cpd41023	ChEBI:78517@Charged	ChEBI:78517@Charged		ChEBI:78517@Charged	ChEBI:78517	ChEBI:78517				
cpd41024	ChEBI:78520	ChEBI:78520		ChEBI:78520	ChEBI:78520	ChEBI:78520				
cpd41025	ChEBI:78521	ChEBI:78521		ChEBI:78521	ChEBI:78521	ChEBI:78521				
cpd41026	ChEBI:78522	ChEBI:78522		ChEBI:78522	ChEBI:78522	ChEBI:78522				
cpd41027	ChEBI:78527@Charged	ChEBI:78527@Charged		ChEBI:78527@Charged	ChEBI:78527	ChEBI:78527				
cpd41028	ChEBI:78528	ChEBI:78528		ChEBI:78528	ChEBI:78528	ChEBI:78528				
cpd41029	ChEBI:78529	ChEBI:78529		ChEBI:78529	ChEBI:78529	ChEBI:78529				
cpd41030	ChEBI:78530	ChEBI:78530		ChEBI:78530	ChEBI:78530	ChEBI:78530				
cpd41031	ChEBI:78531@Charged	ChEBI:78531@Charged		ChEBI:78531@Charged	ChEBI:78531	ChEBI:78531				
cpd41032	ChEBI:78532@Charged	ChEBI:78532@Charged		ChEBI:78532@Charged	ChEBI:78532	ChEBI:78532				
cpd41033	ChEBI:78533@Charged	ChEBI:78533@Charged		ChEBI:78533@Charged	ChEBI:78533	ChEBI:78533				
cpd41034	ChEBI:78534@Charged	ChEBI:78534@Charged		ChEBI:78534@Charged	ChEBI:78534	ChEBI:78534				
cpd41035	ChEBI:78535@Charged	ChEBI:78535@Charged		ChEBI:78535@Charged	ChEBI:78535	ChEBI:78535				
cpd41036	ChEBI:78536@Charged	ChEBI:78536@Charged		ChEBI:78536@Charged	ChEBI:78536	ChEBI:78536				
cpd41037	ChEBI:78537	ChEBI:78537		ChEBI:78537	ChEBI:78537	ChEBI:78537				
cpd41038	ChEBI:78551	ChEBI:78551		ChEBI:78551	ChEBI:78551	ChEBI:78551				
cpd41039	ChEBI:78556	ChEBI:78556		ChEBI:78556	ChEBI:78556	ChEBI:78556				
cpd41040	ChEBI:78565	ChEBI:78565		ChEBI:78565	ChEBI:78565	ChEBI:78565				
cpd41041	ChEBI:78566	ChEBI:78566		ChEBI:78566	ChEBI:78566	ChEBI:78566				
cpd41042	ChEBI:78568	ChEBI:78568		ChEBI:78568	ChEBI:78568	ChEBI:78568				
cpd41043	MetaCyc:Ganglioside-GD1alpha;ChEBI:78569	MetaCyc:Ganglioside-GD1alpha;ChEBI:78569		MetaCyc:Ganglioside-GD1alpha;ChEBI:78569	MetaCyc:Ganglioside-GD1alpha	MetaCyc:Ganglioside-GD1alpha			MetaCyc:Ganglioside-GD1alpha@Charged	
cpd41044	ChEBI:78571	ChEBI:78571		ChEBI:78571	ChEBI:78571	ChEBI:78571				
cpd41045	ChEBI:78572	ChEBI:78572		ChEBI:78572	ChEBI:78572	ChEBI:78572				
cpd41046	ChEBI:78573@Charged	ChEBI:78573@Charged		ChEBI:78573@Charged	ChEBI:78573	ChEBI:78573				
cpd41047	ChEBI:78594	ChEBI:78594	ChEBI:78594	ChEBI:78594	ChEBI:78594	ChEBI:78594				
cpd41048	ChEBI:78595	ChEBI:78595	ChEBI:78595	ChEBI:78595	ChEBI:78595	ChEBI:78595				
cpd41049	ChEBI:78596	ChEBI:78596	ChEBI:78596	ChEBI:78596	ChEBI:78596	ChEBI:78596				
cpd41050	MetaCyc:N-terminal-N-alpha-acetyl-L-amino-acid;ChEBI:78598	MetaCyc:N-terminal-N-alpha-acetyl-L-amino-acid;ChEBI:78598		MetaCyc:N-terminal-N-alpha-acetyl-L-amino-acid;ChEBI:78598	MetaCyc:N-terminal-N-alpha-acetyl-L-amino-acid	MetaCyc:N-terminal-N-alpha-acetyl-L-amino-acid			MetaCyc:N-terminal-N-alpha-acetyl-L-amino-acid@Charged	
cpd41051	ChEBI:78599	ChEBI:78599		ChEBI:78599	ChEBI:78599	ChEBI:78599				
cpd41052	MetaCyc:CPD-23991;ChEBI:78600	MetaCyc:CPD-23991;ChEBI:78600	MetaCyc:CPD-23991;ChEBI:78600	MetaCyc:CPD-23991;ChEBI:78600	MetaCyc:CPD-23991	MetaCyc:CPD-23991				
