id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd10000	KEGG:C14301	KEGG:C14301	KEGG:C14301	KEGG:C14301	KEGG:C14301	KEGG:C14301	EQ	eQuilibrator:MNXM50553	KEGG:C14301@Charged	eQuilibrator:MNXM50553
cpd10001	KEGG:C14302@Charged	KEGG:C14302@Charged	KEGG:C14302@Charged	KEGG:C14302@Charged	KEGG:C14302	KEGG:C14302	GC	KEGG:C14302@Charged	KEGG:C14302@Charged	
cpd10002	KEGG:C14303	KEGG:C14303	KEGG:C14303	KEGG:C14303	KEGG:C14303	KEGG:C14303	GC	KEGG:C14303@Charged	KEGG:C14303@Charged	eQuilibrator:MNXM52434
cpd10003	KEGG:C14304	KEGG:C14304	KEGG:C14304	KEGG:C14304@Charged	KEGG:C14304	KEGG:C14304	GC	KEGG:C14304@Charged	KEGG:C14304@Charged	
cpd10004	KEGG:C14305	KEGG:C14305	KEGG:C14305	KEGG:C14305	KEGG:C14305	KEGG:C14305	EQ	eQuilibrator:MNXM37465	KEGG:C14305@Charged	eQuilibrator:MNXM37465
cpd10005	KEGG:C14306	KEGG:C14306	KEGG:C14306	KEGG:C14306	KEGG:C14306	KEGG:C14306	GC	KEGG:C14306@Charged	KEGG:C14306@Charged	eQuilibrator:MNXM64741
cpd10006	KEGG:C14307	KEGG:C14307	KEGG:C14307	KEGG:C14307	KEGG:C14307	KEGG:C14307	GC	KEGG:C14307@Charged	KEGG:C14307@Charged	eQuilibrator:MNXM33205
cpd10007	KEGG:C14308	KEGG:C14308	KEGG:C14308	KEGG:C14308		KEGG:C14308	EQ	eQuilibrator:MNXM157868	KEGG:C14308@Charged	eQuilibrator:MNXM157868
cpd10008	KEGG:C14309	KEGG:C14309	KEGG:C14309	KEGG:C14309	KEGG:C14309	KEGG:C14309	EQ	eQuilibrator:MNXM37897	KEGG:C14309@Charged	eQuilibrator:MNXM37897
cpd10009	KEGG:C14310@Charged	KEGG:C14310@Charged	KEGG:C14310@Charged	KEGG:C14310@Charged	KEGG:C14310	KEGG:C14310	EQ	eQuilibrator:MNXM76558	KEGG:C14310@Charged	eQuilibrator:MNXM76558
cpd10010	KEGG:C14311	KEGG:C14311	KEGG:C14311	KEGG:C14311	KEGG:C14311	KEGG:C14311	EQ	eQuilibrator:MNXM37727	KEGG:C14311@Charged	eQuilibrator:MNXM37727
cpd10011	KEGG:C14312	KEGG:C14312	KEGG:C14312	KEGG:C14312	KEGG:C14312	KEGG:C14312	GC	KEGG:C14312@Charged	KEGG:C14312@Charged	eQuilibrator:MNXM78207
cpd10012	KEGG:C14313@Charged	KEGG:C14313@Charged	KEGG:C14313@Charged	KEGG:C14313@Charged	KEGG:C14313	KEGG:C14313	GC	KEGG:C14313@Charged	KEGG:C14313@Charged	eQuilibrator:MNXM14450
cpd10013	MetaCyc:CPD-6998@Charged;KEGG:C14314@Charged	MetaCyc:CPD-6998@Charged;KEGG:C14314@Charged	MetaCyc:CPD-6998@Charged;KEGG:C14314@Charged	MetaCyc:CPD-6998@Charged;KEGG:C14314@Charged	KEGG:C14314	KEGG:C14314	GC	KEGG:C14314@Charged	KEGG:C14314@Charged	eQuilibrator:MNXM6128
cpd10014	MetaCyc:CPD-21675;KEGG:C14315	MetaCyc:CPD-21675;KEGG:C14315	MetaCyc:CPD-21675;KEGG:C14315	MetaCyc:CPD-21675;KEGG:C14315			EQ	eQuilibrator:MNXM6152	KEGG:C14315@Charged	eQuilibrator:MNXM6152
cpd10015	KEGG:C14316	KEGG:C14316	KEGG:C14316	KEGG:C14316	KEGG:C14316	KEGG:C14316	GC	KEGG:C14316@Charged	KEGG:C14316@Charged	
cpd10016	KEGG:C14317	KEGG:C14317	KEGG:C14317	KEGG:C14317			EQ	eQuilibrator:MNXM725475	KEGG:C14317@Charged	eQuilibrator:MNXM725475
