id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd36000	MetaCyc:CPD0-2549@Charged;ChEBI:142795@Charged	MetaCyc:CPD0-2549@Charged;ChEBI:142795@Charged	MetaCyc:CPD0-2549@Charged;ChEBI:142795@Charged	MetaCyc:CPD0-2549@Charged;ChEBI:142795@Charged	MetaCyc:CPD0-2549	MetaCyc:CPD0-2549				
cpd36001	MetaCyc:CPD-20050@Charged	MetaCyc:CPD-20050@Charged	MetaCyc:CPD-20050@Charged	MetaCyc:CPD-20050@Charged	MetaCyc:CPD-20050	MetaCyc:CPD-20050	GC	MetaCyc:CPD-20050@Charged	MetaCyc:CPD-20050@Charged	
cpd36002	MetaCyc:CPD-17925	MetaCyc:CPD-17925	MetaCyc:CPD-17925	MetaCyc:CPD-17925	MetaCyc:CPD-17925		EQ	eQuilibrator:MNXM150835	MetaCyc:CPD-17925@Charged	eQuilibrator:MNXM150835
cpd36003	MetaCyc:CPD-18140	MetaCyc:CPD-18140	MetaCyc:CPD-18140	MetaCyc:CPD-18140		MetaCyc:CPD-18140	GC	MetaCyc:CPD-18140@Charged	MetaCyc:CPD-18140@Charged	eQuilibrator:MNXM57334
cpd36004	MetaCyc:CPD-19933	MetaCyc:CPD-19933	MetaCyc:CPD-19933	MetaCyc:CPD-19933	MetaCyc:CPD-19933	MetaCyc:CPD-19933	GC	MetaCyc:CPD-19933@Charged	MetaCyc:CPD-19933@Charged	
cpd36005	MetaCyc:CPD-21428;ChEBI:141669	MetaCyc:CPD-21428;ChEBI:141669	MetaCyc:CPD-21428;ChEBI:141669	MetaCyc:CPD-21428;ChEBI:141669	MetaCyc:CPD-21428	MetaCyc:CPD-21428	GC	MetaCyc:CPD-21428@Charged	MetaCyc:CPD-21428@Charged	
cpd36006	MetaCyc:CPD-21165	MetaCyc:CPD-21165	MetaCyc:CPD-21165	MetaCyc:CPD-21165	MetaCyc:CPD-21165	MetaCyc:CPD-21165	GC	MetaCyc:CPD-21165@Charged	MetaCyc:CPD-21165@Charged	
cpd36007	MetaCyc:CPD-17029;ChEBI:82728	MetaCyc:CPD-17029;ChEBI:82728	MetaCyc:CPD-17029;ChEBI:82728	MetaCyc:CPD-17029;ChEBI:82728@Charged	MetaCyc:CPD-17029	MetaCyc:CPD-17029	GC	MetaCyc:CPD-17029@Charged	MetaCyc:CPD-17029@Charged	
cpd36008	MetaCyc:CPD0-2580	MetaCyc:CPD0-2580		MetaCyc:CPD0-2580	MetaCyc:CPD0-2580	MetaCyc:CPD0-2580				
cpd36009	MetaCyc:CPD0-2554@Charged	MetaCyc:CPD0-2554@Charged	MetaCyc:CPD0-2554@Charged	MetaCyc:CPD0-2554@Charged	MetaCyc:CPD0-2554	MetaCyc:CPD0-2554	GC	MetaCyc:CPD0-2554@Charged	MetaCyc:CPD0-2554@Charged	eQuilibrator:MNXM16
cpd36010	MetaCyc:CPD-21257	MetaCyc:CPD-21257	MetaCyc:CPD-21257	MetaCyc:CPD-21257	MetaCyc:CPD-21257	MetaCyc:CPD-21257	EQ	eQuilibrator:MNXM491985	MetaCyc:CPD-21257@Charged	eQuilibrator:MNXM491985
cpd36011	MetaCyc:CPD-18129	MetaCyc:CPD-18129	MetaCyc:CPD-18129	MetaCyc:CPD-18129	MetaCyc:CPD-18129	MetaCyc:CPD-18129	GC	MetaCyc:CPD-18129@Charged	MetaCyc:CPD-18129@Charged	eQuilibrator:MNXM167076
cpd36012	MetaCyc:CPD-20705	MetaCyc:CPD-20705	MetaCyc:CPD-20705	MetaCyc:CPD-20705	MetaCyc:CPD-20705	MetaCyc:CPD-20705	GC	MetaCyc:CPD-20705@Charged	MetaCyc:CPD-20705@Charged	
cpd36013	MetaCyc:CPD-15470	MetaCyc:CPD-15470	MetaCyc:CPD-15470	MetaCyc:CPD-15470	MetaCyc:CPD-15470	MetaCyc:CPD-15470	GC	MetaCyc:CPD-15470@Charged	MetaCyc:CPD-15470@Charged	
cpd36014	MetaCyc:CPD-20120@Charged	MetaCyc:CPD-20120@Charged	MetaCyc:CPD-20120@Charged	MetaCyc:CPD-20120@Charged	MetaCyc:CPD-20120	MetaCyc:CPD-20120	GC	MetaCyc:CPD-20120@Charged	MetaCyc:CPD-20120@Charged	
cpd36015	MetaCyc:CPD-18438;ChEBI:141611	MetaCyc:CPD-18438;ChEBI:141611	MetaCyc:CPD-18438;ChEBI:141611	MetaCyc:CPD-18438;ChEBI:141611	MetaCyc:CPD-18438	MetaCyc:CPD-18438	EQ	eQuilibrator:MNXM164229	MetaCyc:CPD-18438@Charged	eQuilibrator:MNXM164229
cpd36016	MetaCyc:CPD-20230	MetaCyc:CPD-20230	MetaCyc:CPD-20230	MetaCyc:CPD-20230	MetaCyc:CPD-20230	MetaCyc:CPD-20230	GC	MetaCyc:CPD-20230@Charged	MetaCyc:CPD-20230@Charged	
cpd36017	MetaCyc:CPD-19418;ChEBI:133491	MetaCyc:CPD-19418;ChEBI:133491	MetaCyc:CPD-19418;ChEBI:133491	MetaCyc:CPD-19418;ChEBI:133491	MetaCyc:CPD-19418	MetaCyc:CPD-19418	EQ	eQuilibrator:MNXM162924	MetaCyc:CPD-19418@Charged	eQuilibrator:MNXM162924
cpd36018	MetaCyc:CPD-18789;ChEBI:111504	MetaCyc:CPD-18789;ChEBI:111504	MetaCyc:CPD-18789;ChEBI:111504	MetaCyc:CPD-18789;ChEBI:111504	MetaCyc:CPD-18789	MetaCyc:CPD-18789	EQ	eQuilibrator:MNXM162438	MetaCyc:CPD-18789@Charged	eQuilibrator:MNXM162438
cpd36019	MetaCyc:CPD-17459	MetaCyc:CPD-17459	MetaCyc:CPD-17459	MetaCyc:CPD-17459	MetaCyc:CPD-17459	MetaCyc:CPD-17459	GC	MetaCyc:CPD-17459@Charged	MetaCyc:CPD-17459@Charged	
cpd36020	MetaCyc:CPD-20574@Charged	MetaCyc:CPD-20574@Charged	MetaCyc:CPD-20574@Charged	MetaCyc:CPD-20574@Charged	MetaCyc:CPD-20574	MetaCyc:CPD-20574	GC	MetaCyc:CPD-20574@Charged	MetaCyc:CPD-20574@Charged	
cpd36021	MetaCyc:CPD-19477;ChEBI:133500	MetaCyc:CPD-19477;ChEBI:133500	MetaCyc:CPD-19477;ChEBI:133500	MetaCyc:CPD-19477;ChEBI:133500	MetaCyc:CPD-19477		EQ	eQuilibrator:MNXM164096	MetaCyc:CPD-19477@Charged	eQuilibrator:MNXM164096
cpd36022	MetaCyc:CPD-20505	MetaCyc:CPD-20505	MetaCyc:CPD-20505	MetaCyc:CPD-20505	MetaCyc:CPD-20505	MetaCyc:CPD-20505	GC	MetaCyc:CPD-20505@Charged	MetaCyc:CPD-20505@Charged	
cpd36023	MetaCyc:CPD0-2516	MetaCyc:CPD0-2516	MetaCyc:CPD0-2516	MetaCyc:CPD0-2516@Charged	MetaCyc:CPD0-2516	MetaCyc:CPD0-2516	GC	MetaCyc:CPD0-2516@Charged	MetaCyc:CPD0-2516@Charged	
cpd36024	MetaCyc:CPD-20677	MetaCyc:CPD-20677	MetaCyc:CPD-20677	MetaCyc:CPD-20677	MetaCyc:CPD-20677	MetaCyc:CPD-20677	GC	MetaCyc:CPD-20677@Charged	MetaCyc:CPD-20677@Charged	
cpd36025	MetaCyc:CPD-19179@Charged;ChEBI:131766@Charged	MetaCyc:CPD-19179@Charged;ChEBI:131766@Charged	MetaCyc:CPD-19179@Charged;ChEBI:131766@Charged	MetaCyc:CPD-19179@Charged;ChEBI:131766@Charged	MetaCyc:CPD-19179	MetaCyc:CPD-19179	GC	MetaCyc:CPD-19179@Charged	MetaCyc:CPD-19179@Charged	
cpd36026	MetaCyc:CPD-14993@Charged	MetaCyc:CPD-14993@Charged	MetaCyc:CPD-14993@Charged	MetaCyc:CPD-14993@Charged	MetaCyc:CPD-14993	MetaCyc:CPD-14993	GC	MetaCyc:CPD-14993@Charged	MetaCyc:CPD-14993@Charged	eQuilibrator:MNXM114687
cpd36027	MetaCyc:CPD-20605	MetaCyc:CPD-20605	MetaCyc:CPD-20605	MetaCyc:CPD-20605		MetaCyc:CPD-20605	GC	MetaCyc:CPD-20605@Charged	MetaCyc:CPD-20605@Charged	eQuilibrator:MNXM491821
cpd36028	MetaCyc:CPD-20016	MetaCyc:CPD-20016	MetaCyc:CPD-20016	MetaCyc:CPD-20016	MetaCyc:CPD-20016	MetaCyc:CPD-20016	GC	MetaCyc:CPD-20016@Charged	MetaCyc:CPD-20016@Charged	
cpd36029	MetaCyc:CPD-19687	MetaCyc:CPD-19687	MetaCyc:CPD-19687	MetaCyc:CPD-19687	MetaCyc:CPD-19687	MetaCyc:CPD-19687	EQ	eQuilibrator:MNXM491807	MetaCyc:CPD-19687@Charged	eQuilibrator:MNXM491807
cpd36030	MetaCyc:CPD-15797	MetaCyc:CPD-15797	MetaCyc:CPD-15797	MetaCyc:CPD-15797	MetaCyc:CPD-15797	MetaCyc:CPD-15797	EQ		MetaCyc:CPD-15797@Charged	
cpd36031	MetaCyc:CPD-15509	MetaCyc:CPD-15509	MetaCyc:CPD-15509	MetaCyc:CPD-15509	MetaCyc:CPD-15509	MetaCyc:CPD-15509	GC	MetaCyc:CPD-15509@Charged	MetaCyc:CPD-15509@Charged	eQuilibrator:MNXM158804
cpd36032	MetaCyc:CPD-17776@Charged	MetaCyc:CPD-17776@Charged	MetaCyc:CPD-17776@Charged	MetaCyc:CPD-17776@Charged	MetaCyc:CPD-17776	MetaCyc:CPD-17776	GC	MetaCyc:CPD-17776@Charged	MetaCyc:CPD-17776@Charged	
cpd36033	MetaCyc:CPD-19154	MetaCyc:CPD-19154	MetaCyc:CPD-19154	MetaCyc:CPD-19154	MetaCyc:CPD-19154	MetaCyc:CPD-19154	EQ	eQuilibrator:MNXM164007	MetaCyc:CPD-19154@Charged	eQuilibrator:MNXM164007
cpd36034	MetaCyc:CPD-19666@Charged	MetaCyc:CPD-19666@Charged	MetaCyc:CPD-19666@Charged	MetaCyc:CPD-19666@Charged	MetaCyc:CPD-19666	MetaCyc:CPD-19666	GC	MetaCyc:CPD-19666@Charged	MetaCyc:CPD-19666@Charged	
cpd36035	MetaCyc:CPD-18736;ChEBI:90786	MetaCyc:CPD-18736;ChEBI:90786	MetaCyc:CPD-18736;ChEBI:90786	MetaCyc:CPD-18736;ChEBI:90786	MetaCyc:CPD-18736	MetaCyc:CPD-18736	GC	MetaCyc:CPD-18736@Charged	MetaCyc:CPD-18736@Charged	
cpd36036	MetaCyc:CPD-18574	MetaCyc:CPD-18574	MetaCyc:CPD-18574	MetaCyc:CPD-18574	MetaCyc:CPD-18574	MetaCyc:CPD-18574	EQ	eQuilibrator:MNXM101836	MetaCyc:CPD-18574@Charged	eQuilibrator:MNXM101836
cpd36037	MetaCyc:CPD-21169	MetaCyc:CPD-21169	MetaCyc:CPD-21169	MetaCyc:CPD-21169	MetaCyc:CPD-21169	MetaCyc:CPD-21169	GC	MetaCyc:CPD-21169@Charged	MetaCyc:CPD-21169@Charged	
cpd36038	MetaCyc:CPD-17508;ChEBI:84311	MetaCyc:CPD-17508;ChEBI:84311	MetaCyc:CPD-17508;ChEBI:84311	MetaCyc:CPD-17508;ChEBI:84311	MetaCyc:CPD-17508	MetaCyc:CPD-17508	GC	MetaCyc:CPD-17508@Charged	MetaCyc:CPD-17508@Charged	
cpd36039	MetaCyc:CPD-18758	MetaCyc:CPD-18758	MetaCyc:CPD-18758	MetaCyc:CPD-18758	MetaCyc:CPD-18758	MetaCyc:CPD-18758	GC	MetaCyc:CPD-18758@Charged	MetaCyc:CPD-18758@Charged	eQuilibrator:MNXM165253
cpd36040	MetaCyc:CPD-17673	MetaCyc:CPD-17673	MetaCyc:CPD-17673	MetaCyc:CPD-17673	MetaCyc:CPD-17673	MetaCyc:CPD-17673	EQ	eQuilibrator:MNXM5363	MetaCyc:CPD-17673@Charged	eQuilibrator:MNXM5363
cpd36041	MetaCyc:CPD-19195	MetaCyc:CPD-19195	MetaCyc:CPD-19195	MetaCyc:CPD-19195	MetaCyc:CPD-19195	MetaCyc:CPD-19195	EQ	eQuilibrator:MNXM511906	MetaCyc:CPD-19195@Charged	eQuilibrator:MNXM511906
cpd36042	MetaCyc:CPD-14450;ChEBI:143950	MetaCyc:CPD-14450;ChEBI:143950	MetaCyc:CPD-14450;ChEBI:143950	MetaCyc:CPD-14450;ChEBI:143950	MetaCyc:CPD-14450	MetaCyc:CPD-14450	EQ	eQuilibrator:MNXM97357	MetaCyc:CPD-14450@Charged	eQuilibrator:MNXM97357
cpd36043	MetaCyc:CPD-14468;ChEBI:67145	MetaCyc:CPD-14468;ChEBI:67145	MetaCyc:CPD-14468;ChEBI:67145	MetaCyc:CPD-14468;ChEBI:67145	MetaCyc:CPD-14468	MetaCyc:CPD-14468	GC	MetaCyc:CPD-14468@Charged	MetaCyc:CPD-14468@Charged	eQuilibrator:MNXM97064
cpd36044	MetaCyc:CPD-17326	MetaCyc:CPD-17326	MetaCyc:CPD-17326	MetaCyc:CPD-17326	MetaCyc:CPD-17326		EQ	eQuilibrator:MNXM83825	MetaCyc:CPD-17326@Charged	eQuilibrator:MNXM83825
cpd36045	MetaCyc:CPD-19742;ChEBI:84644	MetaCyc:CPD-19742;ChEBI:84644	MetaCyc:CPD-19742;ChEBI:84644	MetaCyc:CPD-19742;ChEBI:84644	MetaCyc:CPD-19742	MetaCyc:CPD-19742	GC	MetaCyc:CPD-19742@Charged	MetaCyc:CPD-19742@Charged	eQuilibrator:MNXM82716
cpd36046	MetaCyc:CPD-20033	MetaCyc:CPD-20033	MetaCyc:CPD-20033	MetaCyc:CPD-20033@Charged	MetaCyc:CPD-20033	MetaCyc:CPD-20033	GC	MetaCyc:CPD-20033@Charged	MetaCyc:CPD-20033@Charged	eQuilibrator:MNXM179354
cpd36047	MetaCyc:CPD-17381	MetaCyc:CPD-17381	MetaCyc:CPD-17381	MetaCyc:CPD-17381	MetaCyc:CPD-17381	MetaCyc:CPD-17381	GC	MetaCyc:CPD-17381@Charged	MetaCyc:CPD-17381@Charged	
cpd36048	MetaCyc:CPD-20375	MetaCyc:CPD-20375	MetaCyc:CPD-20375	MetaCyc:CPD-20375	MetaCyc:CPD-20375	MetaCyc:CPD-20375	GC	MetaCyc:CPD-20375@Charged	MetaCyc:CPD-20375@Charged	
cpd36049	MetaCyc:CPD-15657	MetaCyc:CPD-15657	MetaCyc:CPD-15657	MetaCyc:CPD-15657	MetaCyc:CPD-15657	MetaCyc:CPD-15657	EQ	eQuilibrator:MNXM147788	MetaCyc:CPD-15657@Charged	eQuilibrator:MNXM147788
cpd36050	MetaCyc:CPD-20710	MetaCyc:CPD-20710	MetaCyc:CPD-20710	MetaCyc:CPD-20710	MetaCyc:CPD-20710	MetaCyc:CPD-20710	GC	MetaCyc:CPD-20710@Charged	MetaCyc:CPD-20710@Charged	
cpd36051	MetaCyc:CPD-19556@Charged	MetaCyc:CPD-19556@Charged	MetaCyc:CPD-19556@Charged	MetaCyc:CPD-19556@Charged	MetaCyc:CPD-19556		GC	MetaCyc:CPD-19556@Charged	MetaCyc:CPD-19556@Charged	
cpd36052	MetaCyc:L-alanyl-AMB-L-alanyl-AmbE@Charged	MetaCyc:L-alanyl-AMB-L-alanyl-AmbE@Charged		MetaCyc:L-alanyl-AMB-L-alanyl-AmbE@Charged	MetaCyc:L-alanyl-AMB-L-alanyl-AmbE	MetaCyc:L-alanyl-AMB-L-alanyl-AmbE	GC	MetaCyc:L-alanyl-AMB-L-alanyl-AmbE@Charged	MetaCyc:L-alanyl-AMB-L-alanyl-AmbE@Charged	
cpd36053	MetaCyc:Sulfines@Charged	MetaCyc:Sulfines@Charged		MetaCyc:Sulfines@Charged	MetaCyc:Sulfines	MetaCyc:Sulfines	GC	MetaCyc:Sulfines@Charged	MetaCyc:Sulfines@Charged	
cpd36054	MetaCyc:CPD-17282;ChEBI:90083	MetaCyc:CPD-17282;ChEBI:90083		MetaCyc:CPD-17282;ChEBI:90083		MetaCyc:CPD-17282	GC	MetaCyc:CPD-17282@Charged	MetaCyc:CPD-17282@Charged	
cpd36055	MetaCyc:3Prime-OH-Terminated-RNAs	MetaCyc:3Prime-OH-Terminated-RNAs		MetaCyc:3Prime-OH-Terminated-RNAs	MetaCyc:3Prime-OH-Terminated-RNAs	MetaCyc:3Prime-OH-Terminated-RNAs	GC	MetaCyc:3Prime-OH-Terminated-RNAs@Charged	MetaCyc:3Prime-OH-Terminated-RNAs@Charged	
cpd36056	MetaCyc:CPD-16400	MetaCyc:CPD-16400		MetaCyc:CPD-16400	MetaCyc:CPD-16400	MetaCyc:CPD-16400	GC	MetaCyc:CPD-16400@Charged	MetaCyc:CPD-16400@Charged	
cpd36057	MetaCyc:2-Halobenzoate;ChEBI:70856	MetaCyc:2-Halobenzoate;ChEBI:70856		MetaCyc:2-Halobenzoate;ChEBI:70856	MetaCyc:2-Halobenzoate		GC	MetaCyc:2-Halobenzoate@Charged	MetaCyc:2-Halobenzoate@Charged	
cpd36058	MetaCyc:9-Methyl-sphing-4-8-dienine-ceramides;ChEBI:87033	MetaCyc:9-Methyl-sphing-4-8-dienine-ceramides;ChEBI:87033		MetaCyc:9-Methyl-sphing-4-8-dienine-ceramides;ChEBI:87033	MetaCyc:9-Methyl-sphing-4-8-dienine-ceramides	MetaCyc:9-Methyl-sphing-4-8-dienine-ceramides	GC	MetaCyc:9-Methyl-sphing-4-8-dienine-ceramides@Charged	MetaCyc:9-Methyl-sphing-4-8-dienine-ceramides@Charged	
cpd36059										
cpd36060	MetaCyc:beta-1-6-Galactan	MetaCyc:beta-1-6-Galactan		MetaCyc:beta-1-6-Galactan	MetaCyc:beta-1-6-Galactan	MetaCyc:beta-1-6-Galactan	GC	MetaCyc:beta-1-6-Galactan@Charged	MetaCyc:beta-1-6-Galactan@Charged	
cpd36061	MetaCyc:12-oxojasmonoyl-L-amino-acids;ChEBI:138463	MetaCyc:12-oxojasmonoyl-L-amino-acids;ChEBI:138463		MetaCyc:12-oxojasmonoyl-L-amino-acids;ChEBI:138463	MetaCyc:12-oxojasmonoyl-L-amino-acids	MetaCyc:12-oxojasmonoyl-L-amino-acids	GC	MetaCyc:12-oxojasmonoyl-L-amino-acids@Charged	MetaCyc:12-oxojasmonoyl-L-amino-acids@Charged	
cpd36062	MetaCyc:RNA-Containing-Cytidine	MetaCyc:RNA-Containing-Cytidine		MetaCyc:RNA-Containing-Cytidine	MetaCyc:RNA-Containing-Cytidine	MetaCyc:RNA-Containing-Cytidine	GC	MetaCyc:RNA-Containing-Cytidine@Charged	MetaCyc:RNA-Containing-Cytidine@Charged	
cpd36063	MetaCyc:CPD-17997@Charged	MetaCyc:CPD-17997@Charged		MetaCyc:CPD-17997@Charged	MetaCyc:CPD-17997	MetaCyc:CPD-17997	GC	MetaCyc:CPD-17997@Charged	MetaCyc:CPD-17997@Charged	
cpd36064	MetaCyc:2-Palmitoleoyl-L-Phosphatidate	MetaCyc:2-Palmitoleoyl-L-Phosphatidate		MetaCyc:2-Palmitoleoyl-L-Phosphatidate	MetaCyc:2-Palmitoleoyl-L-Phosphatidate	MetaCyc:2-Palmitoleoyl-L-Phosphatidate	GC	MetaCyc:2-Palmitoleoyl-L-Phosphatidate@Charged	MetaCyc:2-Palmitoleoyl-L-Phosphatidate@Charged	
