id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd01000	MetaCyc:PRENOL;KEGG:C01390;ChEBI:16019	MetaCyc:PRENOL;KEGG:C01390;ChEBI:16019	MetaCyc:PRENOL;KEGG:C01390;ChEBI:16019	MetaCyc:PRENOL;KEGG:C01390;ChEBI:16019	KEGG:C01390	KEGG:C01390	EQ	eQuilibrator:MNXM5280	KEGG:C01390@Charged	eQuilibrator:MNXM5280
cpd01002	KEGG:C01397	KEGG:C01397	KEGG:C01397	KEGG:C01397	KEGG:C01397	KEGG:C01397	GC	KEGG:C01397@Charged	KEGG:C01397@Charged	eQuilibrator:MNXM39862
cpd01003	KEGG:C01401	KEGG:C01401	KEGG:C01401	KEGG:C01401@Charged	KEGG:C01401	KEGG:C01401	GC	KEGG:C01401@Charged	KEGG:C01401@Charged	
cpd01004	MetaCyc:CPD-395;KEGG:C01403;ChEBI:16579	MetaCyc:CPD-395;KEGG:C01403;ChEBI:16579	MetaCyc:CPD-395;KEGG:C01403;ChEBI:16579	MetaCyc:CPD-395;KEGG:C01403;ChEBI:16579		KEGG:C01403	EQ	eQuilibrator:MNXM4470	KEGG:C01403@Charged	eQuilibrator:MNXM4470
cpd01005	KEGG:C01404@Charged	KEGG:C01404@Charged	KEGG:C01404@Charged	KEGG:C01404@Charged	KEGG:C01404	KEGG:C01404	EQ	eQuilibrator:MNXM42561	KEGG:C01404@Charged	eQuilibrator:MNXM42561
cpd01006	MetaCyc:CPD-524;KEGG:C01405@Charged;ChEBI:13719	MetaCyc:CPD-524;KEGG:C01405@Charged;ChEBI:13719	MetaCyc:CPD-524;KEGG:C01405@Charged;ChEBI:13719	MetaCyc:CPD-524;KEGG:C01405@Charged;ChEBI:13719	KEGG:C01405	KEGG:C01405	EQ	eQuilibrator:MNXM3526	KEGG:C01405@Charged	eQuilibrator:MNXM3526
cpd01007	MetaCyc:BENZENE;KEGG:C01407;ChEBI:16716	MetaCyc:BENZENE;KEGG:C01407;ChEBI:16716	MetaCyc:BENZENE;KEGG:C01407;ChEBI:16716	MetaCyc:BENZENE;KEGG:C01407;ChEBI:16716			EQ	eQuilibrator:MNXM1651	MetaCyc:BENZENE@Charged	eQuilibrator:MNXM1651
cpd01008	KEGG:C01408;ChEBI:17682	KEGG:C01408;ChEBI:17682	KEGG:C01408;ChEBI:17682	KEGG:C01408;ChEBI:17682	KEGG:C01408	KEGG:C01408	EQ	eQuilibrator:MNXM2102	KEGG:C01408@Charged	eQuilibrator:MNXM2102
cpd01009	KEGG:C01410@Charged	KEGG:C01410@Charged	KEGG:C01410@Charged	KEGG:C01410@Charged	KEGG:C01410	KEGG:C01410	GC	KEGG:C01410@Charged	KEGG:C01410@Charged	eQuilibrator:MNXM63038
cpd01010	KEGG:C01411;ChEBI:28093	KEGG:C01411;ChEBI:28093	KEGG:C01411;ChEBI:28093	KEGG:C01411;ChEBI:28093	KEGG:C01411	KEGG:C01411	GC	KEGG:C01411@Charged	KEGG:C01411@Charged	eQuilibrator:MNXM44588
cpd01011	MetaCyc:BUTANAL;KEGG:C01412;ChEBI:15743	MetaCyc:BUTANAL;KEGG:C01412;ChEBI:15743	MetaCyc:BUTANAL;KEGG:C01412;ChEBI:15743	MetaCyc:BUTANAL;KEGG:C01412;ChEBI:15743	KEGG:C01412	KEGG:C01412	EQ	eQuilibrator:MNXM1017	MetaCyc:BUTANAL@Charged	eQuilibrator:MNXM1017
cpd01012	MetaCyc:CD+2;ChEBI:48775	MetaCyc:CD+2;ChEBI:48775	MetaCyc:CD+2;ChEBI:48775	MetaCyc:CD+2;ChEBI:48775	MetaCyc:CD+2		GC	MetaCyc:CD+2@Charged	MetaCyc:CD+2@Charged	
cpd01013	MetaCyc:CPD-684;KEGG:C01414;ChEBI:17695	MetaCyc:CPD-684;KEGG:C01414;ChEBI:17695	MetaCyc:CPD-684;KEGG:C01414;ChEBI:17695	MetaCyc:CPD-684;KEGG:C01414;ChEBI:17695			GC	KEGG:C01414@Charged	KEGG:C01414@Charged	eQuilibrator:MNXM4504
cpd01014	MetaCyc:CPD-9776;KEGG:C01416@Charged;ChEBI:60056	MetaCyc:CPD-9776;KEGG:C01416@Charged;ChEBI:60056	MetaCyc:CPD-9776;KEGG:C01416@Charged;ChEBI:60056	MetaCyc:CPD-9776;KEGG:C01416@Charged;ChEBI:60056		KEGG:C01416	GC	KEGG:C01416@Charged	KEGG:C01416@Charged	eQuilibrator:MNXM2109
cpd01015					KEGG:C01417	KEGG:C01417	GC			
cpd01016	MetaCyc:CYCASIN;KEGG:C01418	MetaCyc:CYCASIN;KEGG:C01418	MetaCyc:CYCASIN;KEGG:C01418	MetaCyc:CYCASIN;KEGG:C01418	KEGG:C01418	KEGG:C01418	GC	KEGG:C01418@Charged	KEGG:C01418@Charged	
cpd01017	MetaCyc:CYS-GLY@Charged;KEGG:C01419@Charged;ChEBI:61694@Charged	MetaCyc:CYS-GLY@Charged;KEGG:C01419@Charged;ChEBI:61694@Charged	MetaCyc:CYS-GLY@Charged;KEGG:C01419@Charged;ChEBI:61694@Charged	MetaCyc:CYS-GLY@Charged;KEGG:C01419@Charged;ChEBI:61694@Charged	KEGG:C01419	KEGG:C01419	EQ	eQuilibrator:MNXM683	KEGG:C01419@Charged	eQuilibrator:MNXM683
cpd01018	MetaCyc:cystine;KEGG:C01420	MetaCyc:cystine;KEGG:C01420	MetaCyc:cystine;KEGG:C01420	MetaCyc:cystine;KEGG:C01420@Charged	KEGG:C01420	KEGG:C01420	EQ	eQuilibrator:MNXM90409	KEGG:C01420@Charged	eQuilibrator:MNXM90409
cpd01019	MetaCyc:DAPHNIN;KEGG:C01421;ChEBI:17989	MetaCyc:DAPHNIN;KEGG:C01421;ChEBI:17989	MetaCyc:DAPHNIN;KEGG:C01421;ChEBI:17989	MetaCyc:DAPHNIN;KEGG:C01421;ChEBI:17989	KEGG:C01421	KEGG:C01421	GC	KEGG:C01421@Charged	KEGG:C01421@Charged	eQuilibrator:MNXM4561
cpd01020	MetaCyc:CPD-183;KEGG:C01424@Charged;ChEBI:16918	MetaCyc:CPD-183;KEGG:C01424@Charged;ChEBI:16918	MetaCyc:CPD-183;KEGG:C01424@Charged;ChEBI:16918	MetaCyc:CPD-183;KEGG:C01424@Charged;ChEBI:16918	KEGG:C01424	KEGG:C01424	EQ	eQuilibrator:MNXM670	KEGG:C01424@Charged	eQuilibrator:MNXM670
cpd01021	MetaCyc:CPD-13219;KEGG:C01425@Charged	MetaCyc:CPD-13219;KEGG:C01425@Charged	MetaCyc:CPD-13219;KEGG:C01425@Charged	MetaCyc:CPD-13219;KEGG:C01425@Charged	KEGG:C01425	KEGG:C01425	EQ	eQuilibrator:MNXM724756	KEGG:C01425@Charged	eQuilibrator:MNXM724756
cpd01022	MetaCyc:CPD-24845@Charged;MetaCyc:Lactate;KEGG:C01432@Charged;ChEBI:24996	MetaCyc:CPD-24845@Charged;MetaCyc:Lactate;KEGG:C01432@Charged;ChEBI:24996	MetaCyc:CPD-24845@Charged;MetaCyc:Lactate;KEGG:C01432@Charged;ChEBI:24996	MetaCyc:CPD-24845@Charged;MetaCyc:Lactate;KEGG:C01432@Charged;ChEBI:24996	KEGG:C01432	KEGG:C01432	EQ	eQuilibrator:MNXM3041	KEGG:C01432@Charged	eQuilibrator:MNXM3041
