id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd11000	KEGG:C15309	KEGG:C15309	KEGG:C15309	KEGG:C15309	KEGG:C15309	KEGG:C15309	GC	KEGG:C15309@Charged	KEGG:C15309@Charged	eQuilibrator:MNXM33588
cpd11001	KEGG:C15310	KEGG:C15310	KEGG:C15310	KEGG:C15310	KEGG:C15310	KEGG:C15310	GC	KEGG:C15310@Charged	KEGG:C15310@Charged	eQuilibrator:MNXM38969
cpd11002	KEGG:C15311@Charged	KEGG:C15311@Charged	KEGG:C15311@Charged	KEGG:C15311@Charged	KEGG:C15311	KEGG:C15311	GC	KEGG:C15311@Charged	KEGG:C15311@Charged	eQuilibrator:MNXM63089
cpd11003	KEGG:C15312	KEGG:C15312	KEGG:C15312	KEGG:C15312	KEGG:C15312	KEGG:C15312	GC	KEGG:C15312@Charged	KEGG:C15312@Charged	eQuilibrator:MNXM39643
cpd11004	KEGG:C15313	KEGG:C15313	KEGG:C15313	KEGG:C15313	KEGG:C15313	KEGG:C15313	GC	KEGG:C15313@Charged	KEGG:C15313@Charged	eQuilibrator:MNXM35977
cpd11005	KEGG:C15314	KEGG:C15314	KEGG:C15314	KEGG:C15314	KEGG:C15314	KEGG:C15314	GC	KEGG:C15314@Charged	KEGG:C15314@Charged	eQuilibrator:MNXM33200
cpd11006	KEGG:C15315	KEGG:C15315	KEGG:C15315	KEGG:C15315	KEGG:C15315	KEGG:C15315	GC	KEGG:C15315@Charged	KEGG:C15315@Charged	eQuilibrator:MNXM32858
cpd11007	KEGG:C15316	KEGG:C15316	KEGG:C15316	KEGG:C15316	KEGG:C15316	KEGG:C15316	GC	KEGG:C15316@Charged	KEGG:C15316@Charged	eQuilibrator:MNXM38332
cpd11008	KEGG:C15317	KEGG:C15317	KEGG:C15317	KEGG:C15317	KEGG:C15317	KEGG:C15317	GC	KEGG:C15317@Charged	KEGG:C15317@Charged	eQuilibrator:MNXM39565
cpd11009	KEGG:C15318	KEGG:C15318	KEGG:C15318	KEGG:C15318	KEGG:C15318	KEGG:C15318	GC	KEGG:C15318@Charged	KEGG:C15318@Charged	eQuilibrator:MNXM33649
cpd11010	KEGG:C15319	KEGG:C15319	KEGG:C15319	KEGG:C15319	KEGG:C15319	KEGG:C15319	GC	KEGG:C15319@Charged	KEGG:C15319@Charged	eQuilibrator:MNXM39640
cpd11011	KEGG:C15320	KEGG:C15320	KEGG:C15320	KEGG:C15320	KEGG:C15320	KEGG:C15320	GC	KEGG:C15320@Charged	KEGG:C15320@Charged	eQuilibrator:MNXM35538
cpd11012	KEGG:C15321	KEGG:C15321	KEGG:C15321	KEGG:C15321	KEGG:C15321	KEGG:C15321	GC	KEGG:C15321@Charged	KEGG:C15321@Charged	eQuilibrator:MNXM38971
cpd11013	KEGG:C15322	KEGG:C15322	KEGG:C15322	KEGG:C15322		KEGG:C15322	GC	KEGG:C15322@Charged	KEGG:C15322@Charged	eQuilibrator:MNXM35808
