id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd00001	MetaCyc:OH@Charged;MetaCyc:OXONIUM@Charged;MetaCyc:WATER;KEGG:C00001;KEGG:C01328@Charged;ChEBI:15377	MetaCyc:OH@Charged;MetaCyc:OXONIUM@Charged;MetaCyc:WATER;KEGG:C00001;KEGG:C01328@Charged;ChEBI:15377	MetaCyc:OH@Charged;MetaCyc:OXONIUM@Charged;MetaCyc:WATER;KEGG:C00001;KEGG:C01328@Charged;ChEBI:15377	MetaCyc:OH@Charged;MetaCyc:OXONIUM@Charged;MetaCyc:WATER;KEGG:C00001;KEGG:C01328@Charged;ChEBI:15377	KEGG:C00001	KEGG:C00001	EQ	eQuilibrator:MNXM2	KEGG:C00001@Charged	eQuilibrator:MNXM2
cpd00002	MetaCyc:ATP@Charged;KEGG:C00002@Charged;ChEBI:30616@Charged	MetaCyc:ATP@Charged;KEGG:C00002@Charged;ChEBI:30616@Charged	MetaCyc:ATP@Charged;KEGG:C00002@Charged;ChEBI:30616@Charged	MetaCyc:ATP@Charged;KEGG:C00002@Charged;ChEBI:30616@Charged	KEGG:C00002	KEGG:C00002	EQ	eQuilibrator:MNXM3	MetaCyc:ATP@Charged	eQuilibrator:MNXM3
cpd00003	MetaCyc:NAD;KEGG:C00003@Charged;ChEBI:57540	MetaCyc:NAD;KEGG:C00003@Charged;ChEBI:57540	MetaCyc:NAD;KEGG:C00003@Charged;ChEBI:57540	MetaCyc:NAD;KEGG:C00003@Charged;ChEBI:57540	KEGG:C00003	KEGG:C00003	EQ	eQuilibrator:MNXM8	KEGG:C00003@Charged	eQuilibrator:MNXM8
cpd00004	MetaCyc:NADH;KEGG:C00004@Charged;ChEBI:57945	MetaCyc:NADH;KEGG:C00004@Charged;ChEBI:57945	MetaCyc:NADH;KEGG:C00004@Charged;ChEBI:57945	MetaCyc:NADH;KEGG:C00004@Charged;ChEBI:57945	KEGG:C00004	KEGG:C00004	EQ	eQuilibrator:MNXM10	KEGG:C00004@Charged	eQuilibrator:MNXM10
cpd00005	MetaCyc:NADPH;KEGG:C00005@Charged;ChEBI:57783	MetaCyc:NADPH;KEGG:C00005@Charged;ChEBI:57783	MetaCyc:NADPH;KEGG:C00005@Charged;ChEBI:57783	MetaCyc:NADPH;KEGG:C00005@Charged;ChEBI:57783	KEGG:C00005	KEGG:C00005	EQ	eQuilibrator:MNXM6	KEGG:C00005@Charged	eQuilibrator:MNXM6
cpd00006	MetaCyc:NADP;KEGG:C00006@Charged;ChEBI:58349	MetaCyc:NADP;KEGG:C00006@Charged;ChEBI:58349	MetaCyc:NADP;KEGG:C00006@Charged;ChEBI:58349	MetaCyc:NADP;KEGG:C00006@Charged;ChEBI:58349	KEGG:C00006	KEGG:C00006	EQ	eQuilibrator:MNXM5	KEGG:C00006@Charged	eQuilibrator:MNXM5
cpd00007	MetaCyc:OXYGEN-MOLECULE;KEGG:C00007;ChEBI:15379	MetaCyc:OXYGEN-MOLECULE;KEGG:C00007;ChEBI:15379	MetaCyc:OXYGEN-MOLECULE;KEGG:C00007;ChEBI:15379	MetaCyc:OXYGEN-MOLECULE;KEGG:C00007;ChEBI:15379			EQ	eQuilibrator:MNXM4	KEGG:C00007@Charged	eQuilibrator:MNXM4
cpd00008	MetaCyc:ADP@Charged;KEGG:C00008@Charged;ChEBI:456216@Charged	MetaCyc:ADP@Charged;KEGG:C00008@Charged;ChEBI:456216@Charged	MetaCyc:ADP@Charged;KEGG:C00008@Charged;ChEBI:456216@Charged	MetaCyc:ADP@Charged;KEGG:C00008@Charged;ChEBI:456216@Charged	KEGG:C00008	KEGG:C00008	EQ	eQuilibrator:MNXM7	MetaCyc:ADP@Charged	eQuilibrator:MNXM7
cpd00009	MetaCyc:CPD-16459@Charged;MetaCyc:CPD-20124@Charged;MetaCyc:Pi;KEGG:C00009@Charged;ChEBI:43474	MetaCyc:CPD-16459@Charged;MetaCyc:CPD-20124@Charged;MetaCyc:Pi;KEGG:C00009@Charged;ChEBI:43474	MetaCyc:CPD-16459@Charged;MetaCyc:CPD-20124@Charged;MetaCyc:Pi;KEGG:C00009@Charged;ChEBI:43474	MetaCyc:CPD-16459@Charged;MetaCyc:CPD-20124@Charged;MetaCyc:Pi;KEGG:C00009@Charged;ChEBI:43474	KEGG:C00009		EQ	eQuilibrator:MNXM9	KEGG:C00009@Charged	eQuilibrator:MNXM9
cpd00010	MetaCyc:CO-A;KEGG:C00010@Charged;ChEBI:57287	MetaCyc:CO-A;KEGG:C00010@Charged;ChEBI:57287	MetaCyc:CO-A;KEGG:C00010@Charged;ChEBI:57287	MetaCyc:CO-A;KEGG:C00010@Charged;ChEBI:57287	KEGG:C00010	KEGG:C00010	EQ	eQuilibrator:MNXM12	KEGG:C00010@Charged	eQuilibrator:MNXM12
cpd00011	MetaCyc:CARBON-DIOXIDE;KEGG:C00011;ChEBI:16526	MetaCyc:CARBON-DIOXIDE;KEGG:C00011;ChEBI:16526	MetaCyc:CARBON-DIOXIDE;KEGG:C00011;ChEBI:16526	MetaCyc:CARBON-DIOXIDE;KEGG:C00011;ChEBI:16526			EQ	eQuilibrator:MNXM13	KEGG:C00011@Charged	eQuilibrator:MNXM13
